
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,早安
[00:00:03.000 --> 00:00:07.000]  二月詩篇選讀的主題就是
[00:00:07.000 --> 00:00:10.000]  「聆聽上帝的聲音」
[00:00:10.000 --> 00:00:14.000]  今天就是這個主題的最後一講
[00:00:14.000 --> 00:00:17.000]  有一個故事就是這樣的
[00:00:17.000 --> 00:00:21.000]  天父為了和他的兒女有更好的溝通
[00:00:21.000 --> 00:00:24.000]  於是就設立了一條熱線
[00:00:24.000 --> 00:00:28.000]  你打那條熱線就可以和天父溝通了
[00:00:28.000 --> 00:00:31.000]  基督徒真的打了那條熱線
[00:00:31.000 --> 00:00:35.000]  但是他就遇到以下的情況
[00:00:35.000 --> 00:00:37.000]  是一個留言
[00:00:37.000 --> 00:00:40.000]  「多謝你打天父熱線」
[00:00:40.000 --> 00:00:44.000]  「祈求或者代求請按1字」
[00:00:44.000 --> 00:00:46.000]  「感恩請按2字」
[00:00:46.000 --> 00:00:49.000]  「投訴請按3字」
[00:00:49.000 --> 00:00:51.000]  「其他請按4字」
[00:00:51.000 --> 00:00:54.000]  基督徒的心裡說
[00:00:54.000 --> 00:00:56.000]  「我只是想祈求和代求而已」
[00:00:56.000 --> 00:00:58.000]  「於是他就按1字」
[00:00:58.000 --> 00:01:00.000]  但他又聽到
[00:01:00.000 --> 00:01:02.000]  「對不起」
[00:01:02.000 --> 00:01:04.000]  「現在天父非常繁忙」
[00:01:04.000 --> 00:01:06.000]  「如果你想天使幫你」
[00:01:06.000 --> 00:01:08.000]  「請你按0字」
[00:01:08.000 --> 00:01:10.000]  基督徒的心想
[00:01:10.000 --> 00:01:12.000]  有天使幫也好
[00:01:12.000 --> 00:01:14.000]  於是他就按了0字
[00:01:14.000 --> 00:01:18.000]  但他又聽到另外一段的留言
[00:01:18.000 --> 00:01:22.000]  「想找天使加伯列請按1字」
[00:01:22.000 --> 00:01:25.000]  「和天使米加勒對話請按2字」
[00:01:25.000 --> 00:01:28.000]  「其他的天使請按3字」
[00:01:28.000 --> 00:01:30.000]  基督徒的心裡想
[00:01:30.000 --> 00:01:33.000]  沒所謂,每個天使都可以
[00:01:33.000 --> 00:01:36.000]  有人溝通就可以了
[00:01:36.000 --> 00:01:38.000]  於是他就按了3字
[00:01:38.000 --> 00:01:39.000]  然後他就聽到
[00:01:39.000 --> 00:01:40.000]  「對不起」
[00:01:40.000 --> 00:01:43.000]  「現在所有的天使都非常繁忙」
[00:01:43.000 --> 00:01:47.000]  「但是你的祈禱對我們非常重要」
[00:01:47.000 --> 00:01:50.000]  「請你不要掛斷電話」
[00:01:50.000 --> 00:01:52.000]  「請你繼續等候」
[00:01:52.000 --> 00:01:55.000]  「如果是緊急的」
[00:01:55.000 --> 00:01:58.000]  「請你聯絡你教會的牧者」
[00:01:58.000 --> 00:02:01.000]  我們大家試想像一下
[00:02:01.000 --> 00:02:05.000]  如果上帝只不過是留言
[00:02:05.000 --> 00:02:07.000]  不和我們直接溝通
[00:02:07.000 --> 00:02:10.000]  我們的感受會是怎樣呢?
[00:02:10.000 --> 00:02:13.000]  但是感謝主
[00:02:13.000 --> 00:02:17.000]  事實就是上帝無論什麼時候
[00:02:17.000 --> 00:02:19.000]  都與我們同在
[00:02:19.000 --> 00:02:22.000]  並且祂很樂意的
[00:02:22.000 --> 00:02:23.000]  透過祂的話
[00:02:23.000 --> 00:02:26.000]  祂的靈去和我們溝通
[00:02:26.000 --> 00:02:30.000]  上帝將祂的話賜給了我們
[00:02:30.000 --> 00:02:35.000]  問題就是我們接不接收得到呢?
[00:02:35.000 --> 00:02:39.000]  讓我們再一次同心禱告
[00:02:39.000 --> 00:02:41.000]  親愛的聖靈求你
[00:02:41.000 --> 00:02:45.000]  引導我們進入你的話語當中
[00:02:45.000 --> 00:02:51.000]  教導我們讓你的話語光照我們
[00:02:51.000 --> 00:02:55.000]  將你的話藏在我們心裡的時候
[00:02:55.000 --> 00:02:59.000]  我們就能夠在生活上得著力量
[00:02:59.000 --> 00:03:01.000]  求你幫助我們
[00:03:01.000 --> 00:03:04.000]  不要單單做一個聽道的人
[00:03:04.000 --> 00:03:07.000]  我們更加要做一個行道的人
[00:03:07.000 --> 00:03:09.000]  多謝你聽我們的祈禱
[00:03:09.000 --> 00:03:11.000]  奉耶穌基督聖名祈求
[00:03:11.000 --> 00:03:13.000]  阿們
[00:03:13.000 --> 00:03:18.000]  今天我嘗試一個不可能的任務
[00:03:18.000 --> 00:03:20.000]  就是用一堂道
[00:03:20.000 --> 00:03:25.000]  和大家分享詩篇一百一十九篇
[00:03:25.000 --> 00:03:29.000]  首先講一講這篇詩的特色
[00:03:29.000 --> 00:03:35.000]  它是整卷詩篇裡最長的一篇詩
[00:03:35.000 --> 00:03:37.000]  是一篇的字母詩
[00:03:37.000 --> 00:03:38.000]  即是什麼呢?
[00:03:38.000 --> 00:03:44.000]  是按著希伯來文的字母排列出來的
[00:03:44.000 --> 00:03:47.000]  當中分了二十二段
[00:03:47.000 --> 00:03:50.000]  每一段是有八節
[00:03:50.000 --> 00:03:53.000]  所以這一篇詩
[00:03:53.000 --> 00:03:55.000]  總共有多少節的經文呢?
[00:03:55.000 --> 00:03:57.000]  將二十二乘八
[00:03:57.000 --> 00:04:01.000]  即是有一百七十六節的經文
[00:04:01.000 --> 00:04:06.000]  它是怎樣組成的呢?
[00:04:06.000 --> 00:04:11.000]  給大家一點資料
[00:04:11.000 --> 00:04:14.000]  例如在第一段裡
[00:04:14.000 --> 00:04:19.000]  八節每一節的第一個字
[00:04:19.000 --> 00:04:24.000]  都是用希伯來文第一個字母
[00:04:24.000 --> 00:04:26.000]  寫成的
[00:04:26.000 --> 00:04:30.000]  同樣在第二段裡
[00:04:30.000 --> 00:04:34.000]  八節每一節的頭一個字
