
[00:00:00.000 --> 00:00:03.600]  請大家打開《約翰福音》第六章三十五節
[00:00:03.600 --> 00:00:04.800]  是我們今天的金句
[00:00:04.800 --> 00:00:07.100]  我們找到的,一起重讀這一節的金句
[00:00:07.100 --> 00:00:11.700]  我就是生命的糧
[00:00:11.700 --> 00:00:13.300]  到我這裡來的
[00:00:13.300 --> 00:00:14.500]  絕不飢餓
[00:00:14.500 --> 00:00:15.400]  信我的
[00:00:15.400 --> 00:00:17.000]  永不乾渴
[00:00:17.000 --> 00:00:19.000]  請我們再一次同心,我們同祈禱
[00:00:19.000 --> 00:00:20.800]  師父,我們多謝你
[00:00:20.800 --> 00:00:22.700]  因為我們知道在耶穌基督裡面
[00:00:22.700 --> 00:00:24.700]  我們才得到真正的滿足
[00:00:24.700 --> 00:00:26.500]  真正生命的意義
[00:00:26.500 --> 00:00:27.900]  真正的安全
[00:00:27.900 --> 00:00:30.800]  求聖靈藉著你的話語去提醒
[00:00:30.800 --> 00:00:33.400]  勸勉、教導、安慰、挑戰
[00:00:33.400 --> 00:00:34.500]  改變我們
[00:00:34.500 --> 00:00:36.000]  祈禱奉耶穌名求
[00:00:36.000 --> 00:00:37.000]  阿們
[00:00:37.000 --> 00:00:40.500]  生命之糧
[00:00:40.500 --> 00:00:43.500]  我們中國人很喜歡講一些恭賀說話
[00:00:43.500 --> 00:00:45.000]  就是心想事成
[00:00:45.000 --> 00:00:46.500]  從心所欲
[00:00:46.500 --> 00:00:48.500]  想過樣得過樣
[00:00:48.500 --> 00:00:50.500]  如果你真的有這樣的能力
[00:00:50.500 --> 00:00:52.500]  你是不是一個幸福的人呢
[00:00:52.500 --> 00:00:54.000]  未必
[00:00:54.000 --> 00:00:56.700]  有一個牧師叫Stanley Jones
[00:00:56.700 --> 00:00:58.700]  他寫了一本書叫Growing Spiritually
[00:00:58.700 --> 00:01:00.700]  他有這樣的故事講
[00:01:00.700 --> 00:01:02.700]  我就將他香港化了
[00:01:02.700 --> 00:01:04.700]  香港版本
[00:01:04.700 --> 00:01:06.700]  有一個姓蘇的人,香港人
[00:01:06.700 --> 00:01:08.700]  他住在深水埗的劏房
[00:01:08.700 --> 00:01:11.700]  天天就在那個
[00:01:11.700 --> 00:01:13.700]  就是很窄很窄
[00:01:13.700 --> 00:01:15.700]  剛剛航一舖床的劏房
[00:01:15.700 --> 00:01:17.700]  那麼他想啊
[00:01:17.700 --> 00:01:19.700]  租又貴
[00:01:19.700 --> 00:01:23.700]  冷氣又沒有
[00:01:23.700 --> 00:01:25.700]  連風扇都沒有一把
[00:01:25.700 --> 00:01:27.700]  又熱又悶
[00:01:27.700 --> 00:01:29.700]  嘩
[00:01:29.700 --> 00:01:31.700]  如果我在山頂
[00:01:31.700 --> 00:01:33.700]  有個豪宅
[00:01:33.700 --> 00:01:35.700]  一畝地
[00:01:35.700 --> 00:01:37.700]  有個奧林匹克的
[00:01:37.700 --> 00:01:39.700]  尺寸的游泳池
[00:01:39.700 --> 00:01:41.700]  有網球場
[00:01:41.700 --> 00:01:43.700]  有錦鯉魚的魚塘
[00:01:43.700 --> 00:01:45.700]  嘩,這樣就爽了
[00:01:45.700 --> 00:01:48.700]  於是他講了一句暗語
[00:01:48.700 --> 00:01:50.700]  風啊風啊
[00:01:50.700 --> 00:01:51.700]  事就這樣成了
[00:01:51.700 --> 00:01:52.700]  突然間他發覺
[00:01:52.700 --> 00:01:55.700]  他就置身在山頂的豪宅
[00:01:55.700 --> 00:01:57.700]  有十六間套房
[00:01:57.700 --> 00:01:59.700]  有個游泳池
[00:01:59.700 --> 00:02:01.700]  奧林匹克的尺寸
[00:02:01.700 --> 00:02:03.700]  還有錦鯉魚塘
[00:02:03.700 --> 00:02:05.700]  網球場
[00:02:05.700 --> 00:02:07.700]  嘩,他開心到
[00:02:07.700 --> 00:02:09.700]  嘩,我不用一個劏房
[00:02:09.700 --> 00:02:11.700]  嘩,多爽啊
[00:02:11.700 --> 00:02:13.700]  於是呢
[00:02:13.700 --> 00:02:15.700]  用了不知道多久時間
[00:02:15.700 --> 00:02:17.700]  才走完整間屋
[00:02:17.700 --> 00:02:19.700]  突然間想想,不妥啊
[00:02:19.700 --> 00:02:21.700]  十六間房的豪宅
[00:02:21.700 --> 00:02:23.700]  一畝地,只有我一個
[00:02:23.700 --> 00:02:25.700]  整個禮拜打掃不完
[00:02:25.700 --> 00:02:27.700]  那我一輩子就做了一間屋的奴隸
[00:02:27.700 --> 00:02:29.700]  嘩,這樣做人有什麼意思啊
[00:02:29.700 --> 00:02:33.700]  不行不行
[00:02:33.700 --> 00:02:35.700]  我要有二三十個人
[00:02:35.700 --> 00:02:37.700]  去打理這間屋和服侍我
[00:02:37.700 --> 00:02:39.700]  於是就
[00:02:39.700 --> 00:02:41.700]  風啊風啊,事就這樣成了
[00:02:41.700 --> 00:02:43.700]  突然間發覺
[00:02:43.700 --> 00:02:45.700]  有人和他煮飯
[00:02:45.700 --> 00:02:47.700]  有人和他
[00:02:47.700 --> 00:02:49.700]  打理他的花園
[00:02:49.700 --> 00:02:51.700]  有人和他
[00:02:51.700 --> 00:02:53.700]  打理他的游水池
[00:02:53.700 --> 00:02:55.700]  有人和他吸塵
[00:02:55.700 --> 00:02:57.700]  嘩,他爽啊
[00:02:57.700 --> 00:02:59.700]  好像做皇帝一樣
[00:02:59.700 --> 00:03:01.700]  不是深水埗皇帝
[00:03:01.700 --> 00:03:03.700]  是半山區皇帝
[00:03:03.700 --> 00:03:05.700]  但是想想
[00:03:05.700 --> 00:03:07.700]  過了一兩個星期
[00:03:07.700 --> 00:03:09.700]  一個人
[00:03:09.700 --> 00:03:11.700]  二三十個工人服侍他
[00:03:11.700 --> 00:03:13.700]  困在一間大屋裡
[00:03:13.700 --> 00:03:15.700]  和坐牢沒什麼分別
[00:03:15.700 --> 00:03:17.700]  只不過是高級坐牢
[00:03:17.700 --> 00:03:19.700]  高級坐牢
[00:03:19.700 --> 00:03:21.700]  下去
[00:03:21.700 --> 00:03:23.700]  想去喝杯茶
[00:03:23.700 --> 00:03:25.700]  去茶居喝茶
[00:03:25.700 --> 00:03:27.700]  就要坐巴士等那麼久
[00:03:27.700 --> 00:03:29.700]  唉,不爽啊
[00:03:29.700 --> 00:03:31.700]  如果我有幾輛車
[00:03:31.700 --> 00:03:33.700]  有跑車,有房車
[00:03:33.700 --> 00:03:35.700]  有大車,有小車
[00:03:35.700 --> 00:03:37.700]  那輛車我就不需要了
[00:03:37.700 --> 00:03:39.700]  這樣就不錯了
[00:03:39.700 --> 00:03:41.700]  然後說一聲,風啊風啊
[00:03:41.700 --> 00:03:43.700]  事就這樣成了
[00:03:43.700 --> 00:03:45.700]  他開心到極
[00:03:45.700 --> 00:03:47.700]  拿著BMW
[00:03:47.700 --> 00:03:49.700]  風池電掣,真的好像尖士邦一樣
[00:03:49.700 --> 00:03:51.700]  坐著大房車
[00:03:51.700 --> 00:03:53.700]  有司機接送,威風到極
[00:03:53.700 --> 00:03:55.700]  到處
[00:03:55.700 --> 00:03:57.700]  又去新娘潭
[00:03:57.700 --> 00:03:59.700]  又去淺水灣
[00:03:59.700 --> 00:04:01.700]  又去深水灣
[00:04:01.700 --> 00:04:03.700]  又去西貢
[00:04:03.700 --> 00:04:05.700]  又在這裡
