
[00:00:00.000 --> 00:00:05.140]  好 今天會和大家一起分享聖誕節的訊息
[00:00:05.140 --> 00:00:08.760]  也是今年最後一次的茶經
[00:00:08.760 --> 00:00:12.920]  明年會和大家討論我們會去茶邊卷的聖經
[00:00:12.920 --> 00:00:15.160]  聖誕節快到了
[00:00:15.160 --> 00:00:18.440]  商場都很多人
[00:00:18.440 --> 00:00:21.040]  我們會很熟悉一些經文
[00:00:21.040 --> 00:00:23.440]  但印象是忽略了當中的意義
[00:00:23.440 --> 00:00:27.160]  今天會和大家從一些智者
[00:00:27.160 --> 00:00:29.520]  我們經常都說東方三博士
[00:00:29.520 --> 00:00:31.620]  去朝見耶穌
[00:00:31.620 --> 00:00:33.480]  來看敬拜
[00:00:33.480 --> 00:00:35.480]  要澄清一些觀念
[00:00:35.480 --> 00:00:38.000]  不知道大家有沒有收過聖誕卡
[00:00:38.000 --> 00:00:39.760]  我那時候也收過不少聖誕卡
[00:00:39.760 --> 00:00:42.320]  耶穌躺在馬槽上
[00:00:42.320 --> 00:00:44.120]  有些是羊
[00:00:44.120 --> 00:00:46.680]  一邊是三博士
[00:00:46.680 --> 00:00:48.240]  一邊是牧羊人
[00:00:48.240 --> 00:00:49.920]  但其實是錯的
[00:00:49.920 --> 00:00:54.960]  原來牧羊人和博士從來沒有會面過的
[00:00:54.960 --> 00:00:56.720]  稍後我們會看到
[00:00:56.720 --> 00:01:03.200]  博士也不是去到馬槽見主耶穌
[00:01:03.200 --> 00:01:05.200]  我們看《馬大佛》這次就會知道
[00:01:05.200 --> 00:01:09.320]  還有就是我們說三博士
[00:01:09.320 --> 00:01:13.120]  但聖經從來沒有說過是三個博士
[00:01:13.120 --> 00:01:14.760]  幾個博士
[00:01:14.760 --> 00:01:16.400]  可能是三個
[00:01:16.400 --> 00:01:18.720]  也可能是多過三個
[00:01:18.720 --> 00:01:20.520]  為什麼我們經常說三博士
[00:01:20.520 --> 00:01:23.280]  因為我們知道他們呈獻禮物
[00:01:23.280 --> 00:01:26.320]  黃金 乳香 末藥
[00:01:26.320 --> 00:01:29.480]  三份禮物 三個人
[00:01:29.480 --> 00:01:31.480]  但其實這些都很貴重
[00:01:31.480 --> 00:01:33.800]  所以可能是夾份也不一定
[00:01:33.800 --> 00:01:35.000]  可能是六個人
[00:01:35.000 --> 00:01:37.320]  不過三份禮物
[00:01:37.320 --> 00:01:39.320]  你有沒有試過擺走
[00:01:39.320 --> 00:01:42.280]  一班親戚來只是方方利事
[00:01:42.280 --> 00:01:43.720]  還是很少的
[00:01:43.720 --> 00:01:46.600]  吃你一餐 整個圍桌
[00:01:46.600 --> 00:01:48.760]  所以你記住
[00:01:48.760 --> 00:01:51.040]  我不是說一定錯
[00:01:51.040 --> 00:01:53.640]  但不一定是三個博士
[00:01:53.640 --> 00:01:55.480]  有幾個博士
[00:01:55.480 --> 00:01:58.840]  我首先跟大家去澄清這些
[00:01:58.840 --> 00:02:01.240]  每一年四眼節我們都會有慶祝
[00:02:01.240 --> 00:02:03.480]  一些訊息耳熟能詳
[00:02:03.480 --> 00:02:06.760]  所以要說節旗的崇拜
[00:02:06.760 --> 00:02:09.040]  對牧者來說都是很大挑戰的
[00:02:09.040 --> 00:02:10.000]  如果你是牧會
[00:02:10.000 --> 00:02:12.800]  每年都是對著那班弟兄姊妹
[00:02:12.800 --> 00:02:14.360]  你都會很頭痛
[00:02:14.360 --> 00:02:16.560]  當然神會有訊息給我們
[00:02:16.560 --> 00:02:19.480]  今天我們會從一段很熟悉的經文裡面
[00:02:19.480 --> 00:02:21.440]  來看看怎麼去敬拜
[00:02:21.440 --> 00:02:22.480]  怎麼去朝見主
[00:02:22.480 --> 00:02:24.400]  我們先讀一次
[00:02:24.400 --> 00:02:27.360]  我請Doris跟我們讀出來 好嗎
[00:02:27.360 --> 00:02:29.120]  當希律王的時候
[00:02:29.120 --> 00:02:31.600]  耶穌心在猶大的法利臣
[00:02:31.600 --> 00:02:34.800]  有幾個博士從東方來到耶路撒冷
[00:02:34.800 --> 00:02:37.920]  說:那生下來作人是人之王
[00:02:37.920 --> 00:02:39.560]  在即在那裡
[00:02:39.560 --> 00:02:41.640]  我們在東方看見他的聲
[00:02:41.640 --> 00:02:42.960]  特來拜他
[00:02:42.960 --> 00:02:44.400]  希律王聽見了
[00:02:44.400 --> 00:02:45.720]  就心裡不安
[00:02:45.720 --> 00:02:50.440]  耶路撒冷合成的人也都不安
[00:02:50.440 --> 00:02:54.400]  他就召齊了祭司長和民間的問事
[00:02:54.400 --> 00:02:57.360]  問他們說:希臘當身在何處
[00:02:57.360 --> 00:03:00.120]  他們回答說:在猶大的法利臣
[00:03:00.120 --> 00:03:02.040]  因為有先知記著說
[00:03:02.040 --> 00:03:03.800]  猶大地的法利臣
[00:03:03.800 --> 00:03:07.080]  你在猶大處城中並不是最小職
[00:03:07.080 --> 00:03:10.440]  因為將來有一位昆皇笑從你那裡出來
[00:03:10.440 --> 00:03:13.400]  鼓揚我以色列文
[00:03:13.400 --> 00:03:16.120]  當下 希律暗暗的召了博士來
[00:03:16.120 --> 00:03:20.080]  誓問阿星是什麼時候出面的
[00:03:20.080 --> 00:03:22.400]  就差他們往巴利行去說
[00:03:22.400 --> 00:03:25.240]  你們去仔細尋訪小孩
[00:03:25.240 --> 00:03:27.360]  尋到了 就來報信
[00:03:27.360 --> 00:03:29.360]  我也好去拜他
[00:03:29.360 --> 00:03:33.120]  他們聽見王的話就去了
[00:03:33.120 --> 00:03:35.440]  在東方所看見的那聲
[00:03:35.440 --> 00:03:38.640]  突然在他們前頭行
[00:03:38.640 --> 00:03:40.720]  抵近到小孩子的地方
[00:03:40.720 --> 00:03:42.440]  就在上頭停住了
[00:03:42.440 --> 00:03:45.280]  他們看見那聲就大大地起語
[00:03:45.280 --> 00:03:48.440]  他們進了房子
[00:03:48.440 --> 00:03:51.000]  看見小孩子摩擦無新瑪利亞
[00:03:51.000 --> 00:03:54.280]  就苦痛叫那小孩子揭開寶盒
[00:03:54.280 --> 00:03:57.800]  拿黃金與香活躍為禮物獻給他
[00:03:57.800 --> 00:04:00.560]  博士因為在夢中被主指示
[00:04:00.560 --> 00:04:02.360]  必要回去見希律
[00:04:02.360 --> 00:04:06.680]  就從別的的路回本地去了
[00:04:06.680 --> 00:04:08.160]  這裡很清楚
[00:04:08.160 --> 00:04:09.880]  我們大家都很熟悉這件經文
[00:04:09.880 --> 00:04:11.360]  但是你有沒有留意到
[00:04:11.360 --> 00:04:12.400]  第11節
[00:04:12.400 --> 00:04:15.400]  進了房子看見孩子
[00:04:15.400 --> 00:04:18.400]  所以他們不是進去馬槽那裡
[00:04:18.400 --> 00:04:21.080]  當日耶穌出生的時候
[00:04:21.080 --> 00:04:24.040]  因為報名上冊
[00:04:24.040 --> 00:04:27.440]  所以客房都已經滿了
[00:04:27.440 --> 00:04:30.160]  但是又要臨盤的時候
[00:04:30.160 --> 00:04:33.520]  所以在馬槽裡面擔下了耶穌
[00:04:33.520 --> 00:04:35.160]  但是你記住
[00:04:35.160 --> 00:04:37.280]  他不會一直住在那裡
[00:04:37.280 --> 00:04:39.000]  很簡單舉個例子
[00:04:39.000 --> 00:04:42.360]  當你去訂房
[00:04:42.360 --> 00:04:43.400]  去一間酒店
[00:04:43.400 --> 00:04:46.160]  誰知道他忽略了
[00:04:46.160 --> 00:04:47.720]  你說要三個人的
[00:04:47.720 --> 00:04:48.920]  要三張床
[00:04:48.920 --> 00:04:51.200]  但是因為他搞錯了
[00:04:51.200 --> 00:04:53.200]  只有兩張床
[00:04:53.200 --> 00:04:55.920]  但是全間酒店都滿了
[00:04:55.920 --> 00:04:57.160]  你說怎麼辦呢
[00:04:57.160 --> 00:04:59.640]  好啊 就住一晚吧
[00:04:59.640 --> 00:05:01.840]  但是第二天
[00:05:01.840 --> 00:05:02.760]  第三天
[00:05:02.760 --> 00:05:04.320]  可能有人退房
[00:05:04.320 --> 00:05:06.400]  就可以將你轉回三號
[00:05:06.400 --> 00:05:07.400]  三張床的房間
[00:05:07.400 --> 00:05:08.480]  明明是這個意思
[00:05:08.480 --> 00:05:10.800]  所以耶穌出生之後
[00:05:10.800 --> 00:05:13.960]  不會長時間在馬槽裡面
[00:05:13.960 --> 00:05:15.760]  當他有房間
[00:05:15.760 --> 00:05:16.880]  他就住房子
[00:05:16.880 --> 00:05:18.400]  但是現在你留意到這裡是
[00:05:18.400 --> 00:05:20.480]  他們進了房子
[00:05:20.480 --> 00:05:22.240]  希臘文是Eukois這個字
[00:05:22.240 --> 00:05:23.480]  是一間房子
[00:05:23.480 --> 00:05:26.600]  就是說他們後來離開了客店
[00:05:26.600 --> 00:05:28.400]  可能有短暫租約
[00:05:28.400 --> 00:05:30.520]  租住房子來住
[00:05:30.520 --> 00:05:32.040]  或者這是他們的家鄉
[00:05:32.040 --> 00:05:34.240]  都可以在那個地方裡面
[00:05:34.240 --> 00:05:35.840]  有他們自己的房子
[00:05:35.840 --> 00:05:38.680]  但是因為那時候趕不及回去
[00:05:38.680 --> 00:05:41.400]  所以就在馬槽裡面有降生
[00:05:41.400 --> 00:05:44.360]  這些要澄清我們一些錯誤的觀念
[00:05:44.360 --> 00:05:48.080]  好了 我們看看裡面有很豐富的教導
[00:05:48.080 --> 00:05:52.240]  第一點就是敬拜是智者的行動
[00:05:52.240 --> 00:05:55.560]  我們經常稱之為博士
[00:05:55.560 --> 00:05:58.320]  你也留意到其實現在很多博士
[00:05:58.320 --> 00:06:01.200]  我們以前在酒樓那些叫什麼博士
[00:06:01.200 --> 00:06:02.680]  茶博士
[00:06:02.680 --> 00:06:07.560]  有些人可以在一些落後的地區裡面
[00:06:07.560 --> 00:06:11.080]  或者用錢就可以買到一個博士位置
[00:06:11.080 --> 00:06:12.960]  也有些人因為有地位
[00:06:12.960 --> 00:06:15.880]  於是就頒一些名譽博士給他
[00:06:15.880 --> 00:06:18.840]  那麼作為一個的牧者
[00:06:18.840 --> 00:06:20.800]  我自己很真誠地說
[00:06:20.800 --> 00:06:24.640]  我是很著緊很著緊牧師的身份的
[00:06:24.640 --> 00:06:27.680]  雖然我都拿到一個教務學博士的學位
[00:06:27.680 --> 00:06:29.160]  但是我絕對不會去說這些
[00:06:29.160 --> 00:06:31.120]  大家不說大家都不太知道
[00:06:31.120 --> 00:06:33.400]  但是我自己看到很多的牧師
[00:06:33.400 --> 00:06:36.880]  就會將一個博士放在牧師的前面
[00:06:36.880 --> 00:06:40.480]  這個個人來說我是覺得不太理想的
[00:06:40.480 --> 00:06:44.200]  因為我覺得最尊貴的是牧養的身份
[00:06:44.200 --> 00:06:46.560]  你博士真的有研究的那些
[00:06:46.560 --> 00:06:48.400]  不是買回來的那些
[00:06:48.400 --> 00:06:51.040]  你可能是在某一個學科裡面
[00:06:51.040 --> 00:06:52.520]  是專門一些而已
[00:06:52.520 --> 00:06:54.720]  其實《聖經》裡面就說
[00:06:54.720 --> 00:06:56.440]  其實這個不是叫博士
[00:06:56.440 --> 00:06:57.840]  翻譯是錯的
[00:06:57.840 --> 00:07:00.400]  是聰明人和智者
[00:07:00.400 --> 00:07:03.240]  他們不僅有學識
[00:07:03.240 --> 00:07:05.280]  更加有智慧的人
[00:07:05.280 --> 00:07:06.200]  搞清楚
[00:07:06.200 --> 00:07:08.760]  有學識和有智慧是兩回事
[00:07:08.760 --> 00:07:10.360]  有些人在學術上面很高
[00:07:10.360 --> 00:07:11.400]  但是不懂得做人
[00:07:11.400 --> 00:07:13.760]  不懂得這個世界的苦情
[00:07:13.760 --> 00:07:16.040]  連考第一他都沒有用的
[00:07:16.040 --> 00:07:17.720]  因為他不了解別人
[00:07:17.720 --> 00:07:20.280]  當他們去研究
[00:07:20.280 --> 00:07:22.920]  看到有一個很明亮的星
[00:07:22.920 --> 00:07:26.080]  那時候就被這顆星去吸引
[00:07:26.080 --> 00:07:30.000]  我記得當年在天文館香港那裡
[00:07:30.000 --> 00:07:33.440]  也有一套電影講百里行之星
[00:07:33.440 --> 00:07:35.120]  他們不是用信仰的角度
[00:07:35.120 --> 00:07:36.600]  但是原來耶穌出生的時候
[00:07:36.600 --> 00:07:39.040]  是有幾顆星匯聚在一起
[00:07:39.040 --> 00:07:40.880]  所以是特別明亮的
[00:07:40.880 --> 00:07:43.840]  他們看到這顆星覺得是王者之星
[00:07:43.840 --> 00:07:47.000]  就要去尋索背後的意義
[00:07:47.000 --> 00:07:52.080]  人世間有很多人自以為有智慧
[00:07:52.080 --> 00:07:55.080]  而輕描了其他人
[00:07:55.080 --> 00:07:59.040]  有些有智慧的人可能破壞力更大
[00:07:59.040 --> 00:08:01.240]  也有時候有些人會覺得
[00:08:01.240 --> 00:08:02.880]  我們信耶穌是很蠢的
[00:08:02.880 --> 00:08:04.480]  以為我們愚絕
[00:08:04.480 --> 00:08:07.120]  但是因為他們的自以為聰明
[00:08:07.120 --> 00:08:09.320]  卻反倒成為滅亡
[00:08:09.320 --> 00:08:11.400]  我們看到了
[00:08:11.400 --> 00:08:14.480]  在這幫智者出來的時候
[00:08:14.480 --> 00:08:16.600]  他們是滿有這份智慧
[00:08:16.600 --> 00:08:18.320]  但是世上的智慧是怎麼樣的呢?
[00:08:18.320 --> 00:08:20.960]  我們看看羅馬書第一章的第二十二節
[00:08:20.960 --> 00:08:22.760]  第一章的第二十二節
[00:08:22.760 --> 00:08:25.880]  「自稱為聰明,反成妖愚絕」
[00:08:25.880 --> 00:08:27.360]  耶穌釘十字架
[00:08:27.360 --> 00:08:28.280]  就救到我們
[00:08:28.280 --> 00:08:28.880]  呸
[00:08:28.880 --> 00:08:29.640]  神經病
[00:08:29.640 --> 00:08:31.040]  這些東西是傻的
[00:08:31.040 --> 00:08:34.080]  那些人覺得自己以為很有智慧
[00:08:34.080 --> 00:08:36.680]  就輕視了我們的信仰
[00:08:36.680 --> 00:08:37.720]  但是其實
[00:08:37.720 --> 00:08:39.720]  我們確信主為我們
[00:08:39.720 --> 00:08:41.280]  來受死救贖我們
[00:08:41.280 --> 00:08:42.760]  這是得救的智慧
[00:08:42.760 --> 00:08:45.560]  在提摩托書第三章第五節裡有說
[00:08:45.560 --> 00:08:47.200]  人以為我們愚絕
[00:08:47.200 --> 00:08:48.720]  但是
[00:08:48.720 --> 00:08:51.800]  神就用人以為愚絕的事
[00:08:51.800 --> 00:08:53.000]  來祝福我們
[00:08:53.000 --> 00:08:55.000]  我們看看哥林波前書第一章的
[00:08:55.000 --> 00:08:57.000]  二十一節和二十七節
[00:08:57.000 --> 00:09:00.600]  「大人憑自己的智慧,既不認識神」
[00:09:00.600 --> 00:09:03.760]  「神就樂意用人所當作愚絕的道理」
[00:09:03.760 --> 00:09:05.760]  「拯救那些信的人」
[00:09:05.760 --> 00:09:07.760]  「這就是神的智慧了」
[00:09:07.760 --> 00:09:11.720]  「神卻揀選了世上愚絕的」
[00:09:11.720 --> 00:09:13.720]  「叫有智慧的收睇」
[00:09:13.720 --> 00:09:15.720]  「又揀選了世上軟弱的」
[00:09:15.720 --> 00:09:17.720]  「叫那強盪的收睇」
[00:09:17.720 --> 00:09:21.520]  所以用人的智慧去看我們的信仰
[00:09:21.520 --> 00:09:23.760]  有時候他們是錯誤
[00:09:23.760 --> 00:09:25.000]  是愚絕
[00:09:25.000 --> 00:09:27.000]  我們被視為愚絕
[00:09:27.000 --> 00:09:29.000]  但是我們將我們一生
[00:09:29.000 --> 00:09:31.000]  交給主的時候
[00:09:31.000 --> 00:09:33.000]  卻是真真正正的聰明
[00:09:33.000 --> 00:09:35.000]  所以我們應該以神為首
[00:09:35.000 --> 00:09:37.000]  好 第二方面
[00:09:37.000 --> 00:09:40.520]  就是敬拜是神所引導的
[00:09:40.520 --> 00:09:43.000]  我們再看《萬代佛經》第二章的第二節
[00:09:43.000 --> 00:09:48.000]  「那生下來作留大人之王的在那裏」
[00:09:48.000 --> 00:09:50.000]  「我們在東方看見他的星」
[00:09:50.000 --> 00:09:52.000]  「特來拜他」
[00:09:52.000 --> 00:09:56.000]  好了 這些智者是給那顆星來吸引
[00:09:56.000 --> 00:10:01.000]  如果我們照著所當敬拜的來敬拜神
[00:10:01.000 --> 00:10:04.000]  就不是憑我們自己的意思
[00:10:04.000 --> 00:10:06.000]  就好像那幫以色列人
[00:10:06.000 --> 00:10:08.000]  當日看見摩西還沒下山的時候
[00:10:08.000 --> 00:10:11.000]  就叫阿倫幫他做一隻金牛毒
[00:10:11.000 --> 00:10:12.000]  帶他去敬拜
[00:10:12.000 --> 00:10:14.000]  但他也說敬拜耶和華神
[00:10:14.000 --> 00:10:16.000]  所以他們有偏差
[00:10:16.000 --> 00:10:18.000]  我們是要有屬天
[00:10:18.000 --> 00:10:20.000]  權威性和絕對可靠的指引
[00:10:20.000 --> 00:10:22.000]  那是什麼呢
[00:10:22.000 --> 00:10:25.000]  原來我們需要用神的話語
[00:10:25.000 --> 00:10:29.000]  聖靈來引導我們去侍奉和敬拜
[00:10:29.000 --> 00:10:33.000]  我不知道大家可能慣常了敬拜
[00:10:33.000 --> 00:10:35.000]  或者崇拜
[00:10:35.000 --> 00:10:37.000]  我們有時候忽略了探討裏面
[00:10:37.000 --> 00:10:40.000]  背後的神學意義和基礎
[00:10:40.000 --> 00:10:44.000]  忘記了那個環節
[00:10:44.000 --> 00:10:46.000]  究竟有什麼聖經的意義在當中呢
[00:10:46.000 --> 00:10:48.000]  很簡單的舉個例子
[00:10:48.000 --> 00:10:51.000]  為什麼開始的時候我們要宣召呢
[00:10:51.000 --> 00:10:54.000]  又或者為什麼散會的時候
[00:10:54.000 --> 00:10:56.000]  我們需要唱三一頌
[00:10:56.000 --> 00:10:59.000]  或者有牧者的祝福呢
[00:10:59.000 --> 00:11:03.000]  有哪些環節可能我們少了
[00:11:03.000 --> 00:11:06.000]  又或者有哪些環節其實是多了呢
[00:11:06.000 --> 00:11:09.000]  你留意到這幾位的智者
[00:11:09.000 --> 00:11:14.000]  他沒有受傳統思想制約
[00:11:14.000 --> 00:11:17.000]  因為他們不是希伯來人
[00:11:17.000 --> 00:11:19.000]  他們不是神的子民
[00:11:19.000 --> 00:11:23.000]  所以他們要突破固有的思維
[00:11:23.000 --> 00:11:24.000]  是並不容易的
[00:11:24.000 --> 00:11:27.000]  因為他們可能有自己的傳統思想
[00:11:27.000 --> 00:11:30.000]  有他們自己的敬拜的心
[00:11:30.000 --> 00:11:32.000]  但是這次看到這顆星的時候
[00:11:32.000 --> 00:11:33.000]  覺得很特別
[00:11:33.000 --> 00:11:35.000]  於是他就要去跟從了
[00:11:35.000 --> 00:11:37.000]  同樣今天
[00:11:37.000 --> 00:11:39.000]  如果我們是第一代的基督徒
[00:11:39.000 --> 00:11:40.000]  請你記住
[00:11:40.000 --> 00:11:41.000]  第一代基督徒是怎樣
[00:11:41.000 --> 00:11:43.000]  就是你父母沒有信主的
[00:11:43.000 --> 00:11:45.000]  不是信基督教的
[00:11:45.000 --> 00:11:48.000]  而你是第一個信基督教的人
[00:11:48.000 --> 00:11:49.000]  就是信耶穌的人
[00:11:49.000 --> 00:11:51.000]  這個困難就會大很多了
[00:11:51.000 --> 00:11:55.000]  因為我們要面對著我們的信仰
[00:11:55.000 --> 00:11:56.000]  是絕對不容易的
[00:11:56.000 --> 00:11:57.000]  很簡單
[00:11:57.000 --> 00:12:00.000]  我自己是一個很傳統迷信的家庭裡長大
[00:12:00.000 --> 00:12:01.000]  當我要信耶穌
[00:12:01.000 --> 00:12:05.000]  我面對的挑戰和壓力就大很多
[00:12:05.000 --> 00:12:07.000]  也被他們來來去去罵
[00:12:07.000 --> 00:12:11.000]  要堅持下去是絕對不容易的
[00:12:11.000 --> 00:12:12.000]  好了
[00:12:12.000 --> 00:12:17.000]  第三方面就是敬拜是要付上代價的
[00:12:17.000 --> 00:12:20.000]  因為有時候我們敬拜太輕鬆了
[00:12:20.000 --> 00:12:23.000]  這幫人從東方而來
[00:12:23.000 --> 00:12:27.000]  那時候不要忘記當天的旅行
[00:12:27.000 --> 00:12:30.000]  是絕對不是舒服的
[00:12:30.000 --> 00:12:33.000]  不是坐在冷氣旅遊巴那裡
[00:12:33.000 --> 00:12:36.000]  我們去以色列
[00:12:36.000 --> 00:12:40.000]  有時候如果我們多坐兩三個小時的旅遊巴
[00:12:40.000 --> 00:12:42.000]  哎呀 很辛苦啊
[00:12:42.000 --> 00:12:44.000]  我經常跟他們說 你不要忘記
[00:12:44.000 --> 00:12:46.000]  當耶穌走遍各城各鄉
[00:12:46.000 --> 00:12:48.000]  是何等的偉大
[00:12:48.000 --> 00:12:50.000]  他不是坐旅遊巴的
[00:12:50.000 --> 00:12:52.000]  好了 這幫人
[00:12:52.000 --> 00:12:57.000]  他們要長途跋涉的去尋找軍王
[00:12:57.000 --> 00:12:59.000]  他們要捨棄什麼
[00:12:59.000 --> 00:13:02.000]  他們溫暖的家
[00:13:02.000 --> 00:13:06.000]  甚至有時候是要風箱露宿
[00:13:06.000 --> 00:13:10.000]  他們要暫時放下他們的工作
[00:13:10.000 --> 00:13:13.000]  然後要毅然的上路
[00:13:13.000 --> 00:13:17.000]  所以是不容易的
[00:13:17.000 --> 00:13:22.000]  今天 我們有時候敬拜就太容易了
[00:13:22.000 --> 00:13:24.000]  在香港 很真誠地說
[00:13:24.000 --> 00:13:28.000]  很多教會就會在同一區裡面
[00:13:28.000 --> 00:13:31.000]  你附近也有一間
[00:13:31.000 --> 00:13:34.000]  當天我住大埔的時候
[00:13:34.000 --> 00:13:36.000]  不需要走二十步路
[00:13:36.000 --> 00:13:38.000]  我家裡也能看到窗戶
[00:13:38.000 --> 00:13:41.000]  那個叫做麗和閣
[00:13:41.000 --> 00:13:44.000]  同一座大廈裡面已經有四間教會
[00:13:44.000 --> 00:13:46.000]  如果你熟悉香港的話
[00:13:46.000 --> 00:13:49.000]  香港現在有些地方
[00:13:49.000 --> 00:13:52.000]  例如沙田 新都會廣場那裡
[00:13:52.000 --> 00:13:55.000]  那裡有十幾二十間教會
[00:13:55.000 --> 00:13:57.000]  同一層樓都有幾間任你選
[00:13:57.000 --> 00:13:59.000]  你絕對不會遠的
[00:13:59.000 --> 00:14:02.000]  所以要回去的時候很容易
[00:14:02.000 --> 00:14:05.000]  在英國可能就會辛苦一點
[00:14:05.000 --> 00:14:08.000]  要開車的時候
[00:14:08.000 --> 00:14:11.000]  特別可能要開半個小時車
[00:14:11.000 --> 00:14:15.000]  你才能找到一間華人教會
[00:14:15.000 --> 00:14:18.000]  在這兩個禮拜裡面
[00:14:18.000 --> 00:14:20.000]  我就感受到
[00:14:20.000 --> 00:14:23.000]  原來英國的華人教會
[00:14:23.000 --> 00:14:26.000]  他們跟大自然是有掛勾的
[00:14:26.000 --> 00:14:28.000]  那個出席率
[00:14:28.000 --> 00:14:31.000]  就是熱帳 冷縮的
[00:14:31.000 --> 00:14:33.000]  夏天的人多一點
[00:14:33.000 --> 00:14:35.000]  冬天的人少一點
[00:14:35.000 --> 00:14:38.000]  因為冷 下雪
[00:14:38.000 --> 00:14:41.000]  我不知道你們昨天的崇拜
[00:14:41.000 --> 00:14:43.000]  會不會少一些人
[00:14:43.000 --> 00:14:47.000]  我昨天去了兩間教會講崇拜
[00:14:47.000 --> 00:14:51.000]  第一間是在上午來的
[00:14:51.000 --> 00:14:54.000]  人數基本差不多
[00:14:54.000 --> 00:14:57.000]  但是下午就少了很多人
[00:14:57.000 --> 00:14:59.000]  為什麼呢
[00:14:59.000 --> 00:15:01.000]  就容易天黑不特此
[00:15:01.000 --> 00:15:05.000]  昨天還有世界盃決賽
[00:15:05.000 --> 00:15:08.000]  我不知道你們教會有沒有少人
[00:15:08.000 --> 00:15:10.000]  大港教會真的少了很多人
[00:15:10.000 --> 00:15:13.000]  我問了牧師牧師
[00:15:13.000 --> 00:15:15.000]  今天特別一點
[00:15:15.000 --> 00:15:17.000]  我沒有看直播
[00:15:17.000 --> 00:15:18.000]  因為我講完之後
[00:15:18.000 --> 00:15:21.000]  我還要立刻自己直播
[00:15:21.000 --> 00:15:23.000]  我參與了美國佛羅里達州
[00:15:23.000 --> 00:15:25.000]  一間教會的崇拜
[00:15:25.000 --> 00:15:27.000]  英國時間三點鐘
[00:15:27.000 --> 00:15:29.000]  美國時間十點鐘
[00:15:29.000 --> 00:15:31.000]  所以我參與了崇拜
[00:15:31.000 --> 00:15:32.000]  我建議他們
[00:15:32.000 --> 00:15:35.000]  我說會友散會的時候
[00:15:35.000 --> 00:15:36.000]  已經三點多了
[00:15:36.000 --> 00:15:39.000]  不如在教堂那裡看直播
[00:15:39.000 --> 00:15:41.000]  他們可能沒想過這件事
[00:15:41.000 --> 00:15:43.000]  他們真的在教堂看直播
[00:15:43.000 --> 00:15:44.000]  但是慘了
[00:15:44.000 --> 00:15:48.000]  我在旁邊參與了崇拜的時候
[00:15:48.000 --> 00:15:50.000]  聽到他們嘩嘩嗦嗦
[00:15:50.000 --> 00:15:52.000]  我很快就知道上半場已經入球了
[00:15:52.000 --> 00:15:55.000]  因為聽見他們很吵
[00:15:55.000 --> 00:15:56.000]  意思就是說
[00:15:56.000 --> 00:15:59.000]  原來有時候我們可能因為天氣
[00:15:59.000 --> 00:16:03.000]  可能因為開車不方便
[00:16:03.000 --> 00:16:06.000]  我們就會放棄了崇拜
[00:16:06.000 --> 00:16:08.000]  甚至有時候我們會怎麼樣呢
[00:16:08.000 --> 00:16:11.000]  很興奮啊很累啊
[00:16:11.000 --> 00:16:14.000]  特別是要回到早上
[00:16:14.000 --> 00:16:15.000]  又放棄
[00:16:15.000 --> 00:16:16.000]  好了大風一點
[00:16:16.000 --> 00:16:18.000]  又怕待會兒疫情很嚴重
[00:16:18.000 --> 00:16:20.000]  於是我們又不回敬拜
[00:16:20.000 --> 00:16:21.000]  有時候你想想
[00:16:21.000 --> 00:16:25.000]  我們的主為我們負上了多少代價
[00:16:25.000 --> 00:16:26.000]  但是我們負上這些
[00:16:26.000 --> 00:16:28.000]  你覺得已經是很辛苦了
[00:16:28.000 --> 00:16:29.000]  這樣的時候
[00:16:29.000 --> 00:16:33.000]  這種退縮合不合神的心意呢
[00:16:33.000 --> 00:16:36.000]  所以你留意到這幫智者
[00:16:36.000 --> 00:16:39.000]  他們沒有白費
[00:16:39.000 --> 00:16:42.000]  他們來敬拜主的時候
[00:16:42.000 --> 00:16:44.000]  去沉迷的時候
[00:16:44.000 --> 00:16:46.000]  他們是要負上了代價
[00:16:46.000 --> 00:16:48.000]  但是他們所負上的
[00:16:48.000 --> 00:16:51.000]  是會得到的成果
[00:16:51.000 --> 00:16:56.000]  今天如果我們信服神的教導指引
[00:16:56.000 --> 00:16:58.000]  遵從神的吩咐
