
[00:00:00.000 --> 00:00:07.000]  宗棠師母,讓我們在聆聽主的意思和心低頭逃過
[00:00:07.000 --> 00:00:12.000]  父神多謝你,讓我們再次回來在你的根前打開你的啟示
[00:00:12.000 --> 00:00:18.000]  看上帝你的僕人怎樣在一個外邦世界裡面侍奉
[00:00:18.000 --> 00:00:20.000]  我們為此獻上感恩
[00:00:20.000 --> 00:00:32.000]  因為這能夠讓我們今天同想活在一個完全不在上帝的帝國定立的環境當中
[00:00:32.000 --> 00:00:40.000]  讓我們也都怎樣去活出有神生命樣式的應有的信徒的生命
[00:00:40.000 --> 00:00:43.000]  多謝你給我們這份的機會
[00:00:43.000 --> 00:00:47.000]  也都不要突然浪費了這個機會
[00:00:47.000 --> 00:00:50.000]  相反能夠更好地掌握
[00:00:50.000 --> 00:00:54.000]  能夠有一個謙卑在上帝你的面前
[00:00:54.000 --> 00:00:58.000]  隨著聖靈的引導和所賦予的勇氣
[00:00:58.000 --> 00:01:01.000]  讓我們能夠在今天這個時代當中
[00:01:01.000 --> 00:01:05.000]  作為一個合神心意的神國子民
[00:01:05.000 --> 00:01:07.000]  我們將這段時間交上
[00:01:07.000 --> 00:01:11.000]  讓每一個無論在網絡上面去直接參與
[00:01:11.000 --> 00:01:13.000]  或者之後收聽的弟兄姊妹
[00:01:13.000 --> 00:01:17.000]  以及我們現在在座的每一個弟兄姊妹都祈求主你
[00:01:17.000 --> 00:01:21.000]  讓聖靈降臨在我們每一個人身上
[00:01:21.000 --> 00:01:24.000]  禱告奉靠主耶穌基督德性的名字而求
[00:01:24.000 --> 00:01:27.000]  阿們
[00:01:27.000 --> 00:01:31.000]  我很喜歡園藝這件事
[00:01:31.000 --> 00:01:33.000]  特別為什麼我喜歡園藝呢
[00:01:33.000 --> 00:01:39.000]  就是因為園藝很多時候涉及種植
[00:01:39.000 --> 00:01:43.000]  園藝當中我喜歡種植一些能吃的東西
[00:01:43.000 --> 00:01:47.000]  很多時候譬如有些東西不用怎麼理會
[00:01:47.000 --> 00:01:49.000]  最喜歡種植韭菜
[00:01:49.000 --> 00:01:51.000]  韭菜不用理會
[00:01:51.000 --> 00:01:53.000]  年年都會復甦的
[00:01:53.000 --> 00:01:55.000]  展園也有的
[00:01:55.000 --> 00:01:57.000]  韭菜炒炒蛋
[00:01:57.000 --> 00:01:59.000]  韭菜豬紅
[00:01:59.000 --> 00:02:01.000]  韭菜什麼都好吃的
[00:02:01.000 --> 00:02:03.000]  男女老友多吃點韭菜都是好的
[00:02:03.000 --> 00:02:05.000]  不過不要吃太多
[00:02:05.000 --> 00:02:07.000]  會燥熱的
[00:02:07.000 --> 00:02:11.000]  種其他的東西就很花時間
[00:02:11.000 --> 00:02:15.000]  其中一樣東西就是種所謂無花果樹
[00:02:15.000 --> 00:02:17.000]  好像今天
[00:02:17.000 --> 00:02:19.000]  預料今天的氣溫
[00:02:19.000 --> 00:02:21.000]  還沒計算濕度都36度
[00:02:21.000 --> 00:02:23.000]  如果計算濕度
[00:02:23.000 --> 00:02:25.000]  我想至少都40度了
[00:02:25.000 --> 00:02:27.000]  41
[00:02:27.000 --> 00:02:29.000]  現在已經有了
[00:02:29.000 --> 00:02:31.000]  今早我站在那裡
[00:02:31.000 --> 00:02:33.000]  怕草死草都死了
[00:02:33.000 --> 00:02:35.000]  先淋水再回教堂
[00:02:35.000 --> 00:02:37.000]  站在那裡會流汗的
[00:02:37.000 --> 00:02:39.000]  在這樣的狀態之下
[00:02:39.000 --> 00:02:41.000]  其實
[00:02:41.000 --> 00:02:43.000]  我們作為一個種植食物的人
[00:02:43.000 --> 00:02:45.000]  喜歡園藝的人
[00:02:45.000 --> 00:02:47.000]  無論種花好
[00:02:47.000 --> 00:02:49.000]  種樹好
[00:02:49.000 --> 00:02:51.000]  我很喜歡種樹的
[00:02:51.000 --> 00:02:53.000]  我剛剛買了一棵楓樹回來
[00:02:53.000 --> 00:02:55.000]  種下去就好像垂頭了
[00:02:55.000 --> 00:02:57.000]  很掙扎的
[00:02:57.000 --> 00:02:59.000]  種植有一個特色
[00:02:59.000 --> 00:03:01.000]  就是
[00:03:01.000 --> 00:03:03.000]  你一定要勞
[00:03:03.000 --> 00:03:05.000]  一定要出努力
[00:03:05.000 --> 00:03:07.000]  所以
[00:03:07.000 --> 00:03:09.000]  譬如種無花果樹
[00:03:09.000 --> 00:03:11.000]  種番茄好
[00:03:11.000 --> 00:03:13.000]  你要早午晚都要淋水
[00:03:13.000 --> 00:03:15.000]  那你說牧師
[00:03:15.000 --> 00:03:17.000]  早午晚都要淋水?
[00:03:17.000 --> 00:03:19.000]  這麼忙碌?
[00:03:19.000 --> 00:03:21.000]  是啊,你淋少一會
[00:03:21.000 --> 00:03:23.000]  它就要垂頭就不生了
[00:03:23.000 --> 00:03:25.000]  就算生出來的無花果
[00:03:25.000 --> 00:03:27.000]  都是硬光光的
[00:03:27.000 --> 00:03:29.000]  你煲湯又不能用它
[00:03:29.000 --> 00:03:31.000]  生吃就更加不會吃它
[00:03:31.000 --> 00:03:33.000]  那就變成有什麼用呢?
[00:03:33.000 --> 00:03:35.000]  我想回
[00:03:35.000 --> 00:03:37.000]  是不是聖經耶穌說的
[00:03:37.000 --> 00:03:39.000]  無花果樹結果
[00:03:39.000 --> 00:03:41.000]  種差不多這樣的狀態呢?
[00:03:41.000 --> 00:03:43.000]  所以一定要勞動
[00:03:43.000 --> 00:03:45.000]  種東西你一定要勞動
[00:03:45.000 --> 00:03:47.000]  但是
[00:03:47.000 --> 00:03:49.000]  勞動了之後
[00:03:49.000 --> 00:03:51.000]  是不是一定得到結果呢?
[00:03:51.000 --> 00:03:53.000]  那又是另一個課題了
[00:03:53.000 --> 00:03:55.000]  因為我發覺
[00:03:55.000 --> 00:03:57.000]  就算你多努力都好
[00:03:57.000 --> 00:03:59.000]  多勞動都好
[00:03:59.000 --> 00:04:01.000]  怎麼翻土
[00:04:01.000 --> 00:04:03.000]  怎麼施肥
[00:04:03.000 --> 00:04:05.000]  怎麼為它每年轉盤空
[00:04:05.000 --> 00:04:07.000]  怎麼做都好
[00:04:07.000 --> 00:04:09.000]  不一定代表你勞動過後
[00:04:09.000 --> 00:04:11.000]  就有成果
[00:04:11.000 --> 00:04:13.000]  今年我們種了一棵
[00:04:13.000 --> 00:04:15.000]  什麼來的?
[00:04:15.000 --> 00:04:17.000]  士多啤梨
[00:04:17.000 --> 00:04:19.000]  很幸運我們有五粒
[00:04:19.000 --> 00:04:21.000]  我看見
[00:04:21.000 --> 00:04:23.000]  我每一天的勞動
[00:04:23.000 --> 00:04:25.000]  現在它又出來了
[00:04:25.000 --> 00:04:27.000]  所以今早我很努力地加水
[00:04:27.000 --> 00:04:29.000]  希望至少
[00:04:29.000 --> 00:04:31.000]  它不會乾死
[00:04:31.000 --> 00:04:33.000]  是不是一定有果呢?
[00:04:33.000 --> 00:04:35.000]  不一定
[00:04:35.000 --> 00:04:37.000]  什麼才決定
[00:04:37.000 --> 00:04:39.000]  有沒有果呢?
[00:04:39.000 --> 00:04:41.000]  不是單純於我努力多少
[00:04:41.000 --> 00:04:43.000]  不單純我
[00:04:43.000 --> 00:04:45.000]  倒了多少水進去
[00:04:45.000 --> 00:04:47.000]  不單純我要施多少肥
[00:04:47.000 --> 00:04:49.000]  而是上帝管治的
[00:04:49.000 --> 00:04:51.000]  這些我out of my control
[00:04:51.000 --> 00:04:53.000]  的天氣
[00:04:53.000 --> 00:04:55.000]  才可以決定到
[00:04:55.000 --> 00:04:57.000]  你有沒有成果
[00:04:57.000 --> 00:04:59.000]  所以
[00:04:59.000 --> 00:05:01.000]  種植或者園藝
[00:05:01.000 --> 00:05:03.000]  其實是一個很好的
[00:05:03.000 --> 00:05:05.000]  功課讓我們看到
[00:05:05.000 --> 00:05:07.000]  人雖然要努力
[00:05:07.000 --> 00:05:09.000]  但是上帝的
[00:05:09.000 --> 00:05:11.000]  直接參與和
[00:05:11.000 --> 00:05:13.000]  最終決定才是最後的
[00:05:13.000 --> 00:05:15.000]  結果的出現
[00:05:15.000 --> 00:05:17.000]  而每一次
[00:05:17.000 --> 00:05:19.000]  當我種植的時候
[00:05:19.000 --> 00:05:21.000]  發現到有果的時候
[00:05:21.000 --> 00:05:23.000]  就充滿喜樂
[00:05:23.000 --> 00:05:25.000]  有得吃
[00:05:25.000 --> 00:05:27.000]  我很記得
[00:05:27.000 --> 00:05:29.000]  師母當時種了一些
[00:05:29.000 --> 00:05:31.000]  叫做士多啤梨
[00:05:31.000 --> 00:05:33.000]  cherry tomato
[00:05:33.000 --> 00:05:35.000]  她說今天有五六粒
[00:05:35.000 --> 00:05:37.000]  有五六粒
[00:05:37.000 --> 00:05:39.000]  可以用來送沙律
[00:05:39.000 --> 00:05:41.000]  我們每天下午都吃一碟菜
[00:05:41.000 --> 00:05:43.000]  有些沙律
[00:05:43.000 --> 00:05:45.000]  它是每次五六粒
[00:05:45.000 --> 00:05:47.000]  多又不給你
[00:05:47.000 --> 00:05:49.000]  少又不給你
[00:05:49.000 --> 00:05:51.000]  不熟的就很多
[00:05:51.000 --> 00:05:53.000]  所以就撿起來
[00:05:53.000 --> 00:05:55.000]  看看熟不熟
[00:05:55.000 --> 00:05:57.000]  你看著一棵
[00:05:57.000 --> 00:05:59.000]  植物的成長
[00:05:59.000 --> 00:06:01.000]  是很滿足的
[00:06:01.000 --> 00:06:03.000]  但是
[00:06:03.000 --> 00:06:05.000]  種植你必須經歷的
[00:06:05.000 --> 00:06:07.000]  就是
[00:06:07.000 --> 00:06:09.000]  種了都不會長
[00:06:09.000 --> 00:06:11.000]  你多努力最後都會死
[00:06:11.000 --> 00:06:13.000]  那你是不是說
[00:06:13.000 --> 00:06:15.000]  那我就不要種東西
[00:06:15.000 --> 00:06:17.000]  很多大興展會
[00:06:17.000 --> 00:06:19.000]  有些人是這樣想的
[00:06:19.000 --> 00:06:21.000]  做了都未必有結果
[00:06:21.000 --> 00:06:23.000]  不如不要做
[00:06:23.000 --> 00:06:25.000]  或者種了都會死
[00:06:25.000 --> 00:06:27.000]  那何必種呢
[00:06:27.000 --> 00:06:29.000]  我很喜歡種蘭花
[00:06:29.000 --> 00:06:31.000]  我也同時有一個
[00:06:31.000 --> 00:06:33.000]  蘭花殺手的稱號
[00:06:33.000 --> 00:06:35.000]  一種買回來就很漂亮
[00:06:35.000 --> 00:06:37.000]  落到我手就一定死
[00:06:37.000 --> 00:06:39.000]  你怎樣搞它好呢
[00:06:39.000 --> 00:06:41.000]  你要學會
[00:06:41.000 --> 00:06:43.000]  面對
[00:06:43.000 --> 00:06:45.000]  就算你給了努力
[00:06:45.000 --> 00:06:47.000]  都會死亡
[00:06:47.000 --> 00:06:49.000]  同樣道理
[00:06:49.000 --> 00:06:51.000]  養兒育女
[00:06:51.000 --> 00:06:53.000]  也可以這樣處理
[00:06:53.000 --> 00:06:55.000]  你給多少努力都好
[00:06:55.000 --> 00:06:57.000]  你怎樣教導他都好
[00:06:57.000 --> 00:06:59.000]  他是不是真的最後
[00:06:59.000 --> 00:07:01.000]  能夠成為一個人呢
[00:07:01.000 --> 00:07:03.000]  還是他同一個
[00:07:03.000 --> 00:07:05.000]  不是人的人樣
[00:07:05.000 --> 00:07:07.000]  會出現呢
[00:07:07.000 --> 00:07:09.000]  很多東西不是到你的控制
[00:07:09.000 --> 00:07:11.000]  但是你亦都要在過程當中
[00:07:11.000 --> 00:07:13.000]  要學習接受
[00:07:13.000 --> 00:07:15.000]  為什麼會這樣的情況
[00:07:15.000 --> 00:07:17.000]  或者甚至連理由都沒有
[00:07:17.000 --> 00:07:19.000]  我們就要去接受
[00:07:19.000 --> 00:07:21.000]  這個植物的死亡
[00:07:21.000 --> 00:07:23.000]  所以種植其實是對於
[00:07:23.000 --> 00:07:25.000]  一個人的心理
[00:07:25.000 --> 00:07:27.000]  靈性有一個很好的修養
[00:07:27.000 --> 00:07:29.000]  而這種的活動
[00:07:29.000 --> 00:07:31.000]  不單止我相信
[00:07:31.000 --> 00:07:33.000]  不只是種植
[00:07:33.000 --> 00:07:35.000]  譬如養寵物也好
[00:07:35.000 --> 00:07:37.000]  回來教會侍奉也好
[00:07:37.000 --> 00:07:39.000]  譬如我做木會的
[00:07:39.000 --> 00:07:41.000]  是不是我很努力講好一堂道
[00:07:41.000 --> 00:07:43.000]  講好兩堂道
[00:07:43.000 --> 00:07:45.000]  一定會好的呢
[00:07:45.000 --> 00:07:47.000]  是不是有些人聽到
[00:07:47.000 --> 00:07:49.000]  穆斯林很努力去解釋那一堂道
[00:07:49.000 --> 00:07:51.000]  花了很多心血去做
[00:07:51.000 --> 00:07:53.000]  那一堂道之後
[00:07:53.000 --> 00:07:55.000]  他一定會成為一個好的信徒呢
[00:07:55.000 --> 00:07:57.000]  我可以告訴你
[00:07:57.000 --> 00:07:59.000]  不是
[00:07:59.000 --> 00:08:01.000]  所以我作為木者有時都要學習
[00:08:01.000 --> 00:08:03.000]  就算你多努力都好
[00:08:03.000 --> 00:08:05.000]  有些信徒不是你木得到的
[00:08:05.000 --> 00:08:07.000]  要不就留給
[00:08:07.000 --> 00:08:09.000]  上帝去最後處理
[00:08:11.000 --> 00:08:13.000]  當上帝處理的時候
[00:08:13.000 --> 00:08:15.000]  未必在你手上
[00:08:15.000 --> 00:08:17.000]  他有什麼成長
[00:08:17.000 --> 00:08:19.000]  但是上帝會用他的說話
[00:08:19.000 --> 00:08:21.000]  在適當的時候
[00:08:21.000 --> 00:08:23.000]  幫助那個人去迴轉
[00:08:23.000 --> 00:08:25.000]  如果上帝要他死
[00:08:25.000 --> 00:08:27.000]  你容許上帝
[00:08:27.000 --> 00:08:29.000]  在那個情況之下
[00:08:29.000 --> 00:08:31.000]  那個結果不是我們的理想
[00:08:31.000 --> 00:08:33.000]  我為什麼講這番說話呢
[00:08:33.000 --> 00:08:35.000]  今天我們來看
[00:08:35.000 --> 00:08:37.000]  彈爾里書
[00:08:37.000 --> 00:08:39.000]  第3章24至30節
[00:08:39.000 --> 00:08:41.000]  這段聖經
[00:08:41.000 --> 00:08:43.000]  我們已經講了上半段
[00:08:43.000 --> 00:08:45.000]  上半段是
[00:08:45.000 --> 00:08:47.000]  談及到彈爾里三個
[00:08:47.000 --> 00:08:49.000]  的朋友
[00:08:49.000 --> 00:08:51.000]  他們一起或者同伴
[00:08:51.000 --> 00:08:53.000]  一起跟
[00:08:53.000 --> 00:08:55.000]  這個的
[00:08:55.000 --> 00:08:57.000]  尼布甲尼撒王
[00:08:57.000 --> 00:08:59.000]  的對話指出
[00:08:59.000 --> 00:09:01.000]  無論怎樣都好
[00:09:01.000 --> 00:09:03.000]  我們不會拜
[00:09:03.000 --> 00:09:05.000]  王你所立的金像
[00:09:05.000 --> 00:09:07.000]  甚至王
[00:09:07.000 --> 00:09:09.000]  我們也在這個時候
[00:09:09.000 --> 00:09:11.000]  不會當你神一樣地拜
[00:09:11.000 --> 00:09:13.000]  因為我們只是相信
[00:09:13.000 --> 00:09:15.000]  我們的上帝
[00:09:15.000 --> 00:09:17.000]  即使如果你給我們的
[00:09:17.000 --> 00:09:19.000]  刑罰有多嚴苛都好
[00:09:19.000 --> 00:09:21.000]  我寧願繼續相信上帝
[00:09:21.000 --> 00:09:23.000]  接受你
[00:09:23.000 --> 00:09:25.000]  嚴苛的懲罰
[00:09:25.000 --> 00:09:27.000]  我都不會
[00:09:27.000 --> 00:09:29.000]  跪拜你的神
[00:09:29.000 --> 00:09:31.000]  這個是我們上文所看到的
[00:09:31.000 --> 00:09:33.000]  背景,來到今天
[00:09:33.000 --> 00:09:35.000]  我們說到他們已經進入了
[00:09:35.000 --> 00:09:37.000]  被拋進這個火窯
[00:09:37.000 --> 00:09:39.000]  這個火窯有
[00:09:39.000 --> 00:09:41.000]  加給平日七倍
[00:09:41.000 --> 00:09:43.000]  熱度
[00:09:43.000 --> 00:09:45.000]  七倍我再重申一次
[00:09:45.000 --> 00:09:47.000]  不是一度
[00:09:47.000 --> 00:09:49.000]  三百六十五度
[00:09:49.000 --> 00:09:51.000]  華氏然後乘七
[00:09:51.000 --> 00:09:53.000]  不是,七倍的意思就是
[00:09:53.000 --> 00:09:55.000]  極熱的狀態
[00:09:55.000 --> 00:09:57.000]  最熱的狀態
[00:09:57.000 --> 00:09:59.000]  沒有再熱的了,最熱的狀態
[00:09:59.000 --> 00:10:01.000]  在這個時候
[00:10:01.000 --> 00:10:03.000]  這班的
