
[00:00:00.000 --> 00:00:03.560]  今天我們開始一個新的講道系列
[00:00:03.560 --> 00:00:06.200]  當你看到這個講道系列的時候
[00:00:06.200 --> 00:00:09.520]  我就不知道你心裏有什麼感覺沒有呢
[00:00:09.520 --> 00:00:11.280]  有什麼看法呢
[00:00:11.280 --> 00:00:13.280]  因為這個新講道系列講什麼呢
[00:00:13.280 --> 00:00:15.580]  講神的總管
[00:00:15.580 --> 00:00:21.180]  今天第一講是講到成功的總管
[00:00:21.180 --> 00:00:23.660]  不知道大家心裏會不會覺得
[00:00:23.660 --> 00:00:25.660]  關我什麼事
[00:00:25.660 --> 00:00:30.820]  關我什麼事 我們不是神的總管 我哪敢
[00:00:30.820 --> 00:00:32.320]  我們不是神的總管
[00:00:32.320 --> 00:00:35.240]  就算神有什麼交給我們去管也好
[00:00:35.240 --> 00:00:38.500]  我們發覺我們可能都沒什麼信心
[00:00:38.500 --> 00:00:41.720]  能夠讓神會覺得滿意
[00:00:41.720 --> 00:00:46.520]  那還何來講什麼成功的總管呢
[00:00:46.520 --> 00:00:50.940]  老老實實當我預備這個講題的時候
[00:00:50.940 --> 00:00:52.700]  這個講道系列的時候
[00:00:52.700 --> 00:00:54.700]  我心中都很前驚
[00:00:54.700 --> 00:00:58.520]  老實講我都有同感
[00:00:58.520 --> 00:01:02.700]  不過當我們打開聖經
[00:01:02.700 --> 00:01:03.880]  看聖經的時候
[00:01:03.880 --> 00:01:06.300]  特別是看創世紀第一章
[00:01:06.300 --> 00:01:09.020]  二十七二十八節
[00:01:09.020 --> 00:01:10.760]  我們就發覺原來
[00:01:10.760 --> 00:01:13.900]  可能我們要調整一下我們的看法
[00:01:13.900 --> 00:01:15.280]  這兩章聖經講什麼呢
[00:01:15.280 --> 00:01:18.640]  他說神是照著自己的形象去做人
[00:01:18.640 --> 00:01:21.620]  也是照著他的形象去做男做女
[00:01:21.620 --> 00:01:23.620]  接著就很重要了
[00:01:23.620 --> 00:01:27.280]  聖經說神賜福給他們
[00:01:27.280 --> 00:01:32.040]  又對他們說要生養眾多遍滿地面治理者地
[00:01:32.040 --> 00:01:34.540]  又要管理海裡的魚 空中的鳥
[00:01:34.540 --> 00:01:39.300]  和地上各種行動的活物
[00:01:39.300 --> 00:01:41.720]  很明顯我們看到
[00:01:41.720 --> 00:01:43.320]  創造我們的神
[00:01:43.320 --> 00:01:48.820]  是將治理大地和其中萬物的責任
[00:01:48.820 --> 00:01:50.320]  交給了人
[00:01:50.320 --> 00:01:53.280]  就是交給了你和我
[00:01:53.280 --> 00:01:56.640]  但是不要覺得這個膽子太重了
[00:01:56.640 --> 00:01:57.720]  如果留心看的時候
[00:01:57.720 --> 00:01:59.840]  原來這是神的祝福
[00:01:59.840 --> 00:02:01.260]  因為聖經先講
[00:02:01.260 --> 00:02:03.260]  神賜福給他們
[00:02:03.260 --> 00:02:07.480]  然後說要生養眾多遍滿地面治理這個地方
[00:02:07.480 --> 00:02:09.900]  原來這不是一個重膽
[00:02:09.900 --> 00:02:11.660]  這是神的恩典
[00:02:11.660 --> 00:02:15.740]  神給人的一種福氣
[00:02:15.740 --> 00:02:19.180]  我們人不像其他被俗的生物
[00:02:19.180 --> 00:02:21.600]  是為了生存而去生活
[00:02:21.600 --> 00:02:23.600]  我們的生存在這個世界上
[00:02:23.600 --> 00:02:24.760]  有一個重要的任務
[00:02:24.760 --> 00:02:26.720]  正如聖經所說的
[00:02:26.720 --> 00:02:31.640]  就是要打理好我們所生活的世界
[00:02:31.640 --> 00:02:36.160]  和其上一切所有的萬物
[00:02:36.160 --> 00:02:39.040]  原來我們人按照聖經給我們的啟示
[00:02:39.040 --> 00:02:41.120]  真的是神的總管
[00:02:41.120 --> 00:02:42.600]  沒有說錯
[00:02:42.600 --> 00:02:45.320]  我們是神的總管
[00:02:45.320 --> 00:02:49.360]  問題是我們是不是一個成功的總管
[00:02:49.360 --> 00:02:53.640]  這就是我們今天要探討的問題
[00:02:53.640 --> 00:02:57.960]  我發覺神給我們的祝福
[00:02:57.960 --> 00:03:00.560]  已經實現了一半
[00:03:00.560 --> 00:03:02.080]  生養眾多遍滿地面
[00:03:02.080 --> 00:03:04.800]  現在全世界有七億人口
[00:03:04.800 --> 00:03:06.960]  是不是七億?還是七十億?
[00:03:06.960 --> 00:03:09.480]  我英文中文搞得不清楚
[00:03:09.480 --> 00:03:11.160]  七十億
[00:03:11.160 --> 00:03:13.160]  嘩
[00:03:13.160 --> 00:03:14.800]  遍滿地面
[00:03:14.800 --> 00:03:16.800]  實現了一半
[00:03:16.800 --> 00:03:18.320]  但是很明顯
[00:03:18.320 --> 00:03:23.080]  我們還未能好好治理這個世界
[00:03:23.080 --> 00:03:25.080]  很簡單 事實擺在我們面前
[00:03:25.080 --> 00:03:27.680]  海水污染越來越嚴重
[00:03:27.680 --> 00:03:31.240]  現在人們越來越不敢游泳
[00:03:31.240 --> 00:03:33.840]  臭氧層越來越稀薄
[00:03:33.840 --> 00:03:34.920]  現在沒有人再說了
[00:03:34.920 --> 00:03:36.280]  因為洞越來越大
[00:03:36.280 --> 00:03:39.120]  不知道還有沒有呢
[00:03:39.120 --> 00:03:45.760]  瀕臨絕種的雀鳥和生物越來越多
[00:03:45.760 --> 00:03:47.360]  當我們看到一些東西的時候
[00:03:47.360 --> 00:03:50.520]  即是我們不是一個好的總管
[00:03:50.520 --> 00:03:54.280]  到底人失敗的地方在哪裡呢?
[00:03:54.280 --> 00:03:56.760]  人的問題在哪裡呢?
[00:03:56.760 --> 00:04:00.280]  我相信聖經給我們的啟示是
[00:04:00.280 --> 00:04:03.520]  人失敗的地方就是我們
[00:04:03.520 --> 00:04:04.280]  應該怎麼說呢
[00:04:04.280 --> 00:04:09.480]  我們是故意不聽從神的吩咐和命令
[00:04:09.480 --> 00:04:10.720]  是有心的
[00:04:10.720 --> 00:04:14.560]  我們以為我們所管理的就是屬於我們的
[00:04:14.560 --> 00:04:16.080]  既然是屬於我們的時候
[00:04:16.080 --> 00:04:21.120]  我們就可以任憑自己的意思去使用
[00:04:21.120 --> 00:04:22.840]  聖經說如果我們這樣做的話
[00:04:22.840 --> 00:04:25.120]  這就是我們的罪
[00:04:25.120 --> 00:04:27.080]  這就是我們的問題
[00:04:27.080 --> 00:04:29.720]  結果本來我們是要治理的
[00:04:29.720 --> 00:04:31.920]  現在我們變成要剝奪
[00:04:31.920 --> 00:04:34.120]  將神的東西變為己有
[00:04:34.120 --> 00:04:36.640]  這就是剝奪
[00:04:36.640 --> 00:04:38.480]  而當我們這樣做的時候
[00:04:38.480 --> 00:04:40.040]  接下來的結果是什麼呢?
[00:04:40.040 --> 00:04:43.240]  人變得越來越自私
[00:04:43.240 --> 00:04:48.760]  越來越放縱
[00:04:48.760 --> 00:04:50.200]  不知道大家同不同意嗎?
[00:04:50.200 --> 00:04:53.560]  不知不覺之間
[00:04:53.560 --> 00:04:56.200]  我們連自己的生命
[00:04:56.200 --> 00:05:00.200]  自己的家都管不了
[00:05:00.200 --> 00:05:02.600]  不要說管世界
[00:05:02.600 --> 00:05:05.880]  管自己的家 管自己的生命都管不了
[00:05:05.880 --> 00:05:08.560]  有誰想早點睡覺的?
[00:05:08.560 --> 00:05:10.080]  沒有人想早點睡覺
[00:05:10.080 --> 00:05:11.680]  我想早點睡覺
[00:05:11.680 --> 00:05:13.440]  我已經好一點了 一兩點
[00:05:13.440 --> 00:05:15.640]  有很多三四點都上不了床
[00:05:15.640 --> 00:05:17.080]  特別是年輕人
[00:05:17.080 --> 00:05:19.680]  我們想早點睡覺的 但睡不了
[00:05:19.680 --> 00:05:22.240]  我們很想和別人和睦
[00:05:22.240 --> 00:05:25.960]  但不知為何時時開口得罪別人
[00:05:25.960 --> 00:05:28.440]  我們很想生活幸福 有誰不想?
[00:05:28.440 --> 00:05:32.440]  但不知為何和家人越來越多磨擦
[00:05:32.440 --> 00:05:34.680]  越來越多爭吵
[00:05:34.680 --> 00:05:37.760]  大家想不想做好自己的工作?
[00:05:37.760 --> 00:05:39.040]  希望有表現?
[00:05:39.040 --> 00:05:40.920]  想 不過很多時候不知道為什麼
[00:05:40.920 --> 00:05:44.680]  做來做去好像是事倍功半
[00:05:44.680 --> 00:05:47.920]  而且很多時候吃力不討好
[00:05:47.920 --> 00:05:49.440]  是不是很煩躁?
[00:05:49.440 --> 00:05:51.840]  這是不是你的情況?
[00:05:51.840 --> 00:05:53.360]  我們沒有學生 所以不說了
[00:05:53.360 --> 00:05:56.280]  不過我相信學生都想做好學生
[00:05:56.280 --> 00:05:58.040]  不過你會留意到你的年輕人
[00:05:58.040 --> 00:05:59.720]  你的小朋友就知道了
[00:05:59.720 --> 00:06:01.960]  玩遊戲機 上網
[00:06:01.960 --> 00:06:04.600]  多於做功課
[00:06:04.600 --> 00:06:06.720]  我們年紀大一點的
[00:06:06.720 --> 00:06:08.760]  想不想健康?
[00:06:08.760 --> 00:06:10.640]  想不想健康一點?
[00:06:10.640 --> 00:06:12.520]  想不想?
[00:06:12.520 --> 00:06:14.560]  想的 很想
[00:06:14.560 --> 00:06:16.720]  不過忍不住
[00:06:16.720 --> 00:06:21.400]  連我看電視都不做運動
[00:06:21.400 --> 00:06:22.600]  我只是舉少少例子
[00:06:22.600 --> 00:06:26.000]  大家明白我說的是什麼
[00:06:26.000 --> 00:06:30.120]  所以我們必須重新去學
[00:06:30.120 --> 00:06:32.240]  怎樣去管理我們的生命
[00:06:32.240 --> 00:06:36.400]  怎樣去管理神交託給我們的一切
[00:06:36.400 --> 00:06:38.400]  包括我們的時間
[00:06:38.400 --> 00:06:40.680]  我們的工作 我們的家庭
[00:06:40.680 --> 00:06:43.440]  我們的金錢 我們的財幹
[00:06:43.440 --> 00:06:47.160]  還有神給我們的生命
[00:06:47.160 --> 00:06:48.240]  簡單來說
[00:06:48.240 --> 00:06:51.000]  怎樣去管理好神給我們的生命
[00:06:51.000 --> 00:06:54.760]  我們必須要重新學習去做神的總管
[00:06:54.760 --> 00:06:58.240]  而且要做一個成功的總管
[00:06:58.240 --> 00:07:01.080]  首先約翰告訴我們
[00:07:01.080 --> 00:07:06.160]  萬物是藉著神的兒子耶穌而被造的
[00:07:06.160 --> 00:07:09.880]  約翰福音第一章第一節第三節講得很清楚
[00:07:09.880 --> 00:07:13.320]  「太初有道,道與神同在,道就是神。」
[00:07:13.320 --> 00:07:14.280]  然後第三節
[00:07:14.280 --> 00:07:21.600]  「萬物都是藉著他造的,凡被造的,沒有一樣不是藉著他造的。」
[00:07:21.600 --> 00:07:25.680]  我們跟其他所有萬物神所造的被造物
[00:07:25.680 --> 00:07:28.160]  既然是按照耶穌
[00:07:28.160 --> 00:07:30.680]  靠著耶穌而被創造
[00:07:30.680 --> 00:07:32.320]  我們就應該知道
[00:07:32.320 --> 00:07:33.720]  common sense來的
[00:07:33.720 --> 00:07:36.240]  創造主對被造的萬物
[00:07:36.240 --> 00:07:40.520]  包括你和我的生命和我所擁有一切
[00:07:40.520 --> 00:07:42.400]  神有絕對的主權
[00:07:42.400 --> 00:07:43.520]  common sense 是不是
[00:07:43.520 --> 00:07:46.240]  他是創造主 我們是被造物
[00:07:46.240 --> 00:07:48.720]  神對我們應該有絕對的主權
[00:07:48.720 --> 00:07:54.520]  而我們受造之物對於創造主應該
[00:07:54.520 --> 00:07:56.840]  我說應該 你能不能做到另一回事
[00:07:56.840 --> 00:07:58.520]  完全的信任
[00:07:58.520 --> 00:08:03.080]  完全的去信服我們的創造主
[00:08:03.080 --> 00:08:05.000]  聖經說得再清楚沒有
[00:08:05.000 --> 00:08:06.920]  詩篇第二 詩篇第一節
[00:08:06.920 --> 00:08:09.720]  「大地和其中一切都屬於上主
[00:08:09.720 --> 00:08:13.400]  世界和世上的居民也都屬於他。」
[00:08:13.400 --> 00:08:14.680]  說得很清楚
[00:08:14.680 --> 00:08:19.760]  然後「神特別藉著摩西去提醒我們」
[00:08:19.760 --> 00:08:22.040]  你們要記住
[00:08:22.040 --> 00:08:23.040]  記住甚麼呢
[00:08:23.040 --> 00:08:27.120]  那是上主 就是上帝賜給你們力量
[00:08:27.120 --> 00:08:29.400]  使你們致富的
[00:08:29.400 --> 00:08:34.520]  他這樣厚待你們 因為到今天他仍然信守
[00:08:34.520 --> 00:08:39.480]  他與你們祖先所納的約
[00:08:39.480 --> 00:08:40.600]  不需要我解釋了
[00:08:40.600 --> 00:08:43.840]  聖經說得清清楚楚 明明白白
[00:08:43.840 --> 00:08:45.760]  所有的東西 包括你和我
[00:08:45.760 --> 00:08:48.880]  世界上其他萬物都是屬於神的
[00:08:48.880 --> 00:08:50.400]  你信不信是另一回事
[00:08:50.400 --> 00:08:52.600]  這就是我們的問題
[00:08:52.600 --> 00:08:53.920]  人的問題是甚麼呢
[00:08:53.920 --> 00:08:56.880]  我們只是看到自己努力
[00:08:56.880 --> 00:09:00.040]  賺取回來的那些成果
[00:09:00.040 --> 00:09:01.040]  人很短視
[00:09:01.040 --> 00:09:04.000]  只看到我拼命做工
[00:09:04.000 --> 00:09:06.240]  錢有血有肉
[00:09:06.240 --> 00:09:08.600]  所以賺回來的就是我
[00:09:08.600 --> 00:09:10.920]  看到我們努力所得的回報
[00:09:10.920 --> 00:09:14.880]  以為這些回報是我們自己的
[00:09:14.880 --> 00:09:16.520]  是屬於我們的
[00:09:16.520 --> 00:09:18.720]  我對自己努力的成果
[00:09:18.720 --> 00:09:22.200]  我們對自己說是應該的
[00:09:22.200 --> 00:09:24.200]  有絕對的主權
[00:09:27.600 --> 00:09:30.600]  我想問一下大家
[00:09:30.600 --> 00:09:32.840]  大家日以繼夜做工
[00:09:32.840 --> 00:09:36.480]  用腦去賺錢去投資
[00:09:36.480 --> 00:09:38.840]  是否就可以發達呢
[00:09:38.840 --> 00:09:41.800]  可以嗎
[00:09:41.800 --> 00:09:46.280]  大家用很多時間和家人吃喝玩樂
[00:09:46.280 --> 00:09:51.000]  是否就可以婚姻幸福 家庭美滿呢
[00:09:51.000 --> 00:09:52.400]  你很用心的
[00:09:52.400 --> 00:09:54.480]  花很多時間 你很努力的
[00:09:54.480 --> 00:09:58.040]  你心裡很想的 可不可以呢
[00:09:58.040 --> 00:09:59.520]  情況是否真的這樣呢
