
[00:00:00.000 --> 00:00:07.280]  好,我們今早就來看一個很熟悉的主題
[00:00:07.280 --> 00:00:09.760]  說熟不熟,又不是很熟悉
[00:00:09.760 --> 00:00:11.000]  有沒有聽過這個字?
[00:00:11.000 --> 00:00:14.000]  登山變象
[00:00:14.000 --> 00:00:21.000]  我特地留在2024年才回來《老舊方》第九章說這個
[00:00:21.000 --> 00:00:29.000]  因為這個對於我們新的一年來說是一個很有鼓勵性的訊息
[00:00:29.000 --> 00:00:32.000]  你們有沒有看過這幅畫?
[00:00:32.000 --> 00:00:34.000]  有沒有人看過?
[00:00:34.000 --> 00:00:36.000]  有嗎?
[00:00:36.000 --> 00:00:40.000]  哪裏看過?
[00:00:40.000 --> 00:00:43.000]  現在珍藏,有些可能是複製
[00:00:43.000 --> 00:00:46.000]  珍藏是梵蒂岡才看到的
[00:00:46.000 --> 00:00:50.000]  是他們的原作
[00:00:50.000 --> 00:00:54.000]  這個原作者我們知道是Rafael
[00:00:54.000 --> 00:00:59.000]  這位Rafael,大家聽過他的名字,是意大利的一位畫家
[00:00:59.000 --> 00:01:01.000]  在文系復興的時候
[00:01:01.000 --> 00:01:06.000]  跟達文西和麥可安德羅
[00:01:06.000 --> 00:01:11.000]  可以說是一樣出名的一位畫家
[00:01:11.000 --> 00:01:14.000]  而事實上這幅原著是很大幅的
[00:01:14.000 --> 00:01:18.000]  有九尺寬,十三尺高
[00:01:18.000 --> 00:01:22.000]  所以大家不知道有沒有在畫廊看過這個珍藏
[00:01:22.000 --> 00:01:24.000]  就是有這麼大的一個畫
[00:01:24.000 --> 00:01:26.000]  很不容易畫的
[00:01:26.000 --> 00:01:28.000]  畫得很全神,當然是名畫
[00:01:28.000 --> 00:01:34.000]  所以有人稱它是由十六世紀至二十世紀這四百多年裏面
[00:01:34.000 --> 00:01:37.000]  其中一幅是最著名的畫家
[00:01:37.000 --> 00:01:39.000]  最著名的作品
[00:01:39.000 --> 00:01:42.000]  所以這是一個非常寶貴的
[00:01:42.000 --> 00:01:46.000]  我們發覺其實有很多音樂的作品
[00:01:46.000 --> 00:01:48.000]  和藝術作品
[00:01:48.000 --> 00:01:54.000]  都是在基督教的文化和意識上影響很深
[00:01:54.000 --> 00:01:58.000]  所以這些名畫、著作、曲調
[00:01:58.000 --> 00:02:03.000]  都是受基督教聖經裏面的價值觀影響流傳至今
[00:02:03.000 --> 00:02:06.000]  最好寶貴這幅畫就是
[00:02:06.000 --> 00:02:12.000]  如果你留意是把登山變相的
[00:02:12.000 --> 00:02:17.000]  上山和山下的情況表達出來
[00:02:17.000 --> 00:02:19.000]  山上當然
[00:02:19.000 --> 00:02:22.000]  我們讀經如果你有印象就知道
[00:02:22.000 --> 00:02:24.000]  耶穌帶著三個門徒上去
[00:02:24.000 --> 00:02:29.000]  有兩個人物向祂顯現
[00:02:29.000 --> 00:02:31.000]  知道是誰嗎?
[00:02:31.000 --> 00:02:39.000]  然後旁邊的觀看的人是畫家的意思
[00:02:39.000 --> 00:02:41.000]  其實當時沒有這些人
[00:02:41.000 --> 00:02:43.000]  山上沒有
[00:02:43.000 --> 00:02:47.000]  而山下就有的
[00:02:47.000 --> 00:02:49.000]  當登山變相之後
[00:02:49.000 --> 00:02:51.000]  你留意魯迦芳第九章三六節
[00:02:51.000 --> 00:02:54.000]  結束後耶穌就下山
[00:02:54.000 --> 00:02:57.000]  耶穌下山開始了新的路程
[00:02:57.000 --> 00:03:00.000]  一個新的面對屬靈的增戰
[00:03:00.000 --> 00:03:02.000]  和十字架的道路
[00:03:02.000 --> 00:03:07.000]  所以山下有一個被鬼附的聖賓仔
[00:03:07.000 --> 00:03:11.000]  這個爸爸懇求耶穌來醫治他
[00:03:11.000 --> 00:03:13.000]  所以他們下山的時候
[00:03:13.000 --> 00:03:16.000]  馬上就有一個新的挑戰
[00:03:16.000 --> 00:03:18.000]  屬靈的挑戰
[00:03:18.000 --> 00:03:28.000]  也是耶穌開始一個新階段的侍奉的開始
[00:03:28.000 --> 00:03:30.000]  有沒有聽過
[00:03:30.000 --> 00:03:34.000]  「我們不見一人 只見耶穌基督」這個說話
[00:03:34.000 --> 00:03:36.000]  你們沒有聽過嗎?
[00:03:36.000 --> 00:03:38.000]  有時候聚會有些主席這樣說
[00:03:38.000 --> 00:03:41.000]  「我們不見一人 只見耶穌基督」
[00:03:41.000 --> 00:03:46.000]  當然這句說話的意思是很好的
[00:03:46.000 --> 00:03:48.000]  我們不高舉人
[00:03:48.000 --> 00:03:51.000]  只是見到主耶穌基督自己
[00:03:51.000 --> 00:03:53.000]  但是其實登山變相
[00:03:53.000 --> 00:03:55.000]  在裡面這句說話
[00:03:55.000 --> 00:03:58.000]  原本的意思不是這樣的意思
[00:03:58.000 --> 00:04:02.000]  它要解釋一件事
[00:04:02.000 --> 00:04:06.000]  就是耶穌要顯出祂的屬天的榮耀
[00:04:06.000 --> 00:04:09.000]  所以我們一會兒看看這個真正的意義
[00:04:09.000 --> 00:04:12.000]  變相是主耶穌基督侍奉的道路
[00:04:12.000 --> 00:04:15.000]  可以說是一個分界線
[00:04:15.000 --> 00:04:19.000]  當時祂從加利利面向耶路撒冷
[00:04:19.000 --> 00:04:21.000]  在其中這裡
[00:04:21.000 --> 00:04:23.000]  祂之前向門徒表明
[00:04:23.000 --> 00:04:26.000]  祂要受十字架的苦難
[00:04:26.000 --> 00:04:30.000]  面對祂來到這個世界的真正目的
[00:04:30.000 --> 00:04:34.000]  而登山變相是剛剛一個分界線
[00:04:34.000 --> 00:04:36.000]  換句話說就是主耶穌基督
[00:04:36.000 --> 00:04:38.000]  在這個登山變相的時候
[00:04:38.000 --> 00:04:42.000]  祂來到有一個新的啟示
[00:04:42.000 --> 00:04:45.000]  以及當祂完結的時候
[00:04:45.000 --> 00:04:47.000]  有一個新的開始
[00:04:47.000 --> 00:04:49.000]  有一個新的階段的開始
[00:04:49.000 --> 00:04:51.000]  我們2024年
[00:04:51.000 --> 00:04:53.000]  剛剛新的一年
[00:04:53.000 --> 00:04:56.000]  可以說是有一個新的階段的開始
[00:04:56.000 --> 00:04:59.000]  讓我們透過這個登山變相
[00:04:59.000 --> 00:05:01.000]  這個記載這個事蹟
[00:05:01.000 --> 00:05:05.000]  讓我們看見主耶穌的真實
[00:05:05.000 --> 00:05:08.000]  以及祂要顯給我們的榮耀
[00:05:08.000 --> 00:05:11.000]  以及鼓勵我們的信息
[00:05:11.000 --> 00:05:13.000]  讓我們能夠有新的力量
[00:05:13.000 --> 00:05:16.000]  行走新一年的道路
[00:05:16.000 --> 00:05:19.000]  要正確理解這個登山變相的意義
[00:05:19.000 --> 00:05:22.000]  必須從上文理解
[00:05:22.000 --> 00:05:25.000]  所以我們先來看看上文
[00:05:25.000 --> 00:05:28.000]  就是從九章的十八節開始
[00:05:28.000 --> 00:05:32.000]  看一看才接下去登山變相這個記載
[00:05:32.000 --> 00:05:37.000]  我們來看看盧家科第九章的十八節
[00:05:37.000 --> 00:05:42.000]  我們慢慢讀一讀這整段記載的經文
[00:05:42.000 --> 00:05:44.000]  同心請讀
[00:05:44.000 --> 00:05:47.000]  耶穌自己禱告的時候
[00:05:47.000 --> 00:05:50.000]  門徒也同他在那裡
[00:05:50.000 --> 00:05:52.000]  耶穌問他們說
[00:05:52.000 --> 00:05:54.000]  眾人說我是誰
[00:05:54.000 --> 00:06:00.000]  他們說有人說是獅子的約翰
[00:06:00.000 --> 00:06:03.000]  有人說是以利亞
[00:06:03.000 --> 00:06:08.000]  還有人說是古時的一個先知幼活鳥
[00:06:08.000 --> 00:06:12.000]  耶穌說你們說我是誰
[00:06:12.000 --> 00:06:16.000]  彼得回答說是上帝所立的基督
[00:06:16.000 --> 00:06:19.000]  彼得說什麼
[00:06:19.000 --> 00:06:23.000]  耶穌你是上帝所立的基督
[00:06:23.000 --> 00:06:27.000]  彼得不知道哪裡有一個這麼聰明的回答
[00:06:27.000 --> 00:06:30.000]  還有神啟示給他的答案
[00:06:30.000 --> 00:06:33.000]  不過我們一會兒再看看下文
[00:06:33.000 --> 00:06:35.000]  二十一節我們繼續讀出
[00:06:35.000 --> 00:06:36.000]  請讀
[00:06:36.000 --> 00:06:39.000]  耶穌徹徹地祝福他們
[00:06:39.000 --> 00:06:42.000]  不可將這事告訴人
[00:06:42.000 --> 00:06:46.000]  又說人子必須受許多的苦
[00:06:46.000 --> 00:06:52.000]  被長老祭司長和民士氣絕並且被殺
[00:06:52.000 --> 00:06:54.000]  第三天復活
[00:06:54.000 --> 00:06:56.000]  耶穌又對眾人說
[00:06:56.000 --> 00:06:58.000]  若有人要跟從我
[00:06:58.000 --> 00:07:00.000]  就當社己
[00:07:00.000 --> 00:07:06.000]  天天背起他的十字架來跟從我
[00:07:06.000 --> 00:07:10.000]  因為凡要救自己生命的
[00:07:10.000 --> 00:07:12.000]  必喪掉生命
[00:07:12.000 --> 00:07:15.000]  凡為我喪掉生命的
[00:07:15.000 --> 00:07:17.000]  必救了生命
[00:07:17.000 --> 00:07:19.000]  人若贊得全世界
[00:07:19.000 --> 00:07:23.000]  卻喪了自己、賠上自己
[00:07:23.000 --> 00:07:25.000]  有什麼益處呢
[00:07:25.000 --> 00:07:29.000]  凡把我和我的道當作可恥的
[00:07:29.000 --> 00:07:32.000]  人子在自己的榮耀裡
[00:07:32.000 --> 00:07:37.000]  並天賦與聖天使的榮耀裡降臨的時候
[00:07:37.000 --> 00:07:41.000]  也要把那人當作何恥的
[00:07:41.000 --> 00:07:42.000]  二十七節留意
[00:07:42.000 --> 00:07:45.000]  我實在告訴你們
[00:07:45.000 --> 00:07:50.000]  站在這裏的有人在末常死未以前
[00:07:50.000 --> 00:07:54.000]  必看見上帝的國
[00:07:54.000 --> 00:07:56.000]  這個就是那個原因
[00:07:56.000 --> 00:08:00.000]  在有人未嘗死未以前
[00:08:00.000 --> 00:08:03.000]  必看見上帝的國
[00:08:03.000 --> 00:08:06.000]  當時肉眼看不到上帝的國
[00:08:06.000 --> 00:08:10.000]  但是透過耶穌帶領門徒
[00:08:10.000 --> 00:08:13.000]  有一個特別的經歷
[00:08:13.000 --> 00:08:17.000]  我們好像真的看見上帝永恆的國
[00:08:17.000 --> 00:08:18.000]  拜託給大家看
[00:08:18.000 --> 00:08:21.000]  今年我們2024年教會也有一個新的主題
[00:08:21.000 --> 00:08:22.000]  大家有沒有留意到
[00:08:22.000 --> 00:08:24.000]  在外面沒有留意到
[00:08:24.000 --> 00:08:26.000]  急著回來當然看不到
[00:08:26.000 --> 00:08:27.000]  一會兒有機會出去看看
[00:08:27.000 --> 00:08:30.000]  我們今年2024的主題是
[00:08:30.000 --> 00:08:35.000]  「先求神的國和義」
[00:08:35.000 --> 00:08:37.000]  「先求神的國和義」
[00:08:37.000 --> 00:08:39.000]  這個是今年的主題
[00:08:39.000 --> 00:08:42.000]  求神幫助我們追求神的國
[00:08:42.000 --> 00:08:44.000]  先求祂的國
[00:08:44.000 --> 00:08:46.000]  所以耶穌在這裏給我們看見
[00:08:46.000 --> 00:08:50.000]  祂說你們要看見上帝的國
[00:08:50.000 --> 00:08:55.000]  接著說這是第多少節
[00:08:55.000 --> 00:08:56.000]  27節
[00:08:56.000 --> 00:08:58.000]  我們看28節
[00:08:58.000 --> 00:09:00.000]  就是我們今天的主要經文
[00:09:00.000 --> 00:09:01.000]  我們繼續讀下去
[00:09:01.000 --> 00:09:02.000]  請讀
[00:09:02.000 --> 00:09:05.000]  說了者說以後若有白天
[00:09:05.000 --> 00:09:09.000]  耶穌帶著彼得 約翰 瓦割
[00:09:09.000 --> 00:09:11.000]  上山上去禱告
[00:09:11.000 --> 00:09:13.000]  正禱告的時候
[00:09:13.000 --> 00:09:16.000]  他的面貌就改變了
[00:09:16.000 --> 00:09:18.000]  衣服潔白放光
[00:09:18.000 --> 00:09:21.000]  忽然有摩西 伊利亞
[00:09:21.000 --> 00:09:23.000]  兩個人跟耶穌說話
[00:09:23.000 --> 00:09:27.000]  他們在榮光裏顯然談論
[00:09:27.000 --> 00:09:30.000]  耶穌去世的事
[00:09:30.000 --> 00:09:32.000]  就是他在耶路撒冷
[00:09:32.000 --> 00:09:34.000]  將要成的事
[00:09:34.000 --> 00:09:36.000]  留意「去世」這兩個字
[00:09:36.000 --> 00:09:39.000]  一會兒我們解釋一下
[00:09:39.000 --> 00:09:41.000]  原來為什麼我們說這是分界線
[00:09:41.000 --> 00:09:43.000]  就是因為當耶穌
[00:09:43.000 --> 00:09:45.000]  完了這個生生變相之後
[00:09:45.000 --> 00:09:48.000]  就要開始一個將要成的事
[00:09:48.000 --> 00:09:50.000]  就是在耶路撒冷
[00:09:50.000 --> 00:09:53.000]  他面對最後一個階段的時候
[00:09:53.000 --> 00:09:57.000]  所以這個可以說是一個新的階段的開始
[00:09:57.000 --> 00:09:58.000]  32節
[00:09:58.000 --> 00:09:59.000]  我們繼續讀
[00:09:59.000 --> 00:10:00.000]  請讀
[00:10:00.000 --> 00:10:03.000]  彼得和他的同伴都打頓
[00:10:03.000 --> 00:10:04.000]  既清醒了
[00:10:04.000 --> 00:10:07.000]  就看見耶穌的榮光
[00:10:07.000 --> 00:10:10.000]  並與他站著的那兩個人
[00:10:10.000 --> 00:10:14.000]  二人正要和耶穌分離的時候
[00:10:14.000 --> 00:10:16.000]  彼得對耶穌說
