
[00:00:00.000 --> 00:00:04.000]  先複習一下 上幾個星期我們已經說了
[00:00:04.000 --> 00:00:07.000]  我們開場的時候先複習一下
[00:00:07.000 --> 00:00:10.000]  我們記得從伊利亞開始說
[00:00:10.000 --> 00:00:13.000]  就是講到獵王記的十七章開始
[00:00:13.000 --> 00:00:17.000]  他侍奉的背景就是講到阿哈王的年代
[00:00:17.000 --> 00:00:20.000]  伊利亞出來就是服侍當時的
[00:00:20.000 --> 00:00:23.000]  在北角以色列的子民
[00:00:23.000 --> 00:00:26.000]  在上幾個星期都跟大家分享過
[00:00:26.000 --> 00:00:30.000]  就是伊利亞當他跟阿哈王說完
[00:00:30.000 --> 00:00:33.000]  接下來的日子不再下雨
[00:00:33.000 --> 00:00:35.000]  然後神就將他帶來
[00:00:35.000 --> 00:00:37.000]  給他一個很特別的訓練
[00:00:37.000 --> 00:00:39.000]  因為有三年半的時間不會下雨
[00:00:39.000 --> 00:00:42.000]  神就藉著三年半的時間
[00:00:42.000 --> 00:00:46.000]  帶他去一個基納溪一個地方
[00:00:46.000 --> 00:00:48.000]  隱藏起身 很低調
[00:00:48.000 --> 00:00:50.000]  沒有人找到他
[00:00:50.000 --> 00:00:52.000]  就接受一個很特別的訓練
[00:00:52.000 --> 00:00:56.000]  這個訓練就是神用一個很自然的方式
[00:00:56.000 --> 00:00:59.000]  Natural和一個超自然的方式
[00:00:59.000 --> 00:01:03.000]  Supernatural的方式去供應他很多的東西
[00:01:03.000 --> 00:01:06.000]  例如基納溪的水是自然的方式
[00:01:06.000 --> 00:01:07.000]  他可以喝
[00:01:07.000 --> 00:01:10.000]  然後烏鴉丹的食物是一個超自然的方式
[00:01:10.000 --> 00:01:13.000]  很多時候神都是透過這兩種
[00:01:13.000 --> 00:01:17.000]  不同的方式去帶給我們有不同的供應
[00:01:17.000 --> 00:01:20.000]  甚至是很多的醫治的工作
[00:01:20.000 --> 00:01:24.000]  我最近因為那時在伊利亞
[00:01:24.000 --> 00:01:27.000]  將一個寡婦的兒子死裡復活
[00:01:27.000 --> 00:01:31.000]  所以我就搜尋了一些死裡復活的見證
[00:01:31.000 --> 00:01:33.000]  找到一本書
[00:01:33.000 --> 00:01:38.000]  我一直都以為死人復活這些見證
[00:01:38.000 --> 00:01:42.000]  只是在非洲一些很窮的地方
[00:01:42.000 --> 00:01:44.000]  沒有什麼醫院
[00:01:44.000 --> 00:01:47.000]  在大陸一些山區地方才會有
[00:01:47.000 --> 00:01:50.000]  但我又想不到原來在美國
[00:01:50.000 --> 00:01:52.000]  這些醫療這麼發達的國家
[00:01:52.000 --> 00:01:55.000]  居然都有死人復活的見證
[00:01:55.000 --> 00:01:58.000]  所以讓我找到Dr. Crandall所寫的一本書
[00:01:58.000 --> 00:02:00.000]  叫Raising the Dead
[00:02:00.000 --> 00:02:05.000]  其中一個場面都很能夠說明
[00:02:05.000 --> 00:02:08.000]  神是用兩種不同的方式去醫治我們
[00:02:08.000 --> 00:02:11.000]  這本書裡面是這樣說的
[00:02:11.000 --> 00:02:15.000]  Dr. Crandall有一次去墨西哥參加一個短訓
[00:02:15.000 --> 00:02:18.000]  去到墨西哥一個很窮的地方
[00:02:18.000 --> 00:02:20.000]  沒有什麼醫療設備
[00:02:20.000 --> 00:02:24.000]  那邊的宣教士非常有能力
[00:02:24.000 --> 00:02:26.000]  有那種神醫醫治的能力
[00:02:26.000 --> 00:02:28.000]  有這樣的恩賜
[00:02:28.000 --> 00:02:30.000]  他第一次開了一個眼界
[00:02:30.000 --> 00:02:34.000]  因為他是Yale醫學院畢業的醫生
[00:02:34.000 --> 00:02:37.000]  他自己是心臟科的主治醫生
[00:02:37.000 --> 00:02:39.000]  所以是一個知識份子
[00:02:39.000 --> 00:02:41.000]  他很相信醫學
[00:02:41.000 --> 00:02:45.000]  他從未見過神蹟可以醫治
[00:02:45.000 --> 00:02:46.000]  開眼界
[00:02:46.000 --> 00:02:49.000]  他親眼見到他們開完報道會
[00:02:49.000 --> 00:02:50.000]  呼召那些人出來
[00:02:50.000 --> 00:02:53.000]  在很遠的地方坐著輪椅推過來
[00:02:53.000 --> 00:02:55.000]  然後一祈禱
[00:02:55.000 --> 00:02:59.000]  跛腳的人真的可以從輪椅起身走路
[00:02:59.000 --> 00:03:01.000]  然後盲眼地看見
[00:03:01.000 --> 00:03:03.000]  然後阿爸開口說話
[00:03:03.000 --> 00:03:05.000]  他見到很多這些神蹟啟示
[00:03:05.000 --> 00:03:07.000]  他第一次真的開了眼界
[00:03:07.000 --> 00:03:12.000]  後來他們有一次去外面隔壁的村莊報道
[00:03:12.000 --> 00:03:14.000]  在報道的時候
[00:03:14.000 --> 00:03:18.000]  原來村莊隔壁有很多人不喜歡基督教
[00:03:18.000 --> 00:03:20.000]  所以趁他們開報道會的時候
[00:03:20.000 --> 00:03:22.000]  一邊開報道會
[00:03:22.000 --> 00:03:24.000]  旁邊的人一邊用石頭扔你們
[00:03:24.000 --> 00:03:26.000]  因為有這樣的事情發生
[00:03:26.000 --> 00:03:29.000]  所以這個宣教士在開報道會的時候
[00:03:29.000 --> 00:03:30.000]  不斷地祈禱
[00:03:30.000 --> 00:03:34.000]  神啊 祢有差派天使天君在我們旁邊保護我們
[00:03:34.000 --> 00:03:36.000]  然後無一塊石頭可以扔中我們
[00:03:36.000 --> 00:03:38.000]  然後整個報道會過了幾小時
[00:03:38.000 --> 00:03:42.000]  真的沒有一塊石頭能夠扔中任何一個參加聚會的人
[00:03:42.000 --> 00:03:44.000]  當然不知道是不是他們扔得不準
[00:03:44.000 --> 00:03:45.000]  還是怎樣
[00:03:45.000 --> 00:03:47.000]  總之保守了他們
[00:03:47.000 --> 00:03:49.000]  但是他們開完這個報道會
[00:03:49.000 --> 00:03:51.000]  在回程的時候
[00:03:51.000 --> 00:03:53.000]  發生了一宗車禍
[00:03:53.000 --> 00:03:54.000]  在車禍當中
[00:03:54.000 --> 00:03:58.000]  其中一個童工有幾處地方脫臼
[00:03:58.000 --> 00:04:01.000]  因為脫臼的緣故被抬了進來
[00:04:01.000 --> 00:04:02.000]  他很痛苦地叫
[00:04:02.000 --> 00:04:06.000]  於是這個醫生和宣教士就坐在那裡
[00:04:06.000 --> 00:04:08.000]  四目相望
[00:04:08.000 --> 00:04:09.000]  你看看我
[00:04:09.000 --> 00:04:10.000]  我看看你
[00:04:10.000 --> 00:04:12.000]  醫生就心想
[00:04:12.000 --> 00:04:14.000]  你不是很厲害嗎
[00:04:14.000 --> 00:04:16.000]  神醫報道嘛
[00:04:16.000 --> 00:04:19.000]  我親眼看到你很powerful的
[00:04:19.000 --> 00:04:21.000]  你看著我幹嘛祈禱啊
[00:04:21.000 --> 00:04:24.000]  宣教士心裡就在想
[00:04:24.000 --> 00:04:27.000]  你不是耶路大學醫學院畢業嗎
[00:04:27.000 --> 00:04:29.000]  你不是心臟科醫生嗎
[00:04:29.000 --> 00:04:32.000]  去醫治他吧
[00:04:32.000 --> 00:04:34.000]  最後兩個在吵
[00:04:34.000 --> 00:04:37.000]  當然叫心臟科醫生去看鐵打
[00:04:37.000 --> 00:04:38.000]  當然這個不公平
[00:04:38.000 --> 00:04:40.000]  就好像你去看眼科醫生
[00:04:40.000 --> 00:04:41.000]  跟醫生說
[00:04:41.000 --> 00:04:43.000]  我的腳長了雞眼一樣
[00:04:43.000 --> 00:04:45.000]  不是公平的
[00:04:45.000 --> 00:04:49.000]  但最後兩個雙方對望一段時間
[00:04:49.000 --> 00:04:51.000]  這個醫生實在受不了
[00:04:51.000 --> 00:04:53.000]  醫生就跟宣教士說
[00:04:53.000 --> 00:04:55.000]  你看著我幹嘛
[00:04:55.000 --> 00:04:56.000]  祈禱啊
[00:04:56.000 --> 00:04:58.000]  你不是很powerful的嗎
[00:04:58.000 --> 00:05:00.000]  宣教士就跟醫生說
[00:05:00.000 --> 00:05:02.000]  你不是醫生嗎
[00:05:02.000 --> 00:05:04.000]  Do your job
[00:05:04.000 --> 00:05:06.000]  最後雙方協調之下
[00:05:06.000 --> 00:05:08.000]  醫生就說
[00:05:08.000 --> 00:05:11.000]  我雖然是心臟科主治醫師
