
[00:00:00.000 --> 00:00:02.000]  想問問大家
[00:00:02.000 --> 00:00:05.200]  今天在這個五堂崇拜裏面
[00:00:05.200 --> 00:00:09.600]  哪一位是崇拜裏面的侍奉人員
[00:00:09.600 --> 00:00:11.400]  請你舉手
[00:00:11.400 --> 00:00:14.000]  你是崇拜裏面的侍奉人員
[00:00:14.000 --> 00:00:16.000]  請你舉手
[00:00:16.000 --> 00:00:23.000]  其他人呢?
[00:00:23.000 --> 00:00:25.000]  你是崇拜的侍奉人員
[00:00:25.000 --> 00:00:26.400]  請你舉手
[00:00:26.400 --> 00:00:28.400]  我盼望每個人都舉手
[00:00:28.400 --> 00:00:30.400]  一齊舉手
[00:00:30.400 --> 00:00:33.400]  因為你不是坐在這裏聽崇拜
[00:00:33.400 --> 00:00:34.600]  不是守禮拜
[00:00:34.600 --> 00:00:39.000]  你是一齊參與敬拜侍奉我們的神
[00:00:39.000 --> 00:00:41.000]  我們可否跟隔壁的人說一聲
[00:00:41.000 --> 00:00:43.000]  我們一齊來侍奉敬拜神
[00:00:43.000 --> 00:00:47.000]  我們一齊來侍奉敬拜神
[00:00:47.000 --> 00:00:48.000]  要提醒大家
[00:00:48.000 --> 00:00:54.000]  我們一齊來侍奉敬拜神
[00:00:54.000 --> 00:00:58.000]  當隔壁的人有點頭頭是道的時候
[00:00:58.000 --> 00:00:59.000]  你就提醒他們
[00:00:59.000 --> 00:01:01.000]  我們一齊來敬拜神
[00:01:01.000 --> 00:01:02.000]  記得嗎?
[00:01:02.000 --> 00:01:04.000]  我們一齊來敬拜神、侍奉神
[00:01:04.000 --> 00:01:08.000]  這是我們今天來到崇拜裏面要做的事情
[00:01:08.000 --> 00:01:13.000]  或者有些人已經參加崇拜一年、兩年
[00:01:13.000 --> 00:01:16.000]  甚至是以數十年計
[00:01:16.000 --> 00:01:19.000]  究竟甚麼叫崇拜呢?
[00:01:19.000 --> 00:01:21.000]  甚麼叫參加崇拜呢?
[00:01:21.000 --> 00:01:24.000]  例如我星期天回去守禮拜
