
[00:00:00.000 --> 00:00:04.320]  今天想和大家分享一段大家都很熟悉的經文
[00:00:04.320 --> 00:00:08.600]  這段經文在聶王紀上十九章一至十八節
[00:00:08.600 --> 00:00:11.960]  我相信經文都會打在上面
[00:00:11.960 --> 00:00:13.160]  不過大家都很熟悉
[00:00:13.160 --> 00:00:18.800]  是以利亞先知的一段求死的故事
[00:00:18.800 --> 00:00:23.320]  選擇這段經文不用解釋很多背後的背景
[00:00:23.320 --> 00:00:24.520]  因爲大家都很熟悉
[00:00:24.520 --> 00:00:28.560]  我覺得很值得我們今天去思考這段經文
[00:00:28.560 --> 00:00:32.200]  或者近來大家都看過這段經文也不一定
[00:00:32.200 --> 00:00:34.400]  經文的背景是什麼呢
[00:00:34.400 --> 00:00:40.120]  就是以利亞先知剛剛在十八章的時候
[00:00:40.120 --> 00:00:44.920]  以利亞先知剛剛打敗了巴力的先知
[00:00:44.920 --> 00:00:47.560]  當他打敗了巴力的先知的時候
[00:00:47.560 --> 00:00:53.000]  他就被皇后耶穌別追殺的一段故事
[00:00:53.000 --> 00:00:55.560]  裏面可能正如剛纔所說
[00:00:55.560 --> 00:00:59.520]  如果我去理解以利亞的話
[00:00:59.520 --> 00:01:03.920]  我覺得以利亞肯定是在舊約人物裏面
[00:01:03.920 --> 00:01:06.560]  其中之一個相當厲害的人物
[00:01:06.560 --> 00:01:10.360]  我覺得他僅次於約書亞
[00:01:10.360 --> 00:01:12.560]  他的氣勢僅次於約書亞
[00:01:12.560 --> 00:01:16.760]  在先知中他都算是威勢的那個
[00:01:16.760 --> 00:01:18.600]  因爲在十八章
[00:01:18.600 --> 00:01:20.520]  如果大家回家去看一下
[00:01:20.520 --> 00:01:21.720]  十八章可以看到
[00:01:21.720 --> 00:01:25.040]  以利亞剛剛藉着耶和華的力
[00:01:25.040 --> 00:01:30.320]  將四百五十個巴力先知殺了
[00:01:30.320 --> 00:01:31.560]  在當中
[00:01:31.560 --> 00:01:36.360]  我很喜歡看以利亞嘲笑巴力先知的一句話
[00:01:36.360 --> 00:01:37.320]  在十八章
[00:01:37.320 --> 00:01:38.040]  這裏沒有
[00:01:38.040 --> 00:01:43.600]  大家聽我感受一下以利亞的那種氣勢
[00:01:43.600 --> 00:01:45.480]  他說大聲求告吧
[00:01:45.480 --> 00:01:47.480]  他在和巴力先知說
[00:01:47.480 --> 00:01:49.800]  已經贏定了
[00:01:49.800 --> 00:01:51.040]  還要這樣說話的人
[00:01:51.040 --> 00:01:54.480]  你也知道是很厲害的人物
[00:01:54.480 --> 00:01:55.960]  大聲求告吧
[00:01:55.960 --> 00:01:57.760]  因爲他是神明
[00:01:57.760 --> 00:01:59.320]  他或許在默想
[00:01:59.320 --> 00:02:00.880]  或許正忙着
[00:02:00.880 --> 00:02:02.080]  或許在路上
[00:02:02.080 --> 00:02:03.400]  或許在睡覺
[00:02:03.400 --> 00:02:06.440]  他該醒過來了
[00:02:06.440 --> 00:02:08.800]  就是你和人打架
[00:02:08.800 --> 00:02:10.120]  打到一個人差不多的時候
[00:02:10.120 --> 00:02:11.880]  你跟他說
[00:02:11.880 --> 00:02:14.080]  喂 你的大佬啊
[00:02:14.080 --> 00:02:15.120]  很厲害的
[00:02:15.120 --> 00:02:16.640]  爲什麼不來啊
[00:02:16.640 --> 00:02:18.320]  你的大佬睡着了
[00:02:18.320 --> 00:02:19.560]  應該都來到了
[00:02:19.560 --> 00:02:20.480]  坐巴士
[00:02:20.480 --> 00:02:21.840]  這麼塞車
[00:02:21.840 --> 00:02:23.320]  都來到幫你了
[00:02:23.320 --> 00:02:24.680]  沒用的
[00:02:24.680 --> 00:02:28.960]  我們看看以利亞的氣焰
[00:02:28.960 --> 00:02:31.160]  就是很厲害
[00:02:31.160 --> 00:02:33.000]  充滿英雄氣概
[00:02:33.000 --> 00:02:36.080]  當他殺敗了巴力先知之後
[00:02:36.080 --> 00:02:38.520]  以利亞也藉着耶和華的手
[00:02:38.520 --> 00:02:40.760]  爲以色列人帶來雨水
[00:02:40.760 --> 00:02:43.800]  舒緩了三年的寒災
[00:02:43.800 --> 00:02:44.600]  我會說
[00:02:44.600 --> 00:02:47.760]  以利亞真是一個人物
[00:02:47.760 --> 00:02:49.960]  藉着耶和華
[00:02:49.960 --> 00:02:52.920]  一個很有英氣的先知
[00:02:52.920 --> 00:02:54.440]  不過去到十九章
[00:02:54.440 --> 00:02:57.200]  今天我們看的一章聖經
[00:02:57.200 --> 00:03:00.080]  或許是以利亞鋒芒太老
[00:03:00.080 --> 00:03:03.280]  又或者他得罪了權力的架構
[00:03:03.280 --> 00:03:07.200]  所以今天在分享經文的第一和第二節
[00:03:07.200 --> 00:03:08.160]  你就見到
[00:03:08.160 --> 00:03:11.320]  阿哈把以利亞的一切所做的
[00:03:11.320 --> 00:03:14.320]  和他用刀殺衆先知的事
[00:03:14.320 --> 00:03:16.280]  告訴耶穌別
[00:03:16.280 --> 00:03:19.640]  耶穌別就派使者到以利亞那裏
[00:03:19.640 --> 00:03:22.240]  說明日若這時候
[00:03:22.240 --> 00:03:24.440]  我若不使你的性命
[00:03:24.440 --> 00:03:26.560]  像那些人的性命一樣
[00:03:26.560 --> 00:03:30.840]  願神明重重的懲罰我
[00:03:30.840 --> 00:03:32.720]  劇情即刻的轉變
[00:03:32.720 --> 00:03:35.600]  可能真是人不要去得太重
[00:03:35.600 --> 00:03:37.640]  得罪了權貴
[00:03:37.640 --> 00:03:40.680]  耶穌別王后說我要殺了你
[00:03:40.680 --> 00:03:42.440]  以利亞馬上收到這個消息之後
[00:03:42.440 --> 00:03:43.440]  就落荒而逃
[00:03:43.440 --> 00:03:45.400]  在第三節我們看到
[00:03:45.400 --> 00:03:47.240]  以利亞害怕
[00:03:47.240 --> 00:03:48.920]  就起來逃命
[00:03:48.920 --> 00:03:51.640]  到了猶大的別士巴
[00:03:51.640 --> 00:03:54.520]  把僕人留在那裏
[00:03:54.520 --> 00:03:58.240]  其實之前一個很英雄氣概的人
[00:03:58.240 --> 00:04:00.720]  到現在有一個很大的分別
[00:04:00.720 --> 00:04:01.840]  他走的時候
[00:04:01.840 --> 00:04:03.320]  走到一個地方的時候
[00:04:03.320 --> 00:04:07.080]  連他的僕人都放下了
[00:04:07.080 --> 00:04:08.920]  然後自己再走
[00:04:08.920 --> 00:04:10.800]  有什麼情況是這樣
[00:04:10.800 --> 00:04:12.680]  大家幻想一下
[00:04:12.680 --> 00:04:17.040]  假設你被黑社會
[00:04:17.040 --> 00:04:18.720]  現在的字很敏感
[00:04:18.720 --> 00:04:20.440]  你被黑社會斬的時候
[00:04:20.440 --> 00:04:21.600]  斬到一個地步
[00:04:21.600 --> 00:04:24.720]  本來有一羣人跟着你
[00:04:24.720 --> 00:04:26.160]  斬斬下的時候
[00:04:26.160 --> 00:04:27.160]  白細聲不對
[00:04:27.160 --> 00:04:28.440]  自己走
[00:04:28.440 --> 00:04:30.240]  你們幫我
[00:04:30.240 --> 00:04:31.400]  怎樣都好
[00:04:31.400 --> 00:04:32.520]  總之我走
[00:04:32.520 --> 00:04:34.160]  自己一個人孤身走了
[00:04:34.160 --> 00:04:34.920]  大家記得
[00:04:34.920 --> 00:04:36.880]  我是一個很有英雄氣概的人
[00:04:36.880 --> 00:04:39.440]  說話贏450人
[00:04:39.440 --> 00:04:41.280]  一個打450個
[00:04:41.280 --> 00:04:42.920]  我們一個打4個都打不走
[00:04:42.920 --> 00:04:44.400]  我一個打450個
[00:04:44.400 --> 00:04:46.680]  贏了都贏盡了
[00:04:46.680 --> 00:04:52.080]  但是現在夾着尾巴離開
[00:04:52.080 --> 00:04:53.720]  到第四節
[00:04:53.720 --> 00:04:55.880]  更加走到一個最極端
[00:04:55.880 --> 00:04:57.800]  我們很熟悉的一段經文
[00:04:57.800 --> 00:05:03.080]  他自己在曠野走了一日的路程
[00:05:03.080 --> 00:05:04.880]  來到一火螺藤樹下
