
[00:00:00.000 --> 00:00:02.080]  今日我跟大家講錢
[00:00:02.080 --> 00:00:05.240]  講《聖經》裏面一些財富的觀念
[00:00:05.240 --> 00:00:08.380]  當然我可以選擇很多經文去講
[00:00:08.380 --> 00:00:12.740]  但當我自己去思考今日要講財富的時候
[00:00:12.740 --> 00:00:15.600]  我就選擇了一段可以說是
[00:00:15.600 --> 00:00:19.540]  很富有爭議性的一段《聖經》
[00:00:19.540 --> 00:00:23.240]  亦都是比較難去解釋的一段《聖經》
[00:00:23.240 --> 00:00:25.980]  是關於財富跟大家去分享
[00:00:25.980 --> 00:00:32.000]  記載在《路加福音》第十六章一至十三節
[00:00:32.000 --> 00:00:37.000]  這段《聖經》由一節到第八節的第一句
[00:00:37.000 --> 00:00:39.800]  是一個比喻的內容
[00:00:39.800 --> 00:00:41.800]  而去到第八節的下半句
[00:00:41.800 --> 00:00:44.040]  出現了「恩惠」兩個字
[00:00:44.040 --> 00:00:48.100]  可以說是耶穌基督對這個比喻
[00:00:48.100 --> 00:00:51.040]  一個回應或者一個見解
[00:00:51.040 --> 00:00:53.440]  是幫我們今日能夠怎樣去
[00:00:53.440 --> 00:00:56.640]  將一段好像很難解釋的《聖經》
[00:00:56.640 --> 00:01:00.580]  很難去明白的或者負責爭議的《聖經》
[00:01:00.580 --> 00:01:03.300]  用在今日我們這個世代
[00:01:03.300 --> 00:01:05.040]  這個比喻是講什麼呢
[00:01:05.040 --> 00:01:08.440]  這個比喻是講有一個財主很有錢
[00:01:08.440 --> 00:01:10.000]  他有一個管家
[00:01:10.000 --> 00:01:15.200]  這個管家可能是幫他去做數的
[00:01:15.200 --> 00:01:19.080]  因為這個財主有時會借錢出去
[00:01:19.080 --> 00:01:20.780]  他不一定高利貸
[00:01:20.780 --> 00:01:22.280]  不過他會借錢出去
[00:01:22.280 --> 00:01:28.000]  而這個管家是幫他管這些借貸的錢
[00:01:28.000 --> 00:01:30.400]  誰知道第一節就提到
[00:01:30.400 --> 00:01:34.500]  有一天有些人去到這個財主面前
[00:01:34.500 --> 00:01:37.000]  去控告他的管家
[00:01:37.000 --> 00:01:40.240]  就是說可以說是在他主人面前
[00:01:40.240 --> 00:01:42.540]  去打小報告 揭他背脊
[00:01:42.540 --> 00:01:44.700]  他就說 你知不知道
[00:01:44.700 --> 00:01:48.700]  你的管家在浪費你的錢
[00:01:48.700 --> 00:01:49.880]  浪費你的錢
[00:01:49.880 --> 00:01:51.840]  他說 是嗎 浪費我的錢
[00:01:51.840 --> 00:01:54.140]  什麼是浪費主人的錢呢
[00:01:54.140 --> 00:01:56.380]  就是因為浪費這個字
[00:01:56.380 --> 00:01:58.180]  在第十六章第一節這個字
[00:01:58.180 --> 00:02:02.080]  曾經出現過在第十五章另一個比喻
[00:02:02.080 --> 00:02:03.680]  這個比喻我們大家都很熟悉
[00:02:03.680 --> 00:02:05.740]  就是浪子的比喻
[00:02:05.740 --> 00:02:08.740]  浪子的比喻的小孩跟他爸爸說
[00:02:08.740 --> 00:02:10.240]  爸爸 不如這樣
[00:02:10.240 --> 00:02:12.780]  你把我應得的財產先給我
[00:02:12.780 --> 00:02:14.280]  我免得你死
[00:02:14.280 --> 00:02:15.500]  你不如先給我
[00:02:15.500 --> 00:02:17.240]  這個爸爸真的給了他
[00:02:17.240 --> 00:02:18.600]  給了他財產
[00:02:18.600 --> 00:02:22.400]  然後他帶著那筆財產就離開家裡
[00:02:22.400 --> 00:02:24.880]  去揮霍無道
[00:02:24.880 --> 00:02:26.440]  這個揮霍無道
[00:02:26.440 --> 00:02:29.540]  在聖經裡面也翻譯成浪費
[00:02:29.540 --> 00:02:32.140]  這個字跟第十五章是同一個字
[00:02:32.140 --> 00:02:34.340]  換言之這個管家
[00:02:34.340 --> 00:02:37.400]  在揮霍他老闆的錢
[00:02:37.400 --> 00:02:38.800]  大家明白我的意思嗎
[00:02:38.800 --> 00:02:41.300]  於是老闆一知道就不行了
[00:02:41.300 --> 00:02:42.780]  馬上叫管家來
[00:02:42.780 --> 00:02:45.980]  看他賬簿 然後開除他
[00:02:45.980 --> 00:02:47.040]  即是開除他
[00:02:47.040 --> 00:02:48.480]  沒得商量
[00:02:48.480 --> 00:02:51.240]  這個管家就開始想
[00:02:51.240 --> 00:02:52.280]  糟糕了
[00:02:52.280 --> 00:02:55.340]  以前是用主人的錢
[00:02:55.340 --> 00:02:57.140]  忽然間沒事做
[00:02:57.140 --> 00:02:58.340]  那又怎樣呢
[00:02:58.340 --> 00:03:00.740]  於是想到一個主意
[00:03:00.740 --> 00:03:03.600]  這個主意就是找債仔
[00:03:03.600 --> 00:03:05.400]  因為他借錢出去
[00:03:05.400 --> 00:03:07.600]  他找債仔來聊天
[00:03:07.600 --> 00:03:09.480]  他說第一個債仔來到
[00:03:09.480 --> 00:03:11.600]  他說你欠我的主人多少錢
[00:03:11.600 --> 00:03:13.700]  他說一百樓油
[00:03:13.700 --> 00:03:14.800]  聖經說
[00:03:14.800 --> 00:03:17.680]  當時是用油的價值
[00:03:17.680 --> 00:03:19.940]  一百樓油是什麼意思呢
[00:03:19.940 --> 00:03:20.980]  即是多少錢呢
[00:03:20.980 --> 00:03:24.080]  大概是當時三年薪金
[00:03:24.080 --> 00:03:26.940]  換言之如果他是年薪五十萬
[00:03:26.940 --> 00:03:32.940]  這個債仔就欠他主人一百五十萬
[00:03:32.940 --> 00:03:34.040]  他說好
[00:03:34.040 --> 00:03:35.640]  給你一個欠單
[00:03:35.640 --> 00:03:36.780]  你減一半
[00:03:36.780 --> 00:03:37.640]  打個五折
[00:03:37.640 --> 00:03:38.800]  你不用還一百五十萬
[00:03:38.800 --> 00:03:39.680]  你還多少
[00:03:39.680 --> 00:03:40.480]  七十五萬
[00:03:40.480 --> 00:03:42.140]  你說這個債仔開心嗎
[00:03:42.140 --> 00:03:43.700]  當然開心
[00:03:43.700 --> 00:03:46.240]  無端端還少一半
[00:03:46.240 --> 00:03:48.380]  然後他找第二個債仔來聊天
[00:03:48.380 --> 00:03:50.280]  他說你欠我很少多少錢
[00:03:50.280 --> 00:03:52.740]  一百石墨紙
[00:03:52.740 --> 00:03:54.440]  什麼是一百石墨紙呢
[00:03:54.440 --> 00:04:00.740]  就是一百畝的墨紙田出產的數量
[00:04:00.740 --> 00:04:04.180]  大概是值八至十年薪金
[00:04:04.180 --> 00:04:06.800]  換言之如果一年五十萬
[00:04:06.800 --> 00:04:13.180]  就差不多四百至五百萬的薪金
[00:04:13.180 --> 00:04:15.180]  是要還給他的主人
[00:04:15.180 --> 00:04:17.780]  他說好 打個八折
[00:04:17.780 --> 00:04:20.600]  不少還改二十個百分比
[00:04:20.600 --> 00:04:25.980]  他說我希望用一個這樣的渠道
[00:04:25.980 --> 00:04:32.180]  去為我未來的人生有個安排
[00:04:32.180 --> 00:04:34.340]  如果你是老闆
[00:04:34.340 --> 00:04:38.180]  你下面的下屬是這麼做的
[00:04:38.180 --> 00:04:39.100]  你會怎樣
[00:04:39.100 --> 00:04:41.300]  應該是炒魷魚
[00:04:41.300 --> 00:04:41.940]  炒了他
[00:04:41.940 --> 00:04:43.880]  他還在這麼做
[00:04:43.880 --> 00:04:46.440]  但是這段聖經的第八節
[00:04:46.440 --> 00:04:49.600]  出現了很富真義的一個聖經
[00:04:49.600 --> 00:04:50.940]  他怎麼說呢
[00:04:50.940 --> 00:04:52.140]  他說一個主人
[00:04:52.140 --> 00:04:53.940]  一個財主
[00:04:53.940 --> 00:04:59.340]  就誇獎這個不義的管家
[00:04:59.340 --> 00:05:04.280]  甚至他說作事聰明
[00:05:04.280 --> 00:05:06.180]  如果你是老闆
[00:05:06.180 --> 00:05:07.900]  下面是這麼做的
[00:05:07.900 --> 00:05:09.100]  你還稱讚他
[00:05:09.100 --> 00:05:10.640]  誒 聰明啊
[00:05:10.640 --> 00:05:14.840]  你是聰明啊
[00:05:14.840 --> 00:05:17.300]  很多人不理解
[00:05:17.300 --> 00:05:21.340]  為什麼這個主人會這樣稱讚他聰明
[00:05:21.340 --> 00:05:22.240]  當然
[00:05:22.240 --> 00:05:24.900]  當我自己思考這段聖經的時候
[00:05:24.900 --> 00:05:26.600]  我就開始去想
[00:05:26.600 --> 00:05:28.700]  聖經是哪一對財富
[00:05:28.700 --> 00:05:30.240]  大家千萬不要以為
[00:05:30.240 --> 00:05:34.040]  神對財富覺得是沒有意思的
[00:05:34.040 --> 00:05:37.640]  其實神很多時候用財富去祝福人
[00:05:37.640 --> 00:05:38.340]  在舊約
[00:05:38.340 --> 00:05:39.400]  當你聽神的話
[00:05:39.400 --> 00:05:41.340]  神會給你封城
[00:05:41.340 --> 00:05:41.960]  換言之
[00:05:41.960 --> 00:05:44.340]  財富本身其實不是神說
[00:05:44.340 --> 00:05:46.640]  財富是垃圾來的
[00:05:46.640 --> 00:05:47.540]  是糞便來的
[00:05:47.540 --> 00:05:48.040]  不是啊
[00:05:48.040 --> 00:05:49.140]  財富不是
[00:05:49.140 --> 00:05:51.700]  我們經常都以為神不喜歡錢
[00:05:51.700 --> 00:05:53.800]  其實我們經常都說
[00:05:53.800 --> 00:05:55.600]  錢不是萬能
[00:05:55.600 --> 00:05:57.540]  但是沒有錢呢
[00:05:57.540 --> 00:06:00.200]  你說的不是我說的
[00:06:00.200 --> 00:06:01.500]  錢是萬能
[00:06:01.500 --> 00:06:02.000]  不是萬能
[00:06:02.000 --> 00:06:03.040]  但是沒有錢萬萬不能
[00:06:03.040 --> 00:06:04.500]  所以我們經常對神
[00:06:04.500 --> 00:06:06.900]  對基督教信仰有一個誤會
[00:06:06.900 --> 00:06:09.460]  就以為基督教不講錢的
[00:06:09.460 --> 00:06:10.700]  不用的
[00:06:10.700 --> 00:06:11.760]  你自己牧師
[00:06:11.760 --> 00:06:14.800]  你給三千元一個月就可以了
[00:06:14.800 --> 00:06:16.900]  我們有這樣的觀點
[00:06:16.900 --> 00:06:18.200]  但是
[00:06:18.200 --> 00:06:21.660]  為什麼這個主人會稱讚他聰明
[00:06:21.660 --> 00:06:24.460]  因為昨天我曾經講完道
[00:06:24.460 --> 00:06:25.660]  今天講了道
[00:06:25.660 --> 00:06:27.200]  昨天講道就忘記了
[00:06:27.200 --> 00:06:28.900]  我講了很長的
[00:06:28.900 --> 00:06:30.100]  但是突然間節目人員不走
[00:06:30.100 --> 00:06:31.060]  不知道為什麼
[00:06:31.060 --> 00:06:32.800]  今天我認罪悔改
[00:06:32.800 --> 00:06:35.260]  講短一點
[00:06:35.260 --> 00:06:36.540]  於是我就這樣
[00:06:36.540 --> 00:06:39.460]  怎麼去詮釋這句說話
[00:06:39.460 --> 00:06:42.660]  為什麼這個主人會稱讚他
[00:06:42.660 --> 00:06:45.640]  為什麼耶穌在第九節開始到十三節
[00:06:45.640 --> 00:06:47.940]  他詮釋這個比喻的時候
[00:06:47.940 --> 00:06:52.340]  究竟對你和我今天有什麼提醒
[00:06:52.340 --> 00:06:54.760]  這個是我自己最終的目的
[00:06:54.760 --> 00:06:58.340]  於是我就嘗試用三方面
[00:06:58.340 --> 00:06:59.940]  和大家去思考
[00:06:59.940 --> 00:07:01.340]  三方面
[00:07:01.340 --> 00:07:02.460]  第一方面
[00:07:02.460 --> 00:07:04.640]  就是這個管家
[00:07:04.640 --> 00:07:06.160]  真的聰明
[00:07:06.160 --> 00:07:09.260]  因為這個是主人稱讚他
[00:07:09.260 --> 00:07:10.800]  他誇獎他
[00:07:10.800 --> 00:07:14.500]  他說這個管家果然聰明
[00:07:14.500 --> 00:07:15.640]  為什麼
[00:07:15.640 --> 00:07:17.760]  當然我們要看下面那一節
[00:07:17.760 --> 00:07:19.000]  下面那一句
[00:07:19.000 --> 00:07:20.140]  因為
[00:07:20.140 --> 00:07:21.040]  他說
[00:07:21.040 --> 00:07:24.600]  主人誇獎這個不義的管家作時聰明
[00:07:24.600 --> 00:07:25.760]  因為
[00:07:25.760 --> 00:07:26.600]  因為什麼呢
[00:07:26.600 --> 00:07:28.740]  他說今世之子
[00:07:28.740 --> 00:07:31.300]  在世事之上
[00:07:31.300 --> 00:07:35.300]  較比光明之子更加聰明
[00:07:35.300 --> 00:07:39.560]  這果然是個聰明的兒子
[00:07:39.560 --> 00:07:41.300]  他是今世之子
[00:07:41.300 --> 00:07:42.840]  什麼叫今世之子
[00:07:42.840 --> 00:07:44.240]  什麼叫光明之子
[00:07:44.240 --> 00:07:46.060]  這是第一個我們要解釋的
[00:07:46.060 --> 00:07:48.000]  一般的解經家
[00:07:48.000 --> 00:07:49.960]  一般的人解釋就是說
[00:07:49.960 --> 00:07:52.440]  今世之子就是未信耶穌的人
[00:07:52.440 --> 00:07:53.800]  大家明白我的意思嗎
[00:07:53.800 --> 00:07:55.700]  光明之子是什麼
[00:07:55.700 --> 00:07:57.000]  信耶穌
[00:07:57.000 --> 00:07:59.600]  所以我們這裡百分之九十九應該是光明之子
[00:07:59.600 --> 00:08:01.740]  李頓佳也說你是光明之子
[00:08:01.740 --> 00:08:03.300]  我們理應是光明之子
[00:08:03.300 --> 00:08:04.540]  理應
[00:08:04.540 --> 00:08:05.940]  但他這裡說得很有趣
[00:08:05.940 --> 00:08:08.360]  他說今世之子的聰明
[00:08:08.360 --> 00:08:09.640]  喂
[00:08:09.640 --> 00:08:12.460]  可能還聰明過你們光明之子
[00:08:12.460 --> 00:08:13.700]  大家明白我的意思嗎
[00:08:13.700 --> 00:08:15.440]  如果讀下去的感覺
[00:08:15.440 --> 00:08:17.260]  那沒理由我們做基督徒
[00:08:17.260 --> 00:08:19.000]  怎麼可能比外面的人更笨呢
[00:08:19.000 --> 00:08:19.940]  我們當然這樣想
[00:08:19.940 --> 00:08:22.660]  上帝又有智慧又有能力
[00:08:22.660 --> 00:08:24.800]  但是耶穌為什麼這樣說
[00:08:24.800 --> 00:08:26.140]  他說因為
[00:08:26.140 --> 00:08:29.160]  今世之子做今世的事
[00:08:29.160 --> 00:08:32.900]  還聰明過我們光明之子
[00:08:32.900 --> 00:08:34.660]  不去做事
[00:08:34.660 --> 00:08:36.940]  其實耶穌用這個管家
[00:08:36.940 --> 00:08:38.840]  給我們第一個提醒
[00:08:38.840 --> 00:08:40.000]  第一個提醒就是說
[00:08:40.000 --> 00:08:43.000]  這個人為他自己的人生
[00:08:43.000 --> 00:08:44.360]  未來的人生
[00:08:44.360 --> 00:08:46.860]  他的聰明是因為他的未雨綢繆
[00:08:46.860 --> 00:08:48.360]  大家明白我的意思嗎
[00:08:48.360 --> 00:08:50.100]  一個人被炒魷魚
[00:08:50.100 --> 00:08:51.540]  他可以有很多反應
[00:08:51.540 --> 00:08:52.540]  他可以說
[00:08:52.540 --> 00:08:53.140]  盤批
[00:08:53.140 --> 00:08:54.740]  以後不做事了
[00:08:54.740 --> 00:08:55.200]  不做事
[00:08:55.200 --> 00:08:55.900]  算了
[00:08:55.900 --> 00:08:58.140]  我們大財不如大財
[00:08:58.140 --> 00:08:59.960]  都沒有人用
[00:08:59.960 --> 00:09:00.740]  沒有人看得起我
[00:09:00.740 --> 00:09:01.660]  算了
[00:09:01.660 --> 00:09:02.940]  他不是
[00:09:02.940 --> 00:09:04.440]  他仍然很積極
