
[00:00:00.000 --> 00:00:02.000]  我們和心有個禱告
[00:00:02.000 --> 00:00:12.000]  主啊!我們知道在祢的國度裏面有能力
[00:00:12.000 --> 00:00:16.000]  我們知道在祢裏面
[00:00:16.000 --> 00:00:21.000]  祢對這個世界、對我們的生命
[00:00:21.000 --> 00:00:24.000]  祢有祢深切的呼召
[00:00:25.000 --> 00:00:30.000]  主啊!我們今天面對整個世界的疫情
[00:00:30.000 --> 00:00:36.000]  我們面對香港不是太理想的一些環境
[00:00:36.000 --> 00:00:43.000]  主啊!我們在裏面重新同心的願意祢今天的聖靈兼顧我們
[00:00:43.000 --> 00:00:46.000]  願意祢來到去呼召我們
[00:00:46.000 --> 00:00:51.000]  呼召我們回應祢、降服在祢的裏面
[00:00:51.000 --> 00:00:54.000]  知道祢的心意是好的
[00:00:55.000 --> 00:00:56.000]  裝備我們
[00:00:56.000 --> 00:00:58.000]  今天我們在座的
[00:00:58.000 --> 00:01:00.000]  在家裏面的
[00:01:00.000 --> 00:01:05.000]  我們真的知道我們可以在祢裏面
[00:01:05.000 --> 00:01:10.000]  重新叫我們心裏的力量能夠剛強起來
[00:01:10.000 --> 00:01:13.000]  不是為單單自己
[00:01:13.000 --> 00:01:16.000]  而是為了這個世代
[00:01:16.000 --> 00:01:20.000]  我們看見這個世界將有很大的變化
[00:01:20.000 --> 00:01:23.000]  這麼大的衝擊之下
[00:01:24.000 --> 00:01:27.000]  主啊!我們只不過是一個普通的市民
[00:01:27.000 --> 00:01:30.000]  我們來到當中定徵在祢身上
[00:01:30.000 --> 00:01:33.000]  因為祢對這個世界
[00:01:33.000 --> 00:01:37.000]  祢向教會的呼召是有特別的心意
[00:01:37.000 --> 00:01:39.000]  我們將這一切交託
[00:01:39.000 --> 00:01:40.000]  願祢來到今天
[00:01:40.000 --> 00:01:43.000]  聖靈鞏固對我們說話
[00:01:43.000 --> 00:01:45.000]  祈禱奉主耶穌的這個聖名
[00:01:45.000 --> 00:01:47.000]  阿們
[00:01:55.000 --> 00:01:56.000]  弟兄姊妹
[00:01:56.000 --> 00:02:01.000]  我們今天真的需要聖靈在我們當中
[00:02:01.000 --> 00:02:05.000]  好像保羅在《耳筆所書》裏面
[00:02:05.000 --> 00:02:07.000]  再一次提醒我們
[00:02:07.000 --> 00:02:11.000]  叫我們裏面的力量剛強起來
[00:02:11.000 --> 00:02:14.000]  在《耳筆所書》裏面
[00:02:14.000 --> 00:02:17.000]  有一個很宏觀的漢見
[00:02:17.000 --> 00:02:19.000]  就是說基督
[00:02:19.000 --> 00:02:22.000]  或者說上帝在創世的時候
[00:02:23.000 --> 00:02:25.000]  上帝在創世以前
[00:02:25.000 --> 00:02:28.000]  已經要揀選我們
[00:02:28.000 --> 00:02:31.000]  簡單來說就是在揀選裏面
[00:02:31.000 --> 00:02:33.000]  不再分猶太人
[00:02:33.000 --> 00:02:35.000]  還是外邦人
[00:02:35.000 --> 00:02:39.000]  在當中叫這班蒙召的人
[00:02:39.000 --> 00:02:41.000]  成為教會
[00:02:41.000 --> 00:02:44.000]  成為教會要完成
[00:02:44.000 --> 00:02:47.000]  這個在基督裏面的恩典
[00:02:47.000 --> 00:02:48.000]  透過恩典
[00:02:48.000 --> 00:02:52.000]  透過他聖靈所賜的能力
[00:02:53.000 --> 00:02:55.000]  帶來一個新的治理
[00:02:55.000 --> 00:02:59.000]  新的治理的方法
[00:02:59.000 --> 00:03:01.000]  是有別於這個世界的
[00:03:01.000 --> 00:03:03.000]  而我們今天
[00:03:03.000 --> 00:03:06.000]  當我們去想像這個治理的時候
[00:03:06.000 --> 00:03:08.000]  如果我們在希羅的世界
[00:03:08.000 --> 00:03:10.000]  你可能在當中知道
[00:03:10.000 --> 00:03:12.000]  所有的政權
[00:03:12.000 --> 00:03:14.000]  在希羅世界羅馬帝國之下
[00:03:14.000 --> 00:03:16.000]  他都是想
[00:03:16.000 --> 00:03:20.000]  一些人安安分分地去隨從
[00:03:20.000 --> 00:03:24.000]  當時的羅馬皇帝所頒佈的命令
[00:03:24.000 --> 00:03:26.000]  甚至在當中
[00:03:26.000 --> 00:03:28.000]  一個家庭的治理
[00:03:28.000 --> 00:03:31.000]  能夠透過一家之主
[00:03:31.000 --> 00:03:33.000]  來帶來一個治理
[00:03:33.000 --> 00:03:36.000]  而一家之主在當中
[00:03:36.000 --> 00:03:40.000]  不單止在家裏面有權柄
[00:03:40.000 --> 00:03:42.000]  而且他如果能夠參與
[00:03:42.000 --> 00:03:45.000]  在羅馬的議政的時候
[00:03:45.000 --> 00:03:47.000]  透過在希臘
[00:03:47.000 --> 00:03:51.000]  所傳遞下來的一種參政的身份
[00:03:51.000 --> 00:03:53.000]  能夠帶來一個改變
[00:03:53.000 --> 00:03:55.000]  但是我們知道
[00:03:55.000 --> 00:03:59.000]  大部份的人
[00:03:59.000 --> 00:04:02.000]  都未必有這個機會來參與的時候
[00:04:02.000 --> 00:04:04.000]  我在這裡想像的時候
[00:04:04.000 --> 00:04:05.000]  這個情況豈不是
[00:04:05.000 --> 00:04:08.000]  都好像我們世世代代以來
[00:04:08.000 --> 00:04:12.000]  無論是中古時間的基督教
[00:04:12.000 --> 00:04:13.000]  在西方的時間
[00:04:13.000 --> 00:04:15.000]  當時的人很多文盲
[00:04:15.000 --> 00:04:17.000]  不單止沒辦法參與
[00:04:17.000 --> 00:04:20.000]  他只不過是一個聽從者
[00:04:20.000 --> 00:04:22.000]  而今天我們一個普通市民
[00:04:22.000 --> 00:04:23.000]  在香港也好
[00:04:23.000 --> 00:04:25.000]  在其他地方也好
[00:04:25.000 --> 00:04:26.000]  我們看到
[00:04:26.000 --> 00:04:27.000]  作為我們
[00:04:27.000 --> 00:04:29.000]  你和我
[00:04:29.000 --> 00:04:30.000]  我們是一個普通人
[00:04:30.000 --> 00:04:32.000]  無論我們擁有什麼都好
