
[00:00:00.000 --> 00:00:02.620]  歡迎大家來到我們的「周族崇拜」
[00:00:02.620 --> 00:00:07.840]  去年年初,我們開始了一個橫跨兩年的講道系列
[00:00:07.840 --> 00:00:10.000]  叫做「未來報告」
[00:00:10.000 --> 00:00:16.080]  系列的內容是舊有聖經裏面的十二小先知
[00:00:16.080 --> 00:00:21.480]  聖經學者告訴我們,十二小先知不單止是十二本獨立的先知書
[00:00:21.480 --> 00:00:29.740]  它也是一套經過後期編輯、精心編排合十而為一的先知冊
[00:00:29.740 --> 00:00:32.440]  經過了將近一年的努力
[00:00:32.440 --> 00:00:37.080]  我們終於來到第十一位小先知「薩加利亞」
[00:00:37.080 --> 00:00:41.740]  而薩加利亞和之前第十位小先知哈蓋
[00:00:41.740 --> 00:00:47.820]  剛剛好是前後呼應合成榮耀的一對
[00:00:47.820 --> 00:00:53.280]  哈蓋書的主題是榮耀的聖殿
[00:00:53.280 --> 00:00:58.080]  薩加利亞書的主題是榮耀的君王
[00:00:58.080 --> 00:01:03.160]  薩加利亞書是一本分為兩半的奇書
[00:01:03.160 --> 00:01:08.540]  前一半分為三段,後一半分為兩段
[00:01:08.540 --> 00:01:16.200]  我們用了兩篇講道去宣講薩加利亞書第一章至第八章的訊息
[00:01:16.200 --> 00:01:20.560]  今天我們要研讀的是薩加利亞書第四個部份
[00:01:20.560 --> 00:01:24.320]  薩加利亞書第九章至第十一章
[00:01:24.320 --> 00:01:30.760]  題目可以說是「審判鄰國,海船拯救」
[00:01:30.760 --> 00:01:38.440]  在這部份裡面我們會讀到一個極其熟悉的一段經文
[00:01:38.440 --> 00:01:43.120]  每一年的中庶節主日我們都會讀到
[00:01:43.120 --> 00:01:45.880]  薩加利亞書第九章第九節
[00:01:45.880 --> 00:01:51.080]  「石罕應當大大的喜樂而老撒冷,應當歡呼。
[00:01:51.080 --> 00:01:57.800]  看啊!你的王來到你這裡,他是公義的,並且施行拯救,
[00:01:57.800 --> 00:02:04.560]  謙和地騎著驢子,騎著小驢驢的驅子。」
[00:02:04.560 --> 00:02:08.840]  這個耶和華所應許的救主尼塞亞
[00:02:08.840 --> 00:02:15.400]  他不單止是一個榮耀的君王,他更是一個良善的牧者
[00:02:15.400 --> 00:02:24.920]  於是第四部份的主題也可以寫成為「榮耀的君王,良善的牧人」
[00:02:24.920 --> 00:02:33.920]  而這個「榮耀的君王,良善的牧人」將要「審判鄰國,海船拯救」
[00:02:33.920 --> 00:02:39.400]  薩加利亞書第九章有一個很特別的起頭或者叫標題
[00:02:39.400 --> 00:02:44.400]  那個標題是「耶和華話語的脈竊」
[00:02:44.400 --> 00:02:49.080]  這個標題在整個舊約聖經裏面只有出現過三次
[00:02:49.080 --> 00:02:53.040]  第一次是薩加利亞書第九章第一節,第四部份的起頭
[00:02:53.040 --> 00:02:58.920]  第二次是薩加利亞書第十二章第一節,是第五部份的起頭
[00:02:58.920 --> 00:03:02.760]  第三次是馬拉基書第一章第一節
[00:03:02.760 --> 00:03:06.480]  如果大家熟悉聖經,你知道馬拉基書是舊約最後那本
[00:03:06.480 --> 00:03:09.520]  是十二小先知裏面最後那一冊
[00:03:09.520 --> 00:03:15.720]  於是這個很特別的標題將薩加利亞書的下半部和馬拉基書
[00:03:15.720 --> 00:03:19.720]  就是下一本連在一起
[00:03:19.720 --> 00:03:21.960]  我們手上的翻譯是這樣說
[00:03:21.960 --> 00:03:26.040]  它說是「耶和華話語的脈竊」
[00:03:26.040 --> 00:03:30.000]  不過一個更好的翻譯應該是「重擔」
[00:03:30.000 --> 00:03:33.400]  「耶和華話語的重擔」
[00:03:33.400 --> 00:03:38.360]  這個「重擔」代表了耶和華話語它的訊息非常沉重
[00:03:38.360 --> 00:03:40.760]  非常之迫切
[00:03:40.760 --> 00:03:49.320]  對於先知而言,上帝的話語是肩背上一個很沉重的擔子
[00:03:49.320 --> 00:03:51.960]  它又是好像耶利米這樣說
[00:03:51.960 --> 00:03:55.240]  閉塞在骨中的一個烈火
[00:03:55.240 --> 00:04:00.400]  讓你有種迫切的感覺,想將這個火散出來
[00:04:00.400 --> 00:04:05.080]  如果我去拍一套電影關於薩加利亞書的時候
[00:04:05.080 --> 00:04:10.080]  我會將薩加利亞先知那一幕領受上帝話語的那個
[00:04:10.080 --> 00:04:15.000]  他肩負了一個很大很重的重擔
[00:04:15.000 --> 00:04:16.840]  當他肩負了這個重擔之後
[00:04:16.840 --> 00:04:20.680]  他一方面非常之焦急想去傳揚它
[00:04:20.680 --> 00:04:24.320]  但另一方面難以啟齒
[00:04:24.320 --> 00:04:27.000]  因為那個訊息非常之沉重
[00:04:27.000 --> 00:04:32.360]  有誰願意聽這個這樣的訊息
[00:04:32.360 --> 00:04:37.960]  究竟先知書的薩加利亞書第四部份
[00:04:37.960 --> 00:04:41.360]  要傳揚的訊息是什麼樣的訊息
[00:04:41.360 --> 00:04:46.200]  這個訊息我可以用五點來總結給大家聽
[00:04:46.200 --> 00:04:48.320]  那個總題是記住
[00:04:48.320 --> 00:04:52.360]  「榮耀的君王,良善的牧羊」
[00:04:52.360 --> 00:04:54.000]  那五點分別是
[00:04:54.000 --> 00:04:59.600]  第一點,主道降臨,勇士南征
[00:04:59.600 --> 00:05:04.080]  第二點,公義的君王,騎奴駕到
[00:05:04.080 --> 00:05:09.560]  第三點,錫安的羊群,德蒙拯救
[00:05:09.560 --> 00:05:15.360]  在這裡你看到他開始從那個君王轉型到牧羊人
[00:05:15.360 --> 00:05:17.320]  之前說的那個君王的來臨
[00:05:17.320 --> 00:05:18.840]  去到第三點的時候
[00:05:18.840 --> 00:05:23.920]  錫安的羊群,那個君王開始轉型變了牧羊人
[00:05:23.920 --> 00:05:28.040]  繼續,第四點,真假牧人,主必報應
[00:05:28.040 --> 00:05:34.280]  最後一點,良莫避棄,惡莫受審
[00:05:34.280 --> 00:05:38.560]  我想很快和你看看頭四段的聖經
[00:05:38.560 --> 00:05:43.080]  然後比較仔細去看最後第五段
[00:05:43.080 --> 00:05:47.440]  接著我們回來聚焦在第二和第五點
[00:05:47.440 --> 00:05:51.560]  因為第二和第五點會帶我們離開舊約
[00:05:51.560 --> 00:05:54.480]  進入新約裡面
[00:05:54.480 --> 00:05:58.760]  我們開始看第一段聖經的主題是
[00:05:58.760 --> 00:06:03.240]  主道降臨,勇士南征
[00:06:03.240 --> 00:06:06.840]  習近平書第九章第一節
[00:06:06.840 --> 00:06:10.160]  耶和華話語的密事
[00:06:10.160 --> 00:06:17.360]  臨到哈德拉,大馬士革,哈瑪,推羅,西頓
[00:06:17.360 --> 00:06:24.000]  阿薩基倫,加薩,爾格倫,阿薩特,菲利士
[00:06:24.000 --> 00:06:30.480]  耶和華審判的話語,好像一個勇士去除魔服妖
[00:06:30.480 --> 00:06:35.320]  來到以下的這一堆名字裡面
[00:06:35.320 --> 00:06:39.880]  關於這一堆地名,有幾樣東西我想你留意的
[00:06:39.880 --> 00:06:44.440]  第一就是在撒加利亞書成書的時候
[00:06:44.440 --> 00:06:50.520]  這些外邦的城鎮,其實已經不算得是他們什麼的強敵
[00:06:50.520 --> 00:06:57.000]  所有外邦人基本上已經俘伏在波斯帝國的王權之下
[00:06:57.000 --> 00:07:02.480]  這些有名的外邦城鎮從幾何時是以色列人的大敵
[00:07:02.480 --> 00:07:04.480]  現在不是
[00:07:04.480 --> 00:07:11.440]  第二,這些外邦城鎮出現的次序很明顯是從北至南
[00:07:11.440 --> 00:07:14.560]  好像由北上帝,好像一個勇士一樣
[00:07:14.560 --> 00:07:16.800]  一個一個,一關一關一樣
[00:07:16.800 --> 00:07:22.960]  帶我們去到南面,和下一段的耶路撒冷連成了一線
[00:07:22.960 --> 00:07:25.080]  所以上帝有一個目的地
[00:07:25.080 --> 00:07:31.720]  目的地是由北一直下去,去到最南面,是耶路撒冷
[00:07:31.720 --> 00:07:35.400]  所以題目我寫了是,南征至聖城
[00:07:35.400 --> 00:07:40.000]  上帝的話語開始,上帝去幫以色列人開路
[00:07:40.000 --> 00:07:44.280]  開路去哪裡?去聖城耶路撒冷
[00:07:44.280 --> 00:07:48.520]  第三,當中很多城鎮,如果你熟讀舊約聖經
[00:07:48.520 --> 00:07:52.480]  你會發現都出現過在約書亞記
[00:07:52.480 --> 00:07:54.000]  約書亞記是說什麼?
[00:07:54.000 --> 00:08:00.440]  說以色列人出了埃及之後,要攻取加南的故事
[00:08:00.440 --> 00:08:08.680]  於是這裏彷彿上帝要重新幫上帝的子民開路進入應許之地
[00:08:08.680 --> 00:08:14.880]  第四,有些學者認為,上帝南征的語言
[00:08:14.880 --> 00:08:17.960]  最終在公元前第四世紀
[00:08:17.960 --> 00:08:24.040]  亞歷山大大帝去佔領中東這塊地的時候成就
[00:08:24.040 --> 00:08:28.600]  他們說亞歷山大大帝就是逐個逐個灘打下來,由北打到南
[00:08:28.600 --> 00:08:33.280]  於是成就了撒加利亞書的語言
[00:08:33.280 --> 00:08:39.240]  不過我想了很久,我自己覺得撒加利亞書未必是寫一個真實的語言
[00:08:39.240 --> 00:08:44.160]  它不是一個真的需要某一個人在歷史裏面去成就的語言
[00:08:44.160 --> 00:08:48.440]  他寫的我覺得更有可能是一個spiritual allegory
[00:08:48.440 --> 00:08:51.040]  一個屬靈的語言
[00:08:51.040 --> 00:08:54.440]  他借著以色列人入加南的故事
[00:08:54.440 --> 00:08:58.720]  去講到將來上帝要成就他的救贖
[00:08:58.720 --> 00:09:03.560]  上帝要以色列人帶他的子民進入的不是加南的美帝
[00:09:03.560 --> 00:09:08.800]  所以今天你和我不需要特意買張機票去中東
[00:09:08.800 --> 00:09:16.360]  上帝要帶領以色列人去的應許之地是最得赦免的終極安息
[00:09:16.360 --> 00:09:22.720]  所以我覺得他不是寫真的需要有亞歷山大大帝去成全這個語言
[00:09:22.720 --> 00:09:26.640]  而是講一個屬靈的信息
[00:09:26.640 --> 00:09:31.400]  最後非常值得我們留意的是第七節
[00:09:31.400 --> 00:09:35.560]  當上帝經過那些外邦的城鎮的時候
[00:09:35.560 --> 00:09:40.480]  他不單只是在宣佈審判、施行審判
[00:09:40.480 --> 00:09:44.600]  很有趣的是他在外邦人之中留有御種
[00:09:44.600 --> 00:09:50.400]  那些御種會成為上帝子民的一部份
[00:09:50.400 --> 00:09:52.000]  於是第七節
[00:09:52.000 --> 00:09:58.160]  他必作愚民歸於我們的上帝,必如耶布斯人
[00:09:58.160 --> 00:10:03.920]  耶布斯人是當時住在以色列人當中的一群人
[00:10:03.920 --> 00:10:09.640]  在這些外邦的城鎮裏面,上帝留有御種
[00:10:09.640 --> 00:10:15.480]  於是我們今天也有份在上帝的子民當中
[00:10:15.480 --> 00:10:21.880]  但我們去到第二部份公義的溫王騎盧加道
[00:10:21.880 --> 00:10:24.000]  這是我們很熟悉的一段聖經
[00:10:24.000 --> 00:10:30.560]  「聖安娜,應當大大的喜樂有沙冷,應當歡呼看」
[00:10:30.560 --> 00:10:35.640]  「你的王來到你這裏,來測試公義的王」
[00:10:35.640 --> 00:10:43.120]  「並且施行拯救,謙和地騎著小盧的軀子」
[00:10:43.120 --> 00:10:46.560]  這是大家都很熟悉的經文
[00:10:46.560 --> 00:10:50.640]  這段聖經在新約聖經裏面的馬太福音和約翰福音裏面
[00:10:50.640 --> 00:10:53.200]  都有引用過
[00:10:53.200 --> 00:10:56.960]  不過有一件事,我想不是很多人知道
[00:10:56.960 --> 00:11:01.400]  聖經學者告訴我們「謙和」這個詞句
[00:11:01.400 --> 00:11:07.480]  他是「謙和地騎在盧上,按照希伯來文的原文」
[00:11:07.480 --> 00:11:13.960]  「應愛反逆成軟弱、窮困、多受苦難」
[00:11:13.960 --> 00:11:18.560]  就是說他講的不是一個很謙卑的君
[00:11:18.560 --> 00:11:21.960]  他說騎在盧上的君王,你看清楚
[00:11:21.960 --> 00:11:25.800]  他是一個受難、受苦的君王
[00:11:25.800 --> 00:11:32.480]  令我們很容易自然地想起以塞亞書中上帝受苦的僕人
[00:11:32.480 --> 00:11:33.760]  所以聖經學者告訴我們
[00:11:33.760 --> 00:11:36.320]  以塞亞有他受苦的僕人
[00:11:36.320 --> 00:11:40.160]  撒加利亞有他受苦的君王
[00:11:40.160 --> 00:11:48.000]  這兩段聖經原來是平衡成為一個姊妹級的聖經
[00:11:48.000 --> 00:11:51.120]  這個君王他不是謙和
[00:11:51.120 --> 00:11:57.960]  這個君王是帶著傷痕來到聖城耶路撒亞
[00:11:57.960 --> 00:12:04.320]  這個僕人,這個君王騎著盧區進入聖城
[00:12:04.320 --> 00:12:08.160]  我以前小時候很不明白為什麼要坐盧
[00:12:08.160 --> 00:12:10.920]  還有老師說因為耶穌謙卑
[00:12:10.920 --> 00:12:12.800]  其實不是因為耶穌謙卑
[00:12:12.800 --> 00:12:17.240]  而是因為大衛的後裔就是要坐盧
[00:12:17.240 --> 00:12:21.200]  大衛的後裔不是坐馬,是要坐盧
[00:12:21.200 --> 00:12:27.000]  當鎖門要登基的時候
[00:12:27.000 --> 00:12:30.800]  那個做法不是讓馬鎖門坐
[00:12:30.800 --> 00:12:36.440]  而是將鎖門坐在大衛的盧址上
[00:12:36.440 --> 00:12:43.000]  於是這個君王要騎的不是馬而是盧
[00:12:43.000 --> 00:12:45.640]  為什麼?因為他是一個大衛的後裔
[00:12:45.640 --> 00:12:49.480]  他將要承傳大衛的約
[00:12:49.480 --> 00:12:53.280]  成為以色列人最終極的君王
[00:12:53.280 --> 00:12:59.320]  於是整幅圖畫變成了大衛的後裔受苦的君王
[00:12:59.320 --> 00:13:01.840]  進入聖城耶路撒亞
[00:13:01.840 --> 00:13:06.640]  為要拯救錫安的兒女
[00:13:06.640 --> 00:13:08.960]  他會怎樣去拯救他們呢?
[00:13:08.960 --> 00:13:10.920]  我們繼續看下去
[00:13:10.920 --> 00:13:13.320]  但我們去到第三部份
[00:13:13.320 --> 00:13:18.400]  主題是《錫安的羊群得民拯救》
[00:13:18.400 --> 00:13:20.760]  第九章第十一節《世間第一書》
[00:13:20.760 --> 00:13:24.760]  他說:錫安啊!我因與你納約的血
[00:13:24.760 --> 00:13:30.160]  要從墓水坑中釋放你中間被囚的人
[00:13:30.160 --> 00:13:33.760]  第十六節:當也日耶和華他們的上帝
[00:13:33.760 --> 00:13:37.760]  必看他的百姓和羊群拯救他們
[00:13:37.760 --> 00:13:40.200]  現在這個百姓成為了什麼羊群?
[00:13:40.200 --> 00:13:43.400]  因為我們開始轉型由君王的圖像
[00:13:43.400 --> 00:13:45.840]  變成了牧羊人的圖像
[00:13:45.840 --> 00:13:50.040]  因為他們如冠冕上的寶石
[00:13:50.040 --> 00:13:54.200]  在他的地上如其次高舉
[00:13:54.200 --> 00:13:58.240]  我們開始有兩幅圖畫合成一個
[00:13:58.240 --> 00:14:00.920]  一個是君王子民的圖畫
[00:14:00.920 --> 00:14:04.920]  另一個是牧羊人與羊群的故事
[00:14:04.920 --> 00:14:07.160]  但我們去到下一部份
[00:14:07.160 --> 00:14:13.120]  真假的牧羊主必報應
[00:14:13.120 --> 00:14:15.600]  《世間第一書》第十章第三節這樣說
[00:14:15.600 --> 00:14:18.640]  我的怒氣向牧羊發作
[00:14:18.640 --> 00:14:20.920]  我必懲罰哪懷守的
[00:14:20.920 --> 00:14:23.840]  這班牧羊是好還是不好的?
[00:14:23.840 --> 00:14:25.240]  是邪惡的牧羊
[00:14:25.240 --> 00:14:30.960]  上帝說我的怒氣要衝向邪惡的牧羊
[00:14:30.960 --> 00:14:34.040]  就是以色人當中敗壞的領袖
[00:14:34.040 --> 00:14:36.560]  然後上帝說與此同時
[00:14:36.560 --> 00:14:40.640]  我自己將要成為他們良善的牧羊
[00:14:40.640 --> 00:14:42.120]  萬軍之猶和說
[00:14:42.120 --> 00:14:43.600]  眷顧他的羊群
[00:14:43.600 --> 00:14:47.800]  我要成為他們的牧羊人
[00:14:47.800 --> 00:14:54.080]  就是由大家必使他們如戰場上的進馬
[00:14:54.080 --> 00:14:56.200]  上帝說我要成為他們的牧羊人
[00:14:56.200 --> 00:14:58.200]  不單止去牧羊他們
[00:14:58.200 --> 00:15:02.560]  而且要訓練他們成為戰場上的進馬
[00:15:02.560 --> 00:15:04.800]  很有趣的一個圖畫
[00:15:04.800 --> 00:15:07.000]  你說餵我、餵我、餵飽我
[00:15:07.000 --> 00:15:08.560]  我喜歡做你的羊就算了
[00:15:08.560 --> 00:15:12.960]  原來上帝的義障不是要餵飽你
[00:15:12.960 --> 00:15:18.720]  上帝的義障要將你變成戰場上的進馬
[00:15:18.720 --> 00:15:22.880]  讓我們可以與上帝一起出去打仗
[00:15:22.880 --> 00:15:26.800]  為他自己的天國、為他的榮耀增戰
[00:15:26.800 --> 00:15:29.880]  這是上帝的義障
[00:15:29.880 --> 00:15:33.640]  但我們去到第五部份
[00:15:33.640 --> 00:15:37.400]  「良莫避棄,惡莫受審」
[00:15:37.400 --> 00:15:38.800]  在這部份很特別
[00:15:38.800 --> 00:15:42.000]  這部份有兩場戲
[00:15:42.000 --> 00:15:44.920]  我們可以稱之為「牧人劇場」
[00:15:44.920 --> 00:15:46.240]  在這兩場戲當中
[00:15:46.240 --> 00:15:49.240]  所以我們有「五A」和「五B」
[00:15:49.240 --> 00:15:51.120]  在這兩場戲當中
[00:15:51.120 --> 00:15:52.880]  上帝做編劇
[00:15:52.880 --> 00:15:55.640]  撒加利亞要做演員
[00:15:55.640 --> 00:15:58.080]  在第一場戲中
[00:15:58.080 --> 00:15:59.680]  撒加利亞代表了上帝
[00:15:59.680 --> 00:16:02.080]  他扮演一個良善的牧人
[00:16:02.080 --> 00:16:04.200]  所以我們在「五A」的時候
[00:16:04.200 --> 00:16:07.320]  你會發現撒加利亞是一個良善的牧人
[00:16:07.320 --> 00:16:10.960]  但去到第二場戲「五B」的時候
[00:16:10.960 --> 00:16:12.760]  撒加利亞要做反胎
[00:16:12.760 --> 00:16:17.600]  撒加利亞變成一個愚昧的牧人
[00:16:17.600 --> 00:16:19.600]  我們先看第一場戲
[00:16:19.600 --> 00:16:20.760]  在第一場戲中
[00:16:20.760 --> 00:16:24.520]  撒加利亞扮演一個良善的牧人
[00:16:24.520 --> 00:16:29.000]  他說「我牧養這群將宰的羊
[00:16:29.000 --> 00:16:34.320]  就是那些買賣羊群的人將宰的
[00:16:34.320 --> 00:16:35.880]  一個月之內
[00:16:35.880 --> 00:16:38.680]  我廢除了三個牧羊
[00:16:38.680 --> 00:16:41.920]  但我的心厭煩他們
[00:16:41.920 --> 00:16:47.080]  他們的心也憎惡我」
[00:16:47.080 --> 00:16:48.360]  我想你記得
[00:16:48.360 --> 00:16:50.800]  撒加利亞在這裏是代表了上帝
[00:16:50.800 --> 00:16:52.800]  他成為一個良善的牧人
[00:16:52.800 --> 00:16:55.360]  他一上場立刻做了什麼?
[00:16:55.360 --> 00:16:57.080]  解僱了三個人
[00:16:57.080 --> 00:16:59.600]  一上場他解僱了
[00:16:59.600 --> 00:17:01.280]  廢除了三個牧人
[00:17:01.280 --> 00:17:03.360]  什麼叫「解僱了三個牧人」?
[00:17:03.360 --> 00:17:05.600]  三個敗壞的牧人
[00:17:05.600 --> 00:17:07.640]  他將那些不好的領袖
[00:17:07.640 --> 00:17:10.760]  不好的牧人除去
[00:17:10.760 --> 00:17:13.360]  你以為天就光了嗎?
[00:17:13.360 --> 00:17:16.320]  誰知道他除去了那些敗壞的牧人
[00:17:16.320 --> 00:17:21.440]  反而引來牧羊人與羊群之間的衝突
[00:17:21.440 --> 00:17:25.640]  原來這群羊喜歡好牧人還是壞牧人?
[00:17:25.640 --> 00:17:27.360]  他喜歡壞牧人
[00:17:27.360 --> 00:17:30.720]  習慣了有壞牧人給他們吃糖果
[00:17:30.720 --> 00:17:33.120]  現在他的壞牧人走了
[00:17:33.120 --> 00:17:34.960]  好牧人剩下的時候
[00:17:34.960 --> 00:17:37.760]  他很不妥這個好牧人
[00:17:37.760 --> 00:17:40.640]  於是好牧人
[00:17:40.640 --> 00:17:41.880]  上帝的代表
[00:17:41.880 --> 00:17:50.280]  與以色列的民眾羊群起了很大的衝突
[00:17:50.280 --> 00:17:53.720]  上帝說「我的心厭煩他們」
[00:17:53.720 --> 00:17:56.240]  這句說話是撒加利亞說的
[00:17:56.240 --> 00:17:58.720]  但是撒加利亞在代表上帝
[00:17:58.720 --> 00:18:00.880]  上帝說「我的心厭煩他們」
[00:18:00.880 --> 00:18:02.520]  但是我想你不要誤會
[00:18:02.520 --> 00:18:05.640]  不要以為上帝好沒耐性牧羊
[00:18:05.640 --> 00:18:06.960]  有時候我們會說
[00:18:06.960 --> 00:18:09.760]  一個剛剛來的牧師說
[00:18:09.760 --> 00:18:12.240]  你不要這麼沒耐性
[00:18:12.240 --> 00:18:14.520]  你要牧羊就需要時間
[00:18:14.520 --> 00:18:16.080]  要多給點愛心
[00:18:16.080 --> 00:18:21.080]  這個不是說我們的上帝沒耐性去牧羊
[00:18:21.080 --> 00:18:24.800]  上帝的厭煩是因為他的羊群
[00:18:24.800 --> 00:18:28.760]  叛逆恨戶上帝
[00:18:28.760 --> 00:18:30.120]  你想想一段經文
[00:18:30.120 --> 00:18:33.480]  如果你有機會去看《以塞亞書》
[00:18:33.480 --> 00:18:37.040]  第一章第十三節和第十四節
[00:18:37.040 --> 00:18:39.440]  上帝說他與以色列的關係
[00:18:39.440 --> 00:18:40.920]  上帝這樣說
[00:18:40.920 --> 00:18:45.480]  「我不再獻不要再獻無謂的貢物了
[00:18:45.480 --> 00:18:48.240]  鄉是我所恨戶的
[00:18:48.240 --> 00:18:50.440]  你們的初一節期
[00:18:50.440 --> 00:18:54.840]  我心裡恨戶他們成了我的重擔
[00:18:54.840 --> 00:18:58.440]  擔當者些令我厭煩」
[00:18:58.440 --> 00:19:00.920]  你看不看到當上帝的羊
[00:19:00.920 --> 00:19:03.960]  是叛逆恨戶他的時候
[00:19:03.960 --> 00:19:07.640]  上帝心中厭煩他們的敬拜
[00:19:07.640 --> 00:19:09.520]  於是在這裡
[00:19:09.520 --> 00:19:14.000]  當那些假的牧羊人離開之後
[00:19:14.000 --> 00:19:18.720]  上帝和他的羊發生了一個很大的衝突
[00:19:18.720 --> 00:19:20.600]  上帝心裡厭煩他們
[00:19:20.600 --> 00:19:24.760]  因為他們叛逆恨戶上帝
[00:19:24.760 --> 00:19:28.400]  《撒加里亞書》第十一章第十二節
[00:19:28.400 --> 00:19:30.000]  「我對他們說
[00:19:30.000 --> 00:19:32.000]  你們若看為美
[00:19:32.000 --> 00:19:33.760]  就給我公錢
[00:19:33.760 --> 00:19:35.440]  不然就罷了
[00:19:35.440 --> 00:19:41.880]  於是他們憑了三十塊銀錢作為我的公價」
[00:19:41.880 --> 00:19:44.880]  上帝通過撒加里亞才知道
[00:19:44.880 --> 00:19:46.120]  如果是這樣
[00:19:46.120 --> 00:19:47.880]  不如我們分手
[00:19:47.880 --> 00:19:50.880]  於是上帝提出解約
[00:19:50.880 --> 00:19:54.760]  本來上帝是成為了他們的牧羊人
[00:19:54.760 --> 00:19:58.080]  現在既然羊那麼不喜歡這個好牧羊人
[00:19:58.080 --> 00:20:01.720]  上帝說不如我們解約
[00:20:01.720 --> 00:20:03.480]  有個聖經學者認為
[00:20:03.480 --> 00:20:05.080]  說到這裡
[00:20:05.080 --> 00:20:08.560]  叛逆的子民最正確的回應
[00:20:08.560 --> 00:20:12.600]  應該是驚惶、懊悔、挽留為牧
[00:20:12.600 --> 00:20:13.760]  你明白嗎?
[00:20:13.760 --> 00:20:14.760]  上帝說好了
[00:20:14.760 --> 00:20:16.280]  不如我們分手
[00:20:16.280 --> 00:20:18.160]  你的反應應該怎樣?
[00:20:18.160 --> 00:20:20.080]  如果有一天上帝跟你說
[00:20:20.080 --> 00:20:22.120]  既然你那麼不喜歡聽我的話
[00:20:22.120 --> 00:20:23.560]  你那麼不喜歡讀本聖經
[00:20:23.560 --> 00:20:25.880]  不喜歡回教會聽我的話
[00:20:25.880 --> 00:20:26.680]  不如我們分手
[00:20:26.680 --> 00:20:27.880]  你的反應應該怎樣?
[00:20:27.880 --> 00:20:30.360]  你的反應應該驚惶
[00:20:30.360 --> 00:20:31.200]  誣陷上帝
[00:20:31.200 --> 00:20:31.760]  不要啊
[00:20:31.760 --> 00:20:34.520]  給我多一次機會
[00:20:34.520 --> 00:20:39.880]  但是他們沒有挽留上帝作為他們的牧羊人
[00:20:39.880 --> 00:20:42.480]  他們欣然接受上帝的請辭
[00:20:42.480 --> 00:20:43.640]  好的
[00:20:43.640 --> 00:20:48.920]  於是他們平了三十塊的銀錢
[00:20:48.920 --> 00:20:50.920]  三十塊的銀錢是多少?
[00:20:50.920 --> 00:20:54.000]  就在《出埃及記》裡面
[00:20:54.000 --> 00:20:55.720]  說到三十塊銀錢
[00:20:55.720 --> 00:21:02.080]  就是一個奴僕雙蒙的時候賠償的金額
[00:21:02.080 --> 00:21:05.640]  有聖經學者認為這個數目很低
[00:21:05.640 --> 00:21:11.080]  也有聖經學者覺得這個數目其實不算少
[00:21:11.080 --> 00:21:15.000]  無論金額多或者金額少
[00:21:15.000 --> 00:21:20.520]  總之他們就是決定了要遣散這個牧羊人
[00:21:20.520 --> 00:21:25.640]  遣散牧羊人就是拒絕上帝對他們的牧羊和大力
[00:21:25.640 --> 00:21:27.320]  你明白嗎?
[00:21:27.320 --> 00:21:30.800]  無論金錢是多或者少
[00:21:30.800 --> 00:21:32.520]  他們做了一個動作
[00:21:32.520 --> 00:21:35.720]  這個動作是所有學者都公認的
[00:21:35.720 --> 00:21:39.480]  就是他們決定接受上帝的請辭
[00:21:39.480 --> 00:21:43.440]  他們遣散了上帝做他們的牧羊人
[00:21:43.440 --> 00:21:46.400]  他們不需要上帝再大令他們
[00:21:46.400 --> 00:21:51.320]  於是上帝也都拒絕了他們的遣散費
[00:21:51.320 --> 00:21:54.800]  就在《第一水》第十一章第十三節這麼說
[00:21:54.800 --> 00:21:57.080]  耶和華對我說
[00:21:57.080 --> 00:22:01.400]  把三十塊的銀錢丟給姚護
[00:22:01.400 --> 00:22:05.720]  那是他們對我所股定的好價錢
[00:22:05.720 --> 00:22:10.000]  我就取這三十塊銀錢在耶和華的劍中
