
[00:00:00.000 --> 00:00:02.800]  相信大家都知道
[00:00:02.800 --> 00:00:04.800]  亦都留意得到
[00:00:04.800 --> 00:00:09.400]  每當保羅寫信給不同的教會的時候
[00:00:09.400 --> 00:00:17.800]  往往他都會去讚賞教會某一方面美好的表現
[00:00:17.800 --> 00:00:21.800]  譬如說當他寫信給羅馬教會的時候
[00:00:21.800 --> 00:00:26.000]  他會讚賞他們是很有信德
[00:00:26.000 --> 00:00:30.000]  當他寫信給哥倫多教會的時候
[00:00:30.000 --> 00:00:34.000]  雖然哥倫多教會問題多多
[00:00:34.000 --> 00:00:37.000]  但都有些地方值得欣賞
[00:00:37.000 --> 00:00:43.000]  保羅讚賞他們在口才和知識都傳遍
[00:00:43.000 --> 00:00:47.000]  另外當保羅寫信給菲律賓教會的時候
[00:00:47.000 --> 00:00:53.000]  亦都提到他們是同心合意興旺福音
[00:00:53.000 --> 00:00:56.000]  很多時候我們發現保羅寫信給不同教會
[00:00:56.000 --> 00:01:01.000]  都會在某方面去表達他的欣賞
[00:01:01.000 --> 00:01:08.000]  但是保羅有沒有向整間教會來表達欣賞呢?
[00:01:08.000 --> 00:01:10.000]  有沒有呢?
[00:01:10.000 --> 00:01:12.000]  不是多
[00:01:12.000 --> 00:01:14.000]  不過都真的有
[00:01:14.000 --> 00:01:16.000]  是哪間教會呢?
[00:01:16.000 --> 00:01:20.000]  就是今天我們讀經所提到的教會
[00:01:20.000 --> 00:01:23.000]  貼薩羅尼加教會
[00:01:23.000 --> 00:01:27.000]  他的讚賞不是只是讚賞某方面
[00:01:27.000 --> 00:01:31.000]  不是,是整間教會去欣賞
[00:01:31.000 --> 00:01:35.000]  說他們已經成為了馬其頓和阿蓋亞
[00:01:35.000 --> 00:01:39.000]  所有信主的人的榜樣
[00:01:39.000 --> 00:01:43.000]  是整間教會成為一個很好的板
[00:01:43.000 --> 00:01:44.000]  很好的榜樣
[00:01:44.000 --> 00:01:47.000]  意思就是說值得我們去效法
[00:01:47.000 --> 00:01:50.000]  所以今天我們就是這樣
[00:01:50.000 --> 00:01:55.000]  預備我們的心去效法貼薩羅尼加教會
[00:01:55.000 --> 00:01:58.000]  因為他們是有一個很好的板
[00:01:58.000 --> 00:02:02.000]  很好的地方值得我們去學習
[00:02:02.000 --> 00:02:04.000]  那是什麼呢?
[00:02:04.000 --> 00:02:08.000]  當我們讀完第一章第四到第十節的時候
[00:02:08.000 --> 00:02:10.000]  我不知道大家有沒有留意到一些地方
[00:02:10.000 --> 00:02:13.000]  真的很值得我們去學校呢?
[00:02:13.000 --> 00:02:19.000]  而且是整間教會都是願意放在那裡
[00:02:19.000 --> 00:02:20.000]  如果你問我
[00:02:20.000 --> 00:02:25.000]  我就會發現有一個很重要的地方值得我們去學習
[00:02:25.000 --> 00:02:30.000]  或者說一而二,二而一的地方值得我們去學習
[00:02:30.000 --> 00:02:31.000]  是什麼呢?
[00:02:31.000 --> 00:02:33.000]  我們首先留意到
[00:02:33.000 --> 00:02:38.000]  就是這間教會雖然是面對很大的苦難
[00:02:38.000 --> 00:02:40.000]  很大的困難
[00:02:40.000 --> 00:02:43.000]  但是他們仍然在困難中
[00:02:43.000 --> 00:02:44.000]  在衝擊中
[00:02:44.000 --> 00:02:48.000]  他們願意接受福音
[00:02:48.000 --> 00:02:51.000]  接受神的話語
[00:02:51.000 --> 00:02:57.000]  這個我們在第六節那裡就看得很清楚
[00:02:57.000 --> 00:03:03.000]  在大難之中你們蒙了聖靈所賜的喜樂就領受真道
[00:03:03.000 --> 00:03:04.000]  換句話說
[00:03:04.000 --> 00:03:06.000]  雖然有很多的衝擊
[00:03:06.000 --> 00:03:08.000]  有很多的危難
[00:03:08.000 --> 00:03:10.000]  有很多的困難擺在他們面前
[00:03:10.000 --> 00:03:14.000]  但是他們不會因此卻步不前
[00:03:14.000 --> 00:03:16.000]  對神的話語自若罔聞
[00:03:16.000 --> 00:03:18.000]  仍然去接受福音
[00:03:18.000 --> 00:03:21.000]  接受神話語的造就
[00:03:21.000 --> 00:03:22.000]  按我們所知道
[00:03:22.000 --> 00:03:25.000]  當保羅四處傳福音的時候
[00:03:25.000 --> 00:03:29.000]  有一些猶太人真的做了很多搞亂的功夫
[00:03:29.000 --> 00:03:32.000]  使得保羅傳得非常艱難
[00:03:32.000 --> 00:03:34.000]  搞擾他們
[00:03:34.000 --> 00:03:38.000]  但是當貼薩羅尼加的頂姐妹知道之後
[00:03:38.000 --> 00:03:40.000]  他們沒有因為這樣的緣故
[00:03:40.000 --> 00:03:43.000]  就不去回應神的吩咐
[00:03:43.000 --> 00:03:44.000]  神的教導
[00:03:44.000 --> 00:03:48.000]  所以他們就這樣去願意繼續接受真理
[00:03:48.000 --> 00:03:49.000]  去信福音
[00:03:49.000 --> 00:03:50.000]  信耶穌基督
[00:03:50.000 --> 00:03:52.000]  所以在第九節那裡
[00:03:52.000 --> 00:03:54.000]  保羅就很清楚地告訴我們
[00:03:54.000 --> 00:03:57.000]  他們是怎樣離棄偶像
[00:03:57.000 --> 00:04:00.000]  和去服侍又真又活的神
[00:04:00.000 --> 00:04:02.000]  離棄偶像
[00:04:02.000 --> 00:04:05.000]  接受那位又真又活的神
[00:04:05.000 --> 00:04:07.000]  怎樣艱難都好
[00:04:07.000 --> 00:04:08.000]  抓緊上帝
[00:04:08.000 --> 00:04:09.000]  信靠上帝
[00:04:09.000 --> 00:04:11.000]  是最重要的事
[00:04:11.000 --> 00:04:12.000]  所以我們看到
[00:04:12.000 --> 00:04:15.000]  他們就是一個很好的見證
[00:04:15.000 --> 00:04:17.000]  教會是這樣
[00:04:17.000 --> 00:04:19.000]  但是當我們繼續思想的時候
[00:04:19.000 --> 00:04:22.000]  我們發現不單止是這樣
[00:04:22.000 --> 00:04:24.000]  更加值得我們留意的
[00:04:24.000 --> 00:04:26.000]  就是不單止他們接受福音
[00:04:26.000 --> 00:04:31.000]  並且福音是從他那裡傳出去
[00:04:31.000 --> 00:04:34.000]  傳出去
[00:04:34.000 --> 00:04:37.000]  在第八節那裡
[00:04:37.000 --> 00:04:42.000]  因為主的道從你們那裡已經傳揚出來
[00:04:42.000 --> 00:04:46.000]  你們向神的信心不但在馬其頓和阿該亞
[00:04:46.000 --> 00:04:50.000]  就是在各處也都傳開了
[00:04:50.000 --> 00:04:52.000]  很清楚
[00:04:52.000 --> 00:04:54.000]  第六節說到他們是受福音
[00:04:54.000 --> 00:04:56.000]  去接受真理、真道
[00:04:56.000 --> 00:04:58.000]  但是不是停在那裡
[00:04:58.000 --> 00:05:00.000]  保羅繼續說
[00:05:00.000 --> 00:05:04.000]  福音是從你那裡傳揚開去
[00:05:04.000 --> 00:05:06.000]  是傳揚開去的
[00:05:06.000 --> 00:05:07.000]  換句話說
[00:05:07.000 --> 00:05:10.000]  他們很想將福音帶到
[00:05:10.000 --> 00:05:12.000]  貼薩羅尼加城裡面
[00:05:12.000 --> 00:05:13.000]  其他的人知道
[00:05:13.000 --> 00:05:17.000]  不是將它局限在教會這個群體裡面
[00:05:17.000 --> 00:05:19.000]  原來在教會群體之外
[00:05:19.000 --> 00:05:21.000]  在城裡面還有很多人
[00:05:21.000 --> 00:05:23.000]  未認識福音
[00:05:23.000 --> 00:05:25.000]  所以他們說我們要帶出去
