
[00:00:00.000 --> 00:00:05.000]  在狄更詩的《雙城記》,這個引言經常被引用
[00:00:05.000 --> 00:00:10.000]  我想大家也有聽過,無論在立法會,在港台也有說過
[00:00:10.000 --> 00:00:14.000]  哪是最美好的時代,哪是最糟糕的時代
[00:00:14.000 --> 00:00:17.000]  哪是智慧的年頭,哪是愚昧的年頭
[00:00:17.000 --> 00:00:21.000]  哪是信靠的時期,哪是懷疑的時期
[00:00:21.000 --> 00:00:24.000]  哪是光明的季節,哪是黑暗的季節
[00:00:24.000 --> 00:00:28.000]  哪是希望的春天,哪是失望的冬天
[00:00:28.000 --> 00:00:32.000]  我們擁有一切,我們一無所有
[00:00:32.000 --> 00:00:35.000]  狄更詩的引言成為經典
[00:00:35.000 --> 00:00:40.000]  將這個世界的兩極化重點地點題了出來
[00:00:40.000 --> 00:00:44.000]  有時候我們基督徒的人生是非常喜樂的
[00:00:44.000 --> 00:00:47.000]  就是喜和樂那種
[00:00:47.000 --> 00:00:50.000]  有時候走中間路線沒什麼看
[00:00:50.000 --> 00:00:53.000]  或者俗一點說就是沒什麼料到
[00:00:53.000 --> 00:00:56.000]  因為你就很興奮,感謝主
[00:00:56.000 --> 00:00:59.000]  因為你很失落的時候,就倚靠主
[00:00:59.000 --> 00:01:02.000]  但是在中間路線,或者平日的時候
[00:01:02.000 --> 00:01:08.000]  我們怎樣去把持著,上帝讓我們走這條路呢?
[00:01:08.000 --> 00:01:12.000]  狄更詩的引言稍稍像傳道書
[00:01:12.000 --> 00:01:15.000]  傳道書這樣說:生有時,死有時
[00:01:15.000 --> 00:01:20.000]  不出所哉,縱有時,懷抱有時,不懷抱也有時
[00:01:20.000 --> 00:01:24.000]  《約翰福音》在第一章的引言裡面
[00:01:24.000 --> 00:01:27.000]  都講到有關乎生命的書信
[00:01:27.000 --> 00:01:31.000]  是講生命,不是講生活
[00:01:31.000 --> 00:01:35.000]  但是很多時候,我們的信仰只是注重於生活
[00:01:35.000 --> 00:01:36.000]  多於生命
[00:01:36.000 --> 00:01:41.000]  生命的東西是透過我們平時怎樣去生活
[00:01:41.000 --> 00:01:46.000]  慢慢去讓我們的生命有一種成長
[00:01:46.000 --> 00:01:48.000]  慢慢地去孕育出來
[00:01:48.000 --> 00:01:53.000]  所以我們知道,道成肉身的耶穌來到這裡的中間
[00:01:53.000 --> 00:01:57.000]  是透過生活將祂的生命彰顯給我們看
[00:01:57.000 --> 00:02:05.000]  我個人性格是挺喜歡語不驚人,死不休
[00:02:05.000 --> 00:02:11.000]  所以那些講道命題,都是搞花樣
[00:02:11.000 --> 00:02:15.000]  裝作有事,其實我是沒什麼實力
[00:02:15.000 --> 00:02:20.000]  一起這個題目的時候,就又收WhatsApp
[00:02:20.000 --> 00:02:24.000]  有些人又特意來打電話,問我阿Sam你說什麼
[00:02:24.000 --> 00:02:27.000]  所以由今天開始,至此之後
[00:02:27.000 --> 00:02:31.000]  我都是做一個實而不華的人
[00:02:31.000 --> 00:02:35.000]  究竟信仰三友和耶穌基督有什麼關係?
[00:02:35.000 --> 00:02:40.000]  其實就是在講三種植物,就是松竹梅的意思
[00:02:40.000 --> 00:02:44.000]  就是說到了冬天的時候,你會看到松柏都是常青的
[00:02:44.000 --> 00:02:46.000]  就好像常青區一樣
[00:02:46.000 --> 00:02:49.000]  到了冬天的時候,你看到那些竹
[00:02:49.000 --> 00:02:53.000]  它是很心虛的,不是胸心的意思
[00:02:53.000 --> 00:02:56.000]  就是說很謙虛,謙謙君子
[00:02:56.000 --> 00:02:59.000]  所以視為竹林七彥
[00:02:59.000 --> 00:03:02.000]  在竹裡面有一種君子的態度
[00:03:02.000 --> 00:03:07.000]  遇到困難不會改變,不會有損它那種氣節
[00:03:07.000 --> 00:03:09.000]  不是節氣
[00:03:09.000 --> 00:03:14.000]  另外你會看到,或者你經常會回到這首詩
[00:03:14.000 --> 00:03:19.000]  不是一番寒鶴骨,焉得梅花,不是桃花
[00:03:19.000 --> 00:03:23.000]  桃花就人面飛,焉得梅花撲鼻香
[00:03:23.000 --> 00:03:26.000]  意思就是說,遇到困難的時候
[00:03:26.000 --> 00:03:30.000]  你怎樣將你自己內裡的生命散發出來
[00:03:30.000 --> 00:03:33.000]  就是說,道成肉身的耶穌基督
[00:03:33.000 --> 00:03:36.000]  祂來到這個充滿罪惡的世界
[00:03:36.000 --> 00:03:40.000]  祂怎樣將自己的內心,那種香氣
[00:03:40.000 --> 00:03:48.000]  那種氣節,祂那種常青的心態去表現出來
[00:03:48.000 --> 00:03:52.000]  最困難的時期,或者最美好的時期
[00:03:52.000 --> 00:03:58.000]  都絕不動搖祂自己半點的一些特質
[00:03:58.000 --> 00:04:01.000]  有時候當遇見苦難的時候
[00:04:01.000 --> 00:04:04.000]  默想主耶穌基督這種特質
[00:04:04.000 --> 00:04:07.000]  可以帶給我們一點安慰
[00:04:07.000 --> 00:04:10.000]  過了一個星期,香港遇到很多的苦難
[00:04:10.000 --> 00:04:15.000]  或者這個世界因為英國脫歐的緣故
[00:04:15.000 --> 00:04:17.000]  我們都想很多很多的東西
[00:04:17.000 --> 00:04:19.000]  或者你會覺得很喜樂
[00:04:19.000 --> 00:04:21.000]  因為這個最苦難的時期
[00:04:21.000 --> 00:04:23.000]  亦都是一個最喜樂的時期
[00:04:23.000 --> 00:04:24.000]  因為為什麼呢?
[00:04:24.000 --> 00:04:26.000]  廣福堂很多人在英國讀書
[00:04:26.000 --> 00:04:31.000]  英鎊由11變成9.3或者更低的時候
[00:04:31.000 --> 00:04:34.000]  在博丁學校就非常開心
[00:04:34.000 --> 00:04:37.000]  但有時候可能這些只是一剎那的光輝
[00:04:37.000 --> 00:04:38.000]  不是永恆的
[00:04:38.000 --> 00:04:40.000]  它始終都會上去的時候
[00:04:40.000 --> 00:04:43.000]  究竟上去的時候我們要怎樣看呢?
[00:04:43.000 --> 00:04:45.000]  怎樣去自處呢?
[00:04:45.000 --> 00:04:49.000]  我們看第一點
[00:04:49.000 --> 00:04:54.000]  我們看七章第37節至第39節
[00:04:54.000 --> 00:04:56.000]  我們看第一點
[00:04:56.000 --> 00:04:59.000]  耶穌基督那種活水光學如何湧流在祂的生命裏
[00:04:59.000 --> 00:05:00.000]  請聽我讀
[00:05:00.000 --> 00:05:03.000]  「節期的末日就是最大之日」
[00:05:03.000 --> 00:05:05.000]  「耶穌站著高聲說」
[00:05:05.000 --> 00:05:08.000]  「人若渴了可以到我這裡來」
[00:05:08.000 --> 00:05:10.000]  「信我的人就如經上所說」
[00:05:10.000 --> 00:05:15.000]  「從祂腹中要流出活水的光何來」
[00:05:15.000 --> 00:05:20.000]  很簡單我們了解《約翰福音》這本書
[00:05:20.000 --> 00:05:22.000]  可以分為兩大部分
[00:05:22.000 --> 00:05:24.000]  第一部分就是神蹟之書
[00:05:24.000 --> 00:05:27.000]  我們要知道是透過不同的神蹟
[00:05:27.000 --> 00:05:31.000]  去凸顯耶穌基督的宣告和特質
[00:05:31.000 --> 00:05:33.000]  接著就是榮耀之書
[00:05:33.000 --> 00:05:36.000]  告訴我們耶穌基督受苦的時候
[00:05:36.000 --> 00:05:42.000]  如何透過受苦之前和門徒相處相交
[00:05:42.000 --> 00:05:46.000]  讓門徒可以得到更多生命的真諦
[00:05:46.000 --> 00:05:48.000]  這裡提到活水
[00:05:48.000 --> 00:05:52.000]  活水這個表徵
[00:05:52.000 --> 00:05:55.000]  這個標誌是由第一章開始
[00:05:55.000 --> 00:05:59.000]  第二章、第三章一直講述
[00:05:59.000 --> 00:06:01.000]  譬如我們看到第二章的時候
[00:06:01.000 --> 00:06:03.000]  當耶穌基督去到加拿大婚宴
[00:06:03.000 --> 00:06:05.000]  祂施行水變就有了神蹟
[00:06:05.000 --> 00:06:08.000]  接著就和祂的媽媽瑪麗亞說
[00:06:08.000 --> 00:06:10.000]  「夫人我的時候還沒有到」
[00:06:10.000 --> 00:06:13.000]  其實是在說水那種改變
[00:06:13.000 --> 00:06:16.000]  讓人可以得到生命那種喜樂
[00:06:16.000 --> 00:06:18.000]  到了第三章的時候
[00:06:18.000 --> 00:06:20.000]  祂遇到尼哥底姆
[00:06:20.000 --> 00:06:21.000]  又是講水的
[00:06:21.000 --> 00:06:24.000]  祂發覺人要回到母腹之後
[00:06:24.000 --> 00:06:26.000]  再重新再一次出來
[00:06:26.000 --> 00:06:29.000]  這裡說的是生命的重生
[00:06:29.000 --> 00:06:31.000]  到了第四章的時候
[00:06:31.000 --> 00:06:33.000]  去到瑟瑪麗亞和這個婦人談到的時候
[00:06:33.000 --> 00:06:35.000]  又是講水
[00:06:35.000 --> 00:06:38.000]  你會發覺耶穌有很多水
[00:06:38.000 --> 00:06:41.000]  當我們去到第五章的時候
[00:06:41.000 --> 00:06:43.000]  北風一轉就講到節旗
[00:06:43.000 --> 00:06:45.000]  完了節旗之後
[00:06:45.000 --> 00:06:47.000]  發覺耶穌和那些人
[00:06:47.000 --> 00:06:50.000]  那些法利錯人思想節旗是完全不同的
[00:06:50.000 --> 00:06:55.000]  他們覺得節旗只不過是一種行常的工作
[00:06:55.000 --> 00:06:57.000]  但是耶穌基督來到
[00:06:57.000 --> 00:07:00.000]  是要更新他們對節旗的看法
[00:07:00.000 --> 00:07:02.000]  也在這裡
[00:07:02.000 --> 00:07:04.000]  到了第七章的時候
[00:07:04.000 --> 00:07:06.000]  也要更新他們對基督的看法
[00:07:06.000 --> 00:07:10.000]  第一點我想和大家思想的就是活水
[00:07:10.000 --> 00:07:12.000]  當我們想到活水的時候
[00:07:12.000 --> 00:07:13.000]  想到什麼呢?
[00:07:13.000 --> 00:07:14.000]  很簡單
[00:07:14.000 --> 00:07:19.000]  我們經常都很錯誤地去引述一句話
[00:07:19.000 --> 00:07:22.000]  就是「生命影響生命」
[00:07:22.000 --> 00:07:24.000]  生命怎樣影響生命呢?
[00:07:24.000 --> 00:07:26.000]  如果那個人生命很好
[00:07:26.000 --> 00:07:27.000]  你會覺得羨慕
[00:07:27.000 --> 00:07:29.000]  你覺得那個人生命很壞
[00:07:29.000 --> 00:07:31.000]  你會覺得我不跟隨他
[00:07:31.000 --> 00:07:35.000]  只不過是讓你多一分的選擇
[00:07:35.000 --> 00:07:39.000]  但是難道你的生命可以傳染給別人嗎?
[00:07:39.000 --> 00:07:40.000]  No
[00:07:40.000 --> 00:07:41.000]  不會的
[00:07:41.000 --> 00:07:42.000]  在我的人生裡
[00:07:42.000 --> 00:07:45.000]  我遇過很多很多生命很好的人
[00:07:45.000 --> 00:07:48.000]  也遇過很多為數不少
[00:07:48.000 --> 00:07:50.000]  生命很差的人
[00:07:50.000 --> 00:07:52.000]  我不會因為他生命很差
[00:07:52.000 --> 00:07:54.000]  而不會回教會
