
[00:00:00.000 --> 00:00:03.000]  馬太福音第25章
[00:00:03.000 --> 00:00:07.000]  綿羊和山羊的故事真的挺長的
[00:00:07.000 --> 00:00:10.000]  不過其實這個故事也不是最長
[00:00:10.000 --> 00:00:12.000]  為什麼呢
[00:00:12.000 --> 00:00:16.000]  因為主耶穌說到末世的預言
[00:00:16.000 --> 00:00:19.000]  耶穌說到祂回來的時候的情況
[00:00:19.000 --> 00:00:24.000]  其實不是由25章31節開始
[00:00:24.000 --> 00:00:26.000]  其實由馬太福音第24章
[00:00:26.000 --> 00:00:28.000]  第25章兩章聖經
[00:00:28.000 --> 00:00:32.000]  全部都是說這一類的事情
[00:00:32.000 --> 00:00:35.000]  主耶穌在24章之前
[00:00:35.000 --> 00:00:38.000]  和一群法利賽人、薩都哥人
[00:00:38.000 --> 00:00:43.000]  他們一群的權貴辯論
[00:00:43.000 --> 00:00:46.000]  辯論完之後第24章
[00:00:46.000 --> 00:00:48.000]  聖經記載耶穌出了聖殿
[00:00:48.000 --> 00:00:49.000]  正離開的時候
[00:00:49.000 --> 00:00:51.000]  門徒進前來
[00:00:51.000 --> 00:00:53.000]  將聖殿的建築指給耶穌看
[00:00:53.000 --> 00:00:55.000]  那耶穌開始說了
[00:00:55.000 --> 00:00:58.000]  開始預言聖殿將會被毀
[00:00:58.000 --> 00:01:00.000]  然後開始預言
[00:01:00.000 --> 00:01:05.000]  當人質再回來的時候的情況是如何
[00:01:05.000 --> 00:01:08.000]  說到很多人質要再回來
[00:01:08.000 --> 00:01:11.000]  天國在世要完全實現
[00:01:11.000 --> 00:01:14.000]  神永遠掌權的時候
[00:01:14.000 --> 00:01:16.000]  之前會出現什麼樣的現象
[00:01:16.000 --> 00:01:17.000]  民要攻打民
[00:01:17.000 --> 00:01:18.000]  國要攻打國
[00:01:18.000 --> 00:01:22.000]  一輪一堆的現象
[00:01:22.000 --> 00:01:26.000]  接著到24章第36節開始
[00:01:26.000 --> 00:01:28.000]  主耶穌開始說到
[00:01:28.000 --> 00:01:30.000]  所有屬於祂的人
[00:01:30.000 --> 00:01:32.000]  要怎麼選
[00:01:32.000 --> 00:01:33.000]  要怎麼做
[00:01:33.000 --> 00:01:37.000]  於是就有五大段
[00:01:37.000 --> 00:01:40.000]  大家可以看螢光幕
[00:01:40.000 --> 00:01:44.000]  第一大段是24章的36到44節
[00:01:44.000 --> 00:01:47.000]  主耶穌說我們要警醒
[00:01:47.000 --> 00:01:50.000]  因為神的國隨時來臨
[00:01:50.000 --> 00:01:52.000]  主耶穌隨時要再回來
[00:01:52.000 --> 00:01:55.000]  所以我們要常作準備
[00:01:55.000 --> 00:01:58.000]  接著24章45到61節
[00:01:58.000 --> 00:02:01.000]  主耶穌說了一個比喻
[00:02:01.000 --> 00:02:04.000]  主耶穌說了一個比喻
[00:02:04.000 --> 00:02:06.000]  有一個家主
[00:02:06.000 --> 00:02:09.000]  他將很多的東西
[00:02:09.000 --> 00:02:11.000]  分給那些僕人
[00:02:11.000 --> 00:02:14.000]  分派給他管理自己的家僕
[00:02:14.000 --> 00:02:19.000]  那些僕人如果按時候分糧的時候
[00:02:19.000 --> 00:02:22.000]  家主回來的時候
[00:02:22.000 --> 00:02:25.000]  就會稱讚他
[00:02:25.000 --> 00:02:28.000]  即使主人託付管理
[00:02:28.000 --> 00:02:32.000]  按時候分給有需要的人
[00:02:32.000 --> 00:02:34.000]  那個人就有福了
[00:02:34.000 --> 00:02:39.000]  接著25章第1到13節
[00:02:39.000 --> 00:02:41.000]  說到另一個比喻
[00:02:41.000 --> 00:02:42.000]  就是十個同類的比喻
[00:02:42.000 --> 00:02:44.000]  大家都很熟悉
[00:02:44.000 --> 00:02:45.000]  十個同類的比喻
[00:02:45.000 --> 00:02:47.000]  其實主要是說一件事
[00:02:47.000 --> 00:02:49.000]  就是我們要隨時警醒等候
[00:02:49.000 --> 00:02:51.000]  因為我們不知道主何時回來
[00:02:51.000 --> 00:02:54.000]  有準備的隨時可以迎接新郎
[00:02:54.000 --> 00:02:58.000]  不怕新郎遲了也不怕
[00:02:58.000 --> 00:03:00.000]  但是沒有準備的
[00:03:00.000 --> 00:03:05.000]  就不能與新郎新娘在一起
[00:03:05.000 --> 00:03:08.000]  接著25章14到30節
[00:03:08.000 --> 00:03:10.000]  主耶穌也說了另一個比喻
[00:03:10.000 --> 00:03:12.000]  大家都很熟悉
[00:03:12.000 --> 00:03:13.000]  五千兩銀子
[00:03:13.000 --> 00:03:14.000]  二千兩銀子
[00:03:14.000 --> 00:03:16.000]  一千兩銀子的比喻
[00:03:16.000 --> 00:03:20.000]  僕人按財綱受託去管理
[00:03:20.000 --> 00:03:23.000]  忠心努力的得加倍的獎賞
[00:03:23.000 --> 00:03:27.000]  否則必被雕在黑暗裡哀哭
[00:03:27.000 --> 00:03:29.000]  接著來到今天這段
[00:03:29.000 --> 00:03:31.000]  31節到46節
[00:03:31.000 --> 00:03:32.000]  就是人子降臨的時候
[00:03:32.000 --> 00:03:34.000]  要以我們對待別人的態度
[00:03:34.000 --> 00:03:39.000]  來判別我們可不可以進天國
[00:03:39.000 --> 00:03:45.000]  第24章中間開始來到這裡
[00:03:45.000 --> 00:03:47.000]  其實中間在說什麼
[00:03:47.000 --> 00:03:50.000]  主耶穌連續說了五段
[00:03:50.000 --> 00:03:52.000]  小小的總結
[00:03:52.000 --> 00:03:54.000]  第一件事
[00:03:54.000 --> 00:03:57.000]  主耶穌說他一定再回來
[00:03:57.000 --> 00:03:58.000]  今天是敬文
[00:03:58.000 --> 00:04:00.000]  當人子在他榮耀裡面
[00:04:00.000 --> 00:04:02.000]  和眾天使來臨的時候
[00:04:02.000 --> 00:04:04.000]  要坐在他榮耀的寶座上
[00:04:04.000 --> 00:04:05.000]  第34節
[00:04:05.000 --> 00:04:09.000]  於是王要向他右邊的人說
[00:04:09.000 --> 00:04:10.000]  人子再回來的時候
[00:04:10.000 --> 00:04:11.000]  主耶穌再回來
[00:04:11.000 --> 00:04:12.000]  我們所認得的
[00:04:12.000 --> 00:04:14.000]  我們知道這個是創造天地的主
[00:04:14.000 --> 00:04:17.000]  但這個也是我們救贖的主
[00:04:17.000 --> 00:04:19.000]  一個道成肉身的主
[00:04:19.000 --> 00:04:21.000]  但那個時候他有另一個身份
[00:04:21.000 --> 00:04:23.000]  一個王者的身份
[00:04:23.000 --> 00:04:26.000]  王要向他右邊的人說
[00:04:26.000 --> 00:04:29.000]  並且向哪些人說呢
[00:04:29.000 --> 00:04:33.000]  萬民都要聚集在他面前
[00:04:33.000 --> 00:04:35.000]  萬民所有的人
[00:04:35.000 --> 00:04:37.000]  不是單單以色列人
[00:04:37.000 --> 00:04:39.000]  不是單單中國人
[00:04:39.000 --> 00:04:40.000]  每一種語言
[00:04:40.000 --> 00:04:42.000]  每一種民族的人
[00:04:42.000 --> 00:04:44.000]  屬於他的人
[00:04:44.000 --> 00:04:47.000]  都要在他的面前
[00:04:47.000 --> 00:04:50.000]  人人有份
[00:04:50.000 --> 00:04:52.000]  之前的五段
[00:04:52.000 --> 00:04:54.000]  加上今天的二五段
[00:04:54.000 --> 00:04:55.000]  說到第一件事
[00:04:55.000 --> 00:04:58.000]  我們要隨時準備
[00:04:58.000 --> 00:04:59.000]  他隨時再回來
[00:04:59.000 --> 00:05:02.000]  什麼叫隨時再回來
[00:05:02.000 --> 00:05:03.000]  就是我們想不到的時候
[00:05:03.000 --> 00:05:05.000]  很突然的時候
[00:05:05.000 --> 00:05:07.000]  我們想不到他再回來的時候
[00:05:07.000 --> 00:05:08.000]  天國會突然間
[00:05:08.000 --> 00:05:10.000]  完完全全的實現
[00:05:10.000 --> 00:05:12.000]  這是第一點
[00:05:12.000 --> 00:05:13.000]  所以為什麼主耶穌不斷說
[00:05:13.000 --> 00:05:15.000]  我們是時常的警醒
[00:05:15.000 --> 00:05:17.000]  第二點
[00:05:17.000 --> 00:05:19.000]  神給了我們管理的職份
[00:05:19.000 --> 00:05:21.000]  在法國五大段裡面
[00:05:21.000 --> 00:05:24.000]  有兩段是說到管理的
[00:05:24.000 --> 00:05:26.000]  就是說
[00:05:26.000 --> 00:05:28.000]  我們所有的都是屬於神的
[00:05:28.000 --> 00:05:31.000]  我們只不過是管家
[00:05:31.000 --> 00:05:33.000]  如果我們是管家
