
[00:00:00.000 --> 00:00:02.000]  奉指名問候 弟兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  奉主的名 問候弟兄姊妹安
[00:00:04.000 --> 00:00:06.000]  各位弟兄姊妹
[00:00:06.000 --> 00:00:08.000]  我們今天和大家一路來到
[00:00:08.000 --> 00:00:11.000]  研讀獵王記下第八章
[00:00:11.000 --> 00:00:14.000]  我們一路來研讀獵王記下第八章
[00:00:14.000 --> 00:00:16.000]  所謂八章七到十五節
[00:00:16.000 --> 00:00:18.000]  今天是祈禱十五節
[00:00:18.000 --> 00:00:19.000]  我的題目是
[00:00:19.000 --> 00:00:23.000]  以利沙不以完成大馬士革的任務為樂趣
[00:00:23.000 --> 00:00:24.000]  題目是
[00:00:24.000 --> 00:00:27.000]  以利沙不以完成大馬士革的任務為樂趣
[00:00:27.000 --> 00:00:31.000]  我和大家一路讀就是講以利沙的事跡
[00:00:31.000 --> 00:00:34.000]  我們一路在研讀是以利沙的故事
[00:00:34.000 --> 00:00:36.000]  但今天就看到以利沙的感情
[00:00:36.000 --> 00:00:39.000]  今天就看到以利沙的感情
[00:00:39.000 --> 00:00:41.000]  好 大綱大家在上面
[00:00:41.000 --> 00:00:42.000]  等一下我還要來提
[00:00:42.000 --> 00:00:45.000]  現在我就講幾句開場的說話
[00:00:45.000 --> 00:00:48.000]  我們先開始講幾個開頭的話
[00:00:48.000 --> 00:00:51.000]  獵王記下第二章至第九章
[00:00:51.000 --> 00:00:54.000]  是記載了很多事
[00:00:54.000 --> 00:00:57.000]  很多事但有很多是有關以利沙事跡的
[00:00:57.000 --> 00:01:00.000]  獵王記下第二章至第九章
[00:01:00.000 --> 00:01:02.000]  記載了有關以利沙的很多事跡
[00:01:02.000 --> 00:01:04.000]  以利沙一路的工作
[00:01:04.000 --> 00:01:06.000]  以利沙一路的工作
[00:01:06.000 --> 00:01:09.000]  是有上帝的話一路引導的
[00:01:09.000 --> 00:01:11.000]  有上帝的話一路引導他
[00:01:11.000 --> 00:01:14.000]  我們今天經過八章七節
[00:01:14.000 --> 00:01:17.000]  我們由二章讀到八章六節為止
[00:01:17.000 --> 00:01:20.000]  從開始到二章到六章為止
[00:01:20.000 --> 00:01:23.000]  我們見到以利沙是一個甚麼人
[00:01:23.000 --> 00:01:26.000]  以利沙是甚麼樣的人呢
[00:01:26.000 --> 00:01:28.000]  Miracle Worker
[00:01:28.000 --> 00:01:30.000]  行神蹟的人
[00:01:30.000 --> 00:01:32.000]  行神蹟的人
[00:01:32.000 --> 00:01:34.000]  但是現在八章六節之後
[00:01:34.000 --> 00:01:36.000]  但是八章六節之後
[00:01:36.000 --> 00:01:37.000]  有多兩段記載
[00:01:37.000 --> 00:01:39.000]  有兩段記載
[00:01:39.000 --> 00:01:41.000]  我們看到多了一個身份
[00:01:41.000 --> 00:01:43.000]  他又多了一個身份
[00:01:43.000 --> 00:01:44.000]  是甚麼身份呢
[00:01:44.000 --> 00:01:46.000]  是甚麼呢
[00:01:46.000 --> 00:01:47.000]  做王者
[00:01:47.000 --> 00:01:48.000]  他要做王者
[00:01:48.000 --> 00:01:50.000]  先派無先是不是做了
[00:01:50.000 --> 00:01:53.000]  叫做王者
[00:01:53.000 --> 00:01:56.000]  政策是做的
[00:01:56.000 --> 00:01:57.000]  做王者
[00:01:57.000 --> 00:01:59.000]  現在有一個巨集叫做做王者
[00:01:59.000 --> 00:02:01.000]  即是他叫了誰呢
[00:02:01.000 --> 00:02:03.000]  接下來是誰呢
[00:02:03.000 --> 00:02:05.000]  他叫誰或是祝福誰呢
[00:02:05.000 --> 00:02:06.000]  那個人就做王帝了
[00:02:06.000 --> 00:02:08.000]  他祝福哪一個
[00:02:08.000 --> 00:02:09.000]  那個人就是王者
[00:02:09.000 --> 00:02:10.000]  做王者
[00:02:10.000 --> 00:02:15.000]  做王者
[00:02:15.000 --> 00:02:18.000]  造王者
[00:02:18.000 --> 00:02:21.000]  King Maker
[00:02:21.000 --> 00:02:23.000]  You make somebody a king
[00:02:23.000 --> 00:02:26.000]  造王者
[00:02:26.000 --> 00:02:28.000]  各位電影姐妹
[00:02:28.000 --> 00:02:32.000]  當我們想到有做王者的人是誰呢
[00:02:32.000 --> 00:02:34.000]  我們現在有做王者是哪一個呢
[00:02:34.000 --> 00:02:35.000]  之前呢
[00:02:35.000 --> 00:02:36.000]  薩姆爾是不是
[00:02:36.000 --> 00:02:38.000]  之前有薩姆爾
[00:02:38.000 --> 00:02:40.000]  薩姆爾使到哪兩個人做王
[00:02:40.000 --> 00:02:43.000]  薩姆爾是哪兩個人做了王呢
[00:02:43.000 --> 00:02:44.000]  蘇羅
[00:02:44.000 --> 00:02:45.000]  早羅
[00:02:45.000 --> 00:02:46.000]  大衛
[00:02:46.000 --> 00:02:47.000]  大衛
[00:02:47.000 --> 00:02:51.000]  伊麗莎的級別呢
[00:02:51.000 --> 00:02:54.000]  現在到了什麼樣的水平呢
[00:02:54.000 --> 00:02:56.000]  薩姆爾
[00:02:56.000 --> 00:02:57.000]  有沒有想過呢
[00:02:57.000 --> 00:02:59.000]  不是小兒科
[00:02:59.000 --> 00:03:01.000]  這不是小兒科
[00:03:01.000 --> 00:03:02.000]  各位電影姐妹
[00:03:02.000 --> 00:03:03.000]  讀聖經呢
[00:03:03.000 --> 00:03:05.000]  我們讀到一些東西的時候呢
[00:03:05.000 --> 00:03:08.000]  聖經就寫了很多東西在後面給我們讀書的
[00:03:08.000 --> 00:03:10.000]  聖經後面講了很多的背景
[00:03:10.000 --> 00:03:14.000]  那他現在是幫誰做人做王呢
[00:03:14.000 --> 00:03:17.000]  這次是在阿蘭國
[00:03:17.000 --> 00:03:19.000]  他這次是幫誰來做王呢
[00:03:19.000 --> 00:03:20.000]  是阿蘭國
[00:03:20.000 --> 00:03:22.000]  阿蘭國是古名稱
[00:03:22.000 --> 00:03:24.000]  阿蘭國是一個古國
[00:03:24.000 --> 00:03:26.000]  他今天的名稱叫敘利亞
[00:03:26.000 --> 00:03:29.000]  今天的叫敘利亞
[00:03:29.000 --> 00:03:31.000]  敘利亞你每天都看到新聞的
[00:03:31.000 --> 00:03:34.000]  敘利亞經常在新聞上出現
[00:03:34.000 --> 00:03:36.000]  叫Syria
[00:03:36.000 --> 00:03:37.000]  Syria
[00:03:37.000 --> 00:03:38.000]  敘利亞
[00:03:38.000 --> 00:03:39.000]  敘利亞
[00:03:39.000 --> 00:03:40.000]  奧巴馬呢
[00:03:40.000 --> 00:03:41.000]  總統
[00:03:41.000 --> 00:03:42.000]  美國總統
[00:03:42.000 --> 00:03:43.000]  你說在他面前叫敘利亞
[00:03:43.000 --> 00:03:45.000]  他馬上就醒了
[00:03:45.000 --> 00:03:47.000]  如果你在奧巴馬面前說敘利亞
[00:03:47.000 --> 00:03:48.000]  他會馬上
[00:03:48.000 --> 00:03:49.000]  因為上個月呢
[00:03:49.000 --> 00:03:53.000]  我看到他一路為了要怎麼懲罰阿薩
[00:03:53.000 --> 00:03:55.000]  一路很沒空是不是
[00:03:55.000 --> 00:03:57.000]  上個月呢
[00:03:57.000 --> 00:04:00.000]  奧巴馬一路都沒有空
[00:04:00.000 --> 00:04:04.000]  經常都想聯合國很多人幫他一起
[00:04:04.000 --> 00:04:06.000]  怎麼去懲罰這個阿薩
[00:04:06.000 --> 00:04:08.000]  因為阿薩在8月21號
[00:04:08.000 --> 00:04:12.000]  用毒氣毒死了很多他的自己人
[00:04:12.000 --> 00:04:17.000]  而自己人當中有幾百個是小孩
[00:04:17.000 --> 00:04:19.000]  所以奧巴馬很生氣
[00:04:19.000 --> 00:04:21.000]  所以奧巴馬很生氣
[00:04:21.000 --> 00:04:22.000]  OK
[00:04:22.000 --> 00:04:23.000]  好
[00:04:23.000 --> 00:04:24.000]  這個題外話
[00:04:24.000 --> 00:04:27.000]  就是以敘利亞是不應該陌生的
[00:04:27.000 --> 00:04:29.000]  敘利亞對大家來講不是陌生的
[00:04:29.000 --> 00:04:33.000]  原來三千年前呢
[00:04:33.000 --> 00:04:36.000]  以利沙已經踏足在大馬事隔
[00:04:36.000 --> 00:04:37.000]  三千年前呢
[00:04:37.000 --> 00:04:39.000]  以利沙已經在了大馬事隔
[00:04:39.000 --> 00:04:42.000]  Damascus
[00:04:42.000 --> 00:04:43.000]  大馬事隔
[00:04:43.000 --> 00:04:45.000]  聖經翻譯叫大馬式
[00:04:45.000 --> 00:04:46.000]  聖經也叫大馬式
[00:04:46.000 --> 00:04:47.000]  今天呢
[00:04:47.000 --> 00:04:48.000]  中文翻譯叫大馬事隔
[00:04:48.000 --> 00:04:50.000]  是同一個地方來的
[00:04:50.000 --> 00:04:52.000]  現在又稱為大馬事隔是同一個地方
[00:04:52.000 --> 00:04:54.000]  大馬事隔這個地方很重要
[00:04:54.000 --> 00:04:56.000]  這個地方很重要
[00:04:56.000 --> 00:04:57.000]  保羅在哪裡盲啊
[00:04:57.000 --> 00:04:59.000]  保羅在什麼地方演唱
[00:04:59.000 --> 00:05:02.000]  在去拜馬事隔的途中
[00:05:02.000 --> 00:05:04.000]  是不是眼盲了
[00:05:04.000 --> 00:05:06.000]  是在去大馬事隔的路上
[00:05:06.000 --> 00:05:10.000]  這個國家和聖經很有關係
[00:05:10.000 --> 00:05:12.000]  這個國家在聖經上很有關係
[00:05:12.000 --> 00:05:14.000]  我只是提高你的興趣
[00:05:14.000 --> 00:05:19.000]  他在大馬事隔幫一個人做了王
[00:05:19.000 --> 00:05:22.000]  他在大馬事隔幫一個人成為了王
[00:05:22.000 --> 00:05:25.000]  這個就是今天我講到的內容
[00:05:25.000 --> 00:05:27.000]  以後呢
[00:05:27.000 --> 00:05:29.000]  第九章一到十三節呢
[00:05:29.000 --> 00:05:30.000]  在以後呢
[00:05:30.000 --> 00:05:32.000]  九章到十三節
[00:05:32.000 --> 00:05:34.000]  他又在以色列做了王
[00:05:34.000 --> 00:05:36.000]  他又在以色列做了王
[00:05:36.000 --> 00:05:38.000]  就是幫一個人做了王
[00:05:38.000 --> 00:05:40.000]  他又幫助另外一個人做了王
[00:05:40.000 --> 00:05:41.000]  這個就叫做耶護
[00:05:41.000 --> 00:05:42.000]  這是耶護
[00:05:42.000 --> 00:05:45.000]  這個是持多兩堂程度講的
[00:05:45.000 --> 00:05:47.000]  這是在以後兩節課來講
[00:05:47.000 --> 00:05:48.000]  我要講回本文
[00:05:48.000 --> 00:05:50.000]  就是八章十七到十五節
[00:05:50.000 --> 00:05:53.000]  今天是八章七到十五節
[00:05:53.000 --> 00:05:55.000]  我覺得非常精彩
[00:05:55.000 --> 00:05:57.000]  我覺得非常精彩
[00:05:57.000 --> 00:06:00.000]  當我預備這個講章的時候呢
[00:06:00.000 --> 00:06:02.000]  當我預備這個講章的時候
[00:06:02.000 --> 00:06:06.000]  我愈看愈多東西
[00:06:06.000 --> 00:06:08.000]  愈看愈有想到很多
[00:06:08.000 --> 00:06:09.000]  你給我兩個小時我都講不完
[00:06:09.000 --> 00:06:11.000]  你給我兩個小時我都講不完
[00:06:11.000 --> 00:06:14.000]  不過現在我們要在四個節之內講完
[00:06:14.000 --> 00:06:15.000]  不過現在我們要在四個節之內講完
[00:06:15.000 --> 00:06:18.000]  不過今天要在四五分鐘內講完
[00:06:18.000 --> 00:06:19.000]  我盡量了
[00:06:19.000 --> 00:06:20.000]  我盡量了
[00:06:20.000 --> 00:06:28.000]  其實這個故事是在先知門徒圈子裏面流行的
[00:06:28.000 --> 00:06:28.000]  其實這個故事是在先知門徒圈子裏面流行的
[00:06:28.000 --> 00:06:31.000]  是在先知門徒裏面這個圈子流行的
[00:06:31.000 --> 00:06:33.000]  如果你不知道什麼叫先知門徒
[00:06:33.000 --> 00:06:37.000]  你跟著我一直講伊麗莎伊麗亞歷史
[00:06:37.000 --> 00:06:38.000]  你就知道這個名字了
[00:06:38.000 --> 00:06:40.000]  如果你想知道先知門徒這個詞
[00:06:40.000 --> 00:06:42.000]  你就一直聽我這個講
[00:06:42.000 --> 00:06:47.000]  這個圈子裏面流行著伊麗亞伊麗莎的故事
[00:06:47.000 --> 00:06:51.000]  先知門徒就講到了伊麗亞和伊麗莎的故事
[00:06:51.000 --> 00:06:53.000]  這些故事講的是伊麗亞在做什麼工作
[00:06:53.000 --> 00:06:54.000]  伊麗莎在做什麼工作
[00:06:54.000 --> 00:06:56.000]  講了伊麗亞做了什麼
[00:06:56.000 --> 00:06:57.000]  伊麗莎做了什麼
[00:06:57.000 --> 00:07:00.000]  但是這個八章七到十一節
[00:07:00.000 --> 00:07:02.000]  他們特別留意到一樣
[00:07:02.000 --> 00:07:03.000]  因為可能有人問
[00:07:03.000 --> 00:07:05.000]  伊麗亞在再生的時候
[00:07:05.000 --> 00:07:10.000]  上帝叫她高立哈薩做阿蘭王
[00:07:10.000 --> 00:07:13.000]  伊麗亞在她再生的時候
[00:07:13.000 --> 00:07:18.000]  上帝讓她高立哈薩做王
[00:07:18.000 --> 00:07:21.000]  但是伊麗莎臨死前
[00:07:21.000 --> 00:07:23.000]  她沒有做到這件事
[00:07:23.000 --> 00:07:26.000]  在伊麗莎臨死之前她沒有做到這件事
[00:07:26.000 --> 00:07:28.000]  那他們發現誰做到呢
[00:07:28.000 --> 00:07:30.000]  伊麗莎
[00:07:30.000 --> 00:07:33.000]  伊麗亞的徒弟伊麗莎
[00:07:33.000 --> 00:07:35.000]  那伊麗莎又怎樣做呢
[00:07:35.000 --> 00:07:36.000]  伊麗亞
[00:07:36.000 --> 00:07:37.000]  伊麗莎是怎麼做的呢
[00:07:37.000 --> 00:07:39.000]  你知道什麼是膏嗎
[00:07:39.000 --> 00:07:41.000]  就是用油倒在她頭上
[00:07:41.000 --> 00:07:45.000]  膏是油潑在她頭上
[00:07:45.000 --> 00:07:46.000]  這次真的很奇怪
[00:07:46.000 --> 00:07:47.000]  伊麗莎是有做
[00:07:47.000 --> 00:07:50.000]  不過沒有用油倒在哈薩的頭上
[00:07:50.000 --> 00:07:51.000]  沒有
[00:07:51.000 --> 00:07:52.000]  這次是伊麗莎有做
[00:07:52.000 --> 00:07:56.000]  但是她沒有用油來膏在哈薩的頭上
[00:07:56.000 --> 00:07:57.000]  她用了什麼方式呢
[00:07:57.000 --> 00:07:58.000]  用了什麼方式呢
[00:07:58.000 --> 00:07:59.000]  廣東話
[00:07:59.000 --> 00:08:01.000]  蜜針
[00:08:01.000 --> 00:08:03.000]  什麼叫蜜針
[00:08:03.000 --> 00:08:04.000]  傾蜜計
[00:08:04.000 --> 00:08:08.000]  是用彈劃的形式
[00:08:08.000 --> 00:08:10.000]  非常傳奇性
[00:08:10.000 --> 00:08:11.000]  非常有傳奇性
[00:08:11.000 --> 00:08:13.000]  而在傾蜜計的時候呢
[00:08:13.000 --> 00:08:15.000]  在彈劃的時候呢
[00:08:15.000 --> 00:08:18.000]  伊麗莎腦淚縱橫
[00:08:18.000 --> 00:08:21.000]  伊麗莎腦淚縱橫
[00:08:21.000 --> 00:08:22.000]  而哈薩呢
[00:08:22.000 --> 00:08:23.000]  哈薩呢
[00:08:23.000 --> 00:08:25.000]  這個就是我的名譽
[00:08:25.000 --> 00:08:27.000]  她明白了
[00:08:27.000 --> 00:08:29.000]  她明白了
[00:08:29.000 --> 00:08:30.000]  明白了
[00:08:30.000 --> 00:08:31.000]  我不說明白
[00:08:31.000 --> 00:08:32.000]  她明白了
[00:08:32.000 --> 00:08:33.000]  她明白了
[00:08:33.000 --> 00:08:34.000]  她明白了
[00:08:34.000 --> 00:08:36.000]  暗示
[00:08:36.000 --> 00:08:37.000]  她明白了
[00:08:37.000 --> 00:08:38.000]  她明白了
[00:08:38.000 --> 00:08:39.000]  她明白了
[00:08:39.000 --> 00:08:40.000]  她明白了
[00:08:40.000 --> 00:08:42.000]  謊言大悟
[00:08:42.000 --> 00:08:43.000]  謊言大悟
[00:08:43.000 --> 00:08:44.000]  她醒了
[00:08:44.000 --> 00:08:45.000]  她醒了
[00:08:45.000 --> 00:08:46.000]  她醒了
[00:08:46.000 --> 00:08:47.000]  然後呢
[00:08:47.000 --> 00:08:49.000]  她就去做自己
[00:08:49.000 --> 00:08:51.000]  她就去做她
[00:08:51.000 --> 00:08:55.000]  我就說她要做她的亞蘭王
[00:08:55.000 --> 00:08:56.000]  她明白了
[00:08:56.000 --> 00:08:58.000]  然後她就去做她的亞蘭王
[00:08:58.000 --> 00:09:00.000]  你明不明白我剛才說的語氣
[00:09:00.000 --> 00:09:02.000]  是不是很傳奇性
[00:09:02.000 --> 00:09:03.000]  是不是很有傳奇性
[00:09:03.000 --> 00:09:04.000]  你叫師傅
[00:09:04.000 --> 00:09:07.000]  你要勾勒她做哈薩諾佛
[00:09:07.000 --> 00:09:09.000]  伊麗莎又沒有油又沒有什麼
[00:09:09.000 --> 00:09:11.000]  但是她又做到王
[00:09:11.000 --> 00:09:13.000]  伊麗莎沒有用油去勾勒她
[00:09:13.000 --> 00:09:15.000]  但是她還是做了王
[00:09:15.000 --> 00:09:17.000]  那麼這段記載是怎麼發生的呢
[00:09:17.000 --> 00:09:19.000]  這樣是怎麼發生的事呢
[00:09:19.000 --> 00:09:20.000]  傳不傳奇
[00:09:20.000 --> 00:09:21.000]  很有興趣的
[00:09:21.000 --> 00:09:22.000]  是不是
[00:09:22.000 --> 00:09:25.000]  那麼作者又拿了這段
[00:09:25.000 --> 00:09:27.000]  其實是拿了在
[00:09:27.000 --> 00:09:28.000]  烈王記錄者
[00:09:28.000 --> 00:09:29.000]  我不知道是誰
[00:09:29.000 --> 00:09:31.000]  不過他在這個書門裡才圈出來
[00:09:31.000 --> 00:09:35.000]  這個資料就放在了烈王記下第八章
[00:09:35.000 --> 00:09:38.000]  將先知門徒裡的這些資料放在第八章
[00:09:38.000 --> 00:09:39.000]  其實我這樣說
[00:09:39.000 --> 00:09:40.000]  就讓你看到這件事
[00:09:40.000 --> 00:09:42.000]  聖經的形成
[00:09:42.000 --> 00:09:44.000]  這樣講是講聖經的形成
[00:09:44.000 --> 00:09:45.000]  是有個作者的
[00:09:45.000 --> 00:09:46.000]  是有作者
[00:09:46.000 --> 00:09:47.000]  拿了很多資料
[00:09:47.000 --> 00:09:48.000]  收集了很多資料
[00:09:48.000 --> 00:09:49.000]  然後寫了出來
[00:09:49.000 --> 00:09:50.000]  然後寫出來
[00:09:50.000 --> 00:09:52.000]  像不像報紙的編輯
[00:09:52.000 --> 00:09:54.000]  好像報紙的編輯
[00:09:54.000 --> 00:09:56.000]  《今日的星島日報》
[00:09:56.000 --> 00:09:58.000]  《今日的星島日報》
[00:09:58.000 --> 00:09:59.000]  是誰作的
[00:09:59.000 --> 00:10:01.000]  是誰作的
[00:10:01.000 --> 00:10:03.000]  很多個作者
[00:10:03.000 --> 00:10:04.000]  記者回來了
[00:10:04.000 --> 00:10:06.000]  那些稿子都交回來了
[00:10:06.000 --> 00:10:07.000]  有很多作者
[00:10:07.000 --> 00:10:08.000]  作者寫稿
[00:10:08.000 --> 00:10:09.000]  是不是老編
[00:10:09.000 --> 00:10:10.000]  就將它擺到
[00:10:10.000 --> 00:10:11.000]  這個這個
[00:10:11.000 --> 00:10:12.000]  擺出來
[00:10:12.000 --> 00:10:14.000]  由編輯來編排
