
[00:00:00.000 --> 00:00:08.680]  我們也很感謝上帝一直給我們有機會去一本一本書的這樣去研究這個舊約的聖經
[00:00:08.680 --> 00:00:10.520]  我們講完了民宿紀
[00:00:10.520 --> 00:00:13.800]  下一年的一月份的第二個禮拜六
[00:00:13.800 --> 00:00:17.600]  我們會再有機會一起去看生命紀
[00:00:17.600 --> 00:00:18.520]  那我們開始的時候
[00:00:18.520 --> 00:00:23.400]  我還是今天要講的還是在這個沙漠紀夏
[00:00:23.400 --> 00:00:26.000]  但是我還是希望跟大家複習一下
[00:00:26.000 --> 00:00:34.160]  尤其今天你會發覺我們所要討論的經文其實是跟這個摩西五經是很有關係的
[00:00:34.160 --> 00:00:38.720]  所以摩西五經一開始是創世紀
[00:00:38.720 --> 00:00:45.160]  我們叫它是一個創造、墮落、拯救、救贖的三部曲
[00:00:45.160 --> 00:00:49.640]  初埃及紀是關於偶像之家的逃生紀
[00:00:49.640 --> 00:00:53.640]  歷未紀是聖潔君王保衛者
[00:00:53.640 --> 00:00:57.120]  民宿紀是在曠野裏面的大叛逆
[00:00:57.120 --> 00:00:59.120]  因爲他們的叛逆的緣故
[00:00:59.120 --> 00:01:01.880]  他們在曠野四十年
[00:01:01.880 --> 00:01:03.720]  然後到生命紀的時候
[00:01:03.720 --> 00:01:05.560]  他們已經四十年過後
[00:01:05.560 --> 00:01:11.120]  最後摩西給他們最後的這個警告也是鼓勵
[00:01:11.120 --> 00:01:15.240]  叫他們真正的心受割離、聖愛主
[00:01:15.240 --> 00:01:19.440]  但是所有的事情不是在講一個歷史的狀態
[00:01:19.440 --> 00:01:26.160]  而是一個預言講到將來所有的事情要應驗在主耶穌基督的裏面
[00:01:26.160 --> 00:01:32.640]  今天我們也會看到我們今天的經文到最後還是跑向主耶穌基督
[00:01:32.640 --> 00:01:38.560]  如果你除了埃及已經要準備進入迦南的話
[00:01:38.560 --> 00:01:41.200]  接下來這本書就是約書亞紀
[00:01:41.200 --> 00:01:44.160]  約書亞紀是講到他們要進迦南
[00:01:44.160 --> 00:01:49.720]  我的總結的題目是《書見恩仇進迦南》
[00:01:49.720 --> 00:01:56.200]  那本書是講到摩西五經尤其是生命紀
[00:01:56.200 --> 00:01:58.920]  這律法書不可以離開你的口
[00:01:58.920 --> 00:02:00.920]  總要晝夜思想
[00:02:00.920 --> 00:02:03.120]  然後你的道路就可以順利
[00:02:03.120 --> 00:02:09.880]  這跟約書亞紀它的所謂道路是要帶領以色人進迦南
[00:02:09.880 --> 00:02:14.160]  他所要看的書所要徵兆的書就是生命紀
[00:02:14.160 --> 00:02:18.520]  然後生命紀在生命紀以後的書裏面都非常重要
[00:02:18.520 --> 00:02:21.520]  所以千萬不要忘記了前面的東西
[00:02:21.520 --> 00:02:25.520]  就自己去讀以色列人的歷史
[00:02:25.520 --> 00:02:27.520]  那你就沒辦法明白
[00:02:27.520 --> 00:02:30.120]  他們有書也有見
[00:02:30.120 --> 00:02:35.480]  因爲他們要打聖戰要進入迦南
[00:02:35.480 --> 00:02:36.880]  結果是進去了
[00:02:36.880 --> 00:02:38.000]  人是進去了
[00:02:38.000 --> 00:02:44.800]  可是他們卻在迦南帝裏面繼續去拜其他的偶像
[00:02:44.800 --> 00:02:49.160]  你也發覺剛纔我們講到這個書生命紀是非常重要的
[00:02:49.160 --> 00:02:51.920]  然後你發覺在以色列人的歷史裏面
[00:02:51.920 --> 00:02:53.920]  當你進入這四十紀的時候
[00:02:53.920 --> 00:02:56.640]  你發覺他們一點都不懂上帝是誰
[00:02:56.640 --> 00:02:59.760]  因爲他們根本不明白他的書
[00:02:59.760 --> 00:03:01.760]  他的啓示
[00:03:01.760 --> 00:03:04.520]  摩西五經尤其是生命紀
[00:03:04.520 --> 00:03:08.920]  在四十紀裏面我們進入一個非常混亂的狀態
[00:03:08.920 --> 00:03:11.120]  所以在四十紀路德紀
[00:03:11.120 --> 00:03:15.000]  我教他一個題目叫亂世的事實
[00:03:15.000 --> 00:03:18.600]  真救主他們在等待真救主的來臨
[00:03:18.600 --> 00:03:22.000]  如果你記得我那時候講四十紀跟路德紀
[00:03:22.000 --> 00:03:24.560]  我說他們是一個龍鳳胎
[00:03:24.560 --> 00:03:28.920]  四十紀是講掃羅布什那個賢君
[00:03:28.920 --> 00:03:37.880]  路德紀其實要幫我們賣廣告大魏纔是真正應該做以色列人
[00:03:37.880 --> 00:03:39.880]  統領以色列人的君王
[00:03:39.880 --> 00:03:43.000]  當然接下來這一本書
[00:03:43.000 --> 00:03:48.840]  撒末爾紀又告訴我們其實原來大魏還不是那個君王
[00:03:48.840 --> 00:03:53.760]  撒末爾紀是講什麼東西呢
[00:03:53.760 --> 00:03:58.240]  撒末爾紀其實是講三個君王的故事
[00:03:58.240 --> 00:04:03.600]  但是在三個君王的故事裏面有箇中心就是永約的上帝
[00:04:03.600 --> 00:04:05.560]  上帝與大魏立約
[00:04:05.560 --> 00:04:09.640]  立一個永遠的一個關於他國度的約
[00:04:09.640 --> 00:04:12.240]  這個是整個撒末爾紀的中心
[00:04:12.240 --> 00:04:16.000]  因爲這個約的緣故所以纔有第三個君王的出現
[00:04:16.000 --> 00:04:20.240]  第一跟第二個君王是掃羅與大魏
[00:04:20.240 --> 00:04:22.760]  但是你發覺掃羅跟大魏
[00:04:22.760 --> 00:04:27.120]  掃羅固然不是那個上帝所應許的君王
[00:04:27.120 --> 00:04:28.560]  大魏結果也不是
[00:04:28.560 --> 00:04:32.240]  所以需要第三個君王是主耶穌基督
[00:04:32.240 --> 00:04:34.160]  祂纔是真正的君王
[00:04:34.160 --> 00:04:35.680]  大魏的後裔
[00:04:35.680 --> 00:04:38.480]  上帝所應許的君王
[00:04:38.480 --> 00:04:42.560]  如果你去看我們的讀經表
[00:04:42.560 --> 00:04:48.120]  今天就剛好是讀到撒末爾紀十一章跟到十二章
[00:04:48.120 --> 00:04:50.400]  如果你跟着這個讀經表
[00:04:50.400 --> 00:04:52.040]  你跟得上的話
[00:04:52.040 --> 00:04:56.240]  這個禮拜六你就可以讀完了撒末爾紀一下
[00:04:56.240 --> 00:04:58.640]  也就代表整本撒末爾紀你讀完
[00:04:58.640 --> 00:05:01.960]  你接下來你就可以自己去開始《獵王紀》
[00:05:01.960 --> 00:05:04.480]  下個禮拜我們有時間回來的時候
[00:05:04.480 --> 00:05:10.680]  我們就會開始看一看《獵王紀》的故事
[00:05:10.680 --> 00:05:15.640]  今天我要跟大家看的是撒末爾紀下十一、十二章
[00:05:15.640 --> 00:05:17.320]  十一、十二章講到的是什麼?
[00:05:17.320 --> 00:05:19.320]  大家都很熟悉的故事
[00:05:19.320 --> 00:05:21.560]  就是大魏犯罪的故事
[00:05:21.560 --> 00:05:23.880]  在這兩章之前
[00:05:23.880 --> 00:05:29.480]  大魏基本上是一個非常完美的上帝所揀選的君王
[00:05:29.480 --> 00:05:37.160]  從他年輕跟哥利亞打仗被揀選到現在等等
[00:05:37.160 --> 00:05:41.320]  全部他是一個真正的我們所期待的君王
[00:05:41.320 --> 00:05:43.240]  直到這一步
[00:05:43.240 --> 00:05:45.520]  當你進入十一章的時候
[00:05:45.520 --> 00:05:49.080]  你當然知道他犯的罪是姦淫
[00:05:49.080 --> 00:05:51.760]  然後因爲他的姦淫的緣故
[00:05:51.760 --> 00:05:53.200]  他就犯了殺人罪
[00:05:53.200 --> 00:05:56.520]  所以他所犯的是第七屆
[00:05:56.520 --> 00:05:58.040]  然後是第六屆
[00:05:58.040 --> 00:06:02.880]  因爲其實表面上你可以說殺人是比較嚴重
[00:06:02.880 --> 00:06:04.160]  但是從另外一個角度
[00:06:04.160 --> 00:06:07.920]  他爲什麼殺人是因爲他先犯奸淫
[00:06:07.920 --> 00:06:14.720]  所以姦淫的這個罪其實應該是整個故事的中心
[00:06:14.720 --> 00:06:16.080]  但是有趣的時候
[00:06:16.080 --> 00:06:18.760]  當你去看這個第十一章
[00:06:18.760 --> 00:06:19.880]  然後十二章
[00:06:19.880 --> 00:06:23.080]  十二章講到拿丹仙芝來挑戰
[00:06:23.080 --> 00:06:23.760]  大衛的時候
[00:06:23.760 --> 00:06:28.200]  你發覺拿丹仙芝或者是在寫故事的人
[00:06:28.200 --> 00:06:33.560]  沒有把他所謂的姦淫罪拿出來
[00:06:33.560 --> 00:06:37.800]  相反他用了另外一個角度去明白
[00:06:37.800 --> 00:06:42.880]  或者是去引導我們去思想大衛所犯的罪
[00:06:42.880 --> 00:06:46.600]  我想帶你去看看撒末爾紀第十一章
[00:06:46.600 --> 00:06:50.320]  撒末爾紀第十一章第四節這樣說
[00:06:50.320 --> 00:06:53.960]  大衛派侍者去把婦人接來
[00:06:53.960 --> 00:06:56.360]  他來到大衛那裏
[00:06:56.360 --> 00:06:59.720]  那時他的月經剛結盡
[00:06:59.720 --> 00:07:01.160]  大衛與他同枕
[00:07:01.160 --> 00:07:02.960]  他就回家去了
[00:07:02.960 --> 00:07:04.480]  然後當然他有了小孩
[00:07:04.480 --> 00:07:05.600]  因爲這樣的緣故
[00:07:05.600 --> 00:07:07.320]  大衛就要謀殺妻
[00:07:07.320 --> 00:07:13.080]  結果把他先生烏迪亞也殺掉了
[00:07:13.080 --> 00:07:17.640]  但是在這裏你看到聖經是怎麼寫他這個故事
[00:07:17.640 --> 00:07:20.960]  他說大衛派侍者去把婦人
[00:07:20.960 --> 00:07:22.880]  我們中文是接來
[00:07:22.880 --> 00:07:27.200]  如果你去看英文是他去take
[00:07:27.200 --> 00:07:29.160]  那更好或者更
[00:07:29.160 --> 00:07:30.360]  不是說更好
[00:07:30.360 --> 00:07:33.360]  就是說更直接的一個翻譯是
[00:07:33.360 --> 00:07:36.760]  他派侍者去拿那個婦人回來
