
[00:00:00.000 --> 00:00:04.000]  大家有沒有想過人爲什麼會憂慮和害怕呢?
[00:00:04.000 --> 00:00:08.000]  大家有沒有想過爲什麼人會憂慮害怕呢?
[00:00:08.000 --> 00:00:14.000]  特別如果在過去我們經歷了一年多這個新冠狀病毒的疫情
[00:00:14.000 --> 00:00:20.000]  特別在我們經過一年多的新冠病毒這個疫情
[00:00:20.000 --> 00:00:22.000]  我記得初初開始的時候
[00:00:22.000 --> 00:00:24.000]  我記得剛開始的時候
[00:00:24.000 --> 00:00:28.000]  所有香港的口罩這些的消毒液全部被搶光
[00:00:28.000 --> 00:00:33.000]  香港所有的口罩啊消毒用品全部都被搶光
[00:00:33.000 --> 00:00:35.000]  我那時候在南非
[00:00:35.000 --> 00:00:36.000]  我當時候在南非
[00:00:36.000 --> 00:00:40.000]  我和師母去到每一個地方叫到藥房想買口罩回來
[00:00:40.000 --> 00:00:44.000]  我跟師母每當見到有藥局的時候
[00:00:44.000 --> 00:00:46.000]  我都想買一些口罩回來
[00:00:46.000 --> 00:00:47.000]  一個都買不到
[00:00:47.000 --> 00:00:48.000]  一個都買不到
[00:00:48.000 --> 00:00:51.000]  但隨着那個事件經歷了一年多之後呢
[00:00:51.000 --> 00:00:55.000]  隨着這件事情經歷了一年多的時候
[00:00:55.000 --> 00:00:58.000]  大家就開始慢慢就比較接受
[00:00:58.000 --> 00:01:01.000]  和比較懂得怎樣和這個疫情去相處
[00:01:01.000 --> 00:01:03.000]  大家慢慢去接受
[00:01:03.000 --> 00:01:07.000]  而且懂得怎樣跟這個疫情相處
[00:01:07.000 --> 00:01:11.000]  我想這個或多或少都反映我們每個人生命的歷程裏面
[00:01:11.000 --> 00:01:16.000]  這個或多或少都反映每個人在生命的歷程當中
[00:01:16.000 --> 00:01:18.000]  我們遇到一些沒辦法控制
[00:01:18.000 --> 00:01:21.000]  我們遇到一些我們沒辦法控制
[00:01:21.000 --> 00:01:22.000]  沒辦法捉摸
[00:01:22.000 --> 00:01:24.000]  沒辦法捉摸
[00:01:24.000 --> 00:01:26.000]  也都沒辦法解決的人和事
[00:01:26.000 --> 00:01:28.000]  沒辦法解決人和事
[00:01:28.000 --> 00:01:33.000]  我們就會產生一些所謂叫做恐懼的情緒
[00:01:33.000 --> 00:01:36.000]  我們就會產生一些叫恐懼的情緒
[00:01:36.000 --> 00:01:39.000]  有一位心理治療師這樣描述這種感覺
[00:01:39.000 --> 00:01:43.000]  有一位心理治療師這樣描述這種感覺
[00:01:43.000 --> 00:01:46.000]  當我們受到人感到受到威脅的時候
[00:01:46.000 --> 00:01:49.000]  當人受到感到威脅的時候
[00:01:49.000 --> 00:01:52.000]  我們覺得自己沒能力或者沒資源去解決
[00:01:52.000 --> 00:01:55.000]  我們覺得自己沒能力或者沒資源去解決
[00:01:55.000 --> 00:01:59.000]  我們就會產生那種恐懼、憂慮和苦惱的感覺
[00:01:59.000 --> 00:02:03.000]  我們就會產生恐懼、憂慮和苦惱的感覺
[00:02:03.000 --> 00:02:06.000]  比如說牧師身體最近出了一些毛病
[00:02:06.000 --> 00:02:09.000]  比如說牧師身體最近出現了一些毛病
[00:02:09.000 --> 00:02:12.000]  其實就持續了差不多一年了
[00:02:12.000 --> 00:02:14.000]  其實就持續了差不多一年了
[00:02:14.000 --> 00:02:19.000]  開始的時候心跳幾下
[00:02:19.000 --> 00:02:23.000]  開始的時候心跳幾下
[00:02:23.000 --> 00:02:25.000]  開始的時候心跳幾下
[00:02:25.000 --> 00:02:27.000]  當然心一直在跳
[00:02:27.000 --> 00:02:29.000]  其實心臟一直在跳動
[00:02:29.000 --> 00:02:30.000]  其實心臟一直在跳
[00:02:30.000 --> 00:02:31.000]  但是那種跳動摸下去
[00:02:31.000 --> 00:02:32.000]  但是那種跳動摸下去
[00:02:32.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.000]  感覺手也很強烈
[00:02:34.000 --> 00:02:34.040]  感覺手也很強烈
[00:02:34.040 --> 00:02:34.100]  感覺手也很強烈
[00:02:34.100 --> 00:03:03.000]  感覺手也很強烈
[00:03:03.000 --> 00:03:04.560]  就開始胡思亂想了
[00:03:04.560 --> 00:03:05.880]  開始胡思亂想
[00:03:05.880 --> 00:03:08.600]  會不會一天講講道突然間倒下了呢?
[00:03:08.600 --> 00:03:12.280]  會不會有一天講到的中途會倒下來呢?
[00:03:12.280 --> 00:03:15.520]  所以大文豪Mark Twain講過一句話
[00:03:15.520 --> 00:03:18.520]  大文豪Mark Twain講過一句話
[00:03:18.520 --> 00:03:21.160]  他說我不怕 我不信有鬼 但我怕鬼
[00:03:21.160 --> 00:03:23.520]  我不相信有鬼 可是我怕鬼
[00:03:23.520 --> 00:03:28.040]  似乎很不合情理 但這種恐懼的情緒是無可理喻的
[00:03:28.040 --> 00:03:31.000]  似乎好像很不合情理
[00:03:31.000 --> 00:03:35.160]  可是這種的恐懼我是覺得是不可理喻的
[00:03:35.160 --> 00:03:38.600]  從心理學的角度來看
[00:03:38.600 --> 00:03:40.880]  人的恐懼跟安全感是有關的
[00:03:40.880 --> 00:03:43.720]  人的恐懼跟安全感是有關係的
[00:03:43.720 --> 00:03:46.440]  我們為甚麼會害怕呢?
[00:03:46.440 --> 00:03:48.320]  我們為甚麼會感到害怕呢?
[00:03:48.320 --> 00:03:51.120]  就是說如果我們面臨一種情景
[00:03:51.120 --> 00:03:53.000]  我們產生一種恐懼
[00:03:53.000 --> 00:03:55.720]  是 當我們面臨一種情景
[00:03:55.720 --> 00:03:57.000]  我們產生恐懼
[00:03:57.000 --> 00:03:58.160]  或者驚慌
[00:03:58.160 --> 00:03:58.960]  或者驚慌
[00:03:58.960 --> 00:04:00.240]  因為我們沒有辦法控制
[00:04:00.240 --> 00:04:02.240]  因為我們沒有辦法控制
[00:04:02.240 --> 00:04:07.520]  這種恐懼通常我們說是被評為負面的情緒
[00:04:07.520 --> 00:04:10.800]  有時候我們說害怕是負面的情緒
[00:04:10.800 --> 00:04:13.280]  但這種是人那種條件的反射
[00:04:13.280 --> 00:04:16.040]  可是這種是人一種條件的反射
[00:04:16.040 --> 00:04:17.640]  一種求生的本能
[00:04:17.640 --> 00:04:19.120]  一種求生的本能
[00:04:19.120 --> 00:04:20.920]  一種自我保護的功能
[00:04:20.920 --> 00:04:23.000]  一種自我保護的功能
[00:04:23.000 --> 00:04:26.760]  而恐懼大部分是源自於無知
[00:04:26.760 --> 00:04:28.880]  或者不清楚發生甚麼事
[00:04:28.880 --> 00:04:31.120]  恐懼大部分是源自於無知
[00:04:31.120 --> 00:04:33.200]  或者我們不清楚發生甚麼事
[00:04:33.200 --> 00:04:35.840]  因為我們不知道我們有很多想像的空間
[00:04:35.840 --> 00:04:36.880]  因為我們不知道
[00:04:36.880 --> 00:04:38.720]  所以有很多想像的空間
[00:04:38.720 --> 00:04:41.360]  或者投射了我們一些害怕的東西在裏面
[00:04:41.360 --> 00:04:44.520]  或者投射了一些我們害怕的東西在裏面
[00:04:44.520 --> 00:04:46.680]  我記得我第一次讀神學的時候
[00:04:46.680 --> 00:04:49.560]  我記得我第一次念神學的時候
[00:04:49.560 --> 00:04:51.400]  我有兩年時間住在宿舍
[00:04:51.400 --> 00:04:53.720]  我有兩年時間住在宿舍
[00:04:53.720 --> 00:04:56.280]  我入住了宿舍大概半年左右
[00:04:56.280 --> 00:04:59.040]  我入住了宿舍大概半年左右
[00:04:59.040 --> 00:05:01.200]  我們男生宿舍就鬧鬼
[00:05:01.200 --> 00:05:03.120]  男生宿舍就鬧鬼
[00:05:03.120 --> 00:05:07.960]  我有一個比較醒睡的一位新加坡同學
[00:05:07.960 --> 00:05:09.960]  我有一位新加坡同學
[00:05:09.960 --> 00:05:13.080]  他平常比較容易睡醒的人
[00:05:13.080 --> 00:05:16.280]  他就發覺晚上當大家熟睡的時候
[00:05:16.280 --> 00:05:18.400]  他就發現每當晚上
[00:05:18.400 --> 00:05:22.280]  每個同學都已經睡得很甜、甘甜的時候
[00:05:22.280 --> 00:05:26.040]  我們宿舍的走廊就有人穿著拖鞋走來走去
[00:05:26.040 --> 00:05:32.120]  他就聽到宿舍的走廊有人穿著拖鞋走來走去
[00:05:32.120 --> 00:05:35.240]  這個同學因為他在新加坡當過軍
[00:05:35.240 --> 00:05:38.560]  因為這位同學在新加坡曾經當軍
[00:05:38.560 --> 00:05:40.960]  他就很醒覺
[00:05:40.960 --> 00:05:42.080]  他就很醒覺
[00:05:42.080 --> 00:05:45.280]  有幾次他就忍不住衝出去打一個房門
[00:05:45.280 --> 00:05:46.280]  看一下走廊
[00:05:46.280 --> 00:05:51.120]  有幾次他忍不住開門衝出去走廊看一看
[00:05:51.120 --> 00:05:52.600]  他發現沒有一個人
[00:05:52.600 --> 00:05:55.560]  就發現看不到有人
[00:05:55.560 --> 00:05:57.720]  結果這件事就持續了一段時間
[00:05:57.720 --> 00:06:00.560]  結果這件事情發生了一段時間
[00:06:00.560 --> 00:06:03.000]  搞得我們的男同學又禁食祈禱
[00:06:03.000 --> 00:06:05.080]  因為有鬼
[00:06:05.080 --> 00:06:08.200]  我們所有男同學都進食禱告
[00:06:08.200 --> 00:06:09.560]  因為害怕有鬼
[00:06:09.560 --> 00:06:12.800]  因為仇怨出現有鬼都是一件很諷刺的事
[00:06:12.800 --> 00:06:16.720]  神學院出現有鬼其實是很諷刺的一件事
[00:06:16.720 --> 00:06:17.760]  隔了一段時間
[00:06:17.760 --> 00:06:18.960]  隔了一段時間
[00:06:18.960 --> 00:06:20.240]  終於找到這個兇手了
[00:06:20.240 --> 00:06:21.880]  終於找到這個兇手
[00:06:21.880 --> 00:06:23.120]  這個兇手就是牧師
[00:06:23.120 --> 00:06:25.120]  這個兇手就是牧師
[00:06:25.120 --> 00:06:27.520]  因為原來我睡覺的時候是磨牙
[00:06:27.520 --> 00:06:30.960]  因為他睡覺的時候會磨牙齒
[00:06:30.960 --> 00:06:32.320]  發出那種聲浪
[00:06:32.320 --> 00:06:37.080]  就不知怎樣令那個同學聯想到有人穿著拖鞋在走廊走
[00:06:37.080 --> 00:06:42.960]  發出的聲音不曉得為什麼會讓新加坡的同學會聯想到
[00:06:42.960 --> 00:06:45.760]  是有人在走廊穿著拖鞋在走路
[00:06:45.760 --> 00:06:49.080]  結果大家就安心不需要再禁食了
[00:06:49.080 --> 00:06:53.320]  所以大家就很安心不需要再進食禱告
[00:06:53.320 --> 00:06:57.880]  如果講得科學一點恐懼是一種大腦刺激的反應
[00:06:57.880 --> 00:07:01.760]  說得科學一點恐懼是大腦一種刺激的反應
[00:07:01.760 --> 00:07:03.480]  恐懼有時候是相對的
[00:07:03.480 --> 00:07:05.960]  恐懼有時候是相對的
[00:07:05.960 --> 00:07:08.960]  我們不能夠完全否定恐懼那種價值
[00:07:08.960 --> 00:07:11.720]  我們不能完全否定恐懼的價值
[00:07:11.720 --> 00:07:15.920]  因為害怕是幫助我們去逃避一些危險的
