
[00:00:00.000 --> 00:00:03.000]  今天會繼續看《時事記》
[00:00:03.000 --> 00:00:05.000]  今天的題目是甚麼呢?
[00:00:05.000 --> 00:00:07.000]  就是失敗的婚姻
[00:00:07.000 --> 00:00:11.400]  上次看到他們的父母的失敗
[00:00:11.400 --> 00:00:13.000]  我們看參孫
[00:00:13.000 --> 00:00:16.600]  我想很多人對參孫較為熟悉的《時事》
[00:00:16.600 --> 00:00:18.900]  但是有沒有真正詳細
[00:00:18.900 --> 00:00:21.400]  從頭到尾研究他們的一生呢?
[00:00:21.400 --> 00:00:23.900]  包括我們上星期所看的
[00:00:23.900 --> 00:00:26.200]  即是他們的父母
[00:00:26.200 --> 00:00:30.100]  如何不理想、培育不了參孫
[00:00:30.100 --> 00:00:31.400]  參孫的一生
[00:00:31.400 --> 00:00:35.800]  可以用三個所謂的愛情故事作為分段
[00:00:35.800 --> 00:00:39.600]  參孫是一個完全不懂得控制自己
[00:00:39.600 --> 00:00:41.200]  放縱情慾的人
[00:00:41.200 --> 00:00:44.000]  很多時候都會令我們感到疑惑
[00:00:44.000 --> 00:00:50.400]  為何神會用這些似乎不是很好的人
[00:00:50.400 --> 00:00:53.200]  來完成祂的計劃呢?
[00:00:53.200 --> 00:00:56.600]  我會在最後兩課
[00:00:56.600 --> 00:01:00.600]  講到辯雅敏人他們被殺
[00:01:00.600 --> 00:01:06.000]  或者這一課會回應大家的思想
[00:01:06.000 --> 00:01:09.000]  在這裡我會探索參孫
[00:01:09.000 --> 00:01:11.200]  如何走向滅亡之路
[00:01:11.200 --> 00:01:13.000]  讓我們得到提醒
[00:01:13.000 --> 00:01:17.200]  更加不要陷入相同的陷阱當中
[00:01:17.200 --> 00:01:21.000]  我們看看參孫如何放縱自己
[00:01:21.000 --> 00:01:23.000]  一見鍾情
[00:01:23.000 --> 00:01:27.000]  我們看看《史詩記》第十四章第一到第三節
[00:01:27.000 --> 00:01:29.200]  「參孫下到亭拿
[00:01:29.200 --> 00:01:31.300]  在那裡看見一個女子
[00:01:31.300 --> 00:01:33.000]  是非利士人的女兒
[00:01:33.000 --> 00:01:35.500]  參孫上來稟告她父母說
[00:01:35.500 --> 00:01:37.800]  我在亭拿看見一個女子
[00:01:37.800 --> 00:01:39.600]  是非利士人的女兒
[00:01:39.600 --> 00:01:42.100]  願你們給我娶她為妻
[00:01:42.100 --> 00:01:43.300]  她父母說
[00:01:43.300 --> 00:01:45.300]  在你弟兄的女兒中
[00:01:45.300 --> 00:01:47.100]  或在本國的民中
[00:01:47.100 --> 00:01:48.600]  豈沒有一個女子
[00:01:48.600 --> 00:01:53.500]  我知你在未受國禮的非利士人中娶妻
[00:01:53.500 --> 00:01:55.200]  參孫對她父親說
[00:01:55.200 --> 00:01:57.100]  願你給我娶那女子
[00:01:57.100 --> 00:01:58.900]  因我喜悅她」
[00:01:58.900 --> 00:02:02.000]  大家留意到一開始介紹參孫的時候
[00:02:02.000 --> 00:02:03.800]  就說到亭拿這個地方
[00:02:03.800 --> 00:02:07.800]  他看見一個女子
[00:02:07.800 --> 00:02:11.400]  他覺得這個女子可能是驚為天人
[00:02:11.400 --> 00:02:13.600]  他就一見鍾情
[00:02:13.600 --> 00:02:16.700]  馬上所謂的愛上了她
[00:02:16.700 --> 00:02:19.400]  然後他就向父母來稟告
[00:02:19.400 --> 00:02:20.600]  跟父母說
[00:02:20.600 --> 00:02:24.900]  我想娶這個非利士女子為妻
[00:02:24.900 --> 00:02:30.200]  聖經沒有提及這個女子的名字
[00:02:30.200 --> 00:02:34.100]  只是用她的種族背景作為介紹
[00:02:34.100 --> 00:02:36.600]  她就是非利士人
[00:02:36.600 --> 00:02:39.400]  即是以色列人的敵人
[00:02:39.400 --> 00:02:41.200]  參孫的年代就是
[00:02:41.200 --> 00:02:44.700]  非利士人已經合制了以色列人
[00:02:44.700 --> 00:02:46.700]  40年這麼久了
[00:02:46.700 --> 00:02:49.700]  只是簡單一段經文就看到
[00:02:49.700 --> 00:02:53.400]  參孫是一個完全被自己情慾
[00:02:53.400 --> 00:02:55.900]  來合制和驅使的男人
[00:02:55.900 --> 00:02:59.600]  因為當時非利士女子的衣著
[00:02:59.600 --> 00:03:01.300]  是較為開放的
[00:03:01.300 --> 00:03:04.600]  在很多古代的繪畫之中
[00:03:04.600 --> 00:03:07.800]  我們見到非利士的女士
[00:03:07.800 --> 00:03:12.500]  特別顯出一個較為豐滿的胸部
[00:03:12.500 --> 00:03:15.300]  有纖瘦的腰
[00:03:15.300 --> 00:03:18.300]  還有性感的下身
[00:03:18.300 --> 00:03:20.300]  對男士來說
[00:03:20.300 --> 00:03:22.800]  真的很吸引
[00:03:22.800 --> 00:03:24.500]  我們現在在英國
[00:03:24.500 --> 00:03:26.800]  特別是男士都面對這些挑戰
[00:03:26.800 --> 00:03:29.000]  眼目的情慾真的很多
[00:03:29.000 --> 00:03:30.300]  因為你外出的時候
[00:03:30.300 --> 00:03:34.000]  可能隨時看到很多身材很豐滿
[00:03:34.000 --> 00:03:37.100]  當然也包括了很肥很臃腫的人
[00:03:37.100 --> 00:03:40.000]  但是甚至他們穿的衣服
[00:03:40.000 --> 00:03:40.800]  較為暴露
[00:03:40.800 --> 00:03:41.900]  特別現在是夏天
[00:03:41.900 --> 00:03:43.200]  冬天也很厲害
[00:03:43.200 --> 00:03:45.700]  有時女士也穿得很少
[00:03:45.700 --> 00:03:48.700]  這時候真的不得不承認
[00:03:48.700 --> 00:03:50.700]  是會充滿了誘惑的
[00:03:50.700 --> 00:03:51.700]  好了
[00:03:51.700 --> 00:03:56.700]  這個參孫一看到這個女子
[00:03:56.700 --> 00:03:57.600]  就歡喜了她
[00:03:57.600 --> 00:03:58.400]  說要娶她
[00:03:58.400 --> 00:03:59.700]  但是你有沒有留意到
[00:03:59.700 --> 00:04:01.700]  他們是沒有真正的認識
[00:04:01.700 --> 00:04:03.700]  沒有真正的交流
[00:04:03.700 --> 00:04:06.600]  沒有真正的互相的互訴深刻
[00:04:06.600 --> 00:04:08.200]  了解對方的
[00:04:08.200 --> 00:04:09.900]  所以他不是戀愛
[00:04:09.900 --> 00:04:12.900]  是一些情慾上的衝動
[00:04:12.900 --> 00:04:13.900]  好了
[00:04:13.900 --> 00:04:14.900]  他問父母
[00:04:14.900 --> 00:04:16.400]  父母就問
[00:04:16.400 --> 00:04:22.400]  為什麼你要娶一個外邦女子為妻?
[00:04:22.400 --> 00:04:24.900]  而且她還是敵人
[00:04:24.900 --> 00:04:26.900]  參孫回答很簡單
[00:04:26.900 --> 00:04:27.400]  沒有啊
[00:04:27.400 --> 00:04:28.900]  我喜歡她
[00:04:28.900 --> 00:04:30.900]  這句話直接就是
