
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹,今日我們去到主題講道三
[00:00:03.000 --> 00:00:07.000]  委身於敬虔上操練自己
[00:00:07.000 --> 00:00:10.000]  我想認識下弟兄姊妹有咩嘅才能
[00:00:10.000 --> 00:00:17.000]  弟兄姊妹,你哋邊個學過樂器嘅?
[00:00:17.000 --> 00:00:19.000]  可唔可以舉手嚟睇下?
[00:00:19.000 --> 00:00:21.000]  學過樂器嘅?
[00:00:21.000 --> 00:00:28.000]  好,好,睇到啦,請放低手
[00:00:29.000 --> 00:00:31.000]  學過樂器呢?
[00:00:31.000 --> 00:00:32.000]  因為我唔講話識呀
[00:00:32.000 --> 00:00:34.000]  講話識樂器可能冇人舉手
[00:00:34.000 --> 00:00:37.000]  冇人個個好謙虛話自己唔識㗎嘛
[00:00:37.000 --> 00:00:39.000]  學過樂器
[00:00:39.000 --> 00:00:44.000]  你係咪一路學,係咪都要練下㗎?
[00:00:44.000 --> 00:00:48.000]  無論你自己自學呀,定係跟老師學
[00:00:48.000 --> 00:00:50.000]  你都要去練㗎
[00:00:50.000 --> 00:00:53.000]  如果你唔練呢
[00:00:53.000 --> 00:00:55.000]  我諗冇一個人咁叻呢
[00:00:55.000 --> 00:00:59.000]  生出嚟呢,你唔練呢,就識㗎啦
[00:00:59.000 --> 00:01:01.000]  就純熟㗎啦,係咪呀?
[00:01:01.000 --> 00:01:04.000]  煮嘢食
[00:01:04.000 --> 00:01:08.000]  呢度好多人煮嘢食囉
[00:01:08.000 --> 00:01:11.000]  蒸水蛋有冇人好拿手蒸水蛋㗎?
[00:01:11.000 --> 00:01:15.000]  嘩,有喎
[00:01:15.000 --> 00:01:18.000]  Angus Lam 蒸水蛋,我食過喎
[00:01:18.000 --> 00:01:21.000]  你哋食過未呀?
[00:01:21.000 --> 00:01:24.000]  未食過嗰啲搵去呀,ok
[00:01:25.000 --> 00:01:30.000]  Angus Lam 蒸水蛋,你係咪蒸一次就已經係完美㗎啦?
[00:01:30.000 --> 00:01:32.000]  咁犀利?
[00:01:32.000 --> 00:01:37.000]  我唔相信佢一出世就識蒸水蛋
[00:01:37.000 --> 00:01:39.000]  因為我哋呢
[00:01:39.000 --> 00:01:41.000]  蒸水蛋我識得有人整呢
[00:01:41.000 --> 00:01:44.000]  佢話畀我聽呢,係好講究㗎
[00:01:44.000 --> 00:01:46.000]  要蒸得好,蒸得滑呢
[00:01:46.000 --> 00:01:50.000]  份量呀,水呀,時間呀,要啱啱好嘅
[00:01:50.000 --> 00:01:53.000]  咁你要掌握到啲竅門呢
[00:01:53.000 --> 00:01:56.000]  除咗你自己睇書呀,人哋教你之外
[00:01:56.000 --> 00:01:58.000]  你自己都要去嘗試
[00:01:58.000 --> 00:02:01.000]  不斷嘗試掌握得更加好
[00:02:01.000 --> 00:02:05.000]  同樣,今日我哋自己嘅屬靈生命
[00:02:05.000 --> 00:02:10.000]  你好清楚,信咗耶穌之後,你決志信耶穌之後
[00:02:10.000 --> 00:02:12.000]  你就係神嘅兒女,係咪呀?
[00:02:12.000 --> 00:02:17.000]  但係,你係咪一個乖嘅神嘅兒女呢?
[00:02:17.000 --> 00:02:20.000]  我哋都係人哋仔女喎
[00:02:20.000 --> 00:02:24.000]  但係我哋係咪一出世,已經可以好好咁做到人哋嘅仔女
[00:02:24.000 --> 00:02:27.000]  好好嘅本分,好孝順,好乖咁樣去做呢?
[00:02:27.000 --> 00:02:29.000]  其實我哋都需要去學習
[00:02:29.000 --> 00:02:31.000]  學習
[00:02:31.000 --> 00:02:35.000]  同樣我哋嘅屬靈生命要成長,我哋都要去學習
[00:02:35.000 --> 00:02:39.000]  我哋唔好諗住,得啦,我哋信咗耶穌,神會幫我哋搞掂我哋㗎啦
[00:02:39.000 --> 00:02:41.000]  我哋自己咩都唔使做
[00:02:41.000 --> 00:02:44.000]  我哋需要去學習
[00:02:44.000 --> 00:02:47.000]  更加嘅依靠神
[00:02:47.000 --> 00:02:50.000]  更加嘅改變我哋嘅生活
[00:02:50.000 --> 00:02:56.000]  所以保羅指示提摩太,喺敬虔上面,我哋要操練自己
[00:02:56.000 --> 00:02:59.000]  同樣喺當時
[00:02:59.000 --> 00:03:06.000]  當我哋睇到提摩太前後書嘅背景呢,係以弗所教會入面呢,有好多嗰啲假教師呀
[00:03:06.000 --> 00:03:10.000]  好多人呢出嚟呢,即係有啲假嘅信仰呢,迷惑緊當時嘅人
[00:03:10.000 --> 00:03:14.000]  甚至有啲嘅人被迷惑到呢,要放棄自己嘅信仰
[00:03:14.000 --> 00:03:17.000]  作為一位年輕嘅牧者提摩太
[00:03:17.000 --> 00:03:20.000]  佢亦都面對住好多嘅衝擊,好多嘅挑戰
[00:03:20.000 --> 00:03:23.000]  喺呢一段今日頭先我哋讀嘅經文入面
[00:03:23.000 --> 00:03:26.000]  就特別記載住佢嘅師父保羅
[00:03:26.000 --> 00:03:28.000]  佢點樣鼓勵同埋教導提摩太
[00:03:28.000 --> 00:03:31.000]  係點樣做耶穌基督嘅工作
[00:03:31.000 --> 00:03:36.000]  佢點樣成為耶穌基督嘅兒子,成為耶穌基督嘅工人
[00:03:36.000 --> 00:03:41.000]  喺頭先剛才讀嘅四章六至十節呢,就集中喺佢個人嘅生活上面
[00:03:41.000 --> 00:03:46.000]  而四章十一至十六節呢,就講佢嘅教會入面公開嘅生活
[00:03:46.000 --> 00:03:51.000]  保羅對提摩太嘅教導,今日對我哋都好重要
[00:03:51.000 --> 00:03:53.000]  我哋係神嘅兒女
[00:03:53.000 --> 00:03:59.000]  但係我哋點樣能夠更加追求,更加生命似上帝
[00:03:59.000 --> 00:04:05.000]  我哋要學習,喺敬虔上面操練自己,我哋再有個祈禱
[00:04:08.000 --> 00:04:11.000]  天父上帝求你預備我哋嘅新心靈
[00:04:11.000 --> 00:04:17.000]  讓我哋能夠謙卑喺你私人寶座面前,喺你十家面前,降服
[00:04:17.000 --> 00:04:23.000]  我哋打開我哋嘅耳朵,打開我哋嘅眼
[00:04:23.000 --> 00:04:27.000]  更加打開我哋嘅心,迎接神你嘅話語教導
[00:04:27.000 --> 00:04:33.000]  帶領以下段時間,禱告奉耶穌基督聖名求,阿門
[00:04:33.000 --> 00:04:38.000]  第一點,我哋要講下我哋毀身敬虔呢個目標
[00:04:38.000 --> 00:04:40.000]  究竟係咩嚟嘅呢?
[00:04:40.000 --> 00:04:43.000]  咩叫毀身敬虔嘅操練呢?
[00:04:43.000 --> 00:04:45.000]  咁我哋可以睇下第一點
[00:04:45.000 --> 00:04:47.000]  毀身
[00:04:47.000 --> 00:04:52.000]  我哋再讀六至八節,預備,一二三
[00:04:52.000 --> 00:04:59.000]  你若將這些事提醒弟兄們,便是基督耶穌的好執事
[00:04:59.000 --> 00:05:06.000]  在真道的話語和你向來所服從的善道上得了教育
[00:05:06.000 --> 00:05:12.000]  只是要棄絕那世俗的言語和老虎荒謬的話
[00:05:12.000 --> 00:05:18.000]  在敬虔上操練自己,操練身體益處還少
[00:05:18.000 --> 00:05:25.000]  唯獨敬虔凡事都有益處,因有今生和來生的應許
[00:05:25.000 --> 00:05:27.000]  敬虔,毀身
[00:05:27.000 --> 00:05:32.000]  毀身呢,我鍾意用一個廣東話的字,叫做訓身
[00:05:32.000 --> 00:05:36.000]  訓個身落去做,訓身
[00:05:36.000 --> 00:05:41.000]  在座當中,我哋有冇啲弟兄好大隻呀?
[00:05:41.000 --> 00:05:46.000]  公山,嘩!公山,仲有冇?
[00:05:46.000 --> 00:05:50.000]  Samuel啦,Samuel都好大隻呀
[00:05:50.000 --> 00:05:54.000]  大隻係咪就咁一出世又係大隻呀?
[00:05:54.000 --> 00:05:59.000]  唔係啦,好似我啲肥肉咁,都唔係一出世就有咁多肥肉
[00:05:59.000 --> 00:06:01.000]  都係累積落嚟
[00:06:01.000 --> 00:06:05.000]  我好相信,我見到大隻要操練啲肌肉大隻
[00:06:05.000 --> 00:06:09.000]  佢要有均衡的生活,飲食
[00:06:09.000 --> 00:06:12.000]  定時定口,要有夠嘅蛋白質
[00:06:12.000 --> 00:06:20.000]  同埋要做一啲適當嘅,合適嘅器械操
[00:06:22.000 --> 00:06:26.000]  我知道佢哋如果有一段時間一唔保持住咁去操練
[00:06:26.000 --> 00:06:29.000]  啲肌肉就會鬆弛返落嚟
[00:06:29.000 --> 00:06:34.000]  佢哋會好留意,一路去操嘅時候
[00:06:34.000 --> 00:06:38.000]  會睇下自己啲肌肉發展係點樣
[00:06:38.000 --> 00:06:40.000]  弟兄姊妹
[00:06:40.000 --> 00:06:44.000]  同樣今日,如果你好訓身係你嘅信仰
[00:06:44.000 --> 00:06:47.000]  係你同神嘅關係上面嘅時候
[00:06:47.000 --> 00:06:52.000]  你會成日好留意,自己究竟自己生命嘅發展係點樣
[00:06:52.000 --> 00:06:54.000]  夠唔夠營養呢
[00:06:54.000 --> 00:06:57.000]  我同神關係呢一排甜唔甜蜜
[00:06:57.000 --> 00:07:00.000]  開唔開心,滋唔滋潤,夠唔夠力量
[00:07:00.000 --> 00:07:02.000]  過我每一日嘅生活
[00:07:02.000 --> 00:07:05.000]  你訓身去嘅時候
[00:07:05.000 --> 00:07:08.000]  你會好清楚你嘅目標
[00:07:08.000 --> 00:07:11.000]  係睇住,你要係親近神,愛神
[00:07:11.000 --> 00:07:14.000]  同埋要同神去拍拖
[00:07:15.000 --> 00:07:18.000]  要同神去談戀愛
[00:07:18.000 --> 00:07:20.000]  毀身
[00:07:20.000 --> 00:07:24.000]  我哋正如第六節嗰度講
[00:07:24.000 --> 00:07:26.000]  我哋成日喺信仰嘅真理上面
[00:07:26.000 --> 00:07:28.000]  同埋美善嘅交易上面
[00:07:28.000 --> 00:07:30.000]  得到栽培
[00:07:30.000 --> 00:07:33.000]  你係咪好想,好渴慕呢一樣嘢呢
[00:07:33.000 --> 00:07:35.000]  毀身
[00:07:35.000 --> 00:07:37.000]  當你訓身去嘅時候,你會發現呢
[00:07:37.000 --> 00:07:39.000]  如果你係嘅時候
[00:07:39.000 --> 00:07:41.000]  一個禮拜淨係星期日
[00:07:41.000 --> 00:07:44.000]  坐喺度讀下聖經,聽下道
[00:07:44.000 --> 00:07:47.000]  呢半個鐘頭,你會唔滿足
[00:07:47.000 --> 00:07:49.000]  係咪呀
[00:07:49.000 --> 00:07:52.000]  訓身落去嘅時候
[00:07:52.000 --> 00:07:55.000]  你會更加自己搵好多唔同嘅途徑
[00:07:55.000 --> 00:07:58.000]  主日學,小早查經
[00:07:58.000 --> 00:08:00.000]  甚至你自己每一日
[00:08:00.000 --> 00:08:02.000]  你自己睇聖經靈修
[00:08:02.000 --> 00:08:04.000]  你自己研讀聖經
[00:08:04.000 --> 00:08:06.000]  甚至而家上網
[00:08:06.000 --> 00:08:09.000]  好多好多唔同嘅豐富嘅資料
[00:08:09.000 --> 00:08:12.000]  甚至你可以喺架車嗰度
[00:08:12.000 --> 00:08:15.000]  一路揸車,一路播一啲
[00:08:15.000 --> 00:08:19.000]  好嘅聖經嘅材料出嚟聽
[00:08:19.000 --> 00:08:22.000]  所有嘅基督徒
[00:08:22.000 --> 00:08:24.000]  喺第七節嗰度講
[00:08:24.000 --> 00:08:26.000]  我哋所有嘅基督徒
[00:08:26.000 --> 00:08:28.000]  都要棄絕嗰個世俗嘅言語同埋老夫
[00:08:28.000 --> 00:08:30.000]  即係當時一啲呢
[00:08:30.000 --> 00:08:33.000]  唔啱教導嘅一啲嘅說話
[00:08:33.000 --> 00:08:35.000]  唔合乎真理嘅說話
[00:08:35.000 --> 00:08:36.000]  我哋要棄絕
[00:08:36.000 --> 00:08:38.000]  但係我哋要俾
[00:08:38.000 --> 00:08:41.000]  呼召去追求敬虔
[00:08:41.000 --> 00:08:44.000]  更加似上帝
[00:08:44.000 --> 00:08:46.000]  咁敬虔係啲乜嘢呀
[00:08:46.000 --> 00:08:47.000]  咁呢嚟緊呢
[00:08:47.000 --> 00:08:49.000]  後面呢一章呢就話畀我哋聽呢
[00:08:49.000 --> 00:08:52.000]  敬虔係包括以下呢啲嘅嘢
[00:08:52.000 --> 00:08:56.000]  我哋對神嘅態度敬畏神
[00:08:56.000 --> 00:08:57.000]  愛神
[00:08:57.000 --> 00:08:58.000]  渴慕神
[00:08:58.000 --> 00:09:00.000]  我哋嘅氣質
[00:09:00.000 --> 00:09:01.000]  我哋嘅生命嘅氣質
[00:09:01.000 --> 00:09:03.000]  更加似神
[00:09:03.000 --> 00:09:07.000]  所以屬靈生命嘅果子呀
[00:09:07.000 --> 00:09:10.000]  行事為人流露出
[00:09:10.000 --> 00:09:12.000]  我哋係神嘅兒女
[00:09:12.000 --> 00:09:14.000]  當身邊嘅人
[00:09:14.000 --> 00:09:15.000]  佢哋從我哋嘅行為
[00:09:15.000 --> 00:09:17.000]  從我哋嘅表現
[00:09:17.000 --> 00:09:21.000]  就睇出我哋係基督徒
[00:09:21.000 --> 00:09:24.000]  毀身敬虔
[00:09:24.000 --> 00:09:27.000]  毀身我哋係需要別人嘅輔助同埋培育嘅
[00:09:27.000 --> 00:09:29.000]  提摩太就係一個好嘅例子呀
[00:09:29.000 --> 00:09:30.000]  提摩太
[00:09:30.000 --> 00:09:32.000]  佢係好需要
[00:09:32.000 --> 00:09:34.000]  佢媽媽
[00:09:34.000 --> 00:09:35.000]  佢嘅祖母
[00:09:35.000 --> 00:09:36.000]  保羅
[00:09:36.000 --> 00:09:38.000]  對佢生命嘅培育
[00:09:38.000 --> 00:09:40.000]  所以弟兄姊妹
[00:09:40.000 --> 00:09:42.000]  今日我哋追求敬虔嘅時候
[00:09:42.000 --> 00:09:44.000]  我哋都需要身邊嘅人
[00:09:44.000 --> 00:09:46.000]  提示我哋
[00:09:46.000 --> 00:09:47.000]  鼓勵我哋
[00:09:47.000 --> 00:09:48.000]  就好似第六節咁講
[00:09:48.000 --> 00:09:50.000]  我哋要將呢啲嘅事情
[00:09:50.000 --> 00:09:52.000]  指示我哋身邊嘅弟兄姊妹
[00:09:52.000 --> 00:09:54.000]  正如我哋需要人哋鼓勵
[00:09:54.000 --> 00:09:56.000]  我哋人哋栽培我哋一樣
[00:09:56.000 --> 00:09:58.000]  我哋都需要去栽培身邊嘅人
[00:09:58.000 --> 00:10:00.000]  追求敬虔
[00:10:00.000 --> 00:10:02.000]  所以好想而家呢一刻
[00:10:02.000 --> 00:10:04.000]  想大家合一埋隻眼
[00:10:04.000 --> 00:10:06.000]  合埋隻眼
[00:10:06.000 --> 00:10:08.000]  我哋靜一靜
[00:10:08.000 --> 00:10:10.000]  諗一諗
[00:10:10.000 --> 00:10:14.000]  你有冇追求敬虔咩
[00:10:14.000 --> 00:10:18.000]  你有冇將
[00:10:18.000 --> 00:10:20.000]  渴慕神
[00:10:20.000 --> 00:10:22.000]  恥神
[00:10:22.000 --> 00:10:26.000]  放喺你嘅人生目標上面
[00:10:26.000 --> 00:10:31.000]  一話你而家嘅人生
[00:10:31.000 --> 00:10:34.000]  係追求緊其他嘅嘢
[00:10:34.000 --> 00:10:36.000]  多過追求神呢
[00:11:05.000 --> 00:11:07.000]  弟兄姊妹
[00:11:07.000 --> 00:11:09.000]  唔知你合埋雙眼嘅時候
[00:11:09.000 --> 00:11:12.000]  個腦海浮現咩嘢嘅圖畫呢
[00:11:12.000 --> 00:11:16.000]  你係會浮現到一啲追求神嘅圖畫
[00:11:16.000 --> 00:11:18.000]  因為有好多世俗嘅事
[00:11:18.000 --> 00:11:20.000]  喺你嘅腦海入面不斷
[00:11:20.000 --> 00:11:21.000]  好似好多片段咁樣
[00:11:21.000 --> 00:11:23.000]  係咁過係咁過呢
[00:11:23.000 --> 00:11:26.000]  呢個反映緊我哋嘅內心
[00:11:26.000 --> 00:11:29.000]  最近有啲咩嘢嘅困擾住我哋
[00:11:29.000 --> 00:11:32.000]  又或者我哋嘅心我哋嘅眼目
[00:11:32.000 --> 00:11:35.000]  能唔能夠定精喺耶穌基督身上面
[00:11:35.000 --> 00:11:36.000]  求耶穌幫助我哋
[00:11:36.000 --> 00:11:39.000]  我哋嘅目標係追求敬虔
[00:11:39.000 --> 00:11:40.000]  第二點
[00:11:40.000 --> 00:11:43.000]  我哋現代人最鍾意問㗎啦
[00:11:43.000 --> 00:11:46.000]  點解點解點解
[00:11:46.000 --> 00:11:49.000]  點解我哋人生我哋基督徒嘅人生
[00:11:49.000 --> 00:11:51.000]  要毀身喺敬虔嘅操練上面呢
[00:11:51.000 --> 00:11:54.000]  我哋唔追求敬虔得唔得呀
[00:11:54.000 --> 00:11:56.000]  咁當然係唔得啦
[00:11:56.000 --> 00:11:58.000]  咁但係我哋都睇下呢
[00:11:58.000 --> 00:11:59.000]  人生入面
[00:11:59.000 --> 00:12:03.000]  特別你有人生嘅閱歷有經歷嘅時候
[00:12:03.000 --> 00:12:06.000]  你回望以前嗰啲那些年呢
[00:12:06.000 --> 00:12:09.000]  你總係有少少有時有啲後悔㗎喎
[00:12:09.000 --> 00:12:11.000]  讀緊書嘅弟兄姊妹
[00:12:11.000 --> 00:12:13.000]  你有冇曾經後悔過呢
[00:12:13.000 --> 00:12:15.000]  哎呀當我讀書考試
[00:12:15.000 --> 00:12:18.000]  如果我平時呢即係積極啲嘅時候呢
[00:12:18.000 --> 00:12:20.000]  我過科啲成績就會好啲啦
[00:12:20.000 --> 00:12:24.000]  如果我呢即係積極啲追求嘅時候呢
[00:12:24.000 --> 00:12:28.000]  我哋我就唔使呢即係咁遲先畢到業啦
[00:12:28.000 --> 00:12:32.000]  有冇呀
[00:12:32.000 --> 00:12:35.000]  年紀再大少少嘅弟兄姊妹
[00:12:35.000 --> 00:12:39.000]  你冇諗下如果我後生嘅時候
[00:12:39.000 --> 00:12:42.000]  識得睇好自己嘅身體
[00:12:42.000 --> 00:12:46.000]  有時我哋後生嘅時候太過操勞啦
[00:12:46.000 --> 00:12:49.000]  嗰啲日子呢捱得太辛苦
[00:12:49.000 --> 00:12:54.000]  到到後期呢慢慢呢嗰啲病呢就開始浮現啦
[00:12:54.000 --> 00:12:56.000]  有時好得意我哋人生呢回望前面嗰一段呢
[00:12:56.000 --> 00:13:01.000]  總係有啲嘅嘢呢我哋係覺得呢可以再做好啲嘅
[00:13:01.000 --> 00:13:06.000]  的而且確喎呢個世界上面引誘係好多嘅
[00:13:06.000 --> 00:13:10.000]  而且呢啲引誘好即時
[00:13:10.000 --> 00:13:13.000]  正如我嚟到拍屎呢
[00:13:13.000 --> 00:13:16.000]  有一樣嘅引誘我成日都
[00:13:16.000 --> 00:13:17.000]  嘩
[00:13:17.000 --> 00:13:21.000]  我喺香港好多年呢我冇冇冇食過㗎啦
[00:13:21.000 --> 00:13:24.000]  就係呢度啲雪糕同埋薯片
[00:13:24.000 --> 00:13:29.000]  嘩如果我一買咗一包薯片或者一桶雪糕返屋企呢
[00:13:29.000 --> 00:13:37.000]  一路睇住部電視一不自覺咁一包薯片或者一桶雪糕就好快一路係咁食一路睇電視係咁食一晚就食曬佢㗎啦
[00:13:37.000 --> 00:13:39.000]  嘩
[00:13:39.000 --> 00:13:41.000]  嘩
[00:13:41.000 --> 00:13:43.000]  引誘
[00:13:43.000 --> 00:13:45.000]  我知道呢呢啲真係唔得㗎喎
[00:13:45.000 --> 00:13:51.000]  長遠呢令到我身體又唔好啦呢頭又話減肥嗰頭又食啦
[00:13:51.000 --> 00:13:56.000]  但係點呀呢啲響樂好即時㗎
[00:13:56.000 --> 00:14:01.000]  喺你面前呢嘩哎呀減肥呀遲啲先算啦食咗先啦
[00:14:01.000 --> 00:14:06.000]  因為呢啲嘢就係好即時嘅可以畀你經歷到享受到㗎嘛
[00:14:06.000 --> 00:14:08.000]  弟兄姊妹
[00:14:08.000 --> 00:14:11.000]  我哋喺呢個世界上面生活都係
[00:14:11.000 --> 00:14:17.000]  嗰啲引誘嚟到你身邊每個人都有唔同嘅引誘
[00:14:17.000 --> 00:14:22.000]  有時可能呢你會被一時嘅肉體或者嗰種響樂
[00:14:22.000 --> 00:14:24.000]  哎呀
[00:14:24.000 --> 00:14:30.000]  試咗先啦我人人生咁長嘅日子而家唔怕嘅試咗先啦
[00:14:30.000 --> 00:14:33.000]  但係就係因為呢啲即時響樂
[00:14:33.000 --> 00:14:38.000]  令到我哋有時我哋睇唔到我哋永恆生命嗰種價值
[00:14:38.000 --> 00:14:43.000]  如果我哋唔操練健健我哋唔係成日保持住我哋係追求神嘅時候
[00:14:43.000 --> 00:14:46.000]  我哋唔追求神就好容易點呀
[00:14:46.000 --> 00:14:50.000]  就會畀嗰啲人又拉扯咗佢
[00:14:50.000 --> 00:14:54.000]  慢慢慢慢咁樣我哋就更加呢
[00:14:54.000 --> 00:14:58.000]  唔追求神遠離神
[00:14:58.000 --> 00:15:00.000]  離開咗神
[00:15:00.000 --> 00:15:03.000]  我哋咩都唔能夠做
[00:15:03.000 --> 00:15:06.000]  主耶穌基督係葡萄樹我哋係枝子
[00:15:06.000 --> 00:15:11.000]  離開咗呢個葡萄樹嘅呢個枝子就會死
[00:15:11.000 --> 00:15:14.000]  喺聖經入面佢講話
[00:15:14.000 --> 00:15:18.000]  因為佢有永恆嘅價值
[00:15:18.000 --> 00:15:22.000]  係可以咁
[00:15:22.000 --> 00:15:26.000]  呢度呢話呢操練身體益處還少
[00:15:26.000 --> 00:15:30.000]  唯獨敬虔凡事都有益處
[00:15:30.000 --> 00:15:32.000]  因有今生和來生嘅應許
[00:15:32.000 --> 00:15:35.000]  留意呢段聖經唔係叫我哋唔使操練我哋嘅身體喎
[00:15:35.000 --> 00:15:37.000]  唔好諗住呢即係話得啦
[00:15:37.000 --> 00:15:39.000]  聖經叫我哋唔使理自己嘅身體唔係
[00:15:39.000 --> 00:15:41.000]  操練身體係好嘅
[00:15:41.000 --> 00:15:43.000]  但係佢更加話畀我哋聽呢
[00:15:43.000 --> 00:15:46.000]  除咗操練我哋外表嘅身體之外
