
[00:00:00.000 --> 00:00:02.840]  我哋一齊嚟到去思想
[00:00:02.840 --> 00:00:07.200]  我哋點樣活喺神嘅領導底下
[00:00:07.200 --> 00:00:10.400]  乜嘢係我哋人生嘅分水嶺呢
[00:00:10.400 --> 00:00:15.600]  邊一樣嘢係成為我哋人生嘅轉捩點呢
[00:00:15.600 --> 00:00:18.000]  喺六十年代
[00:00:18.000 --> 00:00:20.200]  有一位年青嘅球員
[00:00:20.200 --> 00:00:22.800]  去加入黃德馬德里
[00:00:22.800 --> 00:00:25.000]  如果大家鍾意睇波嘅時候
[00:00:25.000 --> 00:00:28.000]  你都知道呢個係一個好著名嘅球隊
[00:00:28.000 --> 00:00:34.000]  對唔住快咗
[00:00:34.000 --> 00:00:40.800]  呢個嘅年青嘅足球員
[00:00:40.800 --> 00:00:43.200]  喺佢二十年嘅時候
[00:00:43.200 --> 00:00:45.200]  喺佢二十歲嘅時候
[00:00:45.200 --> 00:00:48.600]  佢就嚟到有一遇到一個車禍
[00:00:48.600 --> 00:00:51.400]  佢就全身嘅癱瘓
[00:00:51.400 --> 00:00:54.000]  佢就呢住喺醫院裏面
[00:00:54.000 --> 00:00:58.400]  護士見佢悶就畀個結他去彈
[00:00:58.400 --> 00:01:04.600]  跟住畀佢喺病房裏面可以消磨時間
[00:01:04.600 --> 00:01:06.800]  佢就可以彈起結他
[00:01:06.800 --> 00:01:11.400]  唱起流行歌曲
[00:01:11.400 --> 00:01:16.600]  竟然佢發現到佢有唱歌嘅天分
[00:01:16.600 --> 00:01:22.600]  佢就成為後來一個傑出嘅一個歌唱家
[00:01:22.600 --> 00:01:24.800]  呢場大病
[00:01:24.800 --> 00:01:28.000]  呢一場呢即係咁樣嘅意外
[00:01:28.000 --> 00:01:32.400]  竟成為佢人生嘅分水嶺
[00:01:32.400 --> 00:01:34.800]  佢嘅CD呢
[00:01:34.800 --> 00:01:39.400]  即係賣超過三億五千萬
[00:01:39.400 --> 00:01:44.400]  唔係3 Billion
[00:01:44.400 --> 00:01:46.200]  呢個笑話唔識笑
[00:01:46.200 --> 00:01:51.400]  唔緊要
[00:01:51.400 --> 00:01:52.800]  我唔會講呢啲
[00:01:52.800 --> 00:01:54.400]  講第二啲
[00:01:54.400 --> 00:01:58.200]  好啦
[00:01:58.200 --> 00:02:01.600]  呢一個意外
[00:02:01.600 --> 00:02:06.200]  成為佢人生嘅分水嶺
[00:02:06.200 --> 00:02:08.200]  最近我收到一個電郵
[00:02:08.200 --> 00:02:10.000]  呢個電郵呢
[00:02:10.000 --> 00:02:13.000]  即係一位大學嘅教授
[00:02:13.000 --> 00:02:18.600]  去悼念佢一個剛剛離世嘅學生
[00:02:18.600 --> 00:02:21.800]  喺二月十九號
[00:02:21.800 --> 00:02:24.800]  喺上海全內
[00:02:24.800 --> 00:02:26.800]  即係一個嘅大學
[00:02:26.800 --> 00:02:28.400]  一個嘅教授
[00:02:28.400 --> 00:02:30.400]  一個年青嘅講師
[00:02:30.400 --> 00:02:34.200]  佢嚟到自危身亡
[00:02:34.200 --> 00:02:36.800]  呢一個嘅年青嘅講師
[00:02:36.800 --> 00:02:38.600]  唔夠四十歲
[00:02:38.600 --> 00:02:42.000]  佢曾經喺香港嘅大學
[00:02:42.000 --> 00:02:44.400]  嚟到讀佢嘅博士學位
[00:02:44.400 --> 00:02:48.600]  就喺度讀博士學位就同呢個嘅
[00:02:48.600 --> 00:02:51.000]  基督徒大學嘅教授
[00:02:51.000 --> 00:02:53.400]  有一個生命嘅接觸
[00:02:53.400 --> 00:02:54.400]  喺個時候
[00:02:54.400 --> 00:02:58.000]  佢人生有好多抉擇同埋改變
[00:02:58.000 --> 00:03:01.400]  佢就同呢一個嘅大學教授分享
[00:03:01.400 --> 00:03:03.800]  分享佢嘅掙扎
[00:03:03.800 --> 00:03:05.200]  分享佢嘅改變
[00:03:05.200 --> 00:03:06.400]  分享佢將
[00:03:06.400 --> 00:03:07.800]  佢嗰時候係基督徒
[00:03:07.800 --> 00:03:09.800]  佢想放低佢嘅信仰
[00:03:09.800 --> 00:03:11.000]  佢感到
[00:03:11.000 --> 00:03:16.000]  人生唔好走去尋找啲理想啲虛無飄渺嘅理想
[00:03:16.000 --> 00:03:18.400]  踏實一啲更加好
[00:03:18.400 --> 00:03:20.400]  甚至佢話佢畢業之後
[00:03:20.400 --> 00:03:22.400]  又要改行做金融
[00:03:22.400 --> 00:03:27.000]  佢再唔去讀嗰啲咩哲學呀咩嘢
[00:03:27.000 --> 00:03:29.000]  政治呀呢啲咁樣嘅嘢
[00:03:29.000 --> 00:03:32.000]  佢希望能夠踏實一啲
[00:03:32.000 --> 00:03:33.800]  不過佢冇咁樣做
[00:03:33.800 --> 00:03:35.800]  結果佢畢業之後
[00:03:35.800 --> 00:03:38.000]  佢再返返內地
[00:03:38.000 --> 00:03:44.000]  即係喺一個大學裏面成為講師
[00:03:44.000 --> 00:03:47.000]  唔知係咪因為佢追求理想
[00:03:47.000 --> 00:03:50.000]  而佢覺得佢嘅理想
[00:03:50.000 --> 00:03:52.000]  唔能夠達成
[00:03:52.000 --> 00:03:54.000]  佢失望
[00:03:54.000 --> 00:03:58.000]  以致佢走向呢個絕路
[00:03:58.000 --> 00:04:01.000]  你有冇經歷人生
[00:04:01.000 --> 00:04:03.000]  即係一啲咁樣
[00:04:03.000 --> 00:04:06.000]  係你一啲嘅重要嘅時刻
[00:04:06.000 --> 00:04:08.000]  成為你人生嘅分水嶺
[00:04:08.000 --> 00:04:10.000]  一個改變
[00:04:10.000 --> 00:04:12.000]  一個環境嘅逆轉
[00:04:12.000 --> 00:04:15.000]  成為你人生嘅分水嶺
[00:04:15.000 --> 00:04:17.000]  我以前係公務員
[00:04:17.000 --> 00:04:21.000]  如果我繼續一路做公務員
[00:04:21.000 --> 00:04:23.000]  我應該就退休
[00:04:23.000 --> 00:04:26.000]  應該就有長糧食
[00:04:26.000 --> 00:04:27.000]  不過冇
[00:04:27.000 --> 00:04:29.000]  即係喺嗰個時候
[00:04:29.000 --> 00:04:31.000]  神父召我成為
[00:04:31.000 --> 00:04:35.000]  去揀選我成為一個傳道人
[00:04:35.000 --> 00:04:41.000]  我就走向一條另一條嘅路
[00:04:41.000 --> 00:04:47.000]  乜嘢嘢係你人生嘅轉捩點呢
[00:04:47.000 --> 00:04:50.000]  最近因為旺角嘅暴動
[00:04:50.000 --> 00:04:53.000]  我就睇咗一篇嘅評論
[00:04:53.000 --> 00:04:55.000]  關於旺角嘅暴動
[00:04:55.000 --> 00:05:00.000]  同六七年嘅暴動有啲嘅比對
[00:05:00.000 --> 00:05:02.000]  不過呢篇嘅文章
[00:05:02.000 --> 00:05:05.000]  佢講起六七年嘅暴動
[00:05:05.000 --> 00:05:07.000]  有一本書話六七暴動
[00:05:07.000 --> 00:05:12.000]  香港戰後歷史嘅分水嶺
[00:05:12.000 --> 00:05:13.000]  六七之後
[00:05:13.000 --> 00:05:18.000]  港英政府突然間了解佢哋嘅管治
[00:05:18.000 --> 00:05:19.000]  佢話呢
[00:05:19.000 --> 00:05:21.000]  從一個人咁樣批
[00:05:21.000 --> 00:05:23.000]  有人咁樣嘅觀察
[00:05:23.000 --> 00:05:25.000]  六七嘅暴動
[00:05:25.000 --> 00:05:29.000]  由一個唔好嘅管治嗰個嘅方式
[00:05:29.000 --> 00:05:33.000]  轉為一個好嘅管治嘅方式
[00:05:33.000 --> 00:05:38.000]  帶畀香港有差唔多三十
[00:05:38.000 --> 00:05:41.000]  即係成三十年一個呢
[00:05:41.000 --> 00:05:46.000]  即係良好的發展
[00:05:46.000 --> 00:05:52.000]  九七香港另一個歷史嘅分水嶺
[00:05:52.000 --> 00:05:55.000]  我哋走咗二十年
[00:05:55.000 --> 00:05:58.000]  喺呢二十年嘅裏面
[00:05:58.000 --> 00:06:01.000]  去年發生佔領運動
[00:06:01.000 --> 00:06:03.000]  今年發生騷亂
[00:06:03.000 --> 00:06:07.000]  究竟我哋香港走向好
[00:06:07.000 --> 00:06:10.000]  又或者走向差
[00:06:10.000 --> 00:06:12.000]  邊一個知道
[00:06:12.000 --> 00:06:16.000]  你嘅人生嘅分水嶺
[00:06:16.000 --> 00:06:18.000]  喺邊度發生
[00:06:18.000 --> 00:06:24.000]  喺我哋變幻無常嘅人生際遇
[00:06:24.000 --> 00:06:27.000]  成為你嘅人生分水嶺
[00:06:27.000 --> 00:06:31.000]  或者喺你遇到一個惡劣嘅環境裏面
[00:06:31.000 --> 00:06:34.000]  成為你人生嘅分水嶺
[00:06:34.000 --> 00:06:37.000]  又或者其實唔係喺嗰啲嘅地方
[00:06:37.000 --> 00:06:42.000]  而係在於你點樣去跟隨神
[00:06:42.000 --> 00:06:46.000]  成為你生命嘅分水嶺呢
[00:06:46.000 --> 00:06:48.000]  今日我哋就嚟睇
[00:06:48.000 --> 00:06:51.000]  乜嘢係我哋人生嘅分水嶺
[00:06:51.000 --> 00:06:59.000]  我哋點樣能夠去知道我哋點樣去跟隨神
[00:06:59.000 --> 00:07:01.000]  好多時候我哋以為
[00:07:01.000 --> 00:07:03.000]  即係一啲困難嘅環境
[00:07:03.000 --> 00:07:11.000]  環境係好重要去塑造我哋嗰個前面要走嘅路
[00:07:11.000 --> 00:07:15.000]  不過當我哋一路睇呢段聖經
[00:07:15.000 --> 00:07:18.000]  佢話唔係制度唔係環境
[00:07:18.000 --> 00:07:21.000]  而係你有冇跟隨神
