
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹們,午安!
[00:00:02.000 --> 00:00:05.000]  今天跟大家去研讀
[00:00:05.000 --> 00:00:09.000]  《菲律賓書》二章一至四節的經文
[00:00:09.000 --> 00:00:12.000]  前一段日子我們已經開始了
[00:00:12.000 --> 00:00:14.000]  《菲律賓書》的研讀
[00:00:14.000 --> 00:00:17.000]  我們今天會讀到第二章
[00:00:17.000 --> 00:00:22.000]  談及保羅和菲律賓信徒去分面、去勸勉他們
[00:00:22.000 --> 00:00:26.000]  怎樣在教會裡面去持守一些教訓
[00:00:26.000 --> 00:00:32.000]  我今天給的題目是《謙卑的同行者》
[00:00:32.000 --> 00:00:35.000]  先跟大家去閱讀今天的經文
[00:00:35.000 --> 00:00:37.000]  二章一至四節
[00:00:37.000 --> 00:00:40.000]  今次我選用的經文是《環球聖經》譯本
[00:00:40.000 --> 00:00:46.000]  這個譯本都是剛剛新近完成了新約和舊約的翻譯
[00:00:46.000 --> 00:00:49.000]  都嘗試用一個新一點的譯本
[00:00:49.000 --> 00:00:51.000]  跟大家去重溫一個
[00:00:51.000 --> 00:00:54.000]  大家都可能很熟悉的一段經文
[00:00:54.000 --> 00:00:58.000]  讓裡面的另外一些詞彙、一些用字
[00:00:58.000 --> 00:01:01.000]  可能都給我們一些新的刺激
[00:01:01.000 --> 00:01:04.000]  給我們一些新的啟發
[00:01:04.000 --> 00:01:06.000]  請聽我讀這四節的經文
[00:01:06.000 --> 00:01:08.000]  第一節
[00:01:08.000 --> 00:01:12.000]  所以你們如果有什麼在基督裡的鼓勵
[00:01:12.000 --> 00:01:15.000]  有什麼法治愛的安慰
[00:01:15.000 --> 00:01:17.000]  有什麼聖靈的共享
[00:01:17.000 --> 00:01:20.000]  有什麼慈悲憐憫
[00:01:20.000 --> 00:01:23.000]  就應該有同樣的意念
[00:01:23.000 --> 00:01:25.000]  有同樣的愛
[00:01:25.000 --> 00:01:26.000]  心思相同
[00:01:26.000 --> 00:01:27.000]  意念一致
[00:01:27.000 --> 00:01:29.000]  好使我充滿喜樂
[00:01:29.000 --> 00:01:32.000]  做任何事都不要自私自利
[00:01:32.000 --> 00:01:34.000]  也不要妄自尊大
[00:01:34.000 --> 00:01:36.000]  倒要謙卑
[00:01:36.000 --> 00:01:39.000]  看別人比自己優越
[00:01:39.000 --> 00:01:42.000]  人人都不要只關注自己的事
[00:01:42.000 --> 00:01:45.000]  也要關注別人的事
[00:01:45.000 --> 00:01:49.000]  早前上一次關於《菲律賓書》的講道裡面
[00:01:49.000 --> 00:01:53.000]  陳佩惠傳道帶領我們去思想《菲律賓書》一章
[00:01:53.000 --> 00:01:55.000]  27節至30節的教導
[00:01:55.000 --> 00:01:56.000]  保羅勸勉
[00:01:56.000 --> 00:02:00.000]  菲律賓的信徒要謹記自己天國公民的身份
[00:02:00.000 --> 00:02:03.000]  要為福音同心的去奮鬥
[00:02:03.000 --> 00:02:05.000]  不過他們要面對的
[00:02:05.000 --> 00:02:06.000]  要經歷的
[00:02:06.000 --> 00:02:09.000]  就是因為欣賊傳揚耶穌基督的福音
[00:02:09.000 --> 00:02:11.000]  帶來一些的逼迫和苦難
[00:02:11.000 --> 00:02:13.000]  佩惠傳道甚至去形容
[00:02:13.000 --> 00:02:15.000]  為基督受苦
[00:02:15.000 --> 00:02:17.000]  是一項的庶榮
[00:02:17.000 --> 00:02:19.000]  29節至30節這樣講
[00:02:19.000 --> 00:02:21.000]  我們重溫一下上一次的經文
[00:02:21.000 --> 00:02:23.000]  因為你們蒙了恩典
[00:02:23.000 --> 00:02:25.000]  得以為基督受苦
[00:02:25.000 --> 00:02:26.000]  不單信他
[00:02:26.000 --> 00:02:28.000]  也為他受苦
[00:02:28.000 --> 00:02:30.000]  我經歷同樣的憎戰
[00:02:30.000 --> 00:02:34.000]  這憎戰就是你們從前在我身上見過
[00:02:34.000 --> 00:02:36.000]  現在又聽說的
[00:02:36.000 --> 00:02:37.000]  保羅這樣形容
[00:02:37.000 --> 00:02:42.000]  信徒要和他一起去經歷同樣的憎戰
[00:02:42.000 --> 00:02:43.000]  在《菲律賓書》開首
[00:02:43.000 --> 00:02:44.000]  我們都記得
[00:02:44.000 --> 00:02:45.000]  保羅已經表明自己
[00:02:45.000 --> 00:02:47.000]  是因著耶穌基督的緣故
[00:02:47.000 --> 00:02:49.000]  是落入被囚的境況
[00:02:49.000 --> 00:02:52.000]  另一方面我們也有分享到
[00:02:52.000 --> 00:02:53.000]  他全方位工作
[00:02:53.000 --> 00:02:55.000]  因為有些人出於自私
[00:02:55.000 --> 00:02:56.000]  要引起紛爭
[00:02:56.000 --> 00:02:59.000]  來帶來一些的攻擊
[00:02:59.000 --> 00:03:01.000]  事實上保羅一直以來的服侍
[00:03:01.000 --> 00:03:05.000]  都是經歷著大大小小的艱難
[00:03:05.000 --> 00:03:07.000]  只是保羅這次
[00:03:07.000 --> 00:03:10.000]  他要特別提醒這班菲律賓的信徒
[00:03:10.000 --> 00:03:12.000]  他們現今經歷的苦難
[00:03:12.000 --> 00:03:14.000]  保羅感同身受
[00:03:14.000 --> 00:03:16.000]  因為他自己也經歷過
[00:03:16.000 --> 00:03:19.000]  他自己也都現在身處其中
[00:03:19.000 --> 00:03:22.000]  保羅的勸勉其實不是一種
[00:03:22.000 --> 00:03:24.000]  很抽空的命令語句提醒他們
[00:03:24.000 --> 00:03:25.000]  你不要怕
[00:03:25.000 --> 00:03:26.000]  你們去吧
[00:03:26.000 --> 00:03:27.000]  這樣就算了
[00:03:27.000 --> 00:03:31.000]  保羅他運用的策略是很特別的
[00:03:31.000 --> 00:03:33.000]  他是明白信徒的處境
[00:03:33.000 --> 00:03:36.000]  他也都訴說著自己的處境
[00:03:36.000 --> 00:03:38.000]  他透過分享自己一些的經歷
[00:03:38.000 --> 00:03:41.000]  讓大家能夠產生共鳴
[00:03:41.000 --> 00:03:43.000]  相信我們都有類似的經驗
[00:03:43.000 --> 00:03:45.000]  當我們很不開心
[00:03:45.000 --> 00:03:47.000]  遇到一些很艱難的事的時候
[00:03:47.000 --> 00:03:49.000]  我們即使有身邊的人去安慰我們
[00:03:49.000 --> 00:03:51.000]  有時都未必很有效
[00:03:51.000 --> 00:03:55.000]  但是如果有一個同樣經歷的人
[00:03:55.000 --> 00:03:57.000]  他分享他自己的經歷
[00:03:57.000 --> 00:03:59.000]  我們會覺得很安慰
[00:03:59.000 --> 00:04:00.000]  我們會發現
[00:04:00.000 --> 00:04:03.000]  原來有人能夠體會到自己的困境
[00:04:03.000 --> 00:04:05.000]  這種勸勉的方式
[00:04:05.000 --> 00:04:08.000]  正是菲律賓書一個很特別的特色
[00:04:08.000 --> 00:04:11.000]  因為保羅很認識菲律賓的信徒
[00:04:11.000 --> 00:04:13.000]  菲律賓信徒也很認識保羅
[00:04:13.000 --> 00:04:15.000]  保羅願意將他的經歷
[00:04:15.000 --> 00:04:17.000]  跟菲律賓的信徒分享
[00:04:17.000 --> 00:04:19.000]  當保羅去提及自己的經歷
[00:04:19.000 --> 00:04:21.000]  也提到他兩個的戰友
[00:04:21.000 --> 00:04:23.000]  包括提摩太和伊巴佛提
[00:04:23.000 --> 00:04:25.000]  在二章尾裡面出現
[00:04:25.000 --> 00:04:27.000]  保羅的目的是要讓菲律賓的信徒
[00:04:27.000 --> 00:04:29.000]  理解到他們現今
[00:04:29.000 --> 00:04:32.000]  不是孤孤單單地行在這條受苦的路上
[00:04:32.000 --> 00:04:35.000]  而是跟保羅 跟他的同伴
[00:04:35.000 --> 00:04:38.000]  一起去經歷這些憂戚與共的日子
[00:04:38.000 --> 00:04:40.000]  因為大家都在基督裡面
[00:04:40.000 --> 00:04:44.000]  成為一個一同受苦的夥伴
[00:04:44.000 --> 00:04:46.000]  為基督受苦
[00:04:46.000 --> 00:04:49.000]  是一同的受苦
[00:04:49.000 --> 00:04:51.000]  這種夥伴的關係
[00:04:51.000 --> 00:04:52.000]  我們在教會裡面
[00:04:52.000 --> 00:04:55.000]  很多時候都稱之為團契
[00:04:55.000 --> 00:04:58.000]  不知道大家怎樣理解團契
[00:04:58.000 --> 00:05:00.000]  在保羅的觀念裡面
[00:05:00.000 --> 00:05:02.000]  團契就不一定是單單的
[00:05:02.000 --> 00:05:04.000]  就像成長班 參與聚會
[00:05:04.000 --> 00:05:06.000]  我們有一班有聊有講
[00:05:06.000 --> 00:05:10.000]  一班的弟兄姊妹那麼簡單
[00:05:10.000 --> 00:05:13.000]  這一班人其實是有一個很緊密的關係
[00:05:13.000 --> 00:05:15.000]  他們能夠去共同分享
[00:05:15.000 --> 00:05:17.000]  一些很重要的事物
[00:05:17.000 --> 00:05:19.000]  團契有幾個特徵
[00:05:19.000 --> 00:05:23.000]  第一 建基在耶穌基督的救贖
[00:05:23.000 --> 00:05:26.000]  信徒能夠跟耶穌基督連結
[00:05:26.000 --> 00:05:28.000]  並且要先有這個前提
[00:05:28.000 --> 00:05:30.000]  他才能夠跟弟兄姊妹連結
[00:05:30.000 --> 00:05:32.000]  信徒跟基督連結
[00:05:32.000 --> 00:05:34.000]  一起去分享主的恩典
[00:05:34.000 --> 00:05:36.000]  第二 有聖靈的同在
[00:05:36.000 --> 00:05:38.000]  以致信徒能夠藉著聖靈
[00:05:38.000 --> 00:05:40.000]  跟其他的弟兄姊妹
[00:05:40.000 --> 00:05:42.000]  一起的連結起來
[00:05:42.000 --> 00:05:44.000]  第三 一個個團契裡面
[00:05:44.000 --> 00:05:47.000]  是會分享一個同一個目標
[00:05:47.000 --> 00:05:49.000]  在福音的事上面
[00:05:49.000 --> 00:05:51.000]  會共同去承擔
[00:05:51.000 --> 00:05:53.000]  就是說我們不是一班人
[00:05:53.000 --> 00:05:56.000]  就這樣每個禮拜恆常地聚集
[00:05:56.000 --> 00:05:59.000]  而是我們這個恆常地聚集
[00:05:59.000 --> 00:06:01.000]  是應該帶有一些的目的
[00:06:01.000 --> 00:06:02.000]  帶有一個目標
[00:06:02.000 --> 00:06:04.000]  以致我們能夠一同去成長
[00:06:04.000 --> 00:06:06.000]  一同去實踐這個目標
[00:06:06.000 --> 00:06:09.000]  第四 我們除了去共同分享
[00:06:09.000 --> 00:06:11.000]  上帝給我們的恩典
[00:06:11.000 --> 00:06:14.000]  也都包括我們要共同去分享
[00:06:14.000 --> 00:06:16.000]  耶穌基督的受苦
[00:06:16.000 --> 00:06:19.000]  受苦是包了的
[00:06:19.000 --> 00:06:22.000]  在團體裡面是會有的
[00:06:22.000 --> 00:06:24.000]  所以我們要有心理預備了
[00:06:24.000 --> 00:06:26.000]  就是我們要為了信仰而受苦
[00:06:26.000 --> 00:06:28.000]  不是一件很遙遠的事
[00:06:28.000 --> 00:06:32.000]  也都不是一件很不可能發生的事
[00:06:32.000 --> 00:06:34.000]  這件在保羅的經歷裡面
[00:06:34.000 --> 00:06:36.000]  在很多的Firm書
[00:06:36.000 --> 00:06:39.000]  很多的新約的書卷裡面都有反映
[00:06:39.000 --> 00:06:41.000]  這個是必然會發生的事
[00:06:41.000 --> 00:06:44.000]  第五 我們是一班團契的人的時候
[00:06:44.000 --> 00:06:47.000]  我們是共同分享我們所擁有的
[00:06:47.000 --> 00:06:50.000]  就如好像保羅他在其他的書卷都有提到
[00:06:50.000 --> 00:06:53.000]  他為了耶路撒冷教會去籌募經費
[00:06:53.000 --> 00:06:55.000]  籌募一些的款項
[00:06:55.000 --> 00:06:59.000]  籌募一些的他們因為饑荒的緣故
[00:06:59.000 --> 00:07:02.000]  以致他們需要人的幫助
[00:07:02.000 --> 00:07:04.000]  這些都是團契的意思
[00:07:04.000 --> 00:07:06.000]  就是一同去分享我們所有的
[00:07:06.000 --> 00:07:07.000]  概括來說
[00:07:07.000 --> 00:07:10.000]  信徒就是一起因著耶穌基督的恩典
[00:07:10.000 --> 00:07:11.000]  藉著聖靈的幫助
[00:07:11.000 --> 00:07:13.000]  去共同承擔福音的使命
[00:07:13.000 --> 00:07:16.000]  甚至願意為主去受苦
[00:07:16.000 --> 00:07:19.000]  事實上保羅和菲勒比信徒之間
[00:07:19.000 --> 00:07:22.000]  就是有一個這麼緊密的團契關係
[00:07:22.000 --> 00:07:25.000]  他們都是為了福音同心努力
[00:07:25.000 --> 00:07:27.000]  這個都是他們共同的目標
[00:07:27.000 --> 00:07:30.000]  這個也都是保羅為什麼要寫信給菲勒比信徒
[00:07:30.000 --> 00:07:31.000]  勸勉他們呢
[00:07:31.000 --> 00:07:33.000]  一個很重要的目的
[00:07:33.000 --> 00:07:37.000]  就是勸勉他們要繼續持守著這個目標
[00:07:37.000 --> 00:07:41.000]  不過有兩個問題攔阻著菲勒比的信徒
[00:07:41.000 --> 00:07:44.000]  第一個是一個外患的問題
[00:07:44.000 --> 00:07:47.000]  這個上一次配偉全道跟我們講過了
[00:07:47.000 --> 00:07:51.000]  就因為羅馬社會那裡可能對基督的信仰
[00:07:51.000 --> 00:07:53.000]  對基督徒有一些的敵視
[00:07:53.000 --> 00:07:55.000]  因此他們面對一些的苦難
[00:07:55.000 --> 00:07:57.000]  這個是外患
[00:07:57.000 --> 00:08:02.000]  不過今天要講的就是一些內憂的問題
[00:08:02.000 --> 00:08:05.000]  在菲勒比教會裡面
[00:08:05.000 --> 00:08:08.000]  這個群體應該是發生了一些的問題
[00:08:08.000 --> 00:08:10.000]  以致他們關係面對一些的張力
[00:08:10.000 --> 00:08:12.000]  甚至一些的危機
[00:08:12.000 --> 00:08:15.000]  簡單的來說就是他們可能不是很合一
[00:08:15.000 --> 00:08:17.000]  所以保羅要提醒他們
[00:08:17.000 --> 00:08:21.000]  你們要成為一個合一的教會
[00:08:21.000 --> 00:08:28.000]  保羅要菲勒比信徒去正視他們內部矛盾的問題
[00:08:28.000 --> 00:08:33.000]  這個是今天經文要處理的問題
[00:08:33.000 --> 00:08:36.000]  第一節第二節
[00:08:36.000 --> 00:08:37.000]  請聽我再讀
[00:08:37.000 --> 00:08:41.000]  所以你們如果有什麼在基督的鼓勵
[00:08:41.000 --> 00:08:44.000]  有什麼法治愛的安慰
[00:08:44.000 --> 00:08:46.000]  有什麼聖靈的共享
[00:08:46.000 --> 00:08:49.000]  有什麼慈悲憐憫
[00:08:49.000 --> 00:08:52.000]  就應該有同樣的意念
[00:08:52.000 --> 00:08:55.000]  好使我充滿喜樂
[00:08:55.000 --> 00:08:58.000]  保羅一開始用所以去表達
