
[00:00:00.000 --> 00:00:03.400]  今天我講到,大家可能聽到很多
[00:00:03.400 --> 00:00:08.560]  心裏面有些不同意的、同意的、疑惑的、疑問的
[00:00:08.560 --> 00:00:13.520]  覺得牧師太過離地
[00:00:13.520 --> 00:00:15.160]  很多的掙扎
[00:00:15.160 --> 00:00:17.080]  我可不可以有辦法和你談呢?
[00:00:17.080 --> 00:00:18.720]  沒甚麼機會,難道現在我叫你
[00:00:18.720 --> 00:00:20.720]  現在我說完,你現在說,回答我吧
[00:00:20.720 --> 00:00:23.320]  你回答我,就已經散會了
[00:00:23.320 --> 00:00:26.200]  但如果你有一個人在你心裏面
[00:00:26.200 --> 00:00:28.200]  你完崇拜,完小組
[00:00:28.480 --> 00:00:30.760]  一群人談完,一群人學習完之後
[00:00:30.760 --> 00:00:33.440]  你會有一個很深層的、個別的禱告
[00:00:33.440 --> 00:00:35.240]  我不懂得做人師傅
[00:00:35.240 --> 00:00:37.240]  但你可以個別地為他祈禱
[00:00:37.240 --> 00:00:39.240]  由祈禱開始,聖靈就帶領我們
[00:00:39.240 --> 00:00:41.240]  讓我們繼續繼續學習
[00:00:41.240 --> 00:00:43.240]  我三月份的講道裏面有一堂
[00:00:43.240 --> 00:00:45.720]  我會提到一些具體可以怎樣做
[00:00:45.720 --> 00:00:48.680]  希望大家先為自己祈禱
[00:00:48.680 --> 00:00:50.680]  找一個屬靈的夥伴
[00:00:50.680 --> 00:00:51.880]  開放你的生命
[00:00:51.880 --> 00:00:54.680]  而我們今天開始就進入第六課了
[00:00:54.680 --> 00:00:56.680]  第六課我們看死
[00:00:56.680 --> 00:00:58.680]  所以我很開心
[00:00:58.680 --> 00:01:00.680]  幸好是在年十五之後
[00:01:00.680 --> 00:01:02.680]  (笑)
[00:01:02.680 --> 00:01:04.680]  真是放在初一講
[00:01:04.680 --> 00:01:06.680]  我想有點難度,講死
[00:01:06.680 --> 00:01:08.680]  但因為這個題目是蔡依
[00:01:08.680 --> 00:01:11.680]  課程裏面其中一個題目
[00:01:11.680 --> 00:01:14.680]  然後做一些靈修反省
[00:01:14.680 --> 00:01:16.680]  究竟她死,我們怎樣去寫記呢?
[00:01:16.680 --> 00:01:18.680]  怎樣去為神死呢?
[00:01:18.680 --> 00:01:20.680]  然後我很喜歡
[00:01:20.680 --> 00:01:22.680]  巴塞·凱倫
[00:01:22.680 --> 00:01:24.680]  他在《牧者心聲》裏面講到
[00:01:24.680 --> 00:01:26.680]  他死了四歲
[00:01:26.680 --> 00:01:28.680]  我怎樣可以為他死呢?
[00:01:28.680 --> 00:01:30.680]  真是很精彩
[00:01:30.680 --> 00:01:32.680]  讓我們上我們的APP裏面
[00:01:32.680 --> 00:01:34.680]  亦都說巴塞·丹尼爾很用心
[00:01:34.680 --> 00:01:36.680]  他每個月為大家預備
[00:01:36.680 --> 00:01:38.680]  一個星期一次
[00:01:38.680 --> 00:01:40.680]  一次而已
[00:01:40.680 --> 00:01:42.680]  如果你已經甩了,就回到車上
[00:01:42.680 --> 00:01:44.680]  那你就每個月
[00:01:44.680 --> 00:01:46.680]  有四次,每個星期一次
[00:01:46.680 --> 00:01:48.680]  二十分鐘,然後做靈穴
[00:01:48.680 --> 00:01:50.680]  我很深信
[00:01:50.680 --> 00:01:52.680]  半年之後你會熟習靈穴的方式
[00:01:52.680 --> 00:01:54.680]  與神相遇,聖靈在生命裏面
[00:01:54.680 --> 00:01:56.680]  跟你講說話
[00:01:56.680 --> 00:01:58.680]  我都不太熟悉,因為特別我們有很多新的來賓
[00:01:58.680 --> 00:02:00.680]  我們過去這幾個月
[00:02:00.680 --> 00:02:02.680]  我很誠懇邀請你
[00:02:02.680 --> 00:02:04.680]  第四個星期
[00:02:04.680 --> 00:02:06.680]  二月二十三日就有靈穴同行小組
[00:02:06.680 --> 00:02:08.680]  你不是說參加這個小組
[00:02:08.680 --> 00:02:10.680]  就長來一定去到永遠遠的
[00:02:10.680 --> 00:02:12.680]  這個小組
[00:02:12.680 --> 00:02:14.680]  其實就是巴塞·丹尼爾特別
[00:02:14.680 --> 00:02:16.680]  為大家預備一起去學習
[00:02:16.680 --> 00:02:18.680]  你覺得想深入一點去學習靈穴
[00:02:18.680 --> 00:02:20.680]  你覺得未熟悉
[00:02:20.680 --> 00:02:22.680]  你就讓他在這個小組裏面
[00:02:22.680 --> 00:02:24.680]  我們一起去同行
[00:02:24.680 --> 00:02:26.680]  然後你覺得
[00:02:26.680 --> 00:02:28.680]  單獨要說我要補課
[00:02:28.680 --> 00:02:30.680]  我跟巴塞·丹尼爾談過
[00:02:30.680 --> 00:02:32.680]  他說很歡迎大家邀請他幫你補課
[00:02:32.680 --> 00:02:34.680]  私人,聰明的
[00:02:34.680 --> 00:02:36.680]  私人幫你去補課
[00:02:36.680 --> 00:02:38.680]  其實我們每一個牧者
[00:02:38.680 --> 00:02:40.680]  不單止他,我們重擔會給他
[00:02:40.680 --> 00:02:42.680]  他首要
[00:02:42.680 --> 00:02:44.680]  其他人都可以去一起學習
[00:02:44.680 --> 00:02:46.680]  去幫助大家
[00:02:46.680 --> 00:02:48.680]  希望在這個思考同行系列裏面
[00:02:48.680 --> 00:02:50.680]  我們不要每個星期來聽到
[00:02:50.680 --> 00:02:52.680]  然後在小組
[00:02:52.680 --> 00:02:54.680]  就好像一個既定動作
[00:02:54.680 --> 00:02:56.680]  而是我們真真正正的起心肝
[00:02:56.680 --> 00:02:58.680]  為自己祈禱
[00:02:58.680 --> 00:03:00.680]  我看不到誰是可以做我的
[00:03:00.680 --> 00:03:02.680]  亦師亦友的朋友
[00:03:02.680 --> 00:03:04.680]  求主你賜給我
[00:03:04.680 --> 00:03:06.680]  你先由這個禱告開始
[00:03:06.680 --> 00:03:08.680]  讓我們今天進入第六課
[00:03:08.680 --> 00:03:10.680]  我給他一個題目叫做
[00:03:10.680 --> 00:03:12.680]  充滿屬靈活力的生命
[00:03:12.680 --> 00:03:14.680]  先死而後生的彼得
[00:03:14.680 --> 00:03:16.680]  雖然說死亡
[00:03:16.680 --> 00:03:18.680]  先死才有得生
[00:03:18.680 --> 00:03:20.680]  我們一起同心低頭祈禱
[00:03:20.680 --> 00:03:22.680]  親恩主
[00:03:22.680 --> 00:03:24.680]  我們感謝你
[00:03:24.680 --> 00:03:26.680]  因為主耶穌基督你立下了榜樣
[00:03:26.680 --> 00:03:28.680]  怎樣先死而後生
[00:03:28.680 --> 00:03:30.680]  我們都見到
[00:03:30.680 --> 00:03:32.680]  彼得的生命是怎樣突破
[00:03:32.680 --> 00:03:34.680]  聖靈求你
[00:03:34.680 --> 00:03:36.680]  現在就開我們的眼睛
[00:03:36.680 --> 00:03:38.680]  你在我們內內心裏
[00:03:38.680 --> 00:03:40.680]  幫助我們
[00:03:40.680 --> 00:03:42.680]  能夠真是再一次
[00:03:42.680 --> 00:03:44.680]  將熟悉的經文
[00:03:44.680 --> 00:03:46.680]  去重新的理解
[00:03:46.680 --> 00:03:48.680]  重新的幫我們
[00:03:48.680 --> 00:03:50.680]  去回應神理
[00:03:50.680 --> 00:03:52.680]  在你裏面
[00:03:52.680 --> 00:03:54.680]  過著一個充滿屬靈活力的生命
[00:03:54.680 --> 00:03:56.680]  豐盛的生命
[00:03:56.680 --> 00:03:58.680]  我們將以下時間
[00:03:58.680 --> 00:04:00.680]  恭敬仰望給天父
[00:04:00.680 --> 00:04:02.680]  聖靈在後領向我們每一個人說話
[00:04:02.680 --> 00:04:04.680]  祈禱奉主耶穌的名叩
[00:04:04.680 --> 00:04:06.680]  不知道你有沒有看這套電影
[00:04:06.680 --> 00:04:08.680]  奇異屢合
[00:04:08.680 --> 00:04:10.680]  挽救宇宙
[00:04:10.680 --> 00:04:12.680]  放假也看電影
[00:04:12.680 --> 00:04:14.680]  那段時間沒有放假
[00:04:14.680 --> 00:04:16.680]  沒空看
[00:04:16.680 --> 00:04:18.680]  這套電影叫做
[00:04:18.680 --> 00:04:20.680]  Everything, Everywhere, All at Once
[00:04:20.680 --> 00:04:22.680]  其實這套電影都不容易明白
[00:04:22.680 --> 00:04:24.680]  我都要看兩次才明白
[00:04:24.680 --> 00:04:26.680]  它講什麼
[00:04:26.680 --> 00:04:28.680]  因為它穿插得很厲害
[00:04:28.680 --> 00:04:30.680]  但怎樣也好
[00:04:30.680 --> 00:04:32.680]  你會發覺原來男配角
