
[00:00:00.000 --> 00:00:02.900]  有一本書的書名也挺有趣的
[00:00:02.900 --> 00:00:05.260]  不知道大家有沒有看過這一本書
[00:00:05.260 --> 00:00:10.660]  書名叫做《A課信徒》
[00:00:10.660 --> 00:00:14.620]  大家覺得這些《A課信徒》是好還是不好呢?
[00:00:14.620 --> 00:00:18.960]  沒什麼反應的 沒睡醒?
[00:00:18.960 --> 00:00:20.880]  不太好 有些人回頭
[00:00:20.880 --> 00:00:24.640]  是A課 我們讀書也想拿A課的
[00:00:24.640 --> 00:00:28.600]  的確是的 我先講一下特點
[00:00:28.600 --> 00:00:31.060]  大家判斷一下是好還是不好
[00:00:31.060 --> 00:00:37.380]  這位作者稱呼這些《A課信徒》爲Christian Atheist
[00:00:37.380 --> 00:00:38.780]  是有一些特點的
[00:00:38.780 --> 00:00:41.600]  即是基督徒的無神論者
[00:00:41.600 --> 00:00:43.580]  他們有一些特點
[00:00:43.580 --> 00:00:48.620]  這個特點就是相信神 但並不真正認識神
[00:00:48.620 --> 00:00:53.420]  相信神 但對於神的愛是缺乏把握的
[00:00:53.420 --> 00:00:57.400]  相信神 但不相信祈禱的能力
[00:00:57.900 --> 00:01:02.180]  常常會懷疑神 覺得神是不公平的
[00:01:02.180 --> 00:01:08.220]  口說信靠神 但經常都會憂慮
[00:01:08.220 --> 00:01:12.440]  只是追求世俗的享樂
[00:01:12.440 --> 00:01:14.740]  外貌好像很敬虔
[00:01:14.740 --> 00:01:17.580]  但沒有真實的屬靈生命
[00:01:17.580 --> 00:01:22.100]  大家也判斷到了是好還是不好
[00:01:22.100 --> 00:01:24.420]  如果真的有這些特點
[00:01:24.420 --> 00:01:26.420]  其實也是很悲哀的
[00:01:27.100 --> 00:01:29.100]  更悲哀的是
[00:01:29.100 --> 00:01:33.220]  在現實生活中我們也會見到這樣的基督徒
[00:01:33.220 --> 00:01:35.940]  他們說一套做一套
[00:01:35.940 --> 00:01:40.100]  掛着基督徒的名字 但虛有其表
[00:01:40.100 --> 00:01:42.900]  沒有實際的來遵行神的說話
[00:01:42.900 --> 00:01:47.180]  其實我預備這篇講章時
[00:01:47.180 --> 00:01:48.540]  我都問自己
[00:01:48.540 --> 00:01:52.500]  到底我是否一個A課的全讀
[00:01:54.100 --> 00:01:57.380]  我是否講一套做一套
[00:01:57.380 --> 00:02:00.740]  這裏我邀請各位弟兄姐妹
[00:02:00.740 --> 00:02:03.140]  爲我來守望
[00:02:03.140 --> 00:02:07.980]  倘若你見到我的生命裏面有一些盲點
[00:02:07.980 --> 00:02:10.860]  請你告訴我
[00:02:10.860 --> 00:02:14.540]  你這樣做對我來說是很大的幫助
[00:02:14.540 --> 00:02:18.900]  今天我也希望藉着這篇信息
[00:02:18.900 --> 00:02:20.860]  讓我們能夠彼此提醒
[00:02:20.860 --> 00:02:24.860]  讓我們真的能夠做一個負真價實的基督徒
[00:02:24.860 --> 00:02:26.980]  教會這兩年鼓勵大家
[00:02:26.980 --> 00:02:31.540]  要用以道自薦的靈脩工具
[00:02:31.540 --> 00:02:35.660]  可能大家有自己的靈脩方式
[00:02:35.660 --> 00:02:36.780]  或者有自己的工具
[00:02:36.780 --> 00:02:38.220]  不要緊 你可以照樣用
[00:02:38.220 --> 00:02:40.060]  但如果你沒有 我們鼓勵你用這個
[00:02:40.060 --> 00:02:44.260]  或者你不知道哪一個比較適合自己
[00:02:44.260 --> 00:02:49.260]  你也可以諮詢一下李牧師和我們幾位教牧全讀
[00:02:51.380 --> 00:02:54.700]  總會找到一個最好的方式
[00:02:54.700 --> 00:03:00.780]  這個月 以道自薦正在看《以塞瓦書》
[00:03:00.780 --> 00:03:04.500]  由第一章一節看到第九章一節
[00:03:04.500 --> 00:03:08.980]  《以塞瓦書》是一卷我們稱爲大仙之書
[00:03:08.980 --> 00:03:12.140]  大仙之書不是因爲它的尺寸比較大
[00:03:12.140 --> 00:03:14.780]  而是因爲它的篇幅比較長的時候
[00:03:14.780 --> 00:03:16.700]  我們稱它爲大仙之書
[00:03:16.700 --> 00:03:19.980]  因爲有幾卷屬於大仙之書
[00:03:19.980 --> 00:03:22.660]  這裏我們看到《以塞瓦書》
[00:03:22.660 --> 00:03:23.340]  《耶利米書》
[00:03:23.340 --> 00:03:24.580]  《耶利米哀歌》
[00:03:24.580 --> 00:03:25.260]  《以西潔書》
[00:03:25.260 --> 00:03:27.260]  和《彈爾利書》
[00:03:27.260 --> 00:03:30.860]  《以塞瓦書》不僅篇幅比較長
[00:03:30.860 --> 00:03:33.060]  它的內容其實也有不同的重點
[00:03:33.060 --> 00:03:35.020]  所以有學者認爲
[00:03:35.020 --> 00:03:37.900]  《以塞瓦書》應該不止一位作者
[00:03:37.900 --> 00:03:39.340]  有不同的人去寫
[00:03:39.340 --> 00:03:42.500]  不過近代的學者越來越多
[00:03:42.500 --> 00:03:48.340]  都會贊成《以塞瓦書》應該是從一個整體去看
[00:03:48.340 --> 00:03:51.700]  是由一位作者去寫
[00:03:51.700 --> 00:03:56.380]  今天我就會講第一章
[00:03:56.380 --> 00:03:59.940]  這個表大家都可以參考一下
[00:03:59.940 --> 00:04:01.820]  就是《以塞瓦書》的大綱
[00:04:01.820 --> 00:04:04.980]  整卷《以塞瓦書》其實可以分爲兩大部分
[00:04:04.980 --> 00:04:07.660]  兩大部分其實是對稱的
[00:04:07.660 --> 00:04:12.140]  我們這個月主要看一至八章
[00:04:12.140 --> 00:04:14.580]  今天我就講第一章
[00:04:14.580 --> 00:04:17.100]  在講之前我想大家看一段片
[00:04:17.100 --> 00:04:22.020]  幫助我們去了解《以塞瓦書》的一些背景
[00:04:22.020 --> 00:04:24.580]  這段片我只給大家看一分鐘
[00:04:24.580 --> 00:04:30.220]  所以你就要睡精會神地去看這一分鐘的片
[00:04:30.220 --> 00:04:31.380]  《以塞瓦書》
[00:04:31.380 --> 00:04:34.820]  在以色列的王國時期的後半時期
[00:04:34.820 --> 00:04:36.540]  在當時就住在耶路撒冷
[00:04:36.540 --> 00:04:39.980]  它代表了神和耶路撒冷和猶大領袖對話
[00:04:39.980 --> 00:04:42.740]  它一開播就講了神將會審判的信息
[00:04:42.740 --> 00:04:45.380]  它警告了那羣以色列領袖是多麼腐敗
[00:04:45.380 --> 00:04:47.740]  他們明明和神已經立了一個盟約
[00:04:47.740 --> 00:04:49.900]  他們還那麼僵做反骨仔
[00:04:49.900 --> 00:04:51.340]  這次他們還不出事
[00:04:51.340 --> 00:04:54.420]  如果他們堅持着拜偶像和欺壓窮人的話
[00:04:54.420 --> 00:04:57.260]  神就會派出他超強大的亞述帝國
