
[00:00:00.000 --> 00:00:02.000]  各位平安
[00:00:02.000 --> 00:00:04.000]  今早我講完道之後
[00:00:04.000 --> 00:00:06.000]  有位姊妹問我
[00:00:06.000 --> 00:00:08.000]  他說
[00:00:08.000 --> 00:00:10.000]  神是否有嗅覺
[00:00:10.000 --> 00:00:14.000]  因為題目講基督的馨香
[00:00:14.000 --> 00:00:16.000]  我想下
[00:00:16.000 --> 00:00:18.000]  神應該有嗅覺
[00:00:18.000 --> 00:00:20.000]  不過如果嗅覺
[00:00:20.000 --> 00:00:22.000]  和我的嗅覺是一樣的嗅覺
[00:00:22.000 --> 00:00:24.000]  就有問題
[00:00:24.000 --> 00:00:26.000]  有些人喜歡吃榴槤
[00:00:26.000 --> 00:00:28.000]  有些人覺得那種味道
[00:00:28.000 --> 00:00:30.000]  是很壞的
[00:00:30.000 --> 00:00:32.000]  那怎麼辦呢
[00:00:32.000 --> 00:00:34.000]  有人喜歡吃臭豆腐嗎
[00:00:34.000 --> 00:00:36.000]  嘩這麼多
[00:00:36.000 --> 00:00:38.000]  有人覺得臭豆腐很臭嗎
[00:00:38.000 --> 00:00:40.000]  那怎麼辦呢
[00:00:40.000 --> 00:00:44.000]  到底基督的馨香
[00:00:44.000 --> 00:00:46.000]  是哪一種香呢
[00:00:46.000 --> 00:00:48.000]  是濃郁的那種香
[00:00:48.000 --> 00:00:50.000]  是清香
[00:00:50.000 --> 00:00:52.000]  所以這裡講馨香
[00:00:52.000 --> 00:00:54.000]  不是單單指人嗅覺
[00:00:54.000 --> 00:00:56.000]  感受到那種
[00:00:56.000 --> 00:00:58.000]  聞到香的東西的時候
[00:00:58.000 --> 00:01:00.000]  你覺得很開心
[00:01:00.000 --> 00:01:02.000]  可以接納的
[00:01:02.000 --> 00:01:04.000]  聞到臭的東西的時候
[00:01:04.000 --> 00:01:06.000]  即是字大
[00:01:06.000 --> 00:01:08.000]  加多一點
[00:01:08.000 --> 00:01:10.000]  知不知道為什麼
[00:01:10.000 --> 00:01:12.000]  因為臭著
[00:01:12.000 --> 00:01:14.000]  所以臭著是字
[00:01:14.000 --> 00:01:16.000]  大加一點
[00:01:16.000 --> 00:01:18.000]  很討人厭的
[00:01:18.000 --> 00:01:20.000]  你不喜歡的
[00:01:20.000 --> 00:01:22.000]  所以基督的馨香
[00:01:22.000 --> 00:01:24.000]  是神所悅納的
[00:01:24.000 --> 00:01:26.000]  神所悅納的
[00:01:26.000 --> 00:01:28.000]  透過
[00:01:28.000 --> 00:01:30.000]  去年我們講到
[00:01:30.000 --> 00:01:32.000]  夢照與使命
[00:01:32.000 --> 00:01:34.000]  今年我們會繼續去看
[00:01:34.000 --> 00:01:36.000]  更新和相交
[00:01:36.000 --> 00:01:38.000]  相交這個字在和合
[00:01:38.000 --> 00:01:40.000]  修定本我們所讀的時候
[00:01:40.000 --> 00:01:42.000]  是團契
[00:01:42.000 --> 00:01:44.000]  團契的意思是有來有往
[00:01:44.000 --> 00:01:46.000]  大家可以交談
[00:01:46.000 --> 00:01:48.000]  可以往來
[00:01:48.000 --> 00:01:50.000]  舊和合都用
[00:01:50.000 --> 00:01:52.000]  相交這個字
[00:01:52.000 --> 00:01:54.000]  如果我們的生命
[00:01:54.000 --> 00:01:56.000]  沒有更新
[00:01:56.000 --> 00:01:58.000]  是爸爸媽媽
[00:01:58.000 --> 00:02:00.000]  給你的那個會死的
[00:02:00.000 --> 00:02:02.000]  生命的話
[00:02:02.000 --> 00:02:04.000]  你是沒辦法和神相交
[00:02:04.000 --> 00:02:06.000]  因為神是永遠的
[00:02:06.000 --> 00:02:08.000]  你是暫時的
[00:02:08.000 --> 00:02:10.000]  那你和神暫時怎樣相交
[00:02:10.000 --> 00:02:12.000]  所以除非你在基督裡
[00:02:12.000 --> 00:02:14.000]  成為新造的人
[00:02:14.000 --> 00:02:16.000]  這個月的金句
[00:02:16.000 --> 00:02:18.000]  成為新造的人有新的生命
[00:02:18.000 --> 00:02:20.000]  這個更新了的新的永恆的生命
[00:02:20.000 --> 00:02:22.000]  那你就可以和神
[00:02:22.000 --> 00:02:24.000]  相交
[00:02:24.000 --> 00:02:26.000]  這個更新的生命
[00:02:26.000 --> 00:02:28.000]  怎知
[00:02:28.000 --> 00:02:30.000]  要透過
[00:02:30.000 --> 00:02:32.000]  你在地上生活
[00:02:32.000 --> 00:02:34.000]  因為死人沒有更新的生命
[00:02:34.000 --> 00:02:36.000]  更新了之後見主
[00:02:36.000 --> 00:02:38.000]  活著的人有了更新的生命
[00:02:38.000 --> 00:02:40.000]  就要在生活中間
[00:02:40.000 --> 00:02:42.000]  去活出來
[00:02:42.000 --> 00:02:44.000]  這個活出來的時候
[00:02:44.000 --> 00:02:46.000]  變成一個有更新的生活
[00:02:46.000 --> 00:02:48.000]  就是去年所講
[00:02:48.000 --> 00:02:50.000]  以弗所書第四章
[00:02:50.000 --> 00:02:52.000]  我們舊的
[00:02:52.000 --> 00:02:54.000]  取代一新的
[00:02:54.000 --> 00:02:56.000]  去舊人尊賞新人
[00:02:56.000 --> 00:02:58.000]  除了意識
[00:02:58.000 --> 00:03:00.000]  生活裡面之外
[00:03:00.000 --> 00:03:02.000]  就是生活中間
[00:03:02.000 --> 00:03:04.000]  然後我們與人的關係
[00:03:04.000 --> 00:03:06.000]  有了之後
[00:03:06.000 --> 00:03:08.000]  才有一個更新的相交生活
[00:03:08.000 --> 00:03:10.000]  一個更新的
[00:03:10.000 --> 00:03:12.000]  團契生活
[00:03:12.000 --> 00:03:14.000]  為這個緣故
[00:03:14.000 --> 00:03:16.000]  今年和大家繼續去思考
[00:03:16.000 --> 00:03:18.000]  這個以弗所書
[00:03:18.000 --> 00:03:20.000]  今天從第五章去看
[00:03:20.000 --> 00:03:22.000]  剛才所讀的
[00:03:22.000 --> 00:03:24.000]  我希望裘主席
[00:03:24.000 --> 00:03:26.000]  他自己自身的真道
[00:03:26.000 --> 00:03:28.000]  讓我們知道
[00:03:28.000 --> 00:03:30.000]  怎樣讓你和我
[00:03:30.000 --> 00:03:32.000]  或者說讓我和你
