
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹 早安
[00:00:02.000 --> 00:00:05.720]  每一次都介紹我是退休牧師
[00:00:05.720 --> 00:00:07.720]  其實我還在工作
[00:00:07.720 --> 00:00:09.720]  (笑聲)
[00:00:09.720 --> 00:00:16.220]  這只是一個政策上的階段
[00:00:16.220 --> 00:00:18.720]  能夠繼續侍奉就繼續侍奉
[00:00:18.720 --> 00:00:20.720]  繼續工作就繼續工作
[00:00:20.720 --> 00:00:22.720]  繼續貢獻就繼續貢獻
[00:00:22.720 --> 00:00:24.720]  我們先有一個祈禱
[00:00:24.720 --> 00:00:26.720]  求主理次因
[00:00:26.720 --> 00:00:28.720]  讓我們打開你的說話
[00:00:28.720 --> 00:00:32.720]  每次聽到一些熟悉的經文
[00:00:32.720 --> 00:00:34.720]  一些故事
[00:00:34.720 --> 00:00:36.720]  你都給我們有新的體會
[00:00:36.720 --> 00:00:38.720]  新的管理
[00:00:38.720 --> 00:00:40.720]  新的幫助
[00:00:40.720 --> 00:00:42.720]  願我口中的言語
[00:00:42.720 --> 00:00:44.720]  所講的話都能夠造就人
[00:00:44.720 --> 00:00:46.720]  也能夠造就自己
[00:00:46.720 --> 00:00:48.720]  我們這樣祈禱奉耶穌基督的名
[00:00:54.720 --> 00:00:58.720]  左林門王斷案這個事件
[00:00:58.720 --> 00:01:00.720]  相當之熟悉
[00:01:00.720 --> 00:01:02.720]  有沒有人沒聽過
[00:01:02.720 --> 00:01:04.720]  或者完全都陌生
[00:01:04.720 --> 00:01:06.720]  除非你沒回過教會
[00:01:06.720 --> 00:01:10.720]  很經典的一件事
[00:01:10.720 --> 00:01:12.720]  當我預備的時候
[00:01:12.720 --> 00:01:14.720]  這個預備
[00:01:14.720 --> 00:01:18.720]  最後我都要想怎樣定題目
[00:01:18.720 --> 00:01:22.720]  我就想到一首歌
[00:01:22.720 --> 00:01:24.720]  1989年
[00:01:24.720 --> 00:01:28.720]  一個電影的主題曲
[00:01:28.720 --> 00:01:30.720]  由蘇銳唱的
[00:01:30.720 --> 00:01:34.720]  盧冠廷作曲
[00:01:34.720 --> 00:01:36.720]  潘源良作詞
[00:01:36.720 --> 00:01:38.720]  憑著愛
[00:01:38.720 --> 00:01:40.720]  憑曾踏遍
[00:01:40.720 --> 00:01:42.720]  赤腳的彎路
[00:01:42.720 --> 00:01:44.720]  疲倦了誰來傾訴
[00:01:44.720 --> 00:01:48.720]  憑著愛我信有出路
[00:01:48.720 --> 00:01:50.720]  情懷不老
[00:01:52.720 --> 00:01:56.720]  其中有一句
[00:01:56.720 --> 00:02:00.720]  最美麗的仍然是愛
[00:02:00.720 --> 00:02:02.720]  大家都記得
[00:02:02.720 --> 00:02:04.720]  最美麗的仍然是愛
[00:02:04.720 --> 00:02:08.720]  我就借了這一句改一改
[00:02:08.720 --> 00:02:12.720]  最智慧的仍然是愛
[00:02:12.720 --> 00:02:14.720]  是不是這樣
[00:02:14.720 --> 00:02:16.720]  通常我們講愛
[00:02:16.720 --> 00:02:18.720]  就會這樣講
[00:02:18.720 --> 00:02:20.720]  愛是很衝動
[00:02:20.720 --> 00:02:22.720]  愛是很盲目
[00:02:22.720 --> 00:02:26.720]  很少將它黏在一起
[00:02:26.720 --> 00:02:28.720]  愛是很智慧
[00:02:28.720 --> 00:02:30.720]  愛是很迷失
[00:02:30.720 --> 00:02:32.720]  其實不是
[00:02:32.720 --> 00:02:34.720]  愛是很智慧
[00:02:34.720 --> 00:02:36.720]  所羅門王
[00:02:36.720 --> 00:02:38.720]  斷案這件事
[00:02:38.720 --> 00:02:42.720]  在這段經文前
[00:02:42.720 --> 00:02:44.720]  講了一件事
[00:02:44.720 --> 00:02:46.720]  所羅門王
[00:02:46.720 --> 00:02:50.720]  接掌了他爸爸大衛的位置的時候
[00:02:50.720 --> 00:02:52.720]  他就去祈禱
[00:02:52.720 --> 00:02:56.720]  他不是求自己的權力
[00:02:56.720 --> 00:02:58.720]  各方面的
[00:02:58.720 --> 00:03:00.720]  他就向上帝求智慧
[00:03:00.720 --> 00:03:02.720]  這段經文的前面
[00:03:02.720 --> 00:03:04.720]  上帝說
[00:03:04.720 --> 00:03:06.720]  你的心很靜
[00:03:06.720 --> 00:03:10.720]  我會賜福給你
[00:03:10.720 --> 00:03:12.720]  賜福賜慰給你
[00:03:12.720 --> 00:03:14.720]  接著就是這個故事
[00:03:14.720 --> 00:03:16.720]  可以說是一個
[00:03:16.720 --> 00:03:18.720]  印證
[00:03:18.720 --> 00:03:20.720]  上帝聽了所羅門王
[00:03:20.720 --> 00:03:22.720]  祈禱的一個
[00:03:22.720 --> 00:03:24.720]  這樣的事件
[00:03:24.720 --> 00:03:26.720]  它是很經典的
[00:03:26.720 --> 00:03:28.720]  你有沒有看過聖經裏面
[00:03:28.720 --> 00:03:30.720]  有記載
[00:03:30.720 --> 00:03:32.720]  有哪個王去斷案呢
[00:03:32.720 --> 00:03:36.720]  皇帝其實不是很審案
[00:03:36.720 --> 00:03:38.720]  是不是
[00:03:38.720 --> 00:03:40.720]  他主要的職能
[00:03:40.720 --> 00:03:42.720]  是去治理國家
[00:03:42.720 --> 00:03:44.720]  也會有審的
[00:03:44.720 --> 00:03:46.720]  但在聖經裏面確實是很少記載
[00:03:46.720 --> 00:03:48.720]  這裏是一個
[00:03:48.720 --> 00:03:50.720]  經典的一個記錄
[00:03:50.720 --> 00:03:54.720]  一開始的時候
[00:03:54.720 --> 00:03:56.720]  有兩個妓女
[00:03:56.720 --> 00:03:58.720]  站在皇面前
[00:03:58.720 --> 00:04:00.720]  我嘗試今天像講故事一樣
[00:04:00.720 --> 00:04:02.720]  你圖像化它
[00:04:02.720 --> 00:04:04.720]  有兩個妓女站在皇面前
[00:04:04.720 --> 00:04:08.720]  怎麼可能呢
[00:04:08.720 --> 00:04:10.720]  這兩個妓女和
[00:04:10.720 --> 00:04:12.720]  所羅門王的位置
[00:04:12.720 --> 00:04:16.720]  我們叫做差天共地
[00:04:16.720 --> 00:04:18.720]  是不是
[00:04:18.720 --> 00:04:20.720]  是遙不可及的
[00:04:20.720 --> 00:04:22.720]  而且他們的生活距離
[00:04:22.720 --> 00:04:24.720]  也不在隔離
[00:04:24.720 --> 00:04:28.720]  這兩個妓女
[00:04:28.720 --> 00:04:30.720]  怎麼會去到
[00:04:30.720 --> 00:04:32.720]  所羅門王的面前站在那裏
[00:04:32.720 --> 00:04:34.720]  怎麼可能發生呢
[00:04:34.720 --> 00:04:38.720]  是不是
[00:04:38.720 --> 00:04:40.720]  站在朱牧羅馬封
[00:04:40.720 --> 00:04:42.720]  不是吧
[00:04:42.720 --> 00:04:44.720]  你這樣的體能
[00:04:44.720 --> 00:04:46.720]  你這樣的年紀
[00:04:46.720 --> 00:04:48.720]  沒有可能的事
[00:04:48.720 --> 00:04:50.720]  根本不是很可能的事
[00:04:50.720 --> 00:04:52.720]  可能你不留意
[00:04:52.720 --> 00:04:54.720]  原來其實是一件
[00:04:54.720 --> 00:04:56.720]  很特殊的事情
[00:04:56.720 --> 00:05:00.720]  這兩個妓女是什麼人呢
[00:05:00.720 --> 00:05:04.720]  如果是妓女
[00:05:04.720 --> 00:05:06.720]  我們都知道
[00:05:06.720 --> 00:05:08.720]  即是
[00:05:08.720 --> 00:05:10.720]  即是透過
[00:05:10.720 --> 00:05:12.720]  和男性
[00:05:12.720 --> 00:05:14.720]  發生性關係去賺取利益
