
[00:00:00.000 --> 00:00:02.000]  各位姐妹讓我們先聽神的道義
[00:00:02.000 --> 00:00:03.000]  讓我們同心協力
[00:00:03.000 --> 00:00:05.000]  讓我們再聽主的教師先
[00:00:05.000 --> 00:00:07.000]  讓我們同心大家
[00:00:07.000 --> 00:00:09.000]  慈悲的父神多謝你
[00:00:09.000 --> 00:00:11.000]  讓我們能夠再次聽你的說話
[00:00:11.000 --> 00:00:14.000]  求你真是將你的說話透過聖靈
[00:00:14.000 --> 00:00:17.000]  清楚地能夠教導我們每一個
[00:00:17.000 --> 00:00:19.000]  能夠全然為身體當中
[00:00:19.000 --> 00:00:21.000]  跟隨主的道
[00:00:21.000 --> 00:00:23.000]  並且認識你是怎樣的一位主
[00:00:23.000 --> 00:00:25.000]  求你的幫助
[00:00:25.000 --> 00:00:25.000]  我們親愛的父神
[00:00:25.000 --> 00:00:26.000]  感謝您
[00:00:26.000 --> 00:00:28.000]  讓我們今天能夠再次來到您的跟前
[00:00:28.000 --> 00:00:31.000]  來到一起能夠打開你的說話
[00:00:31.000 --> 00:00:33.000]  你的話語
[00:00:33.000 --> 00:00:35.000]  使我們能夠充分明白
[00:00:35.000 --> 00:00:37.000]  你是怎樣的一位神
[00:00:37.000 --> 00:00:38.000]  你是怎樣的一位主
[00:00:38.000 --> 00:00:39.000]  讓我們曉得怎樣
[00:00:39.000 --> 00:00:41.000]  在每一天的生命生活裏面
[00:00:41.000 --> 00:00:43.000]  能隨著你走
[00:00:43.000 --> 00:00:44.000]  求你的幫助
[00:00:44.000 --> 00:00:45.000]  我們打造
[00:00:45.000 --> 00:00:47.000]  封主耶穌的民族
[00:00:47.000 --> 00:00:48.000]  Amen
[00:00:48.000 --> 00:00:55.000]  前文在這個司徒行傳第十七章
[00:00:55.000 --> 00:00:59.000]  已經講過基督徒怎樣讓神的道
[00:00:59.000 --> 00:01:02.000]  去能夠接觸其他基督徒
[00:01:02.000 --> 00:01:04.000]  就是在第十七章前面已經講過
[00:01:04.000 --> 00:01:07.000]  基督徒的道如何讓人去接受
[00:01:07.000 --> 00:01:09.000]  去了解他的道
[00:01:09.000 --> 00:01:14.000]  基督徒物以類聚就是這樣的原因
[00:01:14.000 --> 00:01:17.000]  基督徒物以類聚就是這個原因
[00:01:17.000 --> 00:01:20.000]  今天教會有傳契也都是為了這個原因
[00:01:20.000 --> 00:01:23.000]  今天教會的團聚也是為了這個原因
[00:01:23.000 --> 00:01:25.000]  教會走在一起
[00:01:25.000 --> 00:01:27.000]  信徒走在一起
[00:01:27.000 --> 00:01:28.000]  教會走在一起
[00:01:28.000 --> 00:01:30.000]  信徒走在一起
[00:01:30.000 --> 00:01:32.000]  目的就是將主的道理
[00:01:32.000 --> 00:01:35.000]  能夠一起鼓勵之下去行出來
[00:01:35.000 --> 00:01:37.000]  就是讓神的道
[00:01:37.000 --> 00:01:39.000]  在教會鼓勵之下行出來
[00:01:39.000 --> 00:01:41.000]  其實是一個很重要的神學
[00:01:41.000 --> 00:01:43.000]  這是一個很重要的神學
[00:01:43.000 --> 00:01:45.000]  因為在《創世紀》第一章已經講過
[00:01:45.000 --> 00:01:47.000]  在《超世紀》第一章就已經講過
[00:01:47.000 --> 00:01:49.000]  各從其類
[00:01:49.000 --> 00:01:51.000]  各從其類
[00:01:51.000 --> 00:01:52.000]  同類人
[00:01:52.000 --> 00:01:53.000]  同類人
[00:01:53.000 --> 00:01:54.000]  走在一起
[00:01:54.000 --> 00:01:55.000]  走在一起
[00:01:55.000 --> 00:01:59.000]  這是一個上帝的完美設計
[00:01:59.000 --> 00:02:02.000]  這是一個上帝的完美設計
[00:02:02.000 --> 00:02:04.000]  但是很可惜的是
[00:02:04.000 --> 00:02:07.000]  當聚進入了這個世界之後
[00:02:07.000 --> 00:02:09.000]  當聚進入這個世界之後
[00:02:09.000 --> 00:02:13.000]  我們就見到原來很多的基督徒
[00:02:13.000 --> 00:02:15.000]  和這個世界其他的人
[00:02:15.000 --> 00:02:18.000]  是可以出現一個格格不入的現象
[00:02:18.000 --> 00:02:24.000]  我們發現現在是很多基督徒和世界上人出現格格不入的情況
[00:02:24.000 --> 00:02:27.000]  所以不同類的人就走不在一起了
[00:02:27.000 --> 00:02:29.000]  不同類型的人無法走在一起
[00:02:29.000 --> 00:02:31.000]  所以中國人都有句話
[00:02:31.000 --> 00:02:32.000]  中國人都有句話
[00:02:32.000 --> 00:02:34.000]  叫做什麼呢
[00:02:34.000 --> 00:02:36.000]  近朱者赤
[00:02:36.000 --> 00:02:38.000]  近朱者赤
[00:02:38.000 --> 00:02:39.000]  近墨者黑
[00:02:39.000 --> 00:02:41.000]  近墨者黑
[00:02:41.000 --> 00:02:43.000]  在那個地方
[00:02:43.000 --> 00:02:45.000]  同類的人做同類的工作
[00:02:45.000 --> 00:02:47.000]  就會同類的性情
[00:02:47.000 --> 00:02:49.000]  同類的人走在一起
[00:02:49.000 --> 00:02:50.000]  做同類的工作
[00:02:50.000 --> 00:02:51.000]  就會有同類的性情
[00:02:51.000 --> 00:02:53.000]  十七章我們已經講過
[00:02:53.000 --> 00:02:54.000]  同類的基督徒
[00:02:54.000 --> 00:02:56.000]  他用上帝的道走在一起了
[00:02:56.000 --> 00:02:58.000]  司祭在前面講過
[00:02:58.000 --> 00:03:00.000]  基督徒用神的道走在一起
[00:03:00.000 --> 00:03:02.000]  但是保羅和西拉他們去到
[00:03:02.000 --> 00:03:04.000]  貼薩萊加城
[00:03:04.000 --> 00:03:07.000]  或者是這個比利加城裏面
[00:03:07.000 --> 00:03:09.000]  保羅和其他道
[00:03:09.000 --> 00:03:17.000]  貼薩萊加或者是比利亞
[00:03:17.000 --> 00:03:18.000]  兩個城裏面
[00:03:18.000 --> 00:03:21.000]  都因著大家有上帝的道理
[00:03:21.000 --> 00:03:23.000]  都因為上帝的道理
[00:03:23.000 --> 00:03:25.000]  走在一起
[00:03:25.000 --> 00:03:27.000]  當真正的基督徒走在一起
[00:03:27.000 --> 00:03:29.000]  是怎麼樣的呢
[00:03:29.000 --> 00:03:30.000]  當基督徒走在一起
[00:03:30.000 --> 00:03:31.000]  是什麼樣的情形呢
[00:03:31.000 --> 00:03:34.000]  在聖經裏面就有這樣的記載了
[00:03:34.000 --> 00:03:36.000]  聖經裏面就有這樣的記載
[00:03:36.000 --> 00:03:37.000]  我們留意一下
[00:03:37.000 --> 00:03:39.000]  第十七章第四節
[00:03:39.000 --> 00:03:41.000]  我們看看第十七章第四節
[00:03:41.000 --> 00:03:43.000]  在第四節裏面
[00:03:43.000 --> 00:03:44.000]  第四節裏面
[00:03:44.000 --> 00:03:48.000]  講到當保羅和西拉傳道的時候
[00:03:48.000 --> 00:03:50.000]  當保羅和西拉傳道的時候
[00:03:50.000 --> 00:03:52.000]  那些人開始聽了道
[00:03:52.000 --> 00:03:55.000]  是相信了這個道理
[00:03:55.000 --> 00:03:56.000]  就是他們聽了道
[00:03:56.000 --> 00:03:57.000]  相信了這個道理
[00:03:57.000 --> 00:03:59.000]  我們留意下一個形容詞
[00:03:59.000 --> 00:04:04.000]  這個形容詞叫做尊貴的
[00:04:04.000 --> 00:04:06.000]  這個形容詞叫尊貴的
[00:04:06.000 --> 00:04:09.000]  這個尊貴的不是一個簡單的形容詞
[00:04:09.000 --> 00:04:11.000]  尊貴的不是一個簡單的形容詞
[00:04:11.000 --> 00:04:12.000]  如果當我們留意到
[00:04:12.000 --> 00:04:15.000]  或者查考這個尊貴的字眼
[00:04:15.000 --> 00:04:16.000]  如果我們留意
[00:04:16.000 --> 00:04:18.000]  必須是查考尊貴的這個詞言
[00:04:18.000 --> 00:04:20.000]  在第十二節又再出現
[00:04:20.000 --> 00:04:21.000]  在第十二節又出現
[00:04:21.000 --> 00:04:22.000]  有沒有留意
[00:04:22.000 --> 00:04:24.000]  第十二節講什麼呢
[00:04:24.000 --> 00:04:25.000]  第十二節說什麼
[00:04:25.000 --> 00:04:26.000]  我們一起讀好不好
[00:04:26.000 --> 00:04:27.000]  我們一起來讀
[00:04:27.000 --> 00:04:28.000]  最後一節
[00:04:28.000 --> 00:04:30.000]  所以他們中間
[00:04:30.000 --> 00:04:36.000]  多有相信的又有希臘尊貴的婦女
[00:04:36.000 --> 00:04:38.000]  男子也不少
[00:04:38.000 --> 00:04:39.000]  我們可以看見
[00:04:39.000 --> 00:04:41.000]  原來尊貴的這個字眼
[00:04:41.000 --> 00:04:42.000]  是形容一些
[00:04:42.000 --> 00:04:46.000]  真是在主道裏面的人的一個形容
[00:04:46.000 --> 00:04:49.000]  尊貴特別在形容在主道裏面的一些人
[00:04:49.000 --> 00:04:51.000]  什麼叫尊貴
[00:04:51.000 --> 00:04:52.000]  什麼叫尊貴
[00:04:52.000 --> 00:04:54.000]  是不是很有錢呢
[00:04:54.000 --> 00:04:55.000]  是不是很有錢呢
[00:04:55.000 --> 00:04:57.000]  我想這是其中一方面
[00:04:57.000 --> 00:04:58.000]  我想這是其中一方面
[00:04:58.000 --> 00:05:02.000]  很多人都想尊貴當然是身光頸靚
[00:05:02.000 --> 00:05:05.000]  尊貴就是說全能非常漂亮
[00:05:05.000 --> 00:05:08.000]  有錢有才勢
[00:05:08.000 --> 00:05:09.000]  有錢有才勢
[00:05:09.000 --> 00:05:11.000]  但是原來在聖經裏面
[00:05:11.000 --> 00:05:12.000]  原來在聖經裏面
[00:05:12.000 --> 00:05:15.000]  談到尊貴的這個形容詞
[00:05:15.000 --> 00:05:18.000]  談到尊貴的這個形容詞
[00:05:18.000 --> 00:05:23.000]  這個字眼是形容一個屬靈的性情
[00:05:23.000 --> 00:05:26.000]  它是到一個屬靈的性情
[00:05:26.000 --> 00:05:29.000]  這個人的性情是什麼呢
[00:05:29.000 --> 00:05:30.000]  這個性情是什麼呢
[00:05:30.000 --> 00:05:32.000]  是值得人尊敬的
[00:05:32.000 --> 00:05:34.000]  值得人去尊敬的
[00:05:34.000 --> 00:05:37.000]  因為他的性情很值得人尊敬
[00:05:37.000 --> 00:05:39.000]  因為他的性情很值得人尊敬
[00:05:39.000 --> 00:05:44.000]  所以他值得其他人他們的尊重和歡心
[00:05:44.000 --> 00:05:46.000]  得到其他人的尊重和開心
[00:05:46.000 --> 00:05:48.000]  願意跟隨他們
[00:05:48.000 --> 00:05:50.000]  願意去跟隨他們
[00:05:50.000 --> 00:05:52.000]  用英文來講
[00:05:52.000 --> 00:05:53.000]  用英文來講
[00:05:53.000 --> 00:05:57.000]  這類人當他和上帝有接觸之後
[00:05:57.000 --> 00:06:00.000]  這類人當他和上帝有接觸之後
[00:06:00.000 --> 00:06:04.000]  他就有了和上帝一樣的性情
[00:06:04.000 --> 00:06:06.000]  他就有了和上帝一樣的性情
[00:06:06.000 --> 00:06:11.000]  叫做meeting of minds in the world of God
[00:06:11.000 --> 00:06:14.000]  他們和上帝的說話就大家有共識了
[00:06:14.000 --> 00:06:17.000]  他們和上帝的話就有共識
[00:06:17.000 --> 00:06:19.000]  所以教會就這樣成長起來
[00:06:19.000 --> 00:06:21.000]  教會就這樣成長
[00:06:21.000 --> 00:06:23.000]  給你加教會
[00:06:23.000 --> 00:06:25.000]  給你加教會
[00:06:25.000 --> 00:06:26.000]  給你加教會
[00:06:26.000 --> 00:06:28.000]  就是這樣成形
[00:06:28.000 --> 00:06:29.000]  就是這樣成形
[00:06:29.000 --> 00:06:30.000]  大兄姐妹
[00:06:30.000 --> 00:06:31.000]  大兄姐妹
[00:06:31.000 --> 00:06:33.000]  但是剛才我們已經開始講過
[00:06:33.000 --> 00:06:35.000]  在這個世界有些人是和我們不同類的
[00:06:35.000 --> 00:06:37.000]  我們剛才已經講過
[00:06:37.000 --> 00:06:40.000]  在這個世界上有一些人和我們不同類
[00:06:40.000 --> 00:06:42.000]  這類人怎樣呢
[00:06:42.000 --> 00:06:44.000]  就是今天這段聖經我們要看的東西
[00:06:44.000 --> 00:06:47.000]  所以這類人和我們不一樣會怎麼樣呢
[00:06:47.000 --> 00:06:48.000]  這個聖經
[00:06:48.000 --> 00:06:50.000]  今天要看的聖經就是
[00:06:50.000 --> 00:06:52.000]  在今天這段聖經裏面
[00:06:52.000 --> 00:06:53.000]  就是在這段聖經裏面
[00:06:53.000 --> 00:06:55.000]  我們看到這班人是怎樣的呢
[00:06:55.000 --> 00:06:56.000]  我們看這班人是怎樣的
[00:06:56.000 --> 00:06:58.000]  我們就先看回聖經好不好
[00:06:58.000 --> 00:07:00.000]  我們看看聖經怎麼說
[00:07:00.000 --> 00:07:03.000]  從第五節開始就形容這班人
[00:07:03.000 --> 00:07:05.000]  第五節開始形容這班人
[00:07:05.000 --> 00:07:07.000]  剛才李太已經和我們讀過一次
[00:07:07.000 --> 00:07:09.000]  剛才李太已經和我們讀過一次
[00:07:09.000 --> 00:07:10.000]  這班人是怎樣的
[00:07:10.000 --> 00:07:13.000]  不如我們讀一下第五節好不好
[00:07:13.000 --> 00:07:15.000]  不如讓我們一起來讀第五節
[00:07:15.000 --> 00:07:19.000]  形容一下這班和神的人不一樣的是怎樣
[00:07:19.000 --> 00:07:23.000]  形容一下這班和神的人不一樣的是怎樣
[00:07:23.000 --> 00:07:24.000]  我們一起讀吧
[00:07:24.000 --> 00:07:26.000]  我們一起來讀第五節
[00:07:26.000 --> 00:07:31.000]  但那不信的猶太人心裡疾到
[00:07:31.000 --> 00:07:35.000]  焦醉了些使者匪類
[00:07:35.000 --> 00:07:37.000]  搭火成群
[00:07:37.000 --> 00:07:40.000]  鬆動合成的人
[00:07:40.000 --> 00:07:42.000]  闖進耶穌的家
[00:07:42.000 --> 00:07:48.000]  要將保羅西拉帶到百姓那裏
[00:07:48.000 --> 00:07:50.000]  原來這裏告訴我們
[00:07:50.000 --> 00:07:53.000]  原來不一樣和基督不一樣的人
[00:07:53.000 --> 00:07:55.000]  他們的心情是這樣的
[00:07:55.000 --> 00:07:57.000]  就在這裏告訴我們
[00:07:57.000 --> 00:07:59.000]  和基督徒的心情不一樣的人
[00:07:59.000 --> 00:08:01.000]  他們的心情是這樣
[00:08:01.000 --> 00:08:04.000]  第五節裏有一個非常不同的圖片
[00:08:04.000 --> 00:08:07.000]  來形容那些和真正的基督徒不一樣的人
[00:08:07.000 --> 00:08:11.000]  原來他們是一樣走在一起的
[00:08:11.000 --> 00:08:13.000]  他們是一樣的走在一起
[00:08:13.000 --> 00:08:15.000]  不過他們因甚麼走在一起呢
[00:08:15.000 --> 00:08:16.000]  他們因甚麼走在一起呢
[00:08:16.000 --> 00:08:18.000]  我們先看看這批是甚麼人
[00:08:18.000 --> 00:08:22.000]  聖經說這批是不信的猶太人
[00:08:22.000 --> 00:08:24.000]  他們首先是不信的猶太人
[00:08:24.000 --> 00:08:26.000]  他們是不信的
[00:08:26.000 --> 00:08:29.000]  不信的當然是指不信上帝
[00:08:29.000 --> 00:08:31.000]  當然是指不信上帝
[00:08:31.000 --> 00:08:33.000]  他們的心是充滿疾到
[00:08:33.000 --> 00:08:35.000]  他們心充滿了極度
[00:08:35.000 --> 00:08:37.000]  我年輕的時候
[00:08:37.000 --> 00:08:39.000]  我年輕的時候
[00:08:39.000 --> 00:08:41.000]  很小的時候
[00:08:41.000 --> 00:08:43.000]  和一些小學的時代
[00:08:43.000 --> 00:08:45.000]  和一些小朋友一起同學
[00:08:45.000 --> 00:08:47.000]  小時候和那些同學
[00:08:47.000 --> 00:08:49.000]  就喜歡玩一個遊戲
[00:08:49.000 --> 00:08:51.000]  就喜歡玩一個遊戲
[00:08:51.000 --> 00:08:52.000]  不知道你有沒有玩過
[00:08:52.000 --> 00:08:53.000]  叫猜皇帝
[00:08:53.000 --> 00:08:55.000]  就是問你有沒有玩過
[00:08:55.000 --> 00:08:56.000]  叫猜皇帝
