
[00:00:00.000 --> 00:00:03.200]  你先聽神的話 還是先聽祂的話?
[00:00:03.200 --> 00:00:06.720]  聽神的話 讓我們先同心禱告
[00:00:06.720 --> 00:00:12.280]  慈悲的父神
[00:00:12.280 --> 00:00:16.480]  感謝祢讓我們有生命
[00:00:16.480 --> 00:00:22.280]  能夠再次來聆聽主祢的話語
[00:00:22.280 --> 00:00:26.280]  讓我們在整個敬拜當中
[00:00:26.280 --> 00:00:28.800]  在祢啟示當中
[00:00:28.800 --> 00:00:31.080]  清楚認識
[00:00:31.080 --> 00:00:33.600]  並且認定
[00:00:33.600 --> 00:00:35.800]  祢是我們的主
[00:00:35.800 --> 00:00:36.720]  我們同心禱告
[00:00:36.720 --> 00:00:38.800]  跟耶穌基督寶貴聖名至今
[00:00:38.800 --> 00:00:40.160]  我們同心禱告
[00:00:40.160 --> 00:00:42.800]  跟耶穌基督寶貴的名字
[00:00:42.800 --> 00:00:43.800]  阿們
[00:00:43.800 --> 00:00:47.920]  來到法國
[00:00:47.920 --> 00:00:49.920]  巴黎
[00:00:49.920 --> 00:00:51.920]  很多人都說來到法國
[00:00:51.920 --> 00:00:54.920]  你一定要去逛逛這裡的公司
[00:00:54.920 --> 00:00:56.400]  很多人都說來到法國
[00:00:56.400 --> 00:00:59.000]  你一定要去逛逛這裡的公司
[00:00:59.000 --> 00:01:01.000]  有一家公司你不去是不行的
[00:01:01.000 --> 00:01:02.600]  有一家公司你不去是不行的
[00:01:02.600 --> 00:01:04.600]  那家公司的名字叫"Lafayette"
[00:01:04.600 --> 00:01:06.000]  那家公司叫"Lafayette"
[00:01:06.000 --> 00:01:07.400]  不知道發音是否正確
[00:01:07.400 --> 00:01:08.400]  我不知道發音是否正確
[00:01:08.400 --> 00:01:11.800]  不過我只知道中文的翻譯叫做"老佛爺"
[00:01:11.800 --> 00:01:15.400]  但是我知道中文的翻譯叫"老佛爺"
[00:01:15.400 --> 00:01:18.200]  有一天
[00:01:18.200 --> 00:01:20.600]  工作做到滿滿的
[00:01:20.600 --> 00:01:22.600]  反正都可以出去坐車
[00:01:22.600 --> 00:01:25.200]  就去"老佛爺"逛一次
[00:01:25.200 --> 00:01:26.400]  工作做到滿滿的
[00:01:26.400 --> 00:01:28.800]  反正都可以出去坐車
[00:01:28.800 --> 00:01:31.200]  就去"老佛爺"逛一次
[00:01:31.200 --> 00:01:33.400]  會一會"老佛爺"究竟是怎樣的?
[00:01:33.400 --> 00:01:35.600]  會一會"老佛爺"究竟是怎樣的?
[00:01:35.600 --> 00:01:38.800]  一進門口終於明白什麼是"老佛爺"
[00:01:38.800 --> 00:01:41.600]  一進門口終於明白什麼是"老佛爺"
[00:01:41.600 --> 00:01:45.000]  原來"老佛爺"是很多人招呼你的地方
[00:01:45.000 --> 00:01:47.200]  原來"老佛爺"是很多人招呼你的地方
[00:01:47.200 --> 00:01:49.200]  一進去就有人問你
[00:01:49.200 --> 00:01:50.600]  一進去就有人問你
[00:01:50.600 --> 00:01:53.000]  用普通話
[00:01:53.000 --> 00:01:54.600]  先生你有買什麼東西?
[00:01:54.600 --> 00:01:55.600]  先生有買什麼東西?
[00:01:55.600 --> 00:01:56.600]  先生有買什麼東西?
[00:01:56.600 --> 00:01:57.600]  歡迎你來
[00:01:57.600 --> 00:01:59.200]  歡迎你來
[00:01:59.200 --> 00:02:01.200]  我就用普通話
[00:02:01.200 --> 00:02:02.800]  不是我來看的
[00:02:02.800 --> 00:02:03.800]  用普通話說
[00:02:03.800 --> 00:02:05.600]  不是我來看的
[00:02:05.600 --> 00:02:07.400]  只是向上一望
[00:02:07.400 --> 00:02:08.600]  只是向上一望
[00:02:08.600 --> 00:02:09.600]  金碧輝煌
[00:02:09.600 --> 00:02:11.000]  金碧輝煌
[00:02:11.000 --> 00:02:13.800]  真的是"老佛爺"被人招呼的地方
[00:02:13.800 --> 00:02:16.800]  真的是"老佛爺"被人招呼的地方
[00:02:16.800 --> 00:02:20.200]  但是"老佛爺"在我們中國人有句諺語
[00:02:20.200 --> 00:02:23.600]  但是"老佛爺"在我們中國人有一句諺語
[00:02:23.600 --> 00:02:25.200]  是諷刺很多人
[00:02:25.200 --> 00:02:29.800]  真的要你去高抬的人
[00:02:29.800 --> 00:02:33.600]  是諷刺很多人要你去高抬的人
[00:02:33.600 --> 00:02:35.800]  因為被人抬是很高興的一件事
[00:02:35.800 --> 00:02:38.200]  因為被人抬是一件很高興的事
[00:02:38.200 --> 00:02:39.400]  去被人招呼
[00:02:39.400 --> 00:02:41.400]  去好好地款待你
[00:02:41.400 --> 00:02:42.400]  被人招呼
[00:02:42.400 --> 00:02:43.800]  被人緩怠
[00:02:43.800 --> 00:02:46.600]  久而久之自己就會輕飄飄
[00:02:46.600 --> 00:02:48.600]  久而久之自己就會輕飄飄
[00:02:48.600 --> 00:02:51.600]  就以為自己真的是一個很尊貴的人
[00:02:51.600 --> 00:02:54.600]  就以為自己真的是一個很尊貴的人
[00:02:54.600 --> 00:02:58.200]  有一個故事叫做"溫水煮青蛙"
[00:02:58.200 --> 00:03:01.000]  有一個故事叫做"溫水煮青蛙"
[00:03:01.000 --> 00:03:05.200]  說到有一隻青蛙在一個水煲裏面
[00:03:05.200 --> 00:03:05.200]  說到有一隻青蛙在一個水煲裏面
[00:03:05.200 --> 00:03:07.400]  穿著一些很溫暖的水
[00:03:07.400 --> 00:03:07.400]  穿著一些很溫暖的水
[00:03:07.400 --> 00:03:10.000]  說到有一隻青蛙在一個鍋裏面
[00:03:10.000 --> 00:03:12.200]  穿著一些很溫暖的水
[00:03:12.200 --> 00:03:13.400]  有人就問牠
[00:03:13.400 --> 00:03:14.000]  有人就問牠
[00:03:14.000 --> 00:03:15.400]  舒不舒服啊在這裏
[00:03:15.400 --> 00:03:16.400]  舒不舒服啊在這裏
[00:03:16.400 --> 00:03:17.400]  好舒服啊
[00:03:17.400 --> 00:03:18.200]  好舒服啊
[00:03:18.200 --> 00:03:20.600]  一直在游一些凍水
[00:03:20.600 --> 00:03:22.400]  一直在游一些凍水
[00:03:22.400 --> 00:03:25.400]  很難得這裏有這麼溫暖的水讓我去游
[00:03:25.400 --> 00:03:25.400]  很難得這裏有這麼溫暖的水讓我去游
[00:03:25.400 --> 00:03:28.200]  很難得這裏有這麼溫暖的水讓我去游
[00:03:28.200 --> 00:03:29.200]  大誰不知
[00:03:29.200 --> 00:03:30.200]  大誰不知
[00:03:30.200 --> 00:03:31.600]  在這麼好的招待裏面
[00:03:31.600 --> 00:03:32.800]  在這麼好的招待裏面
[00:03:32.800 --> 00:03:34.600]  當牠在最快樂的時候
[00:03:34.600 --> 00:03:35.800]  當牠在最快樂的時候
[00:03:35.800 --> 00:03:39.200]  原來正是踏向被宰殺的命運
[00:03:39.200 --> 00:03:41.600]  原來正是踏向被宰殺的命運
[00:03:41.600 --> 00:03:45.600]  很多時候我們都活在一種自我飄飄然的境況
[00:03:45.600 --> 00:03:45.600]  很多時候我們都活在一種自我飄飄然的境況
[00:03:45.600 --> 00:03:48.600]  很多時候我們都活在一種自我飄飄然的境況
[00:03:48.600 --> 00:03:52.200]  當我們過得很快樂、很自由、很舒服的時候
[00:03:52.200 --> 00:03:52.400]  當我們過得很快樂、很自由、很舒服的時候
[00:03:52.400 --> 00:03:55.000]  當我們過得很快樂、很自由、很舒服的時候
[00:03:55.000 --> 00:04:00.400]  可能我們就會降低了屬靈敏銳的觸覺
[00:04:00.400 --> 00:04:00.400]  可能我們就降低了屬靈敏銳的觸覺
[00:04:00.400 --> 00:04:03.800]  可能我們就降低了屬靈敏銳的觸覺
[00:04:03.800 --> 00:04:05.000]  覺得這裏不錯
[00:04:05.000 --> 00:04:05.800]  覺得這裏不錯
[00:04:05.800 --> 00:04:07.200]  我的做法也不錯
[00:04:07.200 --> 00:04:08.000]  我的做法也不錯
[00:04:08.000 --> 00:04:09.400]  我的選擇也不錯
[00:04:09.400 --> 00:04:11.200]  我的選擇也不錯
[00:04:11.200 --> 00:04:14.400]  所以如果每一個人都照我的做法的話
[00:04:14.400 --> 00:04:17.200]  所以如果每一個人都按照我的方法去做的話
[00:04:17.200 --> 00:04:19.200]  我相信他們都可以很享受
[00:04:19.200 --> 00:04:19.200]  我相信他們都可以很享受
[00:04:19.200 --> 00:04:21.200]  我相信他們都可以很享受
[00:04:21.200 --> 00:04:23.200]  但是是不是真的照我的方法
[00:04:23.200 --> 00:04:25.000]  一定每一個人都享受的呢?
[00:04:25.000 --> 00:04:26.400]  但是是不是真的照我的方法
[00:04:26.400 --> 00:04:28.200]  每一個人都真的享受嗎?
[00:04:28.200 --> 00:04:31.400]  更可怕的一步是在屬靈的世界裏面
[00:04:31.400 --> 00:04:31.400]  更可怕的一步是在屬靈的世界裏面
[00:04:31.400 --> 00:04:34.200]  更可怕的一步是在屬靈的世界裏面
[00:04:34.200 --> 00:04:36.400]  當我們以為我們自己的做法
[00:04:36.400 --> 00:04:37.800]  當我們以為我們自己的做法
[00:04:37.800 --> 00:04:39.000]  當我們的思想
[00:04:39.000 --> 00:04:39.600]  當我們的思想
[00:04:39.600 --> 00:04:41.000]  我們的計謀
[00:04:41.000 --> 00:04:41.800]  我們的計謀
[00:04:41.800 --> 00:04:43.400]  是最好的時候
[00:04:43.400 --> 00:04:45.000]  是最好的時候
[00:04:45.000 --> 00:04:49.400]  上帝說:不如讓我來做吧
[00:04:49.400 --> 00:04:49.400]  上帝說:不如讓我來做吧
[00:04:49.400 --> 00:04:53.200]  原來這卻是進入墮落的一步
[00:04:53.200 --> 00:04:55.800]  原來這卻是進入墮落的一步
[00:04:55.800 --> 00:04:55.800]  原來這卻是進入墮落的一步
[00:04:55.800 --> 00:04:56.600]  原來這卻是進入墮落的一步
[00:04:56.600 --> 00:04:58.200]  在若拿書裏面
[00:04:58.200 --> 00:04:58.200]  在若拿書裏面
[00:04:58.200 --> 00:04:59.600]  在若拿書裏面
[00:04:59.600 --> 00:05:01.000]  前文我們已經講過
[00:05:01.000 --> 00:05:02.600]  在第一至三節當中
[00:05:02.600 --> 00:05:02.600]  前文我們已經講過
[00:05:02.600 --> 00:05:03.600]  前文我們已經講過
[00:05:03.600 --> 00:05:06.200]  在第一至三節當中
[00:05:06.200 --> 00:05:10.400]  若拿他以為自己是一個愛國的先知
[00:05:10.400 --> 00:05:10.400]  若拿他以為自己是一個愛國的先知
[00:05:10.400 --> 00:05:13.400]  若拿他以為自己是一個愛國的先知
[00:05:13.400 --> 00:05:19.200]  上帝要他去到尼尼比這個地方傳主的訊息
[00:05:19.200 --> 00:05:19.200]  上帝要他去尼尼比這個地方傳主的訊息
[00:05:19.200 --> 00:05:23.200]  上帝要他去尼尼比這個地方傳主的訊息
[00:05:23.200 --> 00:05:26.200]  若拿認為這不合他自己的看法
[00:05:26.200 --> 00:05:26.200]  若拿認為這不合他自己的看法
[00:05:26.200 --> 00:05:28.400]  若拿認為這不合他自己的看法
[00:05:28.400 --> 00:05:30.800]  要拯救都要先拯救我自己人
[00:05:30.800 --> 00:05:30.800]  要拯救都要先拯救我自己人
[00:05:30.800 --> 00:05:32.800]  要拯救都要先拯救我自己人
[00:05:32.800 --> 00:05:32.800]  上帝不斷被受到當時尼尼比人的欺負
[00:05:32.800 --> 00:05:40.000]  上帝不斷被受到當時尼尼比人的欺負
[00:05:40.000 --> 00:05:44.200]  上帝不斷被受到當時尼尼比人的欺負
[00:05:44.200 --> 00:05:46.600]  他要我們去進貢給他們
[00:05:46.600 --> 00:05:46.600]  他要我們去進貢給他們
