
[00:00:00.000 --> 00:00:01.920]  聖經也是這樣說的
[00:00:01.920 --> 00:00:04.400]  聖經說我們是新人
[00:00:04.400 --> 00:00:07.100]  然後在《爾忽所書》告訴我們
[00:00:07.100 --> 00:00:12.640]  「為要使兩方藉著自己造成一個新人
[00:00:12.640 --> 00:00:17.000]  就藉著十字架使雙方歸為一體」
[00:00:17.000 --> 00:00:21.080]  即是說我們信徒歸入神的名下
[00:00:21.080 --> 00:00:23.240]  不是成為很多個新人
[00:00:23.240 --> 00:00:25.240]  是一個新人
[00:00:25.240 --> 00:00:27.240]  一個甚麼新人?
[00:00:27.240 --> 00:00:31.760]  就是基督耶穌的新娘、新婦
[00:00:31.760 --> 00:00:34.720]  不過結婚那天不是今天
[00:00:34.720 --> 00:00:36.720]  今天地毯也是綠色的
[00:00:36.720 --> 00:00:39.760]  我們期盼著有一天
[00:00:39.760 --> 00:00:42.240]  主再回來的日子
[00:00:42.240 --> 00:00:44.840]  應取祂的教會
[00:00:44.840 --> 00:00:46.840]  回到天家
[00:00:46.840 --> 00:00:49.280]  有一個高揚的婚宴
[00:00:49.280 --> 00:00:52.840]  這才是我們最終的婚禮
[00:00:52.840 --> 00:00:54.840]  今天只是一個彩排
[00:00:54.840 --> 00:00:57.520]  一個訂婚的儀式
[00:00:57.520 --> 00:01:02.840]  是代表神真的接納我們家裏面很多
[00:01:02.840 --> 00:01:04.160]  信了祂的
[00:01:04.160 --> 00:01:07.040]  真的從心裏悔改相信
[00:01:07.040 --> 00:01:09.040]  就藉著這個洗禮
[00:01:09.040 --> 00:01:11.040]  祂不是今天才得救的
[00:01:11.040 --> 00:01:13.040]  祂已經被主來拯救了
[00:01:13.040 --> 00:01:18.200]  但今天這個洗禮就表明了祂自己和神的關係
[00:01:18.200 --> 00:01:23.440]  聖經亦都用同類的比喻
[00:01:23.440 --> 00:01:26.240]  代表教會就好似十個童女
[00:01:26.240 --> 00:01:30.440]  在地上等候祂的新郎來接祂
[00:01:30.440 --> 00:01:34.000]  不過夜晚的時候有些就不是很聽話
[00:01:34.000 --> 00:01:36.000]  睡著了
[00:01:36.000 --> 00:01:39.440]  接著燈又忘記裝油
[00:01:39.440 --> 00:01:41.840]  所以就沒有發光了
[00:01:41.840 --> 00:01:45.840]  但是有另外五個很聰明的
[00:01:45.840 --> 00:01:47.040]  不敢睡
[00:01:47.040 --> 00:01:49.840]  警醒等候祂的新郎來
[00:01:49.840 --> 00:01:55.040]  直至新郎來祂就可以被接入神的福樂裏面
[00:01:55.040 --> 00:01:58.640]  所以我們知道今天我們真的帶著這種心情
[00:01:58.640 --> 00:02:02.240]  繼續去期盼有一天耶穌基督回來
[00:02:02.240 --> 00:02:06.640]  祂接祂的兒女進入祂的家裏面
[00:02:06.640 --> 00:02:09.640]  我們一起同心再一次禱告
[00:02:09.640 --> 00:02:12.240]  主多謝你今天這個禮儀
[00:02:12.240 --> 00:02:15.040]  見證了你自己的愛
[00:02:15.040 --> 00:02:18.240]  你的愛拯救一切相信的人
[00:02:18.240 --> 00:02:20.840]  今天我們不再是外人
[00:02:20.840 --> 00:02:23.240]  我們成為主家裏面的人
[00:02:23.240 --> 00:02:25.040]  求你幫助我們
[00:02:25.040 --> 00:02:27.840]  讓你的話語進入我們心裏面
[00:02:27.840 --> 00:02:30.040]  讓我們更明白你的心意
[00:02:30.040 --> 00:02:31.240]  跟隨你的心意
[00:02:31.240 --> 00:02:33.040]  祈禱奉基督耶穌的聖名
[00:02:33.040 --> 00:02:35.640]  Amen
[00:02:35.640 --> 00:02:38.640]  非常好
[00:02:38.640 --> 00:02:41.440]  保羅他寫二弗所書
[00:02:41.440 --> 00:02:43.840]  他講到客女和外人
[00:02:43.840 --> 00:02:48.040]  他不是講那些去旅行的人
[00:02:48.040 --> 00:02:54.840]  他是講那些寄居在當地一些外國的人
[00:02:54.840 --> 00:02:56.240]  其實在當時的社會
[00:02:56.240 --> 00:02:59.440]  不像今天這麼旅遊、這麼發達
[00:02:59.440 --> 00:03:00.640]  你要去一個地方
[00:03:00.640 --> 00:03:03.640]  不是說三、兩個小時就去到
[00:03:03.640 --> 00:03:05.840]  不是坐高鐵這樣
[00:03:05.840 --> 00:03:08.440]  睡一覺就可以去到北京
[00:03:08.440 --> 00:03:11.840]  而是你要經過長途跋涉
[00:03:11.840 --> 00:03:13.440]  你要離鄉別井
[00:03:13.440 --> 00:03:16.040]  所以當時是完全沒有保障
[00:03:16.040 --> 00:03:18.640]  你去到那些地方是很危險的
[00:03:18.640 --> 00:03:20.240]  所以今天你第一件事
[00:03:20.240 --> 00:03:21.840]  你去外國旅行
[00:03:21.840 --> 00:03:24.440]  你要帶什麼?
[00:03:24.440 --> 00:03:28.040]  帶什麼?帶錢,是吧?
[00:03:28.040 --> 00:03:29.840]  給錢更重要的是什麼?
[00:03:29.840 --> 00:03:33.240]  護照和你的身份證
[00:03:33.240 --> 00:03:35.640]  你忘了帶身份證,是吧?
[00:03:35.640 --> 00:03:38.240]  因為這個是代表你的身份
[00:03:38.240 --> 00:03:40.840]  是你自己去到外國的時候
[00:03:40.840 --> 00:03:42.640]  誰保護你
[00:03:42.640 --> 00:03:43.640]  所謂護照
[00:03:43.640 --> 00:03:45.040]  為什麼會護?
[00:03:45.040 --> 00:03:46.640]  就是保護的意思
[00:03:46.640 --> 00:03:48.640]  就是說如果你有什麼事發生
[00:03:48.640 --> 00:03:50.440]  好像現在日本地震
[00:03:50.440 --> 00:03:51.640]  你要去求救
[00:03:51.640 --> 00:03:52.640]  怎麼做?
[00:03:52.640 --> 00:03:55.440]  你走去中國領事館,是吧?
[00:03:55.440 --> 00:03:56.440]  我不知道
[00:03:56.440 --> 00:03:58.440]  總之就是你的國籍
[00:03:58.440 --> 00:04:01.440]  代表了那個保護就在那裡
[00:04:01.440 --> 00:04:02.440]  各位
[00:04:02.440 --> 00:04:06.840]  今天你加入了神的國度
[00:04:06.840 --> 00:04:09.840]  今天我們受洗加入教會
[00:04:09.840 --> 00:04:12.240]  就是代表你加入了神的國度
[00:04:12.240 --> 00:04:13.840]  有上帝的照管
[00:04:13.840 --> 00:04:16.440]  有上帝的保護
[00:04:16.440 --> 00:04:19.040]  今天我們感受到安全嗎?
[00:04:19.040 --> 00:04:21.240]  還是我們覺得很危險?
[00:04:21.240 --> 00:04:22.840]  那你要小心
[00:04:22.840 --> 00:04:24.440]  你可能還不清楚
[00:04:24.440 --> 00:04:27.240]  但是當你真的完全確定
[00:04:27.240 --> 00:04:30.040]  你自己已經是主的兒女的時候
[00:04:30.040 --> 00:04:31.240]  你可以放心
[00:04:31.240 --> 00:04:34.440]  因為你已經有神的保護在你的身上
[00:04:34.440 --> 00:04:37.040]  我們不是說人生無災無難
[00:04:37.040 --> 00:04:39.840]  但是在苦難、困難裡面
[00:04:39.840 --> 00:04:42.440]  有上帝的恩典托住
[00:04:42.440 --> 00:04:44.440]  包底
[00:04:44.440 --> 00:04:46.640]  我們就可以感受到真的有的平安
[00:04:46.640 --> 00:04:47.640]  我很多次
[00:04:47.640 --> 00:04:50.440]  經常在我一些很困難、沒辦法
[00:04:50.440 --> 00:04:52.040]  我有時祈禱說
[00:04:52.040 --> 00:04:54.640]  主啊,我不知道怎樣繼續前行
[00:04:54.640 --> 00:04:57.840]  主就在那些時間向我說話
[00:04:57.840 --> 00:05:00.040]  透過很多人告訴我
[00:05:00.040 --> 00:05:02.640]  主是聽到我們的禱告的
[00:05:02.640 --> 00:05:06.440]  我們眾聖徒的禱告就好像安全網一樣
[00:05:06.440 --> 00:05:11.040]  保護著神的團體、神的群體
[00:05:11.040 --> 00:05:15.040]  聖經說惡者經常會射火箭來攻擊我們
[00:05:15.040 --> 00:05:18.440]  但是只要我們能夠捉起這個禱告的網
[00:05:18.440 --> 00:05:22.240]  我們就能夠受到神完全的保護
[00:05:22.240 --> 00:05:24.240]  各位
[00:05:24.240 --> 00:05:25.840]  今天有很多人也說
[00:05:25.840 --> 00:05:29.240]  我不是很想參加教會
[00:05:29.240 --> 00:05:32.240]  我的政見和這個教會不是很相同
[00:05:32.240 --> 00:05:35.240]  我敬拜的方式和這個教會不是很相同
[00:05:35.240 --> 00:05:36.240]  我的想法
[00:05:36.240 --> 00:05:39.440]  我有時覺得教會的人說來說去很悶
[00:05:39.440 --> 00:05:44.840]  我還是在家裏看一下《平約室牧師》就夠了
[00:05:44.840 --> 00:05:46.440]  各位弟兄姊妹
[00:05:46.440 --> 00:05:47.840]  你走不了
[00:05:47.840 --> 00:05:51.040]  我原諒你去家裏看電視
[00:05:51.040 --> 00:05:53.040]  但是如果你真的能夠回到教會
[00:05:53.040 --> 00:05:55.040]  我請你真的要回來
[00:05:55.040 --> 00:05:55.840]  各位弟兄姊妹
[00:05:55.840 --> 00:05:59.040]  教會是神的家
[00:05:59.040 --> 00:06:00.440]  有時我們說
[00:06:00.440 --> 00:06:04.440]  為什麼教會和人相處不是很好
[00:06:04.440 --> 00:06:08.240]  有時我和別人有很多磨擦
[00:06:08.240 --> 00:06:10.240]  我就說不要了
[00:06:10.240 --> 00:06:13.440]  一會兒得罪了別人就不要了
[00:06:13.440 --> 00:06:14.640]  其實是一些藉口
