
[00:00:00.000 --> 00:00:03.400]  今天和大家分享的訊息
[00:00:03.400 --> 00:00:09.480]  就是按照教會吳牧師在今年安排我們每一個同工
[00:00:09.480 --> 00:00:12.600]  輪流來講《聖本篤守則》
[00:00:12.600 --> 00:00:15.400]  今天就排到這個題目
[00:00:15.400 --> 00:00:17.200]  就叫《彼此尊重》
[00:00:17.200 --> 00:00:18.800]  一節經文
[00:00:18.800 --> 00:00:24.000]  我先會和大家讀一次
[00:00:24.000 --> 00:00:25.200]  我們一起讀一下
[00:00:25.200 --> 00:00:32.800]  無要尊敬眾人,親愛教宗的弟兄,敬畏神,尊敬君王
[00:00:32.800 --> 00:00:34.200]  在這個題目裏面
[00:00:34.200 --> 00:00:40.600]  我很想用最近一些生活的例子作為開始
[00:00:40.600 --> 00:00:44.800]  在剛剛過去的農曆新年期間
[00:00:44.800 --> 00:00:50.400]  有一次我和太太去超市買東西
[00:00:50.400 --> 00:00:52.800]  她買其他東西,我就負責買麵包
[00:00:52.800 --> 00:00:55.200]  這個工作很簡單
[00:00:55.200 --> 00:00:57.800]  我去排隊買麵包,拿著一條麵包
[00:00:57.800 --> 00:00:59.400]  輪到我的時候
[00:00:59.400 --> 00:01:02.200]  我因為要等她幫我切麵包,在那裏等
[00:01:02.200 --> 00:01:05.400]  誰知道跟著我後面的兩個太太
[00:01:05.400 --> 00:01:08.600]  就開始在那裏爭執
[00:01:08.600 --> 00:01:11.000]  初而口覺
[00:01:11.000 --> 00:01:12.400]  幸好沒有動武
[00:01:12.400 --> 00:01:15.000]  不過她的口覺是很精彩的
[00:01:15.000 --> 00:01:17.400]  都不宜在這裏分享
[00:01:17.400 --> 00:01:20.400]  他們真的接見唇槍
[00:01:20.400 --> 00:01:21.800]  真的很厲害
[00:01:21.800 --> 00:01:24.200]  所以千萬不要跟太太吵架
[00:01:24.200 --> 00:01:25.600]  你不會贏的
[00:01:25.600 --> 00:01:28.800]  在爭鋒相對發生什麼事呢
[00:01:28.800 --> 00:01:32.200]  原來前面的太太碰到後面的太太
[00:01:32.200 --> 00:01:34.600]  其實一個很細微的事
[00:01:34.600 --> 00:01:36.600]  如果是這樣的話
[00:01:36.600 --> 00:01:38.600]  前面的太太說不好意思
[00:01:38.600 --> 00:01:42.000]  或者剛才不小心碰到你
[00:01:42.000 --> 00:01:44.600]  那件事可能已經完滿解決了
[00:01:44.600 --> 00:01:47.000]  但不是,大家都要站硬
[00:01:47.000 --> 00:01:49.800]  在那裏爭鋒相對
[00:01:49.800 --> 00:01:51.400]  我發覺香港人
[00:01:51.400 --> 00:01:53.000]  今天在我們這個社會
[00:01:53.000 --> 00:01:56.200]  每一天忙碌碌,忙碌碌碌
[00:01:56.200 --> 00:02:00.200]  我們好像各人都活在一個壓力鍋裏面
[00:02:00.200 --> 00:02:02.600]  動不動有些很細微的事
[00:02:02.600 --> 00:02:04.600]  就好像火山會爆發
[00:02:04.600 --> 00:02:07.600]  應該是關乎到我們的情緒
[00:02:07.600 --> 00:02:10.000]  需要學習去檢視
[00:02:10.000 --> 00:02:14.000]  和去正視我們跟人與人之間的相處
[00:02:14.000 --> 00:02:15.600]  那種關係
[00:02:15.600 --> 00:02:20.000]  如果大家都能夠懂得彼此去尊重的時候
[00:02:20.000 --> 00:02:23.800]  其實很多的問題就已經化解了
[00:02:23.800 --> 00:02:25.400]  就不會有那麼多怨氣
[00:02:25.400 --> 00:02:31.200]  亦都不需要有那麼多所謂的投訴
[00:02:31.200 --> 00:02:35.600]  我在農曆年那幾天工的假期
[00:02:35.600 --> 00:02:37.800]  香港突然間靜了很多
[00:02:37.800 --> 00:02:39.800]  因為很多人外遊
[00:02:39.800 --> 00:02:44.400]  我就發覺大到吃飯的時間
[00:02:44.400 --> 00:02:46.600]  其實就一點都不少人
[00:02:46.600 --> 00:02:50.400]  因為那次就跟我家人去外面吃飯
[00:02:50.400 --> 00:02:53.400]  晚上在等位的時候
[00:02:53.400 --> 00:02:55.000]  我就叫我太太去另一間
[00:02:55.000 --> 00:02:58.400]  我就在一間西餐廳那裏等位
[00:02:58.400 --> 00:03:01.000]  排隊就拿籌了
[00:03:01.000 --> 00:03:03.400]  排極都輪不到我
[00:03:03.400 --> 00:03:05.800]  其實我心儀就想去吃西餐
[00:03:05.800 --> 00:03:08.200]  不過太太等的那間都是中餐
[00:03:08.200 --> 00:03:10.200]  結果就等等等
[00:03:10.200 --> 00:03:13.000]  等到我就問那個人到了沒有
[00:03:13.000 --> 00:03:17.200]  他說要看號碼 到了就叫你
[00:03:17.200 --> 00:03:19.600]  但我發覺為甚麼那麼有趣
[00:03:19.600 --> 00:03:22.600]  那些號碼慢慢會越過那個號碼
[00:03:22.600 --> 00:03:25.600]  不奇怪 因為我們在等一張五人桌
[00:03:25.600 --> 00:03:29.200]  有些是兩個人 有些四個人 有些六個人
[00:03:29.200 --> 00:03:32.200]  我都很忍耐地繼續在那裏等
[00:03:32.200 --> 00:03:33.400]  等到後來我說
[00:03:33.400 --> 00:03:37.200]  裏面有些位是四個人的位置都空了
[00:03:37.200 --> 00:03:38.800]  我們不介意加一張椅子
[00:03:38.800 --> 00:03:41.000]  因為我們不想再等
[00:03:41.000 --> 00:03:43.800]  他說不行 那張樓給六個人
[00:03:43.800 --> 00:03:45.200]  不是 他不是說六個人
[00:03:45.200 --> 00:03:46.200]  是說十個人
[00:03:46.200 --> 00:03:49.200]  還要霸佔其他旁邊的食員
[00:03:49.200 --> 00:03:51.000]  他等了 給十個人
[00:03:51.000 --> 00:03:53.400]  我慢慢心裏覺得有少少
[00:03:53.400 --> 00:03:56.200]  他好像不知是否想為難我
[00:03:56.200 --> 00:03:58.000]  為甚麼會有這種感覺呢
[00:03:58.000 --> 00:03:59.600]  原因沒有其他的
[00:03:59.600 --> 00:04:02.600]  就因為那個負責站在那裏的人
[00:04:02.600 --> 00:04:04.200]  他的眼神
[00:04:04.200 --> 00:04:09.400]  他開始覺得好像你這個人很煩
[00:04:09.400 --> 00:04:13.200]  我自己開始反省這件事
[00:04:13.200 --> 00:04:14.800]  究竟是否我很煩呢
[00:04:14.800 --> 00:04:17.800]  我令到別人很煩厭呢
[00:04:17.800 --> 00:04:19.000]  我覺得不是
[00:04:19.000 --> 00:04:22.000]  我其實都是好聲好氣地跟他說
[00:04:22.000 --> 00:04:26.200]  但他的態度確實開始不太好
[00:04:26.200 --> 00:04:28.400]  結果我太太那邊打電話來
[00:04:28.400 --> 00:04:31.200]  她說其實只是隔兩間店舖
[00:04:31.200 --> 00:04:33.000]  她說差不多到我們了
[00:04:33.000 --> 00:04:34.200]  你那邊怎樣
[00:04:34.200 --> 00:04:35.400]  我看著那張紙
[00:04:35.400 --> 00:04:39.600]  見到那裏好像有一張桌子應該是我們的
[00:04:39.600 --> 00:04:42.600]  誰知那個人二話不說
[00:04:42.600 --> 00:04:44.000]  給了另一個人
[00:04:44.000 --> 00:04:46.000]  我當時心裏真的覺得
[00:04:46.000 --> 00:04:48.200]  不是太舒服
[00:04:48.200 --> 00:04:52.200]  我們結果去了隔離的店舖吃飯
[00:04:52.200 --> 00:04:54.200]  很簡單一件事我看到
[00:04:54.200 --> 00:04:58.800]  其實如果每一個服務別人的人
[00:04:58.800 --> 00:05:01.600]  都能夠懂得去尊重他的職業
[00:05:01.600 --> 00:05:03.400]  能夠做最好的
[00:05:03.400 --> 00:05:06.400]  我相信有很多問題都可以解決
[00:05:06.400 --> 00:05:08.200]  亦都在這段期間
[00:05:08.200 --> 00:05:11.800]  剛剛有一次跟太太在商場
[00:05:11.800 --> 00:05:15.000]  見到新春大減價
[00:05:15.000 --> 00:05:16.400]  三折
[00:05:16.400 --> 00:05:17.800]  不是三折起
[00:05:17.800 --> 00:05:19.200]  是真的說三折
[00:05:19.200 --> 00:05:20.800]  70% off
[00:05:20.800 --> 00:05:22.400]  你猜賣甚麼
[00:05:22.400 --> 00:05:23.600]  賣鞋
[00:05:23.600 --> 00:05:27.200]  其實我都不是打算要買鞋
[00:05:27.200 --> 00:05:28.400]  我都有鞋穿的
[00:05:28.400 --> 00:05:31.200]  我打算看看行程也好
[00:05:31.200 --> 00:05:32.800]  三折進去看
[00:05:32.800 --> 00:05:36.000]  見到挺好的
[00:05:36.000 --> 00:05:37.600]  真的不是騙人的
[00:05:37.600 --> 00:05:39.200]  是真的三折
[00:05:39.200 --> 00:05:41.200]  又不是次貨
[00:05:41.200 --> 00:05:43.000]  拿一隻來試
[00:05:43.000 --> 00:05:43.800]  試完之後
[00:05:43.800 --> 00:05:44.600]  不行
[00:05:44.600 --> 00:05:46.000]  尺寸不太適合
[00:05:46.000 --> 00:05:48.200]  我就叫個哥哥來
[00:05:48.200 --> 00:05:52.000]  請問你有沒有大一點的尺寸適合我
[00:05:52.000 --> 00:05:53.000]  你自己看
[00:05:53.000 --> 00:05:56.000]  三折的
[00:05:56.000 --> 00:05:56.600]  有就有
[00:05:56.600 --> 00:05:58.200]  沒有就沒有
[00:05:58.200 --> 00:06:02.000]  他那種態度和眼神
[00:06:02.000 --> 00:06:03.400]  劉先生都說
[00:06:03.400 --> 00:06:07.000]  今時今日這樣的服務態度是不行的
[00:06:07.000 --> 00:06:09.600]  當時我心裡就很激氣
[00:06:09.600 --> 00:06:13.400]  為什麼這個年輕人會這樣
[00:06:13.400 --> 00:06:15.400]  如果他不懂得
[00:06:15.400 --> 00:06:18.800]  好像連客人都沒有一種尊重的時候
[00:06:18.800 --> 00:06:21.800]  他可以換轉另一個態度
[00:06:21.800 --> 00:06:23.400]  如果我要複述他的話
[00:06:23.400 --> 00:06:25.000]  可以這樣說
[00:06:25.000 --> 00:06:27.000]  不好意思先生
[00:06:27.000 --> 00:06:30.400]  我們公司只有這麼多鞋
[00:06:30.400 --> 00:06:32.400]  你這一雙沒有這樣的尺寸
[00:06:32.400 --> 00:06:33.600]  就真的對不起了
[00:06:33.600 --> 00:06:35.400]  如果他好聲好氣的跟我說
[00:06:35.400 --> 00:06:38.600]  我相信會舒服一點
[00:06:38.600 --> 00:06:40.200]  不知道為什麼
[00:06:40.200 --> 00:06:42.000]  我們今天香港這個社會
[00:06:42.000 --> 00:06:44.800]  好像到處都有這些情緒炸彈
[00:06:44.800 --> 00:06:47.000]  大家炸來炸去的
[00:06:47.000 --> 00:06:49.400]  你有沒有試過這樣的情況
[00:06:49.400 --> 00:06:49.800]  有嗎
[00:06:49.800 --> 00:06:51.800]  好 謝謝你
[00:06:51.800 --> 00:06:55.400]  證明我不是獨特的一些經歷和遭遇
[00:06:55.400 --> 00:06:56.800]  有時候回想
[00:06:56.800 --> 00:06:58.400]  今時今日我們香港社會
[00:06:58.400 --> 00:07:00.000]  我們其實要一起學
[00:07:00.000 --> 00:07:01.400]  學什麼功課
[00:07:01.400 --> 00:07:03.200]  彼此尊重
[00:07:03.200 --> 00:07:05.800]  聖本篤在這個守則裡面
[00:07:05.800 --> 00:07:07.600]  他很好的有一章
[00:07:07.600 --> 00:07:08.800]  就是這個第四章
[00:07:08.800 --> 00:07:11.400]  什麼是好行為的工具
[00:07:11.400 --> 00:07:14.800]  What are the instruments of the good works
[00:07:14.800 --> 00:07:17.000]  其實所有這些好行為
[00:07:17.000 --> 00:07:20.200]  都可以透過這些不同的分題
[00:07:20.200 --> 00:07:23.400]  包括愛神 愛人 誠實等等
[00:07:23.400 --> 00:07:25.000]  這些是活出我們基督徒
[00:07:25.000 --> 00:07:27.000]  應該有的那種好行為
[00:07:27.000 --> 00:07:29.000]  能夠歸容於彼神
[00:07:29.000 --> 00:07:33.400]  能夠在一個未信上帝的世人面前
[00:07:33.400 --> 00:07:36.600]  是叫他們能夠見證神的美善
[00:07:36.600 --> 00:07:39.400]  所以吳牧師今年
[00:07:39.400 --> 00:07:42.800]  是按照這個聖本篤的守則
[00:07:42.800 --> 00:07:46.400]  分配我們每個同工輪流來講
[00:07:46.400 --> 00:07:49.800]  今天剛剛輪到我要講這個
[00:07:49.800 --> 00:07:50.800]  講道的時候
[00:07:50.800 --> 00:07:53.000]  就是講這個題目
[00:07:53.000 --> 00:07:54.600]  而他這個守則裡面
[00:07:54.600 --> 00:07:56.800]  就是用一節聖經
[00:07:56.800 --> 00:07:58.400]  一節聖經剛才大家讀過了
[00:07:58.400 --> 00:08:00.200]  前書二章十七節
[00:08:00.200 --> 00:08:02.400]  裡面那四件事
[00:08:02.400 --> 00:08:05.600]  你看看頭尾都是講尊敬眾人
[00:08:05.600 --> 00:08:06.800]  尊敬君王
[00:08:06.800 --> 00:08:09.200]  其實這個尊敬在愚民的意思
[00:08:09.200 --> 00:08:11.200]  就是講尊重
[00:08:11.200 --> 00:08:13.000]  是講尊重這件事
[00:08:13.000 --> 00:08:15.800]  但我覺得最重要的這四件事
[00:08:15.800 --> 00:08:19.000]  其實那個的基礎就是在敬畏神
[00:08:19.000 --> 00:08:22.000]  如果我們不懂得去敬畏神
[00:08:22.000 --> 00:08:24.000]  去尊重神的時候
[00:08:24.000 --> 00:08:26.400]  我們就不會尊重神的話語
[00:08:26.400 --> 00:08:29.600]  去實踐他的教訓
[00:08:29.600 --> 00:08:33.600]  我們試試看這個題目去研究一下
[00:08:33.600 --> 00:08:36.000]  彼得的思想是怎樣的呢?
[00:08:36.000 --> 00:08:38.400]  他寫給前書當時的背景
[00:08:38.400 --> 00:08:41.800]  其實正值羅馬王的尼祿
[00:08:41.800 --> 00:08:46.600]  這個大帝是迫害很多的基督徒
[00:08:46.600 --> 00:08:48.200]  彼得就是在鼓勵
[00:08:48.200 --> 00:08:50.200]  身處迫害裡頭的信徒
[00:08:50.200 --> 00:08:51.800]  要在基督耶穌裡面
[00:08:51.800 --> 00:08:54.600]  我們是有一個活潑的盼望
[00:08:54.600 --> 00:08:56.600]  還有一個永存天上的
[00:08:56.600 --> 00:08:59.600]  不會扭壞、不會衰殘的基業
[00:08:59.600 --> 00:09:02.800]  這個是我們屬神的兒女那個身份
[00:09:02.800 --> 00:09:06.800]  而帶給我們一個很尊貴榮耀的盼望
[00:09:06.800 --> 00:09:08.600]  也都是因為這樣的緣故
[00:09:08.600 --> 00:09:10.600]  我們能夠去檢視一下
[00:09:10.600 --> 00:09:12.600]  我們今天在地上的生活
[00:09:12.600 --> 00:09:14.000]  應該怎樣過呢?
