
[00:00:00.000 --> 00:00:02.000]  《雅各書》有一個主題
[00:00:02.000 --> 00:00:05.440]  我們給它名為「信仰要走出來的信仰」
[00:00:05.440 --> 00:00:09.560]  上一次許姑娘跟我們講道的時候
[00:00:09.560 --> 00:00:10.760]  她引用了一節聖經
[00:00:10.760 --> 00:00:12.760]  在《雅各書》裏面都很重要的
[00:00:12.760 --> 00:00:17.160]  就是「信心若沒有行為,就是死的」
[00:00:17.160 --> 00:00:20.280]  這個信心就是指我們所認信的信仰
[00:00:20.280 --> 00:00:24.320]  由於我們這個信仰沒有通過行為來表達出來的時候
[00:00:24.320 --> 00:00:26.000]  其實沒有什麼益處
[00:00:26.000 --> 00:00:28.000]  信仰純粹是一種知識
[00:00:28.000 --> 00:00:30.000]  「我信耶穌死而復活」
[00:00:30.000 --> 00:00:32.320]  「我信耶穌基督是救主」
[00:00:32.320 --> 00:00:34.320]  「我信耶穌基督能夠幫助我」
[00:00:34.320 --> 00:00:35.680]  這些純粹是知識來的
[00:00:35.680 --> 00:00:37.680]  因為在實際生活看不到
[00:00:37.680 --> 00:00:41.680]  所以如果不能夠透過行動去表彰出來的時候
[00:00:41.680 --> 00:00:44.320]  其實實在沒有什麼實在的信仰
[00:00:44.320 --> 00:00:46.720]  只有一個知識、一個理論
[00:00:46.720 --> 00:00:48.720]  但是《雅各》告訴我們
[00:00:48.720 --> 00:00:51.520]  我們的信仰不是停留在知識的層次
[00:00:51.520 --> 00:00:53.760]  我們的信仰是要走出來的
[00:00:53.760 --> 00:00:56.000]  要透過行動去表現出來
[00:00:56.000 --> 00:00:58.240]  當然也要有相稱的行動
[00:00:58.240 --> 00:01:00.720]  將這個信仰去呈現出來
[00:01:00.720 --> 00:01:05.600]  看《雅各書》3章1至18節是分兩部分的
[00:01:05.600 --> 00:01:09.360]  第一部分我們就看第一至第十二節
[00:01:09.360 --> 00:01:11.600]  其中一個詞語首先和大家解釋
[00:01:11.600 --> 00:01:12.880]  就是「師父」
[00:01:12.880 --> 00:01:15.840]  這個「師父」其實等於「教師」
[00:01:15.840 --> 00:01:17.840]  在初期教會裏面
[00:01:17.840 --> 00:01:20.000]  都有一些不同的教會的領袖
[00:01:20.000 --> 00:01:22.560]  在保羅的書信裏面有這樣說
[00:01:22.560 --> 00:01:24.240]  在哥倫多前書裏面有這樣說
[00:01:24.240 --> 00:01:26.800]  神在教會設立的第一是使徒
[00:01:26.800 --> 00:01:28.000]  第二有先知
[00:01:28.000 --> 00:01:29.920]  第三有教師
[00:01:29.920 --> 00:01:31.120]  在《小徒行傳》裏面講到
[00:01:31.120 --> 00:01:35.520]  安徒在教會裏面有幾位先知和教師
[00:01:35.520 --> 00:01:36.560]  《二分所書》這樣說
[00:01:36.560 --> 00:01:42.160]  上帝設給教會有使徒、有先知、有傳福音、有牧師和教師
[00:01:42.160 --> 00:01:46.080]  所以保羅將教師和使徒、先知並列在裏面
[00:01:46.080 --> 00:01:48.400]  都是一個很重要的侍奉崗位
[00:01:48.400 --> 00:01:55.040]  一個很重要的位置可以有一個領袖在裏面
[00:01:55.040 --> 00:01:57.040]  當然教會侍奉崗位裏面
[00:01:57.040 --> 00:02:00.240]  我們都需要弟兄姊妹有恩賜來擔當
[00:02:00.240 --> 00:02:01.840]  如果人有這份恩賜
[00:02:01.840 --> 00:02:05.040]  亦都有一個善慕聖公的心的時候
[00:02:05.040 --> 00:02:09.360]  能夠安排來擔任是好的
[00:02:09.360 --> 00:02:11.600]  不過在當時亞國裏面
[00:02:11.600 --> 00:02:14.080]  在亞國的時代裏面
[00:02:14.080 --> 00:02:16.400]  教會就出現了一種情況
[00:02:16.400 --> 00:02:19.600]  有人很想做教師
[00:02:19.600 --> 00:02:21.600]  即是教導聖經
[00:02:21.600 --> 00:02:22.560]  都是好的
[00:02:22.560 --> 00:02:25.600]  但問題是他們的動機有問題
[00:02:25.600 --> 00:02:29.200]  你會見到第一和第二節是這樣說
[00:02:29.200 --> 00:02:30.800]  向我的弟兄們
[00:02:30.800 --> 00:02:32.800]  不要多人作師傅
[00:02:32.800 --> 00:02:36.560]  因為曉得我們要受更重的判斷
[00:02:36.560 --> 00:02:39.200]  原來我們在許多事上都有過失
[00:02:39.200 --> 00:02:41.200]  若有人在話語上沒有過失
[00:02:41.200 --> 00:02:46.400]  他就是完全人,有人拿著自己的全身
[00:02:46.400 --> 00:02:49.120]  很多人想作教小老師
[00:02:49.120 --> 00:02:51.440]  似乎他們的出發點有些問題
[00:02:51.440 --> 00:02:52.880]  怎會很想做呢
[00:02:52.880 --> 00:02:57.760]  因為教師亦都是一個比較高的侍奉位分
[00:02:57.760 --> 00:03:01.120]  比較高的,好像使徒先知的位置
[00:03:01.120 --> 00:03:03.840]  自然得到人那種尊重
[00:03:03.840 --> 00:03:05.840]  或者那種康重
[00:03:05.840 --> 00:03:07.600]  或者一份聲望在裏面
[00:03:07.600 --> 00:03:10.480]  出來教會較多人都是比較低下階層
[00:03:10.480 --> 00:03:12.160]  所以認識自己的人不多
[00:03:12.160 --> 00:03:15.600]  於是做教師就備受什麼景仰在裏面
[00:03:15.600 --> 00:03:17.600]  有些人動機不同的時候
[00:03:17.600 --> 00:03:18.960]  動機不恰當的時候
[00:03:18.960 --> 00:03:20.960]  他就覺得如果能夠擔當教師
[00:03:20.960 --> 00:03:22.160]  被人稱頌一下
[00:03:22.160 --> 00:03:24.560]  被人看下尊敬一下的時候
[00:03:24.560 --> 00:03:26.560]  地位就不同了
[00:03:26.560 --> 00:03:30.720]  雅各察覺到當時有些人是這樣的心態
[00:03:30.720 --> 00:03:32.880]  他來到想做教師
[00:03:32.880 --> 00:03:35.680]  於是他就提出兩個理由
[00:03:35.680 --> 00:03:36.880]  第一個理由
[00:03:36.880 --> 00:03:38.880]  他說不要輕易去做教師
