
[00:00:00.000 --> 00:00:02.420]  我想前兩天如果你看世界日報
[00:00:02.420 --> 00:00:07.280]  它刊登了一個美國前十名的大城市
[00:00:07.280 --> 00:00:10.600]  很意外地發現其中第十名
[00:00:10.600 --> 00:00:15.420]  就是我們在灣區非常密切的聖荷西市
[00:00:15.420 --> 00:00:17.020]  這是值得我們歡喜的事情
[00:00:17.020 --> 00:00:19.020]  因為人口越集中
[00:00:19.020 --> 00:00:22.280]  神給我們服侍的工廠也就越大
[00:00:22.280 --> 00:00:26.620]  我們越多能夠經歷神奇妙的作為
[00:00:26.620 --> 00:00:29.820]  事實上根據世界人口分佈的統計
[00:00:29.820 --> 00:00:32.000]  自從2007年開始
[00:00:32.000 --> 00:00:34.960]  全世界住在城市的人口
[00:00:34.960 --> 00:00:37.900]  已經超過在鄉村的人口
[00:00:37.900 --> 00:00:42.140]  而且目前全世界已經超過五百個城市
[00:00:42.140 --> 00:00:45.660]  是超過人口 超過一百萬人
[00:00:45.660 --> 00:00:50.100]  所以我們看見如果今天我們真的是要考慮福音變傳的話
[00:00:50.100 --> 00:00:55.060]  城市福音的工作是不可缺少的一環
[00:00:55.060 --> 00:00:56.900]  事實上我們看見整本聖經當中
[00:00:56.900 --> 00:00:59.380]  神是非常看重城市
[00:00:59.380 --> 00:01:00.720]  初代教會
[00:01:00.720 --> 00:01:03.940]  使徒行傳裡面你看見使徒的行蹤
[00:01:03.940 --> 00:01:07.140]  發現都在大城市的裡面
[00:01:07.140 --> 00:01:09.460]  在福音書裡面你看見耶穌
[00:01:09.460 --> 00:01:11.980]  為兩件事情曾經哭泣
[00:01:11.980 --> 00:01:16.940]  其中一件事情就是為耶路撒冷城市哀哭
[00:01:16.940 --> 00:01:20.820]  主說巴不得這個城市能夠明白神的心意
[00:01:20.820 --> 00:01:22.820]  能夠歸向真神
[00:01:22.820 --> 00:01:24.420]  第二句 你可知道今天神
[00:01:24.420 --> 00:01:28.900]  把我們放在我們生活的城市裡面是有目的的嗎
[00:01:28.900 --> 00:01:31.820]  神的心意不是要我們只是享受這個城市
[00:01:31.820 --> 00:01:36.220]  所帶給我們的豐足跟榮華、繁華
[00:01:36.220 --> 00:01:42.140]  神的心意乃是要我們能夠為主贏得這個城市
[00:01:42.140 --> 00:01:45.380]  你說我們怎麼可能為主贏得城市呢
[00:01:45.380 --> 00:01:46.700]  在剛剛我們所讀的聖經裡面
[00:01:46.700 --> 00:01:49.060]  約翰福音第四章那個背景
[00:01:49.060 --> 00:01:51.500]  就是有一次主在雅各井
[00:01:51.500 --> 00:01:53.420]  遇到一個撒瑪利亞婦人
[00:01:53.420 --> 00:01:55.260]  他就向撒瑪婦人傳道
[00:01:55.260 --> 00:02:01.460]  結果這位婦人就認識到主耶穌就是那位彌賽亞救主
[00:02:01.460 --> 00:02:04.220]  祂不但自己生命被改變
[00:02:04.220 --> 00:02:07.980]  而且祂放下祂的水罐子就到城裡面
[00:02:07.980 --> 00:02:10.900]  告訴別人說祂找到救主
[00:02:10.900 --> 00:02:12.300]  以前我們讀這段故事的時候
[00:02:12.300 --> 00:02:18.420]  我們都著重於耶穌怎麼向這個婦人傳道的過程
[00:02:18.420 --> 00:02:20.980]  我們就很少注意到
[00:02:20.980 --> 00:02:25.780]  這個婦人信主之後發生什麼事情呢
[00:02:25.780 --> 00:02:27.980]  當她信主之後我們看見
[00:02:27.980 --> 00:02:31.260]  她進到城裡告訴別人她找到救主了
[00:02:31.260 --> 00:02:34.380]  結果四章三十九節我們剛才所讀的
[00:02:34.380 --> 00:02:37.500]  那城裡有好些撒瑪利亞人信了耶穌
[00:02:37.500 --> 00:02:38.780]  因為那婦人做見證
[00:02:38.780 --> 00:02:42.140]  說祂將我述來所行的一切事都說出來
[00:02:42.140 --> 00:02:46.980]  於是這裡說撒瑪利亞人來見耶穌幹什麼
[00:02:46.980 --> 00:02:51.020]  求祂在他們那裡住下
[00:02:51.020 --> 00:02:54.300]  這個城裡的人不但他們信了耶穌
[00:02:54.300 --> 00:02:55.540]  歸向了耶穌
[00:02:55.540 --> 00:02:59.300]  而且他們要耶穌住下來
[00:02:59.300 --> 00:03:02.180]  你要知道在當時的城市不是太大的
[00:03:02.180 --> 00:03:03.940]  當他們要求一個陌生人
[00:03:03.940 --> 00:03:06.060]  耶穌能夠住下來的時候
[00:03:06.060 --> 00:03:11.620]  就表明他們全程對耶穌的接納
[00:03:11.620 --> 00:03:14.020]  你可以想像今天我們所居住的城市
[00:03:14.020 --> 00:03:18.380]  無論是Copatino, Fremont, San Jose或是Palo Alto
[00:03:18.380 --> 00:03:21.580]  我們的城市的人能夠全部聚集起來
[00:03:21.580 --> 00:03:25.340]  邀請耶穌住在我們中間嗎
[00:03:25.340 --> 00:03:30.900]  我們看見當一個撒瑪利亞婦人信了主之後
[00:03:30.900 --> 00:03:34.860]  我們所看見的不只是一個人生命的改變
[00:03:34.860 --> 00:03:40.860]  我們所看見的是整個城市整個社區的改變
[00:03:40.860 --> 00:03:44.460]  所以弟兄姊妹如果說一個撒瑪利亞婦人
[00:03:44.460 --> 00:03:47.900]  事實上她還是當時一個不被社會接納
[00:03:47.900 --> 00:03:50.140]  一個有罪的婦人
[00:03:50.140 --> 00:03:53.700]  因著她的得救就帶來全城的翻轉
[00:03:53.700 --> 00:03:57.580]  那麼今天我們同樣也能夠靠著神的大能
[00:03:57.580 --> 00:04:00.700]  能夠為主贏得城市的
[00:04:00.700 --> 00:04:02.500]  那你說我們要怎麼樣來做呢
[00:04:02.500 --> 00:04:04.900]  怎麼樣才能贏得城市呢
[00:04:04.900 --> 00:04:07.140]  今天早上要從三方面來講
[00:04:07.140 --> 00:04:09.460]  第一個我們一定要學習認同
[00:04:09.460 --> 00:04:12.820]  跟你們說要學習認同
[00:04:12.820 --> 00:04:14.220]  要認同什麼呢
[00:04:14.220 --> 00:04:17.020]  第一個要認同神的心
[00:04:17.020 --> 00:04:18.140]  各位同學來說來
[00:04:18.140 --> 00:04:20.580]  要認同神的心
[00:04:20.580 --> 00:04:22.260]  你知道今天作為一個神的兒女
[00:04:22.260 --> 00:04:25.780]  我們一定要明白神的心意是什麼
[00:04:25.780 --> 00:04:26.820]  什麼是神的心意呢
[00:04:26.820 --> 00:04:28.180]  聖經很清楚告訴我們
[00:04:28.180 --> 00:04:30.740]  神的心意就願萬人得救
[00:04:30.740 --> 00:04:33.420]  不願一人成倫
[00:04:33.420 --> 00:04:35.260]  今天如果我們不明白神的心意
[00:04:35.260 --> 00:04:39.580]  我們就不可能看見城市跟社區的需要
[00:04:39.580 --> 00:04:40.700]  特別作為一個現代人
[00:04:40.700 --> 00:04:44.220]  我告訴你我們今天自己的需要已經多得不得了了
[00:04:44.220 --> 00:04:46.620]  哪還管得了別人嘛
[00:04:46.620 --> 00:04:49.180]  更不要說什麼城市社區的需要
[00:04:49.180 --> 00:04:51.620]  你以為我們多麼遙遠
[00:04:51.620 --> 00:04:54.220]  你要知道在當時
[00:04:54.220 --> 00:04:56.900]  那個住在薩馬利亞的婦人
[00:04:56.900 --> 00:05:00.180]  我們看見那個婦人進城以前
[00:05:00.180 --> 00:05:03.220]  門徒們也進城你記得嗎
[00:05:03.220 --> 00:05:04.620]  但很有意思的一件事情
[00:05:04.620 --> 00:05:06.940]  當門徒們進城了
[00:05:06.940 --> 00:05:09.100]  沒有一個人姓卓
[00:05:09.100 --> 00:05:11.580]  反而這位有罪的婦人
[00:05:11.580 --> 00:05:15.580]  她一進城幾乎全城人都姓卓
[00:05:15.580 --> 00:05:17.260]  哇!想想看
[00:05:17.260 --> 00:05:18.780]  這些門徒
[00:05:18.780 --> 00:05:22.180]  可以說在當時是最屬靈的一群人不是嗎
[00:05:22.180 --> 00:05:25.020]  他們最靠近神的一群人
[00:05:25.020 --> 00:05:27.020]  他們天天讀經
[00:05:27.020 --> 00:05:28.020]  禱告
[00:05:28.020 --> 00:05:29.260]  敬拜
[00:05:29.260 --> 00:05:31.060]  天天與主同行
[00:05:31.060 --> 00:05:35.100]  他們真是天天與主同行的
[00:05:35.100 --> 00:05:37.860]  甚至看神蹟騎士
[00:05:37.860 --> 00:05:41.140]  可是這些門徒他們進城
[00:05:41.140 --> 00:05:43.620]  卻沒有一個人姓卓
[00:05:43.620 --> 00:05:48.300]  反而是這一位有罪的婦人一進城
[00:05:48.300 --> 00:05:50.620]  許多人都姓了卓
[00:05:50.620 --> 00:05:52.700]  為什麼呢
[00:05:52.700 --> 00:05:54.700]  因為這些門徒我請問你
[00:05:54.700 --> 00:05:57.140]  他們進城是幹什麼的
[00:05:57.140 --> 00:05:58.460]  因為什麼
[00:05:58.460 --> 00:06:00.420]  肚子餓了
[00:06:00.420 --> 00:06:01.980]  他們進城是幹什麼
[00:06:01.980 --> 00:06:03.420]  要買食物
[00:06:03.420 --> 00:06:04.700]  炒飯
[00:06:04.700 --> 00:06:06.540]  炒麵
[00:06:06.540 --> 00:06:08.660]  他們想到只是自己的需要
[00:06:08.660 --> 00:06:11.220]  想來想去只想到自己的需要
[00:06:11.220 --> 00:06:13.980]  看來看去只看見自己的需要
[00:06:13.980 --> 00:06:16.220]  他們根本看不見神的心意
[00:06:16.220 --> 00:06:19.060]  更不要說看見城市的需要
[00:06:19.060 --> 00:06:21.580]  社區的需要是什麼
[00:06:21.580 --> 00:06:25.260]  弟兄姊妹這不常常就是我們教會今天的光景嗎
[00:06:25.260 --> 00:06:28.660]  我們常常只關心我們自己所關心的
[00:06:28.660 --> 00:06:32.380]  我們卻不懂得去關心這個城市的需要
[00:06:32.380 --> 00:06:34.420]  很多時候就算我們去關心
[00:06:34.420 --> 00:06:37.380]  我們的做法也是來來
[00:06:37.380 --> 00:06:40.900]  我們說來來來來信耶穌
[00:06:40.900 --> 00:06:42.740]  我們卻忽略了
[00:06:42.740 --> 00:06:45.700]  主給我們的使命很清楚的是說
[00:06:45.700 --> 00:06:47.300]  所以你們要什麼
[00:06:47.300 --> 00:06:48.660]  去
[00:06:48.660 --> 00:06:49.860]  不是來
[00:06:49.860 --> 00:06:51.500]  而是要去
[00:06:51.500 --> 00:06:52.780]  去
[00:06:52.780 --> 00:06:54.540]  在有罪惡的地方
[00:06:54.540 --> 00:06:56.660]  帶來主的福音吧
[00:06:56.660 --> 00:06:58.340]  在黑暗的地方
[00:06:58.340 --> 00:06:59.860]  帶來光明吧
[00:06:59.860 --> 00:07:01.700]  在傷害的地方
[00:07:01.700 --> 00:07:03.540]  帶來一致吧
[00:07:03.540 --> 00:07:07.140]  所以首先第一個我們一定要認同神的心
[00:07:07.140 --> 00:07:08.900]  如果我們不能夠認同神的心
[00:07:08.900 --> 00:07:11.460]  我們根本沒有辦法成為
[00:07:11.460 --> 00:07:13.980]  神祝福城市的管道
[00:07:13.980 --> 00:07:14.940]  你們
[00:07:14.940 --> 00:07:16.540]  第二個要認同
[00:07:16.540 --> 00:07:18.500]  認同你的城市
[00:07:18.500 --> 00:07:21.980]  跟你彷彿要認同你的城市
[00:07:21.980 --> 00:07:24.340]  弟兄姊今天神把你擺在
[00:07:24.340 --> 00:07:26.220]  你所居住的城市
