
[00:00:00.000 --> 00:00:02.680]  各位弟兄姊妹,各位朋友
[00:00:02.680 --> 00:00:04.860]  各位崇基的同學
[00:00:04.860 --> 00:00:07.740]  大家有沒有聽過一個
[00:00:07.740 --> 00:00:13.640]  令天下男人非常苦惱的世界級難題呢?
[00:00:13.640 --> 00:00:19.360]  你猜不猜得那個難題是什麼題目呢?
[00:00:19.360 --> 00:00:22.500]  原來每個人都知道
[00:00:22.500 --> 00:00:25.900]  就是
[00:00:26.660 --> 00:00:30.300]  老婆和媽媽一起掉進水裡,你會先救誰呢?
[00:00:30.300 --> 00:00:34.000]  網傳有一位台灣男士
[00:00:34.000 --> 00:00:36.600]  成功破解了這個千古難題
[00:00:36.600 --> 00:00:38.920]  他的破解方法是怎樣的呢?
[00:00:38.920 --> 00:00:40.660]  我就不在這裡劇透了
[00:00:40.660 --> 00:00:42.200]  不過呢
[00:00:42.200 --> 00:00:43.580]  如果
[00:00:43.580 --> 00:00:48.140]  他的老婆或者媽媽看到今天這條講題
[00:00:48.140 --> 00:00:50.820]  可能會製造另一個難題給他
[00:00:50.820 --> 00:00:52.040]  就是問他
[00:00:52.040 --> 00:00:54.380]  你閉起雙眼之前
[00:00:54.380 --> 00:00:57.500]  你最掛念的是媽媽還是老婆呢?
[00:00:57.500 --> 00:01:01.280]  如果這個男人夠大膽的話
[00:01:01.280 --> 00:01:02.980]  其實他可以這樣回答的
[00:01:02.980 --> 00:01:05.600]  兩個都不掛念
[00:01:05.600 --> 00:01:09.880]  這個回答呢
[00:01:09.880 --> 00:01:11.460]  雖然有點無情
[00:01:11.460 --> 00:01:13.180]  但是其實
[00:01:13.180 --> 00:01:15.000]  是
[00:01:15.000 --> 00:01:16.780]  切合現實的
[00:01:16.780 --> 00:01:19.160]  你有沒有看過那些
[00:01:19.160 --> 00:01:22.280]  臨死之前要做的五件事
[00:01:22.280 --> 00:01:24.660]  臨死之前要做的十件事
[00:01:24.660 --> 00:01:28.060]  跟老婆和媽媽都沒有關係的
[00:01:28.060 --> 00:01:31.360]  通常是什麼來的呢?
[00:01:31.360 --> 00:01:35.120]  有個網友列出臨死之前要做的十件事
[00:01:35.120 --> 00:01:36.540]  他說第一
[00:01:36.540 --> 00:01:38.540]  要環遊世界
[00:01:38.540 --> 00:01:40.700]  第二
[00:01:40.700 --> 00:01:42.540]  要寫小說
[00:01:42.540 --> 00:01:45.720]  第三,要寫詩
[00:01:45.720 --> 00:01:47.680]  第四,要退休
[00:01:47.680 --> 00:01:50.900]  第五,看完未看的書
[00:01:50.900 --> 00:01:53.400]  第六,看完未看的戲
[00:01:53.400 --> 00:01:56.180]  第七,挑戰極限運動
[00:01:56.180 --> 00:01:58.940]  第八,要去海外生活
[00:01:58.940 --> 00:02:01.480]  第九,開店做老闆
[00:02:01.480 --> 00:02:05.080]  第十,擁有夢寐以求的居所
[00:02:05.080 --> 00:02:08.640]  一樣都是跟老婆媽媽沒有關係的
[00:02:08.640 --> 00:02:12.340]  不知道你認為這張清單是怎樣的呢?
[00:02:12.340 --> 00:02:14.960]  你有沒有那些
[00:02:14.960 --> 00:02:18.620]  閉起雙眼之前要做的多少件事的清單呢?
[00:02:19.140 --> 00:02:21.300]  在今天的《書信經課》裏面
[00:02:21.300 --> 00:02:24.840]  司徒保羅表示自己將要離世了
[00:02:24.840 --> 00:02:27.220]  他離世之前
[00:02:27.220 --> 00:02:29.780]  有沒有要做多少件事的清單呢?
[00:02:29.780 --> 00:02:32.720]  如果有的話,這張清單是怎樣的呢?
[00:02:32.720 --> 00:02:36.740]  我們一起來看今天的《書信經課》
[00:02:36.740 --> 00:02:41.080]  在提摩太后書的第四章
[00:02:41.080 --> 00:02:43.220]  首先我們來看一下
[00:02:43.220 --> 00:02:46.760]  保羅是怎樣談論死亡的
[00:02:47.740 --> 00:02:49.260]  四章六節
[00:02:49.260 --> 00:02:53.120]  他說:我現在被澆殿
[00:02:53.120 --> 00:02:55.580]  我離世的時候到了
[00:02:55.580 --> 00:02:59.980]  你有沒有發現呢?保羅跟我們大多數人一樣
[00:02:59.980 --> 00:03:03.900]  都沒有直接用死亡這個詞語
[00:03:03.900 --> 00:03:08.240]  他都是用離世這個比較委婉的說法
[00:03:08.240 --> 00:03:09.780]  不過呢
[00:03:09.780 --> 00:03:11.880]  特別的地方是
[00:03:11.880 --> 00:03:16.520]  保羅用被澆殿來形容自己的離世
[00:03:17.740 --> 00:03:18.740]  澆殿
[00:03:18.740 --> 00:03:21.480]  我相信大家都知道
[00:03:21.480 --> 00:03:23.240]  就是在祭祀的時候
[00:03:23.240 --> 00:03:27.100]  將酒淋在祭物上
[00:03:27.100 --> 00:03:30.920]  讓祭物更加輕香
[00:03:30.920 --> 00:03:35.780]  這個比喻保羅是用來表達自己
[00:03:35.780 --> 00:03:39.000]  將自己的離世
[00:03:39.000 --> 00:03:41.880]  作為一個輕香的祭獻給上主
[00:03:41.880 --> 00:03:46.460]  在這裏呢,保羅啟發我們
[00:03:46.460 --> 00:03:48.700]  對死亡有更多的想像
[00:03:48.700 --> 00:03:51.040]  我們聽保羅說過
[00:03:51.040 --> 00:03:55.060]  我們將我們在世活著的生命
[00:03:55.060 --> 00:03:58.000]  當為活祭獻給上主
[00:03:58.000 --> 00:04:00.620]  原來呢,保羅說
[00:04:00.620 --> 00:04:03.320]  都可以將自己的離世
[00:04:03.320 --> 00:04:06.580]  都當成一個祭來獻給上主
[00:04:06.580 --> 00:04:12.140]  我們對於死亡有很多種說法
[00:04:12.140 --> 00:04:14.160]  不同的說法
[00:04:14.480 --> 00:04:16.620]  都隱含著不同的觀念
[00:04:16.620 --> 00:04:18.720]  亦都帶來不同的感受
[00:04:18.720 --> 00:04:21.780]  理常用的說法
[00:04:21.780 --> 00:04:24.260]  是怎樣說的呢?
[00:04:24.260 --> 00:04:28.220]  在我們粵語的世界裏面
[00:04:28.220 --> 00:04:31.140]  我們的詞彙非常豐富
[00:04:31.140 --> 00:04:34.700]  關於死亡這回事
[00:04:34.700 --> 00:04:37.340]  有千萬種說法
[00:04:37.340 --> 00:04:38.580]  例如呢
[00:04:38.580 --> 00:04:42.460]  有說是刮腦塵
[00:04:43.760 --> 00:04:46.600]  有說是賣鹹鴨蛋
[00:04:46.600 --> 00:04:49.080]  有就這樣說香了
[00:04:49.080 --> 00:04:51.440]  還有說收了皮
[00:04:51.440 --> 00:04:54.720]  還有Game Over
[00:04:54.720 --> 00:04:57.420]  你都想到的了
[00:04:57.420 --> 00:05:00.080]  每一種說法都隱含著不同的意思
[00:05:00.080 --> 00:05:01.720]  例如Game Over
[00:05:01.720 --> 00:05:04.480]  它就當人生是一個遊戲
[00:05:04.480 --> 00:05:07.000]  那就是玩完了
[00:05:07.000 --> 00:05:09.940]  不知道在你的觀念裏面
[00:05:09.940 --> 00:05:12.860]  你用什麼詞彙和你的想法又是怎樣的呢?
[00:05:13.180 --> 00:05:17.160]  保羅用被澆電來形容自己的死亡
[00:05:17.160 --> 00:05:20.040]  作為輕香的祭獻給上主
[00:05:20.040 --> 00:05:25.760]  大家記不記得耶穌臨死之前
[00:05:25.760 --> 00:05:27.960]  祂都說過類似的話
[00:05:27.960 --> 00:05:33.400]  祂說「父啊,我將我的靈交在你手裏」
[00:05:33.400 --> 00:05:36.200]  有些人可能領受了
[00:05:36.200 --> 00:05:39.080]  和類似保羅或耶穌的使命
[00:05:39.080 --> 00:05:42.240]  以死作為一個祭獻給上主
[00:05:42.400 --> 00:05:45.360]  但是對於我們大多數人
[00:05:45.360 --> 00:05:49.760]  死亡並不是一件那麼轟轟烈烈的事情
[00:05:49.760 --> 00:05:53.160]  如果我們能夠用主懷安息
[00:05:53.160 --> 00:05:54.640]  息怒歸主
[00:05:54.640 --> 00:05:56.840]  榮歸天國這些詞彙
[00:05:56.840 --> 00:06:00.260]  其實都已經覺得很不錯了
[00:06:00.260 --> 00:06:02.820]  假如有一天
[00:06:02.820 --> 00:06:05.200]  你聽到有人說
[00:06:05.200 --> 00:06:08.040]  Water走了
[00:06:08.040 --> 00:06:11.240]  你可能會感到不安
[00:06:11.720 --> 00:06:14.400]  因為你會想他走了去哪裏?
[00:06:14.400 --> 00:06:18.560]  但是
[00:06:18.560 --> 00:06:20.300]  如果
[00:06:20.300 --> 00:06:22.060]  你聽到有人說
[00:06:22.060 --> 00:06:24.800]  Water榮歸天國
[00:06:24.800 --> 00:06:28.260]  你的感受就會安心很多
[00:06:28.260 --> 00:06:30.800]  因為你知道他去了哪裏
[00:06:30.800 --> 00:06:34.760]  你也感覺到這是光榮的
[00:06:34.760 --> 00:06:36.760]  不是羞辱的事情
[00:06:36.760 --> 00:06:41.700]  Water當然不希望別人說他去了賣蛤蟆彈
[00:06:42.560 --> 00:06:46.540]  因為他已經做了一輩子的工作
[00:06:46.540 --> 00:06:48.400]  死了還要做
[00:06:48.400 --> 00:06:50.520]  聽到也覺得辛苦
[00:06:50.520 --> 00:06:54.140]  如果你說他息怒歸主
