
[00:00:00.000 --> 00:00:02.180]  很多詩歌可能大家都唱過了
[00:00:02.180 --> 00:00:05.200]  譬如《平安》、《主土文》這些的詩歌
[00:00:05.200 --> 00:00:10.240]  那《同心園》我不知道它這個名字
[00:00:10.240 --> 00:00:12.800]  就是背後想的意思是什麼
[00:00:12.800 --> 00:00:14.480]  我想《同心園》就一定是了
[00:00:14.480 --> 00:00:17.800]  那我就想起在
[00:00:17.800 --> 00:00:22.680]  《同心園》是一件什麼東西呢?
[00:00:22.680 --> 00:00:25.540]  我今天沒有擺過圖出來
[00:00:25.540 --> 00:00:28.800]  但是你可以想象一下是一個
[00:00:28.800 --> 00:00:30.800]  譬如你玩射箭的標靶
[00:00:30.800 --> 00:00:32.840]  你射箭的標靶
[00:00:32.840 --> 00:00:35.140]  那麼有一個紅心在中間
[00:00:35.140 --> 00:00:37.140]  接著就一個圈一個圈
[00:00:37.140 --> 00:00:41.040]  很多個不同的顏色或者不同的分數
[00:00:41.040 --> 00:00:45.440]  那麼《同心園》是有一個
[00:00:45.440 --> 00:00:47.780]  我們射箭當然是射中一個紅心的
[00:00:47.780 --> 00:00:49.140]  聚水就是這樣
[00:00:49.140 --> 00:00:52.040]  紅心就是那個中心點
[00:00:52.040 --> 00:00:55.080]  那個圓心最中間的位置
[00:00:55.080 --> 00:00:56.440]  所謂《同心園》就是說
[00:00:56.440 --> 00:01:00.640]  每一個圓圈都是圍著那個中心點去畫的
[00:01:00.640 --> 00:01:03.440]  那麼無論是多少個圈都好
[00:01:03.440 --> 00:01:05.180]  無論圈大小都好
[00:01:05.180 --> 00:01:08.100]  其實都是同一個的中心點
[00:01:08.100 --> 00:01:11.240]  就是我們現在射箭的那個紅心
[00:01:11.240 --> 00:01:14.680]  我們可以想像一下
[00:01:14.680 --> 00:01:17.740]  就是今天我們的講題就是《同心侍奉》
[00:01:17.740 --> 00:01:20.140]  其實都是我們今年的連題
[00:01:20.140 --> 00:01:22.200]  第二句《同心侍奉》
[00:01:22.200 --> 00:01:23.040]  我們可以想像一下
[00:01:23.040 --> 00:01:26.980]  其實這個如果是一個箭靶 一個射箭的箭靶
[00:01:26.980 --> 00:01:30.580]  這個中間的紅心是什麼呢?
[00:01:30.580 --> 00:01:32.780]  就是今天我們聽完這段經文的時候
[00:01:32.780 --> 00:01:34.300]  我們可以想一想
[00:01:34.300 --> 00:01:36.940]  就是如果有一個圈一個圈
[00:01:36.940 --> 00:01:40.680]  就是代表著不同的人
[00:01:40.680 --> 00:01:43.200]  就是可能我們教會裡面不同的人的時候
[00:01:43.200 --> 00:01:45.700]  那麼中間這個紅心會是什麼東西?
[00:01:45.700 --> 00:01:48.080]  剛剛讀的那一段經文
[00:01:48.080 --> 00:01:51.980]  其實是整個《羅馬書》十二章裡面其中一段
[00:01:51.980 --> 00:01:54.800]  那麼由九節到二十一節開始
[00:01:54.800 --> 00:01:57.240]  其實就保留很多的教導
[00:01:57.240 --> 00:01:59.240]  很多的命令 很多的勸勉
[00:01:59.240 --> 00:02:01.840]  就不斷一句一句地講
[00:02:01.840 --> 00:02:04.100]  你剛剛讀的時候都有這種感覺的
[00:02:04.100 --> 00:02:05.780]  就是要什麼什麼 要什麼什麼
[00:02:05.780 --> 00:02:07.200]  那麼譬如第九節就說
[00:02:07.200 --> 00:02:12.040]  愛弟兄要相親相愛 恭敬人要彼此推揚
[00:02:12.040 --> 00:02:14.440]  那麼這裡很多不同的命令
[00:02:14.440 --> 00:02:16.940]  一句一句好像連珠砲發一樣
[00:02:16.940 --> 00:02:18.400]  全部彈出來的
[00:02:18.400 --> 00:02:21.500]  其實它都是建基在上面那部分
[00:02:21.500 --> 00:02:25.940]  羅馬書一至八節是我們很熟悉的經文
[00:02:25.940 --> 00:02:29.580]  我們要將身體獻上當作活祭
[00:02:29.580 --> 00:02:31.080]  去獻給神
[00:02:31.080 --> 00:02:34.580]  我們的思想要心意更新變化
[00:02:34.580 --> 00:02:36.500]  不要效法這個世界
[00:02:36.500 --> 00:02:38.900]  明白上帝的旨意
[00:02:38.900 --> 00:02:42.780]  所以這些命令其實是建基在我們將
[00:02:42.780 --> 00:02:43.880]  我們的身體獻上
[00:02:43.880 --> 00:02:47.000]  這個身體不僅僅是我們個人這個身體
[00:02:47.000 --> 00:02:50.300]  而是在講教會整體的一個身體
[00:02:50.300 --> 00:02:52.740]  因為三至八節那裡就講到基督
[00:02:52.740 --> 00:02:55.380]  好像教會就是一個身體一樣
[00:02:55.380 --> 00:02:56.700]  在基督的裡面
[00:02:56.700 --> 00:03:00.340]  我們是有不同的恩賜 互相的配搭
[00:03:00.340 --> 00:03:03.840]  所以來到九至二十一節這裡
[00:03:03.840 --> 00:03:05.140]  很多不同的命令
[00:03:05.140 --> 00:03:07.400]  都是在講我們因為同一個的身體
[00:03:07.400 --> 00:03:10.640]  我們可以怎樣去實踐出來
[00:03:10.640 --> 00:03:12.880]  我們今天就看十四至二十一節
[00:03:12.880 --> 00:03:14.900]  因為九至二十一節就太多了
[00:03:14.900 --> 00:03:20.040]  還有我們也想看多一點是個同心的侍奉
[00:03:20.040 --> 00:03:22.140]  我們先看十五至十六節
[00:03:22.140 --> 00:03:24.700]  十五至十六節我給一個標題就是同心
[00:03:24.700 --> 00:03:25.840]  彼此同心
[00:03:25.840 --> 00:03:30.180]  這兩節其實講的是教會的群體
[00:03:30.180 --> 00:03:31.500]  我們的弟兄姊妹
[00:03:31.500 --> 00:03:32.840]  我們的對象
[00:03:32.840 --> 00:03:36.140]  就是我們教會裡面的一班弟兄姊妹
[00:03:36.140 --> 00:03:39.540]  十五節講到的是與喜樂的人同樂
[00:03:39.540 --> 00:03:41.000]  與哀哭的人同哭
[00:03:41.000 --> 00:03:46.540]  是講我們這份的同心是在情感上的結連
[00:03:46.540 --> 00:03:50.600]  人家的喜樂 開心的事
[00:03:50.600 --> 00:03:53.900]  可能是他一些成功的東西
[00:03:53.900 --> 00:03:56.280]  可能他升職加薪
[00:03:56.280 --> 00:03:59.440]  可能小朋友考到好的學校
[00:03:59.440 --> 00:04:01.100]  或者是一個很開心的經歷
[00:04:01.100 --> 00:04:03.680]  可能他剛剛去完旅行
[00:04:03.680 --> 00:04:07.480]  我們會不會也會替人開心
[00:04:07.480 --> 00:04:10.040]  還是我們有時候也會有些葡萄
[00:04:10.040 --> 00:04:11.700]  就是不值得
[00:04:11.700 --> 00:04:13.740]  就是這麼好的
[00:04:13.740 --> 00:04:16.200]  我又沒有機會去旅行
[00:04:16.200 --> 00:04:18.200]  你就有機會去旅行
[00:04:18.200 --> 00:04:21.080]  或者我們更加多的情況
[00:04:21.080 --> 00:04:26.040]  就是我們通常都不會很理別人的感受
[00:04:26.040 --> 00:04:27.780]  我們都很傾向麻木
[00:04:27.780 --> 00:04:30.340]  傾向忽視別人的感受
[00:04:30.340 --> 00:04:33.280]  別人的喜樂其實都不太關我事
[00:04:33.280 --> 00:04:37.380]  很難令我自己心裡面很喜樂
[00:04:37.380 --> 00:04:39.480]  同樣當別人很哀痛的時候
[00:04:39.480 --> 00:04:42.340]  我們也好像很難感同身受
[00:04:42.340 --> 00:04:46.380]  除非我也有類似相似的經驗
[00:04:46.380 --> 00:04:48.240]  可能觸動到我
[00:04:48.240 --> 00:04:50.140]  就是可能親人離世
[00:04:50.140 --> 00:04:51.940]  我自己有經歷過的時候
[00:04:51.940 --> 00:04:54.100]  我那份的觸動
[00:04:54.100 --> 00:04:56.340]  如果不是其實很難去做到
[00:04:56.340 --> 00:05:01.700]  就是同樂同人一起去哀哭
[00:05:01.700 --> 00:05:04.000]  我們什麼時候真的會這樣呢
[00:05:04.000 --> 00:05:07.380]  除非就是你覺得很親近的人
[00:05:07.380 --> 00:05:09.340]  可能是你的另一半
[00:05:09.340 --> 00:05:13.740]  你的子女 你很愛的家人
[00:05:13.740 --> 00:05:16.780]  可能我們每個都經驗過的
[00:05:16.780 --> 00:05:19.540]  當我兒子很久之前
[00:05:19.540 --> 00:05:22.140]  他很抑鬱很沮喪的時候
[00:05:22.140 --> 00:05:24.380]  我自己心裡面很痛
[00:05:24.380 --> 00:05:26.740]  就是那份的痛是很
[00:05:26.740 --> 00:05:29.580]  可能比他的難過
[00:05:29.580 --> 00:05:32.880]  就是沮喪更加傷心難過
[00:05:32.880 --> 00:05:35.880]  寧願受苦的是自己
[00:05:35.880 --> 00:05:40.800]  可能做父母我們都有這個感受
[00:05:40.800 --> 00:05:43.540]  如果我們不是真的從心裡面
[00:05:43.540 --> 00:05:45.340]  真的很愛那個人
[00:05:45.340 --> 00:05:48.280]  很關心那個人的時候
[00:05:48.280 --> 00:05:49.500]  我們很難去做到
[00:05:49.500 --> 00:05:50.880]  同喜樂的人同樂
[00:05:50.880 --> 00:05:53.200]  同哀哭的人同哭
[00:05:53.200 --> 00:05:56.540]  所以其實我們在教會的群體裡面
[00:05:56.540 --> 00:05:59.600]  我們有多同鼎姐妹結連
[00:05:59.600 --> 00:06:01.940]  我們有多關心他們
[00:06:01.940 --> 00:06:07.740]  我們才能夠去跟他們同喜樂 同哀哭
[00:06:07.740 --> 00:06:10.940]  我昨天收到一個消息
[00:06:10.940 --> 00:06:12.940]  我在香港的一個姐妹
[00:06:12.940 --> 00:06:14.840]  她們來了英國的一家
[00:06:14.840 --> 00:06:20.440]  她先生在前兩天因為癌症而離世
[00:06:20.440 --> 00:06:25.880]  收到這個消息突然也很難過
[00:06:25.880 --> 00:06:28.280]  她們來到英國之後
[00:06:28.280 --> 00:06:31.580]  我去年也有機會去探望她們
[00:06:31.580 --> 00:06:34.440]  她們來了三年多左右
[00:06:34.440 --> 00:06:39.880]  她先生來了一年就開始發現有癌症
[00:06:39.880 --> 00:06:43.800]  很年輕 其實也是四十多歲
[00:06:43.800 --> 00:06:45.680]  在這兩三年的治療裡面
[00:06:45.680 --> 00:06:47.180]  也經歷了很多的艱難
[00:06:47.180 --> 00:06:49.880]  我去年去探望她們的時候
[00:06:49.880 --> 00:06:54.840]  也仍然說有機會去醫治
[00:06:54.840 --> 00:06:58.380]  但是最近這一個月左右
[00:06:58.380 --> 00:07:01.080]  就發現開始不行了
[00:07:01.080 --> 00:07:03.180]  所以收到這個消息
[00:07:03.180 --> 00:07:07.140]  我自己心裡也很難過
[00:07:07.140 --> 00:07:10.340]  我們跟弟兄姐妹的關係
[00:07:10.340 --> 00:07:14.100]  其實是反映著我們可以
[00:07:14.100 --> 00:07:16.380]  怎樣去跟他們同喜樂 同哀哭
[00:07:16.380 --> 00:07:20.580]  其實就是我們跟他們關係的結連有多深
[00:07:20.580 --> 00:07:23.780]  大家如果一直聽我所說的話
[00:07:23.780 --> 00:07:29.600]  我也很喜歡說一些電影做例子的
[00:07:29.600 --> 00:07:32.440]  今天就跟大家看看這部電影
[00:07:32.440 --> 00:07:34.800]  上次說的《魷魚遊戲》我記得
[00:07:34.800 --> 00:07:38.680]  《破地獄》這部電影已經三四個月前了
[00:07:38.680 --> 00:07:42.180]  一直都很想去說說
[00:07:42.180 --> 00:07:44.780]  這部電影雖然是說其他宗教
[00:07:44.780 --> 00:07:47.280]  說道教一些的儀式
[00:07:47.280 --> 00:07:49.580]  但是其實這部電影也很能說出
[00:07:49.580 --> 00:07:52.940]  人和人之間那種感情的結連
[00:07:52.940 --> 00:07:55.280]  黃子華有一句金句
[00:07:55.280 --> 00:07:57.400]  大家都可能聽過了
[00:07:57.400 --> 00:08:01.580]  生人也要破地獄 生人也有很多的地獄
[00:08:01.580 --> 00:08:04.100]  所謂的地獄不是真的那種地獄
[00:08:04.100 --> 00:08:10.600]  那種地獄是說人在世間裡面很多的艱難
[00:08:10.600 --> 00:08:14.940]  特別是人和人之間的關係的艱難
[00:08:14.940 --> 00:08:20.880]  說的是離世的人和再生的人那種感情
[00:08:20.880 --> 00:08:24.480]  糾結不清的那種結
[00:08:24.480 --> 00:08:28.100]  其中一幕都沒有辦法 一定會劇透的
[00:08:28.100 --> 00:08:31.180]  我想大部分人都看過了
[00:08:31.180 --> 00:08:36.100]  還沒看也不要緊 你看完忘了可以再去看
[00:08:36.100 --> 00:08:39.200]  其中一幕就說他有一個媽媽
[00:08:39.200 --> 00:08:42.840]  他年幼的兒子去世了 他很哀痛
[00:08:42.840 --> 00:08:46.400]  一直都沒有把兒子火化
[00:08:46.400 --> 00:08:50.900]  而是放在衣裝裡面
[00:08:50.900 --> 00:08:53.180]  因為他心裡面很捨不得
[00:08:53.180 --> 00:08:56.080]  這個小朋友 很小的兒子
[00:08:56.080 --> 00:08:58.300]  甚至他有一種很瘋狂的想法
[00:08:58.300 --> 00:09:01.300]  就是想著將來會有一絲希望
[00:09:01.300 --> 00:09:04.800]  科學昌明 好像我們看的科幻片一樣
[00:09:04.800 --> 00:09:08.800]  拿著兒子 將來有機會
[00:09:08.800 --> 00:09:14.500]  可能他的遺體一邊防腐一邊將他處理了之後
[00:09:14.500 --> 00:09:18.100]  將來有機會復活呢
[00:09:18.100 --> 00:09:26.400]  電影裡面講過 做嬪兒的那些人都覺得這個媽媽是瘋的
[00:09:26.400 --> 00:09:28.900]  沒有人會幫他
