
[00:00:00.000 --> 00:00:03.760]  好,弟兄姊妹平安,我們先低頭祈禱
[00:00:03.760 --> 00:00:08.480]  天父,我們多謝祢,因為祢創造我們
[00:00:08.480 --> 00:00:12.480]  每一個都是特別的,每一個都是獨特的
[00:00:12.480 --> 00:00:19.480]  正正因為祢就是這樣獨特的,來去模造我們,揀選我們
[00:00:19.480 --> 00:00:25.520]  也都是祢在我們每個人生命當中,都有獨特的心意
[00:00:25.520 --> 00:00:28.960]  祢擺我們在天國不同的位置
[00:00:29.320 --> 00:00:32.040]  要我們來彰顯祢的榮美
[00:00:32.040 --> 00:00:35.640]  願祢今天再一次跟我們講說話
[00:00:35.640 --> 00:00:39.120]  讓我們聽到的不只是人的傳廣
[00:00:39.120 --> 00:00:43.480]  更加是聽到聖靈在我們內心當中的呼喚
[00:00:43.480 --> 00:00:46.000]  主要是讓我們聽到祢的聲音的時候
[00:00:46.000 --> 00:00:48.000]  我們也都願意回應
[00:00:48.000 --> 00:00:51.320]  我們這樣禱告鳳耶穌基督的名氣, Amen
[00:00:52.920 --> 00:01:02.760]  今天正式開始「活出生命特質」40天教會的運動
[00:01:02.760 --> 00:01:07.960]  所以在這40天,這6個星期,我們都會講這個專題
[00:01:07.960 --> 00:01:13.720]  所以如果你是沒有參加小組的,都鼓勵你參加小組
[00:01:13.720 --> 00:01:19.800]  因為只聽到,很多時候就像我有時候想
[00:01:20.160 --> 00:01:24.440]  就像有些人想找「騷雞」來栽水
[00:01:24.440 --> 00:01:27.840]  你知道「騷雞」栽水是怎樣的
[00:01:27.840 --> 00:01:30.640]  即是你很急要拿水的時候,甚麼都沒有
[00:01:30.640 --> 00:01:35.280]  就找個「騷雞」去舀,舀到少少的,不是沒有的
[00:01:35.280 --> 00:01:42.080]  即是用很多力才可能舀到一小碗
[00:01:42.080 --> 00:01:46.440]  聽到其實有時候是這樣
[00:01:46.440 --> 00:01:49.480]  因為你是漏了很多
[00:01:49.960 --> 00:01:53.920]  那你參加小組的時候,大家一起討論一下的時候
[00:01:53.920 --> 00:01:59.760]  就可以互相發覺,原來你聽到這部份
[00:01:59.760 --> 00:02:02.600]  原來你聽到這些有這樣的感受
[00:02:02.600 --> 00:02:04.960]  你就可以一起反省,一起討論
[00:02:04.960 --> 00:02:07.560]  其實就很豐富的
[00:02:07.560 --> 00:02:10.480]  所以鼓勵你參加小組
[00:02:10.480 --> 00:02:12.960]  你說我平時都沒有參加小組的
[00:02:12.960 --> 00:02:18.760]  我們星期日,你說平時又未必是適合的時間
[00:02:18.760 --> 00:02:22.760]  星期日,特別在崇拜之前
[00:02:22.760 --> 00:02:26.760]  九點半你回來我們教會圖書館那裡
[00:02:26.760 --> 00:02:33.960]  我們都會繼續去討論生命特質這個內容
[00:02:33.960 --> 00:02:36.760]  因為你只是聽是沒有用的
[00:02:36.760 --> 00:02:41.760]  因為要找究竟神在你的生命當中有甚麼特質
[00:02:41.760 --> 00:02:46.760]  經過討論,是大家都互相會得到幫助的
[00:02:47.760 --> 00:02:49.760]  好了,進入正題了
[00:02:49.760 --> 00:02:54.760]  一開始的時候,在二章八至十節這樣說
[00:02:54.760 --> 00:02:57.760]  你們得救是本乎因,也因著信
[00:02:57.760 --> 00:02:59.760]  這並不是出於自己
[00:02:59.760 --> 00:03:02.760]  乃是神所賜的,也不是出於行為
[00:03:02.760 --> 00:03:03.760]  免得有人自誇
[00:03:03.760 --> 00:03:08.760]  我們原來是他的工作,在基督耶穌內造成的
[00:03:08.760 --> 00:03:13.760]  為要叫我們行善,就是神所預備,叫我們行的
[00:03:13.760 --> 00:03:17.760]  這一節是非常熟悉的一節金句
[00:03:17.760 --> 00:03:19.760]  稱之為金句
[00:03:19.760 --> 00:03:23.760]  就是很多人,如果從小到大回教會
[00:03:23.760 --> 00:03:26.760]  你都會背過的,是不是
[00:03:26.760 --> 00:03:28.760]  你們得救是本乎因,也因著信
[00:03:28.760 --> 00:03:30.760]  這並不是出於自己
[00:03:30.760 --> 00:03:33.760]  乃是神所賜的,也不是出於行為
[00:03:33.760 --> 00:03:34.760]  免得有人自誇
[00:03:34.760 --> 00:03:36.760]  有多少人背過這兩節金句呢
[00:03:36.760 --> 00:03:38.760]  舉手看看
[00:03:38.760 --> 00:03:40.760]  都有很多人背過,是不是
[00:03:40.760 --> 00:03:43.760]  但是很多時候背這兩節金句
[00:03:43.760 --> 00:03:45.760]  就是背這兩節,結果就漏了一節
[00:03:45.760 --> 00:03:47.760]  後面原來還有一節
[00:03:47.760 --> 00:03:49.760]  就是這裡
[00:03:49.760 --> 00:03:52.760]  我們原是他的工作,在基督耶穌內造成的
[00:03:52.760 --> 00:03:54.760]  為要叫我們行善
[00:03:54.760 --> 00:03:57.760]  就是神所預備,叫我們行的
[00:03:57.760 --> 00:03:59.760]  就漏了這一句
[00:03:59.760 --> 00:04:01.760]  漏了這一句就發覺
[00:04:01.760 --> 00:04:06.760]  是好像你吃月餅
[00:04:06.760 --> 00:04:08.760]  有蓮蓉,有蛋黃
[00:04:08.760 --> 00:04:11.760]  兩個加起來才成為一個月餅
[00:04:11.760 --> 00:04:14.760]  有些人就只挑了一樣來吃
[00:04:14.760 --> 00:04:18.760]  有些人只吃蛋黃,有些人只吃蓮蓉
[00:04:18.760 --> 00:04:24.760]  你加起來一起吃,就會豐富很多
[00:04:24.760 --> 00:04:27.760]  其實這裡都是一樣
[00:04:27.760 --> 00:04:29.760]  你們得救是本乎因
[00:04:29.760 --> 00:04:31.760]  我們的信仰,我們的救恩
[00:04:31.760 --> 00:04:36.760]  當然就是神給我們的恩典
[00:04:36.760 --> 00:04:38.760]  我們沒有任何的東西
[00:04:38.760 --> 00:04:41.760]  可以去在神面前賺取神的喜悅
[00:04:41.760 --> 00:04:45.760]  去換取神給我們的恩典
[00:04:45.760 --> 00:04:47.760]  因為是我們不配的
[00:04:47.760 --> 00:04:50.760]  所以這裡就說明不是出於自己
[00:04:50.760 --> 00:04:52.760]  也不是出於我們的行為
[00:04:52.760 --> 00:04:54.760]  這個是非常之寶貴
[00:04:54.760 --> 00:04:59.760]  但是既然知道我們的恩典是
[00:04:59.760 --> 00:05:03.760]  神給我們這麼寶貴的恩典的時候
