
[00:00:00.000 --> 00:00:04.000]  丁姊妹,主內平安,今天我們繼續一起來看
[00:00:04.000 --> 00:00:09.000]  菲律賓書的訊息。今天我們來到第一章的最後一個段落。
[00:00:09.000 --> 00:00:13.000]  之前科牧師和我們分享了上文,
[00:00:13.000 --> 00:00:19.000]  講到保羅因著傳福音而受的困所,
[00:00:19.000 --> 00:00:22.000]  受了很多的苦,保羅的心聲。
[00:00:22.000 --> 00:00:28.000]  保羅他宣告,他說:「我活著就是基督,我死了就有益處。」
[00:00:28.000 --> 00:00:34.000]  雖然他很嚮往能夠與主同在,但是他知道,
[00:00:34.000 --> 00:00:40.000]  還有很多人未聞福音,還有很多的弟兄姊妹仍然很需要他牧養他們,
[00:00:40.000 --> 00:00:48.000]  所以保羅就因言這樣繼續面對這些困所,帶著一份使命來繼續活下去。
[00:00:48.000 --> 00:00:56.000]  來到今天我們這一段的段落,保羅就將他的焦點從自己轉移到菲律賓弟兄姊妹的身上,
[00:00:56.000 --> 00:01:00.000]  對他們的期望,對他們作出勸慰。
[00:01:00.000 --> 00:01:03.000]  這一段也是一個很重要的叮嚀,
[00:01:03.000 --> 00:01:07.000]  也是往後在整卷的菲律賓書裡面的勸勉,
[00:01:07.000 --> 00:01:12.000]  一個很重要的基礎,一個很重要的引子。
[00:01:12.000 --> 00:01:16.000]  首先讓我們一起去看今天這一段的經文,
[00:01:16.000 --> 00:01:20.000]  菲律賓書一章二十七至三十節。
[00:01:20.000 --> 00:01:27.000]  只要你們行事為人,與基督的福音相稱,叫我或來見你們,或不在你們那裡,
[00:01:27.000 --> 00:01:32.000]  可以聽見你們的警訪,知道你們同有一個心智,站立得穩,
[00:01:32.000 --> 00:01:38.000]  為所信的福音齊心努力,凡事不怕敵人的驚嚇,
[00:01:38.000 --> 00:01:43.000]  者是證明他們沉淪,你們不救,都事出於神。
[00:01:43.000 --> 00:01:50.000]  因為你們蒙恩,不但得以信服基督,並要為他受苦,你們的增戰,
[00:01:50.000 --> 00:01:58.000]  就與你們在我身上從前所看見,現在所聽見的一樣。
[00:01:58.000 --> 00:02:03.000]  近來看了一篇文章,有關講到生活的日常。
[00:02:03.000 --> 00:02:08.000]  文章講到在每一天重複平凡的片段裡面,
[00:02:08.000 --> 00:02:17.000]  其實是吻含著很多有趣的地方,還可以發掘出很多新的意義,新的價值。
[00:02:17.000 --> 00:02:24.000]  這些往往很多時候是人會視而不見,會忽略了的。
[00:02:24.000 --> 00:02:29.000]  例如,這篇文章作者講到,他說你眼前有一棵花,
[00:02:29.000 --> 00:02:37.000]  你總會只是注視在它的很漂亮的花瓣,很漂亮那一朵花的上面。
[00:02:37.000 --> 00:02:43.000]  不過,其實在花的根部,在花盆的泥土上面,
[00:02:43.000 --> 00:02:47.000]  甚至在花盆背後的牆角,其實有很多細節。
[00:02:47.000 --> 00:02:55.000]  甚至在牆裡面,裂痕裡面,有些螞蟻在爬行,其實都是很有趣的地方。
[00:02:55.000 --> 00:03:02.000]  日常好像不斷地重複,但是,只要我們認真地去觀察,
[00:03:02.000 --> 00:03:07.000]  或者轉一個觀點,拉闊一點,多一點反省的時候,
[00:03:07.000 --> 00:03:14.000]  其實仍然可以找到很多新的意義,新的可能性,令人賞心悅目。
[00:03:14.000 --> 00:03:17.000]  我聯想到基督徒的人生。
[00:03:17.000 --> 00:03:23.000]  有時候,我們都好像很多人一樣,在都市裡面,
[00:03:23.000 --> 00:03:29.000]  淹沒在很多每一天重複的事情裡面,甚至令我們失去動力。
[00:03:29.000 --> 00:03:37.000]  每一天,我們起床上班,下班,接小朋友,上學,放學,追巴士,趕Deadlines等等。
[00:03:37.000 --> 00:03:44.000]  這些日常的責任,都填滿了我們的日程,佔據了我們的心思意念。
[00:03:44.000 --> 00:03:50.000]  不斷重複的日子,不知道你覺不覺得,特別過得快。
[00:03:50.000 --> 00:03:52.000]  有時候,我們會說,為什麼時間又過得這麼快呢?
[00:03:52.000 --> 00:03:56.000]  為什麼金河月又過了?有時候,好像沒有什麼做到什麼。
[00:03:56.000 --> 00:04:01.000]  有時候都會,可能說笑地說,開始懷疑人生。
[00:04:01.000 --> 00:04:08.000]  於是我們又問,究竟怎樣在可以每一天,好像很刻板,很枯燥的日常裡面,
[00:04:08.000 --> 00:04:17.000]  我們能夠活出一個,讓自己和讓別人都感覺到恩怨的基督徒人生?
[00:04:17.000 --> 00:04:21.000]  以致我們不會浪費光陰。
[00:04:21.000 --> 00:04:24.000]  我們今天經文,我們再回來看。
[00:04:24.000 --> 00:04:28.000]  金河在當中,究竟今天給我們什麼特別的勸勉和提醒呢?
[00:04:28.000 --> 00:04:31.000]  我們看二十七節的上半節。
[00:04:31.000 --> 00:04:38.000]  經文這樣說:主要,只要你們行事為人,與基督的福音相稱。
[00:04:38.000 --> 00:04:45.000]  在這一節一開始的時候,有一個很重要的詞語的表達,是「只要」。
[00:04:45.000 --> 00:04:49.000]  最重要的,唯一要緊的是什麼?
[00:04:49.000 --> 00:04:53.000]  是行事為人,要與基督的福音相稱。
[00:04:53.000 --> 00:04:59.000]  這個是保羅在《整管肥河秘書》裡面,勸勉一個很重要的前提。
[00:04:59.000 --> 00:05:08.000]  弟兄姊妹,我們必須要按照基督的福音的內容,來過我們的生活。
[00:05:08.000 --> 00:05:13.000]  做一個對板的信徒。
[00:05:13.000 --> 00:05:19.000]  信徒怎樣行事為人,是保羅一個很重要,很強調的觀念。
[00:05:19.000 --> 00:05:28.000]  如果你看保羅書信的時候,你常常反覆看到他提要怎樣行事為人。
[00:05:28.000 --> 00:05:30.000]  在原文裡面,有較多的表達。
[00:05:30.000 --> 00:05:36.000]  他是講到怎樣走出來,怎樣walk,怎樣在日常生活裡面做出來。
[00:05:36.000 --> 00:05:50.000]  但是在這裡的表達直譯是,你們要作公民,live as citizens,在呂振宗譯本裡面這樣譯。
[00:05:50.000 --> 00:05:55.000]  不過你們作公民,要對得起基督的福音。
[00:05:55.000 --> 00:06:00.000]  在《新保及》譯本,就更加將兩個的意思都意譯了出來。
[00:06:00.000 --> 00:06:13.000]  據譯本這樣講,最重要的是,你們的生活要像天國的國民一樣,行事為人,要配得上基督的福音。
[00:06:13.000 --> 00:06:16.000]  作天國的公民。
[00:06:16.000 --> 00:06:23.000]  保羅在這裡是用命令的語氣,是一個很重的語氣,一開始就要跟他們強調,
[00:06:23.000 --> 00:06:29.000]  你們的生命要作一個天國的公民,是要與基督的福音相稱。
[00:06:29.000 --> 00:06:33.000]  這個是對你們非常重要的。
[00:06:33.000 --> 00:06:41.000]  保羅在這裡特別帶出公民的觀念,來勸勉菲勒比信徒,是有一個歷史背景。
[00:06:41.000 --> 00:06:49.000]  當時菲勒比是羅馬的殖民地,當地居民因此擁有羅馬的公民的身份。
