
[00:00:00.000 --> 00:00:03.580]  今天跟大家分享這段聖經,大家都很熟悉
[00:00:03.580 --> 00:00:06.200]  大家熟不熟悉?
[00:00:06.200 --> 00:00:08.200]  約翰福音三章十六節
[00:00:08.200 --> 00:00:10.200]  我們一起背著它,好嗎?
[00:00:10.200 --> 00:00:11.400]  預備
[00:00:11.400 --> 00:00:13.400]  神愛世人
[00:00:13.400 --> 00:00:17.500]  甚至將他的獨生子賜給他們
[00:00:17.500 --> 00:00:19.400]  叫一切信他的
[00:00:19.400 --> 00:00:20.900]  不致滅亡
[00:00:20.900 --> 00:00:22.900]  返德永生
[00:00:22.900 --> 00:00:27.700]  弟兄姊妹,我估計我們將會再讀一次
[00:00:28.200 --> 00:00:31.100]  因為自從我去以色列
[00:00:31.100 --> 00:00:34.500]  見到那些猶太人怎樣讀經的樣子
[00:00:34.500 --> 00:00:35.900]  我也嚇了一跳
[00:00:35.900 --> 00:00:38.800]  他們讀經不是這樣的,但我見當中大家
[00:00:38.800 --> 00:00:44.200]  有些就這樣,很舒服,來讀
[00:00:44.200 --> 00:00:45.800]  但我見那些猶太人
[00:00:45.800 --> 00:00:48.400]  每個人都說,當他們讀經的時候
[00:00:48.400 --> 00:00:50.400]  每個人都很率性
[00:00:50.400 --> 00:00:52.500]  很有力量,為甚麼?知不知道?
[00:00:52.500 --> 00:00:56.100]  因為上帝的話語對猶太人來說
[00:00:56.100 --> 00:00:57.200]  對以色列人來說
[00:00:57.600 --> 00:01:01.400]  就是等於上帝和他們的同在
[00:01:01.400 --> 00:01:02.300]  你記得嗎?
[00:01:02.300 --> 00:01:03.600]  在西雷山下
[00:01:03.600 --> 00:01:05.300]  那些以色列人很希望
[00:01:05.300 --> 00:01:06.900]  上帝下來見他們
[00:01:06.900 --> 00:01:08.400]  結果上帝有沒有來?沒有來到
[00:01:08.400 --> 00:01:08.900]  但是
[00:01:08.900 --> 00:01:10.400]  他派了甚麼來?
[00:01:10.400 --> 00:01:14.600]  摩西帶著十戒去到他們當中
[00:01:14.600 --> 00:01:17.700]  所以十戒放在藥櫃裡面
[00:01:17.700 --> 00:01:18.800]  甚麼意思?
[00:01:18.800 --> 00:01:21.600]  就代表上帝的同在
[00:01:21.600 --> 00:01:24.600]  所以當我們讀神的話語的時候
[00:01:24.900 --> 00:01:28.200]  其實你就將上帝彰顯出來
[00:01:28.200 --> 00:01:29.400]  你說還不重要?
[00:01:29.400 --> 00:01:32.400]  因為我們就是上帝榮耀的器皿
[00:01:32.400 --> 00:01:34.300]  除了我們唱歌讚美祂之外
[00:01:34.300 --> 00:01:38.100]  上帝的話語我們一樣是要很認真的
[00:01:38.100 --> 00:01:39.200]  同意嗎?
[00:01:39.200 --> 00:01:42.000]  好,同意就麻煩你示範一次
[00:01:42.000 --> 00:01:43.200]  我們一起
[00:01:43.200 --> 00:01:44.700]  我提醒大家
[00:01:44.700 --> 00:01:46.300]  因為當你讀的時候
[00:01:46.300 --> 00:01:48.700]  不是只讀給大家聽
[00:01:48.700 --> 00:01:51.000]  也讀給上帝
[00:01:51.000 --> 00:01:53.800]  更加在當中
[00:01:54.200 --> 00:01:55.600]  你見到有些空隙
[00:01:55.600 --> 00:01:57.600]  那些空隙
[00:01:57.600 --> 00:01:59.900]  就是我們的敵人坐在那裡
[00:01:59.900 --> 00:02:01.500]  魔鬼
[00:02:01.500 --> 00:02:04.500]  他就在當中準備控訴我們
[00:02:04.500 --> 00:02:06.200]  你看我們讚美的時候
[00:02:06.200 --> 00:02:07.200]  我們讀經的時候
[00:02:07.200 --> 00:02:09.500]  看我們聽上帝的話語的時候
[00:02:09.500 --> 00:02:10.900]  我們有甚麼態度
[00:02:10.900 --> 00:02:12.300]  我們有甚麼心態
[00:02:12.300 --> 00:02:14.000]  他就逐個點名
[00:02:14.000 --> 00:02:16.500]  就馬上在上帝面前控訴我們
[00:02:16.500 --> 00:02:17.700]  所以親愛的
[00:02:17.700 --> 00:02:19.200]  屬靈爭志來的
[00:02:19.200 --> 00:02:19.800]  對嗎?
[00:02:19.800 --> 00:02:21.500]  所以讓我們一起
[00:02:21.500 --> 00:02:24.100]  用信心一起讀出來
[00:02:24.500 --> 00:02:26.300]  感謝我們的上帝美麗
[00:02:26.300 --> 00:02:28.100]  神乃世人
[00:02:28.100 --> 00:02:30.700]  甚至將他的獨生子
[00:02:30.700 --> 00:02:32.200]  賜給他們
[00:02:32.200 --> 00:02:34.100]  叫一切順他的
[00:02:34.100 --> 00:02:35.800]  不致滅亡
[00:02:35.800 --> 00:02:37.800]  凡德永生
[00:02:37.800 --> 00:02:38.900]  開心嗎?
[00:02:38.900 --> 00:02:40.800]  給個掌聲給我們陳
[00:02:40.800 --> 00:02:43.600]  原來救恩就是這麼好的頂子
[00:02:43.600 --> 00:02:45.400]  所以今天
[00:02:45.400 --> 00:02:47.600]  我特意將這段聖經
[00:02:47.600 --> 00:02:49.000]  跟大家分享
[00:02:49.000 --> 00:02:50.600]  很簡單
[00:02:50.600 --> 00:02:51.800]  其實真的很簡單
[00:02:51.800 --> 00:02:53.900]  也讓我們看到上帝的愛
[00:02:53.900 --> 00:02:55.000]  就是這麼簡單
[00:02:55.000 --> 00:02:56.600]  因為其實所謂簡單
[00:02:56.600 --> 00:02:59.600]  的確是你和我做不到甚麼
[00:02:59.600 --> 00:03:01.100]  你看看做了甚麼
[00:03:01.100 --> 00:03:02.500]  他說神乃世人
[00:03:02.500 --> 00:03:04.200]  甚至將他的獨生子
[00:03:04.200 --> 00:03:06.100]  賜給他們
[00:03:06.100 --> 00:03:09.200]  是耶穌基督在我們當中
[00:03:09.200 --> 00:03:11.200]  做了一切的事
[00:03:11.200 --> 00:03:12.500]  同不同意?
[00:03:12.500 --> 00:03:14.500]  你們怎麼知道
[00:03:14.500 --> 00:03:15.100]  頂子妹
[00:03:15.100 --> 00:03:16.500]  那個福音
[00:03:16.500 --> 00:03:18.000]  上帝對我們都很好
[00:03:18.000 --> 00:03:20.300]  他怕我們會忘記
[00:03:20.300 --> 00:03:21.900]  那怎樣呢?
[00:03:21.900 --> 00:03:23.300]  你知道人是甚麼嗎?
[00:03:24.100 --> 00:03:25.700]  善亡是吧?
[00:03:25.700 --> 00:03:27.300]  所以他的幽默
[00:03:27.300 --> 00:03:30.300]  其實上帝每年給了我們三個日子
[00:03:30.300 --> 00:03:32.500]  這三個日子
[00:03:32.500 --> 00:03:34.400]  都是放假的
[00:03:34.400 --> 00:03:36.000]  只不過很多時候
[00:03:36.000 --> 00:03:37.800]  我們放假去了哪裡?
[00:03:37.800 --> 00:03:40.300]  謝謝你說的
[00:03:40.300 --> 00:03:41.700]  去了玩
[00:03:41.700 --> 00:03:43.100]  我只想著你去了旅行
[00:03:43.100 --> 00:03:44.200]  是不是?
[00:03:44.200 --> 00:03:46.500]  但這三個日子其實很重要
[00:03:46.500 --> 00:03:47.700]  好像我們聽到
[00:03:47.700 --> 00:03:48.900]  林牧師
[00:03:48.900 --> 00:03:50.900]  你現在在甚麼日子?
[00:03:50.900 --> 00:03:53.400]  在受難節
[00:03:53.700 --> 00:03:54.800]  耶穌基督
[00:03:54.800 --> 00:03:57.100]  十字架在後面
[00:03:57.100 --> 00:03:58.800]  就是這樣
[00:03:58.800 --> 00:03:59.300]  是不是?
[00:03:59.300 --> 00:04:01.900]  釘十字架就是為了我們的罪的緣故
[00:04:01.900 --> 00:04:03.400]  那天是不是放假?
[00:04:03.400 --> 00:04:05.000]  是不是?
[00:04:05.000 --> 00:04:07.300]  那耶穌來的時候是甚麼日子?
[00:04:07.300 --> 00:04:09.400]  聖誕節
[00:04:09.400 --> 00:04:10.500]  是不是放假?
[00:04:10.500 --> 00:04:11.900]  接著呢
[00:04:11.900 --> 00:04:12.900]  還有一個甚麼節?
[00:04:12.900 --> 00:04:15.100]  是呀!沒錯!
[00:04:15.100 --> 00:04:18.700]  剩下三天之後的那個日子
[00:04:18.700 --> 00:04:20.400]  復活節
[00:04:20.400 --> 00:04:21.200]  耶穌基督復活節
[00:04:21.200 --> 00:04:22.000]  是不是放假?
[00:04:23.000 --> 00:04:25.700]  上帝用三個放假日子
[00:04:25.700 --> 00:04:28.400]  就將這個福音連起來了
[00:04:28.400 --> 00:04:29.800]  所以你不會忘記
[00:04:29.800 --> 00:04:31.000]  所以問你的福音
[00:04:31.000 --> 00:04:32.400]  你不要說我忘記了
[00:04:32.400 --> 00:04:33.200]  你不用怕
[00:04:33.200 --> 00:04:34.900]  你將這三天加起來
[00:04:34.900 --> 00:04:36.400]  就是福音
[00:04:36.400 --> 00:04:36.900]  對不對?
[00:04:36.900 --> 00:04:38.900]  耶穌來世上的聖誕節
[00:04:38.900 --> 00:04:40.100]  然後為我們罪的聖誕節
[00:04:40.100 --> 00:04:41.500]  十字架上受難節
[00:04:41.500 --> 00:04:42.100]  接著呢
