
[00:00:00.000 --> 00:00:05.000]  好,我先跟大家做個動作,跟著我做好嗎?
[00:00:05.000 --> 00:00:09.000]  做八秒鐘,抬高你的頭
[00:00:09.000 --> 00:00:17.000]  1,2,3,4,5,6,7,8
[00:00:17.000 --> 00:00:24.000]  好,放鬆,再來一次,抬高頭
[00:00:24.000 --> 00:00:32.000]  好,跟著再做的時候,抬高頭的時候,想想上帝好嗎?想想天父好嗎?
[00:00:32.000 --> 00:00:40.000]  好,抬高頭,多做,覺得怎樣?鬆不鬆一點?
[00:00:40.000 --> 00:00:46.000]  如果你的頸有點痛,做這個動作很好,因為很少,我通常坐著低頭
[00:00:46.000 --> 00:00:51.000]  特別我這些高度的人,通常都是這樣看,比較少
[00:00:51.000 --> 00:00:59.000]  我有預備這段經文的時候,就是想起這件事,想起這個動作
[00:00:59.000 --> 00:01:04.000]  為什麼叫大家做這個動作,因為我想起保羅寫這段經文的時候
[00:01:04.000 --> 00:01:12.000]  我預備的時候,我覺得保羅的眼睛是這樣抬起頭,看著天,他是仰望神
[00:01:12.000 --> 00:01:21.000]  而且這段經文我預備的時候,有幾個字一直在我腦裏,就是在盼望裏,在盼望裏,在盼望裏
[00:01:21.000 --> 00:01:26.000]  而且我想起保羅在盼望裏,他為神奮戰
[00:01:26.000 --> 00:01:34.000]  這段經文讀的時候,其實是跟前面13,14,15節一樣,請聽我讀
[00:01:34.000 --> 00:01:41.000]  但我們既然有信心,正如經上所記,我們因為信所以如此說
[00:01:41.000 --> 00:01:44.000]  我們也信所以也說
[00:01:44.000 --> 00:01:53.000]  他就說,我們自己知道那叫主耶穌復活的,必叫我們與耶穌基督一同復活
[00:01:53.000 --> 00:01:58.000]  並且叫我們與你們一同站在祂的面前
[00:01:58.000 --> 00:02:04.000]  凡事都是為你們,好叫因人於法的增加
[00:02:04.000 --> 00:02:10.000]  感謝格外的增多、顯多,以致榮耀歸於神
[00:02:10.000 --> 00:02:15.000]  其實保羅說,我知道有一天,叫耶穌基督復活的位置是上帝
[00:02:15.000 --> 00:02:17.000]  也會叫我們一同復活,站在祂的面前
[00:02:17.000 --> 00:02:20.000]  所以他所做的一切都是為那人益處
[00:02:20.000 --> 00:02:25.000]  要叫那人因為得益處,將感謝榮耀更多歸給神
[00:02:25.000 --> 00:02:32.000]  所以我現在不喪膽,外體雖然毀壞,內心卻一天生似一天
[00:02:32.000 --> 00:02:38.000]  他的不喪膽,他的不怕,是因為他裏面有不同的體見
[00:02:38.000 --> 00:02:44.000]  其實保羅在侍奉裏面,上兩星期Ming Sir說到
[00:02:44.000 --> 00:02:49.000]  其實保羅的侍奉是內憂外患
[00:02:49.000 --> 00:02:55.000]  很多的需要,跟不上教會裏面的問題
[00:02:55.000 --> 00:02:58.000]  懷疑他的權柄,挑戰他的權柄
[00:02:58.000 --> 00:03:02.000]  懷疑他的籌錢的動機,諸如此類
[00:03:02.000 --> 00:03:06.000]  外面又迫不還難,在當時他的傳道
[00:03:06.000 --> 00:03:09.000]  所以保羅其實是面對很大的壓力
[00:03:09.000 --> 00:03:15.000]  他說我不喪膽是因為外體雖然毀壞,內心卻一天生似一天
[00:03:15.000 --> 00:03:19.000]  這裏是說外體,我們身體是外體
[00:03:19.000 --> 00:03:23.000]  裏面一天生似一天是說裏面的人
[00:03:23.000 --> 00:03:27.000]  裏面和外面做一個對比,裏面的人和外面的人
[00:03:27.000 --> 00:03:33.000]  這個外體雖然毀壞,但屬靈生命一天生似一天
[00:03:33.000 --> 00:03:37.000]  這是一個向度,他看著這個,他看著這個
[00:03:37.000 --> 00:03:41.000]  所以說到外體毀壞,大家覺得有點壞嗎?
[00:03:41.000 --> 00:03:43.000]  年紀大嗎?
[00:03:43.000 --> 00:03:48.000]  大家反應很好,青少年是沒有甚麼人說話
[00:03:48.000 --> 00:03:51.000]  年紀大他看著你,很大嗎?
[00:03:51.000 --> 00:03:55.000]  但大家我們會知道,走著走著,動著動著
[00:03:55.000 --> 00:03:59.000]  我聽到一個頂姐妹說,她說她起身動著動著
[00:03:59.000 --> 00:04:05.000]  不可以動,她去看醫生,扭身,很久沒有動了
[00:04:05.000 --> 00:04:11.000]  年紀大的身體是會衰殘的,是要保養固式的
[00:04:11.000 --> 00:04:15.000]  是也要的,不過其實他也會衰殘,無論如何也逆轉不了
[00:04:15.000 --> 00:04:18.000]  現在電視上賣的是甚麼陽胎素
[00:04:18.000 --> 00:04:22.000]  你打多少是怎樣,都是這樣
[00:04:22.000 --> 00:04:26.000]  其實你只可以延遲一點,或者沒那麼厲害
[00:04:26.000 --> 00:04:28.000]  其實也會衰老,大家都明白
[00:04:28.000 --> 00:04:32.000]  但是保羅說,外體雖然毀壞,內心卻一天生氣一天
[00:04:32.000 --> 00:04:34.000]  即是他顧念的是甚麼呢?
[00:04:34.000 --> 00:04:37.000]  他顧念甚麼呢?他顧念這裡裏面
[00:04:37.000 --> 00:04:41.000]  接著十七字說,我們至暫,至輕的苦楚
[00:04:41.000 --> 00:04:45.000]  為要我們成就極重無比,永遠的榮耀
[00:04:45.000 --> 00:04:48.000]  這裏說極重無比,看清楚,為何用重量呢?
[00:04:48.000 --> 00:04:52.000]  因為這個字和榮耀是同一個字根
[00:04:52.000 --> 00:04:55.000]  也可以這樣說,是有份量的榮耀
[00:04:55.000 --> 00:04:58.000]  他怎樣看他至暫,至輕的苦楚
[00:04:58.000 --> 00:05:01.000]  如果你看讀聖經,應該是說他前面
[00:05:01.000 --> 00:05:05.000]  他一路服侍,他帶來的那些艱辛
[00:05:05.000 --> 00:05:08.000]  其實真的不容易,他周圍遷就
[00:05:08.000 --> 00:05:12.000]  又遇到船險,又說與野獸搏鬥等等
[00:05:12.000 --> 00:05:17.000]  有一次船險差點死,他把那些貨物扔進去
[00:05:17.000 --> 00:05:21.000]  你看到保羅其實他周車輪動,真的很辛苦
[00:05:21.000 --> 00:05:27.000]  其實他說這些苦楚,比起榮耀是至暫,至輕
[00:05:27.000 --> 00:05:31.000]  這是一個比較,現時的,現今的,現在的
[00:05:31.000 --> 00:05:37.000]  是短暫的,很輕的,到將來是極重無比的榮耀
[00:05:37.000 --> 00:05:43.000]  接著十八字說,原來我們不是顧念所見到的
[00:05:43.000 --> 00:05:46.000]  是說這個世界,這個物質的世界,這些事物
[00:05:46.000 --> 00:05:50.000]  乃是顧念所看不見的,就是屬靈的事物
[00:05:50.000 --> 00:05:54.000]  神的國度,因為所見的是暫時的,所不見是永遠的
[00:05:54.000 --> 00:05:56.000]  所以你看到,保羅說甚麼呢?
[00:05:56.000 --> 00:05:59.000]  不是看外體,是看我們生命裏面
[00:05:59.000 --> 00:06:03.000]  不是看現在的痛苦患難,是看將來的榮耀
[00:06:03.000 --> 00:06:06.000]  不是看現在這個現實世界,是看將來
[00:06:06.000 --> 00:06:10.000]  那個看不見的,真實存在的神的國度
[00:06:10.000 --> 00:06:12.000]  所以我第一個要分享的就是
[00:06:12.000 --> 00:06:16.000]  讓我們的眼睛轉移到神那裏
[00:06:16.000 --> 00:06:22.000]  定睛回神,顧念這個字是有瞄準,定睛,專注的意思
[00:06:22.000 --> 00:06:27.000]  即是他專注在看不到的這個國度,真實的
[00:06:27.000 --> 00:06:32.000]  他看回他的身份,所以這裡說身體毀壞,苦楚
[00:06:32.000 --> 00:06:36.000]  身體毀壞,其實看回保羅
[00:06:36.000 --> 00:06:40.000]  其實說他蒙召之後,應該是有疾病的
[00:06:40.000 --> 00:06:48.000]  保羅說他生命裏有根刺,有看過一些書,極可能是眼疾
[00:06:48.000 --> 00:06:53.000]  因為他蒙召的時候,好像有鱗片掉下來,看不到的
[00:06:53.000 --> 00:06:59.000]  不知道,總之保羅在生命裏面都面對這些困難
[00:06:59.000 --> 00:07:01.000]  但是他看著,追著裏面
[00:07:01.000 --> 00:07:07.000]  所以有時我們要經歷的,在這個階段可能有病痛,患難
[00:07:07.000 --> 00:07:11.000]  或者生命裏面有很多破損或肉體
[00:07:11.000 --> 00:07:15.000]  有一天我們會改變的
[00:07:15.000 --> 00:07:19.000]  最重要是在這個經歷裏面,我們是否經歷到神的恩典
[00:07:19.000 --> 00:07:23.000]  神的醫治,裏面就會更新
[00:07:23.000 --> 00:07:26.000]  外體雖然毀壞,但裏面我們經歷這些患難
[00:07:26.000 --> 00:07:29.000]  但是保羅會經歷到神是保守他的
[00:07:29.000 --> 00:07:32.000]  神是與他同在,他裏面就更新
[00:07:32.000 --> 00:07:34.000]  我們經歷到在病痛裏面,神醫治我們
[00:07:34.000 --> 00:07:38.000]  我們會經歷到神是與我們同在,是真實的
[00:07:38.000 --> 00:07:39.000]  是否很不同?
[00:07:39.000 --> 00:07:41.000]  這個轉向是很重要的
[00:07:41.000 --> 00:07:47.000]  我們看著這個,自暫自輕的苦楚
[00:07:47.000 --> 00:07:51.000]  其實比起榮耀,要比較的
[00:07:51.000 --> 00:07:54.000]  其實在痛苦裏面是很難受的
[00:07:54.000 --> 00:07:59.000]  我聽過有人分享,不知道是誰,是我們中間的弟兄
[00:07:59.000 --> 00:08:01.000]  他說牙痛很慘
[00:08:01.000 --> 00:08:05.000]  痛到晚上看不到醫生,慘不慘?
[00:08:05.000 --> 00:08:07.000]  很慘啊
[00:08:07.000 --> 00:08:09.000]  他真的覺得好像過了一年
[00:08:09.000 --> 00:08:13.000]  還沒有天亮,還沒有看醫生,很痛啊
[00:08:13.000 --> 00:08:15.000]  吃止痛藥也很痛啊
[00:08:15.000 --> 00:08:17.000]  怎麼辦?
[00:08:17.000 --> 00:08:21.000]  當時是真的很慘,當時是不容易的
[00:08:21.000 --> 00:08:24.000]  但是保羅說自暫自輕
[00:08:24.000 --> 00:08:27.000]  因為他看見將來,他的眼睛是看著將來
[00:08:27.000 --> 00:08:30.000]  他想著得獎賞的時候,得榮耀的時候
[00:08:30.000 --> 00:08:35.000]  所以保羅有說過,當跑的路我跑過
[00:08:35.000 --> 00:08:37.000]  要守的道我守住
[00:08:37.000 --> 00:08:39.000]  當打仗我打完,我打過
[00:08:39.000 --> 00:08:41.000]  然後將來有什麼?
[00:08:41.000 --> 00:08:43.000]  前面有榮耀的冠冕
[00:08:43.000 --> 00:08:45.000]  所以我想保羅去服侍的時候
[00:08:45.000 --> 00:08:47.000]  他在生命裏面一路走的時候
[00:08:47.000 --> 00:08:50.000]  他是看著這件事的,他的心是看著
[00:08:50.000 --> 00:08:53.000]  所以為什麼我叫大家,我猜我投試一下
[00:08:53.000 --> 00:08:58.000]  是我剛剛初信主的時候,有一次神提醒我的
[00:08:58.000 --> 00:09:01.000]  我是去一個牧者家的茶經
