
[00:00:00.000 --> 00:00:03.640]  今日我繼續講《仕途信經》
[00:00:03.640 --> 00:00:06.200]  今日講到「我信聖靈」
[00:00:06.200 --> 00:00:07.700]  我想問下大家
[00:00:07.700 --> 00:00:09.280]  你作為基督徒
[00:00:09.280 --> 00:00:10.880]  如果有人問你
[00:00:10.880 --> 00:00:12.280]  你信甚麼?
[00:00:12.280 --> 00:00:14.280]  你會怎樣答他?
[00:00:14.280 --> 00:00:16.560]  「我信耶穌」
[00:00:16.560 --> 00:00:19.160]  「我信上帝」
[00:00:19.160 --> 00:00:21.160]  「我信天父」
[00:00:21.160 --> 00:00:23.160]  「我信神」
[00:00:23.160 --> 00:00:25.160]  你會否說
[00:00:25.160 --> 00:00:27.160]  「我信聖靈」
[00:00:27.160 --> 00:00:29.160]  你會否這樣說?
[00:00:29.160 --> 00:00:31.160]  不會
[00:00:31.160 --> 00:00:33.160]  如果
[00:00:33.160 --> 00:00:35.160]  有人這樣說
[00:00:35.160 --> 00:00:37.160]  你又會怎樣想?
[00:00:37.160 --> 00:00:39.160]  可能你會說
[00:00:39.160 --> 00:00:41.160]  這個人是否異端?
[00:00:41.160 --> 00:00:43.160]  他的信仰是否純正?
[00:00:43.160 --> 00:00:45.160]  這個情況
[00:00:45.160 --> 00:00:47.160]  其實反映了
[00:00:47.160 --> 00:00:49.160]  我們對聖靈
[00:00:49.160 --> 00:00:51.160]  是否有些不公平的對待?
[00:00:51.160 --> 00:00:53.160]  聖父、聖子、聖靈
[00:00:53.160 --> 00:00:55.160]  是三位一體
[00:00:55.160 --> 00:00:57.160]  是三個位格
[00:00:57.160 --> 00:00:59.160]  是同等的
[00:00:59.160 --> 00:01:01.160]  同榮同尊
[00:01:01.160 --> 00:01:03.160]  為何我們會有這個想法?
[00:01:03.160 --> 00:01:05.160]  為何
[00:01:05.160 --> 00:01:07.160]  「我信聖靈」這句說話
[00:01:07.160 --> 00:01:09.160]  會使人聽起來
[00:01:09.160 --> 00:01:11.160]  覺得突兀?
[00:01:11.160 --> 00:01:13.160]  其實教會一直以來
[00:01:13.160 --> 00:01:15.160]  有關聖靈的教導
[00:01:15.160 --> 00:01:17.160]  的確比較少
[00:01:17.160 --> 00:01:19.160]  我講的
[00:01:19.160 --> 00:01:21.160]  不只是我們教會
[00:01:21.160 --> 00:01:23.160]  在教會歷史上
[00:01:23.160 --> 00:01:25.160]  最多人
[00:01:25.160 --> 00:01:27.160]  相信和接納的
[00:01:27.160 --> 00:01:29.160]  有四大信經
[00:01:29.160 --> 00:01:31.160]  分別是
[00:01:31.160 --> 00:01:33.160]  尼西亞信經在第四世紀
[00:01:33.160 --> 00:01:35.160]  加克敦信經
[00:01:35.160 --> 00:01:37.160]  第五世紀
[00:01:37.160 --> 00:01:39.160]  和我們現在讀的
[00:01:39.160 --> 00:01:41.160]  仕途信經第八世紀完成
[00:01:41.160 --> 00:01:43.160]  亞他拿修信經
[00:01:43.160 --> 00:01:45.160]  最初出現是第五世紀
[00:01:45.160 --> 00:01:47.160]  完成是第九世紀
[00:01:47.160 --> 00:01:49.160]  在這些信經裡
[00:01:49.160 --> 00:01:51.160]  講及聖靈的
[00:01:51.160 --> 00:01:53.160]  比較少
[00:01:53.160 --> 00:01:55.160]  仕途信經為例
[00:01:55.160 --> 00:01:57.160]  當中只有一句提及聖靈
[00:01:57.160 --> 00:01:59.160]  而其他
[00:01:59.160 --> 00:02:01.160]  三大信經
[00:02:01.160 --> 00:02:03.160]  最多都多幾句
[00:02:03.160 --> 00:02:05.160]  提及聖靈
[00:02:05.160 --> 00:02:07.160]  所以
[00:02:07.160 --> 00:02:09.160]  遠遠比不上
[00:02:09.160 --> 00:02:11.160]  聖子耶穌的部分
[00:02:11.160 --> 00:02:13.160]  到底
[00:02:13.160 --> 00:02:15.160]  聖靈的身份是什麼?
[00:02:15.160 --> 00:02:17.160]  聖靈有什麼職責?
[00:02:17.160 --> 00:02:19.160]  聖經是否不重視聖靈?
[00:02:19.160 --> 00:02:21.160]  今天我想和大家
[00:02:21.160 --> 00:02:23.160]  思考這個問題
[00:02:23.160 --> 00:02:25.160]  如果你問我聖靈是誰?
[00:02:25.160 --> 00:02:27.160]  我會說
[00:02:27.160 --> 00:02:29.160]  聖靈是另一位
[00:02:29.160 --> 00:02:31.160]  保衛師
[00:02:31.160 --> 00:02:33.160]  我們一起讀這節經文
[00:02:33.160 --> 00:02:35.160]  我要求父
[00:02:35.160 --> 00:02:37.160]  父就另外賜給你們
[00:02:37.160 --> 00:02:39.160]  一位保衛師
[00:02:39.160 --> 00:02:41.160]  叫他永遠與你們同在
[00:02:41.160 --> 00:02:43.160]  保衛師是什麼?
[00:02:43.160 --> 00:02:45.160]  這個字
[00:02:45.160 --> 00:02:47.160]  原本希臘文裡
[00:02:47.160 --> 00:02:49.160]  是用兩個字
[00:02:49.160 --> 00:02:51.160]  組成的
[00:02:51.160 --> 00:02:53.160]  被呼喚出來
[00:02:53.160 --> 00:02:55.160]  站在旁邊
[00:02:55.160 --> 00:02:57.160]  作幫助
[00:02:57.160 --> 00:02:59.160]  被呼喚出來
[00:02:59.160 --> 00:03:01.160]  站在旁邊作幫助
[00:03:01.160 --> 00:03:03.160]  這個字在不同情況下
[00:03:03.160 --> 00:03:05.160]  都有不同用途
[00:03:05.160 --> 00:03:07.160]  例如在法庭裡
[00:03:07.160 --> 00:03:09.160]  被呼喚出來
[00:03:09.160 --> 00:03:11.160]  做見證的證人
[00:03:11.160 --> 00:03:13.160]  而在戰場上
[00:03:13.160 --> 00:03:15.160]  當有士兵
[00:03:15.160 --> 00:03:17.160]  受傷
[00:03:17.160 --> 00:03:19.160]  情緒低落
[00:03:19.160 --> 00:03:21.160]  被呼喚出來
[00:03:21.160 --> 00:03:23.160]  做安慰
[00:03:23.160 --> 00:03:25.160]  做鼓勵
[00:03:25.160 --> 00:03:27.160]  在這裡
[00:03:27.160 --> 00:03:29.160]  父就另外賜給你們
[00:03:29.160 --> 00:03:31.160]  一位保衛師
[00:03:31.160 --> 00:03:33.160]  意思好像是
[00:03:33.160 --> 00:03:35.160]  在你現在擁有的東西上
[00:03:35.160 --> 00:03:37.160]  聖父再另外賜多
[00:03:37.160 --> 00:03:39.160]  一個保衛師給你
