
[00:00:00.000 --> 00:00:02.000]  hello 電影姐妹
[00:00:02.000 --> 00:00:05.000]  我們又在崇拜裏面去再見
[00:00:05.000 --> 00:00:08.000]  很期待下個禮拜我們可以有實體
[00:00:08.000 --> 00:00:10.000]  不單止可以在網上
[00:00:10.000 --> 00:00:12.000]  也可以親自去見到大家
[00:00:12.000 --> 00:00:14.000]  我們一起有禱告
[00:00:14.000 --> 00:00:16.000]  開始我們今天聽到的時間
[00:00:16.000 --> 00:00:18.000]  天父我們來到你面前
[00:00:18.000 --> 00:00:21.000]  親近你 親自去祝福我們
[00:00:21.000 --> 00:00:24.000]  讓我們能夠真的在你聖經的話語裏面
[00:00:24.000 --> 00:00:28.000]  能夠更加的去明白復活節的意義
[00:00:28.000 --> 00:00:30.000]  也幫助我們能夠真的去經歷
[00:00:30.000 --> 00:00:32.000]  耶穌基督那種復活的大能
[00:00:32.000 --> 00:00:34.000]  活在地上來榮耀你
[00:00:34.000 --> 00:00:36.000]  讓你的愛與我們同在
[00:00:36.000 --> 00:00:37.000]  保守我們每一個
[00:00:37.000 --> 00:00:39.000]  普及奉教主耶穌基督的名
[00:00:39.000 --> 00:00:41.000]  Amen
[00:00:41.000 --> 00:00:45.000]  今天在復活節這麼正向的日子裏面
[00:00:45.000 --> 00:00:48.000]  最好就是說死這個問題
[00:00:48.000 --> 00:00:50.000]  今天的題目叫做死
[00:00:50.000 --> 00:00:52.000]  你的毒鉤在哪裏
[00:00:52.000 --> 00:00:54.000]  相信在這段疫情的時間
[00:00:54.000 --> 00:00:56.000]  死亡對我們來說
[00:00:56.000 --> 00:00:58.000]  已經不是一件很遠的事
[00:00:58.000 --> 00:01:00.000]  因為特別Omicron
[00:01:00.000 --> 00:01:02.000]  我們都不知是甚麼年紀的人
[00:01:02.000 --> 00:01:04.000]  都有機會中的
[00:01:04.000 --> 00:01:06.000]  而你中了其實可能隨時都不知道的
[00:01:06.000 --> 00:01:08.000]  為甚麼大家會這麼怕
[00:01:08.000 --> 00:01:10.000]  說個死字呢
[00:01:10.000 --> 00:01:12.000]  一般來說死亡對我們來說
[00:01:12.000 --> 00:01:14.000]  會覺得是痛苦的
[00:01:14.000 --> 00:01:16.000]  因為會知道身體
[00:01:16.000 --> 00:01:18.000]  可能有病
[00:01:18.000 --> 00:01:20.000]  會衰殘
[00:01:20.000 --> 00:01:22.000]  好像死亡之前那個階段
[00:01:22.000 --> 00:01:24.000]  都是很痛苦的
[00:01:24.000 --> 00:01:26.000]  我們都說過
[00:01:26.000 --> 00:01:28.000]  如果能夠睡著覺
[00:01:28.000 --> 00:01:30.000]  這樣死就是最幸福的
[00:01:30.000 --> 00:01:32.000]  但是死亡不單止
[00:01:32.000 --> 00:01:34.000]  令我們的肉體受到痛苦之外
[00:01:34.000 --> 00:01:36.000]  在心靈裏面都有恐嚇
[00:01:36.000 --> 00:01:38.000]  因為我們知道死亡是沒有人陪的
[00:01:38.000 --> 00:01:40.000]  只有你自己一個人去經歷
[00:01:40.000 --> 00:01:44.000]  多愛你的人都沒辦法陪你一起去死
[00:01:44.000 --> 00:01:46.000]  那種孤單的感覺
[00:01:46.000 --> 00:01:48.000]  是非常之濃烈
[00:01:48.000 --> 00:01:50.000]  而且還有一件事就是
[00:01:50.000 --> 00:01:52.000]  我們不知道我們真的死了之後
[00:01:52.000 --> 00:01:54.000]  最多其實人類
[00:01:54.000 --> 00:01:56.000]  不想看這個字
[00:01:56.000 --> 00:01:58.000]  因為大家都好像很沒有把握
[00:01:58.000 --> 00:02:00.000]  很沒有答案
[00:02:00.000 --> 00:02:02.000]  一般無論你信什麼宗教都好
[00:02:02.000 --> 00:02:04.000]  很奇怪的
[00:02:04.000 --> 00:02:06.000]  人總是相信死後是應該有生命的
[00:02:06.000 --> 00:02:08.000]  只不過問題
[00:02:08.000 --> 00:02:10.000]  究竟那個終極的地方
[00:02:10.000 --> 00:02:12.000]  是哪裡的呢
[00:02:12.000 --> 00:02:14.000]  不同的宗教就有不同的結局
[00:02:14.000 --> 00:02:16.000]  還有
[00:02:16.000 --> 00:02:18.000]  我們很多時候都聽到
[00:02:18.000 --> 00:02:20.000]  很多個案
[00:02:20.000 --> 00:02:22.000]  例如見證
[00:02:22.000 --> 00:02:24.000]  書籍 訪問
[00:02:24.000 --> 00:02:26.000]  原來有人在一個瀕死的境界裏面
[00:02:26.000 --> 00:02:28.000]  他是可以
[00:02:28.000 --> 00:02:30.000]  望到自己的肉身
[00:02:30.000 --> 00:02:32.000]  可能在病床上
[00:02:32.000 --> 00:02:34.000]  所以死亡是一個
[00:02:34.000 --> 00:02:36.000]  肉身和靈魂
[00:02:36.000 --> 00:02:38.000]  好像會分開
[00:02:38.000 --> 00:02:40.000]  分離的狀態
[00:02:40.000 --> 00:02:42.000]  而一般在我們的心裏面
[00:02:42.000 --> 00:02:44.000]  就會覺得死後
[00:02:44.000 --> 00:02:46.000]  有兩個地方是可以選擇的
[00:02:46.000 --> 00:02:48.000]  一個叫天堂 一個叫地獄
[00:02:48.000 --> 00:02:50.000]  天堂之所以稱為天堂
[00:02:50.000 --> 00:02:52.000]  就是一個快樂的地方
[00:02:52.000 --> 00:02:54.000]  而地獄
[00:02:54.000 --> 00:02:56.000]  就是被稱為一個
[00:02:56.000 --> 00:02:58.000]  當然是不開心
[00:02:58.000 --> 00:03:00.000]  並且是受苦的地方
[00:03:00.000 --> 00:03:02.000]  所以無論如何都好
[00:03:02.000 --> 00:03:04.000]  我們相信人死後
[00:03:04.000 --> 00:03:06.000]  就算肉身離開了
[00:03:06.000 --> 00:03:08.000]  敗壞了
[00:03:08.000 --> 00:03:10.000]  但是靈魂總會有一個歸宿
[00:03:10.000 --> 00:03:12.000]  而且那個地方
[00:03:12.000 --> 00:03:14.000]  是我們終極的一個
[00:03:14.000 --> 00:03:16.000]  住處
[00:03:16.000 --> 00:03:18.000]  之後你就不能再選擇了
[00:03:18.000 --> 00:03:20.000]  但是其實是否真的
[00:03:20.000 --> 00:03:22.000]  像我們所想的那麼簡單呢
[00:03:22.000 --> 00:03:24.000]  好人就會上天堂
[00:03:24.000 --> 00:03:26.000]  壞人就會落地獄
[00:03:26.000 --> 00:03:28.000]  還是這些都是我們自己
[00:03:28.000 --> 00:03:30.000]  一廂情願的想法呢
[00:03:30.000 --> 00:03:32.000]  什麼叫做好人呢
[00:03:32.000 --> 00:03:34.000]  什麼叫做壞人呢
[00:03:34.000 --> 00:03:36.000]  似乎現在都是很難去界定的
[00:03:36.000 --> 00:03:38.000]  但是
[00:03:38.000 --> 00:03:40.000]  在基督教的立場裏面
[00:03:40.000 --> 00:03:42.000]  信息卻是非常清晰的
[00:03:42.000 --> 00:03:44.000]  我們很清楚耶穌親自講
[00:03:44.000 --> 00:03:46.000]  復活在我,生命也在我
[00:03:46.000 --> 00:03:48.000]  信我的人雖然死了
[00:03:48.000 --> 00:03:50.000]  也必復活
[00:03:50.000 --> 00:03:52.000]  所以在基督教的信仰裏面
[00:03:52.000 --> 00:03:54.000]  我們很清晰
[00:03:54.000 --> 00:03:56.000]  死亡,沒錯
[00:03:56.000 --> 00:03:58.000]  肉身是會過去
[00:03:58.000 --> 00:04:00.000]  但是,恩爵相信耶穌基督
[00:04:00.000 --> 00:04:02.000]  的話呢
[00:04:02.000 --> 00:04:04.000]  我們相信我們會和耶穌基督一樣
[00:04:04.000 --> 00:04:06.000]  是經歷到死後的復活
[00:04:06.000 --> 00:04:08.000]  而這個復活
[00:04:08.000 --> 00:04:10.000]  認真一點去講
[00:04:10.000 --> 00:04:12.000]  它不單只是一個
[00:04:12.000 --> 00:04:14.000]  一個靈魂
[00:04:14.000 --> 00:04:16.000]  它不是一隻鬼魂那麼簡單
[00:04:16.000 --> 00:04:18.000]  它是講的是一個全人的復活
[00:04:18.000 --> 00:04:20.000]  就是說
[00:04:20.000 --> 00:04:22.000]  這個衰殘
[00:04:22.000 --> 00:04:24.000]  敗壞的身體
[00:04:24.000 --> 00:04:26.000]  其實是會再一次
[00:04:26.000 --> 00:04:28.000]  是活過來的
[00:04:28.000 --> 00:04:30.000]  耶穌為什麼一死了
[00:04:30.000 --> 00:04:32.000]  復活他不是立刻升天
[00:04:32.000 --> 00:04:34.000]  中間也有40天的時間活在地上
[00:04:34.000 --> 00:04:36.000]  我覺得我們就會在
[00:04:36.000 --> 00:04:38.000]  這段日子裏面看到
