
[00:00:00.000 --> 00:00:04.000]  主持人:上個星期大家聽了楊峰的20章訊息
[00:00:04.000 --> 00:00:09.000]  是講到耶穌復活之後向門徒的第一次和第二次的顯現
[00:00:09.000 --> 00:00:14.000]  今天很想和大家來看耶穌向門徒的第三次復活之後的顯現
[00:00:14.000 --> 00:00:17.000]  是一段我們很熟悉的經文
[00:00:17.000 --> 00:00:24.000]  我想最近在我們基督教的一些聚會裏面
[00:00:24.000 --> 00:00:28.000]  我們有時都會引用一位朋友的見證
[00:00:28.000 --> 00:00:30.000]  我們自己教會都有
[00:00:30.000 --> 00:00:34.000]  而我也很驚奇在三月的時候
[00:00:34.000 --> 00:00:42.000]  南華早報居然將這個人受浸的相片和消息放在他們的頭版
[00:00:42.000 --> 00:00:47.000]  不知道大家有沒有印象看過三月的時候南華早報的新聞
[00:00:47.000 --> 00:00:52.000]  就是陳振聰去信主然後受浸
[00:00:52.000 --> 00:00:55.000]  南華早報都放在頭版我覺得都很特別
[00:00:55.000 --> 00:00:59.000]  但是陳振聰信主之後很多人有不同的意見
[00:00:59.000 --> 00:01:01.000]  甚至有些人有疑惑
[00:01:01.000 --> 00:01:03.000]  如果你有機會我想在你WhatsApp也好
[00:01:03.000 --> 00:01:09.000]  在電郵裏面都可能收過有關他一篇的見證
[00:01:09.000 --> 00:01:10.000]  我都收了
[00:01:10.000 --> 00:01:14.000]  我看看他的那篇見證都挺有意思的
[00:01:14.000 --> 00:01:17.000]  特別開始的時候他一開始就說
[00:01:17.000 --> 00:01:21.000]  他的分享就是信主之後他很體會到一件事是什麼呢?
[00:01:21.000 --> 00:01:25.000]  人不能夠預知明天
[00:01:25.000 --> 00:01:27.000]  人不可以預知明天
[00:01:27.000 --> 00:01:29.000]  大家都知道其實他的背景
[00:01:29.000 --> 00:01:32.000]  他以前其中一個最出名就是看風水
[00:01:32.000 --> 00:01:34.000]  幫人預知一下將來
[00:01:34.000 --> 00:01:35.000]  你的運程
[00:01:35.000 --> 00:01:36.000]  你的明天
[00:01:36.000 --> 00:01:38.000]  你的未來是怎樣
[00:01:38.000 --> 00:01:41.000]  但是這件事他自己信主之後第一個反省就是說
[00:01:41.000 --> 00:01:43.000]  人不能夠預知明天
[00:01:43.000 --> 00:01:46.000]  其實這個都是我們中國人的智慧
[00:01:46.000 --> 00:01:47.000]  我不知道大家熟不熟悉一句
[00:01:47.000 --> 00:01:50.000]  我以前長輩教我的一句說話
[00:01:50.000 --> 00:01:53.000]  他就說人如果有早知就什麼?
[00:01:53.000 --> 00:01:56.000]  大家都懂
[00:01:56.000 --> 00:01:57.000]  這個真的是
[00:01:57.000 --> 00:01:59.000]  有早知就不用做事
[00:01:59.000 --> 00:02:01.000]  我翹起雙手都可以
[00:02:01.000 --> 00:02:03.000]  所以這個是很真實的
[00:02:03.000 --> 00:02:05.000]  但是始終人都是擺脫不了
[00:02:05.000 --> 00:02:07.000]  很想預知明天預知未來
[00:02:07.000 --> 00:02:11.000]  陳振中他自己的反省我覺得都很有意思
[00:02:11.000 --> 00:02:13.000]  這個都和我今天的訊息會很有關係
[00:02:13.000 --> 00:02:15.000]  第二就是陳振中他信主之後
[00:02:15.000 --> 00:02:16.000]  他有一次在聚會當中
[00:02:16.000 --> 00:02:19.000]  有一個牧師就叫他改名了
[00:02:19.000 --> 00:02:22.000]  陳振中他改了一個新的名字叫什麼?
[00:02:22.000 --> 00:02:23.000]  Peter
[00:02:23.000 --> 00:02:24.000]  都有些人知道
[00:02:24.000 --> 00:02:26.000]  他以前是叫另外一個名字
[00:02:26.000 --> 00:02:28.000]  那次聚會牧師就叫他改名叫Peter
[00:02:28.000 --> 00:02:30.000]  以後叫彼得
[00:02:30.000 --> 00:02:33.000]  所以我特別這次耶穌和彼得
[00:02:33.000 --> 00:02:35.000]  在《約翰福音》21章裡面
[00:02:35.000 --> 00:02:37.000]  我覺得這個名字都很有意思
[00:02:37.000 --> 00:02:38.000]  但是我覺得
[00:02:38.000 --> 00:02:40.000]  陳振中其實不應該改彼得的名字
[00:02:40.000 --> 00:02:41.000]  我建議他
[00:02:41.000 --> 00:02:42.000]  大家一聽完之後
[00:02:42.000 --> 00:02:44.000]  我建議他改一個叫西門
[00:02:44.000 --> 00:02:46.000]  西門就可能更加好
[00:02:46.000 --> 00:02:49.000]  我們一起看看今天我們要看的聖經
[00:02:49.000 --> 00:02:50.000]  然後大家可以
[00:02:50.000 --> 00:02:52.000]  一會兒會明白為什麼要改名字
[00:02:52.000 --> 00:02:54.000]  可以試一下改西門
[00:02:54.000 --> 00:02:58.000]  我們先看《約翰福音》21章的15到17節
[00:02:58.000 --> 00:03:00.000]  先看頭三節的經文
[00:03:00.000 --> 00:03:03.000]  我們看到的一起可以讀這三節的經文
[00:03:03.000 --> 00:03:04.000]  預備起
[00:03:04.000 --> 00:03:07.000]  他們吃完了早飯
[00:03:07.000 --> 00:03:09.000]  耶穌對西門彼得說
[00:03:09.000 --> 00:03:11.000]  約翰的兒子西門
[00:03:11.000 --> 00:03:14.000]  你愛我比這些更深嗎?
[00:03:14.000 --> 00:03:15.000]  彼得說
[00:03:15.000 --> 00:03:16.000]  主啊
[00:03:16.000 --> 00:03:17.000]  是的
[00:03:17.000 --> 00:03:19.000]  你知道我愛你
[00:03:19.000 --> 00:03:21.000]  耶穌對他說
[00:03:21.000 --> 00:03:23.000]  你餵養我的小羊
[00:03:23.000 --> 00:03:26.000]  耶穌第二次又對他說
[00:03:26.000 --> 00:03:28.000]  約翰的兒子西門
[00:03:28.000 --> 00:03:30.000]  你愛我嗎?
[00:03:30.000 --> 00:03:31.000]  彼得說
[00:03:31.000 --> 00:03:32.000]  主啊
[00:03:32.000 --> 00:03:33.000]  是的
[00:03:33.000 --> 00:03:35.000]  你知道我愛你
[00:03:35.000 --> 00:03:36.000]  耶穌說
[00:03:36.000 --> 00:03:38.000]  你牧養我的羊
[00:03:38.000 --> 00:03:40.000]  第三次對他說
[00:03:40.000 --> 00:03:42.000]  約翰的兒子西門
[00:03:42.000 --> 00:03:44.000]  你愛我嗎?
[00:03:44.000 --> 00:03:48.000]  彼得因為耶穌第三次對他說
[00:03:48.000 --> 00:03:49.000]  你愛我嗎?
[00:03:49.000 --> 00:03:50.000]  就憂愁
[00:03:50.000 --> 00:03:52.000]  對耶穌說
[00:03:52.000 --> 00:03:53.000]  主啊
[00:03:53.000 --> 00:03:55.000]  你是無所不知的
[00:03:55.000 --> 00:03:57.000]  你知道我愛你
[00:03:57.000 --> 00:03:58.000]  耶穌說
[00:03:58.000 --> 00:04:00.000]  你餵養我的羊
[00:04:00.000 --> 00:04:02.000]  耶穌怎樣稱呼彼得呢?
[00:04:02.000 --> 00:04:04.000]  他又不是叫他彼得
[00:04:04.000 --> 00:04:05.000]  他叫什麼?
[00:04:05.000 --> 00:04:07.000]  西門
[00:04:07.000 --> 00:04:10.000]  全名叫約翰的兒子西門
[00:04:10.000 --> 00:04:12.000]  其實這個名很有意思
[00:04:12.000 --> 00:04:15.000]  在耶穌去呼召彼得的時候
[00:04:15.000 --> 00:04:17.000]  他就是這樣來稱呼彼得
[00:04:17.000 --> 00:04:18.000]  我們再看一次經文
[00:04:18.000 --> 00:04:20.000]  在約翰的一章
[00:04:20.000 --> 00:04:22.000]  下一章
[00:04:22.000 --> 00:04:23.000]  42節
[00:04:23.000 --> 00:04:25.000]  這個就是耶穌去見到彼得的時候
[00:04:25.000 --> 00:04:26.000]  第一次見彼得的時候
[00:04:26.000 --> 00:04:27.000]  耶穌
[00:04:27.000 --> 00:04:29.000]  他的兄弟帶彼得去見耶穌
[00:04:29.000 --> 00:04:31.000]  耶穌看著他
[00:04:31.000 --> 00:04:32.000]  就是指彼得
[00:04:32.000 --> 00:04:35.000]  說你是約翰的兒子西門
[00:04:35.000 --> 00:04:37.000]  你要稱為基伐
[00:04:37.000 --> 00:04:39.000]  其實我們熟悉彼得的名字
[00:04:39.000 --> 00:04:41.000]  就是彼得多過西門
[00:04:41.000 --> 00:04:43.000]  但原來耶穌在最初的時候
[00:04:43.000 --> 00:04:45.000]  也是給自己原來的名字
[00:04:45.000 --> 00:04:46.000]  就是西門
[00:04:46.000 --> 00:04:48.000]  是約翰的兒子
[00:04:48.000 --> 00:04:49.000]  所以整個《約翰福音》
[00:04:49.000 --> 00:04:51.000]  當由開始到最後一章的時候
[00:04:51.000 --> 00:04:52.000]  耶穌為什麼最後一次
[00:04:52.000 --> 00:04:56.000]  來去稱呼約翰的兒子西門呢?
[00:04:56.000 --> 00:04:58.000]  其實是很想告訴彼得知道
[00:04:58.000 --> 00:05:02.000]  他是由開始到現在這個時間
[00:05:02.000 --> 00:05:06.000]  都是很認識彼得
[00:05:06.000 --> 00:05:08.000]  他就是約翰的兒子西門
[00:05:08.000 --> 00:05:09.000]  這個意思是代表
[00:05:09.000 --> 00:05:12.000]  他原本是一個怎樣的人
[00:05:12.000 --> 00:05:14.000]  從他最初呼召他的時候
[00:05:14.000 --> 00:05:15.000]  到今時今日
[00:05:15.000 --> 00:05:18.000]  耶穌完全來到他認識
[00:05:18.000 --> 00:05:19.000]  知道彼得
[00:05:19.000 --> 00:05:22.000]  所以約翰的兒子西門是代表著
[00:05:22.000 --> 00:05:26.000]  耶穌對彼得那種清楚的了解
[00:05:26.000 --> 00:05:27.000]  所以你知道
[00:05:27.000 --> 00:05:29.000]  彼得又回答得很有趣
[00:05:29.000 --> 00:05:31.000]  這句話如果講現代人
[00:05:31.000 --> 00:05:34.000]  我想都不是那麼容易
[00:05:34.000 --> 00:05:37.000]  有點像你的配偶
[00:05:37.000 --> 00:05:38.000]  男女朋友
[00:05:38.000 --> 00:05:40.000]  通常都是女生問的
[00:05:40.000 --> 00:05:41.000]  問隔壁那個
[00:05:41.000 --> 00:05:43.000]  你愛不愛我?
[00:05:43.000 --> 00:05:45.000]  隔壁那個應該怎麼回答?
[00:05:45.000 --> 00:05:47.000]  我愛你就行了
[00:05:47.000 --> 00:05:48.000]  但這句話如果你跟彼得回答
[00:05:48.000 --> 00:05:49.000]  就糟糕了
[00:05:49.000 --> 00:05:52.000]  他說你知道我愛你
[00:05:52.000 --> 00:05:55.000]  回答了就等於沒有回答
[00:05:55.000 --> 00:05:56.000]  我問你愛不愛我
[00:05:56.000 --> 00:05:58.000]  你就說你知道我愛你
[00:05:58.000 --> 00:06:01.000]  這個彼得是不是類似這樣呢?
[00:06:01.000 --> 00:06:03.000]  主要是你知道我愛你
[00:06:03.000 --> 00:06:05.000]  但彼得回答的意思很有意思
[00:06:05.000 --> 00:06:07.000]  其實這個正正就是告訴我們
[00:06:07.000 --> 00:06:08.000]  彼得雖然很憂愁
[00:06:08.000 --> 00:06:10.000]  去到問到第三次的時候
[00:06:10.000 --> 00:06:11.000]  他更加覺得
[00:06:11.000 --> 00:06:13.000]  為什麼耶穌你敢問我呢?
[00:06:13.000 --> 00:06:14.000]  但他就加了一句說話
[00:06:14.000 --> 00:06:15.000]  是什麼?
[00:06:15.000 --> 00:06:17.000]  他說主啊你是什麼?
[00:06:17.000 --> 00:06:20.000]  無所不知的
[00:06:20.000 --> 00:06:22.000]  你是無所不知的
[00:06:22.000 --> 00:06:23.000]  這個正正告訴我們
[00:06:23.000 --> 00:06:24.000]  其實彼得很體會到
[00:06:24.000 --> 00:06:27.000]  當他和耶穌這個對話裡面
[00:06:27.000 --> 00:06:29.000]  其實那個重點就是
[00:06:29.000 --> 00:06:32.000]  耶穌要彼得再一次來肯定
[00:06:32.000 --> 00:06:33.000]  認識到就是
[00:06:33.000 --> 00:06:38.000]  他是完全知道認識彼得的主
[00:06:38.000 --> 00:06:41.000]  彼得連他自己愛主愛神
[00:06:41.000 --> 00:06:43.000]  其實都沒有什麼把握
[00:06:43.000 --> 00:06:46.000]  他只能夠說主啊你就知道
