
[00:00:00.000 --> 00:00:03.200]  弟兄姊妹 各位親愛的朋友 你們好
[00:00:03.200 --> 00:00:06.680]  歡迎來到港福堂第一次的普通話崇拜
[00:00:06.680 --> 00:00:08.960]  真的是非常非常的感恩
[00:00:08.960 --> 00:00:12.600]  上帝在我們當中成就了偉大的事情
[00:00:12.600 --> 00:00:15.040]  讓我們一起禱告好嗎
[00:00:15.040 --> 00:00:17.840]  使我們滿心感謝讚美你
[00:00:17.840 --> 00:00:22.240]  是你真的是把我們從不同的地方招聚在這裡
[00:00:22.240 --> 00:00:24.000]  你愛我們的教會
[00:00:24.000 --> 00:00:25.760]  你愛這裡的人
[00:00:25.760 --> 00:00:28.520]  你將福音預備好了
[00:00:28.520 --> 00:00:31.040]  要在這裡廣傳
[00:00:31.040 --> 00:00:34.800]  你在過去的三十年建立了教會
[00:00:34.800 --> 00:00:36.600]  現在 神啊
[00:00:36.600 --> 00:00:40.120]  你要我們學習怎麼樣把這愛的福音
[00:00:40.120 --> 00:00:42.240]  傳給講普通話的人
[00:00:42.240 --> 00:00:43.960]  我們感謝讚美你
[00:00:43.960 --> 00:00:46.600]  我們更要高舉你的名
[00:00:46.600 --> 00:00:49.680]  因為你在這裡設立了你的聖殿
[00:00:49.680 --> 00:00:52.560]  我們祈求你藉著今天的信息
[00:00:52.560 --> 00:00:56.960]  幫助我們了解你對我們說的話
[00:00:56.960 --> 00:00:59.800]  以致我們緊緊的跟隨你
[00:00:59.800 --> 00:01:03.040]  我們將一切的榮耀都歸給你
[00:01:03.040 --> 00:01:06.200]  奉主耶穌基督的名禱告 阿們
[00:01:06.200 --> 00:01:07.760]  今天呢
[00:01:07.760 --> 00:01:11.080]  你會感覺到是一個比較特別的崇拜
[00:01:11.080 --> 00:01:14.880]  因為今天是我們第一次的普通話崇拜
[00:01:14.880 --> 00:01:17.960]  所以我們是一起來歡慶的
[00:01:17.960 --> 00:01:19.080]  同時呢
[00:01:19.080 --> 00:01:23.920]  我們也一起來將上帝在這裡設立的聖殿
[00:01:23.920 --> 00:01:25.320]  獻給上帝
[00:01:25.320 --> 00:01:27.760]  我感恩弟兄姊妹
[00:01:27.760 --> 00:01:28.880]  朋友們
[00:01:28.880 --> 00:01:30.920]  你們都來了
[00:01:30.920 --> 00:01:32.320]  你們的鼓勵
[00:01:32.320 --> 00:01:33.600]  讓我們知道
[00:01:33.600 --> 00:01:36.000]  上帝是從不同的地方
[00:01:36.000 --> 00:01:37.640]  把大家召集來
[00:01:37.640 --> 00:01:39.040]  我們能夠在這裡
[00:01:39.040 --> 00:01:40.360]  一起來服事
[00:01:40.360 --> 00:01:43.120]  一起來榮耀神的聖名
[00:01:43.120 --> 00:01:45.800]  我今天選用了這個主題
[00:01:45.800 --> 00:01:47.120]  建立聖殿
[00:01:47.120 --> 00:01:50.080]  也選用了詩篇132篇
[00:01:50.080 --> 00:01:51.320]  因為我看到
[00:01:51.320 --> 00:01:52.840]  這篇詩篇裡面
[00:01:52.840 --> 00:01:55.640]  可以幫助我們普通話的士工
[00:01:55.640 --> 00:01:59.360]  作為我們未來發展的士工的基礎
[00:01:59.360 --> 00:02:00.880]  這篇詩篇呢
[00:02:00.880 --> 00:02:02.360]  非常特別
[00:02:02.360 --> 00:02:04.040]  它是大衛呢
[00:02:04.040 --> 00:02:06.560]  要為上帝建立聖殿
[00:02:06.560 --> 00:02:08.520]  而寫的一篇詩篇
[00:02:08.520 --> 00:02:10.120]  我們首先呢
[00:02:10.120 --> 00:02:11.680]  先分析一下
[00:02:11.680 --> 00:02:14.320]  這篇詩篇的基本內容
[00:02:14.320 --> 00:02:15.360]  那麼
[00:02:15.360 --> 00:02:16.680]  我們先看一下
[00:02:16.680 --> 00:02:19.320]  這篇詩篇基本上分成兩部分
[00:02:19.320 --> 00:02:20.440]  第一部分呢
[00:02:20.440 --> 00:02:21.520]  是講到
[00:02:21.520 --> 00:02:24.080]  大衛的禱告
[00:02:24.080 --> 00:02:27.520]  後面是上帝的回應
[00:02:27.520 --> 00:02:30.840]  如果我們要再仔細的來研究呢
[00:02:30.840 --> 00:02:32.640]  我們看看下一段
[00:02:32.640 --> 00:02:35.880]  大衛的禱告裡面呢
[00:02:35.880 --> 00:02:37.600]  他開始的時候說
[00:02:37.600 --> 00:02:38.440]  耶和華啊
[00:02:38.440 --> 00:02:41.760]  求祢紀念大衛所受的一切苦難
[00:02:41.760 --> 00:02:45.080]  到了第一部分的第十節呢
[00:02:45.080 --> 00:02:46.280]  基本上他
[00:02:46.280 --> 00:02:48.880]  把他的祈求呢
[00:02:48.880 --> 00:02:50.000]  也說出來
[00:02:50.000 --> 00:02:52.760]  就是求祢因祢仆人大衛的緣故
[00:02:52.760 --> 00:02:55.000]  不要厭棄祢的受高者
[00:02:55.000 --> 00:02:56.400]  這是講到
[00:02:56.400 --> 00:02:58.480]  上帝所要設立的人
[00:02:58.480 --> 00:03:00.240]  來建這個聖殿的人
[00:03:00.240 --> 00:03:02.440]  上帝要
[00:03:02.440 --> 00:03:04.840]  來眷顧他不要厭棄他
[00:03:04.840 --> 00:03:06.760]  然後耶和華的回應裡面呢
[00:03:06.760 --> 00:03:07.720]  我們看到
[00:03:07.720 --> 00:03:10.000]  耶和華也應允了這個禱告
[00:03:10.000 --> 00:03:11.320]  耶和華說什麼呢
[00:03:11.320 --> 00:03:13.240]  第二部分的第一節說了
[00:03:13.240 --> 00:03:16.080]  我要使祢所生的坐在祢的寶座上
[00:03:16.080 --> 00:03:17.800]  我們都知道那是
[00:03:17.800 --> 00:03:19.520]  大衛的兒子對嗎
[00:03:19.520 --> 00:03:23.240]  那麼我們知道大衛不能夠建聖殿的原因是因為
[00:03:23.240 --> 00:03:25.240]  他殺了太多的人
[00:03:25.240 --> 00:03:26.880]  那麼上帝的聖殿
[00:03:26.880 --> 00:03:30.560]  要一樣讓一個和平之子來建立
[00:03:30.560 --> 00:03:32.120]  上帝在第二部分
[00:03:32.120 --> 00:03:33.280]  在他回應
[00:03:33.280 --> 00:03:35.080]  大衛的祈求的時候他說
[00:03:35.080 --> 00:03:36.840]  我要使祢所生的
[00:03:36.840 --> 00:03:38.320]  坐在祢的寶座上
[00:03:38.320 --> 00:03:40.840]  然後在最後兩節的時候呢
[00:03:40.840 --> 00:03:43.080]  他上帝的回應也總結了
[00:03:43.080 --> 00:03:44.040]  這
[00:03:44.040 --> 00:03:47.040]  大衛他向耶和華的禱告的祈願
[00:03:47.040 --> 00:03:49.680]  他說我要叫大衛的腳
[00:03:49.680 --> 00:03:51.680]  就是大衛的權柄
[00:03:51.680 --> 00:03:54.000]  大衛的子孫大衛的後裔
[00:03:54.000 --> 00:03:55.400]  在那裡發生
[00:03:55.400 --> 00:03:58.080]  我為我的受告者預備明燈
[00:03:58.080 --> 00:04:01.360]  我要使他的仇敵披上羞辱
[00:04:01.360 --> 00:04:04.600]  但他的冠冕要在頭上發光
[00:04:04.600 --> 00:04:05.800]  這是我們
[00:04:05.800 --> 00:04:07.520]  今天要看的經文
[00:04:07.520 --> 00:04:08.960]  我想呢我們先
[00:04:08.960 --> 00:04:10.600]  看上面這部分
[00:04:10.600 --> 00:04:12.080]  我們先讀一讀
[00:04:12.080 --> 00:04:14.800]  第一節到第十節好不好
[00:04:14.800 --> 00:04:17.120]  好我們看看我們一起讀吧
[00:04:17.120 --> 00:04:18.280]  一二三
[00:04:18.280 --> 00:04:19.360]  耶和華
[00:04:19.360 --> 00:04:23.320]  求祢紀念大衛所受的一切苦難
[00:04:23.320 --> 00:04:26.200]  他怎樣向耶和華啟示
[00:04:26.200 --> 00:04:29.040]  向雅各的大能者許願
[00:04:29.040 --> 00:04:32.400]  說我避不進我的帳幕
[00:04:32.400 --> 00:04:35.040]  也不上我的床榻
[00:04:35.040 --> 00:04:37.840]  我不容我的眼睛睡覺
[00:04:37.840 --> 00:04:40.840]  也不容我的眼睛打盹
[00:04:40.840 --> 00:04:44.240]  直到我為耶和華尋得所在
[00:04:44.240 --> 00:04:47.840]  為雅各的大能者尋得居所
[00:04:47.840 --> 00:04:50.960]  我們聽說約櫃在依法他
[00:04:50.960 --> 00:04:54.640]  我們在激烈野靈就尋見了
[00:04:54.640 --> 00:04:57.000]  我們要進他的居所
[00:04:57.000 --> 00:04:59.600]  在他腳凳前下拜
[00:04:59.600 --> 00:05:00.760]  耶和華
[00:05:00.760 --> 00:05:02.200]  求祢興起
[00:05:02.200 --> 00:05:04.440]  和祢的能力的約櫃
[00:05:04.440 --> 00:05:06.520]  同入安息之所
[00:05:06.520 --> 00:05:09.520]  願祢的祭司披上公衣
[00:05:09.520 --> 00:05:12.400]  願祢的聖名歡呼
[00:05:12.400 --> 00:05:15.600]  求祢因祢僕人大衛的緣故
[00:05:15.600 --> 00:05:18.800]  不要厭棄祢的受高者
[00:05:18.800 --> 00:05:22.800]  耶和華向大衛平臣時起了誓
[00:05:22.800 --> 00:05:24.240]  必不反覆
[00:05:24.240 --> 00:05:27.200]  說我要使祢所生的
[00:05:27.200 --> 00:05:29.640]  坐在祢的寶殿上
[00:05:29.640 --> 00:05:30.440]  好 謝謝
[00:05:30.440 --> 00:05:33.960]  我們回去看這第三第四節那裡
[00:05:33.960 --> 00:05:37.560]  我們看到大衛他是一個怎樣的人呢
[00:05:37.560 --> 00:05:39.360]  非常的愛上帝對不對
[00:05:39.360 --> 00:05:41.120]  非常的偉聖對不對
[00:05:41.120 --> 00:05:43.520]  沙漠耳記那裡告訴我們
[00:05:43.520 --> 00:05:47.800]  當他自己進入他的皇宮的時候
[00:05:47.800 --> 00:05:50.040]  他已經做了君王的時候
[00:05:50.040 --> 00:05:52.440]  他去住他的美麗的皇宮的時候
[00:05:52.440 --> 00:05:55.440]  用香爬木做的皇宮的時候
[00:05:55.440 --> 00:05:57.520]  他有沒有就這樣忘記了上帝呢
[00:05:57.520 --> 00:05:58.400]  沒有
[00:05:58.400 --> 00:06:00.120]  他在那裡他在想
[00:06:00.120 --> 00:06:02.880]  我現在住在這麼美麗的一個皇宮裡面
[00:06:02.880 --> 00:06:05.040]  而上帝的約櫃
[00:06:05.040 --> 00:06:07.440]  仍然是在帳幕裡面
[00:06:07.440 --> 00:06:08.680]  這怎麼行呢
[00:06:08.680 --> 00:06:11.920]  所以大衛他有上帝的心
[00:06:11.920 --> 00:06:14.440]  他還在顧念著上帝的約櫃怎麼辦
[00:06:14.440 --> 00:06:16.040]  上帝的約櫃是什麼呢
[00:06:16.040 --> 00:06:18.600]  上帝的約櫃就是在舊約的時候
[00:06:18.600 --> 00:06:21.360]  上帝所設立在他的會墓裡面
[00:06:21.360 --> 00:06:23.440]  代表他同在的地方
[00:06:23.440 --> 00:06:25.080]  他榮耀的地方
[00:06:25.080 --> 00:06:30.080]  當時當他們還沒有為上帝建立聖殿的時候
[00:06:30.080 --> 00:06:33.280]  他的同在的代表就是他約櫃呢
[00:06:33.280 --> 00:06:35.880]  就其實是在一個帳幕裡面
[00:06:35.880 --> 00:06:39.440]  那麼大衛就為這件事情愁煩
[00:06:39.440 --> 00:06:40.800]  他為這件事情愁煩呢
[00:06:40.800 --> 00:06:42.440]  他愁煩到什麼程度呢
[00:06:42.440 --> 00:06:44.760]  我們可以看到大衛的尾聲
[00:06:44.760 --> 00:06:46.840]  他說
[00:06:46.840 --> 00:06:50.920]  我向耶和華來啟示
[00:06:50.920 --> 00:06:53.560]  向雅各的大能者來許願
[00:06:53.560 --> 00:06:55.880]  說我避不進我的帳幕
[00:06:55.880 --> 00:06:57.800]  我也不上我的床榻
[00:06:57.800 --> 00:07:00.440]  我不容我的眼睛睡覺
[00:07:00.440 --> 00:07:02.280]  也不容我的眼目打盹
[00:07:02.280 --> 00:07:05.680]  只等到我為耶和華尋得所在
[00:07:05.680 --> 00:07:09.120]  為雅各的大能者尋得居所
[00:07:09.120 --> 00:07:12.600]  我不知道你的睡眠習慣怎麼樣
[00:07:12.600 --> 00:07:15.120]  有沒有人嘗試過失眠呢
[00:07:15.120 --> 00:07:16.880]  有很多人都說有
[00:07:16.880 --> 00:07:18.280]  我呢有一天呢
[00:07:18.280 --> 00:07:20.680]  坐在我家裡的客廳的時候我想
[00:07:20.680 --> 00:07:23.680]  到底我的睡眠是怎麼樣的
[00:07:23.680 --> 00:07:27.240]  然後我就問我的太太
[00:07:27.240 --> 00:07:28.720]  你覺得我睡眠
[00:07:28.720 --> 00:07:30.840]  我是不是很容易睡覺的人
[00:07:30.840 --> 00:07:33.360]  她說當然是啦
[00:07:33.360 --> 00:07:35.240]  我說你怎麼知道
[00:07:35.240 --> 00:07:36.640]  她說
[00:07:36.640 --> 00:07:37.920]  我跟你講話
[00:07:37.920 --> 00:07:41.400]  問你問題你都不回答我
[00:07:41.400 --> 00:07:43.640]  我說我很容易睡覺嗎
