
[00:00:00.000 --> 00:00:06.520]  今天我們會再看彼得前書五章一到七節這個環節
[00:00:06.520 --> 00:00:11.480]  一篇可以說是熟絡
[00:00:11.480 --> 00:00:16.600]  而且知道聽過的一段經文
[00:00:16.600 --> 00:00:18.960]  但是裡面兩個的課題
[00:00:18.960 --> 00:00:20.520]  「牧羊」和「謙卑」
[00:00:20.520 --> 00:00:22.600]  其實非常重要
[00:00:22.600 --> 00:00:24.600]  我們先做一個祈禱
[00:00:24.600 --> 00:00:26.040]  然後我們進入經文
[00:00:29.160 --> 00:00:30.440]  親愛的主耶穌
[00:00:30.440 --> 00:00:33.200]  我們是一群屬於你的兒女
[00:00:33.200 --> 00:00:35.520]  我們在您的面前
[00:00:35.520 --> 00:00:38.080]  我們獻上很大的感恩
[00:00:38.080 --> 00:00:43.560]  原來每一次可以跟弟兄姊妹同心敬拜
[00:00:43.560 --> 00:00:45.760]  可以開聲歌頌
[00:00:45.760 --> 00:00:49.480]  可以有能力讀聖經理解
[00:00:49.480 --> 00:00:52.120]  並且用在生活當中
[00:00:52.120 --> 00:00:54.840]  都是您給的恩典
[00:00:54.840 --> 00:00:58.480]  我們很願意今天您在我們中間
[00:00:58.680 --> 00:01:01.600]  將我們心裡面各樣的思慮凡有拎開
[00:01:01.600 --> 00:01:04.320]  以致我們能夠看得明
[00:01:04.320 --> 00:01:05.600]  給得教導
[00:01:05.600 --> 00:01:10.480]  又讓我們知道如何用在生活當中
[00:01:10.480 --> 00:01:13.160]  願您得著當德的榮耀
[00:01:13.160 --> 00:01:14.960]  我們這樣同心祈禱
[00:01:14.960 --> 00:01:16.200]  奉主名求
[00:01:16.200 --> 00:01:17.080]  阿們
[00:01:17.080 --> 00:01:23.160]  彼得前書五章一到七節
[00:01:23.160 --> 00:01:25.680]  我將它題目定為「牧羊與謙卑」
[00:01:25.760 --> 00:01:32.480]  因為裡面有兩個很明顯的主題
[00:01:32.480 --> 00:01:37.520]  其實如果你一直有這個「門訓崇拜」
[00:01:37.520 --> 00:01:40.040]  你會知道在五章前面
[00:01:40.040 --> 00:01:41.640]  就是說四章的時候
[00:01:41.640 --> 00:01:43.920]  其實就是彼得說到
[00:01:43.920 --> 00:01:48.080]  信徒會為主受苦的一些普遍原則
[00:01:48.080 --> 00:01:49.760]  然後他又提到
[00:01:49.760 --> 00:01:52.760]  原來審判會由神家開始
[00:01:53.120 --> 00:01:56.680]  所以接著下來這個五章的時候
[00:01:56.680 --> 00:01:59.080]  彼得就在這裡說兩個的課題
[00:01:59.080 --> 00:02:01.880]  關乎「牧羊與謙卑」
[00:02:01.880 --> 00:02:07.000]  在五章二到四節是說「牧羊」
[00:02:07.000 --> 00:02:09.600]  對象是教會的長老
[00:02:09.600 --> 00:02:12.040]  而到「謙卑」的那一部分
[00:02:12.040 --> 00:02:14.160]  就是在五章五到七節
[00:02:14.160 --> 00:02:18.240]  對象就是所有的信徒和會眾
[00:02:18.240 --> 00:02:20.600]  我們會進入經文
[00:02:20.800 --> 00:02:23.480]  看看究竟這個段落
[00:02:23.480 --> 00:02:28.400]  這位彼得 耶穌的大弟子
[00:02:28.400 --> 00:02:30.880]  究竟他會給我們有什麼教導
[00:02:30.880 --> 00:02:33.600]  我想我們最記得深刻的
[00:02:33.600 --> 00:02:36.880]  就是彼得曾經三次不認主
[00:02:36.880 --> 00:02:40.400]  不過在提比利亞海的旁邊
[00:02:40.400 --> 00:02:43.240]  耶穌三次的提問
[00:02:43.240 --> 00:02:45.200]  然後彼得的認順
[00:02:46.320 --> 00:02:51.520]  就是他接受餵養神的耶穌的小羊
[00:02:51.520 --> 00:02:55.000]  所以由他來跟我們說「牧羊」
[00:02:55.000 --> 00:02:57.600]  說「謙卑」 非常貼切
[00:02:57.600 --> 00:03:01.120]  彼得前書五章一節
[00:03:01.120 --> 00:03:06.560]  是彼得對當時信徒的一個自稱
[00:03:06.560 --> 00:03:09.440]  「所以我這作童作長老
[00:03:09.440 --> 00:03:11.560]  作基督受苦的證人
[00:03:11.560 --> 00:03:15.440]  和分享將來所要顯現的榮耀的人
[00:03:15.840 --> 00:03:18.760]  勉勵在你們中間的長老們」
[00:03:18.760 --> 00:03:22.400]  長老其實是什麼呢
[00:03:22.400 --> 00:03:24.120]  我們教會是沒有長老的
[00:03:24.120 --> 00:03:29.320]  原來初期教會是有長老和監督的設立
[00:03:29.320 --> 00:03:33.760]  通常他們是地方的領袖
[00:03:33.760 --> 00:03:36.960]  當試圖在一個地方傳完福音
[00:03:36.960 --> 00:03:40.240]  凝聚到一群信耶穌的人建立教會之後
[00:03:40.240 --> 00:03:43.160]  就會在這個群體裡面
[00:03:43.160 --> 00:03:47.640]  委派一位或者多位有恩賜
[00:03:47.640 --> 00:03:51.560]  品行又名聲好的人作為長老
[00:03:51.560 --> 00:03:55.240]  他們的職責很多時候是教導
[00:03:55.240 --> 00:03:58.160]  以及帶領繼續發展教會
[00:03:58.160 --> 00:04:03.440]  保羅在這裡他說
[00:04:03.440 --> 00:04:08.520]  他跟這些長老是同作長老
[00:04:08.520 --> 00:04:10.040]  如果你留意
[00:04:11.040 --> 00:04:14.960]  彼得其實指不指是一個地方教會的長老這麼簡單
[00:04:14.960 --> 00:04:18.400]  他是真是耶穌的仕途
[00:04:18.400 --> 00:04:24.080]  他在要跟這些長老分享的時候
[00:04:24.080 --> 00:04:27.880]  他首先認同他們身份相同
[00:04:27.880 --> 00:04:29.720]  大家都是做教導
[00:04:29.720 --> 00:04:31.880]  在教會裡面做領導
[00:04:31.880 --> 00:04:36.040]  並且他形容自己是作基督受苦的證人
[00:04:36.040 --> 00:04:39.400]  彼得在他的人生裡面
[00:04:39.400 --> 00:04:41.720]  他親眼見過耶穌
[00:04:41.720 --> 00:04:45.520]  如何在彼拉多的手下遇害
[00:04:45.520 --> 00:04:48.240]  如何被誣告被冤枉
[00:04:48.240 --> 00:04:51.960]  並且被鞭打受害被釘
[00:04:51.960 --> 00:04:55.000]  見證著耶穌的受苦
[00:04:55.000 --> 00:04:58.120]  他也聽過耶穌的教導
[00:04:58.120 --> 00:05:00.320]  學生不會高過先生
[00:05:00.320 --> 00:05:03.320]  所以信主跟隨主的人
[00:05:03.320 --> 00:05:07.920]  會像耶穌一樣喝他所喝過的杯子
[00:05:08.320 --> 00:05:12.680]  並且彼得應該會知道
[00:05:12.680 --> 00:05:16.160]  他跟隨耶穌的下場會是怎樣
[00:05:16.160 --> 00:05:19.040]  然後他又說到
[00:05:19.040 --> 00:05:21.320]  他是一個能夠分享將來
[00:05:21.320 --> 00:05:23.520]  所要顯現榮耀的人
[00:05:23.520 --> 00:05:29.440]  彼得對耶穌苦難的見證
[00:05:29.440 --> 00:05:31.560]  以及參與
[00:05:31.560 --> 00:05:36.960]  其實就等同與基督一同受苦
[00:05:37.320 --> 00:05:39.360]  所以他很知道將來
[00:05:39.360 --> 00:05:41.720]  當上主得榮耀的時候
[00:05:41.720 --> 00:05:46.240]  他也能夠分享上主的榮耀和快樂
[00:05:46.240 --> 00:05:48.000]  所以他就是這樣
[00:05:48.000 --> 00:05:51.320]  用這三個的身份
[00:05:51.320 --> 00:05:55.880]  跟當時教會的長老去勸勉
[00:05:55.880 --> 00:05:59.640]  其實今天我們讀這段經文的時候
[00:05:59.640 --> 00:06:02.200]  我們就知道這些長老
[00:06:02.200 --> 00:06:04.560]  不單止是全職教會
[00:06:04.760 --> 00:06:09.480]  服侍、受薪或者是義工
