
[00:00:00.000 --> 00:00:06.040]  為什麼我們對聖靈有一種莫名的恐懼
[00:00:06.040 --> 00:00:10.680]  其實這種恐懼有時也會有種很有趣的感受
[00:00:10.680 --> 00:00:12.380]  當然我自己這樣想
[00:00:12.380 --> 00:00:15.440]  會不會昔日我們英文聖經的翻譯
[00:00:15.440 --> 00:00:16.920]  是令我們很恐懼呢?
[00:00:16.920 --> 00:00:18.280]  因為我以前也說過
[00:00:18.280 --> 00:00:20.240]  以前對於聖靈的翻譯
[00:00:20.240 --> 00:00:22.480]  英文就是Holy Ghost
[00:00:22.480 --> 00:00:23.760]  是聖鬼而已
[00:00:23.760 --> 00:00:26.240]  你想起Ghost多數都不是好東西
[00:00:26.240 --> 00:00:28.920]  加個聖字也沒什麼作用
[00:00:28.920 --> 00:00:30.240]  壞東西就是壞東西
[00:00:30.240 --> 00:00:31.160]  Holy Ghost
[00:00:31.160 --> 00:00:33.880]  當然到了近代的翻譯就好一點
[00:00:33.880 --> 00:00:36.040]  就說是Holy Spirit
[00:00:36.040 --> 00:00:38.120]  是一種靈界的東西
[00:00:38.120 --> 00:00:40.320]  但是靈界對於我們來說
[00:00:40.320 --> 00:00:45.680]  都是一些很抽象或者很神秘的情況
[00:00:45.680 --> 00:00:47.640]  甚至耶穌自己也說
[00:00:47.640 --> 00:00:49.720]  耶穌說沒有人見過風
[00:00:49.720 --> 00:00:51.920]  但是你見到風的果效
[00:00:51.920 --> 00:00:54.040]  同樣的聖靈就是這樣
[00:00:54.040 --> 00:00:55.400]  沒有人可能見過聖靈
[00:00:55.400 --> 00:01:00.640]  不過你可以見到聖靈在人生命裏的果效
[00:01:00.640 --> 00:01:03.200]  所以當我們去到聖靈的時候
[00:01:03.200 --> 00:01:06.200]  有時候就會有一種神秘感
[00:01:06.200 --> 00:01:08.880]  甚至我們對聖靈好像摸不到
[00:01:08.880 --> 00:01:10.120]  我記得有一次
[00:01:10.120 --> 00:01:12.320]  我和一位長輩聊天的時候
[00:01:12.320 --> 00:01:14.400]  這位長輩甚至說了一句話
[00:01:14.400 --> 00:01:16.640]  我當時是很害怕的
[00:01:16.640 --> 00:01:18.720]  因為同福曾經有一段時間
[00:01:18.720 --> 00:01:21.280]  也有很多人對我們有不同的看法的時候
[00:01:21.280 --> 00:01:24.000]  有些長輩也是給我很多提醒的
[00:01:24.000 --> 00:01:25.800]  我是很尊重這些長輩
[00:01:25.800 --> 00:01:27.560]  他們很多時候都會提醒我
[00:01:27.560 --> 00:01:29.000]  小心點 何牧師
[00:01:29.000 --> 00:01:30.480]  我們回到聖經
[00:01:30.480 --> 00:01:31.640]  我們一定要看聖經
[00:01:31.640 --> 00:01:33.920]  我絕對覺得認同的
[00:01:33.920 --> 00:01:36.320]  我們一定要回來看聖經
[00:01:36.320 --> 00:01:38.720]  但是最奇怪就是有一次有位長輩跟我說
[00:01:38.720 --> 00:01:43.120]  現在的詩歌經常都唱聖靈啊 聖靈啊
[00:01:43.120 --> 00:01:45.600]  聖靈是主啊 聖靈是神啊
[00:01:45.600 --> 00:01:47.040]  他居然跟我說了一句話
[00:01:47.040 --> 00:01:48.680]  他說聖靈不是神
[00:01:48.680 --> 00:01:52.360]  我心裏不敢反駁他
[00:01:52.360 --> 00:01:53.640]  因為他是長輩
[00:01:53.640 --> 00:01:56.200]  你知道我很害怕見到長輩
[00:01:56.200 --> 00:01:58.200]  我又不敢反駁他
[00:01:58.200 --> 00:01:59.480]  有時候我也會覺得
[00:01:59.480 --> 00:02:00.640]  有時候不同的人
[00:02:00.640 --> 00:02:03.080]  對於聖靈可能有不同的看法
[00:02:03.080 --> 00:02:05.160]  我也不想去覺得
[00:02:05.160 --> 00:02:07.560]  人家一定是對還是錯
[00:02:07.560 --> 00:02:10.080]  究竟聖經怎樣說聖靈
[00:02:10.080 --> 00:02:12.680]  甚至當我們回看《司徒信經》
[00:02:12.680 --> 00:02:14.440]  去到第三部分的時候
[00:02:14.440 --> 00:02:16.800]  他說「我信聖靈」
[00:02:16.800 --> 00:02:18.880]  跟著「聖而公的教會」
[00:02:18.880 --> 00:02:20.160]  「我信聖徒相通」
[00:02:20.160 --> 00:02:21.200]  「我信聚德赦免」
[00:02:21.200 --> 00:02:21.960]  「我信復活」
[00:02:21.960 --> 00:02:22.960]  「我信永生」
[00:02:22.960 --> 00:02:25.120]  好像很多人解讀
[00:02:25.120 --> 00:02:27.600]  《司徒信經》去到第三部分的時候
[00:02:27.600 --> 00:02:28.480]  他們會說
[00:02:28.480 --> 00:02:30.640]  「你說聖靈就一句而已」
[00:02:30.640 --> 00:02:32.480]  「我信聖靈就完了」
[00:02:32.480 --> 00:02:35.040]  所以《司徒信經》對聖靈的工作
[00:02:35.040 --> 00:02:36.360]  也不是很看重
[00:02:36.360 --> 00:02:38.040]  我反而不是這樣看
[00:02:38.040 --> 00:02:41.360]  我反而回看第三部分的《司徒信經》
[00:02:41.360 --> 00:02:44.360]  我反而用另一個層面去解讀
[00:02:44.360 --> 00:02:45.200]  就是說
[00:02:45.200 --> 00:02:47.160]  當他說「我信聖靈」
[00:02:47.160 --> 00:02:48.440]  「聖而公的教會」
[00:02:48.440 --> 00:02:49.800]  「我信聖徒相通」
[00:02:49.800 --> 00:02:54.400]  其實在我們整個信仰的人生當中
[00:02:54.400 --> 00:02:56.200]  大家從我們信耶穌
[00:02:56.200 --> 00:02:58.120]  大家從教會的建立
[00:02:58.120 --> 00:03:01.960]  其實都不能夠沒有聖靈的工作
[00:03:01.960 --> 00:03:03.920]  我這樣說不是大膽
[00:03:03.920 --> 00:03:05.080]  我這樣說是今天
