
[00:00:00.000 --> 00:00:02.940]  我們的訊息在約翰一書
[00:00:02.940 --> 00:00:07.380]  約翰一書也是約翰在年老的時候
[00:00:07.380 --> 00:00:12.460]  唯一還存活在當時第一世紀
[00:00:12.460 --> 00:00:16.540]  存活的主的十二門徒當中的一位
[00:00:16.540 --> 00:00:18.540]  他所寫的
[00:00:18.540 --> 00:00:21.380]  所以在上一次我已經講過
[00:00:21.380 --> 00:00:26.580]  那在今天的前言我也很快給各位複習
[00:00:26.580 --> 00:00:30.580]  可能過去幾個禮拜
[00:00:30.580 --> 00:00:33.280]  上次沒有聽到我所講的訊息
[00:00:33.280 --> 00:00:35.280]  也藉著前言的複習
[00:00:35.280 --> 00:00:38.580]  讓各位很快的了解上次所講的
[00:00:38.580 --> 00:00:41.080]  在前言裡面第一點我講到
[00:00:41.080 --> 00:00:43.080]  約翰福音
[00:00:43.080 --> 00:00:47.080]  我們現在好幾個團企都在查考約翰福音
[00:00:47.080 --> 00:00:49.080]  當我們查考約翰福音的時候
[00:00:49.080 --> 00:00:51.080]  不可忘記
[00:00:51.080 --> 00:00:53.080]  約翰福音的主要的目的
[00:00:53.080 --> 00:00:55.080]  是要讓我們知道
[00:00:55.080 --> 00:00:57.080]  耶穌是神
[00:00:57.080 --> 00:00:59.080]  藉著祂我們可以得到
[00:00:59.080 --> 00:01:01.080]  那永恆的生命
[00:01:01.080 --> 00:01:03.080]  耶穌是神
[00:01:03.080 --> 00:01:07.080]  永恆的生命在祂裡面
[00:01:07.080 --> 00:01:09.080]  除了祂
[00:01:09.080 --> 00:01:11.080]  我們沒有能到父那裡去
[00:01:11.080 --> 00:01:15.080]  我們可以得到那永恆復活的生命
[00:01:15.080 --> 00:01:17.080]  約翰一書是什麼
[00:01:17.080 --> 00:01:19.080]  約翰一書的主題是讓我們
[00:01:19.080 --> 00:01:21.080]  得到這豐盛的神的生命
[00:01:21.080 --> 00:01:23.080]  在教會的生活
[00:01:23.080 --> 00:01:25.080]  在團聚的生活
[00:01:25.080 --> 00:01:27.080]  在彼此建造的生活裡面
[00:01:27.080 --> 00:01:29.080]  我們得到更豐盛的生命
[00:01:29.080 --> 00:01:31.080]  我們沒有一個父母
[00:01:31.080 --> 00:01:33.080]  願意
[00:01:33.080 --> 00:01:35.080]  兒女生下來之後
[00:01:35.080 --> 00:01:37.080]  他有生命就醒了
[00:01:37.080 --> 00:01:39.080]  我們願意他成長
[00:01:39.080 --> 00:01:41.080]  健康
[00:01:41.080 --> 00:01:43.080]  神也是如此
[00:01:43.080 --> 00:01:45.080]  當我們有神的生命的時候
[00:01:45.080 --> 00:01:47.080]  神願意我們成長
[00:01:47.080 --> 00:01:49.080]  可以彰顯祂自己的榮耀
[00:01:49.080 --> 00:01:51.080]  這是神的本質
[00:01:51.080 --> 00:01:53.080]  本意
[00:01:53.080 --> 00:01:55.080]  所以這兩點
[00:01:55.080 --> 00:01:57.080]  假如各位記得
[00:01:57.080 --> 00:01:59.080]  以後我們讀約翰一書的時候
[00:01:59.080 --> 00:02:01.080]  我們就可以知道
[00:02:01.080 --> 00:02:05.080]  約翰一書讓我們得到那更豐盛的生命
[00:02:05.080 --> 00:02:08.080]  除非我們還沒有那生命
[00:02:08.080 --> 00:02:10.080]  我們讀約翰一書
[00:02:10.080 --> 00:02:12.080]  就沒有意義
[00:02:12.080 --> 00:02:14.080]  曾經有一個傳道人
[00:02:14.080 --> 00:02:16.080]  這樣講
[00:02:16.080 --> 00:02:18.080]  陪靈慧
[00:02:18.080 --> 00:02:19.080]  很好
[00:02:19.080 --> 00:02:21.080]  如果沒有靈就不能陪
[00:02:21.080 --> 00:02:23.080]  這表示什麼
[00:02:23.080 --> 00:02:24.080]  如果沒有生命的話
[00:02:24.080 --> 00:02:26.080]  我們再陪靈
[00:02:26.080 --> 00:02:28.080]  陪不起來
[00:02:28.080 --> 00:02:30.080]  約翰一書
[00:02:30.080 --> 00:02:33.080]  給我們一個目標
[00:02:33.080 --> 00:02:35.080]  一個目的
[00:02:35.080 --> 00:02:37.080]  老約翰
[00:02:37.080 --> 00:02:40.080]  要我們在地上團聚的時候
[00:02:40.080 --> 00:02:42.080]  經歷那真實的生命
[00:02:42.080 --> 00:02:44.080]  使這真實的生命
[00:02:44.080 --> 00:02:46.080]  在我們人生道路中
[00:02:46.080 --> 00:02:49.080]  得到那更豐盛的生命
[00:02:49.080 --> 00:02:51.080]  這更豐盛的生命
[00:02:51.080 --> 00:02:54.080]  也就是讓我們人生有意義
[00:02:54.080 --> 00:02:57.080]  今天我們在受精班裡面
[00:02:57.080 --> 00:02:58.080]  我們也講到
[00:02:58.080 --> 00:03:01.080]  祂來是要讓我們得生命
[00:03:01.080 --> 00:03:03.080]  得得更豐盛
[00:03:03.080 --> 00:03:07.080]  這豐盛也可以用另外一句話說
[00:03:07.080 --> 00:03:11.080]  使我們的人生過得更有意義
[00:03:17.080 --> 00:03:20.080]  所以在上一次
[00:03:20.080 --> 00:03:22.080]  講道裡面我也提到
[00:03:22.080 --> 00:03:27.080]  因為在前面第一章的第五節到第十節裡面
[00:03:27.080 --> 00:03:29.080]  有一個字一直出現
[00:03:29.080 --> 00:03:31.080]  欺騙欺騙
[00:03:31.080 --> 00:03:33.080]  說謊說謊
[00:03:33.080 --> 00:03:37.080]  所以在前一講的信息裡面我提到
[00:03:37.080 --> 00:03:40.080]  當我們說謊
[00:03:40.080 --> 00:03:43.080]  是對人說謊
[00:03:43.080 --> 00:03:47.080]  慢慢習慣自己
[00:03:47.080 --> 00:03:49.080]  就成為一個說謊人
[00:03:49.080 --> 00:03:52.080]  當我們自己成為一個說謊人
[00:03:52.080 --> 00:03:53.080]  更嚴重的是
[00:03:53.080 --> 00:03:56.080]  我們也向神說謊
[00:03:56.080 --> 00:03:58.080]  當我們這樣做的時候
[00:03:58.080 --> 00:04:02.080]  約翰一書第一章第十節說
[00:04:02.080 --> 00:04:07.080]  真理就不在我們裡面
[00:04:07.080 --> 00:04:11.080]  當我們說謊成為習慣
[00:04:11.080 --> 00:04:13.080]  那換句話說
[00:04:13.080 --> 00:04:16.080]  根本就沒有神的生命在我們裡面
[00:04:16.080 --> 00:04:21.080]  有時候我們小孩子是很天真的
[00:04:21.080 --> 00:04:24.080]  有時候假如看到某某小孩
[00:04:24.080 --> 00:04:26.080]  我說你的父母呢
[00:04:26.080 --> 00:04:28.080]  小孩很天真
[00:04:28.080 --> 00:04:31.080]  他說我父母做什麼
[00:04:31.080 --> 00:04:33.080]  可是假如你有機會再問父母
[00:04:33.080 --> 00:04:34.080]  怎麼禮拜天沒看到的
[00:04:34.080 --> 00:04:39.080]  他講法就跟小孩不一樣
[00:04:39.080 --> 00:04:42.080]  有時候我都很難為情
[00:04:42.080 --> 00:04:46.080]  小孩講的話他不會編一套
[00:04:46.080 --> 00:04:49.080]  可是父母講的話就不一樣了
[00:04:49.080 --> 00:04:51.080]  那我說何必呢
[00:04:51.080 --> 00:04:54.080]  假如你要辦什麼你就去辦吧
[00:04:54.080 --> 00:04:56.080]  我也不會定你的罪
[00:04:56.080 --> 00:04:57.080]  不會審判你
[00:04:57.080 --> 00:04:59.080]  我也沒有權
[00:04:59.080 --> 00:05:02.080]  我不過是把神的話語講出來
[00:05:02.080 --> 00:05:05.080]  所以欺騙在這一段裡面很可怕
[00:05:05.080 --> 00:05:07.080]  當我們習慣了之後
[00:05:07.080 --> 00:05:14.080]  自己也就成為毫無不在意的
[00:05:14.080 --> 00:05:15.080]  更可怕的時候
[00:05:15.080 --> 00:05:18.080]  我們就欺騙若是對神的話
[00:05:18.080 --> 00:05:21.080]  真理就不在我們裡面
[00:05:21.080 --> 00:05:24.080]  所以第三點C
[00:05:24.080 --> 00:05:28.080]  第二點裡面我就記得
[00:05:28.080 --> 00:05:32.080]  上次美國前總統
[00:05:32.080 --> 00:05:34.080]  Abraham Lincoln講一句話
[00:05:34.080 --> 00:05:36.080]  我覺得很有意思
[00:05:36.080 --> 00:05:39.080]  他說欺騙人的人
[00:05:39.080 --> 00:05:40.080]  說謊者
[00:05:40.080 --> 00:05:44.080]  他的記性要特別好
[00:05:44.080 --> 00:05:46.080]  為什麼他記性不好的話
[00:05:46.080 --> 00:05:50.080]  他拆自己的台
[00:05:50.080 --> 00:05:51.080]  所以我們以後
[00:05:51.080 --> 00:05:52.080]  假如不講實話的時候
[00:05:52.080 --> 00:05:56.080]  你們要特別記下來
[00:05:56.080 --> 00:06:01.080]  否則你自己都會拆你自己的台
[00:06:01.080 --> 00:06:04.080]  第三點我上次也講過
[00:06:04.080 --> 00:06:08.080]  讀聖經我們可以得到知識
[00:06:08.080 --> 00:06:12.080]  有時候我看某某人的聖經
[00:06:12.080 --> 00:06:14.080]  黃色的筆
[00:06:14.080 --> 00:06:16.080]  紅色的筆
[00:06:16.080 --> 00:06:17.080]  藍色的筆
[00:06:17.080 --> 00:06:18.080]  畫了一大堆
[00:06:18.080 --> 00:06:22.080]  我說這個真的下功夫讀聖經
[00:06:22.080 --> 00:06:24.080]  可是要看第二點
[00:06:24.080 --> 00:06:27.080]  相信聖經的人
[00:06:27.080 --> 00:06:30.080]  他才有真正的平安
[00:06:30.080 --> 00:06:33.080]  讀聖經不錯已經第一步了
[00:06:33.080 --> 00:06:34.080]  可是你不讀聖經
[00:06:34.080 --> 00:06:37.080]  你怎麼能相信聖經
[00:06:37.080 --> 00:06:41.080]  可是神不是要讓我們單單讀聖經
[00:06:41.080 --> 00:06:46.080]  神要讓我們可以享受他的平安
[00:06:46.080 --> 00:06:49.080]  相信聖經可以得到平安
[00:06:49.080 --> 00:06:51.080]  可是聖經的目的
[00:06:51.080 --> 00:06:53.080]  不只是讓我們得平安
[00:06:53.080 --> 00:06:55.080]  聖經的目的
[00:06:55.080 --> 00:06:58.080]  在約翰一書裡面也給我們講到
[00:06:58.080 --> 00:07:01.080]  是讓我們不但相信
[00:07:01.080 --> 00:07:04.080]  不但知道我們得到平安
[00:07:04.080 --> 00:07:07.080]  更是遵循聖經
[00:07:07.080 --> 00:07:11.080]  使我們可以得到聖潔
[00:07:11.080 --> 00:07:15.080]  所以這前言大致這樣講
[00:07:15.080 --> 00:07:17.080]  我們就進入今天的大課
[00:07:17.080 --> 00:07:20.080]  在今天第二章
[00:07:20.080 --> 00:07:23.080]  第一節到第六節裡面
[00:07:23.080 --> 00:07:25.080]  在約翰一書
[00:07:25.080 --> 00:07:32.080]  約翰用七個對比來跟我們講
[00:07:32.080 --> 00:07:34.080]  在約翰一書的信息
[00:07:34.080 --> 00:07:36.080]  很多時候我們用對比
[00:07:36.080 --> 00:07:37.080]  我們就很容易記
[00:07:37.080 --> 00:07:39.080]  這對比是什麼
[00:07:39.080 --> 00:07:43.080]  在約翰第一章到第二章裡面
[00:07:43.080 --> 00:07:44.080]  有一個對比
[00:07:44.080 --> 00:07:50.080]  就是光與黑暗的對比
[00:07:50.080 --> 00:07:53.080]  當我們把這總共有七個
[00:07:53.080 --> 00:07:55.080]  我們就會講到
[00:07:55.080 --> 00:07:57.080]  負與世界的對比
[00:07:57.080 --> 00:08:02.080]  真理與荒謬的真理的對比
[00:08:02.080 --> 00:08:05.080]  基督與假基督的對比
[00:08:05.080 --> 00:08:08.080]  這七個對比當你記得的話
[00:08:08.080 --> 00:08:12.080]  你約翰一書大概你就不會忘記
[00:08:12.080 --> 00:08:16.080]  有很多重要的真理你都會得到
[00:08:16.080 --> 00:08:19.080]  第一個對比是光和黑暗的對比
[00:08:19.080 --> 00:08:21.080]  當講到光和黑暗的對比
[00:08:21.080 --> 00:08:24.080]  我們就要明白光是什麼
[00:08:24.080 --> 00:08:26.080]  黑暗是什麼
[00:08:26.080 --> 00:08:28.080]  那在這裡我上次也講了
[00:08:28.080 --> 00:08:30.080]  光是代表神
[00:08:30.080 --> 00:08:31.080]  在整個聖經裡面
[00:08:31.080 --> 00:08:33.080]  神用光明
[00:08:33.080 --> 00:08:35.080]  用光來代表
[00:08:35.080 --> 00:08:36.080]  主耶穌說
[00:08:36.080 --> 00:08:37.080]  祂來到世間
[00:08:37.080 --> 00:08:39.080]  世人因自己的罪
[00:08:39.080 --> 00:08:41.080]  行為是惡的
[00:08:41.080 --> 00:08:42.080]  不愛光
[00:08:42.080 --> 00:08:44.080]  倒害愛黑暗
[00:08:44.080 --> 00:08:47.080]  定他們的罪就在此
[00:08:47.080 --> 00:08:48.080]  所以換句話說
[00:08:48.080 --> 00:08:50.080]  主耶穌來到地上的時候
[00:08:50.080 --> 00:08:52.080]  祂就是光
[00:08:52.080 --> 00:08:53.080]  犯罪的
[00:08:53.080 --> 00:08:54.080]  祂不願意救光
[00:08:54.080 --> 00:08:57.080]  祂就恨惡這個光
[00:08:57.080 --> 00:08:59.080]  神定他們的罪
[00:08:59.080 --> 00:09:04.080]  是因為他們不願意來救光
[00:09:04.080 --> 00:09:06.080]  在聖經裡面
[00:09:06.080 --> 00:09:13.080]  黑暗也是講到魔鬼的詮釋
[00:09:13.080 --> 00:09:16.080]  講到罪的象徵
[00:09:16.080 --> 00:09:22.080]  既然我們在前一講講到說謊說謊
[00:09:22.080 --> 00:09:23.080]  有一節聖經
[00:09:23.080 --> 00:09:26.080]  在約翰福音第八章四十四節這裡說
[00:09:26.080 --> 00:09:33.080]  魔鬼就是說謊人的父
[00:09:33.080 --> 00:09:34.080]  所以從起初
[00:09:34.080 --> 00:09:35.080]  祂就是殺人
[00:09:35.080 --> 00:09:41.080]  就是說謊
[00:09:41.080 --> 00:09:50.080]  神就是光
[00:09:50.080 --> 00:09:56.080]  我們在護衛節會有兩位受洗
[00:09:56.080 --> 00:09:59.080]  我今天也跟在上課的時候
[00:09:59.080 --> 00:10:02.080]  我特別講
[00:10:02.080 --> 00:10:05.080]  受洗是一個儀式
[00:10:05.080 --> 00:10:08.080]  不單單是一個儀式
[00:10:08.080 --> 00:10:12.080]  乃是聖經給我們的命令
[00:10:12.080 --> 00:10:16.080]  聖經給我們一個應許
[00:10:16.080 --> 00:10:20.080]  聖經給我們一條道路
[00:10:20.080 --> 00:10:22.080]  當我們受洗的時候
[00:10:22.080 --> 00:10:24.080]  是因為我們已經信主了
[00:10:24.080 --> 00:10:26.080]  我們才受洗
[00:10:26.080 --> 00:10:28.080]  假如我們還沒有信主
[00:10:28.080 --> 00:10:30.080]  我們受洗是相反
[00:10:30.080 --> 00:10:31.080]  不是聖經所講
[00:10:31.080 --> 00:10:32.080]  聖經說
[00:10:32.080 --> 00:10:35.080]  當我們信而受洗
[00:10:35.080 --> 00:10:40.080]  是信在先受洗在後
[00:10:40.080 --> 00:10:42.080]  受洗是什麼意義呢
[00:10:42.080 --> 00:10:45.080]  受洗是把我們所相信的
[00:10:45.080 --> 00:10:47.080]  歸榮耀給神
[00:10:47.080 --> 00:10:49.080]  因為我們一切所得到的
[00:10:49.080 --> 00:10:52.080]  神為我們成就的救恩
[00:10:52.080 --> 00:10:54.080]  是從祂開始的
[00:10:54.080 --> 00:10:58.080]  沒有任何功勞是我們自己的
[00:10:58.080 --> 00:10:59.080]  所以我們知道
[00:10:59.080 --> 00:11:02.080]  把榮耀歸給祂
[00:11:02.080 --> 00:11:04.080]  受洗的第一個
[00:11:04.080 --> 00:11:05.080]  第二
[00:11:05.080 --> 00:11:07.080]  受洗是什麼
