
[00:00:00.000 --> 00:00:03.000]  或者我們先低頭禱告
[00:00:03.000 --> 00:00:05.000]  低頭的時候我們讓神的話
[00:00:05.000 --> 00:00:08.000]  在我們的心裡面去工作
[00:00:08.000 --> 00:00:12.000]  能夠和弟兄姊妹一起去讀聖經的話語
[00:00:12.000 --> 00:00:14.000]  是好得無比
[00:00:14.000 --> 00:00:17.000]  因為無論這個世界怎樣轉
[00:00:17.000 --> 00:00:19.000]  怎樣變
[00:00:19.000 --> 00:00:20.000]  有一樣東西不變
[00:00:20.000 --> 00:00:22.000]  雖然神是不變
[00:00:22.000 --> 00:00:25.000]  但是聖經是今天
[00:00:25.000 --> 00:00:28.000]  神在地上唯一留給我們的
[00:00:28.000 --> 00:00:32.000]  你說這些話語一點一滴都不會廢去
[00:00:32.000 --> 00:00:34.000]  雖然世界不斷動盪
[00:00:34.000 --> 00:00:36.000]  我們看到很多的戰爭
[00:00:36.000 --> 00:00:38.000]  我們看到很多的恐怖分子
[00:00:38.000 --> 00:00:41.000]  開始越來越難去想像
[00:00:41.000 --> 00:00:45.000]  他們能夠這樣去殘殺人與人之間的關係
[00:00:45.000 --> 00:00:49.000]  但是求神祢的話語藏在我們心裡面
[00:00:49.000 --> 00:00:52.000]  以致我們能夠得到祢的益處
[00:00:52.000 --> 00:00:54.000]  多謝祢讓我們明白
[00:00:54.000 --> 00:00:55.000]  讓我們有悟性
[00:00:55.000 --> 00:00:58.000]  也讓我們有時間在這裡去聽
[00:00:58.000 --> 00:00:59.000]  求聖靈感動我們每一個
[00:00:59.000 --> 00:01:01.000]  禱告交託奉命的名球
[00:01:01.000 --> 00:01:02.000]  Amen
[00:01:02.000 --> 00:01:06.000]  今天想和大家去講一個題目
[00:01:06.000 --> 00:01:09.000]  叫做聖潔的描繪
[00:01:09.000 --> 00:01:13.000]  這個經文是大家很熟悉的
[00:01:13.000 --> 00:01:15.000]  我一打開你們就一定知道
[00:01:15.000 --> 00:01:18.000]  如果你們有聖經就打開它吧
[00:01:18.000 --> 00:01:20.000]  我不知道你們有誰有聖經
[00:01:20.000 --> 00:01:23.000]  現在每個人都拿著一本電子版
[00:01:23.000 --> 00:01:26.000]  今天會用時間和大家重溫這個經文
[00:01:26.000 --> 00:01:29.000]  讓大家去看一個不同的角度
[00:01:29.000 --> 00:01:34.000]  我嘗試用一個不同的角度去了解這段經文
[00:01:34.000 --> 00:01:37.000]  沒有見大家兩個月
[00:01:37.000 --> 00:01:43.000]  兩個月之前我去了紐約探望父母
[00:01:43.000 --> 00:01:47.000]  如果我的大英姐妹都知道
[00:01:47.000 --> 00:01:57.000]  我的父母在紐約東岸有間屋
[00:01:57.000 --> 00:01:59.000]  他們住在那裡
[00:01:59.000 --> 00:02:04.000]  他們的小屋全部都是這樣的田
[00:02:04.000 --> 00:02:08.000]  這個田是我父母每天花的時間
[00:02:08.000 --> 00:02:13.000]  和我母親的時間在這個田裡挖掘
[00:02:13.000 --> 00:02:16.000]  他們很用心去種植
[00:02:16.000 --> 00:02:20.000]  你看到他們有很多種菜
[00:02:20.000 --> 00:02:30.000]  菜心、芥菜、芥蘭
[00:02:30.000 --> 00:02:33.000]  最難種植的是甕菜
[00:02:33.000 --> 00:02:36.000]  誰知道甕菜怎麼種的?不知道
[00:02:36.000 --> 00:02:38.000]  他們小時候從小到大都無農
[00:02:38.000 --> 00:02:41.000]  所以他們長大後重操故業
[00:02:41.000 --> 00:02:43.000]  回到小時候做
[00:02:43.000 --> 00:02:45.000]  他們退休後就很享受
[00:02:45.000 --> 00:02:48.000]  你看到田很整齊
[00:02:48.000 --> 00:02:49.000]  兩邊是菜
[00:02:49.000 --> 00:02:51.000]  這一塊是種田
[00:02:51.000 --> 00:02:53.000]  這一塊是種菜心
[00:02:53.000 --> 00:02:56.000]  這一塊是種甕菜
[00:02:56.000 --> 00:02:59.000]  這一塊是種芥蘭等等
[00:02:59.000 --> 00:03:00.000]  甕菜很難種的
[00:03:00.000 --> 00:03:02.000]  因為甕菜是用水的
[00:03:02.000 --> 00:03:05.000]  如果你在大水的地方泡著
[00:03:05.000 --> 00:03:06.000]  你才能種到
[00:03:06.000 --> 00:03:08.000]  我爸爸有能本事
[00:03:08.000 --> 00:03:11.000]  他把菜放在竹子上
[00:03:11.000 --> 00:03:12.000]  每天用水去澆
[00:03:12.000 --> 00:03:14.000]  很用心去種
