
[00:00:00.000 --> 00:00:04.000]  今天看到以色列記大現象
[00:00:04.000 --> 00:00:07.000]  由第一章開始講到
[00:00:07.000 --> 00:00:09.000]  秘魯的以色列人
[00:00:09.000 --> 00:00:12.000]  見到波斯王古烈
[00:00:12.000 --> 00:00:16.000]  容許他們返回耶路撒冷重建聖地的時候
[00:00:16.000 --> 00:00:17.000]  他們就很興奮
[00:00:17.000 --> 00:00:19.000]  因為先知曾經預言
[00:00:19.000 --> 00:00:21.000]  秘魯七十年後便回歸
[00:00:21.000 --> 00:00:24.000]  現在波斯王容許的時候
[00:00:24.000 --> 00:00:26.000]  正是預言的實現
[00:00:26.000 --> 00:00:30.000]  當時有一部份的人大概五萬人左右
[00:00:30.000 --> 00:00:34.000]  和索羅巴伯和大祭司耶穌亞
[00:00:34.000 --> 00:00:36.000]  一齊返回耶路撒冷
[00:00:36.000 --> 00:00:39.000]  目的是重建聖地
[00:00:39.000 --> 00:00:42.000]  只可惜好景不常
[00:00:42.000 --> 00:00:44.000]  敵人的攻擊
[00:00:44.000 --> 00:00:46.000]  在第四章講到
[00:00:46.000 --> 00:00:50.000]  敵人用很多手段來恐嚇他們
[00:00:50.000 --> 00:00:52.000]  令他們手發軟
[00:00:52.000 --> 00:00:53.000]  搞亂了他們
[00:00:53.000 --> 00:00:56.000]  甚至請了一些謀士
[00:00:56.000 --> 00:00:58.000]  去到皇帝面前來狀告他們
[00:00:58.000 --> 00:01:00.000]  結果當時的皇帝
[00:01:00.000 --> 00:01:02.000]  信了這些謀士
[00:01:02.000 --> 00:01:04.000]  令他們停工
[00:01:04.000 --> 00:01:05.000]  由何時開始
[00:01:05.000 --> 00:01:08.000]  由第四章第五節和第四章二十四節告訴我們
[00:01:08.000 --> 00:01:10.000]  由波斯王古烈的年間
[00:01:10.000 --> 00:01:13.000]  直至到波斯王大利烏登基的時候
[00:01:13.000 --> 00:01:15.000]  他就賄賂謀士
[00:01:15.000 --> 00:01:17.000]  敗壞了他的謀算
[00:01:17.000 --> 00:01:19.000]  最終結果二十四節這樣說
[00:01:19.000 --> 00:01:23.000]  在耶路撒冷城的電力工程就停了下來
[00:01:23.000 --> 00:01:27.000]  直至到大利烏王第二年
[00:01:27.000 --> 00:01:31.000]  由古烈王到大利烏王究竟是多長時間
[00:01:31.000 --> 00:01:34.000]  可以說是波斯帝國裡頭的三個皇帝
[00:01:34.000 --> 00:01:37.000]  第一個皇帝就是古烈王
[00:01:37.000 --> 00:01:39.000]  但當古烈王去世之後
[00:01:39.000 --> 00:01:42.000]  另一個皇帝叫做岡比西斯
[00:01:42.000 --> 00:01:45.000]  聖經裡沒有提及這個皇帝的名字
[00:01:45.000 --> 00:01:46.000]  他離開了之後
[00:01:46.000 --> 00:01:47.000]  或者下台之後
[00:01:47.000 --> 00:01:50.000]  就到了另一個皇帝大利烏一世
[00:01:50.000 --> 00:01:52.000]  這裡說的大利烏王
[00:01:52.000 --> 00:01:57.000]  由古烈王經過岡比西斯到大利烏王這段時間
[00:01:57.000 --> 00:01:59.000]  建造工程
[00:01:59.000 --> 00:02:02.000]  聖殿的工程就停止了
[00:02:02.000 --> 00:02:04.000]  究竟幾長日子很難統計
[00:02:04.000 --> 00:02:06.000]  大概我估計超過十年
[00:02:06.000 --> 00:02:08.000]  甚至可能接近二十年
[00:02:08.000 --> 00:02:10.000]  十多二十年的時間裡
[00:02:10.000 --> 00:02:11.000]  停止了聖殿
[00:02:11.000 --> 00:02:12.000]  其實是興建
[00:02:12.000 --> 00:02:14.000]  不興建聖殿那做什麼
[00:02:14.000 --> 00:02:17.000]  很自然的 當然是顧自己的生活
[00:02:17.000 --> 00:02:18.000]  自己的生活
[00:02:18.000 --> 00:02:20.000]  當然要顧自己的家
[00:02:20.000 --> 00:02:22.000]  自己的生活所需
[00:02:22.000 --> 00:02:25.000]  於是他們把時間放在自己的生活裡
[00:02:25.000 --> 00:02:28.000]  因為耶路撒冷本身被破壞了
[00:02:28.000 --> 00:02:30.000]  都要建自己的家
[00:02:30.000 --> 00:02:32.000]  有自己的生活裡
[00:02:32.000 --> 00:02:34.000]  十多二十年的時候
[00:02:34.000 --> 00:02:36.000]  這群回歸以色列人
[00:02:36.000 --> 00:02:40.000]  放下了原初耶路撒冷的一個重要目標
[00:02:40.000 --> 00:02:41.000]  重建聖殿
[00:02:41.000 --> 00:02:47.000]  現在就是為自己的生活去奔波
[00:02:47.000 --> 00:02:50.000]  把上帝的旨意放在一邊
[00:02:50.000 --> 00:02:54.000]  到了第五章的時候
[00:02:54.000 --> 00:02:57.000]  神就敵先知哈蓋
[00:02:57.000 --> 00:02:59.000]  和另一個先知撒加利亞
[00:02:59.000 --> 00:03:02.000]  就激勵他們要重新起來
[00:03:02.000 --> 00:03:04.000]  重建上帝的旨意
[00:03:04.000 --> 00:03:07.000]  因為這個就是你當初回到耶路撒冷的目的
[00:03:07.000 --> 00:03:10.000]  我們先看第五章的第一至第五節
[00:03:10.000 --> 00:03:13.000]  我們一起來讀這五節聖經
[00:03:13.000 --> 00:03:14.000]  預備起
[00:03:14.000 --> 00:03:19.000]  那時先知哈蓋和亦多的孫子撒加利亞
[00:03:19.000 --> 00:03:21.000]  奉以色列神的名
[00:03:21.000 --> 00:03:27.000]  向猶太和耶路撒冷猶太人說勸勉的話
[00:03:27.000 --> 00:03:34.000]  於是撒拉齊的兒子所羅巴伯和約撒達的兒子耶穌亞
[00:03:34.000 --> 00:03:38.000]  都起來動手建造耶路撒冷的聖殿
[00:03:38.000 --> 00:03:42.000]  有神的先知在那裡幫助他們
[00:03:42.000 --> 00:03:48.000]  當時河西的總督達賴和其他波斯賴
[00:03:48.000 --> 00:03:51.000]  並他們的同黨來問說
[00:03:51.000 --> 00:03:57.000]  誰幹止讓你們建造這地修成這牆呢?
[00:03:57.000 --> 00:04:03.000]  我們便告訴他們建造這殿的人叫什麼名字
[00:04:03.000 --> 00:04:07.000]  神的眼目看顧猶太的長老
[00:04:07.000 --> 00:04:11.000]  以致總督等沒有叫他們停工
[00:04:11.000 --> 00:04:14.000]  直到這時就告大利烏王
[00:04:14.000 --> 00:04:17.000]  得著他會回馭
[00:04:17.000 --> 00:04:19.000]  在第一和第二節就說
[00:04:19.000 --> 00:04:24.000]  當時先知的哈蓋和撒加利亞奉神的名
[00:04:24.000 --> 00:04:28.000]  向猶太人說勸勉的話
[00:04:28.000 --> 00:04:32.000]  鼓勵他們重新為上帝的殿建造
[00:04:32.000 --> 00:04:39.000]  於是所羅巴巴和耶穌亞和眾長老的心被激勵
[00:04:39.000 --> 00:04:44.000]  於是重新起來建造聖殿
[00:04:44.000 --> 00:04:46.000]  當我們看一段歷史的時候
[00:04:46.000 --> 00:04:48.000]  我們不可以不看哈蓋書
