
[00:00:00.000 --> 00:00:02.000]  凌智媚早晨
[00:00:02.000 --> 00:00:05.000]  很開心能夠和大家一起去經拜主
[00:00:05.000 --> 00:00:11.000]  埋怨抱怨投訴
[00:00:11.000 --> 00:00:17.000]  平時說幾句就很平常
[00:00:17.000 --> 00:00:21.000]  不唱快嘛調戲不順
[00:00:21.000 --> 00:00:26.000]  做事辛苦嘛
[00:00:26.000 --> 00:00:29.000]  我們都是人來的都是理解的
[00:00:31.000 --> 00:00:35.000]  但是表達心裡的感受就不是埋怨
[00:00:35.000 --> 00:00:39.000]  就是說很辛苦
[00:00:39.000 --> 00:00:41.000]  不是埋怨
[00:00:41.000 --> 00:00:43.000]  我們需要表達感受
[00:00:43.000 --> 00:00:45.000]  但是如果我們說
[00:00:45.000 --> 00:00:46.000]  最壞的是他
[00:00:46.000 --> 00:00:47.000]  他弄得我這麼辛苦
[00:00:47.000 --> 00:00:48.000]  這就是埋怨
[00:00:48.000 --> 00:00:53.000]  你說是他壞了
[00:00:53.000 --> 00:00:59.000]  我們是很慣常做這個動作的
[00:01:01.000 --> 00:01:04.000]  我們已經進入一個
[00:01:04.000 --> 00:01:07.000]  你不投訴你不埋怨
[00:01:07.000 --> 00:01:09.000]  你不是正常人的感覺
[00:01:09.000 --> 00:01:13.000]  但是我們要小心
[00:01:13.000 --> 00:01:16.000]  去抱怨或者埋怨
[00:01:16.000 --> 00:01:20.000]  其實就是將錯過錯的責任
[00:01:20.000 --> 00:01:21.000]  或者本來沒有錯
[00:01:21.000 --> 00:01:22.000]  不過你認為是錯
[00:01:22.000 --> 00:01:28.000]  這個責任就堆在別人的身上
[00:01:30.000 --> 00:01:31.000]  我住三樓
[00:01:31.000 --> 00:01:33.000]  上面還有十幾層
[00:01:33.000 --> 00:01:35.000]  坐電梯來
[00:01:35.000 --> 00:01:38.000]  到街上坐電梯
[00:01:38.000 --> 00:01:43.000]  上面層層停
[00:01:43.000 --> 00:01:47.000]  預了時間可以搭巴士
[00:01:47.000 --> 00:01:48.000]  知道巴士什麼時候到
[00:01:48.000 --> 00:01:50.000]  層層停
[00:01:50.000 --> 00:01:52.000]  來到我那裡
[00:01:52.000 --> 00:01:53.000]  沒有位置
[00:01:53.000 --> 00:01:55.000]  要走樓梯
[00:01:55.000 --> 00:01:58.000]  結果就是錯過了巴士
[00:01:58.000 --> 00:01:59.000]  結果又遲到了
[00:02:00.000 --> 00:02:02.000]  那我們慣常做什麼呢
[00:02:02.000 --> 00:02:05.000]  埋怨
[00:02:05.000 --> 00:02:08.000]  好落樓不落樓
[00:02:08.000 --> 00:02:10.000]  我落樓的時候你又落樓
[00:02:10.000 --> 00:02:18.000]  我們很多時候都是這樣
[00:02:18.000 --> 00:02:23.000]  明知天文台說了
[00:02:23.000 --> 00:02:27.000]  今天會有驟雨
[00:02:27.000 --> 00:02:29.000]  我們正常就帶一把雨傘
[00:02:30.000 --> 00:02:32.000]  但是重
[00:02:32.000 --> 00:02:35.000]  幾兩個都覺得重
[00:02:35.000 --> 00:02:36.000]  不帶
[00:02:36.000 --> 00:02:39.000]  淋到濕了
[00:02:39.000 --> 00:02:40.000]  那怎麼辦
[00:02:40.000 --> 00:02:42.000]  埋怨
[00:02:42.000 --> 00:02:44.000]  有什麼好落雨的
[00:02:44.000 --> 00:02:50.000]  在家庭生活
[00:02:50.000 --> 00:02:51.000]  教會生活
[00:02:51.000 --> 00:02:52.000]  職場生活裡面
[00:02:52.000 --> 00:02:55.000]  我們都是經常碰到一些人
[00:02:55.000 --> 00:02:57.000]  口出怨言
[00:03:00.000 --> 00:03:02.000]  做完一單都還沒喘氣
[00:03:02.000 --> 00:03:04.000]  老闆又給另外一單
[00:03:04.000 --> 00:03:07.000]  那些傢伙不停的
[00:03:07.000 --> 00:03:10.000]  各位
[00:03:10.000 --> 00:03:13.000]  這一段的聖經
[00:03:13.000 --> 00:03:15.000]  剛才我們聽的這一段的聖經
[00:03:15.000 --> 00:03:16.000]  他說大兄啊
[00:03:16.000 --> 00:03:18.000]  不要給錢埋怨
[00:03:18.000 --> 00:03:20.000]  免得你們受審判
[00:03:20.000 --> 00:03:26.000]  審判的主已經站在門前
[00:03:26.000 --> 00:03:29.000]  這一段的聖經所提出來的
[00:03:30.000 --> 00:03:33.000]  是一個非常嚴重的警告
[00:03:33.000 --> 00:03:36.000]  嚴重的警告
[00:03:36.000 --> 00:03:41.000]  埋怨會招致上帝的審判
[00:03:41.000 --> 00:03:44.000]  雅各宣我們讀過的了
[00:03:44.000 --> 00:03:46.000]  所以這次你聽
[00:03:46.000 --> 00:03:47.000]  應該不是第一次了
[00:03:47.000 --> 00:03:52.000]  我們很少聽這一節的聖經聽入耳
[00:03:52.000 --> 00:03:53.000]  以致到
[00:03:53.000 --> 00:03:56.000]  我們會在埋怨的時候
[00:03:56.000 --> 00:03:57.000]  勒住他的嘴
[00:03:57.000 --> 00:03:58.000]  不要說
[00:04:00.000 --> 00:04:03.000]  為什麼我們聽不進聖經呢
[00:04:03.000 --> 00:04:05.000]  為什麼我們不重視聖經呢
[00:04:05.000 --> 00:04:07.000]  因為
[00:04:07.000 --> 00:04:08.000]  我們
[00:04:08.000 --> 00:04:09.000]  有很多原因
[00:04:09.000 --> 00:04:10.000]  其中一樣就是
[00:04:10.000 --> 00:04:12.000]  我們不明白為什麼這一件事
[00:04:12.000 --> 00:04:16.000]  值得上帝這麼斤斤計較
[00:04:16.000 --> 00:04:20.000]  如果你看聖經
[00:04:20.000 --> 00:04:24.000]  埋怨的事情在聖經裡面
[00:04:24.000 --> 00:04:25.000]  是不少的
[00:04:26.000 --> 00:04:30.000]  《出埃及記》記載了好幾宗
[00:04:30.000 --> 00:04:32.000]  時間關係我不再說了
[00:04:32.000 --> 00:04:35.000]  最嚴重的就是
[00:04:35.000 --> 00:04:39.000]  當十二個探子去到加南地
[00:04:39.000 --> 00:04:42.000]  找到那些情報回來
[00:04:42.000 --> 00:04:44.000]  那個地方真的很好
[00:04:44.000 --> 00:04:47.000]  那些物產是非常豐富
[00:04:47.000 --> 00:04:50.000]  不過那些人很巨大
[00:04:50.000 --> 00:04:53.000]  十個探子就是說
[00:04:53.000 --> 00:04:55.000]  我們打不進去的
[00:04:56.000 --> 00:04:57.000]  有兩個就說
[00:04:57.000 --> 00:04:58.000]  不是的
[00:04:58.000 --> 00:04:59.000]  上帝已經答應了
[00:04:59.000 --> 00:05:01.000]  給我們這個地方
[00:05:01.000 --> 00:05:05.000]  一群領袖聽到這個消息
[00:05:05.000 --> 00:05:08.000]  死定了
[00:05:08.000 --> 00:05:09.000]  那就埋怨了
[00:05:09.000 --> 00:05:11.000]  埋怨什麼呢
[00:05:11.000 --> 00:05:14.000]  埋怨摩西
[00:05:14.000 --> 00:05:16.000]  埋怨所有發生的事情
[00:05:16.000 --> 00:05:17.000]  埋怨上帝
[00:05:17.000 --> 00:05:21.000]  帶我們去一個死地
[00:05:21.000 --> 00:05:25.000]  聖經記載
[00:05:25.000 --> 00:05:28.000]  結果是非常嚴重的
[00:05:28.000 --> 00:05:29.000]  上帝怎麼說呢
[00:05:29.000 --> 00:05:32.000]  《文素記》上帝這樣說
[00:05:32.000 --> 00:05:37.000]  這惡匯眾向我發怨言
