
[00:00:00.000 --> 00:00:06.000]  讀一段聖經在生命紀第一章第六到第八節
[00:00:06.000 --> 00:00:10.000]  這裡說:耶和華我們的神在和列山小育我們說
[00:00:10.000 --> 00:00:13.000]  你們在這山上住的日子夠了
[00:00:13.000 --> 00:00:18.000]  要起行轉到亞摩利人的山地和靠近這山地的各處
[00:00:18.000 --> 00:00:24.000]  就是亞拉巴山地高原南地沿海一帶迦南人的地
[00:00:24.000 --> 00:00:27.000]  並尼巴倫山又到柏拉那河
[00:00:27.000 --> 00:00:29.500]  如今我將這地擺在你們面前
[00:00:29.500 --> 00:00:31.000]  你們要進去得這地
[00:00:31.000 --> 00:00:35.000]  就是耶和華向你們列祖亞伯拉罕、以撒、雅各
[00:00:35.000 --> 00:00:40.000]  啟示應許賜給他們和他們後依為業之地
[00:00:40.000 --> 00:00:42.000]  我們就讀到這裡
[00:00:42.000 --> 00:00:47.000]  第二節:神的工作是有季節性的
[00:00:47.000 --> 00:00:50.000]  有時候神是要我們停留
[00:00:50.000 --> 00:00:53.000]  有時候神是要我們向前
[00:00:53.000 --> 00:00:58.000]  就好像以色列人在曠野漂流的日子
[00:00:58.000 --> 00:01:02.000]  神用雲彩來引導他們
[00:01:02.000 --> 00:01:05.000]  當雲彩停留的時候
[00:01:05.000 --> 00:01:08.000]  以色列人就安寧下來
[00:01:08.000 --> 00:01:11.000]  當雲彩向前的時候
[00:01:11.000 --> 00:01:16.000]  他們就得立刻拔營準備向前
[00:01:16.000 --> 00:01:22.000]  以色列人所需要做的就是單單的來跟隨神
[00:01:22.000 --> 00:01:26.000]  在聖經第一章第六到第八節的經文當中
[00:01:26.000 --> 00:01:31.000]  當以色列人在和列山上一段日子之後
[00:01:31.000 --> 00:01:33.000]  神就對他們說
[00:01:33.000 --> 00:01:37.000]  你們在山上住的日子夠了
[00:01:37.000 --> 00:01:41.000]  第七節講到你們要啟行
[00:01:41.000 --> 00:01:47.000]  第八節就講到你們要進入應許之地
[00:01:47.000 --> 00:01:48.000]  換句話說
[00:01:48.000 --> 00:01:54.000]  神要帶領以色列人進入一個新的屬靈的季節
[00:01:54.000 --> 00:01:57.000]  我就想到我們今天現在的光景
[00:01:57.000 --> 00:02:01.000]  我們居家隔離到今天為止已經一年了
[00:02:01.000 --> 00:02:03.000]  這一段的時間
[00:02:03.000 --> 00:02:08.000]  好像是神讓我們停留的一個日子不是嗎?
[00:02:08.000 --> 00:02:12.000]  一開始很不習慣充滿了埋怨
[00:02:12.000 --> 00:02:14.000]  可是現在日子久了
[00:02:14.000 --> 00:02:16.000]  也習以為常
[00:02:16.000 --> 00:02:19.000]  甚至覺得這是新常態
[00:02:19.000 --> 00:02:25.000]  可是神的心意卻不是要我們永遠停留在這樣一種光景當中
[00:02:25.000 --> 00:02:29.000]  神的心意仍然是要我們繼續向前進
[00:02:29.000 --> 00:02:34.000]  因為神是有一個應許之地為我們預備的
[00:02:34.000 --> 00:02:38.000]  特別是最近疫情漸漸緩和
[00:02:38.000 --> 00:02:43.000]  各行各業都在快速的重開當中
[00:02:43.000 --> 00:02:50.000]  最重要是疫苗的生產以及接種的速度也越來越快
[00:02:50.000 --> 00:02:52.000]  我相信我們中間很多弟兄姊妹
[00:02:52.000 --> 00:02:54.000]  你已經接種了疫苗
[00:02:54.000 --> 00:02:57.000]  按照政府的估計到今年的暑假
[00:02:57.000 --> 00:03:01.000]  大概美國80%的人都會打到疫苗
[00:03:01.000 --> 00:03:06.000]  這一切的發展都在告訴我們一件事情
[00:03:06.000 --> 00:03:11.000]  那就是一個恢復的季節即將要來到了
[00:03:11.000 --> 00:03:15.000]  事實上按照Santa Clara縣政府最新的規定
[00:03:15.000 --> 00:03:19.000]  教會已經可以重新開始室內聚集
[00:03:19.000 --> 00:03:22.000]  所以我們教會也決定下個主日開始
[00:03:22.000 --> 00:03:25.000]  我們要恢復主日實體的聚會
[00:03:25.000 --> 00:03:29.000]  我相信很多人已經是迫不及待了
[00:03:29.000 --> 00:03:30.000]  不是嗎
[00:03:30.000 --> 00:03:33.000]  雖然目前的疫情還沒有完全結束
[00:03:33.000 --> 00:03:37.000]  大家對這個安全還有不同的考量
[00:03:37.000 --> 00:03:41.000]  但是從整個大環境的改變而言
[00:03:41.000 --> 00:03:47.000]  我們好像已經是在隧道中看見一線曙光了
[00:03:47.000 --> 00:03:48.000]  不是嗎
[00:03:48.000 --> 00:03:51.000]  似乎神也在這個時候對我們說
[00:03:51.000 --> 00:03:55.000]  你們在這山上的日子已經夠了
[00:03:55.000 --> 00:03:57.000]  要啟行向前
[00:03:57.000 --> 00:04:00.000]  要進入神應許之地
[00:04:00.000 --> 00:04:01.000]  Amen
[00:04:01.000 --> 00:04:05.000]  當然要從停留到啟行
[00:04:05.000 --> 00:04:09.000]  中間是需要一點準備的一個時刻
[00:04:09.000 --> 00:04:11.000]  就好像搬家一樣
[00:04:11.000 --> 00:04:13.000]  搬家是需要準備的
[00:04:13.000 --> 00:04:14.000]  你不能說走就走
[00:04:14.000 --> 00:04:16.000]  我們看走是容易
[00:04:16.000 --> 00:04:21.000]  但是準備卻是要花蠻長一段時間
[00:04:21.000 --> 00:04:23.000]  同樣的我相信神的心意
[00:04:23.000 --> 00:04:27.000]  是要我們啟行向前進入神的恢復當中
[00:04:27.000 --> 00:04:31.000]  但是我們看見這個啟行向前之前
[00:04:31.000 --> 00:04:34.000]  也是需要一個準備的過程
[00:04:34.000 --> 00:04:36.000]  那你說我們今天要怎麼樣
[00:04:36.000 --> 00:04:41.000]  準備我們自己來啟行向前呢
[00:04:41.000 --> 00:04:43.000]  今天早上三方面跟大家來分享
[00:04:43.000 --> 00:04:47.000]  第一個要明白神在環境中的呼召
[00:04:47.000 --> 00:04:52.000]  要明白神在環境中的呼召
[00:04:52.000 --> 00:04:56.000]  你要知道每當神容許一些不尋常的環境
[00:04:56.000 --> 00:04:58.000]  臨到我們的時候
[00:04:58.000 --> 00:05:02.000]  一開始我們都不明白神在做什麼
[00:05:02.000 --> 00:05:04.000]  我們好像感覺很困惑
[00:05:04.000 --> 00:05:06.000]  但事實上
[00:05:06.000 --> 00:05:09.000]  每當神容許一些不尋常的環境
[00:05:09.000 --> 00:05:11.000]  臨到在我們身上
[00:05:11.000 --> 00:05:15.000]  神的心意總是要預備祂的百姓
[00:05:15.000 --> 00:05:19.000]  來成就祂偉大奇妙的工作
[00:05:19.000 --> 00:05:20.000]  換句話說
[00:05:20.000 --> 00:05:24.000]  每一個環境都是一個呼召
[00:05:24.000 --> 00:05:27.000]  神在呼召我們來跟隨祂
[00:05:27.000 --> 00:05:31.000]  神在呼召我們來與祂同工
[00:05:31.000 --> 00:05:32.000]  在舊約時代
[00:05:32.000 --> 00:05:38.000]  神容許以色列人在曠野的時候漂流四十年
[00:05:38.000 --> 00:05:40.000]  從人的角度來講
[00:05:40.000 --> 00:05:42.000]  真的不但是很辛苦
[00:05:42.000 --> 00:05:44.000]  而且根本是浪費時間嘛
[00:05:44.000 --> 00:05:45.000]  不是嗎
[00:05:45.000 --> 00:05:47.000]  但事實上我們看見
[00:05:47.000 --> 00:05:52.000]  神容許以色列人在曠野漂流四十年
[00:05:52.000 --> 00:05:54.000]  卻是在這四十年當中
[00:05:54.000 --> 00:06:00.000]  神在建立以色列人成為一支順服神的軍隊
[00:06:00.000 --> 00:06:04.000]  你要知道以色列人在進入迦南地以前
[00:06:04.000 --> 00:06:07.000]  是一個極其散漫的軍隊
[00:06:07.000 --> 00:06:09.000]  你還記得第一次
[00:06:09.000 --> 00:06:12.000]  當他們來到迦南地的進口
[00:06:12.000 --> 00:06:15.000]  他們派了十二個探子去窺探他的地
[00:06:15.000 --> 00:06:19.000]  其中十個探子回來就說那個地方很像巨人
[00:06:19.000 --> 00:06:21.000]  我們像蚱蜢
[00:06:21.000 --> 00:06:23.000]  怎麼能比啊
[00:06:23.000 --> 00:06:26.000]  只有兩個探子堅持的說
[00:06:26.000 --> 00:06:31.000]  這是神應許之地我們必然能夠得地為業
[00:06:31.000 --> 00:06:35.000]  但當然當時的以色列人沒有聽那兩個人的話
[00:06:35.000 --> 00:06:38.000]  卻聽從那個十個探子的話
[00:06:38.000 --> 00:06:41.000]  就不肯進入迦南地
[00:06:41.000 --> 00:06:43.000]  這是神應許他們能夠得的
[00:06:43.000 --> 00:06:46.000]  竟然他們不肯進去
[00:06:46.000 --> 00:06:49.000]  結果神就發怒
[00:06:49.000 --> 00:06:53.000]  就讓以色列軍要在曠野四十年
[00:06:53.000 --> 00:06:56.000]  而當以色列人聽見神要讓他們在曠野四十年
[00:06:56.000 --> 00:06:58.000]  他們就後悔了
[00:06:58.000 --> 00:07:00.000]  他們就回到神面前說
[00:07:00.000 --> 00:07:01.000]  神讓我們現在願意進去
[00:07:01.000 --> 00:07:02.000]  我們現在願意進了
[00:07:02.000 --> 00:07:04.000]  願意得地為業了
[00:07:04.000 --> 00:07:07.000]  摩西對他們說你們不要去了
[00:07:07.000 --> 00:07:08.000]  因為神不在其中
[00:07:08.000 --> 00:07:10.000]  他們還是不聽
[00:07:10.000 --> 00:07:12.000]  他們還是去了
[00:07:12.000 --> 00:07:18.000]  結果去了果然被迦南人打得大敗而逃
