
[00:00:00.000 --> 00:00:02.600]  我們宣讀之前也有一個禱告
[00:00:02.600 --> 00:00:06.600]  主在我們求祢
[00:00:06.600 --> 00:00:09.600]  就在我們當中對我們說話
[00:00:09.600 --> 00:00:11.600]  引領我們
[00:00:11.600 --> 00:00:13.600]  也幫助我們
[00:00:13.600 --> 00:00:17.600]  激勵我們回應祢自己的聖召
[00:00:17.600 --> 00:00:22.600]  祈禱感恩同主耶穌基督特聖的名
[00:00:22.600 --> 00:00:24.600]  誠心所願
[00:00:30.600 --> 00:00:35.600]  我們常常聽到有一個這樣的說法
[00:00:35.600 --> 00:00:38.600]  就是有兩種基督徒
[00:00:38.600 --> 00:00:40.600]  一種叫做信徒
[00:00:40.600 --> 00:00:43.600]  一種叫做門徒
[00:00:43.600 --> 00:00:45.600]  聽過嗎
[00:00:45.600 --> 00:00:47.600]  會聽過
[00:00:47.600 --> 00:00:49.600]  有兩種基督徒
[00:00:49.600 --> 00:00:51.600]  一種叫做信徒
[00:00:51.600 --> 00:00:53.600]  一種叫做門徒
[00:00:53.600 --> 00:00:55.600]  信徒是坐在那裏的
[00:00:55.600 --> 00:00:57.600]  像大家這樣
[00:00:57.600 --> 00:01:00.600]  門徒是走出去的
[00:01:00.600 --> 00:01:02.600]  像神家那樣
[00:01:02.600 --> 00:01:06.600]  有些是有功能的
[00:01:06.600 --> 00:01:08.600]  有些是積極的
[00:01:08.600 --> 00:01:10.600]  有些是不動的
[00:01:10.600 --> 00:01:11.600]  有兩種的
[00:01:11.600 --> 00:01:13.600]  鼓勵我們要作門徒
[00:01:13.600 --> 00:01:15.600]  我們聽到有些叫做門徒訓練
[00:01:15.600 --> 00:01:17.600]  就是門徒
[00:01:17.600 --> 00:01:20.600]  賦予他一個特定的意義和期望
[00:01:20.600 --> 00:01:23.600]  我們又聽到有兩種呼召
[00:01:23.600 --> 00:01:24.600]  在報道會的時候
[00:01:24.600 --> 00:01:26.600]  我們呼召那些人是信主
[00:01:26.600 --> 00:01:28.600]  呼召他們走出來
[00:01:28.600 --> 00:01:29.600]  歸向主
[00:01:29.600 --> 00:01:31.600]  得救恩
[00:01:31.600 --> 00:01:33.600]  我們在那些粉兄會、培靈會裏面
[00:01:33.600 --> 00:01:35.600]  我們聽到第二個呼召
[00:01:35.600 --> 00:01:37.600]  就是呼召那些基督徒出來
[00:01:37.600 --> 00:01:40.600]  是毀身奉獻侍奉上帝
[00:01:40.600 --> 00:01:44.600]  我們都有這樣的經驗
[00:01:44.600 --> 00:01:46.600]  朦朦朧朧的經驗
[00:01:46.600 --> 00:01:51.600]  我自己的經驗和我的經驗有少許不同
[00:01:51.600 --> 00:01:55.600]  我1970年就參加教會
[00:01:55.600 --> 00:01:57.600]  其實之前我也有參加教會
[00:01:57.600 --> 00:01:59.600]  不過只是玩玩而已
[00:01:59.600 --> 00:02:02.600]  那一年就參加了教會的夏令會
[00:02:02.600 --> 00:02:07.600]  你猜不到1970年代那些基督徒的夏令會
[00:02:07.600 --> 00:02:09.600]  是多麼嚴肅
[00:02:09.600 --> 00:02:11.600]  一去到早上就早禱
[00:02:11.600 --> 00:02:13.600]  然後就是早會
[00:02:13.600 --> 00:02:15.600]  然後就是分組
[00:02:15.600 --> 00:02:16.600]  然後就吃飯
[00:02:16.600 --> 00:02:19.600]  吃完飯之後就有一個休息給你玩
[00:02:19.600 --> 00:02:22.600]  然後黃昏就有一個聚集
[00:02:22.600 --> 00:02:25.600]  吃完晚飯之後就有晚會
[00:02:25.600 --> 00:02:27.600]  然後就是晚吐會
[00:02:27.600 --> 00:02:30.600]  晚晚都要唱晚吐、祈完吐、認完罪
[00:02:30.600 --> 00:02:32.600]  才可以睡覺
[00:02:32.600 --> 00:02:35.600]  五天四夜一般就是這樣
[00:02:35.600 --> 00:02:38.600]  真的好像高級的屬靈壓力鍋那樣
[00:02:38.600 --> 00:02:40.600]  全部扔下去
[00:02:40.600 --> 00:02:41.600]  有新有舊
[00:02:41.600 --> 00:02:43.600]  我們當然是新的
[00:02:43.600 --> 00:02:45.600]  就在那裏煲了幾天
[00:02:45.600 --> 00:02:52.600]  最後一天就會有培靈奮興呼召會
[00:02:52.600 --> 00:02:56.600]  叫當中那些未信主的就要信主
[00:02:56.600 --> 00:02:59.600]  於是我就信主了
[00:02:59.600 --> 00:03:01.600]  舉手信主了
[00:03:01.600 --> 00:03:04.600]  然後同一個時間
[00:03:04.600 --> 00:03:06.600]  完了之後牧師就說
[00:03:06.600 --> 00:03:08.600]  我們當中有誰願意侍奉神的
[00:03:08.600 --> 00:03:10.600]  毀身的
[00:03:10.600 --> 00:03:12.600]  請你舉手
[00:03:12.600 --> 00:03:14.600]  不由再舉手了
[00:03:14.600 --> 00:03:16.600]  所以我同一天
[00:03:16.600 --> 00:03:18.600]  同一個晚上就舉了兩隻手
[00:03:18.600 --> 00:03:21.600]  所以同一個晚上我又信主
[00:03:21.600 --> 00:03:23.600]  我又奉獻了我自己
[00:03:23.600 --> 00:03:26.600]  一次過搞定
[00:03:26.600 --> 00:03:28.600]  你們的經驗是不是這樣
[00:03:28.600 --> 00:03:30.600]  所以我的理解就是
[00:03:30.600 --> 00:03:34.600]  信主就是要侍奉主的
[00:03:34.600 --> 00:03:37.600]  就是這麼簡單
[00:03:37.600 --> 00:03:41.600]  信主那一刻就是毀身侍奉主
[00:03:41.600 --> 00:03:43.600]  我不知道可以選擇
[00:03:43.600 --> 00:03:45.600]  可以選擇做信徒
[00:03:45.600 --> 00:03:47.600]  可以選擇不選擇做門徒
[00:03:47.600 --> 00:03:50.600]  可以選擇去血治信主
[00:03:50.600 --> 00:03:54.600]  不用選擇第二次侍奉主
[00:03:54.600 --> 00:03:56.600]  不知道可以選擇
[00:03:56.600 --> 00:03:59.600]  所以我從來都沒有選擇過
[00:03:59.600 --> 00:04:03.600]  就好像阿當那樣
[00:04:03.600 --> 00:04:06.600]  阿當選擇老婆
[00:04:06.600 --> 00:04:11.600]  可以選擇嗎
[00:04:11.600 --> 00:04:13.600]  有時我遇到這種情況
[00:04:13.600 --> 00:04:16.600]  我就說這個爛笑話
[00:04:16.600 --> 00:04:18.600]  阿當選擇老婆
[00:04:18.600 --> 00:04:20.600]  只有一個選擇
[00:04:20.600 --> 00:04:22.600]  是不是
[00:04:22.600 --> 00:04:23.600]  上帝應該拆了他的骨
[00:04:23.600 --> 00:04:25.600]  弄幾個在那裡
[00:04:25.600 --> 00:04:27.600]  高矮肥瘦
[00:04:27.600 --> 00:04:28.600]  阿當就開心了
[00:04:28.600 --> 00:04:30.600]  然後那個真是他選擇的
[00:04:30.600 --> 00:04:32.600]  那個不是他選擇的
[00:04:32.600 --> 00:04:33.600]  上帝擺在他面前
[00:04:33.600 --> 00:04:34.600]  這個就是你骨中的骨
[00:04:34.600 --> 00:04:37.600]  肉中的肉
[00:04:37.600 --> 00:04:39.600]  阿當就很開心
[00:04:39.600 --> 00:04:41.600]  好像沒什麼意義
[00:04:41.600 --> 00:04:43.600]  如果你老爸抓一個回來
[00:04:43.600 --> 00:04:45.600]  這個就是你老婆了
[00:04:45.600 --> 00:04:48.600]  你會怎樣
[00:04:48.600 --> 00:04:50.600]  你一定是贊成
[00:04:50.600 --> 00:04:55.600]  我們很久之前已經不是這樣了
[00:04:55.600 --> 00:04:57.600]  我們喜歡可以選擇的
[00:04:57.600 --> 00:04:59.600]  我們覺得我們
[00:04:59.600 --> 00:05:02.600]  侍奉是我們的選擇
[00:05:02.600 --> 00:05:04.600]  做門徒是我們的選擇
[00:05:04.600 --> 00:05:06.600]  所以可以選擇
[00:05:06.600 --> 00:05:11.600]  其實是不是真的可以選擇呢
[00:05:11.600 --> 00:05:14.600]  好人壞人好像可以選擇
[00:05:14.600 --> 00:05:15.600]  我們可以選擇做好人
[00:05:15.600 --> 00:05:16.600]  可以選擇做壞人
[00:05:16.600 --> 00:05:17.600]  我們可以選擇為主而活
[00:05:17.600 --> 00:05:19.600]  或者不為主而活
[00:05:19.600 --> 00:05:20.600]  可以選擇走正路
[00:05:20.600 --> 00:05:25.600]  或者走歪路
[00:05:25.600 --> 00:05:26.600]  但是
[00:05:26.600 --> 00:05:28.600]  雖然我們可以選擇
[00:05:28.600 --> 00:05:30.600]  但是我們要知道
[00:05:30.600 --> 00:05:37.600]  正路只有一條
[00:05:37.600 --> 00:05:39.600]  其實最幸福的男人
[00:05:39.600 --> 00:05:45.600]  應該是阿當
[00:05:45.600 --> 00:05:48.600]  如果有一個男士
[00:05:48.600 --> 00:05:50.600]  跟一個女士說
[00:05:50.600 --> 00:05:55.600]  其實你就是上帝為我預備的那個
[00:05:55.600 --> 00:05:57.600]  我就沒聽那個女孩說
[00:05:57.600 --> 00:06:01.600]  原來不是你選擇我的
[00:06:01.600 --> 00:06:03.600]  是上帝預備你聽上帝話
[00:06:03.600 --> 00:06:05.600]  你才喜歡我
[00:06:05.600 --> 00:06:06.600]  然後我就
[00:06:06.600 --> 00:06:07.600]  不要你
[00:06:07.600 --> 00:06:09.600]  會不會這樣
[00:06:09.600 --> 00:06:11.600]  會不會
[00:06:11.600 --> 00:06:13.600]  其實這句說話是最甜蜜的
[00:06:13.600 --> 00:06:15.600]  你就是上帝為我預備的那個
[00:06:15.600 --> 00:06:19.600]  真是甜到入心
[00:06:19.600 --> 00:06:24.600]  一個適合神的旨意的選擇
[00:06:24.600 --> 00:06:29.600]  是一個最好的選擇
[00:06:29.600 --> 00:06:33.600]  我們可以選擇
[00:06:33.600 --> 00:06:34.600]  但我們不是說
[00:06:34.600 --> 00:06:37.600]  我選擇跟上帝不同的選擇
[00:06:37.600 --> 00:06:41.600]  而是我們選擇跟上帝相同的選擇
[00:06:41.600 --> 00:06:42.600]  選擇是什麼
