
[00:00:00.000 --> 00:00:03.000]  各位在網上崇拜的弟兄姊妹
[00:00:03.000 --> 00:00:04.320]  齊鎮家的弟兄姊妹
[00:00:04.320 --> 00:00:06.820]  你們早晨,你們好
[00:00:06.820 --> 00:00:10.660]  不知道你們身邊有沒有一些朋友
[00:00:10.660 --> 00:00:12.620]  是在經歷困惑
[00:00:12.620 --> 00:00:14.820]  或者鬱悶,或者孤單
[00:00:14.820 --> 00:00:17.320]  或者有很多的掙扎
[00:00:17.320 --> 00:00:21.220]  其實那些朋友可能是未信的
[00:00:21.220 --> 00:00:23.920]  也有些可能是信了的
[00:00:23.920 --> 00:00:26.020]  究竟為什麼會這樣的呢?
[00:00:26.020 --> 00:00:28.020]  信了都會有這些掙扎
[00:00:28.020 --> 00:00:30.020]  有這些困惑
[00:00:30.020 --> 00:00:32.020]  究竟他們需要什麼呢?
[00:00:32.020 --> 00:00:35.020]  他們需要福音
[00:00:35.020 --> 00:00:40.020]  而他們需要福音,需要重生
[00:00:40.020 --> 00:00:43.020]  是因為我們看到
[00:00:43.020 --> 00:00:45.020]  不同的人有不同的經歷
[00:00:45.020 --> 00:00:48.020]  我們又知道傳福音的
[00:00:48.020 --> 00:00:50.020]  是可以叫人重生
[00:00:50.020 --> 00:00:52.020]  傳福音才可以讓人的生命
[00:00:52.020 --> 00:00:55.020]  有一個新的經歷
[00:00:55.020 --> 00:00:57.020]  傳福音也是我們的使命
[00:00:57.020 --> 00:00:59.020]  怎麼傳?
[00:00:59.020 --> 00:01:00.020]  傳什麼?
[00:01:00.020 --> 00:01:02.020]  我們不如又看一看
[00:01:02.020 --> 00:01:05.020]  有一個很出名的報道家
[00:01:05.020 --> 00:01:07.020]  葛培里的兒子
[00:01:07.020 --> 00:01:09.020]  叫葛福林
[00:01:09.020 --> 00:01:13.020]  當他大概在大學剛畢業的時候
[00:01:13.020 --> 00:01:17.020]  他就加入了葛培里的報道團
[00:01:17.020 --> 00:01:19.020]  做一些總務的功夫
[00:01:19.020 --> 00:01:21.020]  而他這本書
[00:01:21.020 --> 00:01:23.020]  《反叛有因》
[00:01:23.020 --> 00:01:28.020]  這本書就記載了他重生得救的心路歷程
[00:01:28.020 --> 00:01:32.020]  原來他八歲的時候已經決志了
[00:01:32.020 --> 00:01:35.020]  也是時時返回教會讀聖經
[00:01:35.020 --> 00:01:39.020]  但心裡面又明知自己是一個罪人
[00:01:39.020 --> 00:01:41.020]  一路大一路頑皮
[00:01:41.020 --> 00:01:44.020]  只是他不理心中的破口
[00:01:44.020 --> 00:01:47.020]  不理心中的那個大大的孤窿
[00:01:47.020 --> 00:01:51.020]  不過就在他二十二歲那一年
[00:01:51.020 --> 00:01:53.020]  在他生日那一天
