
[00:00:00.000 --> 00:00:04.200]  親愛的頂姐妹們,今天想和你們分享
[00:00:04.200 --> 00:00:07.860]  大家都應該很熟悉的詩篇第23篇
[00:00:07.860 --> 00:00:12.760]  有人說詩篇第23篇是整篇詩篇裏面最受歡迎
[00:00:12.760 --> 00:00:15.660]  和最被人喜愛的一篇詩篇
[00:00:15.660 --> 00:00:18.600]  偉大的木者施暴珍曾經這樣說
[00:00:18.600 --> 00:00:22.200]  詩篇23篇是貴重的珍珠
[00:00:22.200 --> 00:00:27.400]  十九世紀出名的解經家和聖經著譯的作者
[00:00:27.400 --> 00:00:32.300]  J.J.Stuart曾經說這篇詩篇是無可比擬的
[00:00:32.300 --> 00:00:34.800]  因為沒有一篇詩篇像這篇一樣
[00:00:34.800 --> 00:00:38.400]  作者對人生對神沒有一絲懷疑
[00:00:38.400 --> 00:00:41.600]  沒有一絲憂慮,也沒有一絲恐懼
[00:00:41.600 --> 00:00:43.600]  亦因為這個原因
[00:00:43.600 --> 00:00:47.100]  這篇詩篇曾經抹去無數人的眼淚
[00:00:47.100 --> 00:00:50.400]  安慰了無數的心靈
[00:00:50.400 --> 00:00:54.500]  但是今天,我們究竟再重申這篇詩篇的時候
[00:00:54.500 --> 00:00:58.700]  我知道很多人可能會背
[00:00:58.700 --> 00:01:03.300]  但是我們明不明白當中真正的意思呢
[00:01:03.300 --> 00:01:06.800]  今天我們面對的是時代的挑戰
[00:01:06.800 --> 00:01:10.300]  我們面對種種的人生的不安和不穩定
[00:01:10.300 --> 00:01:12.300]  不可知的未來
[00:01:12.300 --> 00:01:16.300]  就讓我們今天在這篇詩篇裏面再一次
[00:01:16.300 --> 00:01:19.800]  希望神藉著這篇詩篇使我們重新得力
[00:01:19.800 --> 00:01:21.100]  因為時間的緣故
[00:01:21.100 --> 00:01:24.400]  我今天只能集中講頭四節的經文
[00:01:24.400 --> 00:01:25.600]  我會怎樣講呢?
[00:01:25.600 --> 00:01:29.500]  我會將四節經文裏面一些關鍵的字句抽出來
[00:01:29.500 --> 00:01:36.400]  用原文釋經和那段經文的背景逐節講下去
[00:01:36.400 --> 00:01:39.600]  所以第一節我會集中講「木者」
[00:01:39.600 --> 00:01:43.800]  第二節是「躺臥」和「引領」
[00:01:43.800 --> 00:01:45.900]  第三節是「甦醒」
[00:01:45.900 --> 00:01:48.800]  第四節是「死陰幽谷」
[00:01:48.800 --> 00:01:52.000]  我們首先看看第一節
[00:01:52.000 --> 00:01:56.400]  第一節裏面講到耶和華是「我的木者,我必不至於缺乏」
[00:01:56.400 --> 00:01:58.500]  我相信第一句很簡單
[00:01:58.500 --> 00:02:00.300]  只講到一個重點
[00:02:00.300 --> 00:02:02.600]  耶和華是我的「木者」
[00:02:02.600 --> 00:02:05.800]  但問題是什麼是「木者」呢?
[00:02:05.800 --> 00:02:08.000]  其實在古代的以色列社會裏面
[00:02:08.000 --> 00:02:10.000]  「木者」「牧羊人」的工作
[00:02:10.000 --> 00:02:14.200]  是一種被人看為最低賤的工作之一
[00:02:14.200 --> 00:02:17.800]  當一個家庭需要一個「牧羊人」的時候
[00:02:17.800 --> 00:02:24.600]  通常是這個家庭裏面最不被看重、最小的兒子去擔當
[00:02:24.600 --> 00:02:29.000]  牧羊人是二十四小時的工作
[00:02:29.000 --> 00:02:31.400]  不論是晴天雨天
[00:02:31.400 --> 00:02:35.600]  不論是冬天、秋天、夏天
[00:02:35.600 --> 00:02:39.100]  在炎熱的中午和寒冷的晚上
[00:02:39.100 --> 00:02:41.600]  他們都要持之以恆地去牧羊
[00:02:41.600 --> 00:02:44.400]  去看顧、去帶領和保守
[00:02:44.400 --> 00:02:46.200]  很勞累的工作
[00:02:46.200 --> 00:02:47.800]  如果可以選擇
[00:02:47.800 --> 00:02:51.400]  當時的社會上沒有人會做這份工作
[00:02:51.400 --> 00:02:54.500]  所以在撒姆爾記上第十六章的時候
[00:02:54.500 --> 00:02:57.000]  當撒姆爾奉神的命令
[00:02:57.000 --> 00:03:01.200]  去高立耶穌祈祝的兒子做以色列王的時候
[00:03:01.200 --> 00:03:02.600]  他來到耶穌的面前
[00:03:02.600 --> 00:03:04.400]  耶穌就將他所有的兒子
[00:03:04.400 --> 00:03:07.600]  七個兒子逐個在撒姆爾前經過
[00:03:07.600 --> 00:03:08.900]  但神對撒姆爾說
[00:03:08.900 --> 00:03:11.400]  這些都不是我所揀選的
[00:03:11.400 --> 00:03:13.700]  然後撒姆爾就問耶穌
[00:03:13.700 --> 00:03:16.200]  你的兒子是不是全都在撒姆爾?
[00:03:16.200 --> 00:03:18.400]  然後耶穌才說起大衛
[00:03:18.400 --> 00:03:21.500]  還有一個最小的在牧羊
[00:03:21.500 --> 00:03:23.900]  所以你看到大衛在耶穌的心裡
[00:03:23.900 --> 00:03:25.000]  其實是怎樣養的呢?
[00:03:25.000 --> 00:03:27.500]  是最不被看中
[00:03:27.500 --> 00:03:32.400]  是最低微身份的一個兒子
[00:03:32.400 --> 00:03:34.400]  其實神在做些什麼呢?
[00:03:34.400 --> 00:03:36.000]  神是在說
[00:03:36.000 --> 00:03:41.000]  他是無條件主動的做我們的牧者
[00:03:41.000 --> 00:03:45.200]  是一份人體為最低賤的工作
[00:03:45.200 --> 00:03:48.400]  但是我們跟著再研究牧者這個字的時候
[00:03:48.400 --> 00:03:50.700]  就發覺一個很特別的現實
[00:03:50.700 --> 00:03:53.700]  就是當我們看回原文
[00:03:53.700 --> 00:03:56.400]  七十二本希臘文的原文的時候
[00:03:56.400 --> 00:03:57.900]  牧者不是一個noun來的
[00:03:57.900 --> 00:03:58.800]  不是一個名詞
[00:03:58.800 --> 00:04:00.200]  而是一個動詞
[00:04:00.200 --> 00:04:02.000]  是一個verb來的
[00:04:02.000 --> 00:04:04.700]  而且還是一個continuous tense
[00:04:04.700 --> 00:04:07.600]  是一個進行式的動詞
[00:04:07.600 --> 00:04:08.900]  是什麼意思呢?
[00:04:08.900 --> 00:04:11.400]  其實大衛說的這件事就是說
[00:04:11.400 --> 00:04:14.700]  神不是當他困難的時候才牧養他
[00:04:14.700 --> 00:04:17.100]  不是他有需要的時候牧養他
[00:04:17.100 --> 00:04:19.200]  不是一次半次牧養他
[00:04:19.200 --> 00:04:22.900]  而是神是二十四小時無休
[00:04:22.900 --> 00:04:25.400]  不論春夏秋天
[00:04:25.400 --> 00:04:26.900]  都是牧養著他
[00:04:26.900 --> 00:04:29.400]  是不停地牧養他
[00:04:29.400 --> 00:04:31.600]  在這個社會裡面
[00:04:31.600 --> 00:04:35.100]  我很難想像有人會take up一份這樣的工作
[00:04:35.100 --> 00:04:36.400]  就是沒錢
[00:04:36.400 --> 00:04:40.200]  很辛苦很勞累二十四小時
[00:04:40.200 --> 00:04:44.200]  基本上是不會有人做的
[00:04:44.200 --> 00:04:46.800]  但是大衛說到一件事就是
[00:04:46.800 --> 00:04:48.200]  神這樣做的時候
[00:04:48.200 --> 00:04:49.700]  讓我們再想一想
[00:04:49.700 --> 00:04:51.100]  神是誰呢?
[00:04:51.100 --> 00:04:53.800]  神是創造天地萬物的那個位置
[00:04:53.800 --> 00:04:57.400]  祂是富有擁有一切的那個位置
[00:04:57.400 --> 00:04:59.100]  其實我們就在想
[00:04:59.100 --> 00:05:01.700]  神其實不需要這樣做
[00:05:01.700 --> 00:05:03.700]  神有一切的事
[00:05:03.700 --> 00:05:05.900]  為什麼要做這些低賤的事
[00:05:05.900 --> 00:05:07.500]  祂是不是沒有手下呢?
[00:05:07.500 --> 00:05:09.800]  祂有很多天使
[00:05:09.800 --> 00:05:15.000]  為什麼祂不讓天使做呢?
[00:05:15.000 --> 00:05:16.300]  問題是
[00:05:16.300 --> 00:05:17.500]  當我們讀到這段聖經
[00:05:17.500 --> 00:05:19.000]  真正的問題是
[00:05:19.000 --> 00:05:21.500]  為什麼神要這麼愚蠢?
[00:05:21.500 --> 00:05:22.900]  為什麼神要這麼愚蠢
[00:05:22.900 --> 00:05:25.900]  不把這些低賤、這麼勞累
[00:05:25.900 --> 00:05:27.600]  這麼吃力不討好
[00:05:27.600 --> 00:05:31.200]  可能祂做了都沒有人會知道祂正在做的事
[00:05:31.200 --> 00:05:33.900]  為什麼要自己做呢?
[00:05:33.900 --> 00:05:37.500]  為什麼不讓天使做呢?
[00:05:37.500 --> 00:05:39.400]  所以我們很快
[00:05:39.400 --> 00:05:40.400]  當我們想到這裡的時候
[00:05:40.400 --> 00:05:41.400]  我們就會發覺
[00:05:41.400 --> 00:05:43.200]  神和我們的關係
[00:05:43.200 --> 00:05:45.000]  神和大衛的關係
[00:05:45.000 --> 00:05:47.800]  不是建基在我們今天社會
[00:05:47.800 --> 00:05:51.400]  通常我們知道的一個利益的關係上面
[00:05:51.400 --> 00:05:53.900]  不是一個互惠互利的關係
[00:05:53.900 --> 00:05:56.300]  而是神是無條件
[00:05:56.300 --> 00:05:58.600]  建基在一些不知道
[00:05:58.600 --> 00:06:01.000]  比一些更加高的一層的關係上面
[00:06:01.000 --> 00:06:02.900]  更加深入的關係裡面
[00:06:02.900 --> 00:06:06.900]  這種關係就是神是無法解釋
[00:06:06.900 --> 00:06:10.400]  是無條件對我們的愛
[00:06:10.400 --> 00:06:13.200]  就等於父母對子女一樣
[00:06:13.200 --> 00:06:15.300]  很多時候我們的子女
[00:06:15.300 --> 00:06:16.100]  我們不知道
[00:06:16.100 --> 00:06:17.400]  我們的子女可能
[00:06:17.400 --> 00:06:19.400]  有人說你的兒子很厲害
[00:06:19.400 --> 00:06:21.000]  我們當然開心
[00:06:21.000 --> 00:06:24.500]  但有些人說兒子很差
[00:06:24.500 --> 00:06:26.900]  雖然我不覺得會有人直接這樣說
[00:06:26.900 --> 00:06:28.500]  除非那個是親戚
[00:06:28.500 --> 00:06:30.400]  還有和你很熟的那個
[00:06:30.400 --> 00:06:32.100]  但是當他這樣說的時候
[00:06:32.100 --> 00:06:33.200]  你會不會對你的兒子
[00:06:33.200 --> 00:06:35.200]  或者對你的女兒
[00:06:35.200 --> 00:06:38.100]  有低一個層次的想法呢
[00:06:38.100 --> 00:06:39.400]  不會的
[00:06:39.400 --> 00:06:41.100]  你仍然愛著你的子女
[00:06:41.100 --> 00:06:42.700]  仍然想他好
[00:06:42.700 --> 00:06:45.500]  仍然想盡你一生的能力去保護他
[00:06:45.500 --> 00:06:47.800]  帶領他保守他
[00:06:47.800 --> 00:06:51.400]  而這就是在這裡講神對我們的愛
[00:06:51.400 --> 00:06:54.700]  在好幾年前
[00:06:54.700 --> 00:06:59.700]  在美國發生了一件事
[00:06:59.700 --> 00:07:01.200]  在美國的時候
[00:07:01.200 --> 00:07:03.500]  有一個小孩
[00:07:03.500 --> 00:07:04.600]  他收到邀請
[00:07:04.600 --> 00:07:06.300]  在他好朋友生日那天
[00:07:06.300 --> 00:07:10.600]  出席他的生日派對
[00:07:10.600 --> 00:07:12.300]  他十分開心
[00:07:12.300 --> 00:07:14.800]  一直盼望著這天的來臨
[00:07:14.800 --> 00:07:16.100]  但很可惜
[00:07:16.100 --> 00:07:18.100]  當那天來臨的時候
[00:07:18.100 --> 00:07:21.300]  突然之間起了一場很大的風雪
[00:07:21.300 --> 00:07:25.900]  雖然他和他的好朋友
[00:07:25.900 --> 00:07:29.300]  只是住在相距幾條街的距離
[00:07:29.300 --> 00:07:33.200]  但差不多變成一個不可能的旅程
[00:07:33.200 --> 00:07:35.300]  而小朋友的父親
[00:07:35.300 --> 00:07:37.700]  意識到如果他出去的危險
[00:07:37.700 --> 00:07:42.400]  所以十分不願意讓他的兒子去
[00:07:42.400 --> 00:07:45.100]  但這個小朋友一來小
[00:07:45.100 --> 00:07:47.200]  二來不知道什麼叫危險
[00:07:47.200 --> 00:07:49.900]  當聽到爸爸不讓他去控制的時候
[00:07:49.900 --> 00:07:51.500]  就開始痛哭
[00:07:51.500 --> 00:07:53.700]  就說「爸爸」
[00:07:53.700 --> 00:07:56.700]  其他所有的小朋友都會去這個聚會
[00:07:56.700 --> 00:07:59.100]  他們的父母都容許他們去
[00:07:59.100 --> 00:08:02.700]  「求你讓我去」
[00:08:02.700 --> 00:08:06.200]  這個爸爸沉默思想了很久
[00:08:06.200 --> 00:08:08.600]  看到那個小朋友很傷心
[00:08:08.600 --> 00:08:11.900]  就溫柔地說「好吧,你去吧」
[00:08:11.900 --> 00:08:13.700]  這個小朋友一方面驚奇
[00:08:13.700 --> 00:08:16.300]  爸爸竟然會答應他的要求
[00:08:16.300 --> 00:08:18.300]  但他沒有想太多
[00:08:18.300 --> 00:08:22.500]  他就一方面很快地收拾了一會兒
[00:08:22.500 --> 00:08:28.000]  然後就匆匆忙忙地走進這場風雪裡面去
[00:08:28.000 --> 00:08:31.000]  那場是一場極大的暴風雪
[00:08:31.000 --> 00:08:32.700]  風雪大到一個地步
[00:08:32.700 --> 00:08:36.500]  差不多所有距離的視野都變得模糊不清
[00:08:36.500 --> 00:08:38.700]  是看不清楚的
[00:08:38.700 --> 00:08:41.300]  所以本來需要十分鐘的路程
[00:08:41.300 --> 00:08:44.600]  小朋友是用了超過半個小時
[00:08:44.600 --> 00:08:47.800]  才去到他朋友的家
[00:08:47.800 --> 00:08:50.300]  當他站在他朋友家的時候
[00:08:50.300 --> 00:08:52.100]  開始按鐘的時候
[00:08:52.100 --> 00:08:56.800]  他就忍不住回頭再看看他身後的風雪
[00:08:56.800 --> 00:08:59.500]  那時候他就看到
[00:08:59.500 --> 00:09:01.500]  他爸爸的身影
[00:09:01.500 --> 00:09:07.000]  慢慢地隱退在風雪的裡面
[00:09:07.000 --> 00:09:11.200]  原來在小朋友並不知道的情況下
[00:09:11.200 --> 00:09:14.900]  他的爸爸一直跟著小朋友
[00:09:14.900 --> 00:09:20.300]  肯定他可以安全到達他朋友的家為止
[00:09:20.300 --> 00:09:22.100]  親愛的大英姊妹
[00:09:22.100 --> 00:09:26.900]  你是不是不覺得神一直在看顧著你呢?
[00:09:26.900 --> 00:09:31.300]  你是不是不覺得神是你的目者呢?
[00:09:31.300 --> 00:09:33.700]  但在這段聖經裡面說
[00:09:33.700 --> 00:09:36.200]  神在你知道不知道的時候
[00:09:36.200 --> 00:09:38.500]  在你看到不看到的時候
[00:09:38.500 --> 00:09:41.700]  神竟然默默地看顧著你
[00:09:41.700 --> 00:09:45.300]  耶和華是我們的目者
[00:09:45.300 --> 00:09:49.800]  接著我們進到第二節的聖經裡面去
[00:09:49.800 --> 00:09:52.200]  第二節的聖經裡面說到
[00:09:52.200 --> 00:09:54.900]  「他使我託我在青草地上
[00:09:54.900 --> 00:09:59.300]  令我到可安潔的水邊」
[00:09:59.300 --> 00:10:02.600]  這節裡面有兩個我們常常忽略的重點
[00:10:02.600 --> 00:10:04.400]  值得我們注意的
[00:10:04.400 --> 00:10:05.500]  第一點
[00:10:05.500 --> 00:10:11.300]  第二節裡面說到神會帶領祂的人去青草地和水旁
[00:10:11.300 --> 00:10:14.500]  青草地和水旁通常我們會想
[00:10:14.500 --> 00:10:17.600]  是我們神會有供應和我們可以休息的地方
[00:10:17.600 --> 00:10:20.500]  是不是?沒錯
[00:10:20.500 --> 00:10:22.300]  但是如果我們這樣想的時候
[00:10:22.300 --> 00:10:29.300]  我們並不明白青草地和水旁再深一層的意思
[00:10:29.300 --> 00:10:31.400]  無論在希伯來元文
[00:10:31.400 --> 00:10:33.300]  或者希臘文的元文裡面
[00:10:33.300 --> 00:10:36.500]  青草地是指著第一層
[00:10:36.500 --> 00:10:42.500]  在春天剛剛出生、成長的青草或者葉子
[00:10:42.500 --> 00:10:46.700]  是最幽嫩、最容易入口、最好吃的
[00:10:46.700 --> 00:10:52.700]  而有不少的聖經把水旁譯為小溪、河流或者水泉
[00:10:52.700 --> 00:10:54.800]  是流動的水
[00:10:54.800 --> 00:10:57.000]  雖然這個不是唯一的譯法
[00:10:57.000 --> 00:10:59.800]  但是如果這個譯法是正確的時候
[00:10:59.800 --> 00:11:04.700]  就代表了一幅很不尋常的圖畫
[00:11:04.700 --> 00:11:07.700]  因為當時的巴克斯坦地是較為乾燥的地方
[00:11:07.700 --> 00:11:09.400]  水源並不多
[00:11:09.400 --> 00:11:13.000]  所謂的草地很多時候都是亂石、松生
[00:11:13.000 --> 00:11:15.200]  和一些草山在當中的時候
[00:11:15.200 --> 00:11:16.600]  就是一個草地
[00:11:16.600 --> 00:11:19.400]  所以當牧羊人的羊群特別大的時候
[00:11:19.400 --> 00:11:21.800]  很快就會吃完一塊草地的草
[00:11:21.800 --> 00:11:23.900]  就要去另一塊的地方
[00:11:23.900 --> 00:11:27.400]  而流動的水基本上是極其罕有
[00:11:27.400 --> 00:11:29.900]  通常是雨季才會出現
[00:11:29.900 --> 00:11:33.600]  所以牧羊人覺得流動的水是最好的水
[00:11:33.600 --> 00:11:34.900]  所以這裡說的是什麼呢?
[00:11:34.900 --> 00:11:37.900]  這裡不是說神在我們有需要的時候
[00:11:37.900 --> 00:11:40.400]  這裡不是說神在我們有困難的時候
[00:11:40.400 --> 00:11:41.900]  隨便給我們一些東西吃
[00:11:41.900 --> 00:11:44.100]  隨便保護我們
[00:11:44.100 --> 00:11:49.600]  這裡說神是給我們最好的
[00:11:49.600 --> 00:11:53.200]  當中說到「躺臥」和「大靈」
[00:11:53.200 --> 00:11:57.600]  但在原文裡面出現了一個很奇怪的現象
[00:11:57.600 --> 00:12:00.500]  就是兩本權威的舊約聖經
[00:12:00.500 --> 00:12:02.600]  一本是希臘文原文的聖經
[00:12:02.600 --> 00:12:05.100]  一本是希伯來文原文的聖經
[00:12:05.100 --> 00:12:11.500]  對形容這兩個的詞語
[00:12:11.500 --> 00:12:14.700]  是用了不同的文法
[00:12:14.700 --> 00:12:16.300]  在希臘文裡面
[00:12:16.300 --> 00:12:21.000]  是用了已完成過去式的errorous tense
[00:12:21.000 --> 00:12:23.900]  但在希伯來文的時候不是
[00:12:23.900 --> 00:12:28.000]  是仍然進行當中的continuous tense
[00:12:28.000 --> 00:12:29.500]  imperfect
[00:12:29.500 --> 00:12:30.800]  為什麼?
[00:12:30.800 --> 00:12:33.000]  兩個這麼重要的譯本裡面
[00:12:33.000 --> 00:12:37.100]  兩個我們通常聖經學者很依賴的譯本
[00:12:37.100 --> 00:12:40.300]  通常是50-50%我們一定要看這兩個譯本
[00:12:40.300 --> 00:12:42.800]  但為什麼當他形容了這兩個名詞的時候
[00:12:42.800 --> 00:12:45.200]  是用了不同的語句
[00:12:45.200 --> 00:12:47.100]  不同的文法
[00:12:47.100 --> 00:12:52.300]  這代表了究竟神是已經帶領了我們的青草地和溪水旁
[00:12:52.300 --> 00:12:54.200]  還是根本就未到
[00:12:54.200 --> 00:12:58.800]  而我們在將來才會去到
[00:12:58.800 --> 00:13:02.400]  究竟是去到還是未去到
[00:13:02.400 --> 00:13:07.800]  但其實因為這個聖經兩重意思都有
[00:13:07.800 --> 00:13:11.700]  沒有一個tense可以代表完全的意思
[00:13:11.700 --> 00:13:14.800]  所以兩個譯本用了不同的譯法
[00:13:14.800 --> 00:13:18.100]  其實神已經帶領我們去到青草地和溪水旁
[00:13:18.100 --> 00:13:19.900]  你現在所擁有的東西
[00:13:19.900 --> 00:13:25.000]  是神在你當中可以擁有的東西是最好的
[00:13:25.000 --> 00:13:27.300]  可能你是不知道
[00:13:27.300 --> 00:13:28.400]  但是
[00:13:28.400 --> 00:13:29.800]  是不是代表神沒有帶領你
[00:13:29.800 --> 00:13:32.000]  不再帶領你都不是
[00:13:32.000 --> 00:13:34.600]  神仍然在帶領你
[00:13:34.600 --> 00:13:37.600]  在當中去到下一個階段
[00:13:37.600 --> 00:13:40.900]  在將來對你最好的環境裏
[00:13:40.900 --> 00:13:44.800]  所以神是已經帶領你去到最好的地方
[00:13:44.800 --> 00:13:48.200]  但是神仍然再帶領著你
[00:13:48.200 --> 00:13:52.500]  去下一個階段對你最好的地方
[00:13:52.500 --> 00:13:54.000]  所以在當中裏面
[00:13:54.000 --> 00:14:01.200]  很多時候我們忽略了這個重要的文法上的意思
[00:14:01.200 --> 00:14:02.500]  舉個例子
[00:14:02.500 --> 00:14:04.700]  在2012年的時候
[00:14:04.700 --> 00:14:07.600]  當神呼召我全家回香港的時候
[00:14:07.600 --> 00:14:10.400]  我近來好像在這間教會裏面分享過
[00:14:10.400 --> 00:14:15.000]  神怎樣呼召我在香港走去美國讀神學
[00:14:15.000 --> 00:14:17.300]  但是我很少跟別人說
[00:14:17.300 --> 00:14:20.400]  我怎樣從美國回香港
[00:14:20.400 --> 00:14:23.600]  因為有一些私人資料
[00:14:23.600 --> 00:14:24.800]  我不是太方便說
[00:14:24.800 --> 00:14:26.600]  但是我想說少許
[00:14:26.600 --> 00:14:27.900]  所以長話短說的時候
[00:14:27.900 --> 00:14:30.100]  我就收少許來說
[00:14:30.100 --> 00:14:32.800]  當時神呼召我回香港的時候
[00:14:32.800 --> 00:14:35.200]  其實在美國的時候我已經非常安靜
[00:14:35.200 --> 00:14:38.000]  就是說我無論經濟各方面的時候
[00:14:38.000 --> 00:14:41.400]  侍奉方面已經較為穩定
[00:14:41.400 --> 00:14:43.500]  保險公司包括了
[00:14:43.500 --> 00:14:46.800]  將我女兒所有的醫療費用
[00:14:46.800 --> 00:14:51.000]  以及她在言語治療各方面的治療
[00:14:51.000 --> 00:14:52.800]  所有的費用全部包括了
[00:14:52.800 --> 00:14:55.100]  所以我不用出任何的錢
[00:14:55.100 --> 00:14:57.400]  而那時候我在教會和在神學院裏面
[00:14:57.400 --> 00:14:59.100]  都有很多的侍奉
[00:14:59.100 --> 00:15:01.200]  所以其實在正常來看的時候
[00:15:01.200 --> 00:15:05.800]  美國是當時我們有最好的地方
[00:15:05.800 --> 00:15:09.200]  而那時候我也是剛剛夠資格
[00:15:09.200 --> 00:15:11.300]  可以去申請綠卡
[00:15:11.300 --> 00:15:14.100]  所以那時候我沒有想過回香港
[00:15:14.100 --> 00:15:16.000]  2012年的時候
[00:15:16.000 --> 00:15:17.600]  因為我的家人病重
[00:15:17.600 --> 00:15:20.300]  我回香港探親
[00:15:20.300 --> 00:15:23.400]  神有說話臨到我太太
[00:15:23.400 --> 00:15:25.500]  那時候神沒有說話臨給我
[00:15:25.500 --> 00:15:27.400]  是臨給我太太
[00:15:27.400 --> 00:15:31.300]  可能祂知道如果是臨給我的時候我未必接受
[00:15:31.300 --> 00:15:33.500]  所以祂臨到我太太
[00:15:33.500 --> 00:15:36.900]  就叫我太太要回香港留在那裏
[00:15:36.900 --> 00:15:38.100]  接著我記得
[00:15:38.100 --> 00:15:41.600]  我在這間教會附近做天橋上面
[00:15:41.600 --> 00:15:43.300]  剛剛吃完晚飯
[00:15:43.300 --> 00:15:44.500]  我太太在天橋上面
[00:15:44.500 --> 00:15:47.500]  將這個消息和我講神有說話臨到她
[00:15:47.500 --> 00:15:53.100]  接著我記得我發了很大脾氣
