
[00:00:00.000 --> 00:00:04.500]  好,讓我們聽到之前,一起同心禱告吧
[00:00:04.500 --> 00:00:08.500]  親愛的恩主,願祢僕人口中的言語
[00:00:08.500 --> 00:00:13.500]  並弟兄姊妹的心思意念都蒙上主的月立
[00:00:13.500 --> 00:00:20.000]  禱告是奉耶穌基督聖名祈禱,阿們
[00:00:20.000 --> 00:00:22.500]  早前在香港一場演唱會當中
[00:00:22.500 --> 00:00:26.000]  可能大家都知道,有一個很大的螢幕
[00:00:26.000 --> 00:00:28.500]  在高處掉下來
[00:00:28.500 --> 00:00:32.500]  當中有一位舞蹈員受了重傷
[00:00:32.500 --> 00:00:34.500]  經過了二十多天的時間
[00:00:34.500 --> 00:00:39.500]  其實他仍然在深切治療部留醫
[00:00:39.500 --> 00:00:43.500]  對於這位危殆的舞蹈員來說
[00:00:43.500 --> 00:00:47.000]  生命真是在一瞬間之間
[00:00:47.000 --> 00:00:53.000]  有一個很大的災禍臨到他的身上
[00:00:53.000 --> 00:00:58.000]  一個很沉重的打擊
[00:00:58.000 --> 00:01:06.000]  我想我們每一個市民聽到這位舞蹈員的遭遇的時候
[00:01:06.000 --> 00:01:09.500]  我們心裏都會沉一沉
[00:01:09.500 --> 00:01:13.500]  天愛堂當時都有教友睡不著
[00:01:13.500 --> 00:01:17.500]  因為在沒有心理準備的情況下
[00:01:17.500 --> 00:01:20.500]  手機收到那段短片
[00:01:20.500 --> 00:01:23.500]  亦都在沒有心理準備的情況下
[00:01:23.500 --> 00:01:26.500]  打開了那段短片來看
[00:01:26.500 --> 00:01:31.500]  有一段時間在街上都擔心
[00:01:31.500 --> 00:01:38.500]  在上面有東西掉下來砸傷自己
[00:01:38.500 --> 00:01:40.500]  這位危殆的舞蹈員
[00:01:40.500 --> 00:01:43.500]  我們很希望他能夠早日康復,對不對?
[00:01:43.500 --> 00:01:46.500]  這是我們的心願
[00:01:46.500 --> 00:01:50.500]  他的父親是一位牧師
[00:01:50.500 --> 00:01:52.500]  究竟這位父親
[00:01:52.500 --> 00:01:57.000]  他面對自己的兒子突如其來的打擊
[00:01:57.000 --> 00:02:00.000]  他怎麼想呢?
[00:02:00.000 --> 00:02:04.000]  他是不是仍然信靠上帝呢?
[00:02:04.000 --> 00:02:09.000]  他怎麼理解他所認識的上帝呢?
[00:02:09.000 --> 00:02:14.000]  這位退休的牧師在他面對人生打擊當中的兒子
[00:02:14.000 --> 00:02:18.000]  已經是長大了,獨立生活了
[00:02:18.000 --> 00:02:21.000]  卻是有一個這麼大的打擊
[00:02:21.000 --> 00:02:28.000]  這位牧師他現在跟上帝之間的關係是怎樣的呢?
[00:02:28.000 --> 00:02:32.500]  丁子梅,相信我們大部分的人
[00:02:32.500 --> 00:02:38.500]  人生當中都會經過大大小小的打擊
[00:02:38.500 --> 00:02:43.000]  我說的是,即使我們信主成為了基督徒之後
[00:02:43.000 --> 00:02:51.000]  其實我們都可能再次承受不同的打擊
[00:02:51.000 --> 00:02:53.000]  如果信了主之後
[00:02:53.000 --> 00:02:59.000]  人生是繼續出現一個又一個打擊的時候
[00:02:59.000 --> 00:03:02.000]  親愛的丁子梅,我想問一下
[00:03:02.000 --> 00:03:05.000]  你今天為什麼仍然
[00:03:05.000 --> 00:03:07.000]  事立在上帝的面前
[00:03:07.000 --> 00:03:12.000]  來到這個禮拜堂當中去敬拜上帝呢?
[00:03:12.000 --> 00:03:15.000]  你有沒有想過在打擊的當中
[00:03:15.000 --> 00:03:17.000]  你不想再敬拜上帝
[00:03:17.000 --> 00:03:21.000]  甚至懷疑上帝是否存在
[00:03:21.000 --> 00:03:24.000]  是否愛你呢?
[00:03:24.000 --> 00:03:29.000]  今天我們一起細細地聽聽這段經文
[00:03:29.000 --> 00:03:31.000]  《聖經》的作者形容
[00:03:31.000 --> 00:03:36.000]  這段經文裡的主角是一位怎樣的人
[00:03:36.000 --> 00:03:38.000]  很正的
[00:03:38.000 --> 00:03:43.000]  不知道你感不感受到你身邊有一位這樣的人呢?
[00:03:43.000 --> 00:03:49.000]  是一位完全正直敬畏上帝遠離惡事的人
[00:03:49.000 --> 00:03:54.000]  但是他卻是突然經歷了五個打擊
[00:03:54.000 --> 00:03:59.000]  那他怎樣理解自己跟上帝之間的關係呢?
[00:03:59.000 --> 00:04:03.000]  以至到我們一起回望我們今天
[00:04:03.000 --> 00:04:06.000]  我們自己跟上帝之間
[00:04:06.000 --> 00:04:10.000]  是在建立一種怎樣的關係呢?
[00:04:10.000 --> 00:04:15.000]  讓我們看看下一頁的Power Point
[00:04:15.000 --> 00:04:20.000]  約巴基第一章六至十二節
[00:04:20.000 --> 00:04:22.000]  有一天
[00:04:22.000 --> 00:04:27.000]  上帝的重視者來到事立在耶和華面前
[00:04:27.000 --> 00:04:30.000]  撒旦也來在其中
[00:04:30.000 --> 00:04:32.000]  耶和華對撒旦說
[00:04:32.000 --> 00:04:38.000]  「你從那裡來?」撒旦回答耶和華說
[00:04:38.000 --> 00:04:44.000]  「我從地上走來走去,在那裡往返」
[00:04:44.000 --> 00:04:49.000]  丁姐妹,我們先給自己一點空間
[00:04:49.000 --> 00:04:52.000]  看看這段經文
[00:04:52.000 --> 00:04:56.000]  想像一下在上帝的面前
[00:04:56.000 --> 00:05:01.000]  站立著上帝的使者
[00:05:01.000 --> 00:05:08.000]  他們的狀況像是怎樣呢?
[00:05:08.000 --> 00:05:12.000]  好像一個會議一樣
[00:05:12.000 --> 00:05:16.000]  約巴基的作者提及
[00:05:16.000 --> 00:05:23.000]  撒旦也來到一個彷彿會議的場景裡
[00:05:23.000 --> 00:05:26.000]  撒旦是誰呢?
[00:05:26.000 --> 00:05:31.000]  是不是頭上有兩隻角,拿著鴉叉,穿著斗篷
[00:05:31.000 --> 00:05:35.000]  面目猙獰,在地獄作亡,是不是?
[00:05:35.000 --> 00:05:40.000]  不是上帝管天堂,撒旦管地獄嗎?
[00:05:40.000 --> 00:05:47.000]  為什麼撒旦來到上帝的面前呢?
[00:05:47.000 --> 00:05:49.000]  我們看看經文
[00:05:49.000 --> 00:05:51.000]  上帝問撒旦
[00:05:51.000 --> 00:05:54.000]  「你從那裡來?」
[00:05:54.000 --> 00:05:58.000]  撒旦就乖乖回覆上帝
[00:05:58.000 --> 00:06:05.000]  他說自己在地上走來走去,在那裡往返
