
[00:00:00.000 --> 00:00:01.720]  (主席) 今天會繼續和大家帶來
[00:00:01.720 --> 00:00:03.720]  (主席) 逢星期六上午的講道
[00:00:03.720 --> 00:00:06.120]  (主席) 我會講耶穌的比喻系列
[00:00:06.120 --> 00:00:08.600]  (主席) 我不知道大家對上有沒有聽過
[00:00:08.600 --> 00:00:09.920]  (主席) 《皇的盛宴》
[00:00:09.920 --> 00:00:11.320]  (主席) 就是我上次所講的
[00:00:11.320 --> 00:00:14.040]  (主席) 在櫃檯外面還有幾張講章
[00:00:14.040 --> 00:00:15.080]  (主席) 大家可以拿回來
[00:00:15.080 --> 00:00:16.480]  (主席) 《皇的盛宴》
[00:00:16.480 --> 00:00:18.640]  (主席) 耶穌講了三個比喻
[00:00:18.640 --> 00:00:20.920]  (主席) 都是和飲宴有關的
[00:00:20.920 --> 00:00:23.000]  (主席) 這三個比喻裡面
[00:00:23.000 --> 00:00:26.080]  (主席) 都講到一個逆轉的情況
[00:00:26.080 --> 00:00:27.640]  (主席) 第一個比喻很簡單
[00:00:27.640 --> 00:00:30.440]  (主席) 祂說你去飲宴的時候
[00:00:30.440 --> 00:00:32.440]  (主席) 千萬不要坐高位
[00:00:32.440 --> 00:00:34.840]  (主席) 因為有個人比你更厲害的時候
[00:00:34.840 --> 00:00:37.080]  (主席) 於是你就請人下來
[00:00:37.080 --> 00:00:38.520]  (主席) 坐他一個卑位
[00:00:38.520 --> 00:00:41.760]  (主席) 祂說最好就是你坐一些較為卑的地方
[00:00:41.760 --> 00:00:43.960]  (主席) 別人看到你身份這麼尊貴
[00:00:43.960 --> 00:00:46.800]  (主席) 於是就請你坐主家席
[00:00:46.800 --> 00:00:50.200]  (主席) 聖經裡面的比喻結論是什麼呢
[00:00:50.200 --> 00:00:53.320]  (主席) 凡自高的就見和變為卑
[00:00:53.320 --> 00:00:55.320]  (主席) 自卑的會升為高
[00:00:55.320 --> 00:00:58.360]  (主席) 所以我一直都鼓勵大家千萬不要坐主家席
[00:00:58.360 --> 00:01:00.360]  (主席) 坐主家席是不太好的
[00:01:00.360 --> 00:01:01.560]  (主席) 因為要分送食
[00:01:01.560 --> 00:01:03.560]  (主席) 你想多吃一件乳豬都沒有了
[00:01:03.560 --> 00:01:07.560]  (主席) 明晚我都有一個粉嶺堂的飲宴
[00:01:07.560 --> 00:01:10.760]  (主席) 我剛剛一回來就馬上去做婚前輔導
[00:01:10.760 --> 00:01:14.360]  (主席) 那個新郎就說牧師我想擺你在主家席
[00:01:14.360 --> 00:01:15.360]  (主席) 我千萬不要客氣
[00:01:15.360 --> 00:01:16.160]  (主席) 不用不用
[00:01:16.160 --> 00:01:17.760]  (主席) 我和你的家人不是很熟的
[00:01:17.760 --> 00:01:20.160]  (主席) 不如我和你擺在神學院的院長旁邊
[00:01:20.160 --> 00:01:25.360]  (主席) 更加不好 去到院長旁邊我怎樣都要有少許規矩
[00:01:25.360 --> 00:01:27.360]  (主席) 免得別人認為冥恩堂那麼差
[00:01:27.360 --> 00:01:29.360]  (主席) 牧師擺你在哪裏
[00:01:29.360 --> 00:01:30.360]  (主席) 我最好擺在神學生旁邊
[00:01:30.360 --> 00:01:31.560]  (主席) 因為我是長輩
[00:01:31.560 --> 00:01:33.960]  (主席) 讓我可以好好地和他們分享
[00:01:33.960 --> 00:01:37.360]  (主席) 我想他們長輩會尊敬我多吃一點
[00:01:37.360 --> 00:01:39.360]  (主席) 所以不要坐高位
[00:01:39.360 --> 00:01:41.760]  (主席) 這個逆轉由高變低
[00:01:41.760 --> 00:01:44.160]  (主席) 第二個比喻是什麼呢
[00:01:44.160 --> 00:01:47.760]  (主席) 就是王彌達擺設筵席
[00:01:47.760 --> 00:01:49.960]  (主席) 請一些有錢的人來
[00:01:49.960 --> 00:01:51.960]  (主席) 但那班人拒絕了
[00:01:51.960 --> 00:01:55.760]  (主席) 於是王就叫城裏面找一些貧窮的
[00:01:55.760 --> 00:01:57.160]  (主席) 瘸腿的人來
[00:01:57.160 --> 00:01:58.160]  (主席) 為什麼呢
[00:01:58.160 --> 00:02:01.360]  (主席) 他說有錢的人將來會回報你
[00:02:01.360 --> 00:02:05.360]  (主席) 但如果你去服侍一些弱小的群眾
[00:02:05.360 --> 00:02:07.360]  (主席) 你去服侍這些人的時候
[00:02:07.360 --> 00:02:08.960]  (主席) 他們沒有辦法去回報的
[00:02:08.960 --> 00:02:12.160]  (主席) 結果你將來就會得到祝福
[00:02:12.160 --> 00:02:13.560]  (主席) 這個是逆轉來的
[00:02:13.560 --> 00:02:15.560]  (主席) 因為當時的人去飲宴
[00:02:15.560 --> 00:02:17.960]  (主席) 一定是請一些身傷名流
[00:02:17.960 --> 00:02:19.760]  (主席) 以添自己的榮耀
[00:02:19.760 --> 00:02:21.760]  (主席) 但神話不是這樣
[00:02:21.760 --> 00:02:23.360]  (主席) 我又很感恩
[00:02:23.360 --> 00:02:26.960]  (主席) 我們粉嶺堂搬了去馬錦鳴中學
[00:02:26.960 --> 00:02:29.960]  (主席) 為了要凝聚那班人的時候
[00:02:29.960 --> 00:02:31.960]  (主席) 我們在三月最後的星期
[00:02:31.960 --> 00:02:34.360]  (主席) 我們就有搞一個盤菜宴
[00:02:34.360 --> 00:02:35.360]  (主席) 很厲害
[00:02:35.360 --> 00:02:38.160]  (主席) 在中學禮堂裏面有很多桌子
[00:02:38.160 --> 00:02:41.760]  (主席) 大家知道我們都關心一些智障的人
[00:02:41.760 --> 00:02:43.160]  (主席) 他們有聚會的
[00:02:43.160 --> 00:02:44.160]  (主席) 那次他就問我
[00:02:44.160 --> 00:02:46.560]  (主席) 牧師我們有沒有份吃盤菜
[00:02:46.560 --> 00:02:48.160]  (主席) 我說有,當然有
[00:02:48.160 --> 00:02:50.360]  (主席) 於是他們兩桌子就來了
[00:02:50.360 --> 00:02:51.960]  (主席) 不過他們是沒有付錢的
[00:02:51.960 --> 00:02:53.560]  (主席) 他們只是問有沒有可以吃的
[00:02:53.560 --> 00:02:55.560]  (主席) 他們不會想過要付錢的
[00:02:55.560 --> 00:02:57.160]  (主席) 結果是誰付錢呢?
[00:02:57.160 --> 00:02:58.760]  (主席) 結果是我付錢
[00:02:58.760 --> 00:02:59.760]  (主席) 但我又感恩
[00:02:59.760 --> 00:03:01.760]  (主席) 這篇導遊成為我自己的幫助
[00:03:01.760 --> 00:03:03.560]  (主席) 因為他們不能夠請我
[00:03:03.560 --> 00:03:05.960]  (主席) 將來我在上面可以收費的
[00:03:05.960 --> 00:03:08.760]  (主席) 所以原來這個是一個祝福
[00:03:08.760 --> 00:03:10.360]  (主席) 第三個的比喻就是
[00:03:10.360 --> 00:03:11.360]  (主席) 王的盛宴
[00:03:11.360 --> 00:03:14.760]  (主席) 就是說王妮大人擺了一個筵席
[00:03:14.760 --> 00:03:18.960]  (主席) 臨開席之前再找僕人去提醒一些人來出席
[00:03:18.960 --> 00:03:22.960]  (主席) 有些人一口同聲的妮大人去拒絕
[00:03:22.960 --> 00:03:25.360]  (主席) 就說到有一個就說我買了個田
[00:03:25.360 --> 00:03:27.160]  (主席) 我要去看那個田
[00:03:27.160 --> 00:03:28.960]  (主席) 有一個人就說我買了五對牛
[00:03:28.960 --> 00:03:30.760]  (主席) 我要去看那對牛
[00:03:30.760 --> 00:03:32.960]  (主席) 有一個人就說我剛剛結了婚
[00:03:32.960 --> 00:03:35.560]  (主席) 所以我要陪我太太我就不去了
[00:03:35.560 --> 00:03:37.360]  (主席) 但這三個都是藉口來的
[00:03:37.360 --> 00:03:41.360]  (主席) 結果王就叫人不單單請那些貧窮瘸腿的
[00:03:41.360 --> 00:03:43.360]  (主席) 更加要出到城外
[00:03:43.360 --> 00:03:46.160]  (主席) 妮大人去找一些外人進來
[00:03:46.160 --> 00:03:48.960]  (主席) 妮大人去填滿這個筵席
