
[00:00:00.000 --> 00:00:04.000]  今天很高興和大家一起敬拜神
[00:00:04.000 --> 00:00:08.000]  耶穌很喜歡講故事
[00:00:08.000 --> 00:00:12.000]  記錄在聖經裡面叫做「比喻」
[00:00:12.000 --> 00:00:18.000]  其實耶穌是用這些比喻來向我們解釋
[00:00:18.000 --> 00:00:20.000]  上帝是怎樣的
[00:00:20.000 --> 00:00:22.000]  天國是怎樣
[00:00:22.000 --> 00:00:26.000]  每一個比喻、每一個故事都很有意思
[00:00:26.000 --> 00:00:30.000]  有一個是很特別的
[00:00:30.000 --> 00:00:32.000]  甚至是古怪的
[00:00:32.000 --> 00:00:34.000]  今天我要和大家看一個
[00:00:34.000 --> 00:00:38.000]  耶穌所講的一個古怪的比喻
[00:00:38.000 --> 00:00:41.000]  就在《馬太福音》第20章
[00:00:41.000 --> 00:00:44.000]  這個古實際雖然是古怪
[00:00:44.000 --> 00:00:47.000]  但是對你和我都很有切身關係
[00:00:47.000 --> 00:00:51.000]  所以大家要打開耳朵聽得清楚一點
[00:00:51.000 --> 00:00:53.000]  我平時講道
[00:00:53.000 --> 00:00:55.000]  我要和大家分享一個格言
[00:00:55.000 --> 00:00:57.000]  我的格言是為我自己
[00:00:57.000 --> 00:00:59.000]  不是為何牧師、林牧師
[00:00:59.000 --> 00:01:02.000]  我的格言是神的僕人
[00:01:02.000 --> 00:01:06.000]  用神的話語去悶親神的子民是近乎罪
[00:01:06.000 --> 00:01:08.000]  所以呢
[00:01:08.000 --> 00:01:10.000]  我講道是半個小時
[00:01:10.000 --> 00:01:13.000]  但是林牧師叫我講三五分鐘
[00:01:13.000 --> 00:01:16.000]  何牧師說如果有時間可以講長一點
[00:01:16.000 --> 00:01:19.000]  今天希望不會犯罪
[00:01:19.000 --> 00:01:21.000]  尤其是在廣福堂見到這麼多人
[00:01:21.000 --> 00:01:23.000]  這個比喻很特別
[00:01:23.000 --> 00:01:25.000]  我和大家一起來看一下
[00:01:25.000 --> 00:01:29.000]  《馬太福音》第20章
[00:01:29.000 --> 00:01:31.000]  耶穌講這個故事
[00:01:31.000 --> 00:01:38.000]  因為天國好像一家葡萄園的主人
[00:01:38.000 --> 00:01:41.000]  清早請人去葡萄園工作
[00:01:41.000 --> 00:01:44.000]  清早是早上六點鐘
[00:01:44.000 --> 00:01:49.000]  他和工人講定一天是一個銀幣
[00:01:49.000 --> 00:01:52.000]  他打發他們進去葡萄園
[00:01:52.000 --> 00:01:55.000]  但是在上午九點鐘
[00:01:55.000 --> 00:01:57.000]  過了三個鐘頭他再出去
[00:01:57.000 --> 00:02:00.000]  見到市場上還有些人在等著工作
[00:02:00.000 --> 00:02:02.000]  他對那些人說
[00:02:02.000 --> 00:02:04.000]  你們也進葡萄園去
[00:02:04.000 --> 00:02:08.000]  我會給你們合理的工錢
[00:02:08.000 --> 00:02:10.000]  然後他們進去之後
[00:02:10.000 --> 00:02:12.000]  到十二點鐘
[00:02:12.000 --> 00:02:14.000]  即是三個鐘頭過去了
[00:02:14.000 --> 00:02:16.000]  三點鐘
[00:02:16.000 --> 00:02:18.000]  這個葡萄園的主人
[00:02:18.000 --> 00:02:20.000]  這個老闆仍然這樣出去
[00:02:20.000 --> 00:02:23.000]  見到有些人請他們
[00:02:23.000 --> 00:02:25.000]  到五點鐘
[00:02:25.000 --> 00:02:26.000]  最後那個鐘頭
[00:02:26.000 --> 00:02:28.000]  因為六點鐘是下班
[00:02:28.000 --> 00:02:30.000]  他見到有些人
[00:02:30.000 --> 00:02:34.000]  仍然在裡面行站
[00:02:34.000 --> 00:02:36.000]  在那裡等工作
[00:02:36.000 --> 00:02:38.000]  他就問他們
[00:02:38.000 --> 00:02:44.000]  為什麼你們還站在這裡行站呢?
[00:02:44.000 --> 00:02:46.000]  他說因為沒有人請我們
[00:02:46.000 --> 00:02:50.000]  耶穌說你們也進葡萄園去
[00:02:50.000 --> 00:02:54.000]  到了晚上六點鐘的時候
[00:02:54.000 --> 00:02:56.000]  他又對工頭說
[00:02:56.000 --> 00:02:59.000]  叫工人來給工錢他們
[00:02:59.000 --> 00:03:02.000]  從最後來的開始
[00:03:02.000 --> 00:03:05.000]  到先前來的為止
[00:03:05.000 --> 00:03:07.000]  下午五點鐘的人來
[00:03:07.000 --> 00:03:11.000]  每人領到一個銀幣
[00:03:11.000 --> 00:03:17.000]  最先來的那些也是一個銀幣
[00:03:17.000 --> 00:03:20.000]  他們領了工錢
[00:03:20.000 --> 00:03:23.000]  有些最先來的就埋怨主人
[00:03:23.000 --> 00:03:26.000]  我們整天勞苦受熱
[00:03:26.000 --> 00:03:28.000]  那些最後來的做了一個鐘頭
[00:03:28.000 --> 00:03:32.000]  你怎麼待他們跟我們一樣呢?
[00:03:32.000 --> 00:03:33.000]  主人就回答他們說
[00:03:33.000 --> 00:03:35.000]  朋友,我沒有虧待你
[00:03:35.000 --> 00:03:41.000]  你跟我不是說好一天一千銀幣嗎?
[00:03:41.000 --> 00:03:43.000]  拿你的錢走吧
[00:03:43.000 --> 00:03:45.000]  我下午給最後來的
[00:03:45.000 --> 00:03:47.000]  跟你一樣這麼多
[00:03:47.000 --> 00:03:48.000]  難道我的東西
[00:03:48.000 --> 00:03:50.000]  不可以任我的意思用嗎?
[00:03:50.000 --> 00:03:52.000]  因為我做好人
[00:03:52.000 --> 00:03:54.000]  你就紅眼了
[00:03:54.000 --> 00:03:56.000]  耶穌說了一句話
[00:03:56.000 --> 00:03:59.000]  那在後的將要在前
[00:03:59.000 --> 00:04:02.000]  在前的將要在後
[00:04:02.000 --> 00:04:05.000]  最後那句是很特別的
[00:04:05.000 --> 00:04:07.000]  很多人看完也不明白
[00:04:07.000 --> 00:04:08.000]  今天我會跟大家說
[00:04:08.000 --> 00:04:11.000]  這一句跟你也很有關係
[00:04:11.000 --> 00:04:13.000]  首先我們來看看這個老闆
[00:04:13.000 --> 00:04:15.000]  這個非一般的老闆
[00:04:15.000 --> 00:04:17.000]  他做事是不是有點古怪?
[00:04:17.000 --> 00:04:21.000]  他做事好像不按我們工商管理法
[00:04:21.000 --> 00:04:22.000]  Business Administration
[00:04:22.000 --> 00:04:24.000]  我們廣福堂是最多的
[00:04:24.000 --> 00:04:27.000]  有誰讀過Business Administration
[00:04:27.000 --> 00:04:29.000]  起碼讀過一科的請你舉手
[00:04:29.000 --> 00:04:30.000]  一科的
[00:04:30.000 --> 00:04:32.000]  舉高一點
[00:04:32.000 --> 00:04:34.000]  真的不少
[00:04:34.000 --> 00:04:40.000]  這個老闆好像不太懂工商管理法
[00:04:40.000 --> 00:04:44.000]  他違反了最基本那幾條
[00:04:44.000 --> 00:04:46.000]  工商管理法的原則
[00:04:46.000 --> 00:04:47.000]  第一
[00:04:47.000 --> 00:04:51.000]  他沒有按到論工行賞這個原則
[00:04:51.000 --> 00:04:53.000]  Merit System
[00:04:53.000 --> 00:04:55.000]  做多就賺多
[00:04:55.000 --> 00:04:56.000]  做少就賺少
[00:04:56.000 --> 00:05:00.000]  這個是我們資本主義行之有效的原則
[00:05:00.000 --> 00:05:01.000]  是不是?
[00:05:01.000 --> 00:05:02.000]  做就36
[00:05:02.000 --> 00:05:03.000]  不做就36
[00:05:03.000 --> 00:05:04.000]  是誰做呢?
[00:05:04.000 --> 00:05:07.000]  還有那些工人會打架
[00:05:07.000 --> 00:05:09.000]  他做好像有點問題
[00:05:09.000 --> 00:05:10.000]  第二
[00:05:10.000 --> 00:05:14.000]  他做事不按市場供求定律
[00:05:14.000 --> 00:05:17.000]  The Law of Supply and Demand
[00:05:17.000 --> 00:05:20.000]  現在我們香港紮鐵工人少
[00:05:20.000 --> 00:05:21.000]  建築多
[00:05:21.000 --> 00:05:23.000]  人工比牧師還多
[00:05:23.000 --> 00:05:27.000]  但是那時候工人多還是少?
[00:05:27.000 --> 00:05:28.000]  工人多工作少
[00:05:28.000 --> 00:05:30.000]  本來沒有最低工資
[00:05:30.000 --> 00:05:31.000]  本來可以減薪
[00:05:31.000 --> 00:05:33.000]  不需要給他一個錢幣
[00:05:33.000 --> 00:05:38.000]  他又沒有處理到市場供求定律的問題
[00:05:38.000 --> 00:05:40.000]  還有
[00:05:40.000 --> 00:05:43.000]  他錄取多次廢時失事
[00:05:43.000 --> 00:05:44.000]  他錄取了多少次?
[00:05:44.000 --> 00:05:46.000]  早上6點
[00:05:46.000 --> 00:05:47.000]  然後9點
[00:05:47.000 --> 00:05:48.000]  12點
[00:05:48.000 --> 00:05:49.000]  3點
[00:05:49.000 --> 00:05:50.000]  5點
[00:05:50.000 --> 00:05:52.000]  有沒有搞錯?
[00:05:52.000 --> 00:05:54.000]  最有效的方法
[00:05:54.000 --> 00:05:56.000]  就是早上錄取一次
[00:05:56.000 --> 00:05:59.000]  我們做事要有計劃才行
[00:05:59.000 --> 00:06:01.000]  我未做牧師之前
[00:06:01.000 --> 00:06:03.000]  在跨國公司做管理階層
[00:06:03.000 --> 00:06:05.000]  我們要定一年計劃
[00:06:05.000 --> 00:06:06.000]  五年計劃
[00:06:06.000 --> 00:06:07.000]  十年計劃
[00:06:07.000 --> 00:06:09.000]  一年計劃要很精準
[00:06:09.000 --> 00:06:12.000]  如果目標不達到就沒有花紅
[00:06:12.000 --> 00:06:14.000]  五年計劃就不同了
[00:06:14.000 --> 00:06:16.000]  遠一點可以有很多走盞
[00:06:16.000 --> 00:06:18.000]  十年計劃簡直是天馬行空
[00:06:18.000 --> 00:06:20.000]  因為十年後老闆都未必在
[00:06:20.000 --> 00:06:21.000]  任你怎麼說都可以
[00:06:21.000 --> 00:06:23.000]  但是這個元主
[00:06:23.000 --> 00:06:25.000]  連一日計劃都沒有
[00:06:25.000 --> 00:06:28.000]  還有
[00:06:28.000 --> 00:06:29.000]  他先後不分
[00:06:29.000 --> 00:06:33.000]  有什麼理由遲上工的才拿錢?
[00:06:33.000 --> 00:06:36.000]  早來的就遲拿錢
[00:06:36.000 --> 00:06:40.000]  這個元主就應該去讀MBA
[00:06:40.000 --> 00:06:42.000]  這個元主是誰?
[00:06:42.000 --> 00:06:43.000]  是上帝
[00:06:43.000 --> 00:06:46.000]  上帝就不可能需要讀MBA
[00:06:46.000 --> 00:06:48.000]  究竟這個故事
[00:06:48.000 --> 00:06:50.000]  耶穌說這個故事對我們
[00:06:50.000 --> 00:06:52.000]  他應該想說什麼呢?
[00:06:52.000 --> 00:06:53.000]  我們今天看看
[00:06:53.000 --> 00:06:55.000]  首先
[00:06:55.000 --> 00:07:00.000]  我們要清楚當時的背景是怎樣
[00:07:00.000 --> 00:07:04.000]  當時工人有幾種
[00:07:04.000 --> 00:07:06.000]  有些是固定的
[00:07:06.000 --> 00:07:08.000]  好像你有些每天上班固定的
[00:07:08.000 --> 00:07:09.000]  長工
[00:07:09.000 --> 00:07:11.000]  有些是奴隸
[00:07:11.000 --> 00:07:13.000]  這種是最慘
[00:07:13.000 --> 00:07:14.000]  散工
[00:07:14.000 --> 00:07:17.000]  不知道明天去哪裡上班
[00:07:17.000 --> 00:07:19.000]  比奴隸還慘
[00:07:19.000 --> 00:07:21.000]  如果有一個主人家好的話
[00:07:21.000 --> 00:07:23.000]  是不受依食的
[00:07:23.000 --> 00:07:25.000]  我記得在60年代
[00:07:25.000 --> 00:07:27.000]  我是新兵仔的時候
[00:07:27.000 --> 00:07:28.000]  我已經很老了
[00:07:28.000 --> 00:07:30.000]  60年代新兵仔的時候
[00:07:30.000 --> 00:07:32.000]  當時有一個遠親
[00:07:32.000 --> 00:07:35.000]  在大陸出來做家傭
[00:07:35.000 --> 00:07:37.000]  即是現在非傭印傭做的那些
[00:07:37.000 --> 00:07:40.000]  當時就不請菲律賓和印尼那些人來
[00:07:40.000 --> 00:07:41.000]  當時不認識的
[00:07:41.000 --> 00:07:43.000]  請內地來
[00:07:43.000 --> 00:07:46.000]  他在一個有錢人家裡面做
[00:07:46.000 --> 00:07:47.000]  做得很開心
[00:07:47.000 --> 00:07:51.000]  老闆很喜歡他
[00:07:51.000 --> 00:07:52.000]  老闆的子女也很喜歡他
[00:07:52.000 --> 00:07:54.000]  後來他年紀老了
[00:07:54.000 --> 00:07:56.000]  老闆的子女為他預備了一間房
[00:07:56.000 --> 00:07:57.000]  很大間的
[00:07:57.000 --> 00:07:58.000]  請兩個工人去照顧他
[00:07:58.000 --> 00:07:59.000]  當他媽媽那樣
[00:07:59.000 --> 00:08:01.000]  現在就沒有那些哥仔帳了
[00:08:01.000 --> 00:08:03.000]  現在的非傭印傭姐姐
[00:08:03.000 --> 00:08:06.000]  他們簽證完了就要續
[00:08:06.000 --> 00:08:08.000]  或者要走了
[00:08:08.000 --> 00:08:11.000]  這個散工就很慘
[00:08:11.000 --> 00:08:13.000]  他每一天所得的錢
[00:08:13.000 --> 00:08:18.000]  當時是一個羅馬銀幣
[00:08:18.000 --> 00:08:20.000]  Denarius
[00:08:20.000 --> 00:08:21.000]  羅馬銀幣
[00:08:21.000 --> 00:08:23.000]  剛剛夠一家四口的食用
[00:08:23.000 --> 00:08:25.000]  沒什麼錢儲的
[00:08:25.000 --> 00:08:27.000]  沒什麼錢儲的
[00:08:27.000 --> 00:08:29.000]  所以如果他頭暈身氣
[00:08:29.000 --> 00:08:31.000]  或者打風下雨
[00:08:31.000 --> 00:08:32.000]  沒工開呢
[00:08:32.000 --> 00:08:33.000]  就沒有了
[00:08:33.000 --> 00:08:35.000]  而且工作時間長
[00:08:35.000 --> 00:08:39.000]  由早上六點到晚上六點
[00:08:39.000 --> 00:08:41.000]  我想大家做一個比喻
[00:08:41.000 --> 00:08:43.000]  閉上眼睛
[00:08:43.000 --> 00:08:44.000]  做一個想像
[00:08:44.000 --> 00:08:46.000]  港獨叫人閉上眼睛
[00:08:46.000 --> 00:08:48.000]  其實是有風險的
[00:08:48.000 --> 00:08:50.000]  但是我今天願意冒這個風險
[00:08:50.000 --> 00:08:52.000]  你不要閉上眼睛那麼久
[00:08:52.000 --> 00:08:53.000]  兩分鐘
[00:08:53.000 --> 00:08:54.000]  閉上眼睛
[00:08:54.000 --> 00:08:56.000]  想像你就是這個工人
[00:08:56.000 --> 00:08:58.000]  一家四口住在這間房子裡
[00:08:58.000 --> 00:09:00.000]  你今天上班
[00:09:00.000 --> 00:09:03.000]  你早上五點就穿這件衣服
[00:09:03.000 --> 00:09:05.000]  每天都穿那件
[00:09:05.000 --> 00:09:06.000]  出去打工
[00:09:06.000 --> 00:09:08.000]  你的太太和兩個子女
[00:09:08.000 --> 00:09:10.000]  就帶著期望的眼光
[00:09:10.000 --> 00:09:14.000]  希望你黃昏回來的時候
[00:09:14.000 --> 00:09:17.000]  就帶一個羅馬銀幣回來
[00:09:17.000 --> 00:09:19.000]  去到你經常站在那裡
[00:09:19.000 --> 00:09:21.000]  等人請的地方
[00:09:21.000 --> 00:09:22.000]  那個街口
[00:09:22.000 --> 00:09:24.000]  六點鐘
[00:09:24.000 --> 00:09:28.000]  有一個隔壁的葡萄園的大門打開
[00:09:28.000 --> 00:09:29.000]  那個老闆出來
[00:09:29.000 --> 00:09:30.000]  他開始請人
[00:09:30.000 --> 00:09:31.000]  你你你你
[00:09:31.000 --> 00:09:32.000]  但是沒有請到你
[00:09:32.000 --> 00:09:35.000]  又思思失望
[00:09:35.000 --> 00:09:36.000]  但是都習慣了
[00:09:36.000 --> 00:09:37.000]  繼續等下去
[00:09:37.000 --> 00:09:40.000]  今天好像特別清靜
[00:09:40.000 --> 00:09:41.000]  到七點鐘
[00:09:41.000 --> 00:09:43.000]  沒有人再來請人
[00:09:43.000 --> 00:09:45.000]  八點鐘又沒有
[00:09:45.000 --> 00:09:47.000]  九點鐘又沒有
[00:09:47.000 --> 00:09:49.000]  九點鐘
[00:09:49.000 --> 00:09:53.000]  同一個葡萄園的大門又打開
[00:09:53.000 --> 00:09:56.000]  那個老闆又出來
[00:09:56.000 --> 00:10:01.000]  他見到有些人還站在那裡
[00:10:01.000 --> 00:10:04.000]  就說你們都進葡萄園去
[00:10:04.000 --> 00:10:06.000]  我會給你們合理的工錢
[00:10:06.000 --> 00:10:08.000]  但是沒有請到你
[00:10:08.000 --> 00:10:10.000]  你就開始害怕
[00:10:10.000 --> 00:10:11.000]  怎麼辦呢
[00:10:11.000 --> 00:10:12.000]  過了三個小時
[00:10:12.000 --> 00:10:13.000]  站在那裡
[00:10:13.000 --> 00:10:15.000]  繼續等下去
[00:10:15.000 --> 00:10:16.000]  等到十點
