
[00:00:00.000 --> 00:00:02.400]  我相信大家都很熟悉的一個俗語
[00:00:02.400 --> 00:00:03.700]  江山異改
[00:00:03.700 --> 00:00:04.700]  接著是甚麼?
[00:00:04.700 --> 00:00:07.900]  本性難移
[00:00:07.900 --> 00:00:11.300]  你們覺得這個是不是很真?
[00:00:11.300 --> 00:00:20.400]  有些人呢,即是他
[00:00:20.400 --> 00:00:22.000]  三歲就定甚麼話?
[00:00:22.000 --> 00:00:25.400]  即是小時候看見他
[00:00:25.400 --> 00:00:27.900]  大約他的性格就這樣
[00:00:28.400 --> 00:00:31.500]  真是一個人的改變是不容易的
[00:00:31.500 --> 00:00:34.200]  事實上是很正確的
[00:00:34.200 --> 00:00:37.500]  因為看見有不少的人
[00:00:37.500 --> 00:00:40.800]  要他改是真的不容易
[00:00:40.800 --> 00:00:43.000]  但是可不可以改呢?
[00:00:43.000 --> 00:00:45.000]  又可以的
[00:00:45.000 --> 00:00:48.600]  事實上我們自己體會到
[00:00:48.600 --> 00:00:50.100]  我們生命有改變
[00:00:50.100 --> 00:00:52.900]  即是當然不是說
[00:00:52.900 --> 00:00:54.900]  即是每個人都一樣
[00:00:54.900 --> 00:00:57.200]  但事實上在每一個人的生命當中
[00:00:57.200 --> 00:00:59.600]  接受了之後,我們生命是應該
[00:00:59.600 --> 00:01:01.300]  一定會有些改變
[00:01:01.300 --> 00:01:03.800]  問題是改變多還是少呢?
[00:01:03.800 --> 00:01:06.400]  怎樣變法呢?
[00:01:06.400 --> 00:01:07.800]  究竟越來越
[00:01:07.800 --> 00:01:09.500]  即是持主耶穌基督
[00:01:09.500 --> 00:01:12.000]  還是是越來越
[00:01:12.000 --> 00:01:15.000]  改變成為另外一邊?
[00:01:15.000 --> 00:01:17.200]  聖經裏面清楚告訴我們
[00:01:17.200 --> 00:01:19.200]  在基督裏面是一個甚麼?
[00:01:19.200 --> 00:01:20.900]  新造的人
[00:01:20.900 --> 00:01:24.000]  所以舊事已過,都變成新的了
[00:01:24.000 --> 00:01:27.100]  當然我們過往很多的性格
[00:01:27.100 --> 00:01:29.800]  神不是要我們完全變成另外一個人
[00:01:29.800 --> 00:01:31.400]  但是神要我們
[00:01:31.400 --> 00:01:33.800]  在性格裏面的轉化
[00:01:33.800 --> 00:01:35.600]  叫我們能夠慢慢
[00:01:35.600 --> 00:01:38.200]  越有聖靈所結的果子
[00:01:38.200 --> 00:01:39.700]  的生命表達
[00:01:39.700 --> 00:01:43.400]  和越來越真的像耶穌基督的心
[00:01:43.400 --> 00:01:47.100]  和祂在世界上的生活
[00:01:47.100 --> 00:01:49.600]  祂的見證,祂的使命
[00:01:49.600 --> 00:01:52.900]  在聖經裏面亦都看見
[00:01:52.900 --> 00:01:55.600]  有些人真的有一個很大的改變
[00:01:55.600 --> 00:01:57.800]  好像我們所認識的雅各
[00:01:57.800 --> 00:01:59.400]  他有一個很大的改變
[00:01:59.400 --> 00:02:02.200]  我們認識到一些的門徒
[00:02:02.200 --> 00:02:04.400]  他們跟隨耶穌基督
[00:02:04.400 --> 00:02:06.800]  有很多很多問題,有很多瑕疵
[00:02:06.800 --> 00:02:08.000]  但是後來你會發覺
[00:02:08.000 --> 00:02:10.200]  他們真的成為了另外一個人
[00:02:10.200 --> 00:02:11.800]  在世界上
[00:02:11.800 --> 00:02:15.000]  是真的可以成為主的代表
[00:02:15.000 --> 00:02:17.200]  去見證上帝
[00:02:17.200 --> 00:02:18.800]  當然這個是漸漸的
[00:02:18.800 --> 00:02:20.400]  不是在下一天之間
[00:02:20.400 --> 00:02:22.300]  而是一生的追求
[00:02:22.300 --> 00:02:25.700]  有很多,我們平時都說
[00:02:25.700 --> 00:02:27.200]  神在我們的工作裏面
[00:02:27.200 --> 00:02:29.400]  尚在進行中,是嗎?
[00:02:29.400 --> 00:02:30.500]  尚在進行中
[00:02:30.500 --> 00:02:32.300]  因為我們一生裏面
[00:02:32.300 --> 00:02:34.600]  都是不斷地成聖
[00:02:34.600 --> 00:02:36.900]  直到耶穌基督回來的時候
[00:02:36.900 --> 00:02:39.800]  我們才完全身體得熟
[00:02:39.800 --> 00:02:41.200]  但是我們又發覺
[00:02:41.200 --> 00:02:43.000]  在這個人生的過程裏面
[00:02:43.000 --> 00:02:45.800]  神是可以去感化我們
[00:02:45.800 --> 00:02:47.200]  去改變我們
[00:02:47.200 --> 00:02:50.000]  叫我們的生命越來越有意義
[00:02:50.000 --> 00:02:51.700]  讓我們的生命的質素
[00:02:51.700 --> 00:02:55.200]  我們的品格越來越像主耶穌
[00:02:55.200 --> 00:02:57.000]  在上一次和大家
[00:02:57.000 --> 00:03:00.200]  看過《路加福音》第九章的經文
[00:03:00.200 --> 00:03:01.400]  還記不記得說什麼?
[00:03:01.400 --> 00:03:03.700]  上個星期
[00:03:03.700 --> 00:03:05.500]  五餅二魚,是嗎?
[00:03:05.500 --> 00:03:06.900]  五餅二魚之後
[00:03:06.900 --> 00:03:09.700]  我們發覺路加似乎記載
[00:03:09.700 --> 00:03:13.300]  有三個人
[00:03:13.300 --> 00:03:15.200]  彼得
[00:03:15.200 --> 00:03:16.400]  還有誰?
[00:03:16.400 --> 00:03:17.400]  約翰
[00:03:17.400 --> 00:03:18.400]  還有誰?
[00:03:18.400 --> 00:03:19.600]  阿國
[00:03:19.600 --> 00:03:22.400]  然後再縮窄到兩個
[00:03:22.400 --> 00:03:23.200]  就是兩兄弟
[00:03:23.200 --> 00:03:25.300]  就是阿國和約翰
[00:03:25.300 --> 00:03:28.000]  然後再縮窄到約翰
[00:03:28.000 --> 00:03:30.500]  所以這三次裏面
[00:03:30.500 --> 00:03:32.300]  由三個、兩個、一個
[00:03:32.300 --> 00:03:36.200]  似乎焦點落在約翰那裏
[00:03:36.200 --> 00:03:39.000]  如果我們看見的時候
[00:03:39.000 --> 00:03:41.100]  在約翰這段記載裏面
[00:03:41.100 --> 00:03:44.500]  第九章四十六到五十六節的記載裏面
[00:03:44.500 --> 00:03:47.100]  我們發覺可以看見約翰有幾樣東西
[00:03:47.100 --> 00:03:49.500]  令我們有一點突然
[00:03:49.500 --> 00:03:51.600]  為什麼呢?因為我們讀了《聖經》很多
[00:03:51.600 --> 00:03:52.900]  之後的經文很多
[00:03:52.900 --> 00:03:55.100]  了解了約翰的書信
[00:03:55.100 --> 00:03:58.100]  或者是《試圖行傳》等等
[00:03:58.100 --> 00:04:02.800]  發覺跟現在路加所記載的約翰
[00:04:02.800 --> 00:04:05.500]  好像很大出入似的
[00:04:05.500 --> 00:04:07.500]  所以後來我們見到
[00:04:07.500 --> 00:04:08.600]  一路記載下去
[00:04:08.600 --> 00:04:13.100]  約翰的生命是真的很大的一個改變
[00:04:13.100 --> 00:04:16.600]  我們讚歎一下神的作為
[00:04:16.600 --> 00:04:18.200]  也同時感受到
[00:04:18.200 --> 00:04:22.100]  原來當我們揚神的聖靈
[00:04:22.100 --> 00:04:26.200]  祂的道、祂的愛感動我們的時候
[00:04:26.200 --> 00:04:30.200]  我們是可以有生命上的改變
[00:04:30.200 --> 00:04:32.800]  約翰被稱為愛的門徒
[00:04:32.800 --> 00:04:35.000]  一開始的時候不是的
[00:04:35.000 --> 00:04:37.400]  但是我們發覺後來越來越
[00:04:37.400 --> 00:04:41.200]  祂真的是一個很體貼主心的門徒
[00:04:41.200 --> 00:04:43.900]  很體貼主的心、很親近神
[00:04:43.900 --> 00:04:45.500]  然後後來我們發覺
[00:04:45.500 --> 00:04:50.000]  祂就成為一種活出愛
[00:04:50.000 --> 00:04:52.600]  也宣揚愛的一位門徒
[00:04:52.600 --> 00:04:53.900]  所以我們看見
[00:04:53.900 --> 00:04:57.000]  祂真的越來越像耶穌基督
[00:04:57.000 --> 00:04:58.600]  所以今天我們看看約翰
[00:04:58.600 --> 00:05:00.400]  有多方便我們一起學習的
[00:05:00.400 --> 00:05:03.400]  就是讓我們都能夠成為
[00:05:03.400 --> 00:05:06.700]  被主改變的一個愛徒
[00:05:06.700 --> 00:05:07.600]  那真好
[00:05:07.600 --> 00:05:11.300]  你願意成為被主改變的一個愛徒
[00:05:11.300 --> 00:05:14.200]  成為愛的門徒
[00:05:14.200 --> 00:05:16.600]  這個真是很寶貴
[00:05:16.600 --> 00:05:17.600]  我們讀一讀
[00:05:17.600 --> 00:05:21.000]  由四十六節九章老家
[00:05:21.000 --> 00:05:22.600]  到五十六節
[00:05:22.600 --> 00:05:24.900]  我們一起同聲讀出吧
[00:05:24.900 --> 00:05:26.400]  我們請讀
[00:05:26.400 --> 00:05:29.800]  門徒中間起了議論
[00:05:29.800 --> 00:05:31.900]  誰將為大
[00:05:31.900 --> 00:05:35.400]  耶穌看出他們心中的議論
[00:05:35.400 --> 00:05:38.400]  就另一個小孩子來
[00:05:38.400 --> 00:05:41.800]  叫他站在自己旁邊
[00:05:41.800 --> 00:05:43.400]  對他們說
[00:05:43.400 --> 00:05:47.300]  凡為我名接待這小孩子的
[00:05:47.300 --> 00:05:49.400]  就是接待我
[00:05:49.400 --> 00:05:51.400]  凡接待我的
[00:05:51.400 --> 00:05:55.000]  就是接待那差我來的
[00:05:55.000 --> 00:05:57.900]  你們中間最少的
[00:05:57.900 --> 00:06:01.200]  他便為大
[00:06:01.200 --> 00:06:02.400]  約翰說
[00:06:02.400 --> 00:06:03.500]  夫子
[00:06:03.500 --> 00:06:06.100]  我們看見一個人
[00:06:06.100 --> 00:06:08.400]  奉你的名趕鬼
[00:06:08.400 --> 00:06:10.600]  我們就禁止他
[00:06:10.600 --> 00:06:14.700]  因為他不與我們一同跟從你
[00:06:14.700 --> 00:06:15.900]  耶穌說
[00:06:15.900 --> 00:06:17.300]  不要禁止他
[00:06:17.300 --> 00:06:19.900]  因為不敵擋你們的
[00:06:19.900 --> 00:06:23.300]  就是幫助你們的
[00:06:23.300 --> 00:06:27.400]  耶穌被接上升的日子將到
[00:06:27.400 --> 00:06:29.000]  他就定義
[00:06:29.000 --> 00:06:32.000]  向耶路撒冷去
[00:06:32.000 --> 00:06:34.000]  便把法師者
[00:06:34.000 --> 00:06:36.300]  載他前頭走
[00:06:36.300 --> 00:06:40.800]  他們到了撒瑪利亞的一個村莊
[00:06:40.800 --> 00:06:43.300]  要為他預備
[00:06:43.300 --> 00:06:46.100]  那裡的人不接待他
[00:06:46.100 --> 00:06:50.300]  因他面向耶路撒冷去
[00:06:50.300 --> 00:06:54.400]  他的門徒雅各約翰看見了
[00:06:54.400 --> 00:06:55.100]  就說
[00:06:55.100 --> 00:06:55.800]  主啊
[00:06:55.800 --> 00:07:00.800]  你要我們吩咐火從天上降下來
[00:07:00.800 --> 00:07:02.200]  消滅他們
[00:07:02.200 --> 00:07:05.000]  將以利亞所造的嗎
[00:07:05.000 --> 00:07:06.800]  耶穌轉身
[00:07:06.800 --> 00:07:08.200]  責備兩個門徒
[00:07:08.200 --> 00:07:08.900]  說
[00:07:08.900 --> 00:07:11.000]  你們的心如何
[00:07:11.000 --> 00:07:13.200]  你們並不知道
[00:07:13.200 --> 00:07:14.400]  人子來
[00:07:14.400 --> 00:07:17.600]  不是要滅人的性命
[00:07:17.600 --> 00:07:20.100]  是要救人的性命
[00:07:20.100 --> 00:07:25.300]  說著就往別的村莊去了
[00:07:25.300 --> 00:07:26.700]  你看看這段記載
[00:07:26.700 --> 00:07:31.400]  你會發覺有很多爭執的事
[00:07:31.400 --> 00:07:35.700]  有很多對話裏面不同的意見
[00:07:35.700 --> 00:07:37.300]  甚至衝突的事
[00:07:37.300 --> 00:07:41.600]  最後還惹到耶穌責備他們
[00:07:41.600 --> 00:07:44.500]  所以我們看見這段記載是
[00:07:44.500 --> 00:07:45.200]  很特別
[00:07:45.200 --> 00:07:46.400]  很多衝突
[00:07:46.400 --> 00:07:47.700]  在這些裏面
[00:07:47.700 --> 00:07:50.600]  我們發覺它顯出一樣很重要的事
[00:07:50.600 --> 00:07:51.300]  當然第一
[00:07:51.300 --> 00:07:52.200]  我們看到
[00:07:52.200 --> 00:07:54.100]  剛才我們看見的
[00:07:54.100 --> 00:07:55.800]  就是耶穌他定義
[00:07:55.800 --> 00:07:57.000]  向耶路撒冷去
[00:07:57.000 --> 00:07:59.700]  其實全本的路加福音
[00:07:59.700 --> 00:08:01.500]  有聖經學者認為
[00:08:01.500 --> 00:08:04.200]  在這裏就成為一個分水嶺
[00:08:04.200 --> 00:08:06.300]  所以就將讓福音
[00:08:06.300 --> 00:08:07.700]  前面那部份耶穌
[00:08:07.700 --> 00:08:10.200]  在加利利所行的很多的事
[00:08:10.200 --> 00:08:11.600]  然後轉入去
[00:08:11.600 --> 00:08:14.300]  耶穌面向耶路撒冷
[00:08:14.300 --> 00:08:16.000]  因為祂準備
[00:08:16.000 --> 00:08:18.700]  要來為我們犧牲
[00:08:18.700 --> 00:08:19.900]  為我們復活
[00:08:19.900 --> 00:08:22.500]  為我們上升的日子將到
[00:08:22.500 --> 00:08:24.800]  所以祂在第五十一節
[00:08:24.800 --> 00:08:26.300]  就定義
[00:08:26.300 --> 00:08:29.100]  來向耶路撒冷去
[00:08:29.100 --> 00:08:31.200]  所以下面你會發覺
[00:08:31.200 --> 00:08:33.400]  最後耶穌的結束
[00:08:33.400 --> 00:08:35.800]  「人子來不是要滅人的性命」
[00:08:35.800 --> 00:08:37.300]  是要什麼
[00:08:37.300 --> 00:08:39.300]  是要救人的性命
[00:08:39.300 --> 00:08:41.900]  所以路加在這裏開始
[00:08:41.900 --> 00:08:44.000]  轉入另外一個方向
[00:08:44.000 --> 00:08:45.200]  知道耶穌
[00:08:45.200 --> 00:08:47.300]  來面向十字架
[00:08:47.300 --> 00:08:49.700]  當然它有一個很重要的
[00:08:49.700 --> 00:08:51.800]  將來我們有機會或者回來講
[00:08:51.800 --> 00:08:53.100]  今天我不講
[00:08:53.100 --> 00:08:56.100]  就是耶穌的登山變象
[00:08:56.100 --> 00:08:57.800]  所以他們知道
[00:08:57.800 --> 00:08:59.000]  主耶穌的計劃
[00:08:59.000 --> 00:09:01.100]  就向前面走
[00:09:01.100 --> 00:09:02.400]  在這裏我們先看看
[00:09:02.400 --> 00:09:04.300]  今天我們所講的主題
[00:09:04.300 --> 00:09:06.500]  就是關乎約翰的記載
[00:09:06.500 --> 00:09:07.700]  大家知道
[00:09:07.700 --> 00:09:10.500]  瓦割和約翰是兩兄弟
[00:09:10.500 --> 00:09:13.700]  他們是兩個耶穌得意的門徒
[00:09:13.700 --> 00:09:14.800]  至於彼得
[00:09:14.800 --> 00:09:18.800]  彼得可以說是門徒之首
[00:09:18.800 --> 00:09:20.800]  接著就是這兩個
[00:09:20.800 --> 00:09:22.800]  因為這三個門徒
[00:09:22.800 --> 00:09:24.800]  可以說在十二個門徒當中
[00:09:24.800 --> 00:09:26.900]  是裏面的Core Group
[00:09:26.900 --> 00:09:30.100]  就好像我們侍奉的同工們裏面
[00:09:30.100 --> 00:09:32.200]  我們特別有長老或執事
[00:09:32.200 --> 00:09:34.800]  更加Core Group來做帶領
[00:09:34.800 --> 00:09:36.400]  所以我們發覺
[00:09:36.400 --> 00:09:42.700]  在耶穌好幾次的重要時刻
[00:09:42.700 --> 00:09:46.100]  都帶著這三個門徒一起
[00:09:46.100 --> 00:09:49.700]  固然說他們都是滿有潛質的
[00:09:49.700 --> 00:09:52.900]  瓦割最後比較少記載
[00:09:52.900 --> 00:09:54.500]  而特別的地方
[00:09:54.500 --> 00:09:58.000]  他是第一個在初期教會裏面
[00:09:58.000 --> 00:09:59.900]  為主殉道的人
[00:09:59.900 --> 00:10:02.700]  所以他寶貴的地方
[00:10:02.700 --> 00:10:04.000]  聖經不是記很多
[00:10:04.000 --> 00:10:06.700]  不過見證最大的震撼力
[00:10:06.700 --> 00:10:10.000]  就是他第一個為主殉道
[00:10:10.000 --> 00:10:12.000]  當然彼得和約翰
[00:10:12.000 --> 00:10:14.600]  就是神令我用他的地方
[00:10:14.600 --> 00:10:16.900]  我們知道瓦割和約翰
[00:10:16.900 --> 00:10:18.600]  他們都是兄弟
[00:10:18.600 --> 00:10:21.000]  他們的父親叫甚麼名字
[00:10:21.000 --> 00:10:24.200]  經常都說西比泰的兩個兒子
[00:10:24.200 --> 00:10:25.600]  西比泰的兩個兒子
[00:10:25.600 --> 00:10:27.700]  他父親的名字就是西比泰
[00:10:27.700 --> 00:10:30.300]  他母親是否知道她母親的名字
[00:10:30.300 --> 00:10:32.700]  母親的名字叫薩羅米
[00:10:32.700 --> 00:10:35.400]  薩羅米雖然不是出現很多次
[00:10:35.400 --> 00:10:37.800]  但是都不會太陌生
[00:10:37.800 --> 00:10:38.800]  因為你會發覺
[00:10:38.800 --> 00:10:42.400]  你記得當那些婦女去看耶穌
[00:10:42.400 --> 00:10:44.900]  跟著祂在十字架面前
[00:10:44.900 --> 00:10:46.200]  依依不捨
[00:10:46.200 --> 00:10:48.000]  其中一個就是誰
[00:10:48.000 --> 00:10:49.600]  就是薩羅米
[00:10:49.600 --> 00:10:53.600]  所以薩羅米陪著耶穌的母親瑪利亞
[00:10:53.600 --> 00:10:56.900]  主要原因是因為他們是兩姐妹
[00:10:56.900 --> 00:10:58.700]  換句話說
