
[00:00:00.000 --> 00:00:02.420]  各位北宣家弟兄姊妹
[00:00:02.420 --> 00:00:08.440]  無論你是大人、年青人、少年人或小朋友
[00:00:08.440 --> 00:00:10.640]  在此都向你問安
[00:00:10.640 --> 00:00:12.860]  願主耶穌的愛充滿你們
[00:00:12.860 --> 00:00:17.180]  亦特別向在今天是母親的
[00:00:17.180 --> 00:00:19.860]  祝你們母親節快樂
[00:00:19.860 --> 00:00:25.560]  今天我們會講一個主題
[00:00:25.560 --> 00:00:28.580]  叫做「新造的人感恩之家」
[00:00:28.580 --> 00:00:31.720]  可能小朋友一看到這畫面就會想
[00:00:31.720 --> 00:00:34.220]  牧師你不是要講故事嗎?
[00:00:34.220 --> 00:00:36.380]  是的,我們有個傳統
[00:00:36.380 --> 00:00:40.040]  就是在家庭主日牧師是要講故事的
[00:00:40.040 --> 00:00:42.840]  所以這個故事都會和我們今天
[00:00:42.840 --> 00:00:45.120]  哥羅西書三章裏面的經文
[00:00:45.120 --> 00:00:46.660]  都有些關係
[00:00:46.660 --> 00:00:48.660]  我們一起來聽這個故事
[00:00:48.660 --> 00:00:55.220]  這個故事的名字叫做「穿越暴風雲的飛機」
[00:00:58.580 --> 00:01:03.380]  牧先生和牧太太
[00:01:03.380 --> 00:01:06.000]  你看到牠是兔子
[00:01:06.000 --> 00:01:09.980]  他們和兩個孩子阿迪和貝貝
[00:01:09.980 --> 00:01:13.100]  住在一間可愛的小房子裏面
[00:01:13.100 --> 00:01:17.200]  牧先生經常把房子整理得很整齊乾淨
[00:01:17.200 --> 00:01:18.860]  他亦和孩子說
[00:01:18.860 --> 00:01:22.900]  家裏每樣東西都應該要物歸原處擺好
[00:01:22.900 --> 00:01:28.300]  不過很多時候小朋友就會有碰撞
[00:01:28.300 --> 00:01:30.300]  有爭執
[00:01:30.300 --> 00:01:32.700]  在這裏牧先生常常教他們
[00:01:32.700 --> 00:01:34.700]  甚麼是原諒
[00:01:34.700 --> 00:01:40.400]  這是一個天氣晴朗的下午
[00:01:40.400 --> 00:01:41.700]  當牧先生
[00:01:41.700 --> 00:01:43.200]  好像剛才那張相片那樣
[00:01:43.200 --> 00:01:45.200]  在飲咖啡的時候
[00:01:45.200 --> 00:01:46.500]  看著他最喜歡的書
[00:01:46.500 --> 00:01:50.100]  享受快樂的星期六的下午
[00:01:50.100 --> 00:01:52.100]  他很喜歡這個自在的感覺
[00:01:52.100 --> 00:01:54.300]  見到孩子在外面踢球
[00:01:54.300 --> 00:01:55.900]  他就很安樂了
[00:01:55.900 --> 00:01:59.100]  兩個孩子在踢球阿迪和貝貝
[00:01:59.100 --> 00:02:03.100]  全球彼此在追逐足球
[00:02:03.100 --> 00:02:05.500]  突然之間
[00:02:05.500 --> 00:02:08.700]  阿迪和貝貝衝入屋裏面
[00:02:08.700 --> 00:02:09.500]  很嘈吵
[00:02:09.500 --> 00:02:12.100]  大哭大叫還在說很痛
[00:02:12.100 --> 00:02:13.500]  貝貝就大叫
[00:02:13.500 --> 00:02:15.300]  「爸爸他打我」
[00:02:15.300 --> 00:02:16.100]  「我沒有」
[00:02:16.100 --> 00:02:17.500]  阿迪也大叫
[00:02:17.500 --> 00:02:20.100]  「我只是不小心把水倒在他的身上」
[00:02:20.100 --> 00:02:21.600]  「我想幫他抹乾淨」
[00:02:21.600 --> 00:02:23.400]  「不過你很用力」
[00:02:23.400 --> 00:02:26.200]  「沒有啊我沒有」
[00:02:26.200 --> 00:02:29.200]  阿迪和貝貝就像一陣旋風
[00:02:29.200 --> 00:02:31.300]  在屋裏轉來轉去
[00:02:31.300 --> 00:02:36.100]  把家裏整齊的東西都弄亂了
[00:02:36.100 --> 00:02:37.400]  這個時候
[00:02:37.400 --> 00:02:38.800]  爸爸就說
[00:02:38.800 --> 00:02:41.400]  「好了你們先坐下」
[00:02:41.400 --> 00:02:44.300]  「你自己整理一下」
[00:02:44.300 --> 00:02:46.200]  阿迪氣沖沖地說
[00:02:46.200 --> 00:02:47.500]  「不要啊」
[00:02:47.500 --> 00:02:48.900]  然後
[00:02:48.900 --> 00:02:50.900]  這個兔爸爸牧先生就說
[00:02:50.900 --> 00:02:52.300]  「好了」
[00:02:52.300 --> 00:02:54.200]  他用一種嚴肅的語氣
[00:02:54.200 --> 00:02:55.500]  不過又不是很凶惡的語氣
[00:02:55.500 --> 00:02:57.400]  請他們要坐下
[00:02:57.400 --> 00:03:00.000]  他也讓自己冷靜一下
[00:03:00.000 --> 00:03:03.600]  因為他開始要整理家裏的東西
[00:03:03.600 --> 00:03:07.400]  一路整理的時候
[00:03:07.400 --> 00:03:10.600]  牧先生就開始說
[00:03:10.600 --> 00:03:14.100]  「你們兩個知不知道什麼是原諒?」
[00:03:14.100 --> 00:03:19.800]  「彼此原諒的感覺是怎樣?」
[00:03:19.800 --> 00:03:22.300]  阿迪的耳朵突然豎起來問
[00:03:22.300 --> 00:03:24.000]  「啊?要我原諒他?」
[00:03:24.000 --> 00:03:26.500]  「不可以吧?」
[00:03:26.500 --> 00:03:29.500]  「我剛才不是叫你要原諒貝貝」
[00:03:29.500 --> 00:03:38.100]  「我只是問你們彼此原諒的感覺是怎樣的」
[00:03:38.100 --> 00:03:40.300]  於是
[00:03:40.300 --> 00:03:41.200]  阿迪就說
[00:03:41.200 --> 00:03:46.400]  「不是很像一個夾著芥辣加了洋蔥」
[00:03:46.400 --> 00:03:51.400]  「還有很多菜我不喜歡吃的三文治」
[00:03:51.400 --> 00:03:52.500]  貝貝就說
[00:03:52.500 --> 00:03:53.600]  「不是的」
[00:03:53.600 --> 00:03:55.200]  「我覺得」
[00:03:55.200 --> 00:03:57.200]  「這些彼此原諒的感覺」
[00:03:57.200 --> 00:03:59.700]  「就好像掉進泥裡的鞋子一樣」
[00:03:59.700 --> 00:04:06.200]  「很骯髒、很骯髒、很不舒服」
[00:04:06.200 --> 00:04:08.600]  牧先生就靠著椅背
[00:04:08.600 --> 00:04:11.300]  跟他們說起一個故事
[00:04:11.300 --> 00:04:13.000]  「記不記得我們去年」
[00:04:13.000 --> 00:04:15.600]  「去機場那一天」
[00:04:15.600 --> 00:04:18.600]  「當時屋外一直在下雷和下雨」
[00:04:18.600 --> 00:04:20.800]  「雨很大」
[00:04:20.800 --> 00:04:25.700]  「好像暴風雨經常不會停下來」
[00:04:25.700 --> 00:04:27.000]  迪迪貝貝
[00:04:27.000 --> 00:04:30.600]  「原諒就好像坐飛機一樣」
[00:04:30.600 --> 00:04:33.200]  「飛機起飛穿過烏雲」
[00:04:33.200 --> 00:04:36.500]  「然後飛到好像棉花球一樣」
[00:04:36.500 --> 00:04:40.500]  「又大又白的雲的上面」
[00:04:40.500 --> 00:04:45.900]  「整天都是充滿藍天和陽光的好天氣」
[00:04:45.900 --> 00:04:47.400]  「你想想」
[00:04:47.400 --> 00:04:50.500]  「如果你願意原諒對方的時候」
[00:04:50.500 --> 00:04:53.600]  「就好像飛機一樣」
[00:04:53.600 --> 00:04:56.400]  「穿過這個吵吵鬧鬧的暴風雲」
[00:04:56.400 --> 00:05:03.400]  「心情都會平靜、開朗很多」
[00:05:03.400 --> 00:05:05.600]  「原諒又好像什麼呢?」
[00:05:05.600 --> 00:05:09.100]  「原諒又好像兩隻剛剛破蛹而出的蝴蝶」
[00:05:09.100 --> 00:05:11.800]  「停在同一朵花上面」
[00:05:11.800 --> 00:05:14.700]  「你知不知道他們從陰暗的湧裡面」
[00:05:14.700 --> 00:05:19.000]  「變出美麗閃亮的色彩是多麼神奇?」
[00:05:19.000 --> 00:05:22.200]  「原諒就好像這樣」
[00:05:22.200 --> 00:05:25.200]  「你願意原諒那個傷害你的人的時候」
[00:05:25.200 --> 00:05:28.200]  「你對他的看法都會變得不一樣」
[00:05:28.200 --> 00:05:35.600]  「你可以看得見對方亮麗的色彩」
[00:05:35.600 --> 00:05:41.900]  「原諒亦都好像當紅媽媽」
[00:05:41.900 --> 00:05:46.400]  「去安慰一個剛剛得罪她的孩子」
[00:05:46.400 --> 00:05:50.500]  「然後遞上幾塊曲奇餅給他吃一樣」
[00:05:50.500 --> 00:05:58.400]  「那種感覺是窩心又溫暖的」
[00:05:58.400 --> 00:06:01.200]  阿迪和貝貝都不是很相信
[00:06:01.200 --> 00:06:02.400]  她看著對方
[00:06:02.400 --> 00:06:09.800]  還是覺得她一點都不像那個又美麗的蝴蝶
[00:06:09.800 --> 00:06:12.400]  爸爸在這時候繼續說
[00:06:12.400 --> 00:06:17.500]  「原諒就好像貓和狗在追逐炒漏了一番的時候」
[00:06:17.500 --> 00:06:23.100]  「仍然願意分享壁爐旁邊那塊溫暖的土地」
[00:06:23.100 --> 00:06:26.700]  「你原諒對方的時候就會展現一個仁慈的心腸」
[00:06:26.700 --> 00:06:29.800]  「就算對方不是那麼值得你原諒」
[00:06:29.800 --> 00:06:32.900]  「如果你們彼此願意這樣做」
[00:06:32.900 --> 00:06:39.400]  「就會過得溫暖快樂一點」
[00:06:39.400 --> 00:06:42.400]  「原諒又好像甚麼呢?」
[00:06:42.400 --> 00:06:47.300]  「就好像一條魚在上學途中不見了午餐的錢」
[00:06:47.300 --> 00:06:50.200]  「昨天剛剛跟他吵架的另一條魚」
[00:06:50.200 --> 00:06:53.500]  「這個時候游過來」
[00:06:53.500 --> 00:06:55.500]  「當他未開口的時候」
[00:06:55.500 --> 00:06:58.700]  「這條游過來的魚將幾塊塞給他」
[00:06:58.700 --> 00:07:00.900]  「你拿去買午餐吧」
[00:07:00.900 --> 00:07:03.400]  「這條魚很感激地收下」
[00:07:03.400 --> 00:07:07.700]  「另一條魚也很高興地幫助那個朋友」
[00:07:07.700 --> 00:07:10.400]  「原諒就是一個慷慨的付出」
[00:07:10.400 --> 00:07:11.700]  「就算這樣做」
[00:07:11.700 --> 00:07:18.400]  「會令原諒和被原諒的雙方都會感到感動」
[00:07:18.400 --> 00:07:22.800]  「原諒就好像這樣」
[00:07:22.800 --> 00:07:25.000]  「你剛剛跟朋友大吵一架」
[00:07:25.000 --> 00:07:27.100]  「覺得整個世界都很灰暗」
[00:07:27.100 --> 00:07:29.200]  「到處都被烏雲籠罩」
[00:07:29.200 --> 00:07:33.800]  「這個時候你應該走到外面滿地野花的草原」
[00:07:33.800 --> 00:07:35.900]  「你發現太陽在微笑」
[00:07:35.900 --> 00:07:37.600]  「而你的朋友也笑得很開心」
[00:07:37.600 --> 00:07:39.600]  「希望你過去跟他一起玩」
[00:07:39.600 --> 00:07:44.100]  「你們在草地上仰望著天空上的事情」
[00:07:44.100 --> 00:07:45.500]  「看著那架飛機」
[00:07:45.500 --> 00:07:50.200]  「想起上一次坐飛機穿過暴風雲的時候的過程」
[00:07:50.200 --> 00:07:53.900]  「你們彼此原諒的心情就會驚訝地發現」
[00:07:53.900 --> 00:07:59.200]  「心裡其實漸漸越來越開朗」
[00:07:59.200 --> 00:08:00.600]  莫先生繼續說
[00:08:00.600 --> 00:08:03.100]  「不過這個時候阿貝和迪迪」
[00:08:03.100 --> 00:08:05.100]  「根本沒有再聽爸爸說話了」
[00:08:05.100 --> 00:08:08.100]  「他們已經看著對方眼眨眨地笑容滿面」
[00:08:08.100 --> 00:08:12.400]  「他們知道我們要好好相處了」
[00:08:12.400 --> 00:08:13.600]  「來吧 蝴蝶」
[00:08:13.600 --> 00:08:14.900]  迪迪就跟貝貝說
[00:08:14.900 --> 00:08:16.900]  「我們出去玩了」
[00:08:16.900 --> 00:08:19.200]  迪迪拉著貝貝的手
[00:08:19.200 --> 00:08:21.200]  他們沒有說什麼
[00:08:21.200 --> 00:08:25.400]  「不過爸爸 兔子爸爸知道」
[00:08:25.400 --> 00:08:27.200]  「這兩個孩子明白」
[00:08:27.200 --> 00:08:30.200]  「什麼是互相原諒了」
[00:08:30.200 --> 00:08:40.900]  各位在家裡的德孫家弟兄姊妹
[00:08:40.900 --> 00:08:42.900]  大人小朋友
[00:08:42.900 --> 00:08:45.700]  今天我們繼續打開聖經
[00:08:45.700 --> 00:08:48.200]  剛才那個故事讓我們看到
[00:08:48.200 --> 00:08:51.900]  好像一家人裡總會有一些摩擦
[00:08:51.900 --> 00:08:53.700]  總會有一些爭執
[00:08:53.700 --> 00:08:56.000]  也會有傷害到對方的時候
[00:08:56.000 --> 00:08:59.000]  怎樣可以做到原諒呢?
[00:08:59.000 --> 00:09:00.700]  如果你家裡有聖經
[00:09:00.700 --> 00:09:03.000]  大家可以打開聖經當中
[00:09:03.000 --> 00:09:09.700]  《哥羅西書》第三章
[00:09:09.700 --> 00:09:11.200]  我們在這個經文裡
[00:09:11.200 --> 00:09:13.000]  一會兒會再說
[00:09:13.000 --> 00:09:16.200]  「饒恕或原諒」這個話題
[00:09:16.200 --> 00:09:18.200]  但第一點我想跟大家分享的是
[00:09:18.200 --> 00:09:22.000]  「喚言一生」這一點
[00:09:22.000 --> 00:09:24.000]  不知道你們看一看自己的外衣
[00:09:24.000 --> 00:09:25.500]  想起什麼呢?
[00:09:25.500 --> 00:09:27.500]  原來在古代羅馬的時代
[00:09:27.500 --> 00:09:31.000]  一個外衣就是展示一個人的身份
[00:09:31.000 --> 00:09:33.000]  好像你的校服一樣
[00:09:33.000 --> 00:09:35.000]  讓人知道你是哪間學校
[00:09:35.000 --> 00:09:37.200]  好像你的上班制服一樣
[00:09:37.200 --> 00:09:40.500]  讓人知道你是哪間公司的人
[00:09:40.500 --> 00:09:42.200]  外袍在當時古代羅馬
[00:09:42.200 --> 00:09:44.500]  是展現一種身份
[00:09:44.500 --> 00:09:46.500]  當時的外地人是不可以隨便
[00:09:46.500 --> 00:09:49.500]  亂穿羅馬人所穿的外袍
[00:09:49.500 --> 00:09:52.000]  因為這是代表這個國家的人的
[00:09:52.000 --> 00:09:55.000]  公民和自由的身份
[00:09:55.000 --> 00:09:57.000]  在羅馬社會裡的那種自由
[00:09:57.000 --> 00:09:59.700]  就是表示他們不是來自奴隸之家
[00:09:59.700 --> 00:10:01.700]  是有截然不同的身份
[00:10:01.700 --> 00:10:03.700]  不受轄制的
[00:10:03.700 --> 00:10:05.500]  所以在聖經裡
[00:10:05.500 --> 00:10:07.000]  這裡《哥羅西書》
[00:10:07.000 --> 00:10:08.500]  保羅就用了這個比喻
[00:10:08.500 --> 00:10:11.200]  讓當時他要教會的人
[00:10:11.200 --> 00:10:13.500]  那些家人去明白
[00:10:13.500 --> 00:10:15.000]  因為當時衣服一講
[00:10:15.000 --> 00:10:16.500]  大家就很明顯知道
[00:10:16.500 --> 00:10:18.500]  而衣服的外衣
[00:10:18.500 --> 00:10:20.500]  讓人一眼就看到
[00:10:20.500 --> 00:10:23.500]  你的身份是什麼
[00:10:23.500 --> 00:10:26.500]  譬如可能家中有男士
[00:10:26.500 --> 00:10:28.500]  很喜歡看足球
[00:10:28.500 --> 00:10:30.500]  當你知道你喜愛的足球員
[00:10:30.500 --> 00:10:32.000]  轉了球會
[00:10:32.000 --> 00:10:34.000]  下一次你看到他出場的時候
[00:10:34.000 --> 00:10:37.500]  他肯定不是穿著你最喜歡的那件球衣
[00:10:37.500 --> 00:10:39.500]  不是那件紅色球衣
[00:10:39.500 --> 00:10:41.000]  可能他已經換了另一件
[00:10:41.000 --> 00:10:42.500]  藍色的球衣
