
[00:00:00.000 --> 00:00:03.000]  很開心今天我們可以一起去崇拜
[00:00:03.000 --> 00:00:05.000]  我們先一起低頭祈禱
[00:00:05.000 --> 00:00:10.000]  天父我們多謝你給我們在神的家裏
[00:00:10.000 --> 00:00:13.000]  我們每個人有不同的形狀
[00:00:13.000 --> 00:00:16.000]  我們每個人都是獨特的
[00:00:16.000 --> 00:00:19.000]  因為你就是創造我們的不同
[00:00:19.000 --> 00:00:22.000]  以至到好像在天國裏
[00:00:22.000 --> 00:00:25.000]  我們成為教堂裏面的
[00:00:25.000 --> 00:00:29.000]  一些很美麗不同顏色的玻璃
[00:00:29.000 --> 00:00:32.000]  而成為一幅很美麗的圖畫
[00:00:32.000 --> 00:00:34.000]  一個很美麗的窗口
[00:00:34.000 --> 00:00:38.000]  透過神的榮耀來彰顯神的榮美
[00:00:38.000 --> 00:00:40.000]  我們獻上感恩
[00:00:40.000 --> 00:00:42.000]  因為你與我們同在
[00:00:42.000 --> 00:00:44.000]  今天求您在我們中間
[00:00:44.000 --> 00:00:45.000]  跟我們講說話
[00:00:45.000 --> 00:00:46.000]  奉耶穌基督的名祈求
[00:00:46.000 --> 00:00:47.000]  阿們
[00:00:47.000 --> 00:00:51.000]  今天是最後一講
[00:00:51.000 --> 00:00:54.000]  就是活出生命特質的最後一講
[00:00:54.000 --> 00:00:57.000]  今天是最後的一堂課
[00:00:57.000 --> 00:01:00.000]  今天是活出生命特質的最後一堂課
[00:01:00.000 --> 00:01:09.000]  我們重溫一下
[00:01:09.000 --> 00:01:11.000]  為什麼我們會有這個課程
[00:01:11.000 --> 00:01:23.000]  因為聖經告訴我們
[00:01:23.000 --> 00:01:27.000]  我們原是祂的工作在基督耶穌裏造成的
[00:01:27.000 --> 00:01:29.000]  為要叫我們行善
[00:01:29.000 --> 00:01:32.000]  這就是神所預備叫我們行的
[00:01:32.000 --> 00:01:44.000]  在這裡說工作
[00:01:44.000 --> 00:01:46.000]  其實在希臘文裏面的原文
[00:01:46.000 --> 00:01:50.000]  就是說是傑作的意思
[00:01:50.000 --> 00:01:52.000]  所以我們每個人傑作某個程度
[00:01:52.000 --> 00:01:53.000]  其實用那個字來講
[00:01:53.000 --> 00:01:55.000]  其實就是一個藝術品
[00:01:55.000 --> 00:02:04.000]  這個藝術品來反映
[00:02:04.000 --> 00:02:09.000]  那個藝術家他獨特的創造
[00:02:09.000 --> 00:02:18.000]  所以我們每個人都是不同的
[00:02:20.000 --> 00:02:22.000]  對於一個藝術家來講
[00:02:22.000 --> 00:02:27.000]  他每一個的創作都是不同的
[00:02:27.000 --> 00:02:35.000]  他不是好像在工廠裏面
[00:02:35.000 --> 00:02:38.000]  他就啤牧這樣弄出來的
[00:02:38.000 --> 00:02:44.000]  而每一個的創作
[00:02:44.000 --> 00:02:47.000]  反映出他的心思意念
[00:02:51.000 --> 00:02:54.000]  這就是你和我的特質
[00:02:54.000 --> 00:03:01.000]  第一個我們講的是屬靈的恩賜
[00:03:01.000 --> 00:03:06.000]  這個特質首先就反映出
[00:03:06.000 --> 00:03:08.000]  神給我們每一個信耶穌的人
[00:03:08.000 --> 00:03:11.000]  我們是有很特別的禮物
[00:03:20.000 --> 00:03:22.000]  當你信了耶穌之後
[00:03:22.000 --> 00:03:25.000]  神給你一個禮物
[00:03:25.000 --> 00:03:28.000]  以致你可以用來服侍教會
[00:03:28.000 --> 00:03:30.000]  這個就叫做屬靈的恩賜
[00:03:30.000 --> 00:03:40.000]  第二個就是你的熱忱
[00:03:40.000 --> 00:03:45.000]  就是你心所關注的事情
[00:03:47.000 --> 00:03:50.000]  每個人所關注的事情是不同的
[00:03:50.000 --> 00:03:56.000]  可能有些人很關注家裏
[00:03:56.000 --> 00:03:59.000]  見到一些東西很不整潔
[00:03:59.000 --> 00:04:01.000]  他就很熱心要收拾
[00:04:12.000 --> 00:04:17.000]  有人可能在街上見到一些小貓小狗
[00:04:17.000 --> 00:04:20.000]  很關心牠們很想去救牠們
[00:04:20.000 --> 00:04:29.000]  所以每個人關注的事情是不同的
[00:04:29.000 --> 00:04:33.000]  所以有時候在教會
[00:04:33.000 --> 00:04:36.000]  有些人提出和牧師說
[00:04:36.000 --> 00:04:39.000]  教會應該怎樣怎樣的時候
[00:04:39.000 --> 00:04:41.000]  通常都會這樣
[00:04:42.000 --> 00:04:45.000]  教會你們會有會和牧師提出來
[00:04:45.000 --> 00:04:47.000]  教會應該怎樣怎樣
[00:04:47.000 --> 00:04:49.000]  那我平常都會回答他們是
[00:04:49.000 --> 00:04:56.000]  我就說既然你看到
[00:04:56.000 --> 00:04:58.000]  那你可不可以替我們做呢
[00:04:58.000 --> 00:05:01.000]  這個是一個事實
[00:05:01.000 --> 00:05:03.000]  譬如我記得有一次有個大兄姊妹
[00:05:03.000 --> 00:05:06.000]  她和我說教會可不可以
[00:05:06.000 --> 00:05:12.000]  那些花可不可以撕一下肥 種得好一點
[00:05:12.000 --> 00:05:22.000]  因為這個是她的關注
[00:05:22.000 --> 00:05:23.000]  可能她很關注
[00:05:23.000 --> 00:05:24.000]  見到一些植物
[00:05:24.000 --> 00:05:27.000]  她見到黃琴琴 半生半死
[00:05:27.000 --> 00:05:29.000]  她就很不開心
[00:05:37.000 --> 00:05:40.000]  我就說那你可不可以幫我們
[00:05:40.000 --> 00:05:42.000]  去照顧一下那些植物呢
[00:05:42.000 --> 00:05:48.000]  有一段時間她幫我們做的時候
[00:05:48.000 --> 00:05:50.000]  那些植物是好一點的
[00:05:50.000 --> 00:05:57.000]  如果你想想換一個不關注植物的人
[00:05:57.000 --> 00:06:00.000]  我叫他幫我們照顧植物是不行的
[00:06:07.000 --> 00:06:09.000]  第三就是能力 才幹
[00:06:09.000 --> 00:06:16.000]  當然我們每個人能力才幹不同
[00:06:16.000 --> 00:06:18.000]  我不需要多解釋了
[00:06:18.000 --> 00:06:26.000]  性格 性格上一次也說很多不同
[00:06:26.000 --> 00:06:31.000]  上一次說到聖經當中
[00:06:31.000 --> 00:06:34.000]  你看到不同的人的性格是要互相配合的
[00:06:37.000 --> 00:06:39.000]  尼西米要配合以斯拉
[00:06:39.000 --> 00:06:44.000]  保羅要配合巴拉巴
[00:06:44.000 --> 00:06:49.000]  那天國才能各盡其極
[00:06:49.000 --> 00:06:55.000]  今天最後說的是經歷
[00:06:55.000 --> 00:07:00.000]  在說到經歷的時候
[00:07:00.000 --> 00:07:03.000]  就是神給我們走過無限的道路
[00:07:03.000 --> 00:07:06.000]  其實是模造我們成為一個怎樣的人
[00:07:06.000 --> 00:07:19.000]  你想想這個SHAPE這個形狀
[00:07:19.000 --> 00:07:22.000]  就是形成了一個獨特的你
[00:07:22.000 --> 00:07:24.000]  是沒有一個人跟你相同的
[00:07:32.000 --> 00:07:34.000]  全世界找不到第二個你
[00:07:34.000 --> 00:07:38.000]  在天國裏面也都
[00:07:38.000 --> 00:07:41.000]  正正是因為你有那麼獨特
[00:07:41.000 --> 00:07:46.000]  也都有你需要去站在你的位置裏面
[00:07:46.000 --> 00:07:48.000]  在天國當中侍奉
[00:07:48.000 --> 00:08:00.000]  我們今天說的最後的經驗是甚麼呢
[00:08:00.000 --> 00:08:01.000]  經歷是甚麼呢
[00:08:03.000 --> 00:08:06.000]  經歷基本上就是塑造了你的世界
[00:08:06.000 --> 00:08:11.000]  經歷就是塑造你的世界
[00:08:11.000 --> 00:08:14.000]  ハワイソン是甚麼呢
[00:08:14.000 --> 00:08:18.000]  ハワイソン就是說我們怎樣去體會
[00:08:18.000 --> 00:08:21.000]  去認識、去理解這個世界
[00:08:21.000 --> 00:08:26.000]  世界就是我們怎麼去體會
[00:08:26.000 --> 00:08:28.000]  怎麼看這個世界
[00:08:29.000 --> 00:08:32.000]  怎麼認識這個世界
[00:08:32.000 --> 00:08:36.000]  這個世界本身可以這樣說
[00:08:36.000 --> 00:08:38.000]  就是你戴著這個眼鏡
[00:08:38.000 --> 00:08:41.000]  譬如如果你戴了一個黃色眼鏡
[00:08:41.000 --> 00:08:43.000]  你看所有東西都會偏黃的
[00:08:43.000 --> 00:08:51.000]  你戴著一個紅色的
[00:08:51.000 --> 00:08:53.000]  所有東西都會偏紅的
[00:08:57.000 --> 00:08:59.000]  如果你看到一些藍色的東西
[00:08:59.000 --> 00:09:00.000]  戴著一個紅色的眼鏡
[00:09:00.000 --> 00:09:02.000]  你會看到綠色的
[00:09:02.000 --> 00:09:10.000]  我們每個人都有著
[00:09:10.000 --> 00:09:12.000]  戴著不同的眼鏡的視界
[00:09:12.000 --> 00:09:16.000]  去看我們的世界
[00:09:16.000 --> 00:09:18.000]  所經歷過的世界
[00:09:18.000 --> 00:09:20.000]  我們每個人都戴著不同的鏡片
[00:09:20.000 --> 00:09:23.000]  去看這個世界
[00:09:23.000 --> 00:09:24.000]  所以我們每個人的經歷
[00:09:24.000 --> 00:09:26.000]  看的都不一樣
[00:09:26.000 --> 00:09:30.000]  所以正正就是因為這個世界的不同
[00:09:30.000 --> 00:09:34.000]  其實塑造了我們怎樣去行事為人
[00:09:34.000 --> 00:09:36.000]  和去理解這個世界
[00:09:36.000 --> 00:09:40.000]  就是因為我們戴著這個不同的
[00:09:40.000 --> 00:09:42.000]  我們有不同的視界
[00:09:42.000 --> 00:09:44.000]  所以就帶著我們看著
[00:09:44.000 --> 00:09:47.000]  不同的去瞭解這個世界
[00:09:47.000 --> 00:09:49.000]  而有不同的反應
[00:09:49.000 --> 00:09:51.000]  有不同的反應
[00:09:51.000 --> 00:09:56.000]  而在聖經講出了一個很得意的其中一個故事
[00:09:56.000 --> 00:09:58.000]  可能大家聽過
[00:09:58.000 --> 00:10:03.000]  是關於大衛和哥利亞打仗
[00:10:03.000 --> 00:10:10.000]  每個人都聽過這個故事的時候
[00:10:10.000 --> 00:10:12.000]  必然都會記得
[00:10:12.000 --> 00:10:15.000]  大衛多麼勇敢去打敗哥利亞
[00:10:22.000 --> 00:10:24.000]  而在那個故事當中
[00:10:24.000 --> 00:10:27.000]  也都記得哥利亞怎樣走出來
[00:10:27.000 --> 00:10:29.000]  來向以色列人挑戰罵陣的時候
[00:10:29.000 --> 00:10:33.000]  每個人聽到都是聞風喪膽
[00:10:33.000 --> 00:10:48.000]  但是大衛他是不同的
[00:10:49.000 --> 00:10:54.000]  我們來看看大衛怎樣去理解哥利亞這個人
[00:10:54.000 --> 00:11:00.000]  大衛就和素羅講
[00:11:00.000 --> 00:11:01.000]  大衛對素羅說
[00:11:01.000 --> 00:11:03.000]  你僕人為父親放羊
[00:11:03.000 --> 00:11:06.000]  有時來了獅子 有時來了熊
[00:11:06.000 --> 00:11:09.000]  從群中擔了一隻羊羔去
[00:11:09.000 --> 00:11:11.000]  我就追趕他 擊打他
[00:11:11.000 --> 00:11:14.000]  將羊羔從他口中救出來
[00:11:14.000 --> 00:11:16.000]  他起來要害我
[00:11:16.000 --> 00:11:19.000]  我就抽著他的鬍子 將他打死
[00:11:19.000 --> 00:11:22.000]  你僕人曾打死獅子和熊
[00:11:22.000 --> 00:11:24.000]  這未受國禮的菲律師人
