
[00:00:00.000 --> 00:00:02.120]  好,各位聽衆,如果我想問你一個問題
[00:00:02.120 --> 00:00:04.000]  你可以選擇回答,或者不回答
[00:00:04.000 --> 00:00:06.880]  你在這裏做什麼?
[00:00:06.880 --> 00:00:08.400]  你在這裏做什麼?
[00:00:08.400 --> 00:00:10.720]  有些人回答我
[00:00:10.720 --> 00:00:11.760]  如果我這樣問你呢
[00:00:11.760 --> 00:00:13.120]  你在這裏做什麼?
[00:00:13.120 --> 00:00:14.600]  沒人回答我,是吧?
[00:00:14.600 --> 00:00:15.960]  語氣兇了
[00:00:15.960 --> 00:00:17.400]  你在這裏做什麼?
[00:00:17.400 --> 00:00:18.800]  我免得踩你
[00:00:18.800 --> 00:00:20.360]  不同的語氣
[00:00:20.360 --> 00:00:22.160]  就變成了不同的意思
[00:00:22.160 --> 00:00:23.440]  產生不同的果效
[00:00:23.440 --> 00:00:24.760]  今天我用的題目就是
[00:00:24.760 --> 00:00:25.880]  你在這裏做什麼
[00:00:25.880 --> 00:00:28.760]  是當年神問以利亞才知道的
[00:00:28.760 --> 00:00:30.160]  你在這裏做什麼
[00:00:30.160 --> 00:00:31.400]  我不知道這個語氣是怎樣的
[00:00:31.400 --> 00:00:32.800]  大家可以猜一下
[00:00:32.800 --> 00:00:33.720]  一路聽到的時候
[00:00:33.720 --> 00:00:35.600]  猜一下神究竟是用什麼語氣
[00:00:35.600 --> 00:00:38.640]  表達出什麼意思來跟以利亞問什麼呢?
[00:00:38.640 --> 00:00:40.080]  可能更加重要的
[00:00:40.080 --> 00:00:42.880]  不僅是猜神跟以利亞說什麼
[00:00:42.880 --> 00:00:44.720]  猜猜神跟你說什麼
[00:00:44.720 --> 00:00:47.320]  神用什麼語氣跟你說呢?
[00:00:47.320 --> 00:00:48.440]  你在這裏做什麼?
[00:00:48.440 --> 00:00:49.800]  跟你說什麼呢?
[00:00:49.800 --> 00:00:51.240]  希望大家帶着這個心
[00:00:51.240 --> 00:00:52.360]  來聽這篇道
[00:00:52.360 --> 00:00:55.240]  我今天用的經文是《聶王紀相》
[00:00:55.240 --> 00:00:57.080]  十九章一至十八字
[00:00:57.080 --> 00:00:59.280]  很長的,所以我不會把經文都打出來
[00:00:59.280 --> 00:01:01.920]  但是要明白今天要講的事情
[00:01:01.920 --> 00:01:04.280]  就一定要看前面一章
[00:01:04.280 --> 00:01:06.320]  第十八章發生的事情
[00:01:06.320 --> 00:01:09.040]  在十八章發生的事情是什麼呢?
[00:01:09.040 --> 00:01:11.000]  是當年以色列人
[00:01:11.000 --> 00:01:13.280]  拜很多假神、偶像
[00:01:13.280 --> 00:01:14.160]  已經得罪了神
[00:01:14.160 --> 00:01:16.040]  神就叫先知以利亞
[00:01:16.040 --> 00:01:17.640]  做了一個祈禱
[00:01:17.640 --> 00:01:20.040]  三年零六個月不下雨
[00:01:20.040 --> 00:01:21.760]  在以色列境內
[00:01:21.760 --> 00:01:23.320]  所以是很嚴重的事情
[00:01:23.320 --> 00:01:24.560]  在香港來說很嚴重
[00:01:24.560 --> 00:01:25.680]  何況在這麼熱的地方
[00:01:25.680 --> 00:01:27.680]  三年零六個月不下雨
[00:01:27.680 --> 00:01:29.080]  簡直是生存不了
[00:01:29.080 --> 00:01:30.560]  所以民怨沸騰
[00:01:30.560 --> 00:01:33.760]  所以這個皇帝不能夠不理這件事
[00:01:33.760 --> 00:01:35.640]  一定要找回以利亞先知
[00:01:35.640 --> 00:01:36.840]  解鈴還須繫鈴人
[00:01:36.840 --> 00:01:38.600]  所以要找回以利亞先知
[00:01:38.600 --> 00:01:40.360]  因此以利亞先知
[00:01:40.360 --> 00:01:42.080]  去跟皇帝說
[00:01:42.080 --> 00:01:43.880]  好啊,你要解決這個問題
[00:01:43.880 --> 00:01:45.400]  叫全部這些人出來
[00:01:45.400 --> 00:01:48.720]  叫全部現在在拜假神的先知
[00:01:48.720 --> 00:01:50.880]  總共有八百五十個先知
[00:01:50.880 --> 00:01:52.800]  四百五十個是拜巴黎的
[00:01:52.800 --> 00:01:54.400]  是當地迦南人那些
[00:01:54.400 --> 00:01:55.440]  很淫亂的
[00:01:55.440 --> 00:01:56.720]  生殖神的
[00:01:56.720 --> 00:01:57.560]  那些的神
[00:01:57.560 --> 00:01:58.640]  那些的先知
[00:01:58.640 --> 00:01:59.920]  還有四百個
[00:01:59.920 --> 00:02:01.720]  是皇后耶穌別
[00:02:01.720 --> 00:02:03.040]  她不是以色列人
[00:02:03.040 --> 00:02:03.880]  她嫁了進來
[00:02:03.880 --> 00:02:07.080]  做了阿哈的太太
[00:02:07.080 --> 00:02:07.960]  做了皇后
[00:02:07.960 --> 00:02:10.880]  將她自己國家的敬拜神
[00:02:10.880 --> 00:02:12.680]  就是亞瑟拉這個女神
[00:02:12.680 --> 00:02:16.240]  你一聽到這個生殖神的女神
[00:02:16.240 --> 00:02:17.120]  你就知道
[00:02:17.120 --> 00:02:18.880]  真的是非常精彩
[00:02:18.880 --> 00:02:19.960]  在那個時代裏面
[00:02:19.960 --> 00:02:21.080]  叫她們全部上來
[00:02:21.080 --> 00:02:22.080]  做什麼呢?
[00:02:22.080 --> 00:02:24.400]  讓大家當眼看見
[00:02:24.400 --> 00:02:26.840]  究竟哪一個神是值得我們敬拜的
[00:02:26.840 --> 00:02:28.680]  你們做了決定
[00:02:28.680 --> 00:02:30.440]  於是在迦南山頂那裏
[00:02:30.440 --> 00:02:31.960]  就做了這場大戲
[00:02:31.960 --> 00:02:32.880]  很厲害
[00:02:32.880 --> 00:02:35.720]  那些先知在那裏獻祭給神
[00:02:35.720 --> 00:02:37.880]  哪一個神降火下來
[00:02:37.880 --> 00:02:38.560]  燒了那些祭
[00:02:38.560 --> 00:02:40.040]  就證明那個神是真的
[00:02:40.040 --> 00:02:41.000]  搞了很久
[00:02:41.000 --> 00:02:42.000]  搞了大半天
[00:02:42.000 --> 00:02:43.080]  這幾百個先知
[00:02:43.080 --> 00:02:44.640]  甚至拿刀插自己
[00:02:44.640 --> 00:02:45.880]  讓神看見
[00:02:45.880 --> 00:02:46.360]  諸如此類
[00:02:46.360 --> 00:02:48.240]  搞了都沒有事發生
[00:02:48.240 --> 00:02:49.560]  到以利亞先知的時候
[00:02:49.560 --> 00:02:51.080]  行了,走開,拜託
[00:02:51.080 --> 00:02:52.960]  於是就弄了一個祭壇
[00:02:52.960 --> 00:02:55.200]  放一個祭笙,把水倒進去
[00:02:55.200 --> 00:02:57.320]  倒到溼到像流河一樣
[00:02:57.320 --> 00:02:59.120]  很多水都溼透了
[00:02:59.120 --> 00:03:00.080]  大家都知道
[00:03:00.080 --> 00:03:01.120]  常識而已
[00:03:01.120 --> 00:03:01.840]  這樣溼透了
[00:03:01.840 --> 00:03:02.720]  你沒可能點得着
[00:03:02.720 --> 00:03:04.400]  任何火都點不着
[00:03:04.400 --> 00:03:05.080]  就是這樣
[00:03:05.080 --> 00:03:06.200]  祂纔會祈禱
[00:03:06.200 --> 00:03:07.600]  然後天降神火
[00:03:07.600 --> 00:03:09.840]  砰,就燒了
[00:03:09.840 --> 00:03:11.040]  於是就立刻叫以利亞先知
[00:03:11.040 --> 00:03:12.640]  大家悔改,有眼看
[00:03:12.640 --> 00:03:14.200]  我們不可以再敬拜假神了
[00:03:14.200 --> 00:03:15.800]  我們要單獨敬拜耶和華山
[00:03:15.800 --> 00:03:17.600]  於是就將那些假的先知
[00:03:17.600 --> 00:03:19.440]  八百五十個就地處決
[00:03:19.440 --> 00:03:20.640]  殺了
[00:03:20.640 --> 00:03:21.680]  既然是這樣
[00:03:21.680 --> 00:03:24.080]  那個不下雨的咒詔就停止了
