
[00:00:00.000 --> 00:00:01.800]  今天很興奮的
[00:00:01.800 --> 00:00:03.040]  因為我見到一些
[00:00:03.040 --> 00:00:05.640]  我很多年沒有見到的朋友
[00:00:05.640 --> 00:00:08.480]  以前在啟發課程見到的
[00:00:08.480 --> 00:00:11.320]  今天居然來到我們中間
[00:00:11.320 --> 00:00:16.000]  也有很多我們平時見的教會的姐妹在我們中間
[00:00:16.000 --> 00:00:19.480]  今天我想跟大家講一下工作
[00:00:19.480 --> 00:00:20.600]  工作
[00:00:20.600 --> 00:00:23.000]  我不知道你在你的工作裏面
[00:00:23.000 --> 00:00:25.160]  是一種甚麼的狀態
[00:00:25.160 --> 00:00:28.160]  很多年前我的本科是做會計的
[00:00:28.160 --> 00:00:30.840]  我在一間會計師行工作
[00:00:30.840 --> 00:00:32.960]  一間行很大 幾千人
[00:00:32.960 --> 00:00:36.040]  後來我做了工自己創業
[00:00:36.040 --> 00:00:38.720]  今天就做了一個神科老師
[00:00:38.720 --> 00:00:40.520]  久不久我都找回
[00:00:40.520 --> 00:00:44.640]  在我很多年前的工作那些同事
[00:00:44.640 --> 00:00:50.080]  大概一段日子我就跟他吃一個飯
[00:00:50.080 --> 00:00:52.720]  有一位朋友
[00:00:52.720 --> 00:00:54.440]  久不久我每一次跟他吃飯
[00:00:54.440 --> 00:00:56.680]  他都這樣形容他的工作
[00:00:56.680 --> 00:01:02.560]  他就說我就是做回當年我們做的那些事
[00:01:02.560 --> 00:01:05.280]  每一天就好像白老鼠那樣
[00:01:05.280 --> 00:01:08.720]  在那裡不停地跑
[00:01:08.720 --> 00:01:10.840]  很努力很努力地跑
[00:01:10.840 --> 00:01:13.040]  但是你努力完一番
[00:01:13.040 --> 00:01:18.560]  發現自己原來都是在同一個地方原地踏步
[00:01:18.560 --> 00:01:22.240]  我就說你都這樣想
[00:01:22.240 --> 00:01:26.200]  因為你不要以為他是一個小職員
[00:01:26.200 --> 00:01:29.560]  他是那間公司的其中一個老闆
[00:01:29.560 --> 00:01:33.080]  我說下一代還哪裏有盼望呢
[00:01:33.080 --> 00:01:36.000]  其實究竟我們的工作有甚麼意義呢
[00:01:36.000 --> 00:01:38.720]  或者在你的日常生活當中
[00:01:38.720 --> 00:01:41.680]  你怎樣看你的工作呢
[00:01:41.680 --> 00:01:45.160]  我們就發現其實在我們的生活
[00:01:45.160 --> 00:01:48.400]  在我們的生命 在我們的工作裏面
[00:01:48.400 --> 00:01:51.520]  背後是有一些真相的
[00:01:51.520 --> 00:01:54.400]  我們是需要去找回那個真相
[00:01:54.400 --> 00:01:57.600]  然後我們才知道在當中怎樣自處
[00:01:57.600 --> 00:02:00.080]  就不是這個世界告訴我們
[00:02:00.080 --> 00:02:01.920]  譬如在恐嚇我們
[00:02:01.920 --> 00:02:04.680]  你這份工作老闆對你不好
[00:02:04.680 --> 00:02:07.240]  你做工一定是被勞役的
[00:02:07.240 --> 00:02:09.080]  這樣就嚇到我們
[00:02:09.080 --> 00:02:12.080]  令到我們沒辦法享受我們的工作
[00:02:12.080 --> 00:02:17.080]  其實真相就是工作起碼有三重意義
[00:02:17.080 --> 00:02:20.360]  我用三個com來形容它
[00:02:20.360 --> 00:02:21.720]  希望你容易記得
[00:02:21.720 --> 00:02:23.440]  com
[00:02:23.440 --> 00:02:27.600]  第一個com就是compensation
[00:02:27.600 --> 00:02:29.560]  工作第一重的意義
[00:02:29.560 --> 00:02:32.840]  就是你會賺得你應有的回報
[00:02:32.840 --> 00:02:34.760]  通常我們想起工作
[00:02:34.760 --> 00:02:37.200]  我們都想起它背後的意義
[00:02:37.200 --> 00:02:39.240]  就是賺錢
[00:02:39.240 --> 00:02:40.960]  這個大家都明白的
[00:02:40.960 --> 00:02:44.360]  我們的信仰都沒有否定這件事
[00:02:44.360 --> 00:02:46.360]  我們的信仰不是那麼超然
[00:02:46.360 --> 00:02:48.280]  說我們不用賺錢的
[00:02:48.280 --> 00:02:49.080]  不是
[00:02:49.080 --> 00:02:52.560]  我們的工作的確給我們合理的回報
[00:02:52.560 --> 00:02:54.480]  這是它的意義之一
[00:02:54.480 --> 00:02:56.040]  是很重要的意義
[00:02:56.040 --> 00:02:57.520]  即使你看聖經
[00:02:57.520 --> 00:02:59.680]  聖經裏面會講給你聽
[00:02:59.680 --> 00:03:02.360]  工人得工價是應當的
[00:03:02.360 --> 00:03:08.320]  還有我們人可以享受我們勞碌得來的一份
[00:03:08.320 --> 00:03:10.120]  是應該的
[00:03:10.120 --> 00:03:12.560]  所以你會知道在社會裏面
[00:03:12.560 --> 00:03:14.560]  有些窮忙的一族
[00:03:14.560 --> 00:03:15.840]  做很多很多的工作
[00:03:15.840 --> 00:03:17.600]  但是連自己都養不起
[00:03:17.600 --> 00:03:19.480]  這是一個社會問題
[00:03:19.480 --> 00:03:21.120]  我們的真理都告訴我們
[00:03:21.120 --> 00:03:24.320]  這個不是一個應該有的現象
[00:03:24.320 --> 00:03:26.280]  所以工作第一個意義
[00:03:26.280 --> 00:03:27.480]  Compensation
[00:03:27.480 --> 00:03:29.680]  你應該有合理的回報
[00:03:29.680 --> 00:03:32.160]  特別對一些基層的家庭
[00:03:32.160 --> 00:03:33.280]  這個很重要的
[00:03:33.280 --> 00:03:36.040]  我們工作是讓我們可以養活自己
[00:03:36.040 --> 00:03:38.720]  和可以養活身邊的人
[00:03:38.720 --> 00:03:40.400]  不過問題來了
[00:03:40.400 --> 00:03:43.200]  工作讓我們賺取回報
[00:03:43.200 --> 00:03:45.400]  但是我們很容易就以為
[00:03:45.400 --> 00:03:48.800]  這個是我們工作的唯一的意義
[00:03:48.800 --> 00:03:51.160]  即是說賺錢變成了我唯一的意義
[00:03:51.160 --> 00:03:54.120]  於是我就將這個金錢
[00:03:54.120 --> 00:03:55.800]  即是我賺到的錢
[00:03:55.800 --> 00:03:58.440]  和我自己的個人價值掛勾
[00:03:58.440 --> 00:04:01.080]  為甚麼我都做事多過他呢
[00:04:01.080 --> 00:04:02.600]  他有得升職加薪
[00:04:02.600 --> 00:04:05.800]  於是我們自己很不強
[00:04:05.800 --> 00:04:08.720]  很多的問題都發生
[00:04:08.720 --> 00:04:12.680]  當我們眼睛只看到我們工作唯一一個意義
[00:04:12.680 --> 00:04:13.640]  是金錢
[00:04:13.640 --> 00:04:16.120]  這個金錢會收買了我們
[00:04:16.120 --> 00:04:19.400]  有一個故事是這樣說的
[00:04:19.400 --> 00:04:22.360]  有一個老人家在他家裏的外面
[00:04:22.360 --> 00:04:24.080]  有一個很大的草叢
[00:04:24.080 --> 00:04:24.920]  草坪
[00:04:24.920 --> 00:04:28.160]  有一班小朋友很喜歡玩
[00:04:28.160 --> 00:04:29.160]  很喜歡踢球
[00:04:29.160 --> 00:04:31.440]  就走來那裏玩
[00:04:31.440 --> 00:04:32.800]  很開心地玩
[00:04:32.800 --> 00:04:35.360]  老人家初初都覺得ok的
[00:04:35.360 --> 00:04:37.520]  後來他就覺得很厭煩
[00:04:37.520 --> 00:04:38.600]  很暗藏
[00:04:38.600 --> 00:04:41.000]  於是他就想了一條計謀
[00:04:41.000 --> 00:04:43.760]  他就走出去和那班小朋友說
[00:04:43.760 --> 00:04:46.360]  你們真是好 來到我這裏玩
[00:04:46.360 --> 00:04:49.960]  令到我這裏很熱鬧 很開心
[00:04:49.960 --> 00:04:53.040]  我這裏每人有10元
[00:04:53.040 --> 00:04:54.840]  你們下去買東西吃
[00:04:54.840 --> 00:04:57.200]  那班小朋友當然很開心
[00:04:57.200 --> 00:04:58.800]  每人袋住10元
[00:04:58.800 --> 00:05:01.840]  於是就在那裏很開心地玩
[00:05:01.840 --> 00:05:03.080]  第二天
[00:05:03.080 --> 00:05:06.880]  這班小朋友又來草坪裏玩
[00:05:06.880 --> 00:05:09.680]  這次老人家就走出去和你講
[00:05:09.680 --> 00:05:11.560]  我退休了
[00:05:11.560 --> 00:05:14.160]  所以我都不能夠給你們那麼多錢
[00:05:14.160 --> 00:05:18.320]  於是他說我可以每人給你們5元
[00:05:18.320 --> 00:05:21.080]  那班小朋友每人拿到5元
[00:05:21.080 --> 00:05:22.800]  心裏想都不錯
[00:05:22.800 --> 00:05:24.120]  5元ok
[00:05:24.120 --> 00:05:27.880]  於是就開心地繼續玩
[00:05:27.880 --> 00:05:29.520]  第三天
[00:05:29.520 --> 00:05:31.280]  那班小朋友再來
[00:05:31.280 --> 00:05:34.800]  在草坪裏繼續很開心地玩
[00:05:34.800 --> 00:05:37.680]  老人家走出去和他們講
[00:05:37.680 --> 00:05:40.120]  其實我真是沒甚麼錢
[00:05:40.120 --> 00:05:44.560]  不過我今天就每人可以給你們1元
[00:05:44.560 --> 00:05:47.640]  那班小朋友每人拿到1元
[00:05:47.640 --> 00:05:49.280]  他們的回應就是
[00:05:49.280 --> 00:05:51.840]  我們那麼遠搭車來這裏
[00:05:51.840 --> 00:05:54.040]  特地來這裏玩又叫又跳
[00:05:54.040 --> 00:05:56.960]  在這裏那麼辛苦才得1元
[00:05:56.960 --> 00:05:59.560]  我們以後都不來了
[00:05:59.560 --> 00:06:03.160]  原來老人家就用一條這樣的計策
[00:06:03.160 --> 00:06:06.840]  很巧妙地將他們一種內在
[00:06:06.840 --> 00:06:08.760]  其實他們很開心快樂
[00:06:08.760 --> 00:06:11.240]  在這裏很享受這個活動
[00:06:11.240 --> 00:06:15.440]  就將它愛化成為為了一些外在的東西
[00:06:15.440 --> 00:06:17.360]  來做這個活動
[00:06:17.360 --> 00:06:20.800]  於是就這樣用錢來收買了
[00:06:20.800 --> 00:06:24.560]  你很開心本來很喜歡做很喜歡玩的東西
[00:06:24.560 --> 00:06:28.400]  或者有時候我們都喜歡我們的工作
[00:06:28.400 --> 00:06:31.800]  我們都享受當中某一些的意思
[00:06:31.800 --> 00:06:33.680]  但無奈地當我們
[00:06:33.680 --> 00:06:35.960]  好像這個世界告訴我們
[00:06:35.960 --> 00:06:38.800]  你的工作是否賺得多點錢
[00:06:38.800 --> 00:06:40.880]  是否隔離會賺得多點錢
[00:06:40.880 --> 00:06:46.320]  如果我們的焦點到了那種外在價值的時候
[00:06:46.320 --> 00:06:49.560]  我們都可能會失去了我們工作裏面
[00:06:49.560 --> 00:06:53.160]  很重要的一種享受
[00:06:53.160 --> 00:06:55.840]  這裏帶出第二個關鍵
[00:06:55.840 --> 00:06:59.440]  是工作第二個很重要的意義
[00:06:59.440 --> 00:07:06.200]  就是 Competence 發揮你的才幹
[00:07:06.200 --> 00:07:10.080]  所以工作除了是給你賺取回報
[00:07:10.080 --> 00:07:12.920]  亦都是給我們發揮我們說
[00:07:12.920 --> 00:07:17.400]  我們那位創造主給我們的一些能力
[00:07:17.400 --> 00:07:18.880]  一些才幹
[00:07:18.880 --> 00:07:20.920]  我們有時間空間
[00:07:20.920 --> 00:07:22.680]  我們有活動的能力
[00:07:22.680 --> 00:07:25.920]  我們是需要發揮才得到滿足
[00:07:25.920 --> 00:07:27.320]  所以我這樣看的時候
[00:07:27.320 --> 00:07:31.200]  你會知道當社會裏面的失業問題
[00:07:31.200 --> 00:07:32.880]  日益嚴重的時候
[00:07:32.880 --> 00:07:36.280]  那個問題不是在經濟上那麼簡單
[00:07:36.280 --> 00:07:37.480]  不是那麼簡單
[00:07:37.480 --> 00:07:39.400]  更嚴重的問題
[00:07:39.400 --> 00:07:42.280]  失業是影響到我們個人
[00:07:42.280 --> 00:07:44.120]  在我們生命裏面
[00:07:44.120 --> 00:07:47.440]  覺得自己有沒有尊嚴和價值
[00:07:47.440 --> 00:07:50.920]  所以我們發現當我們關心貧窮人
[00:07:50.920 --> 00:07:54.320]  我們不是只是給他溫飽他就快樂
[00:07:54.320 --> 00:07:57.960]  他還需要有他自己謀生的一些能力
[00:07:57.960 --> 00:08:01.440]  能夠發揮才是快樂
[00:08:01.440 --> 00:08:03.440]  所以第二樣東西很重要
[00:08:03.440 --> 00:08:04.640]  Competence
[00:08:04.640 --> 00:08:08.240]  我們說我們是需要發揮我們的能力
[00:08:08.240 --> 00:08:10.440]  去選擇去貢獻
[00:08:10.440 --> 00:08:14.160]  包括去服務其他人去貢獻社會
[00:08:14.160 --> 00:08:17.560]  這個是我們第二重很重要的意義
[00:08:17.560 --> 00:08:19.320]  有時候我們的工作
[00:08:19.320 --> 00:08:24.320]  牢牢都令到我們覺得忘記了
[00:08:24.320 --> 00:08:28.600]  我們工作屋本身發揮才幹的意義
[00:08:28.600 --> 00:08:31.320]  好像日復日都做回同樣的事
[00:08:31.320 --> 00:08:32.800]  其實那個competence
[00:08:32.800 --> 00:08:35.000]  那個發揮才幹本身
[00:08:35.000 --> 00:08:37.920]  是需要有一些創意
[00:08:37.920 --> 00:08:40.600]  或者你說有一些進步
[00:08:40.600 --> 00:08:43.680]  意思就是說不是只是做那麼簡單
[00:08:43.680 --> 00:08:46.600]  當工業革命出現的時候
[00:08:46.600 --> 00:08:47.880]  人被編排
[00:08:47.880 --> 00:08:52.640]  每一天只是不斷地上螺絲
[00:08:52.640 --> 00:08:56.320]  他就看不到那個本質的意義
[00:08:56.320 --> 00:08:58.880]  我們是需要在我們的工作裏面
[00:08:58.880 --> 00:09:02.080]  繼續看到我們能夠怎樣去學習
[00:09:02.080 --> 00:09:03.840]  創新和進步
[00:09:03.840 --> 00:09:07.240]  這個都是反映我們那位創造主
[00:09:07.240 --> 00:09:09.720]  他是一個怎樣的一個人
[00:09:09.720 --> 00:09:11.680]  因為他是創造天地
[00:09:11.680 --> 00:09:14.320]  他是創造很多豐富的
[00:09:14.320 --> 00:09:18.240]  很多不同顏色色彩繽紛的事物
[00:09:18.240 --> 00:09:20.840]  所以在我們的生命裏面
[00:09:20.840 --> 00:09:25.360]  我們都需要有這種創意才有滿足
[00:09:25.360 --> 00:09:26.760]  有一個故事是這樣的
[00:09:26.760 --> 00:09:28.720]  或者可能你家裏有小朋友
[00:09:28.720 --> 00:09:31.960]  你可能聽過這個語言故事
[00:09:31.960 --> 00:09:35.520]  這個故事是有一位張先生
[00:09:35.520 --> 00:09:38.800]  他是專門賣帽的賣草帽的
[00:09:38.800 --> 00:09:41.960]  有一日他去賣草帽之後
[00:09:41.960 --> 00:09:46.200]  他回家的時候生意不是很好
[00:09:46.200 --> 00:09:49.680]  帶著一大堆的草帽經過一棵大樹
[00:09:49.680 --> 00:09:53.040]  他就靠在樹旁邊打瞌睡
[00:09:53.040 --> 00:09:56.840]  到他醒來之後他就發現
[00:09:56.840 --> 00:09:58.720]  糟糕了 我那些貨
[00:09:58.720 --> 00:10:01.160]  即是他那疊草帽在哪裏
[00:10:01.160 --> 00:10:03.280]  到處找 找不到
[00:10:03.280 --> 00:10:05.480]  後來當他抬頭一看
[00:10:05.480 --> 00:10:09.520]  原來在那棵大樹的樹頂有很多猴子
[00:10:09.520 --> 00:10:13.720]  每一隻猴子的頭上就帶著一頂草帽
[00:10:13.720 --> 00:10:16.360]  那些猴子都偷了他的草帽
[00:10:16.360 --> 00:10:20.040]  那他就很生氣 怎麽辦 怎麽辦
[00:10:20.040 --> 00:10:22.600]  當他在那裏怎麽辦 怎麽辦的時候
[00:10:22.600 --> 00:10:24.080]  他就發現很有趣
[00:10:24.080 --> 00:10:26.720]  原來那些猴子很懂得模仿
[00:10:26.720 --> 00:10:30.440]  於是那些猴子又在那裏動來動去
[00:10:30.440 --> 00:10:33.680]  於是他就試一下舉起右手
[00:10:33.680 --> 00:10:36.240]  果然那些猴子就舉起右手
[00:10:36.240 --> 00:10:38.120]  後來他就舉起左手
[00:10:38.120 --> 00:10:40.120]  那些猴子又舉起左手
[00:10:40.120 --> 00:10:44.120]  他就將他頭頂的草帽拿起
[00:10:44.120 --> 00:10:45.360]  就扔了在地上
[00:10:45.360 --> 00:10:48.960]  那些猴子跟著拿了他們的草帽
[00:10:48.960 --> 00:10:50.240]  扔了在地上
[00:10:50.240 --> 00:10:53.440]  他很開心地收回了他的草帽
[00:10:53.440 --> 00:10:56.560]  這個故事在他的家族裏面
[00:10:56.560 --> 00:10:58.920]  就成為一時的佳話
[00:10:58.920 --> 00:11:01.000]  過了很久
[00:11:01.000 --> 00:11:04.600]  到他的孫子 第三代
[00:11:04.600 --> 00:11:06.360]  都是在賣草帽
[00:11:06.360 --> 00:11:11.920]  有一天他的孫子就帶著很多草帽放工
[00:11:11.920 --> 00:11:13.640]  經過那棵大樹
[00:11:13.640 --> 00:11:17.440]  就在樹底下面平安地睡著了
[00:11:17.440 --> 00:11:21.040]  當他睡著醒了之後
[00:11:21.040 --> 00:11:23.760]  他就發現不見了那些帽子
[00:11:23.760 --> 00:11:26.720]  他記起他爺爺的故事
[00:11:26.720 --> 00:11:28.160]  他就抬頭一看
[00:11:28.160 --> 00:11:32.320]  果然樹上的猴子全部都帶著草帽
[00:11:32.320 --> 00:11:37.040]  於是他這次覺得他成功了
[00:11:37.040 --> 00:11:38.840]  他舉起右手
[00:11:38.840 --> 00:11:41.000]  那些猴子又舉起右手
[00:11:41.000 --> 00:11:42.480]  他舉起左手
[00:11:42.480 --> 00:11:44.400]  那些猴子都舉起左手
[00:11:44.400 --> 00:11:47.880]  於是他就將他頭頂的帽子拿起
[00:11:47.880 --> 00:11:49.360]  就扔了在地上
[00:11:49.360 --> 00:11:52.080]  那些猴子居然沒有這樣做
[00:11:52.080 --> 00:11:54.720]  那些猴子指著他在笑
[00:11:54.720 --> 00:11:58.080]  然後樹上有一隻最大的猴子
[00:11:58.080 --> 00:12:03.360]  就跳下來連他在地上的帽子都撿起來
