
[00:00:00.000 --> 00:00:09.020]  今天上午九點多,美國總統候選人拜登是發表了勝利的演說。
[00:00:09.020 --> 00:00:18.660]  他說:「我這次做總統,我掛心的是要美國合一,不是要分裂。」
[00:00:18.660 --> 00:00:21.940]  頂智慧,我今天所講的也是合一。
[00:00:21.940 --> 00:00:27.020]  不過不是講美國,是講天國,講耶穌基督的教會。
[00:00:27.020 --> 00:00:42.220]  我會用約翰福音十七章,剛才江維明牧師和我們中讀的那段經文來做我們思考的一段經文。
[00:00:42.220 --> 00:00:55.700]  約翰福音十三章到十一章,就是耶穌基督在最後晚餐和門徒一起的對話。
[00:00:55.700 --> 00:01:03.060]  解經家稱為「樓房上的談話」,The Upper Room Discourse。
[00:01:03.060 --> 00:01:10.700]  在這五章經文裏面,耶穌和門徒講了很多心事,
[00:01:10.700 --> 00:01:21.860]  「臨別不成異議」,耶穌基督和他們講了很多自己心裏的渴望和心境。
[00:01:21.860 --> 00:01:25.980]  我們今天要去看看耶穌基督講了些什麼。
[00:01:25.980 --> 00:01:31.380]  由十三章到十七章,總共有五章。
[00:01:31.380 --> 00:01:37.420]  十七章是最後的時候,耶穌基督做的禱告。
[00:01:37.420 --> 00:01:48.340]  這個禱告可以說是整個樓房上談話的最高潮,那個climax。
[00:01:48.340 --> 00:01:54.020]  有人稱這個禱告為大祭司的禱告,耶穌基督是大祭司。
[00:01:54.020 --> 00:01:58.660]  又有人稱它為真正的主禱文,我們經常念的主禱文,
[00:01:58.660 --> 00:02:07.860]  我們在天上的父,是耶穌基督,我們的主,教我們禱告的禱告文。
[00:02:07.860 --> 00:02:17.180]  約翰福音十七章是他自己的禱告,也是耶穌基督最長的一個禱告。
[00:02:17.180 --> 00:02:22.020]  有學者比喻這個禱告,
[00:02:22.020 --> 00:02:26.300]  如果你把新約聖經當作一個聖殿,
[00:02:26.300 --> 00:02:30.860]  耶穌基督這個禱告就是聖殿的致聖所,
[00:02:30.860 --> 00:02:35.420]  是最核心、最重要、最寶貴的地方。
[00:02:35.420 --> 00:02:42.380]  耶穌基督的心境向上帝顯露,因為這個禱告是對天父的禱告,
[00:02:42.380 --> 00:02:48.380]  它關乎自己,關乎那十一個門徒,關乎所有信徒,包括你在內。
[00:02:48.380 --> 00:02:54.380]  耶穌基督都是在這個禱告裏面向天父來表達。
[00:02:54.380 --> 00:02:57.820]  所以今天我們就進入這個致聖所,
[00:02:57.820 --> 00:03:03.220]  今天你和我就去到耶穌基督心裏面的最深處,
[00:03:03.220 --> 00:03:10.940]  等於你愛一個人,你會很渴望去到他心裏面的最深處。
[00:03:10.940 --> 00:03:17.780]  今天我們就去到耶穌基督的心裏面的最深處,
[00:03:17.780 --> 00:03:22.180]  看看耶穌基督的心腸肺腑,祂對我們的心意是怎樣。
[00:03:22.180 --> 00:03:25.300]  所以今天是一個非常重要的經文,
[00:03:25.300 --> 00:03:30.340]  講完就不是很重要,但講完所講的經文是非常重要,
[00:03:30.340 --> 00:03:34.540]  所以我求主的聖靈感動你,
[00:03:34.540 --> 00:03:38.020]  今天用祂的話語來提醒你,
[00:03:38.020 --> 00:03:42.540]  今天所講的一些東西是很深奧的,
[00:03:42.540 --> 00:03:45.420]  因為耶穌基督講,深奧到連我都不懂,
[00:03:45.420 --> 00:03:47.580]  但我要講你就不用講。
[00:03:47.580 --> 00:03:51.980]  我們首先將這段時間,很短的三十分鐘不到的時間,
[00:03:51.980 --> 00:03:54.260]  我們交給上帝,我們一起進去祈禱。
[00:03:54.260 --> 00:03:58.260]  親愛的主我們來到祢面前,我們是污穢,我們是不潔的,
[00:03:58.260 --> 00:04:02.060]  求祢潔淨我,求祢潔淨弟兄姊妹,求祢的靈感動我們,
[00:04:02.060 --> 00:04:06.980]  充滿我們,叫我們能夠摸到我們救主的心腸肺腑,
[00:04:06.980 --> 00:04:10.620]  在祂的話語裏面,我們能夠得著激勵,
[00:04:10.620 --> 00:04:12.900]  得著聖靈的洗滌充滿,
[00:04:12.900 --> 00:04:15.660]  祈禱奉耶穌基督的名,阿們。
[00:04:15.660 --> 00:04:30.980]  《約翰福音》十七章的禱告其實分開三個部份,
[00:04:30.980 --> 00:04:34.540]  第一部份是一至五節,耶穌為自己禱告,
[00:04:34.540 --> 00:04:38.580]  第二部份是六至十九節,祂為十一位門徒禱告,
[00:04:38.580 --> 00:04:42.660]  然後二十至二十六節是為所有信徒禱告,
[00:04:42.660 --> 00:04:44.580]  即是剛才我們所讀的。
[00:04:44.580 --> 00:04:52.300]  耶穌基督在第一個禱告裏面,一至五節,
[00:04:52.300 --> 00:04:55.380]  如果你很熟悉第十七章,你會留意到,
[00:04:55.380 --> 00:04:57.260]  祂對父神說:
[00:04:57.260 --> 00:05:03.180]  「你交付我的事,使命我已經做完了,
[00:05:03.180 --> 00:05:07.140]  現在求你,叫我與你同享榮耀。」
[00:05:07.140 --> 00:05:11.820]  祂說:「我已經榮耀你。」
[00:05:11.820 --> 00:05:15.860]  在這個禱告裏面,耶穌基督告訴上帝:
[00:05:15.860 --> 00:05:18.580]  「我已經完成了你的渴求,榮耀了你。」
[00:05:18.580 --> 00:05:22.060]  然後耶穌基督求天父恢復自己,
[00:05:22.060 --> 00:05:26.420]  創世以前與天父一起的榮耀,
[00:05:26.420 --> 00:05:31.260]  即是祂渴望回到天父那裏與上帝一起,
[00:05:31.260 --> 00:05:34.860]  這都是合一,聖子與聖父合一。
[00:05:34.860 --> 00:05:37.420]  你記不記得耶穌基督說過一句話:
[00:05:37.420 --> 00:05:41.740]  「父與子然為一,我與父然為一。」
[00:05:41.740 --> 00:05:43.420]  現在祂回到天父,
[00:05:43.420 --> 00:05:46.620]  祂的渴望就是與上帝一起的合一。
[00:05:46.620 --> 00:05:51.980]  然後在第二部分的禱告裏面,
[00:05:51.980 --> 00:05:54.300]  祂就為信徒禱告,
[00:05:54.300 --> 00:05:57.420]  叫上帝為這十一位門徒禱告,
[00:05:57.420 --> 00:05:59.700]  求天父賜給他們合一,
[00:05:59.700 --> 00:06:02.100]  而且用真理看他們成性。
[00:06:02.100 --> 00:06:06.340]  第三部分就是耶穌基督為所有的信徒禱告,
[00:06:06.340 --> 00:06:09.020]  求的是信徒的合一。
[00:06:09.020 --> 00:06:12.100]  剛才短短那幾節的聖經,
[00:06:12.100 --> 00:06:15.780]  你看到好幾次的合而為一出來,
[00:06:15.780 --> 00:06:18.260]  這就是耶穌基督的心事,
[00:06:18.260 --> 00:06:21.780]  祂最掛心的就是信徒的合一。
[00:06:21.780 --> 00:06:25.700]  這樣的祈禱,上帝有沒有應運呢?
[00:06:25.700 --> 00:06:27.140]  上帝應運了,
[00:06:27.140 --> 00:06:38.500]  在已乏所思的司徒保羅在監獄當中,
[00:06:38.500 --> 00:06:40.900]  他人生差不多最後階段的時候,
[00:06:40.900 --> 00:06:43.380]  他說已乏所思一章十字,
[00:06:43.380 --> 00:06:46.340]  「道了所計劃的時機成熟,
[00:06:46.340 --> 00:06:51.300]  就使天上地上的萬物都在基督裏面同歸於一。」
[00:06:51.300 --> 00:06:57.140]  To bring unity to all things in heaven and on earth under Christ.
[00:06:57.140 --> 00:06:59.780]  所以耶穌基督這三個合一,
[00:06:59.780 --> 00:07:02.820]  祂與天父合一,
[00:07:02.820 --> 00:07:05.780]  十一個門徒的合一,
[00:07:05.780 --> 00:07:08.100]  和所有信徒的合一,
[00:07:08.100 --> 00:07:11.140]  這個其實就是《約翰福音》十七章,
[00:07:11.140 --> 00:07:14.180]  那個overriding theme,
[00:07:14.180 --> 00:07:18.580]  最重要的主題,合一。
[00:07:18.580 --> 00:07:21.700]  而這個禱告是應驗了的,
[00:07:21.700 --> 00:07:24.580]  是神應許聽了這個禱告,
[00:07:24.580 --> 00:07:29.140]  其實還未完成的,
[00:07:29.140 --> 00:07:34.180]  因為將來耶穌基督再回來的時候,
[00:07:34.180 --> 00:07:36.180]  我們在天國的時候,
[00:07:36.180 --> 00:07:39.460]  everything所有的東西都在基督裏面合一,
[00:07:39.460 --> 00:07:41.460]  現在是一個教會時期,
[00:07:41.460 --> 00:07:43.700]  仍然未完全應驗,
[00:07:43.700 --> 00:07:47.540]  但是上帝透過司徒保羅說,
[00:07:47.540 --> 00:07:50.340]  「這件事會發生,我會應驗,
[00:07:50.340 --> 00:07:52.740]  我會聽我愛子的禱告。」
[00:07:52.740 --> 00:07:58.580]  所以將來是一個非常美好的環境。
[00:07:58.580 --> 00:08:01.380]  我們回到《約翰福音》十七章,
[00:08:01.380 --> 00:08:07.060]  我們就看耶穌基督為所有信徒禱告的中心思想,
[00:08:07.060 --> 00:08:09.780]  祂最掛心的合一是什麼呢?
[00:08:09.780 --> 00:08:14.340]  我們今天要看合一的基礎,
[00:08:14.340 --> 00:08:17.700]  合一的目的,合一的動力,
[00:08:17.700 --> 00:08:21.460]  合一的體驗和合一的實踐,
[00:08:21.460 --> 00:08:23.460]  基礎就是foundation,
[00:08:23.460 --> 00:08:29.380]  我們成立,我們能夠得到合而為一的foundation在哪裡?
[00:08:29.380 --> 00:08:31.860]  目的的purpose是為了什麼?
[00:08:31.860 --> 00:08:34.340]  動力的driving force,
[00:08:34.340 --> 00:08:36.660]  什麼東西令我們可以合一?
[00:08:36.660 --> 00:08:40.260]  那個體驗,那個external expression,
[00:08:40.260 --> 00:08:43.700]  當我們合一的時候,外面的人怎樣看到我們合一?
[00:08:43.700 --> 00:08:47.940]  以及實踐我們在什麼行動上能夠做到合一?
[00:08:47.940 --> 00:08:56.500]  今天我們會看這五方面非常重要的關於合一的真理。
[00:08:56.500 --> 00:08:59.700]  第一,我們看信徒合一的基礎,
[00:08:59.700 --> 00:09:02.980]  the foundation of Christian unity,
[00:09:02.980 --> 00:09:05.700]  基督就是信徒合一的基礎,
[00:09:05.700 --> 00:09:08.020]  沒有了基督就沒有了合一。
