
[00:00:00.000 --> 00:00:03.720]  今天我們會一起來看馬克福音十二章
[00:00:03.720 --> 00:00:06.720]  我們上個星期看過一段經文
[00:00:06.720 --> 00:00:09.900]  我們今天會看其中一段
[00:00:09.900 --> 00:00:13.280]  在耶穌對眾人的教訓
[00:00:13.280 --> 00:00:15.600]  其實我們上次有稍為提過
[00:00:15.600 --> 00:00:17.180]  上次我們主要提到
[00:00:17.180 --> 00:00:20.840]  在信仰當中我們的第一要緊是什麼
[00:00:20.840 --> 00:00:21.640]  聖經告訴我們
[00:00:21.640 --> 00:00:25.020]  只要盡心、盡性、盡力去愛神
[00:00:25.020 --> 00:00:26.560]  和愛人如己
[00:00:26.560 --> 00:00:30.060]  這是神給我們信仰中第一的要緊
[00:00:30.060 --> 00:00:33.440]  今天我想用神對我們的著緊
[00:00:33.440 --> 00:00:36.800]  來看看神透過教訓
[00:00:36.800 --> 00:00:38.280]  耶穌基督的教導
[00:00:38.280 --> 00:00:41.280]  如何讓我們看見神的一些心意
[00:00:41.280 --> 00:00:45.360]  馬克福音十二章我們接著看三節經文
[00:00:45.360 --> 00:00:50.360]  這三節經文其實我們上個星期也有稍為看過
[00:00:50.360 --> 00:00:53.040]  我也想邀請弟兄姊妹一起讀一次
[00:00:53.040 --> 00:00:54.840]  溫習一下這段經文
[00:00:54.840 --> 00:00:57.280]  特別是提醒或者是教導會眾
[00:00:57.280 --> 00:01:01.220]  如何從這些文士、法利、才人的身上
[00:01:01.220 --> 00:01:05.100]  來有一些警戒或者是學習
[00:01:05.100 --> 00:01:09.140]  我們一起讀完馬克福音十二章三十八到四十節
[00:01:09.140 --> 00:01:10.140]  看到我們一起讀
[00:01:10.140 --> 00:01:11.440]  預備起
[00:01:11.440 --> 00:01:14.440]  耶穌在教訓之間說
[00:01:14.440 --> 00:01:17.000]  「你們要防備民事」
[00:01:17.000 --> 00:01:20.000]  「他們號稱長衣遊行」
[00:01:20.000 --> 00:01:24.280]  「喜愛人在街市上問他們的安」
[00:01:24.280 --> 00:01:27.440]  「又喜愛會堂裡的高位」
[00:01:27.440 --> 00:01:30.080]  「現席上的首座」
[00:01:30.080 --> 00:01:33.560]  「他們侵吞寡婦的家產」
[00:01:33.560 --> 00:01:36.560]  「假意作很長的禱告」
[00:01:36.560 --> 00:01:40.560]  「這些人要受更重的刑罰」
[00:01:40.560 --> 00:01:45.760]  神對我們的著緊在這節經文其實是表達到的
[00:01:45.760 --> 00:01:48.360]  但是更加詳細的一個版本
[00:01:48.360 --> 00:01:51.760]  是在馬太福音的二十三章一到三十六節
[00:01:51.760 --> 00:01:55.960]  這是一個將剛才馬克福音的十二章裡面
[00:01:55.960 --> 00:01:58.960]  三節經文講得更加詳細
[00:01:58.960 --> 00:02:01.760]  大家如果曾經有印象讀過的時候
[00:02:01.760 --> 00:02:05.960]  就會知道當中所講到特別是耶穌去教訓
[00:02:05.960 --> 00:02:10.760]  講到責備民事和法利賽人的七個禍
[00:02:10.760 --> 00:02:14.760]  所以耶穌藉著這個教訓
[00:02:14.760 --> 00:02:18.360]  其實是很想提醒神的子民
[00:02:18.360 --> 00:02:21.360]  不要經歷這些禍
[00:02:21.360 --> 00:02:25.560]  如果像民事和法利賽人所做的事情就會大禍臨頭
[00:02:25.560 --> 00:02:27.560]  神亦更加想我們今天
[00:02:27.560 --> 00:02:29.360]  我們都是神的子民的時候
[00:02:29.360 --> 00:02:31.960]  我們不應該重蹈覆轍
[00:02:31.960 --> 00:02:37.960]  我們不應該走民事和法利賽人所走的一條錯誤的道路
[00:02:37.960 --> 00:02:40.360]  馬太福音二十三章講得更加詳細
[00:02:40.360 --> 00:02:45.360]  但是我們可以用當中兩節的經文
[00:02:45.360 --> 00:02:47.560]  來幫助我們去認識
[00:02:47.560 --> 00:02:53.160]  大家回家的時候有機會可以看看馬太福音二十三章
[00:02:53.160 --> 00:02:57.160]  這兩節經文是屬於這七禍當中的第四個
[00:02:57.160 --> 00:02:59.360]  前面有三個,後面有三個
[00:02:59.360 --> 00:03:04.560]  通常我們都會覺得第四個是一個比較特別和有心思的安排
[00:03:04.560 --> 00:03:07.560]  所以我很想用這兩節經文來作為今天
[00:03:07.560 --> 00:03:11.560]  我們去看看神對我們的著緊是什麼
[00:03:11.560 --> 00:03:13.560]  我們一起再讀這段經文
[00:03:13.560 --> 00:03:16.960]  馬太福音二十三章二十三到二十四節
[00:03:16.960 --> 00:03:18.360]  看到記得我們一起來讀
[00:03:18.360 --> 00:03:19.760]  預備起
[00:03:19.760 --> 00:03:25.760]  你們這假冒為善的民事和法利賽人有和了
[00:03:25.760 --> 00:03:32.160]  因為你們將薄荷、茴香、芹菜獻上十分之一
[00:03:32.160 --> 00:03:35.160]  那律法上更重的是
[00:03:35.160 --> 00:03:40.560]  就是公義、憐憫、信實、反睹不行了
[00:03:40.560 --> 00:03:43.960]  這更重的是你們當行的
[00:03:43.960 --> 00:03:46.760]  那也是不可不行的
[00:03:46.760 --> 00:03:49.560]  你們這黑眼領路的
[00:03:49.560 --> 00:03:52.360]  夢從你們就累出來
[00:03:52.360 --> 00:03:55.960]  樂何你們都吞下去
[00:03:55.960 --> 00:03:58.960]  這裡形容民事法利賽人
[00:03:58.960 --> 00:04:02.760]  我們很熟悉說到假冒為善
[00:04:02.760 --> 00:04:07.160]  然後他也提到他們是黑眼領路的
[00:04:07.160 --> 00:04:09.160]  其實在當中
[00:04:09.160 --> 00:04:11.160]  十六到十七節
[00:04:11.160 --> 00:04:14.160]  不單止提他們是黑眼領路的有和
[00:04:14.160 --> 00:04:17.960]  他們同樣是無知黑眼的人
[00:04:17.960 --> 00:04:21.160]  這是耶穌所用的形容詞
[00:04:21.160 --> 00:04:26.960]  實在著我們在教訓這群民事法利賽人的教訓中
[00:04:26.960 --> 00:04:30.360]  著我們是否一個誠實的人
[00:04:30.360 --> 00:04:33.560]  所以剛才提到律法上更重要的事就是
[00:04:33.560 --> 00:04:36.760]  公義、憐憫、信實
[00:04:36.760 --> 00:04:39.360]  如果對應法利賽人
[00:04:39.360 --> 00:04:43.560]  耶穌形容他們是假冒為善的話
[00:04:43.560 --> 00:04:46.160]  我相信這個信實
[00:04:46.160 --> 00:04:53.360]  是我們今天應該一起來反省學習的一個需要
[00:04:53.360 --> 00:04:58.760]  我不知道大家有沒有想過我是否一個誠實表裡一致的基督徒
[00:04:58.760 --> 00:05:02.560]  剛才提到形容這群法利賽人其實有另外一些形容詞
[00:05:02.560 --> 00:05:03.560]  除了假冒為善
[00:05:03.560 --> 00:05:06.760]  還是他們黑眼領路
[00:05:06.760 --> 00:05:09.560]  他們是無知黑眼
[00:05:09.560 --> 00:05:12.760]  但其實我覺得廣東話有一句形容詞
[00:05:12.760 --> 00:05:14.560]  更加貼切
[00:05:14.560 --> 00:05:17.560]  其實這群人我們相信他們不是真的盲
[00:05:17.560 --> 00:05:19.560]  但我們廣東人有一句說話
[00:05:19.560 --> 00:05:20.560]  就是這樣說
[00:05:20.560 --> 00:05:22.560]  我們很多時候有些人
[00:05:22.560 --> 00:05:27.360]  睜大眼睛就會說謊
[00:05:27.360 --> 00:05:30.360]  其實可能正正就是這群黑眼領路也好
[00:05:30.360 --> 00:05:32.160]  假冒為善也好
[00:05:32.160 --> 00:05:34.760]  其實用我們所認識的
[00:05:34.760 --> 00:05:37.160]  睜大眼睛說謊
[00:05:37.160 --> 00:05:40.560]  這可能更加讓我們能夠明白
[00:05:40.560 --> 00:05:44.160]  神對我們的著緊
[00:05:44.160 --> 00:05:47.760]  神希望我們成為一個誠實的人
[00:05:47.760 --> 00:05:51.560]  不是一個睜大眼睛說謊
[00:05:51.560 --> 00:05:56.360]  以至說到眼睛都不會眨的人
[00:05:56.360 --> 00:05:59.560]  這群法利賽人是假冒為善的人
[00:05:59.560 --> 00:06:02.560]  在耶穌的擇弊之後
[00:06:02.560 --> 00:06:04.360]  有一個很特別的安排
[00:06:04.360 --> 00:06:07.360]  是23章37到38節
[00:06:07.360 --> 00:06:11.960]  這是耶穌為耶路撒冷城的哀哭
[00:06:11.960 --> 00:06:13.960]  哀哭的內容
