
[00:00:00.000 --> 00:00:02.740]  結局 摩西的孫子
[00:00:02.740 --> 00:00:06.380]  摩西的孫子 約拿丹也跟他們一起瘋
[00:00:06.380 --> 00:00:09.160]  哇 這是什麼世界
[00:00:09.160 --> 00:00:13.320]  作彈支派的祭司
[00:00:13.320 --> 00:00:16.660]  OK 他在做什麼呢
[00:00:16.660 --> 00:00:20.160]  他在做自己眼中捍衛對的事情
[00:00:20.160 --> 00:00:23.540]  在耶和華眼中捍衛完全是惡的事情
[00:00:23.540 --> 00:00:26.160]  不停地用耶和華的名字 完全是錯誤
[00:00:26.160 --> 00:00:28.000]  所以整件事去到這裏
[00:00:28.000 --> 00:00:32.640]  那個君王的吶喊就越來越強調
[00:00:32.640 --> 00:00:35.120]  There is no king in Israel
[00:00:35.120 --> 00:00:36.200]  以色列人不好
[00:00:36.200 --> 00:00:38.460]  那他們要的君王是誰呢
[00:00:38.460 --> 00:00:41.640]  你假設他是大衛
[00:00:41.640 --> 00:00:44.700]  我們需要大衛來搞定這件事
[00:00:44.700 --> 00:00:47.860]  因爲連摩西的孫子都失敗了
[00:00:47.860 --> 00:00:50.940]  但是其實大衛又不是那個救主
[00:00:50.940 --> 00:00:53.840]  OK 因爲我們講了很多次
[00:00:53.840 --> 00:00:56.840]  大衛也是做了自己眼睛裏面的捍衛對
[00:00:56.840 --> 00:00:59.820]  和上帝眼中捍衛惡的事情
[00:00:59.820 --> 00:01:01.940]  OK 就是別時巴那件事
[00:01:01.940 --> 00:01:03.540]  但是原來呢
[00:01:03.540 --> 00:01:05.700]  大衛除了別時巴那件事之外
[00:01:05.700 --> 00:01:07.980]  還有些事情是沒有做的
[00:01:07.980 --> 00:01:09.080]  是做得不好的
[00:01:09.080 --> 00:01:11.340]  是什麼呢 我給多一節給你看
[00:01:11.340 --> 00:01:13.340]  這個是整個故事的結束
[00:01:13.340 --> 00:01:19.300]  直到那地遭撈掠的日子
[00:01:19.300 --> 00:01:21.500]  OK 也就是說
[00:01:21.500 --> 00:01:25.900]  彈人建了一個新城叫做彈
[00:01:25.900 --> 00:01:28.920]  然後在那裏建立了一個新的偶像
[00:01:28.920 --> 00:01:31.500]  在那裏建了一個神殿
[00:01:31.500 --> 00:01:33.620]  然後找了摩西的孫子
[00:01:33.620 --> 00:01:36.800]  和摩西的孫子的子子孫孫
[00:01:36.800 --> 00:01:38.380]  去做祭司
[00:01:38.380 --> 00:01:40.720]  就是在那裏建了一個神殿
[00:01:40.720 --> 00:01:43.680]  這個神殿在那裏多久呢
[00:01:43.680 --> 00:01:45.840]  這個作者告訴你
[00:01:45.840 --> 00:01:50.300]  直到那地遭撈掠的時候
[00:01:50.300 --> 00:01:52.760]  OK 我現在要講一點東西
[00:01:52.760 --> 00:01:56.100]  可能令你有點頭暈
[00:01:56.100 --> 00:01:57.100]  我剛纔說
[00:01:57.100 --> 00:01:58.840]  如果你記得我一開始說
[00:01:58.840 --> 00:02:02.400]  史詩記很有可能是
[00:02:02.400 --> 00:02:06.360]  當時大衛在希伯倫作王
[00:02:06.360 --> 00:02:11.580]  然後掃羅的子孫在另外北面作王的時候
[00:02:11.580 --> 00:02:15.240]  那七年零六個月的時間所寫
[00:02:15.240 --> 00:02:18.100]  而寫的主要原因是幫大衛賣廣告
[00:02:18.100 --> 00:02:20.460]  你記不記得 記得是吧
[00:02:20.460 --> 00:02:23.300]  但是聖經學者告訴我們
[00:02:23.300 --> 00:02:25.340]  這些書好像史詩記那樣
[00:02:25.340 --> 00:02:27.880]  其實有很多不同的版本
[00:02:27.880 --> 00:02:29.040]  就是說其實
[00:02:29.040 --> 00:02:32.420]  最後我們現在的版本是幾百年之後
[00:02:32.420 --> 00:02:35.340]  還有陸續加修改一點點的東西
[00:02:35.340 --> 00:02:37.180]  所以起初第一個版本
[00:02:37.180 --> 00:02:40.800]  第一版是爲了大衛而寫的
[00:02:40.800 --> 00:02:41.360]  OK
[00:02:41.360 --> 00:02:44.020]  但是後來有些字是加了在後面
[00:02:44.020 --> 00:02:46.060]  可能是幾百年之後才加的
[00:02:46.060 --> 00:02:47.640]  包括這一節聖經
[00:02:47.640 --> 00:02:50.640]  他們相信這一節聖經是後來才加的
[00:02:50.640 --> 00:02:51.760]  爲什麼
[00:02:51.760 --> 00:02:55.180]  因爲什麼是老略的日子
[00:02:55.180 --> 00:02:57.440]  聖經學者相信老略的日子
[00:02:57.440 --> 00:02:58.100]  對不起
[00:02:58.100 --> 00:03:02.180]  大家真的要識一下舊約歷史才知道這件事
[00:03:02.180 --> 00:03:05.320]  721年 BC
[00:03:05.320 --> 00:03:10.200]  就是公元前721年發生了什麼事
[00:03:10.200 --> 00:03:12.160]  記不記得
[00:03:12.160 --> 00:03:14.200]  亞述 沒錯
[00:03:14.200 --> 00:03:16.160]  如果你要記得以色人的歷史
[00:03:16.160 --> 00:03:19.080]  就是大衛之後的所羅門
[00:03:19.080 --> 00:03:21.840]  所羅門因爲貪愛很多外邦的女子
[00:03:21.840 --> 00:03:24.720]  上帝將以色列的國一分爲二
[00:03:24.720 --> 00:03:26.260]  有北國的以色列
[00:03:26.260 --> 00:03:28.720]  南國的猶大
[00:03:28.720 --> 00:03:32.020]  北國南國本來應該是吸取教訓
[00:03:32.020 --> 00:03:33.760]  去專心侍奉上帝
[00:03:33.760 --> 00:03:34.360]  但是他們沒有
[00:03:34.360 --> 00:03:35.680]  兩邊都是壞的
[00:03:35.680 --> 00:03:40.240]  於是上帝派了亞述人將北國滅了
[00:03:40.240 --> 00:03:41.480]  是什麼時候滅的呢
[00:03:41.480 --> 00:03:42.900]  721年
[00:03:42.900 --> 00:03:44.860]  所以這個老略的日子
[00:03:44.860 --> 00:03:50.160]  聖經學者相信是721年的時候
[00:03:50.160 --> 00:03:52.600]  就是說上帝很憎恨以色列人
[00:03:52.600 --> 00:03:54.720]  因爲他們不停地拜其他偶像
[00:03:54.720 --> 00:03:58.060]  於是以色列的皇帝自己不動手
[00:03:58.060 --> 00:04:02.480]  動彈的爐 彈的神殿
[00:04:02.480 --> 00:04:04.780]  於是上帝自己動手
[00:04:04.780 --> 00:04:07.080]  在公元前721年
[00:04:07.080 --> 00:04:11.500]  上帝用亞述人將這個神殿鏟了
[00:04:11.500 --> 00:04:12.840]  明白嗎
[00:04:12.840 --> 00:04:14.040]  OK
[00:04:14.040 --> 00:04:15.880]  你現在想想
[00:04:15.880 --> 00:04:22.380]  以色列國的皇帝應該早就把這個彈的神殿鏟了
[00:04:22.380 --> 00:04:23.320]  OK
[00:04:23.320 --> 00:04:27.020]  這個神殿是在史詩紀的時候建立的
[00:04:27.020 --> 00:04:31.240]  後來大衛有沒有做整個以色列人的王
[00:04:31.240 --> 00:04:32.480]  有
[00:04:32.480 --> 00:04:36.980]  如果這本書起初是爭權奪位的時候
[00:04:36.980 --> 00:04:39.040]  七年六個月寫的時候
[00:04:39.040 --> 00:04:41.400]  最後大衛有沒有做到那個王
[00:04:41.400 --> 00:04:42.220]  有
[00:04:42.220 --> 00:04:43.940]  大衛做王的時候
[00:04:43.940 --> 00:04:46.200]  彈的神殿有沒有在
[00:04:46.200 --> 00:04:47.040]  有
[00:04:47.040 --> 00:04:49.220]  是不是大衛掌權的地方
[00:04:49.220 --> 00:04:49.940]  是
[00:04:49.940 --> 00:04:52.560]  大衛有沒有鏟了彈的神殿
[00:04:52.560 --> 00:04:53.280]  沒有
[00:04:53.280 --> 00:04:54.560]  你明白嗎
[00:04:54.560 --> 00:04:55.940]  所以大衛衰衰
[00:04:55.940 --> 00:04:58.040]  除了別士巴那件事之外
[00:04:58.040 --> 00:05:00.520]  你發覺他原來
[00:05:00.520 --> 00:05:04.900]  由得這個神殿繼續在彈北面那裏
[00:05:04.900 --> 00:05:06.660]  不停地燒
[00:05:06.660 --> 00:05:12.060]  而這件事是耶和華很不喜歡的事情
[00:05:12.060 --> 00:05:16.020]  大衛讓他 於是大衛不是最終的君王
[00:05:16.020 --> 00:05:19.200]  耶和華自己親自動手
[00:05:19.200 --> 00:05:20.360]  將神殿燒了
[00:05:20.360 --> 00:05:22.300]  OK 我要加快一點
[00:05:22.300 --> 00:05:24.160]  我現在幫你做半個總結
[00:05:24.160 --> 00:05:25.900]  在米家的房子裏面
[00:05:25.900 --> 00:05:28.260]  有兩件事發生了
[00:05:28.260 --> 00:05:30.960]  第一
[00:05:30.960 --> 00:05:34.000]  他們再造耶和華
[00:05:34.000 --> 00:05:39.600]  我不知道你有沒有去過小朋友的主日學
[00:05:39.600 --> 00:05:41.940]  最喜歡讓他們遊顏色
[00:05:41.940 --> 00:05:44.700]  自己喜歡遊什麼顏色就遊什麼顏色
[00:05:44.700 --> 00:05:45.660]  他們現在在做什麼
[00:05:45.660 --> 00:05:47.320]  他們口口聲聲叫耶和華
[00:05:47.320 --> 00:05:51.440]  其實他將耶和華畫到眼五顏六色
[00:05:51.440 --> 00:05:52.020]  你明白嗎
[00:05:52.020 --> 00:05:54.920]  自己喜歡什麼顏色就畫他什麼顏色
[00:05:54.920 --> 00:05:56.640]  你記得我們
[00:05:56.640 --> 00:05:58.360]  當上帝創造人的時候
[00:05:58.360 --> 00:06:01.080]  是神創造了一個人在自己的形象裏
[00:06:01.080 --> 00:06:03.680]  上帝按照他的形象創造我們
[00:06:03.680 --> 00:06:05.080]  這是創世紀的
[00:06:05.080 --> 00:06:06.360]  現在他在做什麼
[00:06:06.360 --> 00:06:08.320]  我們從創造上帝
[00:06:08.320 --> 00:06:09.840]  而用我們自己的形象
[00:06:09.840 --> 00:06:13.840]  我們在自己的形象裏創造上帝
[00:06:13.840 --> 00:06:15.600]  這是很可怕的事
[00:06:15.600 --> 00:06:17.960]  他們還是叫他做耶和華
[00:06:17.960 --> 00:06:21.800]  但是他將耶和華游到五顏六色
[00:06:21.800 --> 00:06:23.200]  覺得耶和華是沒所謂的
[00:06:23.200 --> 00:06:24.240]  這是一件事
[00:06:24.240 --> 00:06:25.680]  第二件事
[00:06:25.680 --> 00:06:28.440]  他們將認許之地
[00:06:28.440 --> 00:06:31.600]  有個完全嵌身的演繹
[00:06:31.600 --> 00:06:34.640]  以前認許之地是流乃與物之地
[00:06:34.640 --> 00:06:36.000]  但是有另外一個特質
[00:06:36.000 --> 00:06:37.400]  就是非常難去的
[00:06:37.400 --> 00:06:38.480]  非常難打的
[00:06:38.480 --> 00:06:42.920]  是要全軍投入才能進入這片土地
[00:06:42.920 --> 00:06:46.440]  而他們決定找一個容易的目標
[00:06:46.440 --> 00:06:49.040]  然後重做這件事
[00:06:49.040 --> 00:06:50.440]  在整個故事當中
[00:06:50.440 --> 00:06:54.840]  你會發現每個人都在偷東西
[00:06:54.840 --> 00:06:57.320]  偶像的工廠
[00:06:57.320 --> 00:06:58.200]  盜賊之間
[00:06:58.200 --> 00:07:01.160]  於是上帝公元721年
[00:07:01.160 --> 00:07:04.200]  通過用亞述將他們剷除
[00:07:04.200 --> 00:07:05.040]  爲什麼
[00:07:05.040 --> 00:07:08.160]  因爲他們是偶像工廠
[00:07:08.160 --> 00:07:10.760]  盜賊之間
[00:07:10.760 --> 00:07:13.120]  以色列人的歷史還沒完
[00:07:13.120 --> 00:07:15.840]  我給你看一句說話
[00:07:15.840 --> 00:07:17.640]  我作的
[00:07:17.640 --> 00:07:18.360]  叫做
[00:07:18.360 --> 00:07:20.440]  策窩消不盡
[00:07:20.440 --> 00:07:22.960]  春風吹又生
[00:07:22.960 --> 00:07:25.120]  剛纔我們講的策窩
[00:07:25.120 --> 00:07:25.880]  在丹
[00:07:25.880 --> 00:07:27.480]  丹是以色列的北邊
[00:07:27.480 --> 00:07:31.320]  是北國的策窩
[00:07:31.320 --> 00:07:35.280]  原來你看回南國
[00:07:35.280 --> 00:07:37.240]  就是耶路撒冷
[00:07:37.240 --> 00:07:39.080]  又有另外一個策窩
[00:07:39.080 --> 00:07:42.680]  在聖經裏面的策窩有北和南
[00:07:42.680 --> 00:07:44.600]  我們現在滅了北邊的
[00:07:44.600 --> 00:07:47.480]  南邊的還在很興旺地去
[00:07:47.480 --> 00:07:50.840]  南邊的其實比北邊的更有名
[00:07:50.840 --> 00:07:52.760]  那是耶路撒冷書裏面的
[00:07:52.760 --> 00:07:56.400]  看你們這依靠虛荒無益的話
[00:07:56.400 --> 00:07:58.240]  你們可以偷盜殺害
[00:07:58.240 --> 00:08:01.360]  姦淫起向巴黎燒香
[00:08:01.360 --> 00:08:03.680]  就是說他一面在敬拜耶和華
[00:08:03.680 --> 00:08:08.080]  其實他又在拜當地的偶像
[00:08:08.080 --> 00:08:09.280]  又來到
[00:08:09.280 --> 00:08:11.840]  這稱爲我名下的殿
[00:08:11.840 --> 00:08:13.880]  就是耶路撒冷的聖殿
[00:08:13.880 --> 00:08:16.040]  說我們平安無事
[00:08:16.040 --> 00:08:20.560]  但同時他們在行上帝眼中捍衛可憎的事
[00:08:20.560 --> 00:08:21.560]  繼續
[00:08:21.560 --> 00:08:25.560]  你這稱爲我名下的殿
[00:08:25.560 --> 00:08:29.880]  在你們眼中起可以捍衛策窩
[00:08:29.880 --> 00:08:31.440]  看那我真是
[00:08:31.440 --> 00:08:33.240]  我真的都看見了
[00:08:33.240 --> 00:08:36.040]  他們將上帝的殿變成策窩
[00:08:36.040 --> 00:08:37.360]  什麼意思
[00:08:37.360 --> 00:08:39.000]  他們進去上帝的殿
[00:08:39.000 --> 00:08:42.360]  不斷燈火旺盛去獻祭
[00:08:42.360 --> 00:08:44.040]  但同時他們心裏面
[00:08:44.040 --> 00:08:49.240]  他們自己平時繼續去敬拜當地的偶像
[00:08:49.240 --> 00:08:51.200]  於是上帝說我都知道了
[00:08:51.200 --> 00:08:52.440]  接着上帝說什麼
[00:08:52.440 --> 00:08:54.080]  上帝說我要一再警告你
[00:08:54.080 --> 00:08:55.200]  我要呼喚你
[00:08:55.200 --> 00:08:58.080]  我要將你們從我眼前趕出
[00:08:58.080 --> 00:09:00.000]  正如我趕出你們衆兄弟
[00:09:00.000 --> 00:09:02.560]  就是有所有以法廉的口諭
[00:09:02.560 --> 00:09:06.880]  正如我將蛋上面的神殿滅了
[00:09:06.880 --> 00:09:09.280]  我都會將你們在我眼前趕出
[00:09:09.280 --> 00:09:10.120]  在講什麼
[00:09:10.120 --> 00:09:12.440]  在講巴比倫
[00:09:12.440 --> 00:09:14.040]  祕魯
[00:09:14.040 --> 00:09:16.040]  公元前586年
[00:09:16.040 --> 00:09:18.400]  上帝把南國也滅了
[00:09:18.400 --> 00:09:19.280]  OK
[00:09:19.280 --> 00:09:20.640]  所以
[00:09:20.640 --> 00:09:21.440]  你知道
[00:09:21.440 --> 00:09:23.480]  北國上帝滅了
[00:09:23.480 --> 00:09:25.160]  因爲蛋的神殿
[00:09:25.160 --> 00:09:26.400]  南國上帝滅了
[00:09:26.400 --> 00:09:29.680]  因爲耶利米所說的策窩
[00:09:29.680 --> 00:09:32.240]  你記不記得當耶穌再出現的時候
[00:09:32.240 --> 00:09:33.520]  當耶穌來到
[00:09:33.520 --> 00:09:34.360]  最後一個禮拜
[00:09:34.360 --> 00:09:36.520]  耶穌最後一個禮拜在哪裏過
[00:09:36.520 --> 00:09:37.600]  在耶路撒冷裏面過
[00:09:37.600 --> 00:09:38.160]  在哪裏
[00:09:38.160 --> 00:09:39.400]  耶路撒冷在哪裏過
[00:09:39.400 --> 00:09:41.040]  在耶路撒冷的聖殿裏面過
[00:09:41.040 --> 00:09:43.000]  天天都去聖殿
[00:09:43.000 --> 00:09:44.840]  而耶穌有一句名言
[00:09:44.840 --> 00:09:45.800]  他說
[00:09:45.800 --> 00:09:48.920]  他們將上帝的殿變成一個什麼
[00:09:48.920 --> 00:09:49.760]  策窩
[00:09:49.760 --> 00:09:52.760]  他不是自己創造一個新的詞彙
[00:09:52.760 --> 00:09:56.760]  他是在講耶利米書第七章的策窩
[00:09:56.760 --> 00:09:57.400]  OK
[00:09:57.400 --> 00:09:58.320]  這個很有趣
[00:09:58.320 --> 00:10:00.280]  因爲當你去看耶穌
[00:10:00.280 --> 00:10:02.720]  最後一次進入耶路撒冷的時候
[00:10:02.720 --> 00:10:05.000]  耶穌是用三個身份進去的
[00:10:05.000 --> 00:10:05.680]  第一個身份
[00:10:05.680 --> 00:10:06.320]  他是君王
[00:10:06.320 --> 00:10:08.640]  你記得他騎着駱駝
[00:10:08.640 --> 00:10:09.960]  然後人們歡呼
[00:10:09.960 --> 00:10:11.680]  爲什麼騎駱駝
[00:10:11.680 --> 00:10:15.840]  因爲所羅門王做王的時候也是騎駱駝
[00:10:15.840 --> 00:10:16.800]  不是騎馬
[00:10:16.800 --> 00:10:18.480]  不是因爲他和平那麼簡單
[00:10:18.480 --> 00:10:23.200]  是因爲他在承受大衛之子所羅門的預言
[00:10:23.200 --> 00:10:25.600]  他自己是真正的大衛之子
[00:10:25.600 --> 00:10:26.280]  另外
[00:10:26.280 --> 00:10:27.440]  他是一個祭司
[00:10:27.440 --> 00:10:27.760]  爲什麼
[00:10:27.760 --> 00:10:29.600]  因爲他天天都去聖殿
[00:10:29.600 --> 00:10:30.760]  爲什麼他那麼喜歡聖殿
[00:10:30.760 --> 00:10:32.280]  因爲他是祭司
[00:10:32.280 --> 00:10:34.440]  接着他是一個先知
[00:10:34.440 --> 00:10:39.360]  你記得他進去很快就將一棵樹枯了
[00:10:39.360 --> 00:10:40.520]  他在做什麼
[00:10:40.520 --> 00:10:42.320]  他在行動預言
[00:10:42.320 --> 00:10:44.280]  他在做一個先知的角色
[00:10:44.280 --> 00:10:47.160]  用這個枯萎的樹告訴你
[00:10:47.160 --> 00:10:50.840]  他要將以色列的聖殿滅掉
[00:10:50.840 --> 00:10:51.400]  OK
[00:10:51.400 --> 00:10:53.200]  太多東西不說了
[00:10:53.200 --> 00:10:55.560]  但是我想帶你去看這個聖殿
[00:10:55.560 --> 00:10:57.600]  耶穌在這個聖殿裏面所做的事
[00:10:57.600 --> 00:11:00.240]  他說「經上不識記載說」
[00:11:00.240 --> 00:11:04.080]  「我的殿要稱爲萬國祟告的殿」
[00:11:04.080 --> 00:11:07.640]  「他們你們都將它成爲冊鍋」
[00:11:07.640 --> 00:11:09.560]  這個很重要的地方就是
[00:11:09.560 --> 00:11:12.680]  耶穌不是自己創造了詞句出來
[00:11:12.680 --> 00:11:15.560]  冊鍋是耶利米蘇第七章
[00:11:15.560 --> 00:11:20.920]  而萬國祟告的殿其實是出於以賽亞書五十六章
[00:11:20.920 --> 00:11:22.200]  我想說
[00:11:22.200 --> 00:11:24.120]  如果我們今天有英文崇拜
[00:11:24.120 --> 00:11:25.240]  有國語崇拜
[00:11:25.240 --> 00:11:26.120]  有廣東話崇拜
[00:11:26.120 --> 00:11:30.120]  就不是代表我們做了萬國祟告的殿
[00:11:30.120 --> 00:11:31.120]  你明白嗎?
[00:11:31.120 --> 00:11:35.200]  萬國祟告的殿不是在說多語言的問題
[00:11:35.200 --> 00:11:38.640]  是在說他們再不是冊鍋
[00:11:38.640 --> 00:11:40.040]  因爲冊鍋的人
[00:11:40.040 --> 00:11:42.880]  進來的心還在外面
[00:11:42.880 --> 00:11:44.440]  一邊敬拜耶穌
[00:11:44.440 --> 00:11:45.240]  敬拜耶和華
[00:11:45.240 --> 00:11:47.640]  另外一邊不知道在敬拜什麼鬼
[00:11:47.640 --> 00:11:49.120]  如果我們教會是這樣
[00:11:49.120 --> 00:11:50.640]  我不管你多少語言
[00:11:50.640 --> 00:11:52.640]  你都不是萬國祟告的殿
[00:11:53.280 --> 00:11:59.400]  因爲他所講的那個殿是一個真真正正敬拜上帝的地方
[00:11:59.400 --> 00:12:00.280]  於是
[00:12:00.280 --> 00:12:01.760]  耶穌預言
[00:12:01.760 --> 00:12:03.480]  耶穌說公元七十年
[00:12:03.480 --> 00:12:05.760]  大家大概有些印象
[00:12:05.760 --> 00:12:07.880]  羅馬人鏟進耶路撒冷
[00:12:07.880 --> 00:12:11.880]  今天我們剩下這一幅牆
[00:12:11.880 --> 00:12:17.600]  但是耶穌在預言他要鏟走這個冊鍋的時候
[00:12:17.600 --> 00:12:19.240]  他也預言另一件事
[00:12:19.240 --> 00:12:23.320]  他會再開一個新的敬拜的地方
[00:12:23.320 --> 00:12:25.200]  新的聖殿
[00:12:25.200 --> 00:12:26.280]  耶穌說
[00:12:26.280 --> 00:12:28.320]  你們要拆毀這個殿
[00:12:28.320 --> 00:12:30.120]  三天內我要將它重建
[00:12:30.120 --> 00:12:35.960]  耶穌說今天我們再不在一個物質性的聖殿裏面敬拜
[00:12:35.960 --> 00:12:39.240]  我們是通過主耶穌基督去敬拜
[00:12:39.240 --> 00:12:42.240]  這個殿不是人手做的
[00:12:42.240 --> 00:12:44.760]  這個殿再不是冊鍋
[00:12:44.760 --> 00:12:46.960]  在這個殿裏面
[00:12:46.960 --> 00:12:49.240]  我們俯伏在主耶穌基督的面前
[00:12:49.240 --> 00:12:51.120]  在這個殿裏面
[00:12:51.120 --> 00:12:56.560]  我們有一個新的應許之地要去
[00:12:56.560 --> 00:12:58.200]  這個新的應許之地
[00:12:58.200 --> 00:12:59.880]  我現在問你
[00:12:59.880 --> 00:13:05.160]  是否容易
[00:13:05.160 --> 00:13:08.920]  容易就是次貨
[00:13:08.920 --> 00:13:11.040]  一點都不容易
[00:13:11.040 --> 00:13:12.840]  耶穌自己怎樣說
[00:13:12.840 --> 00:13:15.000]  祂要帶我們去的地方是怎樣
[00:13:15.000 --> 00:13:19.400]  你們要進宅門,因爲引導滅亡
[00:13:19.400 --> 00:13:27.080]  那門是寬的,路是大的,進去的人也多
[00:13:27.080 --> 00:13:34.000]  引導永生的,那門是窄的,路是小的,找着的人也少
[00:13:34.000 --> 00:13:35.000]  你明白嗎?
[00:13:35.000 --> 00:13:38.280]  這個新的應許之地絕對不是容易
[00:13:38.280 --> 00:13:40.920]  如果我們今天
[00:13:40.920 --> 00:13:45.000]  還在想着要找一個容易的方法進入天國的話
[00:13:45.000 --> 00:13:50.560]  我想我們是在重犯在史詩紀裏面大人的錯誤
[00:13:50.560 --> 00:13:54.440]  那個不是天國來的,那個不會是天國的
[00:13:54.440 --> 00:13:55.880]  我想我們在這裏就結束了
[00:13:55.880 --> 00:13:58.160]  不過最後一個星期回來
[00:13:58.160 --> 00:14:00.040]  我們有很多應用可以思想
[00:14:00.040 --> 00:14:01.600]  但是你自己
[00:14:01.600 --> 00:14:04.040]  你聽到這樣的橋段
[00:14:04.040 --> 00:14:04.960]  你大概知道
[00:14:04.960 --> 00:14:06.360]  爲什麼我們覺得
[00:14:06.360 --> 00:14:07.520]  或者我們應該覺得
[00:14:07.520 --> 00:14:11.920]  今天香港也好,全世界也好,這件事是很可怕的
[00:14:11.920 --> 00:14:17.440]  因爲我們今天傳的福音是一個廉價的福音
[00:14:17.440 --> 00:14:19.040]  經常跟你說上帝什麼什麼
