
[00:00:00.000 --> 00:00:03.200]  今天繼續和大家思想《羅馬書》第七十二講
[00:00:03.200 --> 00:00:05.600]  「勿要叫人得益處」
[00:00:05.600 --> 00:00:09.120]  從《羅馬書》十四章十五章都是在說彼此相愛
[00:00:09.120 --> 00:00:10.320]  與人和睦
[00:00:10.320 --> 00:00:12.520]  彼此同心是奉主的道理
[00:00:12.520 --> 00:00:14.520]  今天保羅特別強調
[00:00:14.520 --> 00:00:16.520]  我們如果神給我們有恩典的
[00:00:16.520 --> 00:00:17.820]  有能力的人
[00:00:17.820 --> 00:00:20.420]  更需要成為一個幫助人的人
[00:00:20.420 --> 00:00:22.220]  但當我們學習幫助裡面
[00:00:22.220 --> 00:00:25.820]  我們需要聖經裡面很多提醒、安慰、忍耐
[00:00:25.820 --> 00:00:29.620]  讓我們能夠不只自己能夠成為一個和平之子幫助人
[00:00:29.620 --> 00:00:31.620]  我們成為一個大的團隊
[00:00:31.620 --> 00:00:33.820]  一心一口去幫助人
[00:00:33.820 --> 00:00:35.620]  一心一口去讚美神
[00:00:35.620 --> 00:00:38.320]  我們看今天《羅馬書》十五章第一到第七節
[00:00:38.320 --> 00:00:40.320]  我一起重讀這七節經文
[00:00:59.620 --> 00:01:01.620]  主耶穌基督的父
[00:01:01.620 --> 00:01:04.220]  所以我們要彼此接納
[00:01:04.220 --> 00:01:06.620]  如同基督接納我們
[00:01:06.620 --> 00:01:09.020]  我們也要接納耶穌基督的父
[00:01:09.020 --> 00:01:11.420]  我們也要接納耶穌基督的父
[00:01:11.420 --> 00:01:13.820]  我們也要接納耶穌基督的父
[00:01:13.820 --> 00:01:16.020]  我們也要接納耶穌基督的父
[00:01:16.020 --> 00:01:18.420]  我們也要接納耶穌基督的父
[00:01:18.420 --> 00:01:20.620]  我們也要接納耶穌基督的父
[00:01:20.620 --> 00:01:23.020]  我們也要接納耶穌基督的父
[00:01:23.020 --> 00:01:25.620]  我們也要接納耶穌基督的父
[00:01:25.620 --> 00:01:28.020]  我們也要接納耶穌基督的父
[00:01:28.020 --> 00:01:30.220]  我們也要接納耶穌基督的父
[00:01:30.220 --> 00:01:32.220]  我們也要接納耶穌基督的父
[00:01:32.220 --> 00:01:34.620]  我們也要接納耶穌基督的父
[00:01:34.620 --> 00:01:37.020]  我們也要接納耶穌基督的父
[00:01:37.020 --> 00:01:39.220]  我們也要接納耶穌基督的父
[00:01:39.220 --> 00:01:41.620]  我們也要接納耶穌基督的父
[00:01:41.620 --> 00:01:44.220]  我們也要接納耶穌基督的父
